EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,Offensive Fouls,FoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefensiveGoaltends,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGA,FtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,FTDefRebounds,SecondChanceTurnovers,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,NonHeaveArc3FGM,Fg2aBlocked,Arc3Assists,AtRimAssists,FTOffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffFTReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,AtRimPctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PtsUnassisted3s,HeaveAttempts,Travels,Charge Fouls,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceAtRimPctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,Transition Take Fouls Drawn,Transition Take Fouls,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1628978-1629638-1629675-1630162-1630183,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Jaden McDaniels","DiVincenzo, Alexander-Walker, Reid, Edwards, McDaniels",1628978-1629638-1629675-1630162-1630183,MIN,408.0,4,7.0,-6.0,11.0,13.0,1.0,6.0,2.0,24.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,6.0,8.0,1.0,2.0,15.0,21.0,2.0,2.0,4.0,6.0,6.0,3.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0,1.0,0.5,0.5,1.0,0.5,0.5,0.75,1.0,0.75,1.0,0.75,1.0,0.2,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,0.6,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,84.70588235294117,14.272727272727273,19.307692307692307,12.545454545454545,18.076923076923077,0.3,1.0,1.0,0.2,1.0,1.0,1.0,0.3,0.3333333333333333,0.3333333333333333,1.0,0.1,1.0,1.0,1.0,0.1,0.5,1.0,0.5,0.5476449999999999,0.4309,0.26666666666666666,9.6,25.0,0.09090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630162-1641740,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Jaylen Clark","DiVincenzo, Alexander-Walker, Reid, Edwards, Clark",1628978-1629638-1629675-1630162-1641740,MIN,171.0,1,3.0,1.0,4.0,4.0,2.0,4.0,2.0,8.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,,3.0,1.0,3.0,,3.0,4.0,3.0,1.0,2.0,2.0,,2.0,,3.0,,,,,,,,1.0,2.0,,2.0,3.0,3.0,6.0,,1.0,,1.0,1.0,1.0,,2.0,,,,,2.0,2.0,,,,,,0.3333333333333333,0.5,0.16666666666666666,0.5,0.21428571428571427,0.5,0.5,,1.0,1.0,,0.3333333333333333,1.0,0.6,1.0,0.3333333333333333,1.0,,,67.36842105263158,29.75,13.0,25.75,13.0,0.16666666666666666,1.0,1.0,0.16666666666666666,,,,0.16666666666666666,,,,,,,,0.5,0.5,1.0,0.6666666666666666,0.5269333333333334,0.4265,0.5,7.766666666666667,25.7,0.5,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,0.5,0.3333333333333333,0.375,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5672333333333334,0.14285714285714285,0.25,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630162-203497,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Rudy Gobert","DiVincenzo, Alexander-Walker, Reid, Edwards, Gobert",1628978-1629638-1629675-1630162-203497,MIN,2888.0,12,48.0,5.0,101.0,97.0,48.0,46.0,14.0,198.0,19.0,30.0,2.0,5.0,9.0,18.0,,3.0,8.0,15.0,25.0,28.0,51.0,16.0,40.0,116.0,111.0,5.0,10.0,17.0,34.0,22.0,48.0,25.0,17.0,16.0,33.0,8.0,4.0,,82.0,7.0,9.0,21.0,10.0,33.0,18.0,51.0,11.0,10.0,3.0,21.0,12.0,17.0,2.0,17.0,4.0,2.0,4.0,,99.0,48.0,0.6071428571428571,0.68,1.0,0.4,0.4,0.5490196078431373,0.5,0.5714285714285714,0.5,0.5858585858585859,0.5,0.43956043956043955,0.5238095238095238,0.7692307692307693,0.4090909090909091,0.7777777777777778,0.2916666666666667,0.775,0.34782608695652173,,0.23529411764705882,0.8333333333333334,0.7727272727272727,0.8,98.72576177285319,15.0,14.154639175257731,14.198019801980198,13.360824742268042,0.32967032967032966,0.6333333333333333,0.6551724137931034,0.1978021978021978,0.5,0.5294117647058824,0.4444444444444444,0.03296703296703297,,,,0.16483516483516483,0.5333333333333333,0.5333333333333333,1.0,0.27472527472527475,0.3125,0.4,0.7692307692307693,0.5525642857142857,0.48961363636363636,0.14655172413793102,4.8960784313725485,24.884999999999998,0.4752475247524752,10.0,14.0,8.0,12.0,13.0,24.0,13.0,8.0,49.0,6.0,2.0,3.0,3.0,17.0,,6.0,49.0,3.0,0.5416666666666666,0.5540540540540541,0.5833333333333334,1.0,0.5,0.3783783783783784,0.7142857142857143,0.21621621621621623,0.5534878378378378,0.0625,0.10714285714285714,0.4224137931034483,1.0,2.0,5.0,8.0,2.0,5.0,3.0,2.0,6.0,1.0,5.0,8.0,2.0,8.0,13.0,2.0,3.0,8.0,6.0,2.0,4.0,8.0,1.0,9.0,1.0,2.0,1.0,3.0,2.0,3.0,3.0,0.3333333333333333,0.38461538461538464,0.0392156862745098,0.03333333333333333,0.05555555555555555,0.6666666666666666,0.45454545454545453,0.42857142857142855,0.75,0.6666666666666666,0.06666666666666667,0.75,0.6842105263157895,0.32,0.32,1.0,0.0625,0.3125,0.4,1.0,0.13513513513513514,0.4,0.375,0.32,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630162-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Anthony Edwards, Julius Randle","DiVincenzo, Alexander-Walker, Reid, Edwards, Randle",1628978-1629638-1629675-1630162-203944,MIN,3364.0,13,56.0,-21.0,118.0,119.0,44.0,46.0,14.0,237.0,20.0,38.0,1.0,4.0,9.0,19.0,,2.0,6.0,18.0,27.0,29.0,59.0,13.0,45.0,128.0,149.0,2.0,6.0,15.0,30.0,28.0,36.0,24.0,15.0,12.0,27.0,6.0,5.0,,66.0,6.0,10.0,18.0,15.0,34.0,18.0,52.0,7.0,11.0,6.0,18.0,8.0,22.0,1.0,27.0,4.0,2.0,6.0,,113.0,41.0,0.5172413793103449,0.5357142857142857,0.9230769230769231,0.28888888888888886,0.30952380952380953,0.4915254237288136,0.3333333333333333,0.46634615384615385,0.3888888888888889,0.5245901639344263,0.5769230769230769,0.4326923076923077,0.3888888888888889,0.7142857142857143,0.3333333333333333,0.8571428571428571,0.20689655172413793,0.7857142857142857,0.2711864406779661,,0.11764705882352941,0.7692307692307693,0.7857142857142857,1.0,101.45065398335315,14.55084745762712,13.840336134453782,14.008474576271187,13.46218487394958,0.36538461538461536,0.5263157894736842,0.5714285714285714,0.18269230769230768,0.47368421052631576,0.47368421052631576,0.5555555555555556,0.019230769230769232,,,,0.17307692307692307,0.3333333333333333,0.3333333333333333,1.0,0.25961538461538464,0.4444444444444444,0.25,0.7980769230769231,0.5481544554455445,0.5497071428571428,0.1171875,4.345762711864406,27.211111111111112,0.3728813559322034,3.0,10.0,13.0,31.0,8.0,19.0,19.0,16.0,47.0,2.0,1.0,5.0,3.0,39.0,1.0,13.0,43.0,5.0,0.42105263157894735,0.40789473684210525,0.4895833333333333,0.5,0.1,0.2631578947368421,0.3,0.34210526315789475,0.5256142857142857,0.11304347826086956,0.18571428571428572,0.3671875,1.0,2.0,6.0,7.0,1.0,2.0,3.0,1.0,3.0,8.0,5.0,7.0,3.0,6.0,10.0,2.0,3.0,8.0,6.0,2.0,3.0,1.0,2.0,12.0,1.0,3.0,2.0,7.0,2.0,5.0,4.0,0.3333333333333333,0.2631578947368421,0.05084745762711865,0.07894736842105263,,1.0,0.5,0.3333333333333333,0.5,1.0,0.05357142857142857,0.8333333333333334,0.5,0.25925925925925924,0.25925925925925924,0.8571428571428571,0.1111111111111111,0.2222222222222222,0.5,1.0,0.15789473684210525,0.3333333333333333,0.23076923076923078,0.2916666666666667,3.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630183-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaden McDaniels, Julius Randle","DiVincenzo, Alexander-Walker, Reid, McDaniels, Randle",1628978-1629638-1629675-1630183-203944,MIN,662.0,3,11.0,-5.0,29.0,26.0,10.0,11.0,2.0,55.0,9.0,10.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,10.0,12.0,1.0,4.0,26.0,31.0,,,,12.0,8.0,3.0,3.0,6.0,1.0,7.0,1.0,1.0,,15.0,,1.0,4.0,3.0,8.0,1.0,9.0,4.0,8.0,1.0,12.0,5.0,10.0,2.0,5.0,1.0,1.0,1.0,,26.0,10.0,0.6,0.6,1.0,0.25,0.25,0.8333333333333334,,0.71875,,0.7222222222222222,,0.25,0.3333333333333333,0.75,1.0,0.6666666666666666,,0.7,0.25,,,1.0,0.5,0.75,119.63746223564955,11.344827586206897,12.807692307692308,11.206896551724139,12.461538461538462,0.625,0.9,0.9,0.0625,1.0,1.0,1.0,0.0625,,,,0.0625,1.0,1.0,1.0,0.1875,,,0.875,0.5748375,,,4.616666666666666,24.925,0.3448275862068966,,,1.0,3.0,,1.0,2.0,3.0,6.0,,1.0,2.0,1.0,4.0,,,6.0,,,0.5,0.6,1.0,,,,0.3333333333333333,0.4556,,,0.23076923076923078,,1.0,1.0,,,,,,,,1.0,,,,5.0,,,3.0,3.0,,3.0,3.0,3.0,6.0,,,,2.0,,1.0,2.0,,0.5,,,,,1.0,,0.6666666666666666,,,1.0,0.5555555555555556,,,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630545-1641740,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Terrence Shannon Jr., Jaylen Clark","DiVincenzo, Alexander-Walker, Reid, Shannon Jr., Clark",1628978-1629638-1629675-1630545-1641740,MIN,72.0,1,1.0,2.0,3.0,3.0,,,1.0,6.0,2.0,3.0,1.0,1.0,,,,,,1.0,,2.0,3.0,,1.0,5.0,3.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,,,,2.0,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,1.0,,1.0,1.0,1.0,1.0,,3.0,,0.5,1.0,,,,0.6666666666666666,1.0,0.5,1.0,0.625,1.0,0.25,,1.0,1.0,1.0,,1.0,0.5,,,1.0,1.0,,120.0,12.333333333333334,11.666666666666666,12.333333333333334,11.666666666666666,0.75,0.6666666666666666,0.6666666666666666,,,,,,,,,0.25,,,,,1.0,1.0,1.0,0.574775,0.6581,0.4,2.0,22.3,,,,,1.0,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,1.0,,,,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630545-201144,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Terrence Shannon Jr., Mike Conley","DiVincenzo, Alexander-Walker, Reid, Shannon Jr., Conley",1628978-1629638-1629675-1630545-201144,MIN,88.0,1,1.0,-2.0,3.0,4.0,,,,7.0,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,1.0,1.0,5.0,7.0,,,,2.0,,3.0,,1.0,1.0,2.0,1.0,,,5.0,,,,1.0,1.0,,1.0,1.0,,,1.0,,1.0,,1.0,,,,,5.0,,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,1.25,,0.5,1.0,1.0,,,,1.0,,,,1.0,,,114.54545454545455,11.333333333333334,13.5,11.333333333333334,12.5,0.5,1.0,1.0,,,,,,,,,0.5,1.0,1.0,1.0,,,,1.0,0.733475,,,1.3,22.7,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1630545-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Terrence Shannon Jr., Julius Randle","DiVincenzo, Alexander-Walker, Reid, Shannon Jr., Randle",1628978-1629638-1629675-1630545-203944,MIN,355.0,2,6.0,3.0,10.0,9.0,,,2.0,19.0,2.0,3.0,,,,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,3.0,6.0,17.0,14.0,,,5.0,4.0,2.0,9.0,4.0,2.0,3.0,5.0,1.0,,1.0,13.0,1.0,1.0,2.0,,2.0,2.0,4.0,,,,,,3.0,,2.0,,,,,12.0,,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6,,0.6818181818181818,1.5,0.7083333333333334,1.25,0.5454545454545454,,,0.5,0.5,0.3333333333333333,0.5,0.4,,0.5,,0.3333333333333333,1.0,77.07042253521126,18.5,18.88888888888889,17.8,18.77777777777778,0.2727272727272727,0.6666666666666666,0.6666666666666666,0.09090909090909091,,,,0.09090909090909091,1.0,1.0,1.0,0.18181818181818182,0.5,0.5,1.0,0.36363636363636365,,,0.8181818181818182,0.5448045454545455,,0.29411764705882354,5.2,24.96666666666667,,,,,2.0,,,,,,,,,,2.0,,1.0,,,,,,,,,,,,0.08333333333333333,0.16666666666666666,,,,,2.0,1.0,1.0,,1.0,1.0,2.0,,2.0,1.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,,,,1.0,,0.2,,1.0,,1.0,,,,,,0.5,0.5,0.5,1.0,,1.0,1.0,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1641740-203497,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaylen Clark, Rudy Gobert","DiVincenzo, Alexander-Walker, Reid, Clark, Gobert",1628978-1629638-1629675-1641740-203497,MIN,68.0,1,1.0,1.0,2.0,2.0,2.0,2.0,,4.0,,,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,2.0,,,,,,,,,,0.25,,1.0,,,,,,,,,,,,,84.70588235294117,22.5,11.5,22.5,11.5,,,,,,,,,,,,1.0,,,,,,,1.0,0.53655,,,,23.3,1.0,,,,1.0,,,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,,,,0.25,,,,,,0.53655,0.5,1.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
1628978-1629638-1629675-1641740-203944,1610612750,"Donte DiVincenzo, Nickeil Alexander-Walker, Naz Reid, Jaylen Clark, Julius Randle","DiVincenzo, Alexander-Walker, Reid, Clark, Randle",1628978-1629638-1629675-1641740-203944,MIN,6.0,1,,-3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2025,2024-25,False
