EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,Corner3FGA,FG2A,FG3A,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Corner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,Points,OpponentPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,PlusMinus,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,Corner3FGM,Arc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,LostBallTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,FG2APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,BlockedAtRim,LongMidRangeFGM,LongMidRangeFGA,LongMidRangeAssists,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,AtRimAssists,OffThreePtRebounds,LostBallSteals,Travels,NonShootingFoulsDrawn,OffensiveGoaltends,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,AtRimPctBlocked,OffThreePtReboundPct,OffCorner3ReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,Loose Ball Fouls,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,SecondChanceFG2A,PtsPutbacks,SecondChanceFg2Pct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,DefCorner3ReboundPct,SecondChanceTurnovers,OffArc3ReboundPct,SelfOReb,SelfORebPct,2pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,PtsUnassisted3s,Blocked3s,BlockedArc3,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Charge Fouls,BlockedLongMidRange,LongMidRangePctBlocked,HeaveAttempts,HeaveMakes,Charge Fouls Drawn,team_id,year,season,team_vs
1629723-1630583-1630590-1630643-1641744,1610612763,"John Konchar, Santi Aldama, Scotty Pippen Jr., Jay Huff, Zach Edey","Konchar, Aldama, Pippen Jr., Huff, Edey",1629723-1630583-1630590-1630643-1641744,MEM,108.0,1,2.0,3.0,3.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.6,0.5,1.0,80.0,1.0,9.666666666666666,26.333333333333332,9.666666666666666,17.0,0.5,0.5,1.0,0.6525,1.6,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1630217-1630583-1631246-1641744,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Vince Williams Jr., Zach Edey","Jackson Jr., Bane, Aldama, Williams Jr., Edey",1628991-1630217-1630583-1631246-1641744,MEM,123.0,1,2.0,4.0,3.0,,7.0,,,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,,,,,,,0.3333333333333333,1.0,,1.0,,,81.95121951219512,,19.25,15.333333333333334,19.25,15.333333333333334,,,0.3333333333333333,0.4456166666666667,11.25,25.5,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.3333333333333333,0.3333333333333333,0.5,1.0,0.6666666666666666,0.5,0.5,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1630217-1630583-1630590-1631246,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr., Vince Williams Jr.","Jackson Jr., Bane, Aldama, Pippen Jr., Williams Jr.",1628991-1630217-1630583-1630590-1631246,MEM,334.0,1,6.0,12.0,12.0,10.0,24.0,1.0,2.0,3.0,4.0,3.0,2.0,6.0,7.0,,2.0,4.0,,,,,,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,103.47305389221557,,10.916666666666666,16.916666666666668,10.0,16.916666666666668,0.14285714285714285,0.2857142857142857,0.7142857142857143,0.5574785714285715,5.433333333333334,24.775,1.0,2.0,2.0,2.0,21.0,14.0,2.0,2.0,1.0,4.0,1.0,11.0,,,2.0,1.0,19.0,0.5,0.5,0.6666666666666666,0.9285714285714286,0.9545454545454546,1.0,,0.2857142857142857,0.5,1.0,1.0,0.2857142857142857,7.0,3.0,1.0,1.0,2.0,1.0,1.0,3.0,8.0,2.0,2.0,1.0,2.0,2.0,2.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,8.0,4.0,2.0,3.0,2.0,1.0,0.75,0.75,1.0,0.5,0.25,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5355,0.36363636363636365,0.5714285714285714,0.09523809523809523,0.09523809523809523,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1630217-1630583-1630590-1630643,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr., Jay Huff","Jackson Jr., Bane, Aldama, Pippen Jr., Huff",1628991-1630217-1630583-1630590-1630643,MEM,135.0,1,2.0,6.0,5.0,2.0,11.0,,,2.0,,,1.0,1.0,1.0,2.0,3.0,1.0,,1.0,,1.0,1.0,,1.0,,1.0,,,117.33333333333333,1.0,14.666666666666666,9.4,14.666666666666666,9.4,,,,0.4286,11.6,,2.0,2.0,,2.0,6.0,5.0,2.0,,1.0,1.0,1.0,2.0,,,1.0,1.0,6.0,0.5,0.5,1.0,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,0.5,,1.0,,,,,,,,2.0,,,,,,2.0,,,,,,,,,,,,,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1629723-1630217-1630590-1631246,1610612763,"Jaren Jackson Jr., John Konchar, Desmond Bane, Scotty Pippen Jr., Vince Williams Jr.","Jackson Jr., Konchar, Bane, Pippen Jr., Williams Jr.",1628991-1629723-1630217-1630590-1631246,MEM,70.0,1,1.0,3.0,3.0,,6.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,123.42857142857142,,14.333333333333334,9.0,14.333333333333334,9.0,,,,0.3914,15.0,,,1.0,,1.0,2.0,2.0,2.0,,1.0,1.0,,2.0,,,1.0,,2.0,1.0,1.0,0.5,0.5,0.5,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1629723-1630217-1630590-1630643,1610612763,"Jaren Jackson Jr., John Konchar, Desmond Bane, Scotty Pippen Jr., Jay Huff","Jackson Jr., Konchar, Bane, Pippen Jr., Huff",1628991-1629723-1630217-1630590-1630643,MEM,44.0,1,1.0,1.0,2.0,2.0,3.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,98.18181818181819,,26.0,9.0,26.0,9.0,,,1.0,0.54645,,25.0,,,1.0,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628991-1629630-1630217-1630583-1630590,1610612763,"Jaren Jackson Jr., Ja Morant, Desmond Bane, Santi Aldama, Scotty Pippen Jr.","Jackson Jr., Morant, Bane, Aldama, Pippen Jr.",1628991-1629630-1630217-1630583-1630590,MEM,421.0,2,7.0,14.0,16.0,5.0,30.0,5.0,1.0,9.0,3.0,3.0,2.0,5.0,6.0,2.0,2.0,1.0,,,,,,0.25,0.25,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.5,102.61282660332542,,10.071428571428571,17.5,9.928571428571429,14.25,0.4166666666666667,0.08333333333333333,0.6666666666666666,0.5964291666666667,5.988888888888889,24.900000000000002,1.0,3.0,2.0,6.0,17.0,12.0,2.0,2.0,1.0,2.0,,5.0,3.0,1.0,,,14.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.625,0.6071428571428571,,,0.25,0.3333333333333333,0.5,,0.16666666666666666,5.0,10.0,1.0,4.0,,1.0,2.0,1.0,2.0,,3.0,3.0,2.0,13.0,10.0,3.0,1.0,2.0,,1.0,1.0,,,,1.0,,1.0,,3.0,4.0,1.0,13.0,10.0,,1.0,0.3333333333333333,0.3333333333333333,1.5,0.5909090909090909,,0.2222222222222222,0.3333333333333333,,,,0.2,,0.2,0.8,1.0,,,,0.5,0.5,1.0,0.2222222222222222,0.5,0.5579944444444445,0.07692307692307693,0.1,0.17647058823529413,0.7647058823529411,0.7142857142857143,,,,,1.0,1.0,,0.08333333333333333,1.0,1.0,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.5,0.6111111111111112,0.2,0.5,1.0,0.25,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628963-1628991-1629630-1630583-1630590,1610612763,"Marvin Bagley III, Jaren Jackson Jr., Ja Morant, Santi Aldama, Scotty Pippen Jr.","Bagley III, Jackson Jr., Morant, Aldama, Pippen Jr.",1628963-1628991-1629630-1630583-1630590,MEM,284.0,2,5.0,9.0,9.0,,18.0,,,4.0,4.0,1.0,2.0,3.0,3.0,,1.0,1.0,,,,,,0.5,0.6666666666666666,0.3333333333333333,0.5,1.0,0.3333333333333333,91.26760563380282,,16.0,15.555555555555555,16.0,15.333333333333334,,,0.5,0.49295,12.875,25.575,2.0,3.0,4.0,3.0,9.0,11.0,,4.0,,1.0,,3.0,1.0,1.0,1.0,1.0,9.0,,,0.75,0.5625,0.5625,1.0,,0.375,0.6666666666666666,0.6666666666666666,,0.5,-2.0,1.0,,,,1.0,,1.0,,,,,,,6.0,3.0,1.0,,,1.0,1.0,,,,,,1.0,,2.0,,,,1.0,,1.0,0.25,0.25,,,,,,,,,,,,,,,,,0.25,0.25,1.0,,0.25,,,,,,0.1111111111111111,,,,,1.0,1.0,,0.125,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628963-1628991-1629630-1630217-1631246,1610612763,"Marvin Bagley III, Jaren Jackson Jr., Ja Morant, Desmond Bane, Vince Williams Jr.","Bagley III, Jackson Jr., Morant, Bane, Williams Jr.",1628963-1628991-1629630-1630217-1631246,MEM,165.0,1,3.0,6.0,5.0,,11.0,2.0,1.0,7.0,1.0,2.0,,2.0,5.0,,1.0,1.0,,,,,,0.125,,0.6666666666666666,0.6666666666666666,,0.6666666666666666,96.0,,13.833333333333334,16.4,13.166666666666666,15.6,0.25,0.125,0.375,0.48833125,6.557142857142857,23.0,1.0,5.0,,3.0,9.0,7.0,,,,1.0,,3.0,,,1.0,1.0,5.0,,,0.42857142857142855,0.5625,0.5625,1.0,,0.625,0.2,0.2,,,2.0,,2.0,2.0,1.0,,,1.0,,,4.0,,,,6.0,3.0,,,,1.0,,1.0,3.0,,3.0,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,,,,,,,0.75,0.75,0.75,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,2.0,2.0,2.0,3.0,4.0,0.6666666666666666,0.6666666666666666,1.0,0.5009333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
1628963-1628991-1629630-1630217-1630583,1610612763,"Marvin Bagley III, Jaren Jackson Jr., Ja Morant, Desmond Bane, Santi Aldama","Bagley III, Jackson Jr., Morant, Bane, Aldama",1628963-1628991-1629630-1630217-1630583,MEM,138.0,1,2.0,5.0,6.0,5.0,11.0,3.0,,3.0,,2.0,,2.0,2.0,2.0,2.0,3.0,1.0,,,,,,,1.0,1.0,,1.0,114.78260869565219,,10.2,14.5,10.2,11.666666666666666,1.0,,1.0,0.7136333333333332,1.5666666666666667,,,,,2.0,4.0,5.0,4.0,,2.0,2.0,,4.0,1.0,,,,4.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,,,,,,,,-1.0,5.0,,2.0,,,,,,,,,,4.0,,,,,,,,,,,,,2.0,,,,,4.0,5.0,1.0,,,,,0.6666666666666666,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,0.7136333333333332,,,,1.0,1.0,,1.0,,,,,,,,,,2.0,3.0,,,,,,,2.0,3.0,,2.0,,1.0,,,,,,,0.6666666666666666,,0.6666666666666666,,,,1.0,,,,1.0,0.6666666666666666,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,False
