EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Corner3FGM,Corner3FGA,FG2M,FG2A,FG3M,FG3A,Points,PtsUnassisted2s,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGA,Arc3FGA,PenaltyArc3FGA,FtPoints,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,AtRimAssists,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedArc3,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,LongMidRangePctBlocked,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,AtRimPctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,SecondChanceCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,NonHeaveArc3FGM,Arc3Assists,LongMidRangeAssists,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LiveBallTurnoverPct,SecondChanceFtPoints,PenaltyFtPoints,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,ShortMidRangeFGM,ShortMidRangeAssists,LostBallTurnovers,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,PenaltyCorner3FGM,PenaltyFG3M,PtsUnassisted3s,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyCorner3Accuracy,Charge Fouls Drawn,PenaltyArc3FGM,Travels,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Offensive Fouls Drawn,DefensiveGoaltends,PenaltyArc3Accuracy,Fg3aBlocked,FTOffRebounds,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,OffLongMidRangeReboundPct,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,HeaveAttempts,OffensiveGoaltends,Transition Take Fouls,BlockedCorner3,HeaveMakes,Corner3PctBlocked,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,Clear Path Fouls,team_id,year,season,team_vs
1629014-1630166-1630625-1642270-203924,1610612757,"Anfernee Simons, Deni Avdija, Dalano Banton, Donovan Clingan, Jerami Grant","Simons, Avdija, Banton, Clingan, Grant",1629014-1630166-1630625-1642270-203924,POR,188.0,1,3.0,-2.0,5.0,5.0,10.0,,,,1.0,3.0,4.0,,3.0,6.0,2.0,,,2.0,,4.0,4.0,,,,0.75,0.42857142857142855,0.42857142857142855,0.42857142857142855,76.59574468085107,24.8,12.8,24.0,12.8,,,,0.14285714285714285,,,,0.42857142857142855,0.4689785714285714,6.975,26.066666666666666,,,,,,2.0,,,8.0,,,,,4.0,2.0,1.0,2.0,,1.0,,2.0,4.0,,,,,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,0.25,,,1.0,1.0,1.0,,,,,,0.2857142857142857,,,,,,,,1.0,,,,,4.0,1.0,1.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,0.25,1.0,1.0,0.3333333333333333,0.5,,1.0,0.5,,1.0,,,0.5714285714285714,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,2.0,,0.75,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631101-1631133,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Shaedon Sharpe, Jabari Walker","Simons, Avdija, Henderson, Sharpe, Walker",1629014-1630166-1630703-1631101-1631133,POR,209.0,2,3.0,5.0,6.0,6.0,12.0,2.0,4.0,,,2.0,4.0,1.0,3.0,10.0,2.0,3.0,1.0,2.0,,5.0,6.0,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5625,0.42857142857142855,82.67942583732058,15.166666666666666,19.666666666666668,14.833333333333334,19.166666666666668,0.5714285714285714,0.5,0.5,,,,,1.0,0.6069428571428571,1.0,27.8,6.0,6.0,,,,3.0,3.0,3.0,5.0,2.0,4.0,3.0,10.0,2.0,3.0,,1.0,1.0,1.0,,2.0,5.0,1.0,1.0,1.0,,,,1.0,3.0,,,,1.0,10.0,6.0,0.5,1.0,0.5,0.5,0.5625,,,,1.0,0.5,1.0,,0.5,,,,0.42857142857142855,,0.42857142857142855,0.6069428571428571,,,1.0,1.0,2.0,1.0,2.0,2.0,4.0,,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,1.0,,,0.5,0.5,0.6666666666666666,,,0.3333333333333333,1.0,0.5,0.75,1.0,,0.5,,0.5,0.25,,,1.0,0.5,0.5714285714285714,0.5,0.5979,0.4,,1.0,,,,,1.0,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.3333333333333333,,,,,,,2.0,3.0,,,,,,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,1.0,1.0,,,1.0,,,0.3333333333333333,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631101-1641739,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Shaedon Sharpe, Toumani Camara","Simons, Avdija, Henderson, Sharpe, Camara",1629014-1630166-1630703-1631101-1641739,POR,1025.0,4,17.0,-3.0,32.0,32.0,64.0,8.0,10.0,1.0,5.0,10.0,18.0,5.0,12.0,39.0,10.0,6.0,2.0,7.0,1.0,16.0,30.0,0.4,0.4166666666666667,0.4166666666666667,0.5555555555555556,0.5833333333333334,0.609375,0.4,89.91219512195123,17.96875,14.0625,17.59375,14.0,0.3333333333333333,0.8,0.8,0.16666666666666666,0.2,0.2,1.0,0.7333333333333333,0.5307916666666667,6.7444444444444445,25.849999999999998,8.0,12.0,2.0,5.0,,7.0,3.0,4.0,42.0,2.0,4.0,3.0,12.0,10.0,7.0,,5.0,5.0,5.0,,10.0,15.0,3.0,5.0,1.0,4.0,7.0,,4.0,4.0,1.0,,,1.0,10.0,7.0,0.5,0.625,0.5,0.7142857142857143,0.75,,,,0.8333333333333334,0.7692307692307693,0.8333333333333334,,0.625,0.16666666666666666,0.4,0.4,0.23333333333333334,,0.42857142857142855,0.5166857142857143,0.03225806451612903,0.05263157894736842,0.3076923076923077,0.25,5.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,9.0,4.0,3.0,2.0,5.0,5.0,,1.0,1.0,,1.0,1.0,,,1.0,1.125,1.125,,,0.7142857142857143,0.25,0.42857142857142855,0.3333333333333333,0.5,0.3333333333333333,0.6666666666666666,0.75,0.5,,,0.1,0.75,1.0,0.2857142857142857,1.0,0.4724,0.23076923076923078,,4.0,1.0,1.0,1.0,1.0,4.0,1.0,,,1.0,0.25,1.0,,0.5714285714285714,0.5714285714285714,0.25,0.3333333333333333,,0.25,1.0,,0.5714285714285714,,,2.0,2.0,2.0,0.4,,2.0,,,,,,,,,,2.0,9.0,1.0,1.0,,0.6666666666666666,,1.0,2.0,,,1.0,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631101-1642270,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Shaedon Sharpe, Donovan Clingan","Simons, Avdija, Henderson, Sharpe, Clingan",1629014-1630166-1630703-1631101-1642270,POR,348.0,3,6.0,7.0,12.0,11.0,23.0,4.0,5.0,,,6.0,9.0,3.0,5.0,22.0,10.0,9.0,3.0,4.0,,11.0,17.0,1.0,0.6,0.75,0.6666666666666666,0.75,0.7857142857142857,0.35714285714285715,95.17241379310344,15.75,14.454545454545455,15.0,14.272727272727273,0.35714285714285715,0.8,1.0,,,,,0.7142857142857143,0.5622346153846154,5.888888888888889,33.160000000000004,,,1.0,1.0,,5.0,1.0,1.0,15.0,,,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,2.0,4.0,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,0.16666666666666666,0.2,,,,0.1111111111111111,,1.0,0.3333333333333333,0.14285714285714285,0.3333333333333333,,,0.07142857142857142,1.0,1.0,0.35714285714285715,,1.0,,0.07142857142857142,0.1111111111111111,,,2.0,1.0,1.0,,,3.0,1.0,1.0,5.0,2.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,1.0,1.25,1.25,0.2,,,0.3333333333333333,1.0,0.5,,0.5,1.0,,,,,0.21428571428571427,0.5,1.0,,,0.6077,0.22727272727272727,,3.0,1.0,1.0,1.0,1.0,3.0,3.0,,,1.0,,,,0.6,0.75,1.0,,,0.5,1.0,1.0,0.75,,,1.0,,,1.0,,,1.0,,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,1.0,,0.2,0.2,,,,,,,,,,,1.0,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631101-203924,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Shaedon Sharpe, Jerami Grant","Simons, Avdija, Henderson, Sharpe, Grant",1629014-1630166-1630703-1631101-203924,POR,126.0,1,2.0,3.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,3.0,1.0,2.0,1.0,5.0,8.0,1.0,1.0,1.0,1.0,1.25,1.0,0.5,114.28571428571428,15.8,9.4,15.8,9.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.70895,1.0,23.2,5.0,4.0,,,1.0,,,3.0,5.0,1.0,1.0,1.0,8.0,2.0,,,1.0,1.0,2.0,1.0,3.0,3.0,,,,1.0,2.0,,2.0,4.0,1.0,,,,7.0,4.0,1.0,1.0,1.0,1.25,1.0,,,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,,,,,0.5,,0.70895,0.3333333333333333,0.5,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631133-1641739,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Jabari Walker, Toumani Camara","Simons, Avdija, Henderson, Walker, Camara",1629014-1630166-1630703-1631133-1641739,POR,398.0,1,7.0,2.0,12.0,14.0,26.0,6.0,9.0,1.0,1.0,6.0,9.0,2.0,3.0,19.0,4.0,6.0,2.0,6.0,1.0,14.0,17.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.75,0.7307692307692307,0.25,94.07035175879396,12.333333333333334,17.857142857142858,12.083333333333334,16.357142857142858,0.75,0.6666666666666666,0.75,0.08333333333333333,1.0,1.0,1.0,1.0,0.6888916666666667,1.2666666666666666,27.53333333333333,,,,,,2.0,,1.0,17.0,,,,,8.0,2.0,1.0,4.0,4.0,,,4.0,6.0,1.0,2.0,,,3.0,1.0,4.0,3.0,2.0,,,5.0,,,0.6666666666666666,0.8,,,,0.1111111111111111,,,,0.5,,,0.6666666666666666,,,,0.16666666666666666,,,,0.15384615384615385,0.2,,,2.0,1.0,2.0,,,,1.0,2.0,2.0,2.0,,2.0,4.0,2.0,,2.0,2.0,,,5.0,1.0,3.0,0.5,0.5,0.5,0.1111111111111111,,0.5,0.6666666666666666,,0.5,0.6666666666666666,,,0.42857142857142855,1.0,,0.6,,1.0,0.5,,,0.6406,0.10526315789473684,,1.0,,,,,1.0,1.0,,,,,,,0.5,0.5,1.0,,,,,,0.5,,,1.0,,,0.5,,,1.0,,,,1.0,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631133-203924,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Jabari Walker, Jerami Grant","Simons, Avdija, Henderson, Walker, Grant",1629014-1630166-1630703-1631133-203924,POR,177.0,1,3.0,1.0,5.0,5.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,,3.0,1.0,2.0,1.0,5.0,6.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.75,0.6666666666666666,81.35593220338983,17.6,17.8,17.4,17.8,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5142166666666667,3.0,23.9,5.0,,,,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,6.0,2.0,1.0,,1.0,1.0,2.0,,3.0,4.0,1.0,1.0,1.0,,,,1.0,2.0,,,,,6.0,5.0,1.0,1.0,1.0,0.8333333333333334,0.75,,,,1.0,0.75,1.0,,1.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5142166666666667,,,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,0.5,,1.0,1.0,,,1.0,,1.0,,,,,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,0.5,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631200-1641739,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Kris Murray, Toumani Camara","Simons, Avdija, Henderson, Murray, Camara",1629014-1630166-1630703-1631200-1641739,POR,305.0,3,5.0,6.0,10.0,10.0,20.0,1.0,2.0,,1.0,1.0,3.0,4.0,5.0,16.0,2.0,6.0,2.0,2.0,,6.0,16.0,0.5,0.8,0.8,0.3333333333333333,0.875,0.8888888888888888,0.625,94.42622950819673,15.6,14.9,15.6,14.6,0.25,0.5,0.5,0.125,,,,0.875,0.5381875,7.433333333333334,25.28,1.0,1.0,,1.0,,4.0,,2.0,10.0,,1.0,,,,4.0,,,,2.0,,3.0,3.0,1.0,1.0,,,3.0,1.0,2.0,3.0,1.0,,,,,1.0,,,,,,,,,0.5,0.5,0.3333333333333333,1.0,,0.125,,,0.5,,,0.4412,0.1111111111111111,0.25,,0.1,,,,,1.0,,,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,0.5,,,,,,,0.5,,,,,,,1.0,,,,,4.0,,,,,4.0,2.0,,,,,,,1.0,1.0,0.5,,,,,,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1631200-1642270,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Kris Murray, Donovan Clingan","Simons, Avdija, Henderson, Murray, Clingan",1629014-1630166-1630703-1631200-1642270,POR,1756.0,7,29.0,-6.0,62.0,65.0,127.0,8.0,13.0,4.0,12.0,13.0,24.0,11.0,29.0,69.0,12.0,30.0,10.0,17.0,4.0,44.0,66.0,0.9090909090909091,0.3793103448275862,0.39285714285714285,0.5416666666666666,0.5566037735849056,0.576271186440678,0.5471698113207547,104.14578587699317,15.790322580645162,11.953846153846154,14.887096774193548,11.215384615384615,0.24528301886792453,0.6153846153846154,0.6153846153846154,0.22641509433962265,0.3333333333333333,0.3333333333333333,1.0,0.7924528301886793,0.5473192307692307,7.4375,26.017241379310345,23.0,21.0,1.0,6.0,4.0,17.0,3.0,10.0,75.0,8.0,11.0,7.0,32.0,14.0,16.0,1.0,7.0,5.0,9.0,2.0,19.0,25.0,4.0,10.0,4.0,6.0,8.0,,12.0,16.0,5.0,,,4.0,32.0,23.0,0.5384615384615384,0.5384615384615384,0.7272727272727273,0.6944444444444444,0.6956521739130435,0.041666666666666664,0.16666666666666666,0.6666666666666666,0.6923076923076923,0.68,0.6,1.0,0.625,0.11320754716981132,0.16666666666666666,0.2,0.32075471698113206,0.2222222222222222,0.16666666666666666,0.5266235294117647,0.09090909090909091,0.19230769230769232,0.463768115942029,0.3709677419354839,5.0,,1.0,5.0,6.0,5.0,1.0,2.0,3.0,,1.0,4.0,8.0,6.0,1.0,5.0,2.0,,,4.0,3.0,2.0,0.5,0.2,0.25,,,0.6666666666666666,0.36363636363636365,0.058823529411764705,0.17857142857142858,0.4,,,0.5,0.8,0.037037037037037035,0.5,0.09433962264150944,0.2,,0.3333333333333333,0.8333333333333334,0.51396,0.043478260869565216,1.0,7.0,,2.0,,3.0,7.0,6.0,1.0,,,0.125,1.0,1.0,0.4117647058823529,0.4117647058823529,0.8571428571428571,,0.2,0.4,,,0.4375,,3.0,6.0,2.0,2.0,0.6,1.0,7.0,3.0,1.0,4.0,1.0,4.0,0.8,0.8,0.25,2.0,3.0,3.0,4.0,1.0,4.0,0.42857142857142855,0.5,,1.0,,,,,1.0,,0.3333333333333333,,1.0,,,0.25,0.4,,1.0,1.0,,,,,,1.0,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1641712-1642270,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Rayan Rupert, Donovan Clingan","Simons, Avdija, Henderson, Rupert, Clingan",1629014-1630166-1630703-1641712-1642270,POR,76.0,1,1.0,1.0,3.0,2.0,5.0,1.0,1.0,,,1.0,1.0,,1.0,3.0,2.0,,,,,,3.0,,,,1.0,0.5,0.75,0.5,94.73684210526316,12.666666666666666,19.0,12.666666666666666,18.5,0.5,1.0,1.0,,,,,1.0,0.422525,3.6,26.1,3.0,2.0,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,3.0,3.0,,,1.0,0.5,0.75,,,,,0.5,,,,,,,0.5,,0.5,0.422525,0.5,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,0.5,,,,,,,,1.0,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1641739-1642270,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Toumani Camara, Donovan Clingan","Simons, Avdija, Henderson, Camara, Clingan",1629014-1630166-1630703-1641739-1642270,POR,1150.0,9,19.0,-9.0,41.0,39.0,80.0,8.0,9.0,4.0,5.0,9.0,17.0,5.0,17.0,39.0,10.0,15.0,5.0,9.0,4.0,23.0,34.0,1.0,0.29411764705882354,0.29411764705882354,0.5294117647058824,0.4852941176470588,0.527027027027027,0.5,100.17391304347825,14.195121951219512,14.564102564102564,14.170731707317072,13.743589743589743,0.2647058823529412,0.8888888888888888,0.8888888888888888,0.14705882352941177,0.8,0.8,1.0,0.7647058823529411,0.5355294117647058,4.082352941176471,25.841176470588238,11.0,17.0,,,2.0,12.0,4.0,6.0,48.0,3.0,4.0,6.0,15.0,8.0,12.0,1.0,4.0,3.0,6.0,1.0,13.0,17.0,3.0,7.0,1.0,2.0,9.0,1.0,9.0,8.0,3.0,,,4.0,15.0,11.0,0.4444444444444444,0.5714285714285714,0.75,0.75,0.6818181818181818,0.058823529411764705,,1.0,0.6,0.6,0.5714285714285714,0.6666666666666666,0.375,,,,0.35294117647058826,0.2,0.4,0.491195,0.10810810810810811,0.15789473684210525,0.38461538461538464,0.2682926829268293,3.0,2.0,3.0,2.0,2.0,8.0,2.0,3.0,5.0,4.0,3.0,1.0,6.0,4.0,,4.0,3.0,,,4.0,3.0,3.0,0.6666666666666666,0.6666666666666666,0.8333333333333334,,0.125,0.6,0.125,0.2727272727272727,0.21052631578947367,,0.14285714285714285,0.2,1.0,0.3333333333333333,,0.75,0.23529411764705882,1.0,0.6666666666666666,0.2,1.0,0.5552,0.1282051282051282,,1.0,,,,,1.0,1.0,,1.0,,1.0,,,0.08333333333333333,0.08333333333333333,1.0,,,,,,0.08333333333333333,0.05555555555555555,1.0,4.0,2.0,2.0,0.5714285714285714,1.0,,1.0,2.0,1.0,1.0,2.0,0.125,0.14285714285714285,1.0,2.0,3.0,,,1.0,,0.5,1.0,,1.0,,3.0,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1641739-203924,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Toumani Camara, Jerami Grant","Simons, Avdija, Henderson, Camara, Grant",1629014-1630166-1630703-1641739-203924,POR,1797.0,7,30.0,8.0,63.0,63.0,126.0,14.0,18.0,1.0,8.0,20.0,32.0,7.0,22.0,79.0,22.0,18.0,6.0,15.0,1.0,36.0,61.0,0.8571428571428571,0.3181818181818182,0.3181818181818182,0.625,0.5648148148148148,0.626984126984127,0.4074074074074074,100.96828046744575,14.19047619047619,14.333333333333334,13.587301587301587,13.53968253968254,0.3333333333333333,0.7777777777777778,0.875,0.14814814814814814,0.125,0.125,1.0,0.7407407407407407,0.5169027777777777,5.80625,25.518181818181816,36.0,27.0,1.0,4.0,4.0,14.0,10.0,18.0,71.0,13.0,18.0,14.0,51.0,18.0,14.0,3.0,9.0,4.0,9.0,,18.0,28.0,5.0,10.0,4.0,6.0,16.0,1.0,14.0,19.0,6.0,,,6.0,49.0,35.0,0.45,0.5625,0.7222222222222222,0.59375,0.6538461538461539,0.09375,0.25,,0.5294117647058824,0.5625,0.4666666666666667,1.0,0.2857142857142857,0.07407407407407407,0.25,0.3333333333333333,0.25925925925925924,0.125,0.3125,0.5322140625,0.1016949152542373,0.16216216216216217,0.6455696202531646,0.5714285714285714,9.0,6.0,6.0,11.0,13.0,10.0,7.0,7.0,18.0,8.0,5.0,5.0,9.0,10.0,1.0,7.0,2.0,2.0,,6.0,4.0,3.0,1.0,0.85,0.9,0.1111111111111111,,0.6,0.4166666666666667,0.35714285714285715,0.38461538461538464,0.5,0.4,0.42857142857142855,0.8333333333333334,0.5,0.043478260869565216,0.5,0.18518518518518517,0.6,1.0,0.40625,0.8461538461538461,0.5718,0.22784810126582278,,6.0,1.0,3.0,1.0,3.0,6.0,5.0,1.0,,0.3333333333333333,0.2857142857142857,,1.0,0.42857142857142855,0.42857142857142855,0.8333333333333334,0.3333333333333333,,0.3,0.3333333333333333,1.0,0.42857142857142855,,5.0,5.0,1.0,4.0,0.5,1.0,13.0,1.0,1.0,5.0,4.0,1.0,0.5,0.5,0.8,,4.0,3.0,4.0,1.0,3.0,0.2857142857142857,,1.0,4.0,,3.0,,,,,0.4,,,,,,0.3333333333333333,,,,,1.0,,,1.0,,,,,,,,,,1610612757,2025,2024-25,True
1629014-1630166-1630703-1642270-203924,1610612757,"Anfernee Simons, Deni Avdija, Scoot Henderson, Donovan Clingan, Jerami Grant","Simons, Avdija, Henderson, Clingan, Grant",1629014-1630166-1630703-1642270-203924,POR,669.0,8,11.0,10.0,29.0,23.0,52.0,8.0,12.0,1.0,1.0,8.0,17.0,4.0,8.0,40.0,12.0,9.0,3.0,5.0,1.0,13.0,27.0,0.75,0.5,0.5714285714285714,0.47058823529411764,0.56,0.625,0.32,111.92825112107623,12.862068965517242,12.869565217391305,12.517241379310345,12.73913043478261,0.48,0.6666666666666666,0.6666666666666666,0.04,1.0,1.0,1.0,0.8,0.5809958333333333,3.1941176470588233,28.5375,4.0,,,,,7.0,2.0,12.0,30.0,2.0,4.0,2.0,4.0,4.0,6.0,,2.0,2.0,3.0,,8.0,13.0,2.0,2.0,,1.0,1.0,,8.0,15.0,8.0,,,1.0,4.0,4.0,0.25,0.5,0.5,0.3333333333333333,0.3333333333333333,,,,1.0,0.7272727272727273,1.0,1.0,0.25,,,,0.28,,0.3333333333333333,0.54573,0.25,0.3333333333333333,0.1,0.13793103448275862,6.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,13.0,8.0,1.0,4.0,5.0,5.0,,1.0,1.0,,,1.0,,,1.0,1.0833333333333333,1.0833333333333333,,,0.625,0.4444444444444444,0.5,0.45454545454545453,0.5,0.4,0.5,0.5,1.0,,,0.2,0.8333333333333334,1.0,0.3333333333333333,1.0,0.64863,0.325,,3.0,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,,1.0,,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.2,,0.16666666666666666,1.0,1.0,0.5,,,,1.0,,,,,1.0,,,,,,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1610612757,2025,2024-25,True
