EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Fg2aBlocked,Arc3Assists,SelfOReb,LostBallSteals,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,SecondChanceFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,LongMidRangeFGM,LongMidRangeFGA,NonShootingFoulsDrawn,BlockedShortMidRange,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PtsPutbacks,Fg3aBlocked,LongMidRangeAssists,FTOffRebounds,DeadBallTurnovers,Offensive Fouls,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffFTReboundPct,LongMidRangePctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,Travels,LongMidRangePctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,PenaltyTurnovers,LostBallOutOfBoundsTurnovers,FTDefRebounds,DefFTReboundPct,HeaveAttempts,BlockedLongMidRange,Charge Fouls,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Technical Free Throw Trips,Charge Fouls Drawn,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,BlockedCorner3,DefensiveGoaltends,team_id,year,season,team_vs
1628379-1630217-1630583-1630590-1641744,1610612763,"Luke Kennard, Desmond Bane, Santi Aldama, Scotty Pippen Jr., Zach Edey","Kennard, Bane, Aldama, Pippen Jr., Edey",1628379-1630217-1630583-1630590-1641744,MEM,465.0,2,8.0,4.0,15.0,15.0,4.0,3.0,30.0,3.0,4.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,6.0,5.0,8.0,2.0,7.0,16.0,12.0,1.0,2.0,2.0,4.0,6.0,3.0,3.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,3.0,1.0,4.0,2.0,6.0,5.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,14.0,0.4,0.4,0.5,0.2857142857142857,0.2857142857142857,0.625,0.5,0.5333333333333333,0.5,0.5333333333333333,0.5,0.4666666666666667,1.0,1.0,0.3333333333333333,0.75,0.2,0.8,0.25,1.0,0.2,1.0,0.75,92.90322580645162,15.666666666666666,15.333333333333334,14.4,14.666666666666666,0.26666666666666666,0.75,0.75,0.3333333333333333,0.26666666666666666,0.5,0.5,0.5,0.06666666666666667,1.0,1.0,1.0,0.4,0.16666666666666666,0.16666666666666666,0.5,1.0,0.7333333333333333,0.16666666666666666,0.5721766666666667,0.6138,0.06666666666666667,0.125,0.125,4.925,25.542857142857144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1628991-1630583-1630590-1641744,1610612763,"Luke Kennard, Jaren Jackson Jr., Santi Aldama, Scotty Pippen Jr., Zach Edey","Kennard, Jackson Jr., Aldama, Pippen Jr., Edey",1628379-1628991-1630583-1630590-1641744,MEM,290.0,2,5.0,,10.0,9.0,2.0,3.0,19.0,2.0,3.0,,1.0,,2.0,,2.0,1.0,5.0,2.0,5.0,1.0,7.0,8.0,8.0,,1.0,4.0,4.0,,3.0,,5.0,1.0,2.0,1.0,3.0,,2.0,,7.0,2.0,2.0,2.0,2.0,4.0,4.0,8.0,1.0,,1.0,1.0,,1.0,,2.0,,1.0,,,2.0,,1.0,4.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.4,,0.2916666666666667,0.5,0.3076923076923077,0.5,0.5833333333333334,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,0.4444444444444444,1.0,,,1.0,94.3448275862069,14.3,16.333333333333332,13.3,16.333333333333332,0.25,0.6666666666666666,0.6666666666666666,1.0,0.16666666666666666,,,,0.16666666666666666,,,,0.4166666666666667,0.2,0.2,0.3333333333333333,,0.8333333333333334,0.2,0.5894375,0.5475,0.07692307692307693,0.16666666666666666,0.5,4.04,25.32857142857143,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,0.5,0.5,0.25,0.3,0.2,0.5,0.5,1.0,1.0,1.0,0.125,1.0,1.0,0.6666666666666666,0.5,1.0,0.5,0.5,0.25,0.25,0.7128875,0.375,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1628991-1630217-1630583-1641744,1610612763,"Luke Kennard, Jaren Jackson Jr., Desmond Bane, Santi Aldama, Zach Edey","Kennard, Jackson Jr., Bane, Aldama, Edey",1628379-1628991-1630217-1630583-1641744,MEM,84.0,2,1.0,3.0,4.0,4.0,1.0,,8.0,1.0,2.0,,,,1.0,,,1.0,1.0,1.0,3.0,1.0,1.0,5.0,2.0,,,,,2.0,,3.0,1.0,1.0,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,5.0,,,,1.0,1.0,0.3333333333333333,,0.625,,0.625,,0.25,,,,1.0,,1.0,,,,,1.0,137.14285714285714,11.5,9.5,11.5,9.5,0.5,0.5,0.5,,0.25,,,,,,,,0.25,1.0,1.0,,,0.75,1.0,0.5004375,,,,,6.233333333333333,24.8,1.0,,,,,,1.0,,,,,,,1.0,,3.0,1.0,,,1.0,,,,,,3.0,1.0,,,1.5,1.5,0.3333333333333333,1.0,,,,,,,,,,,,,,1.0,0.38955,0.6,0.25,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1628991-1630217-1630583-1630590,1610612763,"Luke Kennard, Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr.","Kennard, Jackson Jr., Bane, Aldama, Pippen Jr.",1628379-1628991-1630217-1630583-1630590,MEM,371.0,2,6.0,10.0,12.0,13.0,12.0,,25.0,1.0,2.0,,,,,,,2.0,4.0,2.0,3.0,2.0,4.0,17.0,7.0,,,,2.0,2.0,6.0,,4.0,2.0,1.0,2.0,3.0,,1.0,,8.0,,,4.0,2.0,6.0,,6.0,2.0,,1.0,,1.0,1.0,,3.0,,5.0,1.0,,8.0,,3.0,17.0,0.5,0.5,1.0,0.5,0.5,0.6666666666666666,,0.7142857142857143,,0.7727272727272727,,0.5714285714285714,1.0,0.6666666666666666,,1.0,,0.8571428571428571,,,,,1.0,97.03504043126684,12.25,17.23076923076923,12.25,16.46153846153846,0.2857142857142857,0.5,0.5,1.0,,,,,,,,,0.5714285714285714,0.5,0.5,,,0.8571428571428571,0.5,0.5917571428571428,,0.3,0.5,,5.266666666666667,25.25,7.0,1.0,2.0,,,,1.0,7.0,,,,2.0,3.0,1.0,6.0,13.0,,2.0,,2.0,,2.0,,2.0,1.0,13.0,7.0,,0.6666666666666666,0.875,0.9285714285714286,,,,,,0.6666666666666666,,0.5,1.0,,,,0.5,0.5,,0.25,0.6518375,0.7647058823529411,0.5833333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628991-1630217-1630583-1631246-1641744,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Vince Williams Jr., Zach Edey","Jackson Jr., Bane, Aldama, Williams Jr., Edey",1628991-1630217-1630583-1631246-1641744,MEM,123.0,1,2.0,,3.0,4.0,,,7.0,,,,,1.0,1.0,,,,,1.0,2.0,,,2.0,2.0,,,,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,,0.5,,0.5,,0.5,,,1.0,1.0,,,,1.0,,,,,,81.95121951219512,15.333333333333334,19.25,15.333333333333334,19.25,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,0.4253,,,,,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628991-1630217-1630583-1630590-1641744,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr., Zach Edey","Jackson Jr., Bane, Aldama, Pippen Jr., Edey",1628991-1630217-1630583-1630590-1641744,MEM,716.0,2,12.0,2.0,24.0,24.0,4.0,5.0,48.0,4.0,6.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,6.0,9.0,16.0,2.0,8.0,32.0,30.0,2.0,3.0,8.0,10.0,8.0,6.0,,6.0,1.0,5.0,2.0,7.0,1.0,3.0,,16.0,2.0,3.0,4.0,2.0,6.0,6.0,12.0,2.0,1.0,,,,1.0,,3.0,,12.0,5.0,2.0,11.0,1.0,3.0,24.0,0.5555555555555556,0.625,1.0,0.25,0.25,0.5625,0.6666666666666666,0.5,0.5,0.5517241379310345,0.6666666666666666,0.3333333333333333,,0.2857142857142857,0.42857142857142855,0.5714285714285714,0.3333333333333333,0.42857142857142855,0.38461538461538464,1.0,0.4,,0.75,96.53631284916202,14.75,15.083333333333334,13.5,13.0,0.25,0.6666666666666666,1.0,0.75,0.16666666666666666,0.25,0.3333333333333333,,0.08333333333333333,0.5,0.5,1.0,0.25,0.16666666666666666,0.2,0.25,1.0,0.5833333333333334,0.16666666666666666,0.5278625,0.4878166666666666,0.11538461538461539,0.16666666666666666,0.25,9.3625,24.625,5.0,,,,,1.0,1.0,8.0,,1.0,4.0,,2.0,1.0,3.0,6.0,3.0,1.0,,1.0,2.0,2.0,1.0,2.0,,6.0,5.0,,,0.5,0.5,0.1875,0.25,0.3333333333333333,,,0.3333333333333333,,,1.0,0.25,,,,,,0.3333333333333333,0.48065,0.1875,0.20833333333333334,1.0,1.0,1.0,1.0,4.0,6.0,3.0,1.0,,3.0,0.3333333333333333,0.25,0.6666666666666666,0.6666666666666666,2.0,1.0,2.0,1.0,1.0,1.0,0.125,0.3333333333333333,0.16666666666666666,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628963-1628991-1630217-1630583-1630590,1610612763,"Marvin Bagley III, Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr.","Bagley III, Jackson Jr., Bane, Aldama, Pippen Jr.",1628963-1628991-1630217-1630583-1630590,MEM,55.0,1,1.0,3.0,2.0,2.0,,,4.0,,,,,,,,,1.0,1.0,,,1.0,1.0,5.0,2.0,,,,,,3.0,,1.0,1.0,,1.0,1.0,,,,3.0,,,,1.0,1.0,,1.0,,,,,,,,,,1.0,,,3.0,,,5.0,,,1.0,1.0,1.0,,,1.5,,1.25,,1.0,,1.0,,,,1.0,,,,,,104.72727272727273,11.0,16.5,11.0,16.5,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,0.5568,,0.5,,,,26.4,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628991-1630217-1630583-1630590-1630643,1610612763,"Jaren Jackson Jr., Desmond Bane, Santi Aldama, Scotty Pippen Jr., Jay Huff","Jackson Jr., Bane, Aldama, Pippen Jr., Huff",1628991-1630217-1630583-1630590-1630643,MEM,135.0,1,2.0,-1.0,5.0,6.0,,,11.0,1.0,2.0,,,1.0,1.0,,,,,2.0,3.0,,,5.0,6.0,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,,2.0,,,,,,,,1.0,1.0,,,,1.0,,3.0,,1.0,,,2.0,,1.0,5.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.625,,,,,,,,,,,,,,117.33333333333333,9.4,14.666666666666666,9.4,14.666666666666666,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,0.6666666666666666,,0.6382,,0.25,0.25,,4.066666666666666,,2.0,,1.0,,,,,1.0,,,,1.0,2.0,,,2.0,1.0,,,,1.0,,,,,2.0,2.0,,0.5,0.5,0.5,0.3333333333333333,,,,,,,,,,,,0.5,,,,0.5361,0.4,0.4,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1628991-1629630-1630217-1641744,1610612763,"Luke Kennard, Jaren Jackson Jr., Ja Morant, Desmond Bane, Zach Edey","Kennard, Jackson Jr., Morant, Bane, Edey",1628379-1628991-1629630-1630217-1641744,MEM,123.0,1,2.0,-2.0,4.0,4.0,,1.0,8.0,,1.0,,,,1.0,,,1.0,3.0,,2.0,1.0,3.0,3.0,5.0,,,3.0,,,3.0,,3.0,1.0,,1.0,1.0,,,,3.0,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,0.3,1.5,0.3,1.5,0.6,,1.0,0.5,,,1.0,0.25,1.0,,,,93.65853658536587,17.25,13.5,16.0,13.5,0.2,,,,0.2,,,,,,,,0.6,0.3333333333333333,0.3333333333333333,,,0.8,0.3333333333333333,0.52904,0.4233,,,1.0,6.8,25.633333333333336,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,0.5,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
1628379-1628963-1628991-1629630-1630217,1610612763,"Luke Kennard, Marvin Bagley III, Jaren Jackson Jr., Ja Morant, Desmond Bane","Kennard, Bagley III, Jackson Jr., Morant, Bane",1628379-1628963-1628991-1629630-1630217,MEM,165.0,1,3.0,,5.0,5.0,,,10.0,,,,,1.0,1.0,,,,3.0,1.0,2.0,,3.0,2.0,2.0,,,,,2.0,,,3.0,,,,,,,,,,,1.0,1.0,2.0,,2.0,1.0,1.0,,,,,,3.0,,,,,,,,2.0,,,,,,0.5,,0.2,,0.2,,0.6,,0.5,,1.0,,0.6666666666666666,,,,,1.0,87.27272727272727,13.6,19.4,13.6,15.0,,,,,0.2,1.0,1.0,,,,,,0.6,,,,,0.6,,0.5122099999999999,,,,,14.35,24.866666666666664,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2025,2024-25,True
