EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGA,AtRimAssists,Steals,LostBallSteals,DefLongMidRangeReboundPct,AtRimPctAssisted,PenaltyCorner3Frequency,Corner3FGM,PenaltyFtPoints,PtsUnassisted3s,Corner3Assists,Charge Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceOffPoss,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,OffTwoPtRebounds,OffRebounds,DeadBallTurnovers,Offensive Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,FTDefRebounds,DefFTReboundPct,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,BadPassSteals,OffThreePtRebounds,SelfOReb,Travels,OffThreePtReboundPct,OffCorner3ReboundPct,SelfORebPct,SecondChanceFtPoints,PtsPutbacks,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ThreePtShootingFoulsDrawn,AtRimPctBlocked,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGA,PenaltyCorner3FGM,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,SecondChanceAtRimFrequency,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Loose Ball Fouls,SecondChanceAtRimFGM,HeaveAttempts,BlockedShortMidRange,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,StepOutOfBoundsTurnovers,FTOffRebounds,LongMidRangePctBlocked,OffFTReboundPct,Defensive 3 Seconds Violations,BlockedLongMidRange,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,HeaveMakes,Corner3PctBlocked,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls,team_id,year,season,team_vs
1626204-1627747-1627777-1629027-1629611,1610612737,"Larry Nance Jr., Caris LeVert, Georges Niang, Trae Young, Terance Mann","Nance Jr., LeVert, Niang, Young, Mann",1626204-1627747-1627777-1629027-1629611,ATL,459.0,1,8.0,-2.0,15.0,16.0,5.0,10.0,31.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,2.0,8.0,1.0,13.0,15.0,2.0,2.0,1.0,2.0,7.0,4.0,2.0,6.0,7.0,2.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,10.0,4.0,5.0,9.0,9.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,13.0,7.0,5.0,0.6666666666666666,0.6666666666666666,1.0,0.25,0.5,0.25,1.0,1.0,0.5454545454545454,0.875,0.5416666666666666,0.875,0.7272727272727273,0.125,0.14285714285714285,1.0,0.8333333333333334,0.5714285714285714,0.6923076923076923,1.0,0.6,0.5,97.25490196078431,11.666666666666666,17.75,11.666666666666666,16.1875,0.09090909090909091,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,1.0,0.09090909090909091,0.6363636363636364,0.2857142857142857,0.3333333333333333,1.0,0.25,1.0,0.5,0.5,0.8181818181818182,0.2857142857142857,0.5115954545454545,0.4651625,0.08333333333333333,0.25,0.5384615384615384,8.6,26.8875,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627747-1627777-1629611-1630700,1610612737,"Larry Nance Jr., Caris LeVert, Georges Niang, Terance Mann, Dyson Daniels","Nance Jr., LeVert, Niang, Mann, Daniels",1626204-1627747-1627777-1629611-1630700,ATL,26.0,1,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.38461538461538,10.0,,10.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.4384,,,,,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627747-1627777-1630249-1630700,1610612737,"Larry Nance Jr., Caris LeVert, Georges Niang, Vít Krejčí, Dyson Daniels","Nance Jr., LeVert, Niang, Krejčí, Daniels",1626204-1627747-1627777-1630249-1630700,ATL,364.0,1,6.0,-2.0,13.0,13.0,7.0,2.0,26.0,1.0,2.0,1.0,2.0,4.0,6.0,,,1.0,1.0,2.0,,,5.0,8.0,1.0,3.0,2.0,15.0,17.0,3.0,5.0,,1.0,6.0,4.0,6.0,3.0,2.0,1.0,,2.0,1.0,3.0,1.0,1.0,,7.0,3.0,1.0,4.0,4.0,,,,2.0,3.0,1.0,2.0,1.0,15.0,6.0,7.0,0.4,0.4,1.0,0.3333333333333333,,0.3333333333333333,0.625,0.6,0.5909090909090909,0.5,0.625,0.5,0.2727272727272727,,,,1.0,1.0,1.0,,1.0,,102.85714285714286,11.461538461538462,16.53846153846154,11.461538461538462,15.846153846153847,0.18181818181818182,0.5,0.5,0.5454545454545454,0.6666666666666666,0.6666666666666666,0.25,,,,,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,0.3333333333333333,0.5,,,0.45454545454545453,0.5,0.49588181818181815,0.48632499999999995,0.08333333333333333,0.1111111111111111,0.4,6.6125,24.599999999999998,0.5384615384615384,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627747-1629027-1629611-1630249,1610612737,"Larry Nance Jr., Caris LeVert, Trae Young, Terance Mann, Vít Krejčí","Nance Jr., LeVert, Young, Mann, Krejčí",1626204-1627747-1629027-1629611-1630249,ATL,406.0,1,7.0,11.0,18.0,17.0,7.0,10.0,35.0,3.0,3.0,3.0,3.0,,1.0,1.0,1.0,2.0,3.0,9.0,1.0,2.0,4.0,5.0,5.0,11.0,3.0,26.0,15.0,4.0,4.0,1.0,2.0,14.0,6.0,2.0,9.0,9.0,3.0,,3.0,3.0,6.0,1.0,,1.0,15.0,5.0,2.0,7.0,7.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,2.0,26.0,14.0,7.0,0.75,0.75,0.6,0.45454545454545453,0.5,0.45454545454545453,0.8,1.0,0.71875,0.9166666666666666,0.7222222222222222,1.0,0.6875,,,1.0,0.6666666666666666,0.8333333333333334,0.7777777777777778,0.5,0.75,1.0,124.13793103448276,10.666666666666666,12.588235294117647,10.666666666666666,12.176470588235293,0.1875,1.0,1.0,0.0625,,,,0.0625,1.0,1.0,1.0,0.125,0.5625,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,1.0,0.3333333333333333,0.5,0.875,0.3333333333333333,0.5524933333333333,0.5899583333333334,0.11764705882352941,0.3333333333333333,0.5384615384615384,5.4,28.59090909090909,0.3888888888888889,,2.0,,,,0.6666666666666666,,2.0,3.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627747-1629027-1629611-1642258,1610612737,"Larry Nance Jr., Caris LeVert, Trae Young, Terance Mann, Zaccharie Risacher","Nance Jr., LeVert, Young, Mann, Risacher",1626204-1627747-1629027-1629611-1642258,ATL,237.0,1,4.0,5.0,7.0,6.0,,,13.0,1.0,1.0,,,1.0,3.0,,,,3.0,3.0,,,2.0,4.0,3.0,3.0,2.0,15.0,10.0,,,,,,4.0,,9.0,3.0,3.0,,2.0,3.0,5.0,3.0,1.0,,13.0,,,,2.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,10.0,,,1.0,1.0,1.0,1.0,,1.0,0.5,,0.9285714285714286,,1.0,,0.42857142857142855,,,0.5,,,,,,,78.9873417721519,20.142857142857142,16.0,18.714285714285715,14.0,0.14285714285714285,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,,0.42857142857142855,1.0,1.0,1.0,,,,,0.5714285714285714,1.0,0.47345000000000004,,0.14285714285714285,0.25,,5.775,25.366666666666664,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,1.0,0.5,1.0,1.0,0.510425,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627747-1629611-1630249-1630700,1610612737,"Larry Nance Jr., Caris LeVert, Terance Mann, Vít Krejčí, Dyson Daniels","Nance Jr., LeVert, Mann, Krejčí, Daniels",1626204-1627747-1629611-1630249-1630700,ATL,215.0,1,4.0,-6.0,7.0,8.0,,5.0,15.0,2.0,2.0,,,1.0,1.0,,1.0,,,2.0,,,3.0,4.0,,2.0,,6.0,12.0,,,,,,2.0,4.0,,2.0,,,1.0,,1.0,,,,2.0,2.0,,3.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,6.0,,,0.3333333333333333,0.3333333333333333,,,,,0.75,,0.5,,0.5,,0.3333333333333333,,,1.0,,0.6666666666666666,0.5,,0.5,1.0,100.46511627906976,14.571428571428571,14.125,14.571428571428571,13.75,0.3333333333333333,1.0,1.0,0.16666666666666666,1.0,1.0,,0.16666666666666666,,,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5251,,0.16666666666666666,0.25,,8.325,26.8,,,1.0,,,,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1627777-1629611-1630249-1630700,1610612737,"Larry Nance Jr., Georges Niang, Terance Mann, Vít Krejčí, Dyson Daniels","Nance Jr., Niang, Mann, Krejčí, Daniels",1626204-1627777-1629611-1630249-1630700,ATL,95.0,1,2.0,,4.0,4.0,,,8.0,,1.0,,,1.0,3.0,,,,,,,,1.0,4.0,,,,2.0,2.0,,,,,,2.0,,,,,,1.0,,1.0,,1.0,,2.0,2.0,,2.0,2.0,,,,,,,,,2.0,,,1.0,1.0,,,,,0.25,,0.25,,0.25,,,,,,,1.0,1.0,,1.0,,121.26315789473685,14.25,9.5,14.25,9.5,0.25,,,0.75,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,0.25,,0.450125,,,,,7.075,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.5,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629611-1630249-1631243,1610612737,"Larry Nance Jr., Trae Young, Terance Mann, Vít Krejčí, Mouhamed Gueye","Nance Jr., Young, Mann, Krejčí, Gueye",1626204-1629027-1629611-1630249-1631243,ATL,70.0,1,1.0,2.0,2.0,3.0,,,5.0,,,,,1.0,1.0,,,,,1.0,,,1.0,1.0,,1.0,,2.0,,,,,,,2.0,,,1.0,,,1.0,,1.0,,1.0,,2.0,,,1.0,1.0,,,,,,,,,2.0,,,1.0,1.0,,,,,1.0,,0.5,,0.5,,0.5,,,,,,,,,,102.85714285714285,17.5,11.666666666666666,17.5,11.666666666666666,,,,0.5,1.0,1.0,1.0,,,,,,0.5,,,,,,,,0.5,,0.46765,,,,,5.8,26.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629611-1630249-1642258,1610612737,"Larry Nance Jr., Trae Young, Terance Mann, Vít Krejčí, Zaccharie Risacher","Nance Jr., Young, Mann, Krejčí, Risacher",1626204-1629027-1629611-1630249-1642258,ATL,394.0,2,7.0,-1.0,13.0,12.0,,,25.0,4.0,4.0,,,1.0,6.0,1.0,1.0,1.0,1.0,2.0,,,6.0,11.0,1.0,3.0,1.0,16.0,17.0,,,,,,10.0,2.0,3.0,2.0,1.0,,5.0,1.0,6.0,1.0,1.0,,13.0,2.0,2.0,4.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,16.0,,,0.8333333333333334,0.8333333333333334,1.0,0.3333333333333333,,0.3333333333333333,0.5454545454545454,,0.5357142857142857,,0.5714285714285714,,0.21428571428571427,,,0.5,0.6666666666666666,1.0,0.8,1.0,1.0,1.0,91.37055837563452,16.384615384615383,15.083333333333334,14.615384615384615,15.083333333333334,0.2857142857142857,1.0,1.0,0.42857142857142855,0.16666666666666666,0.16666666666666666,1.0,0.07142857142857142,1.0,1.0,,0.07142857142857142,0.14285714285714285,0.5,0.5,1.0,,,,,0.5,0.5,0.5374678571428572,,0.07142857142857142,0.09090909090909091,,7.5,26.566666666666666,,,4.0,,,1.0,1.0,,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,3.0,,,,2.0,3.0,1.0,,,,,,,,0.4,0.42857142857142855,0.4,,,,0.44093333333333334,,,,,,,,1.0,1.0,1.0,0.5,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
1626204-1629027-1629631-1629726-1630249,1610612737,"Larry Nance Jr., Trae Young, De'Andre Hunter, Garrison Mathews, Vít Krejčí","Nance Jr., Young, Hunter, Mathews, Krejčí",1626204-1629027-1629631-1629726-1630249,ATL,822.0,2,14.0,-14.0,30.0,29.0,17.0,14.0,59.0,2.0,3.0,2.0,3.0,3.0,6.0,,2.0,3.0,3.0,9.0,1.0,5.0,5.0,11.0,3.0,12.0,11.0,30.0,44.0,3.0,7.0,1.0,6.0,17.0,6.0,4.0,9.0,9.0,3.0,,3.0,3.0,6.0,3.0,2.0,,15.0,4.0,3.0,8.0,14.0,4.0,2.0,6.0,4.0,8.0,8.0,15.0,2.0,26.0,17.0,17.0,0.6,0.75,1.0,0.25,0.16666666666666666,0.25,0.45454545454545453,0.42857142857142855,0.41304347826086957,0.34615384615384615,0.5,0.4722222222222222,0.5217391304347826,,,0.6666666666666666,0.75,0.8,0.7777777777777778,0.6666666666666666,0.75,1.0,103.35766423357664,15.7,12.10344827586207,14.133333333333333,12.0,0.13043478260869565,0.6666666666666666,1.0,0.2608695652173913,0.5,0.75,0.6666666666666666,0.08695652173913043,,,,0.13043478260869565,0.391304347826087,0.3333333333333333,0.3333333333333333,1.0,0.23076923076923078,0.6666666666666666,0.38461538461538464,0.2,0.6521739130434783,0.3333333333333333,0.4734869565217391,0.46358076923076924,0.11538461538461539,0.15384615384615385,0.5666666666666667,7.9363636363636365,26.991666666666664,0.5666666666666667,1.0,1.0,,,1.0,0.5,0.07692307692307693,,8.0,,,,,4.0,,,,,,,4.0,,,,,,6.0,,1.0,1.0,3.0,,1.0,4.0,3.0,6.0,2.0,,,,,0.3333333333333333,0.25,0.3333333333333333,0.5,0.4,0.3333333333333333,0.25,,,0.40145,0.13333333333333333,1.0,1.0,3.0,0.2727272727272727,0.3333333333333333,,3.0,,,0.3333333333333333,,,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.3333333333333333,1.0,0.5,0.5,0.07692307692307693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2025,2024-25,False
