EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Fg2aBlocked,Fg3aBlocked,SelfOReb,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffAtRimReboundPct,SelfORebPct,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceFG3M,BlockedShortMidRange,DefensiveGoaltends,SecondChanceFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,PenaltyCorner3Accuracy,SecondChanceTurnovers,LongMidRangeFGM,Corner3Assists,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3PctAssisted,HeaveAttempts,Charge Fouls,Technical Free Throw Trips,ShortMidRangePctBlocked,OffCorner3ReboundPct,Travels,LostBallOutOfBoundsTurnovers,SecondChanceAtRimPctAssisted,Offensive Fouls Drawn,Blocked3s,BlockedArc3,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,Charge Fouls Drawn,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,FTOffRebounds,Transition Take Fouls Drawn,OffFTReboundPct,team_id,year,season,team_vs
1631105-1641842-202699-203471-203501,1610612765,"Jalen Duren, Ronald Holland II, Tobias Harris, Dennis Schröder, Tim Hardaway Jr.","Duren, Holland II, Harris, Schröder, Hardaway Jr.",1631105-1641842-202699-203471-203501,DET,160.0,1,3.0,-1.0,5.0,6.0,1.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,7.0,8.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,0.5,0.5,0.3333333333333333,1.0,0.5,1.0,0.5833333333333334,1.0,0.4,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,99.0,1.0,15.8,13.5,15.6,13.5,0.2,1.0,1.0,0.2,0.2,0.2,0.2,1.0,1.0,1.0,1.0,1.0,0.6,1.0,0.53666,0.6242,0.16666666666666666,0.25,0.2857142857142857,10.566666666666666,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1630595-1631105-202699-203471,1610612765,"Malik Beasley, Cade Cunningham, Jalen Duren, Tobias Harris, Dennis Schröder","Beasley, Cunningham, Duren, Harris, Schröder",1627736-1630595-1631105-202699-203471,DET,1406.0,4,23.0,-5.0,51.0,48.0,3.0,99.0,6.0,8.0,,,10.0,2.0,4.0,4.0,12.0,11.0,20.0,4.0,16.0,21.0,55.0,60.0,1.0,1.0,4.0,10.0,9.0,,12.0,4.0,3.0,9.0,3.0,21.0,2.0,10.0,4.0,16.0,3.0,19.0,1.0,,14.0,24.0,8.0,1.0,1.0,1.0,,,51.0,0.75,0.25,0.25,0.55,1.0,0.4722222222222222,0.5,0.5851063829787234,0.6666666666666666,0.4444444444444444,0.5,0.2222222222222222,1.0,0.7777777777777778,0.14285714285714285,,0.3333333333333333,1.0,101.39402560455191,,14.72549019607843,13.645833333333334,14.431372549019608,12.979166666666666,0.2222222222222222,0.75,0.75,0.2777777777777778,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.75,,,0.6666666666666666,0.3333333333333333,0.5260569444444445,0.510025,0.19047619047619047,0.3076923076923077,0.07272727272727272,6.525,25.325,24.0,26.0,3.0,4.0,5.0,3.0,1.0,2.0,6.0,1.0,2.0,6.0,8.0,2.0,9.0,12.0,30.0,12.0,3.0,6.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,2.0,7.0,2.0,4.0,9.0,1.0,2.0,1.0,2.0,5.0,27.0,22.0,2.0,3.0,0.5454545454545454,0.5454545454545454,0.2222222222222222,0.75,0.5294117647058824,0.6521739130434783,0.42857142857142855,1.0,0.08333333333333333,0.4,0.125,0.3333333333333333,1.0,1.0,0.6666666666666666,0.5,0.5,0.4,0.5,0.23529411764705882,0.75,0.17647058823529413,0.35294117647058826,0.3333333333333333,0.5185117647058823,0.5454545454545454,0.47058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1630194-1630595-202699-203501,1610612765,"Malik Beasley, Paul Reed, Cade Cunningham, Tobias Harris, Tim Hardaway Jr.","Beasley, Reed, Cunningham, Harris, Hardaway Jr.",1627736-1630194-1630595-202699-203501,DET,84.0,1,1.0,-5.0,2.0,3.0,1.0,5.0,,2.0,,1.0,,,,,1.0,,2.0,,1.0,,,5.0,,1.0,,,,,1.0,,,,,,1.0,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.5,,0.25,0.5,,0.3333333333333333,,85.71428571428572,,24.5,11.666666666666666,23.5,10.333333333333334,0.6666666666666666,,,,,,0.3333333333333333,,,,1.0,,1.0,,0.47711666666666663,0.3521,,,,3.55,25.7,2.0,,,2.0,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,0.3333333333333333,,0.47711666666666663,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1630194-1630595-1641842-203471,1610612765,"Malik Beasley, Paul Reed, Cade Cunningham, Ronald Holland II, Dennis Schröder","Beasley, Reed, Cunningham, Holland II, Schröder",1627736-1630194-1630595-1641842-203471,DET,236.0,2,4.0,3.0,10.0,9.0,3.0,19.0,,2.0,,,2.0,,2.0,,1.0,,4.0,1.0,3.0,7.0,10.0,7.0,,,4.0,,,,1.0,,,,,,3.0,1.0,3.0,4.0,3.0,7.0,1.0,,4.0,8.0,4.0,1.0,,1.0,,,6.0,,0.3333333333333333,0.3333333333333333,,,0.21428571428571427,0.75,0.45454545454545453,0.6666666666666666,0.42857142857142855,0.6,0.75,0.5,0.5714285714285714,0.5,,0.5,,115.93220338983052,,10.8,14.222222222222221,9.4,13.222222222222221,0.2857142857142857,,,0.2857142857142857,,0.2857142857142857,0.14285714285714285,,,,,,0.7142857142857143,,0.5370142857142858,0.5661,0.36363636363636365,0.5,0.4,4.725,24.666666666666668,10.0,6.0,,2.0,,2.0,1.0,,1.0,2.0,1.0,,4.0,1.0,3.0,7.0,10.0,,3.0,,,,,,1.0,1.0,,,1.0,1.0,2.0,2.0,,1.0,,1.0,,,,10.0,10.0,,,,,0.3333333333333333,,0.21428571428571427,0.45454545454545453,0.5,,,0.5,,0.5,1.0,1.0,,,,,0.5,0.2857142857142857,,0.2857142857142857,0.14285714285714285,,0.5370142857142858,1.0,1.0,2.0,,,,0.5,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1631105-1641842-202699-203471,1610612765,"Malik Beasley, Jalen Duren, Ronald Holland II, Tobias Harris, Dennis Schröder","Beasley, Duren, Holland II, Harris, Schröder",1627736-1631105-1641842-202699-203471,DET,614.0,3,10.0,,17.0,17.0,2.0,34.0,2.0,2.0,,,2.0,2.0,,4.0,11.0,3.0,6.0,4.0,11.0,2.0,20.0,20.0,,,,6.0,6.0,,11.0,4.0,2.0,2.0,2.0,6.0,,3.0,4.0,7.0,3.0,10.0,,,3.0,2.0,1.0,1.0,1.0,1.0,,,20.0,0.5,0.36363636363636365,0.36363636363636365,0.5,,0.5294117647058824,,0.5555555555555556,,0.6470588235294118,0.4444444444444444,,1.0,0.5833333333333334,0.3333333333333333,,0.3333333333333333,1.0,79.73941368078177,,16.823529411764707,19.294117647058822,15.882352941176471,17.294117647058822,0.11764705882352941,1.0,1.0,0.11764705882352941,0.11764705882352941,,0.6470588235294118,0.36363636363636365,0.36363636363636365,0.5,,,0.7647058823529411,0.36363636363636365,0.5224264705882353,,0.05555555555555555,0.14285714285714285,,8.35,25.745454545454546,,,,,1.0,,2.0,,,2.0,,,,,,,,,6.0,,,,3.0,,,1.0,1.0,1.0,2.0,,3.0,,3.0,7.0,2.0,,,,,,,,,,,,,,,0.3333333333333333,,0.5,,0.5,0.6,,1.0,,0.5,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1631105-202699-203471-203501,1610612765,"Malik Beasley, Jalen Duren, Tobias Harris, Dennis Schröder, Tim Hardaway Jr.","Beasley, Duren, Harris, Schröder, Hardaway Jr.",1627736-1631105-202699-203471-203501,DET,436.0,3,7.0,-2.0,12.0,14.0,1.0,26.0,2.0,2.0,,,2.0,1.0,2.0,,2.0,4.0,5.0,1.0,4.0,4.0,15.0,17.0,,,,6.0,3.0,,2.0,,1.0,2.0,,5.0,1.0,2.0,2.0,4.0,1.0,5.0,,,2.0,4.0,1.0,1.0,1.0,1.0,,,15.0,1.0,0.25,0.25,0.8,,0.6111111111111112,,0.6818181818181818,,0.4444444444444444,0.2857142857142857,1.0,0.5,0.36363636363636365,0.25,,,0.5,85.87155963302753,,15.583333333333334,17.785714285714285,15.166666666666666,15.285714285714286,0.2222222222222222,1.0,1.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,,,,,,0.6666666666666666,,0.5220333333333333,0.58905,0.1,0.16666666666666666,,7.32,24.675,2.0,4.0,,,1.0,,,,,1.0,,,,,,2.0,2.0,2.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,2.0,1.0,2.0,2.0,,,,,1.0,2.0,2.0,,1.0,0.25,0.25,,,,1.0,0.5,,,1.0,,0.4,,,,0.5,0.5,,,,,,,,,0.13333333333333333,0.16666666666666666,,,,,,,,,,1.0,,1.0,,,,,,0.5,0.5,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1630194-1630595-202699-203471,1610612765,"Malik Beasley, Paul Reed, Cade Cunningham, Tobias Harris, Dennis Schröder","Beasley, Reed, Cunningham, Harris, Schröder",1627736-1630194-1630595-202699-203471,DET,1221.0,5,20.0,6.0,45.0,41.0,3.0,86.0,7.0,10.0,3.0,3.0,10.0,3.0,6.0,2.0,6.0,12.0,23.0,2.0,12.0,14.0,44.0,38.0,3.0,3.0,6.0,14.0,3.0,6.0,5.0,2.0,1.0,6.0,1.0,13.0,2.0,6.0,5.0,13.0,3.0,16.0,9.0,7.0,8.0,15.0,7.0,,,,,,38.0,0.5,0.16666666666666666,0.18181818181818182,0.5217391304347826,1.0,0.42857142857142855,1.0,0.5238095238095238,1.0,0.34285714285714286,0.7142857142857143,0.18181818181818182,0.75,0.7333333333333333,0.15,,1.0,1.0,101.42506142506141,,13.155555555555555,15.341463414634147,13.133333333333333,14.048780487804878,0.2857142857142857,0.7,0.7,0.2857142857142857,0.08571428571428572,0.17142857142857143,0.17142857142857143,0.3333333333333333,0.3333333333333333,0.5,1.0,1.0,0.6285714285714286,0.4,0.5414544117647059,0.7071,0.16666666666666666,0.23333333333333334,0.13636363636363635,6.095652173913043,28.916666666666668,14.0,17.0,1.0,2.0,4.0,3.0,,1.0,4.0,,,2.0,5.0,1.0,7.0,2.0,9.0,10.0,3.0,5.0,3.0,1.0,1.0,2.0,2.0,6.0,,4.0,1.0,2.0,7.0,2.0,2.0,11.0,1.0,,,,,9.0,14.0,1.0,,0.4166666666666667,0.5555555555555556,0.14285714285714285,0.4,0.2916666666666667,0.34615384615384615,0.8571428571428571,0.6666666666666666,0.1111111111111111,0.16666666666666666,,0.6,1.0,0.3333333333333333,0.42857142857142855,0.4,0.5714285714285714,0.25,,0.16666666666666666,0.5,0.25,0.3333333333333333,0.25,0.5305636363636363,0.20454545454545456,0.3111111111111111,3.0,,,,0.13043478260869565,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,1.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,1.0,1.0,0.3,0.16666666666666666,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1630595-1631105-1641842-202699-203471,1610612765,"Cade Cunningham, Jalen Duren, Ronald Holland II, Tobias Harris, Dennis Schröder","Cunningham, Duren, Holland II, Harris, Schröder",1630595-1631105-1641842-202699-203471,DET,76.0,1,1.0,-4.0,3.0,2.0,1.0,5.0,,,,,,1.0,,,1.0,,1.0,,1.0,,,4.0,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,0.5,,,,94.73684210526316,,17.0,12.5,17.0,12.5,,,,,0.5,,0.5,,,,,,0.5,,0.4934,,,,,19.0,25.6,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1627736-1630595-202699-203471-203501,1610612765,"Malik Beasley, Cade Cunningham, Tobias Harris, Dennis Schröder, Tim Hardaway Jr.","Beasley, Cunningham, Harris, Schröder, Hardaway Jr.",1627736-1630595-202699-203471-203501,DET,35.0,4,1.0,7.0,4.0,,,4.0,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,5.0,10.0,1.0,,,,,,7.0,,,,,,,,0.7,,,,,,,,,,,164.57142857142856,,8.75,,8.75,,,,,,,,,,,,,,,,,,1.0,1.0,,,,4.0,,,,,,,,,,,,,,,7.0,7.0,,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,4.0,4.0,2.0,,2.0,,,,,,0.7,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
1630595-1631105-1641709-203471-203501,1610612765,"Cade Cunningham, Jalen Duren, Ausar Thompson, Dennis Schröder, Tim Hardaway Jr.","Cunningham, Duren, Thompson, Schröder, Hardaway Jr.",1630595-1631105-1641709-203471-203501,DET,555.0,4,9.0,13.0,17.0,17.0,2.0,34.0,5.0,6.0,1.0,1.0,4.0,1.0,1.0,2.0,6.0,8.0,11.0,2.0,7.0,3.0,25.0,12.0,1.0,2.0,2.0,4.0,6.0,,6.0,2.0,2.0,8.0,2.0,18.0,1.0,3.0,4.0,7.0,3.0,10.0,3.0,,4.0,4.0,1.0,,,,,,23.0,1.0,0.2857142857142857,0.2857142857142857,0.7272727272727273,0.5,0.6111111111111112,0.3333333333333333,0.625,0.3333333333333333,0.3888888888888889,0.5,0.3333333333333333,0.6,0.5384615384615384,0.375,1.0,0.3333333333333333,1.0,88.21621621621621,,13.705882352941176,18.941176470588236,11.941176470588236,17.41176470588235,0.3333333333333333,0.8333333333333334,1.0,0.2222222222222222,0.05555555555555555,0.05555555555555555,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.7222222222222222,0.3333333333333333,0.5304222222222221,0.4644333333333333,0.05263157894736842,0.08333333333333333,0.08,5.918181818181818,26.2,10.0,4.0,4.0,4.0,3.0,,1.0,1.0,3.0,1.0,,6.0,6.0,1.0,3.0,3.0,18.0,12.0,,6.0,5.0,1.0,2.0,,3.0,,,,,,,,2.0,3.0,,,2.0,,1.0,18.0,10.0,,1.0,0.75,0.75,0.3333333333333333,1.0,0.8333333333333334,0.8181818181818182,,,0.4,,0.5,0.5,1.0,0.3333333333333333,1.0,0.75,0.75,0.3333333333333333,0.3333333333333333,0.4444444444444444,1.0,,0.3333333333333333,0.3333333333333333,0.5070444444444444,0.72,0.5882352941176471,1.0,,1.0,,0.09090909090909091,0.16666666666666666,,,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612765,2025,2024-25,False
