EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,NonHeaveArc3FGA,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFG3A,PenaltyFtPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyArc3Frequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGM,ThreePtAssists,Corner3Assists,LiveBallTurnovers,LostBallTurnovers,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PtsPutbacks,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,SelfOReb,BadPassOutOfBoundsTurnovers,BadPassTurnovers,Travels,ShootingFouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,SecondChancePointsPct,SecondChanceFtPoints,OffLongMidRangeReboundPct,DefLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Fg2aBlocked,FG2APctBlocked,ShortMidRangePctBlocked,LostBallSteals,AtRimPctBlocked,Loose Ball Fouls Drawn,Technical Free Throw Trips,SecondChanceTurnovers,OffCorner3ReboundPct,HeaveAttempts,Blocked3s,BlockedArc3,BlockedShortMidRange,SecondChanceCorner3FGA,Offensive Fouls Drawn,SecondChanceCorner3Frequency,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,DefensiveGoaltends,OffensiveGoaltends,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,Offensive Fouls,FTOffRebounds,Transition Take Fouls Drawn,OffFTReboundPct,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,LongMidRangePctBlocked,SecondChanceCorner3PctAssisted,Charge Fouls,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,BlockedLongMidRange,Transition Take Fouls,Charge Fouls Drawn,3SecondViolations,HeaveMakes,team_id,year,season,team_vs
101108-1628368-1629640-1630170-1630577,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Devin Vassell, Julian Champagnie","Paul, Fox, Johnson, Vassell, Champagnie",101108-1628368-1629640-1630170-1630577,SAS,29.0,2,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,198.6206896551724,6.5,8.0,6.5,8.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5103,0.6279,1.0,0.9,28.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630170-1631110,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Devin Vassell, Jeremy Sochan","Paul, Fox, Johnson, Vassell, Sochan",101108-1628368-1629640-1630170-1631110,SAS,371.0,3,14.0,13.0,13.0,11.0,27.0,3.0,3.0,2.0,2.0,2.0,5.0,6.0,3.0,17.0,14.0,4.0,5.0,15.0,6.0,2.0,1.0,17.0,15.0,13.0,1.0,0.8333333333333334,0.8,0.5555555555555556,0.5,0.6538461538461539,0.625,0.3333333333333333,104.79784366576818,14.357142857142858,13.076923076923077,13.785714285714286,13.0,0.3333333333333333,1.0,1.0,0.2222222222222222,0.25,1.0,0.6666666666666666,0.5326111111111111,0.53605,0.8823529411764706,4.716666666666667,25.400000000000002,0.9285714285714286,6.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,7.0,1.0,3.0,7.0,4.0,2.0,2.0,2.0,4.0,1.0,5.0,5.0,1.0,6.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,9.0,1.0,4.0,1.0,1.0,0.4,0.4,1.0,0.8333333333333334,0.8333333333333334,0.25,1.0,0.8,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.1111111111111111,1.0,0.125,0.25,0.5301,0.3333333333333333,0.4444444444444444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630170-1642264,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Devin Vassell, Stephon Castle","Paul, Fox, Johnson, Vassell, Castle",101108-1628368-1629640-1630170-1642264,SAS,144.0,1,6.0,5.0,2.0,,11.0,2.0,2.0,,,1.0,2.0,2.0,2.0,10.0,8.0,,,3.0,2.0,1.0,,10.0,3.0,2.0,,1.0,,1.25,1.5,1.25,1.5,0.5,110.0,10.166666666666666,16.6,10.166666666666666,16.6,0.5,1.0,1.0,0.25,,,1.0,0.608375,0.53145,0.3,2.15,24.45,0.3333333333333333,2.0,2.0,,,,1.0,,,1.0,,,1.0,,2.0,1.0,2.0,1.0,5.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,1.0,,,,,,0.5,0.5,,1.0,1.0,,,,1.0,0.5,,,,0.25,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630170-202687,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Devin Vassell, Bismack Biyombo","Paul, Fox, Johnson, Vassell, Biyombo",101108-1628368-1629640-1630170-202687,SAS,610.0,3,19.0,22.0,8.0,11.0,41.0,2.0,5.0,2.0,4.0,5.0,5.0,13.0,6.0,20.0,18.0,3.0,7.0,9.0,6.0,5.0,2.0,15.0,9.0,8.0,,0.38461538461538464,0.42857142857142855,0.5,0.5,0.5263157894736842,0.5,0.3157894736842105,96.78688524590164,14.210526315789474,15.454545454545455,14.0,15.272727272727273,0.2631578947368421,0.4,0.4,0.2631578947368421,0.4444444444444444,0.5,0.5789473684210527,0.5070447368421053,0.5357833333333333,0.45,7.076923076923077,25.183333333333334,0.42105263157894735,10.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,4.0,2.0,5.0,,13.0,4.0,4.0,11.0,5.0,16.0,2.0,2.0,3.0,5.0,2.0,,3.0,1.0,1.0,1.0,,,0.4,0.5,0.5,0.8,0.8333333333333334,0.45454545454545453,0.6666666666666666,0.75,1.0,,0.2631578947368421,0.4,0.4,0.05263157894736842,0.2,0.1111111111111111,0.1111111111111111,0.611475,0.05263157894736842,0.07692307692307693,1.0,2.0,,3.0,1.0,9.0,,2.0,3.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,0.4,1.0,1.0,1.0,0.4,0.4,,0.4,1.0,4.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.25,0.5,0.5,1.0,0.8571428571428571,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.5,1.0,0.36363636363636365,0.5,0.5,0.15789473684210525,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8,0.25,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630170-203084,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Devin Vassell, Harrison Barnes","Paul, Fox, Johnson, Vassell, Barnes",101108-1628368-1629640-1630170-203084,SAS,227.0,2,9.0,6.0,,1.0,15.0,3.0,5.0,,,3.0,3.0,5.0,5.0,19.0,12.0,,,,4.0,3.0,3.0,16.0,,,,0.6,,0.9,,0.95,,0.5,95.15418502202644,13.444444444444445,17.666666666666668,12.666666666666666,17.333333333333332,0.5,0.6,0.6,0.3,,,1.0,0.5865549999999999,,,1.94,24.52,,4.0,7.0,1.0,,,2.0,,,,1.0,,,,2.0,1.0,5.0,1.0,14.0,2.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,0.3333333333333333,0.5,1.0,,,0.6666666666666666,,,,0.3333333333333333,,,,0.2,,,,0.6682,0.1,0.2,2.0,2.0,,4.0,,12.0,,2.0,4.0,2.0,,,1.0,0.8,,0.8,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,,0.6666666666666666,1.0,2.0,,,,,1.0,2.0,,3.0,2.0,2.0,,,,,,1.0,1.0,,,2.0,,,,,,0.5,0.5,0.75,,,,1.0,,,,0.3333333333333333,,,,,,,1.0,1.0,0.5,,,,0.15789473684210525,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630577-1631110,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Julian Champagnie, Jeremy Sochan","Paul, Fox, Johnson, Champagnie, Sochan",101108-1628368-1629640-1630577-1631110,SAS,188.0,3,8.0,6.0,1.0,,14.0,3.0,4.0,,,1.0,4.0,6.0,1.0,10.0,8.0,,,2.0,,1.0,1.0,8.0,2.0,1.0,,0.6666666666666666,,0.5714285714285714,,0.625,1.0,0.14285714285714285,107.23404255319149,16.125,9.833333333333334,14.375,9.333333333333334,0.5714285714285714,0.75,0.75,0.14285714285714285,,,0.7142857142857143,0.6407785714285714,,0.2,4.866666666666666,29.4,0.125,3.0,2.0,2.0,1.0,1.0,,,1.0,,2.0,1.0,,2.0,8.0,4.0,4.0,3.0,8.0,1.0,1.0,3.0,1.0,4.0,,,1.0,1.0,,,1.0,2.0,,1.0,,,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,,,1.0,1.0,0.14285714285714285,1.0,1.0,,0.5,,,0.579125,0.125,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,1.0,1.0,,2.0,,,1.0,,,1.0,1.0,,,,,1.0,,,,,,1.0,0.5,0.5,1.0,1.0,,,,,,,,1.0,0.14285714285714285,,,,,0.5,1.0,,,,0.2,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1630577-203084,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Julian Champagnie, Harrison Barnes","Paul, Fox, Johnson, Champagnie, Barnes",101108-1628368-1629640-1630577-203084,SAS,20.0,1,1.0,1.0,1.0,1.0,2.0,,,,,,,,,2.0,,,,2.0,,,,2.0,2.0,1.0,,,,,,1.0,1.0,,144.0,18.0,2.0,18.0,2.0,,,,,,,,,,1.0,,,1.0,,2.0,,,,,,,,2.0,,,2.0,,,,,,,,1.0,,1.0,,,,,,,2.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1631110-1642264,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Jeremy Sochan, Stephon Castle","Paul, Fox, Johnson, Sochan, Castle",101108-1628368-1629640-1631110-1642264,SAS,187.0,1,6.0,7.0,6.0,3.0,13.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,10.0,1.0,2.0,4.0,,3.0,1.0,4.0,4.0,6.0,,0.5,0.5,0.2,0.2,0.3333333333333333,0.3333333333333333,0.6,100.10695187165776,15.833333333333334,13.142857142857142,15.833333333333334,12.285714285714286,0.2,1.0,1.0,0.6,0.2,1.0,0.8,0.512725,0.512725,1.0,4.55,29.766666666666666,1.0,3.0,-6.0,,,1.0,,,,3.0,2.0,,3.0,2.0,2.0,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,0.5,,,1.0,,1.0,0.2,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1631110-202687,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Jeremy Sochan, Bismack Biyombo","Paul, Fox, Johnson, Sochan, Biyombo",101108-1628368-1629640-1631110-202687,SAS,94.0,1,4.0,4.0,4.0,3.0,8.0,2.0,3.0,2.0,3.0,1.0,2.0,4.0,1.0,4.0,5.0,2.0,4.0,4.0,2.0,1.0,,2.0,4.0,4.0,,0.5,0.5,0.4,0.4,0.4,0.4,0.2,122.55319148936171,10.25,13.25,8.5,13.0,0.6,0.6666666666666666,1.0,0.2,0.6,0.6666666666666666,0.8,0.60626,0.60626,1.0,2.25,25.3,1.0,2.0,-1.0,1.0,,1.0,,,,1.0,,,1.0,,2.0,1.0,1.0,1.0,2.0,1.0,,2.0,2.0,4.0,1.0,,1.0,1.0,1.0,,,,,,,,0.5,1.0,0.5,,0.5,0.6666666666666666,,,,0.5,0.2,,,,,,0.2,0.7206,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,2.0,2.0,,,,1.0,1.0,1.0,,1.0,,,,,,,,,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,1.0,0.5,,,,0.5,,,,,1.0,0.25,,1.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
101108-1628368-1629640-1631110-203084,1610612759,"Chris Paul, De'Aaron Fox, Keldon Johnson, Jeremy Sochan, Harrison Barnes","Paul, Fox, Johnson, Sochan, Barnes",101108-1628368-1629640-1631110-203084,SAS,62.0,1,2.0,2.0,,,4.0,,,,,2.0,,,2.0,,2.0,,,,,2.0,1.0,,,,,,,,,,,1.0,92.9032258064516,17.5,13.5,17.5,13.5,,,,1.0,,,1.0,0.5352,,,,25.1,,1.0,-2.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612759,2025,2024-25,False
