EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,FG2A,SecondChanceFG2A,Fg2aBlocked,OffTwoPtRebounds,OffRebounds,Rebounds,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PlusMinus,DefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,SecondChanceTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefFTReboundPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffAtRimReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChancePointsPct,Avg3ptShotDistance,OffArc3ReboundPct,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,NonShootingPenaltyNonTakeFouls,LiveBallTurnoverPct,DefLongMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyFG2A,PenaltyOffPossExcludingTakeFouls,AtRimPctBlocked,PenaltyAtRimFrequency,PenaltyShotQualityAvg,PenaltyOffPossPct,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PenaltyPoints,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyTsPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,Corner3Assists,AtRimAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,AtRimPctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LostBallTurnovers,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGA,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceCorner3Frequency,BlockedShortMidRange,PtsUnassisted3s,HeaveAttempts,Fg3aBlocked,FTOffRebounds,BadPassOutOfBoundsTurnovers,PenaltyTurnovers,Offensive Fouls,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,OffLongMidRangeReboundPct,Charge Fouls Drawn,Charge Fouls,SecondChanceCorner3FGM,StepOutOfBoundsTurnovers,OffensiveGoaltends,LongMidRangePctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1627750-1628427-1631128-203932-203999,1610612743,"Jamal Murray, Vlatko Čančar, Christian Braun, Aaron Gordon, Nikola Jokić","Murray, Čančar, Braun, Gordon, Jokić",1627750-1628427-1631128-203932-203999,DEN,34.0,1,1.0,1.0,1.0,1,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,42.35294117647059,14.0,9.0,0.5,0.5,0.39045,0.3639,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1629618-1631212-201599,1610612743,"Jamal Murray, Michael Porter Jr., Jalen Pickett, Peyton Watson, DeAndre Jordan","Murray, Porter Jr., Pickett, Watson, Jordan",1627750-1629008-1629618-1631212-201599,DEN,487.0,2,8.0,15.0,3.0,30,8.0,1.0,13.0,2.0,,3.0,4.0,11.0,,,0.42857142857142855,0.4,0.25,88.70636550308008,14.0,12.933333333333334,0.4444444444444444,0.05555555555555555,0.5110944444444444,0.5354333333333333,7.869230769230769,8.0,15.0,2.0,4.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,6.0,2.0,5.0,18.0,10.0,1.0,1.0,2.0,4.0,8.0,6.0,2.0,4.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,3.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,16.0,0.3333333333333333,0.4,1.0,0.4,0.4,0.46153846153846156,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.2777777777777778,1.0,0.6,1.0,0.3333333333333333,0.75,1.0,1.0,0.6666666666666666,0.5,1.0,1.0,0.1,1.0,18.466666666666665,17.733333333333334,0.2222222222222222,0.5,0.5,0.5,0.5,0.5,0.05555555555555555,0.2222222222222222,0.5,0.5,1.0,0.6666666666666666,0.5,0.3333333333333333,0.5,0.5,0.1111111111111111,25.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1629618-1631212-203932,1610612743,"Jamal Murray, Michael Porter Jr., Jalen Pickett, Peyton Watson, Aaron Gordon","Murray, Porter Jr., Pickett, Watson, Gordon",1627750-1629008-1629618-1631212-203932,DEN,109.0,1,2.0,3.0,1.0,6,1.0,,3.0,2.0,,1.0,2.0,5.0,,,1.0,1.0,,79.26605504587155,11.333333333333334,11.0,0.2,,0.55211,0.5783,2.2333333333333334,7.0,3.0,1.0,2.0,1.0,2.0,1.0,,1.0,2.0,,2.0,1.0,2.0,7.0,,1.0,,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,,3.0,,3.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,5.0,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.7,0.5,0.7,0.5,0.4,,1.0,,1.0,0.6,1.0,,1.0,1.0,,,0.5,1.0,25.0,21.666666666666668,0.4,0.5,0.5,1.0,1.0,1.0,,0.4,0.5,0.5,1.0,1.0,0.5,,0.8,0.5,0.2857142857142857,26.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631124-1631128-203999,1610612743,"Jamal Murray, Michael Porter Jr., Julian Strawther, Christian Braun, Nikola Jokić","Murray, Porter Jr., Strawther, Braun, Jokić",1627750-1629008-1631124-1631128-203999,DEN,167.0,1,3.0,5.0,1.0,11,1.0,1.0,2.0,,,,1.0,4.0,,,,0.5,,94.8502994011976,17.4,17.0,0.25,0.25,0.4907375,,15.3,,6.0,,,,,1.0,,,2.0,,2.0,,2.0,4.0,4.0,,,,2.0,2.0,,,2.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,3.0,,1.0,,1.0,,2.0,1.0,,1.0,,1.0,,,,,,4.0,0.5,0.5,,,,1.0,,0.5,,0.5,,0.5,1.0,1.0,1.0,0.5,1.0,,,,,1.0,,,,13.333333333333334,13.333333333333334,,,,1.0,1.0,,,0.5,,,,,,,0.5,,,26.35,0.5,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631124-201566-203999,1610612743,"Jamal Murray, Michael Porter Jr., Julian Strawther, Russell Westbrook, Nikola Jokić","Murray, Porter Jr., Strawther, Westbrook, Jokić",1627750-1629008-1631124-201566-203999,DEN,54.0,2,1.0,1.0,,4,1.0,,2.0,,1.0,1.0,1.0,2.0,0.5,,0.5,0.5,,106.66666666666666,23.0,23.0,0.5,,0.4987,,6.85,-3.0,3.0,,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,10.333333333333334,10.333333333333334,0.5,,,,,,,,,,,,,,0.5,,,,,3.0,,,,,,,,,,,,,1.0,1.0,2.0,1.0,1.0,0.5,0.4987,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631128-1631212-201566,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Russell Westbrook","Murray, Porter Jr., Braun, Watson, Westbrook",1627750-1629008-1631128-1631212-201566,DEN,1.0,1,,1.0,1.0,1,,,,,,,,,,,,,,1440.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631128-1631212-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Aaron Gordon","Murray, Porter Jr., Braun, Watson, Gordon",1627750-1629008-1631128-1631212-203932,DEN,13.0,1,,,,1,,,,,,,,,,,,,,110.76923076923076,,,,,,,,-2.0,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631128-1631212-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Nikola Jokić","Murray, Porter Jr., Braun, Watson, Jokić",1627750-1629008-1631128-1631212-203999,DEN,652.0,6,11.0,23.0,4.0,43,5.0,3.0,12.0,2.0,1.0,2.0,4.0,15.0,0.08333333333333333,0.2,0.2857142857142857,0.36363636363636365,0.5,94.96932515337423,14.043478260869565,13.0,0.22727272727272727,0.13636363636363635,0.5543636363636364,0.4063,8.166666666666666,21.0,20.0,4.0,4.0,,,1.0,4.0,3.0,6.0,2.0,5.0,6.0,10.0,33.0,12.0,1.0,2.0,5.0,8.0,2.0,18.0,,6.0,3.0,4.0,6.0,10.0,3.0,1.0,26.0,2.0,4.0,7.0,,11.0,,3.0,2.0,,,,,1.0,3.0,,5.0,,2.0,2.0,2.0,2.0,28.0,0.8,0.8,1.0,0.6,0.6,0.4166666666666667,0.5,0.6363636363636364,0.625,0.6111111111111112,0.625,0.45454545454545453,,0.875,1.0,0.5,0.9166666666666666,,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,16.45,16.4,0.18181818181818182,1.0,1.0,0.2,0.25,1.0,0.18181818181818182,0.2727272727272727,0.5,0.5,1.0,,,0.5,0.6363636363636364,0.5,0.15151515151515152,25.54,0.3333333333333333,5.0,,,1.0,,,,,,1.0,,,,11.0,2.0,6.0,11.0,,0.18181818181818182,0.5474954545454546,0.4782608695652174,5.0,,3.0,21.0,10.0,4.0,21.0,0.8076923076923077,0.15384615384615385,0.25,0.6363636363636364,2.0,3.0,2.0,3.0,1.0,2.0,2.0,1.0,3.0,4.0,5.0,3.0,3.0,1.0,1.0,0.5,0.8,0.5,0.8181818181818182,0.75,0.75,0.75,1.0,0.5,1.0,1.0,0.2727272727272727,0.6666666666666666,0.18181818181818182,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631128-201566-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Russell Westbrook, Aaron Gordon","Murray, Porter Jr., Braun, Westbrook, Gordon",1627750-1629008-1631128-201566-203932,DEN,318.0,2,5.0,11.0,3.0,22,3.0,,7.0,2.0,,1.0,3.0,5.0,,,0.5,0.6,0.5,99.62264150943396,11.181818181818182,9.636363636363637,0.3,,0.56578,0.55225,5.6571428571428575,-2.0,11.0,4.0,4.0,2.0,2.0,1.0,1.0,,2.0,1.0,5.0,,3.0,13.0,15.0,2.0,1.0,4.0,6.0,4.0,,2.0,2.0,,3.0,,3.0,,,6.0,2.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,3.0,,3.0,5.0,1.0,4.0,1.0,,,,,9.0,0.6,0.75,,,,0.7142857142857143,1.0,0.5,0.6666666666666666,0.5,0.6666666666666666,0.3,,1.0,1.0,0.6666666666666666,1.0,,1.0,,1.0,1.0,,,,17.727272727272727,17.727272727272727,0.4,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.1,0.2,,,,0.6666666666666666,1.0,0.3333333333333333,0.7,,0.3076923076923077,26.233333333333334,0.5,,,,1.0,2.0,1.0,,,0.6666666666666666,,,,,,,,,,,,,3.0,,,,4.0,2.0,,,0.16666666666666666,0.2222222222222222,,,,,,,,,,,,,,3.0,,,,,,,0.75,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
1627750-1629008-1631128-201566-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Russell Westbrook, Nikola Jokić","Murray, Porter Jr., Braun, Westbrook, Jokić",1627750-1629008-1631128-201566-203999,DEN,359.0,5,6.0,12.0,2.0,26,3.0,1.0,8.0,1.0,,1.0,2.0,7.0,,,0.5,0.4,,104.28969359331477,12.333333333333334,11.833333333333334,0.2727272727272727,0.09090909090909091,0.56085,0.59235,6.025,4.0,14.0,2.0,4.0,,1.0,2.0,1.0,,2.0,,5.0,,3.0,14.0,10.0,,1.0,,6.0,4.0,,,2.0,,3.0,,3.0,,1.0,6.0,1.0,2.0,3.0,,5.0,,2.0,1.0,,,1.0,,,1.0,,5.0,,,,,,14.0,0.6,0.6,,,,0.625,,0.45454545454545453,,0.5384615384615384,,0.2727272727272727,,0.75,0.6666666666666666,0.3333333333333333,0.7142857142857143,1.0,,1.0,1.0,,1.0,,,15.071428571428571,14.857142857142858,0.36363636363636365,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,0.09090909090909091,0.18181818181818182,,,,0.5,,,0.6363636363636364,,,25.066666666666666,0.5,5.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,0.08333333333333333,4.0,,1.0,1.0,5.0,3.0,1.0,0.5,0.23076923076923078,0.3,0.07142857142857142,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,True
