EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,FTDefRebounds,DefRebounds,Rebounds,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,Minutes,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,OffRebounds,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Offensive Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,Arc3PctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,PtsPutbacks,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls,BlockedAtRim,LiveBallTurnoverPct,DefAtRimReboundPct,LongMidRangeFGM,LongMidRangeFGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FtPoints,SecondChanceFG3M,SecondChanceFG3A,ShortMidRangeAssists,SelfOReb,FTA,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Corner3FGM,Corner3Assists,BadPassTurnovers,Transition Take Fouls Drawn,NonShootingFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyFtPoints,Travels,PenaltyTurnovers,Loose Ball Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyCorner3FGM,PenaltyArc3FGM,SecondChanceFtPoints,PenaltyFG3M,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Charge Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,PenaltyFg3Pct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,HeaveMakes,HeaveAttempts,Blocked3s,BlockedArc3,LongMidRangePctBlocked,LongMidRangeAssists,DefensiveGoaltends,LongMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,BlockedLongMidRange,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Transition Take Fouls,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628988-1630578-1631095-1641715-201145,1610612745,"Aaron Holiday, Alperen Sengun, Jabari Smith Jr., Cam Whitmore, Jeff Green","Holiday, Sengun, Smith Jr., Whitmore, Green",1628988-1630578-1631095-1641715-201145,HOU,18.0,1,2.0,1,1.0,1.0,1.0,2,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160.0,8.0,10.0,8.0,10.0,1.0,1.0,1.0,0.4495,0.4495,1.0,6.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1630578-1631095-1631106-203500,1610612745,"Fred VanVleet, Alperen Sengun, Jabari Smith Jr., Tari Eason, Steven Adams","VanVleet, Sengun, Smith Jr., Eason, Adams",1627832-1630578-1631095-1631106-203500,HOU,466.0,4,-9.0,13,15.0,4.0,4.0,28,,3.0,2.0,7.0,10.0,1.0,2.0,2.0,,,4.0,7.0,8.0,2.0,4.0,0.2857142857142857,0.5,0.3333333333333333,0.2,0.3333333333333333,0.2,,86.52360515021459,16.0,17.2,15.0,16.2,0.2,,,0.5517299999999999,0.6083999999999999,0.2,5.314285714285715,0.3076923076923077,8.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,7.0,2.0,2.0,8.0,19.0,1.0,2.0,2.0,3.0,4.0,6.0,7.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,10.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.5,0.5333333333333333,0.125,0.2857142857142857,0.5,0.14285714285714285,0.2857142857142857,0.2,0.5,0.3333333333333333,0.36363636363636365,0.2727272727272727,0.5,0.4,0.6666666666666666,0.3333333333333333,1.0,1.0,0.26666666666666666,0.5,1.0,1.0,0.06666666666666667,0.4666666666666667,0.2857142857142857,0.3333333333333333,1.0,0.5,1.0,1.0,0.4,0.5,0.2,0.4,0.8,0.2857142857142857,0.608,0.2,26.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1630578-1631095-1631106-1641708,1610612745,"Fred VanVleet, Alperen Sengun, Jabari Smith Jr., Tari Eason, Amen Thompson","VanVleet, Sengun, Smith Jr., Eason, Thompson",1627832-1630578-1631095-1631106-1641708,HOU,137.0,2,3.0,5,6.0,,2.0,11,,,1.0,3.0,5.0,,,,2.0,,3.0,5.0,3.0,,,0.3333333333333333,,0.5,,0.5,,,115.62043795620438,11.8,13.0,11.4,10.666666666666666,,,,0.57545,,,1.2,,2.0,1.0,1.0,3.0,1.0,2.0,,,,,1.0,2.0,,1.0,2.0,2.0,1.0,2.0,2.0,,,3.0,2.0,1.0,,,,1.0,1.0,1.0,,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,2.0,,,1.0,,1.0,1.0,,,,1.0,0.5,0.5,0.5,0.5,0.5,0.4,,,,,0.5,0.5,0.5,1.0,0.5,0.6666666666666666,0.5,1.0,,0.5,,1.0,0.6,0.3333333333333333,0.3333333333333333,,,0.4,0.5,0.5,1.0,1.0,0.5,,,,,,1.0,0.5,0.643,0.4,29.9,2.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1630224-1631095-1631106-203500,1610612745,"Fred VanVleet, Jalen Green, Jabari Smith Jr., Tari Eason, Steven Adams","VanVleet, Green, Smith Jr., Eason, Adams",1627832-1630224-1631095-1631106-203500,HOU,276.0,2,4.0,10,10.0,4.0,,20,1.0,3.0,5.0,9.0,15.0,2.0,3.0,4.0,8.0,,2.0,5.0,8.0,4.0,4.0,0.5555555555555556,0.6666666666666666,0.5416666666666666,0.5,0.5769230769230769,0.5,,104.34782608695653,13.5,14.1,12.1,14.0,0.25,0.3333333333333333,0.5,0.5231875,0.5232875,0.26666666666666666,4.788888888888889,0.4,5.0,3.0,3.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,3.0,11.0,2.0,3.0,7.0,1.0,2.0,3.0,2.0,1.0,3.0,,1.0,1.0,2.0,1.0,,5.0,,3.0,,2.0,3.0,2.0,1.0,1.0,,,,2.0,2.0,2.0,,,,,,,0.2,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.875,0.875,0.25,,0.3333333333333333,0.4,,0.6666666666666666,0.75,,,0.6666666666666666,0.5,0.5,,,,,,0.4166666666666667,0.6,1.0,,0.08333333333333333,0.16666666666666666,0.5,0.5,1.0,0.75,0.6666666666666666,,0.5,0.5,0.25,,0.6666666666666666,0.5,0.569525,0.4666666666666667,25.266666666666666,4.0,,,,,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.08333333333333333,1.0,1.0,0.25,1.0,1.0,0.07692307692307693,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1630224-1631095-1631106-1641708,1610612745,"Fred VanVleet, Jalen Green, Jabari Smith Jr., Tari Eason, Amen Thompson","VanVleet, Green, Smith Jr., Eason, Thompson",1627832-1630224-1631095-1631106-1641708,HOU,97.0,2,,5,3.0,2.0,,8,,,,1.0,4.0,,,,,,1.0,1.0,4.0,,2.0,,,0.375,,0.4,,,118.76288659793815,10.4,15.0,10.4,15.0,,,,0.5547125,0.433875,,1.4,0.4,2.0,,,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,3.0,4.0,,,,2.0,,3.0,1.0,,,,,1.0,1.0,,,3.0,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,1.0,0.3333333333333333,0.3333333333333333,,,,0.75,,,,,1.0,,,,1.0,,,,1.0,,,,0.25,,,,0.5,0.25,,,,,,,,,0.5,0.5,1.0,,,,25.866666666666664,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1630224-1630578-1631106-1641708,1610612745,"Fred VanVleet, Jalen Green, Alperen Sengun, Tari Eason, Amen Thompson","VanVleet, Green, Sengun, Eason, Thompson",1627832-1630224-1630578-1631106-1641708,HOU,529.0,3,1.0,17,16.0,3.0,5.0,33,2.0,4.0,4.0,8.0,16.0,1.0,1.0,4.0,6.0,1.0,9.0,11.0,13.0,4.0,3.0,0.5,1.0,0.4666666666666667,0.5,0.5,0.6666666666666666,1.0,89.82986767485822,16.294117647058822,15.75,16.176470588235293,15.1875,0.26666666666666666,0.5,0.5,0.49521,0.514625,0.25,9.5625,0.17647058823529413,9.0,1.0,1.0,2.0,,,1.0,1.0,2.0,,2.0,5.0,1.0,2.0,7.0,15.0,,,3.0,1.0,2.0,6.0,5.0,2.0,1.0,,1.0,2.0,3.0,2.0,,8.0,2.0,,5.0,3.0,2.0,1.0,,1.0,,1.0,3.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,,0.25,0.25,1.0,0.2857142857142857,0.2857142857142857,,1.5,1.5,0.4666666666666667,,0.125,0.5,,0.6,,0.8333333333333334,0.4,0.7272727272727273,0.2222222222222222,,0.6666666666666666,0.5,1.0,0.75,1.0,0.13333333333333333,0.5,1.0,,0.13333333333333333,0.3333333333333333,0.4,0.4,1.0,,,,0.5,1.0,,0.5,0.6,0.4,,0.1875,26.099999999999998,,2.0,1.0,,,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,2.0,,1.0,,,,,0.5,0.13333333333333333,0.5,0.5,1.0,1.0,1.0,,,,,1.0,,1.0,,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1628415-1630224-1630578-1631106,1610612745,"Fred VanVleet, Dillon Brooks, Jalen Green, Alperen Sengun, Tari Eason","VanVleet, Brooks, Green, Sengun, Eason",1627832-1628415-1630224-1630578-1631106,HOU,838.0,5,-4.0,27,27.0,16.0,4.0,54,1.0,4.0,5.0,10.0,30.0,1.0,4.0,18.0,4.0,1.0,8.0,16.0,29.0,18.0,16.0,0.5,0.25,0.4583333333333333,0.55,0.5,0.6071428571428571,1.0,92.79236276849642,15.481481481481481,15.555555555555555,13.518518518518519,15.518518518518519,0.16666666666666666,0.25,0.3333333333333333,0.5138208333333333,0.5200750000000001,0.6,7.19,0.5925925925925926,14.0,2.0,3.0,4.0,,1.0,,1.0,3.0,1.0,2.0,11.0,5.0,4.0,14.0,34.0,,3.0,1.0,6.0,6.0,,11.0,2.0,1.0,,3.0,,3.0,,3.0,6.0,5.0,3.0,3.0,4.0,8.0,2.0,1.0,1.0,1.0,5.0,8.0,4.0,11.0,9.0,,,,,,2.0,0.6,0.6,,0.2857142857142857,0.2857142857142857,,,0.0625,0.5833333333333334,,0.1,,,0.8,0.75,0.75,0.5555555555555556,0.7777777777777778,0.6153846153846154,1.0,0.5,0.75,1.0,0.5,,0.16666666666666666,0.75,0.75,1.0,0.125,0.4583333333333333,0.18181818181818182,0.18181818181818182,,0.14285714285714285,,,0.1,,0.1,0.5,0.75,0.18181818181818182,0.4939833333333334,0.03333333333333333,26.571428571428573,,3.0,1.0,,,0.375,,1.0,2.0,,4.0,8.0,,4.0,,2.0,13.0,4.0,,0.25,0.5,1.0,0.16666666666666666,,0.08333333333333333,0.5,0.5,0.5714285714285714,,,0.17857142857142858,0.3076923076923077,2.0,,2.0,,1.0,0.6666666666666666,0.6666666666666666,,7.0,,6.0,1.0,1.0,1.0,2.0,1.0,3.0,12.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.4,0.06666666666666667,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1628415-1628988-1631106-203500,1610612745,"Fred VanVleet, Dillon Brooks, Aaron Holiday, Tari Eason, Steven Adams","VanVleet, Brooks, Holiday, Eason, Adams",1627832-1628415-1628988-1631106-203500,HOU,99.0,1,-2.0,3,3.0,,3.0,6,,,,1.0,6.0,,,,,,,,6.0,,,,,1.0,,1.0,,,87.27272727272728,17.333333333333332,15.666666666666666,17.333333333333332,15.666666666666666,,,,0.45894999999999997,,,22.4,,2.0,,,,,,,,,,2.0,2.0,,2.0,2.0,8.0,,,,,,6.0,2.0,2.0,,,,2.0,2.0,2.0,,6.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,0.6666666666666666,1.0,1.0,1.0,,,,,,,,0.6666666666666666,1.0,,,25.65,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1627832-1628415-1631106-1641708-203500,1610612745,"Fred VanVleet, Dillon Brooks, Tari Eason, Amen Thompson, Steven Adams","VanVleet, Brooks, Eason, Thompson, Adams",1627832-1628415-1631106-1641708-203500,HOU,429.0,3,1.0,13,14.0,,,27,1.0,3.0,4.0,8.0,14.0,,,,4.0,1.0,6.0,8.0,14.0,,,0.5,,0.5,,0.5384615384615384,,1.0,90.62937062937063,16.23076923076923,15.571428571428571,14.692307692307692,14.285714285714286,0.2727272727272727,0.3333333333333333,0.3333333333333333,0.5268999999999999,,,6.3375,,7.0,2.0,3.0,4.0,,,,,1.0,,1.0,2.0,,1.0,3.0,13.0,,1.0,,,4.0,,2.0,1.0,1.0,,2.0,,2.0,,1.0,4.0,,1.0,4.0,1.0,2.0,1.0,,1.0,1.0,1.0,2.0,5.0,5.0,4.0,1.0,,,,,,0.5,0.5,,0.3333333333333333,0.3333333333333333,,,,0.2727272727272727,,0.125,0.25,,1.0,0.25,0.8,,0.8333333333333334,0.16666666666666666,,,,1.0,0.6666666666666666,,0.36363636363636365,0.75,1.0,0.3333333333333333,0.09090909090909091,0.18181818181818182,0.5,0.5,,,,,,,,,0.6363636363636364,0.5,0.4064,,25.900000000000002,,1.0,,,,0.5,1.0,,1.0,,,3.0,,,1.0,,4.0,2.0,,,0.5,,,1.0,0.09090909090909091,,,,,,0.15384615384615385,0.2,,,1.0,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
1630224-1630578-1631095-1631106-1641708,1610612745,"Jalen Green, Alperen Sengun, Jabari Smith Jr., Tari Eason, Amen Thompson","Green, Sengun, Smith Jr., Eason, Thompson",1630224-1630578-1631095-1631106-1641708,HOU,92.0,2,6.0,2,3.0,,1.0,5,,,1.0,1.0,6.0,,,,2.0,,3.0,3.0,6.0,,,1.0,,1.25,,1.0,,,78.26086956521739,17.5,19.0,17.5,15.666666666666666,,,,0.539725,,,3.0,,2.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,0.5,,,,,1.0,,,,1.0,,,,1.0,,,,0.5,1.0,1.0,,,0.5,1.0,1.0,,,,,,,,,1.0,1.0,,,25.5,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2025,2024-25,True
