EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked3s,BlockedCorner3,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceCorner3FGA,SecondChanceFG3A,PtsAssisted2s,Fg3aBlocked,TwoPtAssists,AtRimAssists,OffThreePtRebounds,OffRebounds,Steals,BadPassSteals,Blocked2s,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,SecondChanceFtPoints,SecondChancePoints,Fg2aBlocked,OffTwoPtRebounds,ThreePtShootingFoulsDrawn,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffShortMidRangeReboundPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyDefPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,HeaveAttempts,ShortMidRangeAssists,FTDefRebounds,SelfOReb,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,LongMidRangeAssists,LostBallSteals,LongMidRangePctAssisted,SecondChanceAtRimFGA,SecondChanceFG2A,Charge Fouls Drawn,SecondChanceAtRimFrequency,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,PenaltyCorner3FGM,PenaltyCorner3FGA,BlockedAtRim,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,SecondChanceFG2M,PtsPutbacks,BlockedLongMidRange,SecondChanceFg2Pct,SecondChanceEfgPct,AtRimPctBlocked,OffAtRimReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFg3Pct,OffLongMidRangeReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,OffCorner3ReboundPct,Loose Ball Fouls,Offensive Fouls Drawn,3pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,BlockedArc3,Clear Path Fouls,SecondChanceCorner3FGM,Transition Take Fouls,LongMidRangePctBlocked,Corner3PctBlocked,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
1628976-1631094-1631216-1641710-203914,1610612753,"Wendell Carter Jr., Paolo Banchero, Caleb Houstan, Anthony Black, Gary Harris","Carter Jr., Banchero, Houstan, Black, Harris",1628976-1631094-1631216-1641710-203914,ORL,205.0,1,3.0,9.0,6.0,7.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,13.0,4.0,1.0,1.0,3.0,2.0,6.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,6.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,13.0,3.0,1.0,0.6666666666666666,0.75,1.0,0.75,1.0,1.1,1.5,1.0833333333333333,1.5,0.8,1.0,1.0,1.0,1.0,1.0,1.0,91.31707317073172,1.0,11.0,19.857142857142858,11.0,19.857142857142858,0.2,1.0,1.0,0.2,1.0,1.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.8,0.6666666666666666,0.54198,0.52935,0.16666666666666666,0.5,0.23076923076923078,4.6,26.3,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1630532-1631216-202709-203484,1610612753,"Wendell Carter Jr., Franz Wagner, Caleb Houstan, Cory Joseph, Kentavious Caldwell-Pope","Carter Jr., Wagner, Houstan, Joseph, Caldwell-Pope",1628976-1630532-1631216-202709-203484,ORL,92.0,1,2.0,6.0,4.0,3.0,,7.0,,,,1.0,2.0,3.0,,,1.0,1.0,2.0,4.0,,8.0,2.0,,,,,6.0,,3.0,2.0,2.0,3.0,2.0,,8.0,,1.0,1.0,2.0,,,1.0,,,,,1.0,1.0,8.0,,,1.0,0.5,,0.5,1.0,0.8,,0.8,,0.8,1.0,,1.0,,,,109.56521739130434,1.0,13.75,12.333333333333334,12.25,12.333333333333334,,,,0.2,,,,0.6,0.6666666666666666,1.0,1.0,,,1.0,0.6666666666666666,0.56292,,,,,2.1,25.05,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.3333333333333333,0.5,0.5,1.0,1.0,0.2,1.0,1.0,1.0,1.0,0.45255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1630175-1630532-1641710-203914,1610612753,"Wendell Carter Jr., Cole Anthony, Franz Wagner, Anthony Black, Gary Harris","Carter Jr., Anthony, Wagner, Black, Harris",1628976-1630175-1630532-1641710-203914,ORL,70.0,1,1.0,4.0,2.0,2.0,,4.0,,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,3.0,6.0,2.0,,,,,3.0,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,1.0,,,1.0,3.0,,,,,,3.0,,,1.0,1.0,,1.0,,0.75,,1.0,,0.5,,,,,,,82.28571428571428,,17.5,17.5,14.0,17.5,0.5,,,,,,,0.5,1.0,1.0,1.0,,,0.5,1.0,0.5009,,0.3333333333333333,,,4.2,26.0,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,3.0,3.0,1.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1630175-1630532-1641710-203914,1610612753,"Jonathan Isaac, Cole Anthony, Franz Wagner, Anthony Black, Gary Harris","Isaac, Anthony, Wagner, Black, Harris",1628371-1630175-1630532-1641710-203914,ORL,1177.0,5,20.0,3.0,34.0,36.0,11.0,70.0,2.0,7.0,,2.0,1.0,5.0,,2.0,8.0,16.0,1.0,7.0,19.0,38.0,35.0,,2.0,12.0,6.0,3.0,,4.0,1.0,1.0,6.0,1.0,,13.0,6.0,7.0,14.0,17.0,4.0,6.0,15.0,21.0,8.0,,,,,37.0,12.0,11.0,1.0,0.14285714285714285,,0.16666666666666666,0.5,0.41304347826086957,0.25,0.6129032258064516,0.6666666666666666,0.30434782608695654,0.5384615384615384,0.6666666666666666,0.5909090909090909,1.0,0.5714285714285714,1.0,85.64146134239591,,16.235294117647058,17.36111111111111,15.911764705882353,16.166666666666668,0.30434782608695654,0.2857142857142857,0.3333333333333333,0.08695652173913043,,,,0.21739130434782608,0.2,0.25,1.0,0.5,,0.5652173913043478,0.25,0.5056454545454545,0.5843166666666667,0.2857142857142857,0.38095238095238093,0.3157894736842105,7.5875,29.557142857142857,0.3235294117647059,2.0,5.0,6.0,,,10.0,1.0,5.0,3.0,2.0,3.0,6.0,6.0,,,0.625,0.625,0.14285714285714285,0.2,0.4,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.2608695652173913,0.8333333333333334,0.8333333333333334,0.6,,,1.0,1.0,1.0,1.0,,0.5,0.0625,0.14285714285714285,0.125,0.2,,0.02631578947368421,10.0,1.0,2.0,1.0,3.0,1.0,2.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,3.0,3.0,1.0,3.0,0.5,0.3333333333333333,0.5,0.2,0.16666666666666666,1.0,0.13043478260869565,0.3333333333333333,0.3333333333333333,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1630175-1631216-1641710-203914,1610612753,"Wendell Carter Jr., Cole Anthony, Caleb Houstan, Anthony Black, Gary Harris","Carter Jr., Anthony, Houstan, Black, Harris",1628976-1630175-1631216-1641710-203914,ORL,89.0,1,1.0,7.0,3.0,4.0,3.0,7.0,,,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,7.0,,1.0,1.0,7.0,,,3.0,1.0,1.0,,2.0,,,4.0,1.0,,1.0,1.0,,,,,,,,,,7.0,7.0,3.0,,1.0,1.0,1.0,1.0,1.1666666666666667,1.1666666666666667,1.1666666666666667,1.1666666666666667,0.3333333333333333,,1.0,1.0,,1.0,,113.25842696629213,,16.333333333333332,10.0,16.333333333333332,10.0,,,,,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,1.0,0.3333333333333333,1.0,0.41268333333333335,0.41268333333333335,,,1.0,17.65,24.8,1.0,,,,,,4.0,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.6666666666666666,1.0,1.0,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628371-1630532-1631094-202709-203914,1610612753,"Jonathan Isaac, Franz Wagner, Paolo Banchero, Cory Joseph, Gary Harris","Isaac, Wagner, Banchero, Joseph, Harris",1628371-1630532-1631094-202709-203914,ORL,136.0,1,2.0,2.0,4.0,4.0,,8.0,2.0,3.0,,,1.0,1.0,,,2.0,4.0,1.0,1.0,,7.0,5.0,,,,2.0,,3.0,1.0,1.0,,1.0,,,2.0,1.0,,1.0,2.0,,,1.0,,,,,,,7.0,,,,1.0,,1.0,0.5,0.7,,0.7,,0.2,,1.0,1.0,,,1.0,84.70588235294117,,19.25,14.75,18.25,14.75,0.6,0.6666666666666666,0.6666666666666666,,,,,0.2,1.0,1.0,,,,0.4,1.0,0.48936,,,,,6.7,27.9,,1.0,,1.0,,,2.0,,1.0,,,1.0,,,,,0.5,0.5,,,,0.5,,,0.2,,,,,0.6138,,,,1.0,,,,,0.5,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1629048-1631094-1631216-1641710-203484,1610612753,"Goga Bitadze, Paolo Banchero, Caleb Houstan, Anthony Black, Kentavious Caldwell-Pope","Bitadze, Banchero, Houstan, Black, Caldwell-Pope",1629048-1631094-1631216-1641710-203484,ORL,127.0,1,2.0,-4.0,2.0,3.0,,5.0,1.0,1.0,,,,1.0,,,1.0,1.0,,1.0,,2.0,6.0,,,,2.0,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,,,1.0,0.5,,0.5,,0.5,,,,,,,56.69291338582677,,31.0,21.666666666666668,31.0,21.666666666666668,0.5,1.0,1.0,,,,,0.5,,,,,,0.5,,0.482475,,,,,5.6,25.3,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1630175-1630532-1631216-203914,1610612753,"Wendell Carter Jr., Cole Anthony, Franz Wagner, Caleb Houstan, Gary Harris","Carter Jr., Anthony, Wagner, Houstan, Harris",1628976-1630175-1630532-1631216-203914,ORL,79.0,1,1.0,4.0,2.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,,6.0,2.0,2.0,2.0,6.0,,6.0,,1.0,1.0,2.0,2.0,1.0,1.0,6.0,1.0,,1.0,1.0,,1.0,,,,,,1.0,,6.0,6.0,2.0,1.0,1.0,1.0,1.0,,1.5,1.5,1.5,1.5,1.0,,1.0,0.3333333333333333,,1.0,,72.9113924050633,,16.0,23.5,16.0,20.5,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5751,0.5751,,,1.0,,24.65,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1631094-1631216-202709-203484,1610612753,"Wendell Carter Jr., Paolo Banchero, Caleb Houstan, Cory Joseph, Kentavious Caldwell-Pope","Carter Jr., Banchero, Houstan, Joseph, Caldwell-Pope",1628976-1631094-1631216-202709-203484,ORL,668.0,4,11.0,-1.0,22.0,22.0,2.0,44.0,2.0,8.0,,,3.0,9.0,,1.0,9.0,18.0,3.0,9.0,3.0,30.0,31.0,,1.0,2.0,14.0,6.0,3.0,9.0,3.0,2.0,4.0,2.0,,10.0,3.0,4.0,8.0,14.0,1.0,1.0,5.0,4.0,2.0,,,3.0,2.0,19.0,2.0,2.0,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.5,0.5,,0.5357142857142857,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.7777777777777778,1.0,1.0,1.0,94.8502994011976,0.6666666666666666,17.363636363636363,13.0,16.636363636363637,12.818181818181818,0.2962962962962963,0.25,0.2857142857142857,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,,0.6666666666666666,0.3333333333333333,0.5396481481481481,0.48805,0.07407407407407407,0.1111111111111111,0.06666666666666667,4.844444444444445,26.333333333333332,0.09090909090909091,5.0,7.0,9.0,,,4.0,,2.0,1.0,2.0,6.0,1.0,,3.0,1.0,0.2222222222222222,0.3333333333333333,,,0.3333333333333333,0.4,0.3333333333333333,1.0,0.3333333333333333,0.7777777777777778,0.875,0.14285714285714285,,0.507925,3.0,11.0,2.0,4.0,,0.9166666666666666,0.1111111111111111,0.125,0.4444444444444444,0.3333333333333333,,0.36666666666666664,,,,,1.0,,1.0,2.0,,1.0,1.0,1.0,,,,,,,,,,,,2.0,1.0,,1.0,,,1.0,,0.07692307692307693,0.5,0.037037037037037035,,,,,,1.0,,4.0,5.0,,0.8,,1.0,,,1.0,,,4.0,4.0,6.0,1.0,0.8,0.8,0.1111111111111111,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
1628976-1630532-1631094-1641710-203914,1610612753,"Wendell Carter Jr., Franz Wagner, Paolo Banchero, Anthony Black, Gary Harris","Carter Jr., Wagner, Banchero, Black, Harris",1628976-1630532-1631094-1641710-203914,ORL,252.0,2,4.0,2.0,7.0,7.0,1.0,14.0,,2.0,,,3.0,3.0,,,2.0,5.0,3.0,3.0,,13.0,11.0,,,,2.0,9.0,,3.0,3.0,3.0,4.0,3.0,,11.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,,,,,,,8.0,,1.0,1.0,1.0,,1.0,0.4,0.8125,,0.8125,,0.375,1.0,1.0,1.0,,1.0,,80.0,,21.142857142857142,14.857142857142858,20.857142857142858,14.857142857142858,0.25,,,,,,,0.375,1.0,1.0,1.0,,,0.625,1.0,0.546575,0.3769,,,,6.32,27.7,0.14285714285714285,2.0,2.0,2.0,,1.0,2.0,,1.0,1.0,,2.0,,,,,0.5,1.0,,,,0.6666666666666666,,1.0,0.25,1.0,1.0,0.5,,0.592425,,5.0,,2.0,,1.25,,,0.6666666666666666,0.5,,0.38461538461538464,,,,,1.0,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,1.0,,0.3333333333333333,,0.125,,,,,,,,1.0,1.0,,0.5,,,,,,,,1.0,1.0,2.0,,1.0,1.25,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,1610612753,2025,2024-25,True
