EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,DefPoss,TotalPoss,DefTwoPtRebounds,DefRebounds,Rebounds,Blocked2s,BlockedShortMidRange,Blocks,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,PlusMinus,OffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Travels,Turnovers,Fouls,Loose Ball Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,Avg3ptShotDistance,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,PenaltyOffPoss,ShortMidRangeFGM,LongMidRangeFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,ShortMidRangeAssists,Steals,BadPassSteals,LostBallTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,PenaltyDefPoss,PenaltyArc3FGM,PenaltyFG3M,HeaveAttempts,BlockedAtRim,PenaltyFg3Pct,PenaltyArc3Accuracy,ShootingFouls,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,LongMidRangeAssists,FTDefRebounds,SelfOReb,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,SelfORebPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,LostBallSteals,SecondChanceArc3FGM,SecondChanceFG3M,BadPassOutOfBoundsTurnovers,Offensive Fouls,SecondChanceFg3Pct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShortMidRangePctBlocked,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFtPoints,Fg3aBlocked,Corner3Assists,SecondChanceTurnovers,Offensive Fouls Drawn,Transition Take Fouls Drawn,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FG3APctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,StepOutOfBoundsTurnovers,Charge Fouls,Charge Fouls Drawn,BlockedLongMidRange,team_id,year,season,team_vs
1627750-1628427-1631128-203932-203999,1610612743,"Jamal Murray, Vlatko Čančar, Christian Braun, Aaron Gordon, Nikola Jokić","Murray, Čančar, Braun, Gordon, Jokić",1627750-1628427-1631128-203932-203999,DEN,34.0,1,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,42.35294117647059,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1629618-1631212-201599,1610612743,"Jamal Murray, Michael Porter Jr., Jalen Pickett, Peyton Watson, DeAndre Jordan","Murray, Porter Jr., Pickett, Watson, Jordan",1627750-1629008-1629618-1631212-201599,DEN,487.0,2,8.0,15.0,30,4.0,6.0,8.0,,,,0.5714285714285714,0.6,1.0,88.70636550308008,14.0,12.933333333333334,-8.0,15.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,6.0,2.0,5.0,2.0,10.0,18.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,1.0,4.0,2.0,1.0,3.0,1.0,4.0,2.0,10.0,1.0,1.0,0.5,0.4,0.4,0.16666666666666666,0.36363636363636365,0.38461538461538464,0.45454545454545453,0.16666666666666666,0.25,0.25,0.4,0.6666666666666666,0.25,0.3333333333333333,0.5,0.75,1.0,18.466666666666665,17.733333333333334,0.36363636363636365,0.25,0.3333333333333333,1.0,0.18181818181818182,0.09090909090909091,0.36363636363636365,0.5,0.5,0.5,0.5,0.5,0.8181818181818182,0.5,0.5434181818181818,0.560675,0.15384615384615385,0.25,3.3833333333333333,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1629618-1631212-203932,1610612743,"Jamal Murray, Michael Porter Jr., Jalen Pickett, Peyton Watson, Aaron Gordon","Murray, Porter Jr., Pickett, Watson, Gordon",1627750-1629008-1629618-1631212-203932,DEN,109.0,1,2.0,3.0,6,,,2.0,,,,,,,79.26605504587155,11.333333333333334,11.0,-7.0,3.0,1.0,,2.0,1.0,1.0,,,2.0,1.0,,3.0,,2.0,,,7.0,1.0,1.0,,,,2.0,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,0.4,0.3333333333333333,0.5,,,,0.4,,,,,25.0,21.666666666666668,0.4,,,,0.2,,0.4,,,,0.5,0.5,0.8,,0.53054,,,,4.666666666666667,26.15,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631124-1631128-203999,1610612743,"Jamal Murray, Michael Porter Jr., Julian Strawther, Christian Braun, Nikola Jokić","Murray, Porter Jr., Strawther, Braun, Jokić",1627750-1629008-1631124-1631128-203999,DEN,167.0,1,3.0,5.0,11,,1.0,1.0,,,,,0.5,,94.8502994011976,17.4,17.0,,6.0,,,,,1.0,,,1.0,,1.0,2.0,,1.0,2.0,4.0,4.0,,,2.0,,,1.0,,,1.0,,1.0,,,2.0,,1.0,,1.0,,,,,1.0,1.0,,1.0,,2.0,,4.0,1.0,1.0,,,,0.5,0.3333333333333333,0.5,0.3333333333333333,,,1.0,,0.5,,,,,0.5,13.333333333333334,13.333333333333334,,,,,0.3333333333333333,,0.3333333333333333,,,,,,0.3333333333333333,,0.48655,,,,11.3,25.3,,,,6.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,1.0,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.48655,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631124-201566-203999,1610612743,"Jamal Murray, Michael Porter Jr., Julian Strawther, Russell Westbrook, Nikola Jokić","Murray, Porter Jr., Strawther, Westbrook, Jokić",1627750-1629008-1631124-201566-203999,DEN,54.0,2,1.0,1.0,4,1.0,1.0,1.0,1.0,,1.0,0.5,0.5,,106.66666666666666,23.0,23.0,3.0,3.0,,,,,,,1.0,3.0,,,,1.0,3.0,,3.0,,,,,3.0,,2.0,1.0,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,3.0,,,1.0,0.3333333333333333,0.5,,0.5,0.5,1.0,,,,,,,,,1.0,,10.333333333333334,10.333333333333334,,,,,,,1.0,0.3333333333333333,0.3333333333333333,1.0,,,1.0,0.5,0.54195,,,,,37.4,,,,3.0,,,3.0,,,3.0,,3.0,,,,,,,3.0,3.0,,,0.5,0.5,,,,,1.0,0.54195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631128-1631212-201566,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Russell Westbrook","Murray, Porter Jr., Braun, Watson, Westbrook",1627750-1629008-1631128-1631212-201566,DEN,1.0,1,,1.0,1,,,,,,,,,,1440.0,1.0,,-1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631128-1631212-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Aaron Gordon","Murray, Porter Jr., Braun, Watson, Gordon",1627750-1629008-1631128-1631212-203932,DEN,13.0,1,,,1,,,,,,,,,,110.76923076923076,,,2.0,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,13.0,13.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631128-1631212-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Peyton Watson, Nikola Jokić","Murray, Porter Jr., Braun, Watson, Jokić",1627750-1629008-1631128-1631212-203999,DEN,652.0,6,11.0,23.0,43,5.0,9.0,10.0,1.0,1.0,1.0,0.7142857142857143,0.6363636363636364,1.0,94.96932515337423,14.043478260869565,13.0,-21.0,20.0,1.0,2.0,4.0,1.0,4.0,3.0,,1.0,,5.0,13.0,,4.0,2.0,12.0,33.0,1.0,,6.0,,,1.0,,2.0,3.0,,3.0,,1.0,6.0,1.0,2.0,1.0,3.0,2.0,,,,3.0,5.0,,3.0,,2.0,1.0,10.0,0.6,0.75,,,,0.38461538461538464,0.29411764705882354,0.3333333333333333,0.23529411764705882,0.15384615384615385,0.5,1.0,0.125,0.5,0.08333333333333333,,0.3333333333333333,0.5,0.6666666666666666,16.45,16.4,0.23529411764705882,0.5,1.0,0.5,0.23529411764705882,0.17647058823529413,0.058823529411764705,,,,1.0,,0.47058823529411764,,0.4727294117647059,0.4269,0.05555555555555555,0.07142857142857142,9.684615384615386,25.45,,,,5.0,1.0,5.0,,1.0,4.0,,,2.0,1.0,,,1.0,1.0,,2.0,5.0,,0.25,0.25,0.25,0.25,0.25,1.0,0.29411764705882354,,0.4084,0.16666666666666666,0.25,11.0,,,,,,,4.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.4,0.4,0.5,1.0,0.25,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631128-201566-203932,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Russell Westbrook, Aaron Gordon","Murray, Porter Jr., Braun, Westbrook, Gordon",1627750-1629008-1631128-201566-203932,DEN,318.0,2,5.0,11.0,22,1.0,2.0,2.0,,,,0.5,0.4,,99.62264150943396,11.181818181818182,9.636363636363637,2.0,11.0,,3.0,3.0,,3.0,,,1.0,,5.0,6.0,,1.0,5.0,15.0,13.0,,,2.0,,,1.0,,,1.0,,1.0,,,2.0,,1.0,,2.0,1.0,,,,2.0,4.0,1.0,5.0,1.0,6.0,3.0,15.0,0.2,0.2,,,,0.8333333333333334,0.7142857142857143,0.75,0.14285714285714285,,,1.0,,0.3333333333333333,,,,0.5,0.5,17.727272727272727,17.727272727272727,0.42857142857142855,1.0,1.0,,0.42857142857142855,,0.14285714285714285,,,,,,0.5714285714285714,,0.5298,,0.3,0.3333333333333333,5.766666666666667,25.3,,,,,2.0,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,,0.5,0.6666666666666666,0.6666666666666666,0.5,,,,0.06666666666666667,,,,,,,,,2.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
1627750-1629008-1631128-201566-203999,1610612743,"Jamal Murray, Michael Porter Jr., Christian Braun, Russell Westbrook, Nikola Jokić","Murray, Porter Jr., Braun, Westbrook, Jokić",1627750-1629008-1631128-201566-203999,DEN,359.0,5,6.0,12.0,26,1.0,4.0,6.0,,,,0.5,0.6,,104.28969359331477,12.333333333333334,11.833333333333334,-4.0,14.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,6.0,2.0,6.0,,10.0,14.0,1.0,1.0,,3.0,3.0,4.0,2.0,,,1.0,1.0,1.0,,3.0,1.0,2.0,2.0,2.0,1.0,2.0,,,4.0,5.0,,1.0,,,,7.0,,,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4166666666666667,0.4166666666666667,0.5,,,0.5,0.25,0.6666666666666666,0.2857142857142857,,,1.0,0.5,15.071428571428571,14.857142857142858,0.25,0.3333333333333333,0.3333333333333333,,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.47904166666666664,0.5928,,,5.033333333333333,25.483333333333334,1.0,0.3333333333333333,1.0,5.0,1.0,1.0,4.0,,3.0,4.0,,6.0,,1.0,1.0,1.0,,,6.0,5.0,,,0.42857142857142855,0.42857142857142855,0.5,0.5,,0.08333333333333333,0.5714285714285714,0.4301,0.6,0.35714285714285715,1.0,2.0,2.0,,,0.5,0.5,3.0,,,1.0,,,3.0,4.0,,,1.0,,,,0.75,0.75,1.0,,,,,,0.14285714285714285,,0.3,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2025,2024-25,False
