EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,DeadBallTurnovers,Travels,Turnovers,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,DefTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,FoulsDrawn,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,2pt And 1 Free Throw Trips,PenaltyFg3Pct,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,LongMidRangeFGM,PenaltyFtPoints,PtsUnassisted3s,LongMidRangeAssists,FTDefRebounds,Charge Fouls Drawn,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedShortMidRange,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Loose Ball Fouls,Technical Free Throw Trips,OffLongMidRangeReboundPct,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,Fg3aBlocked,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,ThreePtShootingFoulsDrawnPct,BlockedLongMidRange,DefensiveGoaltends,Corner3PctBlocked,Charge Fouls,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,Transition Take Fouls Drawn,OffensiveGoaltends,LongMidRangePctBlocked,BlockedCorner3,HeaveAttempts,Transition Take Fouls,3pt And 1 Free Throw Trips,3SecondViolations,team_id,year,season,team_vs
1627736-1630191-1630322-1631204-1641842,1610612765,"Malik Beasley, Isaiah Stewart, Lindy Waters III, Marcus Sasser, Ronald Holland II","Beasley, Stewart, Waters III, Sasser, Holland II",1627736-1630191-1630322-1631204-1641842,DET,137.0,2,2.0,-1.0,4.0,3.0,2.0,7.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,0.25,0.5,1.0,0.5,0.5,1.0,0.5,73.57664233576642,13.25,28.0,8.75,25.0,0.75,0.6666666666666666,0.6666666666666666,0.5,0.25,0.25,0.4748125,0.5,8.733333333333333,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631093-1631323,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Jaden Ivey, Simone Fontecchio","Beasley, Stewart, Cunningham, Ivey, Fontecchio",1627736-1630191-1630595-1631093-1631323,DET,448.0,6,7.0,-2.0,15.0,16.0,2.0,31.0,,1.0,4.0,4.0,8.0,5.0,18.0,20.0,1.0,1.0,5.0,2.0,6.0,4.0,1.0,3.0,,8.0,,1.0,5.0,2.0,7.0,1.0,,2.0,2.0,13.0,0.25,0.3333333333333333,0.5,1.0,0.5384615384615384,1.25,0.6,1.25,0.38461538461538464,0.5,,0.7142857142857143,0.2857142857142857,,,99.64285714285714,15.733333333333333,13.25,15.466666666666667,12.6875,0.07692307692307693,,,,0.3076923076923077,0.8461538461538461,0.5568576923076923,0.2777777777777778,4.975,25.619999999999997,2.0,2.0,4.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,0.4,1.0,0.4,1.0,1.0,1.0,0.125,1.0,0.5,0.5,0.8,1.0,1.0,0.8,0.16666666666666666,0.46153846153846156,0.6666666666666666,0.6666666666666666,0.25,0.07692307692307693,0.07692307692307693,1.0,1.0,1.0,0.25,0.25,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,0.25,0.63875,0.499,0.13333333333333333,0.2,0.1111111111111111,0.13333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631093-1641842,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Jaden Ivey, Ronald Holland II","Beasley, Stewart, Cunningham, Ivey, Holland II",1627736-1630191-1630595-1631093-1641842,DET,457.0,3,8.0,5.0,15.0,15.0,3.0,30.0,2.0,4.0,4.0,5.0,8.0,5.0,22.0,17.0,1.0,2.0,6.0,6.0,4.0,4.0,3.0,6.0,1.0,15.0,1.0,2.0,4.0,2.0,6.0,2.0,,3.0,3.0,16.0,0.6,0.6,0.625,0.5,0.7307692307692307,0.8333333333333334,0.7857142857142857,1.0,0.38461538461538464,0.5,0.5,0.5714285714285714,0.4,0.5,,94.52954048140045,13.933333333333334,16.533333333333335,12.4,16.533333333333335,0.3076923076923077,0.5,0.5,0.5,0.3076923076923077,0.6153846153846154,0.5179153846153846,0.2727272727272727,8.0375,26.380000000000003,4.0,,3.0,3.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,3.0,3.0,1.0,1.0,1.0,1.0,8.0,9.0,,2.0,,3.0,2.0,1.0,2.0,1.0,2.0,,3.0,1.0,2.0,1.0,,,1.0,2.0,3.0,,4.0,3.0,,,,8.0,4.0,1.0,0.6,1.0,0.6,1.0,1.3333333333333333,1.3333333333333333,,,0.3333333333333333,0.3333333333333333,0.6666666666666666,,1.0,0.6666666666666666,,0.23076923076923078,1.0,1.0,0.6666666666666666,0.07692307692307693,0.07692307692307693,1.0,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,,,,,,0.5,0.451425,0.5339666666666667,0.21428571428571427,0.3333333333333333,0.36363636363636365,0.26666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631093-202699,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Jaden Ivey, Tobias Harris","Beasley, Stewart, Cunningham, Ivey, Harris",1627736-1630191-1630595-1631093-202699,DET,2050.0,13,34.0,17.0,77.0,76.0,7.0,153.0,5.0,17.0,25.0,19.0,39.0,27.0,80.0,63.0,1.0,2.0,6.0,22.0,16.0,25.0,11.0,20.0,4.0,49.0,1.0,15.0,29.0,7.0,36.0,2.0,,8.0,10.0,74.0,0.5789473684210527,0.6111111111111112,0.48717948717948717,0.5,0.5378787878787878,0.5,0.5555555555555556,0.5,0.4090909090909091,0.7142857142857143,0.06666666666666667,0.7142857142857143,0.20588235294117646,0.07142857142857142,1.0,107.47317073170733,12.467532467532468,14.342105263157896,12.142857142857142,14.06578947368421,0.25757575757575757,0.29411764705882354,0.3333333333333333,0.8,0.3787878787878788,0.6363636363636364,0.5092530303030304,0.075,7.292307692307692,26.32962962962963,41.0,22.0,12.0,15.0,1.0,2.0,8.0,10.0,7.0,1.0,2.0,,,10.0,11.0,9.0,1.0,3.0,13.0,23.0,44.0,27.0,2.0,10.0,3.0,9.0,8.0,1.0,6.0,6.0,10.0,,8.0,5.0,3.0,6.0,2.0,4.0,3.0,5.0,9.0,,12.0,2.0,5.0,2.0,5.0,42.0,40.0,0.8181818181818182,0.4074074074074074,0.3333333333333333,0.4074074074074074,0.5652173913043478,0.5588235294117647,0.5789473684210527,0.07692307692307693,0.11764705882352941,0.75,0.3157894736842105,0.7142857142857143,,0.6923076923076923,0.7777777777777778,,0.22727272727272727,0.8,0.8571428571428571,0.5,0.10606060606060606,0.030303030303030304,0.5,0.5,1.0,0.4,0.4,0.8,0.4,0.5,,,,0.29411764705882354,0.8,0.4,0.6076875,0.5174147058823529,0.029411764705882353,0.04878048780487805,0.55,0.5324675324675324,,,1.0,3.0,4.0,11.0,1.0,4.0,11.0,,2.0,,,0.36363636363636365,0.5,,0.6,0.3333333333333333,1.0,,,0.3235294117647059,0.36363636363636365,2.0,6.0,6.0,1.0,4.0,1.0,1.0,4.0,3.0,3.0,2.0,3.0,0.06666666666666667,1.0,0.6666666666666666,0.6,0.6,0.2857142857142857,0.2857142857142857,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631093-203501,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Jaden Ivey, Tim Hardaway Jr.","Beasley, Stewart, Cunningham, Ivey, Hardaway Jr.",1627736-1630191-1630595-1631093-203501,DET,176.0,1,3.0,3.0,4.0,4.0,,8.0,2.0,2.0,1.0,3.0,3.0,1.0,9.0,6.0,,,,,6.0,1.0,,,,,,1.0,1.0,,1.0,,,,2.0,9.0,,,1.0,,1.125,,1.125,,0.25,0.3333333333333333,,0.16666666666666666,,,,65.45454545454545,14.75,29.25,14.75,20.25,0.5,1.0,1.0,,0.25,0.5,0.5274,,6.6000000000000005,29.0,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,,0.25,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631105-1631323,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Jalen Duren, Simone Fontecchio","Beasley, Stewart, Cunningham, Duren, Fontecchio",1627736-1630191-1630595-1631105-1631323,DET,66.0,2,1.0,4.0,2.0,3.0,,5.0,,,,2.0,2.0,,5.0,1.0,,,,,4.0,,,,,,,1.0,2.0,,2.0,,,,,5.0,,,1.0,,1.0,,1.25,,,0.5,,0.6666666666666666,,,,109.09090909090908,15.0,12.0,15.0,10.333333333333334,,,,,,1.0,0.54285,,2.55,,,1.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631111-1631204,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Wendell Moore Jr., Marcus Sasser","Beasley, Stewart, Cunningham, Moore Jr., Sasser",1627736-1630191-1630595-1631111-1631204,DET,292.0,2,5.0,-10.0,8.0,9.0,1.0,17.0,1.0,3.0,4.0,3.0,5.0,4.0,12.0,22.0,,,3.0,2.0,4.0,4.0,1.0,2.0,,5.0,1.0,,1.0,1.0,2.0,,,,,9.0,0.3333333333333333,0.3333333333333333,0.6,,0.6666666666666666,1.5,0.6666666666666666,1.5,0.4444444444444444,,0.5,1.0,0.25,0.5,,83.83561643835617,20.0,14.666666666666666,18.0,14.666666666666666,0.3333333333333333,0.3333333333333333,0.5,,0.4444444444444444,0.6666666666666666,0.5094,0.25,4.62,29.5,3.0,,2.0,2.0,,,1.0,1.0,,,,,,2.0,2.0,,1.0,1.0,1.0,2.0,2.0,3.0,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,,,,,,,2.0,3.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,,,1.0,,,1.0,,0.2222222222222222,1.0,1.0,0.5,,,,,,0.5,0.5,0.5,,,,,,0.3333333333333333,1.0,0.5,0.3936,0.4905333333333333,,,0.16666666666666666,0.375,,,1.0,1.0,,1.0,,,1.0,,,,,,,,1.0,1.0,,,,0.3333333333333333,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631111-1631323,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Wendell Moore Jr., Simone Fontecchio","Beasley, Stewart, Cunningham, Moore Jr., Fontecchio",1627736-1630191-1630595-1631111-1631323,DET,36.0,1,1.0,-2.0,1.0,2.0,,3.0,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,120.0,23.0,6.5,23.0,6.5,,,,,,,0.3949,,17.8,,1.0,2.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.3949,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631111-1641842,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Wendell Moore Jr., Ronald Holland II","Beasley, Stewart, Cunningham, Moore Jr., Holland II",1627736-1630191-1630595-1631111-1641842,DET,82.0,1,1.0,3.0,4.0,3.0,1.0,7.0,1.0,2.0,1.0,2.0,4.0,1.0,5.0,2.0,1.0,1.0,2.0,,4.0,1.0,,,,,,1.0,2.0,1.0,3.0,,,,,3.0,,,0.5,1.0,0.4,1.0,0.5,1.0,0.2,1.0,,1.0,0.3333333333333333,,,122.92682926829268,10.75,13.0,10.25,13.0,0.4,0.5,0.5,,0.2,0.6,0.51133,0.4,4.05,26.6,,,1.0,2.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,0.4,0.5,0.5,,,,,,,,,,1.0,1.0,,,,,,,0.6557,,0.2,0.25,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
1627736-1630191-1630595-1631204-1631323,1610612765,"Malik Beasley, Isaiah Stewart, Cade Cunningham, Marcus Sasser, Simone Fontecchio","Beasley, Stewart, Cunningham, Sasser, Fontecchio",1627736-1630191-1630595-1631204-1631323,DET,81.0,1,1.0,1.0,3.0,3.0,,6.0,,,1.0,,,1.0,5.0,4.0,,,,,,1.0,,1.0,,3.0,,,1.0,,1.0,,,,1.0,5.0,,,,,1.5,,0.8333333333333334,,1.0,,,1.0,,,,106.66666666666666,15.666666666666666,11.333333333333334,15.666666666666666,9.666666666666666,,,,,1.0,1.0,0.546,,,26.4,3.0,3.0,,,,,,,,,,,,1.0,1.0,2.0,,,,,5.0,3.0,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,2.0,,4.0,1.0,,,,5.0,3.0,1.0,1.0,,1.0,,1.5,0.8333333333333334,,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,,0.546,0.5,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,2.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2025,2024-25,True
