EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,Arc3FGA,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,FTOffRebounds,DefThreePtRebounds,NonShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Frequency,Arc3Frequency,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Blocked2s,BlockedAtRim,Blocks,ShortMidRangeAssists,ShootingFouls,Offensive Fouls Drawn,DefShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SelfOReb,DeadBallTurnovers,SecondChanceTurnovers,OffShortMidRangeReboundPct,SelfORebPct,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,BlockedShortMidRange,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,OffArc3ReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,Corner3Assists,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls,Loose Ball Fouls Drawn,Transition Take Fouls Drawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,Technical Free Throw Trips,Fg3aBlocked,Charge Fouls Drawn,FG3APctBlocked,Arc3PctBlocked,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,StepOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,SecondChanceCorner3FGA,HeaveAttempts,LongMidRangeAssists,LongMidRangePctAssisted,SecondChanceCorner3Frequency,Travels,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Clear Path Fouls,3pt And 1 Free Throw Trips,Corner3PctBlocked,Blocked3s,BlockedArc3,Charge Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,team_id,year,season,team_vs
1628378-1628386-1629622-1629631-1629660,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, De'Andre Hunter, Ty Jerome","Mitchell, Allen, Strus, Hunter, Jerome",1628378-1628386-1629622-1629631-1629660,CLE,255.0,2,4.0,3.0,9.0,8.0,3.0,4.0,17.0,3.0,4.0,4.0,4.0,7.0,6.0,14.0,11.0,2.0,2.0,1.0,5.0,8.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,2.0,3.0,1.0,14.0,5.0,3.0,0.5714285714285714,1.0,0.5714285714285714,1.0,0.7777777777777778,1.25,0.42857142857142855,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,96.0,12.88888888888889,17.375,12.88888888888889,17.375,0.42857142857142855,0.5714285714285714,1.0,1.0,0.42857142857142855,0.5655142857142857,0.38855,0.4444444444444444,0.375,1.0,0.35714285714285715,5.6571428571428575,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629631-1629731,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, De'Andre Hunter, Dean Wade","Mitchell, Allen, Strus, Hunter, Wade",1628378-1628386-1629622-1629631-1629731,CLE,158.0,1,3.0,3.0,5.0,4.0,,,9.0,1.0,,,2.0,2.0,4.0,8.0,5.0,,,,,2.0,,,1.0,2.0,2.0,4.0,,,,,,,,3.0,5.0,,2.0,,4.0,,,1.0,,0.5,,0.5714285714285714,,,,,0.5,,0.6666666666666666,0.5,,,1.0,82.0253164556962,15.4,20.25,13.0,19.0,0.25,,,,0.75,0.52155,,0.3333333333333333,0.5,,,10.1,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.25,0.25,0.3953,0.5,25.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629631-1630171,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, De'Andre Hunter, Isaac Okoro","Mitchell, Allen, Strus, Hunter, Okoro",1628378-1628386-1629622-1629631-1630171,CLE,103.0,1,2.0,-3.0,4.0,4.0,,,8.0,2.0,,,1.0,2.0,1.0,3.0,6.0,,,,,2.0,,,1.0,2.0,,2.0,,,,,,,1.0,1.0,2.0,,1.0,,3.0,,,0.5,,0.3333333333333333,,0.375,,,,,0.5,,0.6666666666666666,,,0.5,,111.84466019417476,8.25,17.5,8.25,16.0,0.6666666666666666,,,,1.0,0.72905,,0.25,0.3333333333333333,,,1.25,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,,0.3333333333333333,,1.0,,,1.0,0.5,0.5,,,,,0.3333333333333333,,,,23.7,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629631-1630241,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, De'Andre Hunter, Sam Merrill","Mitchell, Allen, Strus, Hunter, Merrill",1628378-1628386-1629622-1629631-1630241,CLE,137.0,1,2.0,,5.0,6.0,,,11.0,,1.0,2.0,1.0,2.0,,2.0,2.0,,,,,,,,1.0,3.0,,3.0,,,,,,,1.0,1.0,,,,,2.0,,,0.5,,0.2,,0.2,,,,,1.0,,1.0,,,,,115.62043795620438,14.2,11.0,14.2,11.0,,0.4,0.5,0.5,0.6,0.48457,,,,,,8.7,,,,,,,3.0,3.0,,,,,2.0,3.0,1.0,1.0,,2.0,,,2.0,,1.0,1.0,,,,0.6,,1.0,,,1.0,,,,,,,,0.6,,,26.3,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629631-1630596,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, De'Andre Hunter, Evan Mobley","Mitchell, Allen, Strus, Hunter, Mobley",1628378-1628386-1629622-1629631-1630596,CLE,24.0,1,,,1.0,,1.0,,1.0,,,1.0,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,60.0,24.0,,24.0,,,1.0,,,,0.3636,0.3636,,,,,4.7,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629636-1630171,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, Darius Garland, Isaac Okoro","Mitchell, Allen, Strus, Garland, Okoro",1628378-1628386-1629622-1629636-1630171,CLE,30.0,1,,-3.0,1.0,1.0,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.0,6.0,24.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629636-1630241,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, Darius Garland, Sam Merrill","Mitchell, Allen, Strus, Garland, Merrill",1628378-1628386-1629622-1629636-1630241,CLE,73.0,1,1.0,,2.0,3.0,,,5.0,,1.0,1.0,1.0,1.0,,5.0,5.0,,,,,2.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,3.0,,,1.0,,0.8333333333333334,,0.8333333333333334,,,,,1.0,,1.0,1.0,,,,98.63013698630138,17.0,13.0,12.5,13.0,,0.3333333333333333,1.0,1.0,0.6666666666666666,0.4855333333333333,,,,,,13.1,,1.0,,,,,2.0,2.0,1.0,1.0,,2.0,,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,0.6666666666666666,,,1.0,,,,,,,,,,0.6666666666666666,,0.4,26.2,1.0,,1.0,,,,1.0,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629636-1630596,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, Darius Garland, Evan Mobley","Mitchell, Allen, Strus, Garland, Mobley",1628378-1628386-1629622-1629636-1630596,CLE,3622.0,5,60.0,1.0,119.0,117.0,15.0,7.0,236.0,25.0,13.0,26.0,31.0,59.0,24.0,140.0,139.0,3.0,4.0,7.0,19.0,32.0,6.0,9.0,23.0,42.0,21.0,63.0,10.0,2.0,12.0,8.0,19.0,2.0,19.0,24.0,29.0,2.0,13.0,,119.0,19.0,15.0,0.5254237288135594,0.75,0.5370370370370371,0.6,0.5737704918032787,0.6785714285714286,0.1016949152542373,0.12,0.631578947368421,0.8214285714285714,0.32142857142857145,0.8723404255319149,0.3220338983050847,0.42857142857142855,1.0,0.8888888888888888,93.82661512976256,15.134453781512605,15.564102564102564,14.134453781512605,15.324786324786325,0.23148148148148148,0.24074074074074073,0.5,0.5416666666666666,0.6851851851851852,0.5342768518518519,0.47919,0.1092436974789916,0.18571428571428572,,0.1357142857142857,7.169491525423729,0.12605042016806722,16.0,18.0,,8.0,13.0,36.0,49.0,7.0,10.0,1.0,21.0,30.0,36.0,15.0,29.0,8.0,72.0,10.0,2.0,18.0,3.0,0.4838709677419355,0.5172413793103449,0.7,0.6666666666666666,0.65625,0.4537037037037037,0.5,0.9473684210526315,0.3225806451612903,0.42857142857142855,1.0,0.72,0.8181818181818182,0.4444444444444444,0.07407407407407407,,,0.12037037037037036,0.3333333333333333,0.56169375,0.15,26.13061224489796,5.0,3.0,5.0,7.0,11.0,1.0,0.6923076923076923,0.9230769230769231,0.5384615384615384,3.0,7.0,3.0,0.3076923076923077,0.05660377358490566,12.0,18.0,12.0,12.0,2.0,5.0,0.3673469387755102,0.3673469387755102,0.2916666666666667,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,5.0,7.0,6.0,1.0,2.0,5.0,2.0,5.0,2.0,5.0,2.0,6.0,42.0,4.0,14.0,8.0,6.0,1.0,8.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,0.7777777777777778,0.4,0.3333333333333333,0.07692307692307693,0.125,0.5,0.25,0.46153846153846156,0.46153846153846156,1.0,0.6666666666666666,0.4666666666666667,0.7142857142857143,0.4,0.3333333333333333,0.4,0.5,0.1,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629660-1629731,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, Ty Jerome, Dean Wade","Mitchell, Allen, Strus, Jerome, Wade",1628378-1628386-1629622-1629660-1629731,CLE,676.0,1,11.0,6.0,24.0,24.0,,,48.0,11.0,5.0,8.0,10.0,19.0,3.0,29.0,23.0,,,,,6.0,3.0,4.0,3.0,10.0,5.0,15.0,1.0,1.0,1.0,,3.0,,4.0,4.0,3.0,1.0,2.0,,25.0,,,0.5263157894736842,,0.52,,0.5576923076923077,,0.15789473684210525,0.2727272727272727,0.3333333333333333,0.6,0.4444444444444444,0.8333333333333334,0.38461538461538464,0.6666666666666666,,,102.24852071005917,14.833333333333334,13.333333333333334,13.875,13.083333333333334,0.44,0.32,0.625,0.625,0.68,0.57796,,0.07692307692307693,0.1,,,4.957894736842105,,4.0,5.0,,,1.0,5.0,6.0,2.0,3.0,,4.0,14.0,5.0,7.0,9.0,3.0,20.0,1.0,,7.0,,0.7,0.875,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.24,,1.0,0.25,,1.0,0.45454545454545453,0.625,0.6,,,,0.04,0.2,0.55625,0.13793103448275862,24.96666666666667,2.0,1.0,2.0,4.0,2.0,,0.75,1.0,0.8,1.0,2.0,1.0,,0.1,1.0,2.0,,1.0,1.0,,0.3333333333333333,0.3333333333333333,0.25,,0.2,0.2,0.2,1.0,1.0,1.0,,,,,,,,,,6.0,4.0,2.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
1628378-1628386-1629622-1629660-1630171,1610612739,"Donovan Mitchell, Jarrett Allen, Max Strus, Ty Jerome, Isaac Okoro","Mitchell, Allen, Strus, Jerome, Okoro",1628378-1628386-1629622-1629660-1630171,CLE,241.0,1,4.0,-2.0,7.0,9.0,3.0,1.0,16.0,2.0,,1.0,2.0,3.0,3.0,13.0,15.0,,,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,3.0,,,,,2.0,2.0,3.0,2.0,3.0,,1.0,,9.0,2.0,3.0,0.6666666666666666,,0.8333333333333334,,0.8571428571428571,1.0,,,,1.0,1.0,0.5,1.0,,,,95.60165975103735,18.0,12.777777777777779,15.857142857142858,12.777777777777779,0.3333333333333333,0.16666666666666666,,,0.8333333333333334,0.62425,,0.14285714285714285,0.25,,0.15384615384615385,4.0,0.42857142857142855,2.0,2.0,,,,3.0,3.0,2.0,2.0,,4.0,2.0,3.0,1.0,3.0,1.0,8.0,1.0,,,,0.5,0.5,1.0,1.0,1.0,0.5,,,1.0,,,1.0,1.0,0.5,,,,,0.5,0.7375,0.3076923076923077,24.933333333333334,,,,,1.0,,1.0,,,,2.0,,1.0,,2.0,2.0,,2.0,,,0.6666666666666666,0.6666666666666666,1.0,,0.6666666666666666,0.6666666666666666,0.6666666666666666,2.0,2.0,,,,,,,,,,,6.0,,2.0,2.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,1.0,1.0,1.0,0.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2025,2024-25,False
