EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,OffPoss,PenaltyOffPoss,TotalPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,Points,OpponentPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,DefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,FG2M,FG2A,SecondChanceFG3A,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Turnovers,ShootingFouls,Offensive Fouls,FoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,SecondChanceCorner3Frequency,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,PtsUnassisted2s,Corner3Assists,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,DefAtRimReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceArc3FGA,OffThreePtRebounds,LostBallSteals,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsUnassisted3s,PtsPutbacks,ShortMidRangeAssists,LongMidRangeAssists,FTDefRebounds,SelfOReb,SecondChanceTurnovers,Offensive Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChancePointsPct,HeaveAttempts,OffCorner3ReboundPct,Loose Ball Fouls,SecondChanceFtPoints,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Technical Free Throw Trips,Blocked3s,BlockedArc3,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FTOffRebounds,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,OffFTReboundPct,Travels,Charge Fouls,Charge Fouls Drawn,BlockedCorner3,SecondChanceAtRimPctAssisted,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedLongMidRange,3pt And 1 Free Throw Trips,OffensiveGoaltends,Defensive 3 Seconds Violations,HeaveMakes,team_id,year,season,team_vs
1627936-1628392-1628983-1629026-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Kenrich Williams, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Williams, Joe",1627936-1628392-1628983-1629026-1630198,OKC,14.0,1,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.5,1.5,1.0,102.85714285714286,9.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.49875,0.49875,1.0,25.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1630198,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Isaiah Joe","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Joe",1627936-1628392-1628983-1629652-1630198,OKC,328.0,2,-3.0,11.0,,21.0,1.0,3.0,,,1.0,4.0,7.0,10.0,,,,3.0,3.0,1.0,1.0,3.0,1.0,7.0,3.0,7.0,,,,1.0,0.25,,0.25,0.4375,,0.4375,,0.5,92.1951219512195,15.727272727272727,15.363636363636363,0.375,0.3333333333333333,0.3333333333333333,1.0,,,0.875,0.3333333333333333,0.555925,,,25.075,,5.0,10.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0,1.0,6.0,1.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,1.0,0.25,0.75,0.5,1.0,0.8333333333333334,0.2,1.0,1.0,1.0,1.0,15.5,15.4,0.375,0.6666666666666666,1.0,1.0,0.125,0.125,1.0,0.5154,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Wiggins",1627936-1628392-1628983-1629652-1630598,OKC,531.0,4,-4.0,19.0,5.0,37.0,3.0,5.0,1.0,2.0,5.0,9.0,20.0,24.0,2.0,3.0,6.0,15.0,5.0,3.0,5.0,6.0,3.0,17.0,5.0,20.0,6.0,5.0,,1.0,0.5555555555555556,0.6666666666666666,0.5555555555555556,0.6785714285714286,1.0,0.6666666666666666,1.0,0.6428571428571429,100.33898305084746,14.631578947368421,14.368421052631579,0.35714285714285715,0.6,0.6,1.0,0.6666666666666666,0.5,0.8571428571428571,0.6,0.5432464285714286,0.506,0.3,25.644444444444446,0.2631578947368421,9.0,18.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,7.0,2.0,5.0,,,7.0,,3.0,2.0,0.5,0.5,0.4,0.2,0.3333333333333333,,0.2857142857142857,0.75,0.3333333333333333,0.75,0.75,0.16666666666666666,0.5,1.0,0.5,1.0,14.055555555555555,14.055555555555555,0.21428571428571427,0.3333333333333333,0.5,1.0,0.07142857142857142,0.2857142857142857,1.0,0.456,6.3,12.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.07142857142857142,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,1.0,0.06666666666666667,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1631096,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Chet Holmgren","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Holmgren",1627936-1628392-1628983-1629652-1631096,OKC,212.0,1,-1.0,6.0,,12.0,,4.0,,,,4.0,3.0,4.0,,,,,4.0,,,,,,1.0,3.0,,,,,,,,0.16666666666666666,,0.21428571428571427,,0.6666666666666666,81.50943396226415,15.833333333333334,13.166666666666666,0.6666666666666666,,,,,,1.0,,0.544525,,,26.125,,4.0,6.0,1.0,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,3.0,3.0,1.0,4.0,,1.0,,,1.0,1.0,,1.0,,,0.5,,,,,1.0,,,0.75,0.2,,1.0,1.0,,19.5,18.0,0.3333333333333333,0.5,0.5,,,,,,3.3,,,,,,,1.0,2.0,,1.0,,1.0,,,2.0,1.0,,,,,,1.0,,,,,,,,,,,0.14285714285714285,0.3333333333333333,1.0,1.0,1.0,0.25,0.25,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Williams",1627936-1628392-1628983-1629652-1631114,OKC,2398.0,14,5.0,75.0,24.0,155.0,5.0,17.0,2.0,4.0,10.0,29.0,90.0,85.0,3.0,8.0,31.0,24.0,17.0,5.0,8.0,18.0,3.0,44.0,14.0,83.0,31.0,24.0,1.0,0.8,0.3448275862068966,0.375,0.3448275862068966,0.5862068965517241,0.5588235294117647,0.6428571428571429,0.6458333333333334,0.5,93.07756463719765,15.56,15.44,0.29310344827586204,0.29411764705882354,0.29411764705882354,0.6,0.23529411764705882,0.5,0.7068965517241379,0.29411764705882354,0.5466775862068965,0.5297529411764706,0.34444444444444444,25.227586206896554,0.32,40.0,80.0,6.0,10.0,12.0,9.0,12.0,,19.0,29.0,1.0,20.0,1.0,10.0,6.0,3.0,15.0,12.0,28.0,6.0,34.0,6.0,6.0,2.0,1.0,12.0,8.0,3.0,22.0,0.5263157894736842,0.5882352941176471,0.6551724137931034,0.034482758620689655,0.08333333333333333,,0.5,0.75,0.3,0.7894736842105263,0.7714285714285715,0.20689655172413793,,0.8888888888888888,0.3333333333333333,0.75,15.3875,14.3625,0.20689655172413793,0.8333333333333334,0.9090909090909091,0.6,0.15517241379310345,0.20689655172413793,,0.6297,7.982758620689655,21.0,5.0,8.0,5.0,1.0,4.0,22.0,18.0,5.0,11.0,9.0,1.0,4.0,2.0,24.0,8.0,1.0,,1.0,1.0,,0.75,0.8,1.0,0.13793103448275862,0.625,0.625,0.4166666666666667,0.4166666666666667,1.0,0.23529411764705882,0.25,0.12121212121212122,0.21621621621621623,1.0,3.0,2.0,0.15789473684210525,0.25,0.25,2.0,3.0,2.0,3.0,4.0,1.0,2.0,3.0,1.0,7.0,5.0,9.0,12.0,6.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,1.0,4.0,1.0,0.6666666666666666,0.5555555555555556,0.875,0.875,1.0,0.4,0.3333333333333333,0.03571428571428571,0.4444444444444444,0.4444444444444444,0.5,0.4,0.75,0.6666666666666666,1.0,1.0,0.17647058823529413,0.6666666666666666,0.07777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1629652-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Luguentz Dort, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Dort, Wallace",1627936-1628392-1628983-1629652-1641717,OKC,385.0,4,3.0,14.0,7.0,26.0,1.0,4.0,,3.0,2.0,6.0,12.0,9.0,1.0,5.0,7.0,6.0,3.0,1.0,2.0,3.0,1.0,8.0,2.0,12.0,7.0,7.0,,1.0,0.3333333333333333,0.2,0.4,0.38461538461538464,0.3125,0.42857142857142855,0.3888888888888889,0.46153846153846156,97.24675324675324,15.0,14.357142857142858,0.3076923076923077,0.25,0.25,1.0,0.375,,0.7692307692307693,0.3333333333333333,0.5281125,0.5304642857142857,0.5833333333333334,33.65,0.5,6.0,12.0,1.0,,4.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,1.0,1.0,,,5.0,2.0,8.0,2.0,10.0,1.0,2.0,1.0,,3.0,,1.0,3.0,0.5,0.5,0.2857142857142857,0.14285714285714285,0.25,,0.3333333333333333,0.6666666666666666,,0.8333333333333334,0.7777777777777778,0.25,,0.5,,1.0,14.583333333333334,12.666666666666666,0.3076923076923077,,,,0.15384615384615385,0.15384615384615385,0.5,,6.7,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,,,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,0.75,,0.07692307692307693,1.0,1.0,0.5,0.5,1.0,0.25,0.5,0.07142857142857142,0.125,,2.0,,0.6666666666666666,0.5,,,1.0,,2.0,1.0,,,1.0,,,1.0,3.0,2.0,,,1.0,,1.0,,,1.0,,,,,,0.3333333333333333,,,1.0,,,,0.5,0.5,1.0,,0.5,,,,0.25,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1630598,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Aaron Wiggins","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wiggins",1627936-1628392-1628983-1630198-1630598,OKC,114.0,1,-5.0,4.0,2.0,9.0,,,,,,1.0,4.0,9.0,,,2.0,,,,,,,,2.0,4.0,2.0,2.0,,,,,,0.5,0.5,0.5,0.5,0.25,113.6842105263158,17.0,17.0,,,,,,,0.5,,0.52825,0.40945,0.5,23.3,0.5,2.0,5.0,,1.0,1.0,2.0,1.0,,2.0,3.0,,,1.0,,,,,,,,,,,,,,2.0,,1.0,,,0.6666666666666666,0.3333333333333333,,0.5,,,,,,,,,,,9.2,9.2,0.25,1.0,1.0,,0.5,0.25,,,5.633333333333333,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,0.5,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1631096,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Chet Holmgren","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Holmgren",1627936-1628392-1628983-1630198-1631096,OKC,216.0,1,-1.0,8.0,4.0,16.0,1.0,3.0,,2.0,2.0,5.0,6.0,7.0,,3.0,,6.0,3.0,1.0,2.0,2.0,1.0,6.0,1.0,6.0,,4.0,,1.0,0.4,,0.4,0.375,,0.375,,0.625,106.66666666666666,13.125,12.5,0.375,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.625,0.3333333333333333,0.51488125,0.5342,,25.04,0.5,4.0,8.0,1.0,,,1.0,2.0,,,3.0,,,1.0,,,1.0,2.0,2.0,5.0,1.0,6.0,,1.0,,,1.0,,,1.0,,,,0.3333333333333333,,1.0,,1.0,0.3333333333333333,0.6666666666666666,0.8,0.16666666666666666,,1.0,,,13.875,13.875,,,,,0.125,0.25,,,12.966666666666667,1.0,,2.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,0.6666666666666666,,0.25,,,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1631114,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Jalen Williams","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Williams",1627936-1628392-1628983-1630198-1631114,OKC,123.0,1,,3.0,,6.0,,,,,,1.0,2.0,2.0,,,,,,,,,,,2.0,2.0,,,,,,,,,,0.3333333333333333,,0.5,70.2439024390244,12.0,12.0,,,,,,,1.0,,0.6525,,,22.5,,2.0,3.0,,,1.0,,1.0,,,1.0,,,,,,,,2.0,2.0,,2.0,,,,,,,,1.0,,,,,,,,0.5,,,0.5,,,0.5,,,29.0,19.666666666666668,0.5,,,,,0.5,,,1.6,,,,,,,2.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
1627936-1628392-1628983-1630198-1641717,1610612760,"Alex Caruso, Isaiah Hartenstein, Shai Gilgeous-Alexander, Isaiah Joe, Cason Wallace","Caruso, Hartenstein, Gilgeous-Alexander, Joe, Wallace",1627936-1628392-1628983-1630198-1641717,OKC,660.0,6,,24.0,10.0,50.0,,2.0,,1.0,2.0,6.0,28.0,28.0,2.0,3.0,14.0,6.0,2.0,,2.0,5.0,,12.0,4.0,27.0,14.0,10.0,,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.7,0.875,0.5,109.0909090909091,12.708333333333334,12.5,0.16666666666666666,,,,0.2,,0.5833333333333334,,0.5078083333333333,0.5277999999999999,0.5,23.866666666666664,0.4166666666666667,11.0,26.0,1.0,1.0,1.0,5.0,4.0,,5.0,6.0,,6.0,,3.0,1.0,,7.0,4.0,11.0,,11.0,4.0,1.0,3.0,,5.0,3.0,,11.0,0.6,0.6,0.8333333333333334,,,,0.8,0.5,,0.7,0.6111111111111112,,,0.3333333333333333,1.0,0.5,13.653846153846153,12.346153846153847,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,0.3333333333333333,,,8.35,6.0,,,2.0,2.0,2.0,12.0,4.0,2.0,1.0,1.0,,1.0,3.0,17.0,7.0,1.0,1.0,1.0,1.0,,,0.8333333333333334,1.0,,,,0.5,0.5,1.0,0.4,1.0,0.3888888888888889,0.5833333333333334,,,,,,,,,,,4.0,,,,,1.0,2.0,2.0,4.0,,,2.0,,,,,,2.0,,2.0,,,1.0,,0.5,,,,,0.8,0.8,0.5,,,,,,,,0.03571428571428571,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2025,2024-25,True
