EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGA,PenaltyArc3FGA,PenaltyFG3A,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,FTDefRebounds,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefFTReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimPctAssisted,Arc3Frequency,PenaltyArc3Frequency,SecondChanceOffPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg3aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffRebounds,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChancePointsPct,DefLongMidRangeReboundPct,OffTwoPtRebounds,OffTwoPtReboundPct,OffShortMidRangeReboundPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyCorner3FGA,SecondChanceFG2M,SecondChanceFG2A,PtsUnassisted3s,PtsPutbacks,HeaveMakes,HeaveAttempts,LongMidRangeAssists,Transition Take Fouls,Charge Fouls Drawn,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,SecondChanceFg2Pct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyCorner3Frequency,SecondChanceShotQualityAvg,Corner3FGM,Corner3Assists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,BlockedAtRim,BlockedLongMidRange,AtRimPctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceTurnovers,SelfOReb,Travels,2pt And 1 Free Throw Trips,SelfORebPct,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,DefensiveGoaltends,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffAtRimReboundPct,SecondChanceFtPoints,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,OffensiveGoaltends,team_id,year,season,team_vs
1629020-1629029-1629216-1630559-2544,1610612747,"Jarred Vanderbilt, Luka Dončić, Gabe Vincent, Austin Reaves, LeBron James","Vanderbilt, Dončić, Vincent, Reaves, James",1629020-1629029-1629216-1630559-2544,LAL,243.0,3,4.0,-1.0,9.0,10.0,5.0,6.0,19.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,10.0,11.0,4.0,4.0,1.0,9.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,1.0,10.0,9.0,5.0,1.0,0.8,1.0,0.6666666666666666,1.0,0.6428571428571429,1.0,0.16666666666666666,0.2,0.5,1.0,0.5,0.5,0.5,1.0,1.0,112.5925925925926,11.333333333333334,14.1,11.333333333333334,13.9,0.5,1.0,1.0,0.3333333333333333,0.5,1.0,0.16666666666666666,0.75,1.0,0.6666666666666666,0.5603083333333333,0.605675,0.14285714285714285,0.16666666666666666,0.9,5.2,22.1,0.5555555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629060-1629216-1630559-2544,1610612747,"Dorian Finney-Smith, Rui Hachimura, Gabe Vincent, Austin Reaves, LeBron James","Finney-Smith, Hachimura, Vincent, Reaves, James",1627827-1629060-1629216-1630559-2544,LAL,319.0,3,5.0,-8.0,11.0,11.0,2.0,2.0,22.0,2.0,2.0,,,,3.0,1.0,2.0,5.0,4.0,,4.0,12.0,,1.0,,,2.0,1.0,1.0,2.0,4.0,4.0,1.0,,,,,2.0,,1.0,3.0,1.0,2.0,1.0,,,,4.0,,2.0,,0.4,,0.2222222222222222,,0.2222222222222222,,0.4444444444444444,0.2,0.3333333333333333,,1.0,1.0,1.0,,,99.3103448275862,14.727272727272727,14.272727272727273,14.727272727272727,12.818181818181818,0.2222222222222222,1.0,1.0,0.3333333333333333,,,0.1111111111111111,,,0.6666666666666666,0.4854833333333333,0.421825,,,,4.88,25.25,0.18181818181818182,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629029-1629060-1629216-2544,1610612747,"Dorian Finney-Smith, Luka Dončić, Rui Hachimura, Gabe Vincent, LeBron James","Finney-Smith, Dončić, Hachimura, Vincent, James",1627827-1629029-1629060-1629216-2544,LAL,378.0,3,6.0,-5.0,12.0,11.0,8.0,7.0,23.0,2.0,2.0,1.0,1.0,,1.0,,3.0,4.0,6.0,3.0,12.0,17.0,2.0,3.0,1.0,8.0,6.0,,1.0,2.0,4.0,5.0,,,,,,1.0,1.0,2.0,4.0,1.0,4.0,1.0,4.0,,2.0,9.0,8.0,8.0,1.0,0.75,0.6666666666666666,0.45,0.5,0.5,0.5,0.6,,,,1.0,0.5,0.75,,1.0,87.61904761904762,18.666666666666668,14.0,18.0,13.545454545454545,0.2,1.0,1.0,0.1,,,,0.14285714285714285,1.0,0.8,0.5185,0.5133071428571429,0.16666666666666666,0.3333333333333333,0.6666666666666666,6.725,25.383333333333336,0.6666666666666666,6.0,4.0,4.0,,6.0,,1.0,,3.0,1.0,,1.0,1.0,,,,1.0,1.0,,,0.6,0.5714285714285714,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.25,0.16666666666666666,1.5,1.5,0.16666666666666666,0.16666666666666666,0.2,0.16666666666666666,0.2,0.1,1.0,1.0,0.16666666666666666,0.2,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629020-1629029-1629216-1630692,1610612747,"Dorian Finney-Smith, Jarred Vanderbilt, Luka Dončić, Gabe Vincent, Jordan Goodwin","Finney-Smith, Vanderbilt, Dončić, Vincent, Goodwin",1627827-1629020-1629029-1629216-1630692,LAL,95.0,1,2.0,1.0,3.0,4.0,3.0,4.0,7.0,,,,,,,,,,3.0,,3.0,2.0,,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,3.0,3.0,3.0,,,,0.5,0.5,0.5,0.5,1.0,,,,1.0,,1.0,1.0,,106.10526315789474,16.333333333333332,11.5,16.333333333333332,11.5,,,,,,,,,,1.0,0.419,0.419,,,1.0,,28.133333333333336,1.0,3.0,3.0,3.0,,3.0,,1.0,,3.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,,,,1.0,3.0,1.0,,1.0,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629029-1629060-1630559-1630692,1610612747,"Dorian Finney-Smith, Luka Dončić, Rui Hachimura, Austin Reaves, Jordan Goodwin","Finney-Smith, Dončić, Hachimura, Reaves, Goodwin",1627827-1629029-1629060-1630559-1630692,LAL,98.0,1,2.0,,3.0,3.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,,2.0,,,1.0,1.0,2.0,2.0,,,,,,1.0,1.0,,,,,,,,,2.0,2.0,3.0,,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,,,1.0,0.5,0.6666666666666666,,1.0,88.16326530612245,11.333333333333334,21.333333333333332,11.333333333333334,16.0,0.5,1.0,1.0,,,,,0.5,1.0,1.0,0.567825,0.567825,,,1.0,2.7,28.3,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,,1.0,1.0,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1629020-1629029-1629060-1630559-2544,1610612747,"Jarred Vanderbilt, Luka Dončić, Rui Hachimura, Austin Reaves, LeBron James","Vanderbilt, Dončić, Hachimura, Reaves, James",1629020-1629029-1629060-1630559-2544,LAL,40.0,1,1.0,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,,1.0,,2.0,,1.0,1.0,,,,,,,,0.25,,,1.0,1.0,,1.0,,1.0,,,72.0,24.0,16.0,24.0,16.0,,,,1.0,,,,,,,0.4294,,0.5,0.5,,5.1,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629029-1629216-1630559-2544,1610612747,"Dorian Finney-Smith, Luka Dončić, Gabe Vincent, Austin Reaves, LeBron James","Finney-Smith, Dončić, Vincent, Reaves, James",1627827-1629029-1629216-1630559-2544,LAL,522.0,5,9.0,20.0,21.0,16.0,9.0,11.0,37.0,6.0,6.0,3.0,3.0,2.0,4.0,1.0,9.0,11.0,8.0,4.0,34.0,14.0,3.0,4.0,2.0,14.0,10.0,1.0,4.0,4.0,8.0,9.0,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,,6.0,,4.0,,2.0,32.0,14.0,9.0,1.0,0.8181818181818182,0.75,0.7894736842105263,0.75,0.8095238095238095,0.7777777777777778,0.42105263157894735,0.09090909090909091,0.25,1.0,1.0,0.8,0.8888888888888888,1.0,,102.06896551724138,12.80952380952381,15.8125,12.80952380952381,15.75,0.3157894736842105,1.0,1.0,0.21052631578947367,0.5,0.6666666666666666,0.05263157894736842,0.375,1.0,0.7368421052631579,0.5097805555555556,0.5439857142857143,0.09523809523809523,0.15384615384615385,0.4117647058823529,5.9363636363636365,28.5875,0.42857142857142855,7.0,3.0,4.0,8.0,5.0,4.0,6.0,3.0,14.0,,1.0,,,,0.4444444444444444,0.5,,1.0,0.8,0.5,0.3684210526315789,0.375,1.0,1.0,1.0,4.0,,,2.0,4.0,,,2.0,2.0,6.0,3.0,,2.0,2.0,,1.0,0.5,0.5,,0.5,0.42857142857142855,1.0,1.0,,,,0.2,,0.05263157894736842,1.0,1.0,0.5714285714285714,0.5714285714285714,0.5,,,,0.6666666666666666,0.6,0.058823529411764705,,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.125,0.5266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629029-1629060-1629216-1630559,1610612747,"Dorian Finney-Smith, Luka Dončić, Rui Hachimura, Gabe Vincent, Austin Reaves","Finney-Smith, Dončić, Hachimura, Vincent, Reaves",1627827-1629029-1629060-1629216-1630559,LAL,953.0,3,16.0,-8.0,32.0,33.0,9.0,11.0,65.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,10.0,18.0,2.0,30.0,38.0,4.0,6.0,,8.0,4.0,1.0,7.0,7.0,15.0,17.0,1.0,1.0,2.0,,2.0,5.0,,6.0,7.0,,4.0,,2.0,,1.0,27.0,8.0,9.0,,0.5,0.6666666666666666,0.5,0.4444444444444444,0.5172413793103449,0.4444444444444444,0.6428571428571429,0.1,,0.4,0.7777777777777778,0.6363636363636364,0.7,0.8333333333333334,0.6666666666666666,98.21615949632739,14.875,14.454545454545455,14.84375,13.181818181818182,0.14285714285714285,0.75,1.0,0.17857142857142858,0.4,0.4,0.17857142857142858,0.4444444444444444,0.75,0.7857142857142857,0.5424410714285715,0.5594666666666667,0.034482758620689655,0.09090909090909091,0.26666666666666666,7.359999999999999,25.633333333333333,0.28125,13.0,2.0,3.0,6.0,13.0,3.0,9.0,2.0,24.0,1.0,,3.0,1.0,,0.6,0.6,1.0,1.0,0.625,0.6666666666666666,0.4642857142857143,0.2222222222222222,1.0,,1.0,4.0,1.0,1.0,,6.0,1.0,1.0,3.0,,18.0,4.0,1.0,6.0,4.0,2.0,2.0,1.0,0.3333333333333333,1.0,,0.3333333333333333,1.5,1.5,0.05555555555555555,,0.16666666666666666,0.11764705882352941,0.1111111111111111,0.03571428571428571,,,0.3076923076923077,0.3076923076923077,1.0,1.0,1.0,1.0,,0.3076923076923077,0.1,,,,,,,1.0,,,,,,,,,,1.0,2.0,,2.0,,,,,,,0.1111111111111111,,2.0,2.0,1.0,2.0,1.0,1.0,0.25,0.2,0.3333333333333333,0.5,0.4,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629020-1629029-1629216-1630559,1610612747,"Dorian Finney-Smith, Jarred Vanderbilt, Luka Dončić, Gabe Vincent, Austin Reaves","Finney-Smith, Vanderbilt, Dončić, Vincent, Reaves",1627827-1629020-1629029-1629216-1630559,LAL,379.0,4,6.0,11.0,14.0,13.0,3.0,4.0,27.0,3.0,3.0,,,,1.0,1.0,3.0,5.0,7.0,4.0,22.0,11.0,,,2.0,5.0,,,5.0,1.0,6.0,6.0,1.0,1.0,,,,,,1.0,1.0,,2.0,,4.0,,2.0,22.0,5.0,3.0,,0.6,,0.75,0.75,0.7857142857142857,0.8333333333333334,0.5833333333333334,,,,0.3333333333333333,1.0,0.75,0.3333333333333333,1.0,102.58575197889182,12.785714285714286,15.384615384615385,12.785714285714286,15.0,0.25,1.0,1.0,0.08333333333333333,,,0.08333333333333333,,,0.8333333333333334,0.5732625,0.5457,0.14285714285714285,0.2857142857142857,0.22727272727272727,6.36,25.928571428571427,0.21428571428571427,6.0,1.0,2.0,6.0,6.0,3.0,4.0,3.0,9.0,,,,,,1.0,1.0,,,1.0,1.0,0.5,0.5,,,1.0,4.0,,,1.0,4.0,,,,1.0,3.0,4.0,1.0,1.0,1.0,,,0.25,0.5714285714285714,,0.5,0.5714285714285714,,,0.14285714285714285,0.16666666666666666,,,,0.08333333333333333,,,0.6666666666666666,0.8,0.25,,,,1.0,0.6666666666666666,,,,,,,,1.0,,,9.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
1627827-1629020-1629029-1629060-1630559,1610612747,"Dorian Finney-Smith, Jarred Vanderbilt, Luka Dončić, Rui Hachimura, Austin Reaves","Finney-Smith, Vanderbilt, Dončić, Hachimura, Reaves",1627827-1629020-1629029-1629060-1630559,LAL,152.0,1,3.0,-1.0,5.0,5.0,,5.0,10.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,,4.0,5.0,,,,,2.0,,2.0,,2.0,3.0,,,2.0,1.0,1.0,2.0,,1.0,1.0,,,,,,,4.0,,,,1.0,,0.5,,0.5,,0.5,,,1.0,,0.6666666666666666,0.4,,,94.73684210526316,12.0,18.4,12.0,15.6,0.25,1.0,1.0,0.25,1.0,1.0,0.25,,,0.75,0.547275,,,,,6.3,25.95,,1.0,,,2.0,1.0,1.0,1.0,1.0,2.0,,,,,,0.5,0.5,,,1.0,1.0,0.25,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2025,2024-25,False
