EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,DefThreePtRebounds,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,ShortMidRangeFGM,PtsUnassisted2s,ShortMidRangeAssists,DefTwoPtRebounds,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,SecondChancePoints,Fg2aBlocked,LiveBallTurnovers,LostBallTurnovers,TwoPtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PtsUnassisted3s,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,LongMidRangeFGA,SecondChanceFG2M,SecondChanceFtPoints,PtsPutbacks,SelfOReb,LostBallSteals,BadPassTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,SecondChanceFg2Pct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,SecondChanceAtRimFGM,LongMidRangeFGM,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,AtRimPctBlocked,Arc3PctBlocked,OffAtRimReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,Charge Fouls,Charge Fouls Drawn,RecoveredBlocks,DefAtRimReboundPct,BlocksRecoveredPct,DefensiveGoaltends,Corner3PctBlocked,LongMidRangeAssists,LongMidRangePctAssisted,Loose Ball Fouls,SecondChanceTurnovers,BlockedShortMidRange,3SecondViolations,StepOutOfBoundsTurnovers,Offensive Fouls Drawn,FTOffRebounds,OffFTReboundPct,LostBallOutOfBoundsTurnovers,HeaveMakes,HeaveAttempts,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,LongMidRangePctBlocked,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedArc3,SecondChanceAtRimPctAssisted,SecondChanceCorner3FGM,Travels,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,BlockedLongMidRange,Technical Free Throw Trips,Transition Take Fouls,Transition Take Fouls Drawn,OffensiveGoaltends,Defensive 3 Seconds Violations,Clear Path Fouls,team_id,year,season,team_vs
1626168-1627734-1628365-1628370-201942,1610612758,"Trey Lyles, Domantas Sabonis, Markelle Fultz, Malik Monk, DeMar DeRozan","Lyles, Sabonis, Fultz, Monk, DeRozan",1626168-1627734-1628365-1628370-201942,SAC,214.0,1,4.0,1.0,8.0,8.0,8.0,8.0,2.0,16.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,9.0,8.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,9.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,9.0,9.0,8.0,1.0,1.0,1.0,1.0,0.4,0.4,0.4,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,0.5,0.625,1.0,0.5,0.3333333333333333,0.4,1.0,0.5,107.66355140186916,17.0,9.75,15.875,9.75,0.25,0.5,0.5,1.0,0.125,0.375,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,1.0,0.5,0.5,0.25,0.5,0.375,0.3333333333333333,0.25,0.5,0.875,0.5,0.50543125,0.4321,0.50543125,1.0,3.6999999999999997,25.44,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628365-1628370-203897,1610612758,"Trey Lyles, Domantas Sabonis, Markelle Fultz, Malik Monk, Zach LaVine","Lyles, Sabonis, Fultz, Monk, LaVine",1626168-1627734-1628365-1628370-203897,SAC,75.0,1,1.0,2.0,2.0,3.0,,,,5.0,1.0,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,2.0,,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,1.0,2.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,2.0,,,,1.0,1.0,,,,,1.0,,0.5,,0.5,,0.5,,,,,,,96.0,13.0,16.333333333333332,13.0,14.666666666666666,0.5,1.0,1.0,1.0,,,,,,0.5,,,,,,,,,,,,1.0,,0.598625,,,,2.2,25.5,,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628365-1631222-201942,1610612758,"Trey Lyles, Domantas Sabonis, Markelle Fultz, Jake LaRavia, DeMar DeRozan","Lyles, Sabonis, Fultz, LaRavia, DeRozan",1626168-1627734-1628365-1631222-201942,SAC,164.0,1,3.0,,5.0,5.0,,,,10.0,1.0,1.0,,,,2.0,,,,,1.0,1.0,,,,3.0,3.0,1.0,1.0,,9.0,9.0,,,,,,,,,4.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,7.0,,,,1.0,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,,,9.0,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,,1.0,1.0,,1.125,,1.125,,0.25,,,,,,,87.80487804878048,14.2,18.6,14.2,18.2,0.25,1.0,1.0,1.0,0.5,,,,,0.25,1.0,1.0,1.0,,,,,,,,,0.5,1.0,0.492175,,,,4.766666666666667,27.6,,,,0.5,,2.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628370-1628989,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Kevin Huerter","Lyles, Sabonis, Fox, Monk, Huerter",1626168-1627734-1628368-1628370-1628989,SAC,173.0,3,3.0,1.0,6.0,6.0,,,1.0,12.0,,,,,,1.0,,,,,2.0,3.0,1.0,,,,1.0,2.0,3.0,2.0,8.0,7.0,,1.0,,,,,,,,6.0,3.0,2.0,,2.0,2.0,2.0,,,6.0,,,,3.0,,3.0,,,,,1.0,,,,1.0,2.0,,5.0,,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,0.75,,0.8,,0.75,,,,,,,99.88439306358381,13.833333333333334,15.0,11.5,12.833333333333334,,,,,0.25,,,,,0.75,0.6666666666666666,0.6666666666666666,1.0,,1.0,,,,,,,0.75,0.6666666666666666,0.4834125,0.4947,,,7.5,27.333333333333332,,3.0,1.0,0.75,1.0,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.0,1.0,1.0,1.0,0.2,0.5,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628370-1629162,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Jordan McLaughlin","Lyles, Sabonis, Fox, Monk, McLaughlin",1626168-1627734-1628368-1628370-1629162,SAC,125.0,1,2.0,2.0,5.0,4.0,,4.0,,9.0,2.0,3.0,,,,,,,,,1.0,2.0,,,,2.0,3.0,1.0,2.0,1.0,8.0,6.0,,,,,,,,,2.0,,2.0,1.0,1.0,,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,1.0,2.0,1.0,,8.0,,,,0.5,0.5,,0.5,,0.5,0.6666666666666666,,0.7,,0.8,,0.4,,,,,,,103.67999999999999,14.4,13.25,14.4,12.75,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,0.4,0.5,0.5,,,,,,,,,,1.0,0.5,0.57811,,,,2.2333333333333334,27.95,,1.0,0.5,0.5,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,0.2,0.3333333333333333,,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628370-1631099,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Keegan Murray","Lyles, Sabonis, Fox, Monk, Murray",1626168-1627734-1628368-1628370-1631099,SAC,651.0,6,11.0,-7.0,19.0,24.0,11.0,22.0,3.0,43.0,1.0,1.0,,1.0,1.0,5.0,,1.0,,1.0,4.0,10.0,,2.0,7.0,2.0,7.0,4.0,11.0,6.0,22.0,29.0,2.0,,1.0,2.0,2.0,8.0,6.0,14.0,2.0,6.0,10.0,4.0,1.0,2.0,3.0,2.0,,1.0,8.0,2.0,3.0,1.0,8.0,5.0,13.0,2.0,1.0,,1.0,4.0,1.0,3.0,5.0,5.0,6.0,1.0,16.0,14.0,11.0,1.0,0.5,1.0,0.5,0.36363636363636365,0.25,0.36363636363636365,0.2857142857142857,0.5,0.4444444444444444,0.4,0.5238095238095238,0.5384615384615384,0.6111111111111112,1.0,0.6,0.4,0.5,0.5,1.0,95.11520737327189,19.36842105263158,11.791666666666666,18.42105263157895,11.166666666666666,0.05555555555555555,1.0,1.0,1.0,0.2777777777777778,0.05555555555555555,,,,0.5555555555555556,0.4,0.4,0.5,,,0.1,1.0,0.1,,0.7,0.2857142857142857,0.6666666666666666,0.4,0.5056852941176471,0.45805,0.5380111111111111,0.6363636363636364,8.571428571428571,26.972727272727273,0.5789473684210527,3.0,0.6,0.5833333333333334,0.6,1.0,2.0,,4.0,0.5714285714285714,1.0,0.2,0.2,,,,6.0,,3.0,1.0,2.0,,0.5,0.75,,,0.75,,,0.1,0.2222222222222222,0.2727272727272727,6.0,,,,1.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.25,0.6666666666666666,0.1,0.05555555555555555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628370-1631165,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Keon Ellis","Lyles, Sabonis, Fox, Monk, Ellis",1626168-1627734-1628368-1628370-1631165,SAC,1272.0,7,21.0,-5.0,43.0,42.0,10.0,25.0,4.0,85.0,6.0,9.0,3.0,2.0,3.0,7.0,2.0,8.0,1.0,3.0,6.0,13.0,1.0,1.0,3.0,12.0,18.0,8.0,21.0,3.0,51.0,56.0,3.0,2.0,2.0,3.0,2.0,6.0,,10.0,6.0,24.0,13.0,6.0,3.0,8.0,11.0,6.0,2.0,2.0,30.0,4.0,1.0,1.0,10.0,5.0,15.0,4.0,1.0,,2.0,8.0,4.0,10.0,17.0,9.0,4.0,,47.0,10.0,10.0,,0.25,0.25,1.0,0.38095238095238093,0.3333333333333333,0.38095238095238093,0.6666666666666666,0.6666666666666666,0.6153846153846154,0.5555555555555556,0.6538461538461539,0.5555555555555556,0.5384615384615384,1.0,0.16666666666666666,0.3076923076923077,0.2631578947368421,,,96.22641509433963,16.74418604651163,13.142857142857142,16.069767441860463,13.047619047619047,0.23076923076923078,0.6666666666666666,0.75,0.3333333333333333,0.1794871794871795,0.20512820512820512,0.25,0.25,1.0,0.3333333333333333,0.46153846153846156,0.5,1.0,0.6,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.7692307692307693,0.46153846153846156,0.5348128205128205,0.5251,0.5379444444444444,0.19607843137254902,6.061111111111111,25.085714285714282,0.23255813953488372,6.0,0.8571428571428571,0.6923076923076923,0.8,4.0,18.0,1.0,3.0,0.5,,0.5714285714285714,0.8,0.25,,,4.0,3.0,6.0,3.0,2.0,,0.4,0.4,0.16666666666666666,0.2857142857142857,0.75,,,0.05128205128205128,0.1111111111111111,0.0784313725490196,,2.0,4.0,1.0,2.0,2.0,,,1.0,3.0,3.0,2.0,,1.0,1.0,1.0,0.6666666666666666,,0.5714285714285714,0.75,0.06666666666666667,0.05128205128205128,2.0,2.0,1.0,1.0,0.047619047619047616,0.1111111111111111,0.07692307692307693,0.3333333333333333,1.0,1.0,0.6666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628370-201942,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, DeMar DeRozan","Lyles, Sabonis, Fox, Monk, DeRozan",1626168-1627734-1628368-1628370-201942,SAC,639.0,5,11.0,-4.0,22.0,23.0,4.0,6.0,2.0,45.0,,,,,,7.0,1.0,3.0,,,1.0,9.0,1.0,1.0,3.0,4.0,8.0,2.0,12.0,1.0,15.0,19.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,6.0,6.0,9.0,1.0,3.0,2.0,5.0,1.0,1.0,,12.0,1.0,1.0,,10.0,2.0,12.0,3.0,2.0,,1.0,3.0,,1.0,3.0,3.0,2.0,1.0,10.0,6.0,4.0,1.0,0.75,0.75,1.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.5,1.0,0.35,0.625,0.35714285714285715,0.6,0.6,,0.25,0.1,0.14285714285714285,,,101.40845070422534,15.181818181818182,13.26086956521739,14.454545454545455,12.173913043478262,,,,,0.35,0.15,0.3333333333333333,0.3333333333333333,1.0,0.45,0.1111111111111111,0.1111111111111111,1.0,,0.5,,,,,0.75,0.3333333333333333,0.6,0.1111111111111111,0.49886749999999996,0.3821,0.4972125,0.4,8.8,25.3,0.18181818181818182,4.0,0.8,0.625,1.0,4.0,2.0,3.0,6.0,0.5454545454545454,0.5,0.5714285714285714,0.5714285714285714,0.75,1.0,1.0,5.0,,2.0,2.0,,1.0,1.25,1.25,,,0.6666666666666666,1.0,1.0,,,0.3333333333333333,,,1.0,,1.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,0.125,0.5,,0.05,,,,,,,,,,,,,1.0,1.0,1.0,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628989-1631099,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Kevin Huerter, Keegan Murray","Lyles, Sabonis, Fox, Huerter, Murray",1626168-1627734-1628368-1628989-1631099,SAC,696.0,3,12.0,2.0,25.0,24.0,10.0,14.0,2.0,49.0,4.0,7.0,1.0,2.0,3.0,6.0,2.0,5.0,,,1.0,4.0,,,2.0,7.0,15.0,3.0,9.0,4.0,27.0,25.0,1.0,,4.0,7.0,,2.0,3.0,11.0,6.0,6.0,4.0,1.0,3.0,2.0,5.0,1.0,1.0,2.0,12.0,2.0,,,7.0,2.0,9.0,4.0,1.0,,,1.0,1.0,1.0,3.0,4.0,6.0,1.0,24.0,11.0,10.0,1.0,0.42857142857142855,0.5,0.6666666666666666,0.3333333333333333,,0.3333333333333333,0.4666666666666667,0.5714285714285714,0.4791666666666667,0.4444444444444444,0.5192307692307693,0.55,0.375,,,0.3333333333333333,0.14285714285714285,,0.3333333333333333,101.37931034482759,13.56,14.875,13.52,13.875,0.2916666666666667,0.5714285714285714,0.6666666666666666,0.5,0.25,0.20833333333333334,0.4,0.5,0.5,0.16666666666666666,0.25,0.25,1.0,1.0,,0.3333333333333333,0.6666666666666666,,,0.2222222222222222,,0.6666666666666666,0.25,0.5175375,0.6548,0.4758611111111111,0.4074074074074074,6.52,24.755555555555556,0.4,2.0,0.6666666666666666,0.7,0.6666666666666666,2.0,8.0,1.0,5.0,0.7142857142857143,1.0,0.3333333333333333,0.4,0.5,,,3.0,2.0,1.0,1.0,3.0,,1.0,0.75,0.13333333333333333,0.16666666666666666,1.0,,,0.12,0.1875,0.1111111111111111,3.0,2.0,,,2.0,1.0,1.0,2.0,,3.0,,,1.0,,,,1.0,,0.3333333333333333,0.5,,0.08333333333333333,1.0,1.0,,1.0,0.1111111111111111,0.14285714285714285,,,0.5,0.5,1.0,,,,,1.0,,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
1626168-1627734-1628368-1628989-1631165,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Kevin Huerter, Keon Ellis","Lyles, Sabonis, Fox, Huerter, Ellis",1626168-1627734-1628368-1628989-1631165,SAC,296.0,4,5.0,-5.0,8.0,8.0,4.0,4.0,1.0,16.0,,,,,,1.0,,1.0,,,1.0,2.0,,1.0,1.0,2.0,3.0,1.0,3.0,2.0,9.0,14.0,1.0,,1.0,1.0,1.0,1.0,,5.0,2.0,,2.0,1.0,1.0,,1.0,,,,2.0,1.0,,,1.0,1.0,2.0,,,,1.0,2.0,2.0,,1.0,1.0,2.0,,9.0,5.0,4.0,,0.5,0.5,,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,1.0,0.5833333333333334,1.25,0.6428571428571429,1.25,0.5,,,0.5,0.3333333333333333,,1.0,77.83783783783784,18.625,18.375,16.75,16.625,,,,,0.16666666666666666,0.16666666666666666,,,,0.3333333333333333,0.5,0.5,,,,,,,,0.5,1.0,0.5,0.5,0.5007916666666666,,0.50665,0.5555555555555556,14.200000000000001,25.599999999999998,0.5,,,0.2,,,2.0,,1.0,0.5,,,,,,,,1.0,1.0,1.0,1.0,,,,0.3333333333333333,1.0,0.5,,,0.14285714285714285,0.25,,3.0,,,,2.0,,,,1.0,,,,,,,,,,,1.0,0.5,0.3333333333333333,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2025,2024-25,True
