EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,Fouls,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,PtsPutbacks,Fg3aBlocked,Corner3Assists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Charge Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,BlockedShortMidRange,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,DefFTReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,FTOffRebounds,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGA,PenaltyCorner3Frequency,Travels,Loose Ball Fouls,SecondChanceArc3FGM,SecondChanceArc3Accuracy,PenaltyCorner3FGM,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,LongMidRangePctBlocked,Technical Free Throw Trips,Blocked3s,BlockedArc3,HeaveAttempts,DefensiveGoaltends,team_id,year,season,team_vs
1627749-1628381-1629027-1629631-1630168,1610612737,"Dejounte Murray, John Collins, Trae Young, De'Andre Hunter, Onyeka Okongwu","Murray, Collins, Young, Hunter, Okongwu",1627749-1628381-1629027-1629631-1630168,ATL,190.0,2,3.0,-1.0,7,7.0,2.0,14,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.5,0.4,0.3333333333333333,1.0,1.0,0.6,1.0,0.6666666666666666,0.6,1.0,106.10526315789474,1.0,11.142857142857142,16.0,11.142857142857142,16.0,0.2,0.4,0.5,0.5,1.0,0.4,0.5,0.5,1.0,0.5,0.6,0.5,0.48317,0.484075,6.166666666666667,25.75,0.2857142857142857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-1629631-203991,1610612737,"Dejounte Murray, John Collins, Trae Young, De'Andre Hunter, Clint Capela","Murray, Collins, Young, Hunter, Capela",1627749-1628381-1629027-1629631-203991,ATL,5136.0,5,86.0,-32.0,181,185.0,21.0,366,47.0,17.0,46.0,9.0,45.0,5.0,58.0,111.0,14.0,59.0,180.0,212.0,14.0,5.0,64.0,36.0,45.0,9.0,13.0,32.0,12.0,44.0,7.0,10.0,100.0,37.0,30.0,69.0,94.0,13.0,8.0,26.0,29.0,9.0,7.0,9.0,6.0,150.0,21.0,0.5517241379310345,0.5818181818181818,0.8571428571428571,0.23728813559322035,0.23728813559322035,0.5225225225225225,0.4647058823529412,0.5,0.34705882352941175,0.11711711711711711,0.10638297872340426,0.5,0.75,0.8043478260869565,0.7790697674418605,0.6190476190476191,0.8205128205128205,102.61682242990655,0.6666666666666666,14.193370165745856,13.875675675675677,13.546961325966851,13.232432432432432,0.27647058823529413,0.27058823529411763,0.3695652173913043,0.4473684210526316,0.5882352941176471,0.2647058823529412,0.2,0.20454545454545456,0.7777777777777778,0.2631578947368421,0.6235294117647059,0.2,0.5336470588235294,0.507,7.0027027027027025,25.752542372881358,0.11602209944751381,15.0,20.0,30.0,7.0,8.0,1.0,2.0,11.0,18.0,5.0,14.0,2.0,2.0,1.0,1.0,22.0,9.0,12.0,2.0,3.0,6.0,30.0,6.0,1.0,8.0,23.0,52.0,6.0,6.0,1.0,5.0,18.0,4.0,10.0,15.0,2.0,25.0,1.0,14.0,7.0,7.0,5.0,13.0,2.0,5.0,2.0,4.0,1.0,13.0,1.0,2.0,28.0,1.0,4.0,4.0,27.0,7.0,13.0,4.0,2.0,23.0,2.0,3.0,0.6666666666666666,0.2,0.75,0.42857142857142855,0.8,0.39473684210526316,0.7894736842105263,0.5,0.01694915254237288,0.17391304347826086,0.022222222222222223,1.0,0.2830188679245283,0.2222222222222222,0.25510204081632654,0.29411764705882354,0.27586206896551724,0.2857142857142857,0.2222222222222222,0.2222222222222222,0.8333333333333334,1.0,0.7142857142857143,0.011904761904761904,0.6382978723404256,0.7142857142857143,0.6,0.10588235294117647,0.6111111111111112,0.6111111111111112,0.36363636363636365,0.08235294117647059,0.35714285714285715,0.35714285714285715,1.0,0.5333333333333333,0.875,0.42857142857142855,0.13333333333333333,1.0,1.0,0.06666666666666667,0.10526315789473684,0.5,0.2,0.609475,0.07386363636363637,0.1111111111111111,0.16666666666666666,0.12777777777777777,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-1629631-203992,1610612737,"Dejounte Murray, John Collins, Trae Young, De'Andre Hunter, Bogdan Bogdanovic","Murray, Collins, Young, Hunter, Bogdanovic",1627749-1628381-1629027-1629631-203992,ATL,318.0,3,5.0,10.0,13,14.0,6.0,27,4.0,1.0,2.0,1.0,2.0,1.0,4.0,7.0,1.0,3.0,14.0,4.0,3.0,1.0,4.0,,2.0,1.0,3.0,2.0,,2.0,,1.0,4.0,2.0,,2.0,5.0,3.0,2.0,4.0,3.0,,,,,14.0,6.0,0.5,0.5,,0.3333333333333333,0.3333333333333333,0.5714285714285714,0.55,0.5833333333333334,0.3,0.42857142857142855,0.5,0.75,,1.0,1.0,,1.0,122.26415094339623,,9.0,14.357142857142858,8.384615384615385,14.357142857142858,0.4,0.2,0.5,1.0,1.0,0.2,0.5,0.5,,0.25,0.7,0.5,0.5605749999999999,0.631175,5.257142857142857,25.5,0.46153846153846156,8.0,2.0,2.0,,,2.0,2.0,1.0,1.0,,1.0,,,,1.0,3.0,,1.0,,,,,2.0,1.0,,7.0,4.0,3.0,,,,,1.0,,2.0,,3.0,,3.0,2.0,1.0,1.0,1.0,,1.0,,2.0,3.0,1.0,,,3.0,,1.0,,5.0,,1.0,,,7.0,,,,1.0,,0.6666666666666666,,0.875,,0.875,,0.5,,,0.6666666666666666,,0.4,0.5,1.0,,,,,,1.0,,0.5,1.0,,0.1,1.0,1.0,1.0,0.1,,,,,,,,,,,0.5,1.0,1.0,0.41,0.16666666666666666,0.125,,0.5,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-1630168-1630180,1610612737,"Dejounte Murray, John Collins, Trae Young, Onyeka Okongwu, Saddiq Bey","Murray, Collins, Young, Okongwu, Bey",1627749-1628381-1629027-1630168-1630180,ATL,99.0,1,2.0,,3,4.0,,7,,1.0,2.0,,,,1.0,2.0,,,2.0,2.0,,,,,,,1.0,,,,,,,2.0,1.0,3.0,3.0,,,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,0.5,0.5,0.3333333333333333,,0.5,,,1.0,1.0,1.0,1.0,1.0,101.81818181818183,1.0,16.333333333333332,12.5,16.333333333333332,12.5,,1.0,0.5,1.0,,,,,,,,,0.41775,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,2.0,,1.0,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-1630168-203992,1610612737,"Dejounte Murray, John Collins, Trae Young, Onyeka Okongwu, Bogdan Bogdanovic","Murray, Collins, Young, Okongwu, Bogdanovic",1627749-1628381-1629027-1630168-203992,ATL,126.0,1,2.0,3.0,5,4.0,,9,1.0,,1.0,,2.0,,,2.0,1.0,3.0,5.0,2.0,,,,3.0,2.0,,1.0,,1.0,1.0,,,3.0,,1.0,1.0,3.0,,,,1.0,,,,,3.0,,,,1.0,0.3333333333333333,0.3333333333333333,,0.3,0.4166666666666667,0.6,0.5,,,0.5,,0.5,0.5,,102.85714285714285,,8.2,21.25,7.4,21.25,0.2,0.2,,,,0.4,,,,,0.8,,0.49679,,5.0,25.666666666666668,,,1.0,,,,,,,,1.0,1.0,,,1.0,,2.0,,,,1.0,2.0,2.0,,,,,,,,,1.0,,,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,2.0,,1.0,,,,,,,,,,,,0.5,,,1.0,,,0.5,0.5,0.5,1.0,,,0.5,,,,,0.3333333333333333,,,,,,,,0.2,1.0,1.0,1.0,,,,,,,1.0,,,,0.51735,0.16666666666666666,0.3333333333333333,0.4,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-1630180-203991,1610612737,"Dejounte Murray, John Collins, Trae Young, Saddiq Bey, Clint Capela","Murray, Collins, Young, Bey, Capela",1627749-1628381-1629027-1630180-203991,ATL,299.0,1,5.0,-5.0,11,11.0,11.0,22,4.0,,1.0,,,,4.0,6.0,,1.0,13.0,18.0,6.0,1.0,6.0,,,,,3.0,,3.0,,,6.0,,2.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,,13.0,11.0,0.75,0.75,,,,0.6666666666666666,0.5714285714285714,0.65,0.14285714285714285,,,,0.6666666666666666,,0.5,1.0,,105.95317725752508,,10.818181818181818,16.363636363636363,10.818181818181818,15.454545454545455,0.5714285714285714,0.14285714285714285,,,,,,,,,0.7142857142857143,,0.49617142857142854,0.49617142857142854,5.6499999999999995,23.8,1.0,11.0,,4.0,,,4.0,4.0,,1.0,,1.0,,,,,5.0,,,,,,,4.0,,5.0,13.0,2.0,,,,,3.0,,,,,,,2.0,2.0,,1.0,1.0,,,,,1.0,1.0,,,3.0,,,,6.0,,,3.0,1.0,13.0,,3.0,,,,0.6666666666666666,,0.5714285714285714,,0.65,,,,,,,,,,,,,0.5,,,,1.0,1.0,0.75,0.14285714285714285,,,,0.14285714285714285,,,,,,,,,,,0.5714285714285714,1.0,,,,,,1.0,,,,,1.0,0.14285714285714285,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629027-203991-203992,1610612737,"Dejounte Murray, John Collins, Trae Young, Clint Capela, Bogdan Bogdanovic","Murray, Collins, Young, Capela, Bogdanovic",1627749-1628381-1629027-203991-203992,ATL,95.0,1,2.0,-5.0,3,3.0,,6,1.0,,,,2.0,,,1.0,,2.0,,5.0,,,,,2.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,1.0,1.0,,1.0,90.94736842105263,,19.333333333333332,12.333333333333334,19.333333333333332,12.333333333333334,0.3333333333333333,,,,,0.6666666666666666,,,,,1.0,,0.4896666666666667,,3.1,27.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629631-1630168-203992,1610612737,"Dejounte Murray, John Collins, De'Andre Hunter, Onyeka Okongwu, Bogdan Bogdanovic","Murray, Collins, Hunter, Okongwu, Bogdanovic",1627749-1628381-1629631-1630168-203992,ATL,136.0,2,2.0,3.0,6,4.0,,10,2.0,1.0,1.0,1.0,2.0,,2.0,4.0,1.0,2.0,7.0,4.0,,,2.0,3.0,2.0,1.0,,1.0,1.0,2.0,1.0,1.0,5.0,,1.0,1.0,1.0,,,,1.0,,,,,7.0,,0.5,0.5,1.0,0.5,0.5,0.5,0.5833333333333334,0.5833333333333334,0.3333333333333333,,,,0.5,,0.5,1.0,,105.88235294117648,,14.333333333333334,12.5,14.333333333333334,12.5,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,1.0,,0.6666666666666666,0.5,0.5017666666666667,,6.65,27.6,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1628381-1629631-203991-203992,1610612737,"Dejounte Murray, John Collins, De'Andre Hunter, Clint Capela, Bogdan Bogdanovic","Murray, Collins, Hunter, Capela, Bogdanovic",1627749-1628381-1629631-203991-203992,ATL,1237.0,4,21.0,17.0,42,42.0,,84,14.0,3.0,10.0,6.0,10.0,,16.0,28.0,7.0,16.0,54.0,37.0,,,12.0,12.0,10.0,6.0,5.0,6.0,4.0,10.0,3.0,1.0,24.0,9.0,11.0,21.0,28.0,2.0,2.0,4.0,5.0,1.0,,1.0,1.0,48.0,,0.375,0.46153846153846156,0.5714285714285714,0.4375,0.4375,0.5714285714285714,0.6022727272727273,0.6,0.36363636363636365,0.17857142857142858,0.14285714285714285,0.5,0.8461538461538461,1.0,0.9090909090909091,1.0,1.0,97.78496362166531,1.0,13.380952380952381,16.071428571428573,12.833333333333334,15.880952380952381,0.3181818181818182,0.22727272727272727,0.3,0.42857142857142855,0.3333333333333333,0.22727272727272727,0.6,0.6,0.5,,0.6818181818181818,0.6,0.5361522727272727,,5.867857142857143,25.51875,,3.0,7.0,9.0,3.0,6.0,,,4.0,4.0,1.0,6.0,,,,,1.0,3.0,7.0,,,,6.0,,,,,20.0,9.0,6.0,,1.0,4.0,1.0,2.0,5.0,1.0,7.0,,4.0,2.0,2.0,,2.0,,,,1.0,,1.0,,1.0,4.0,,1.0,1.0,2.0,,1.0,,1.0,,,,,,0.42857142857142855,,0.42857142857142855,,0.42857142857142855,,,0.3,,1.0,0.4166666666666667,0.2222222222222222,0.3333333333333333,0.4,0.42857142857142855,,0.25,0.2,0.6666666666666666,1.0,1.0,,0.6428571428571429,0.75,0.4444444444444444,0.09090909090909091,1.0,1.0,0.25,0.13636363636363635,0.16666666666666666,0.16666666666666666,1.0,0.8571428571428571,0.5,,,,,,,,,0.6027666666666667,0.022222222222222223,0.034482758620689655,0.1111111111111111,,,,,,,,1.0,,,,,,,,,,,,,1610612737,2023,2022-23,False
1627749-1629027-1629631-1630168-1630180,1610612737,"Dejounte Murray, Trae Young, De'Andre Hunter, Onyeka Okongwu, Saddiq Bey","Murray, Young, Hunter, Okongwu, Bey",1627749-1629027-1629631-1630168-1630180,ATL,437.0,3,7.0,,16,14.0,4.0,30,3.0,2.0,5.0,,3.0,,5.0,12.0,1.0,4.0,19.0,19.0,1.0,,2.0,3.0,3.0,,,1.0,1.0,2.0,,,5.0,5.0,,5.0,11.0,1.0,,2.0,4.0,1.0,1.0,1.0,,14.0,3.0,0.2,0.2,1.0,0.25,0.25,0.4166666666666667,0.40625,0.5,0.25,,,0.5,,0.8333333333333334,0.625,,1.0,98.8558352402746,,14.8125,14.285714285714286,12.625,14.071428571428571,0.1875,0.3125,0.4,0.4,,0.1875,,,,,0.4375,,0.548234375,0.9305,8.799999999999999,25.1,0.25,1.0,5.0,1.0,,1.0,,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,,6.0,,4.0,1.0,2.0,2.0,5.0,,,4.0,4.0,8.0,,,,1.0,1.0,,2.0,4.0,,6.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,,1.0,5.0,,,,6.0,,1.0,2.0,,2.0,,1.0,0.5,,,,0.25,,0.35714285714285715,0.6666666666666666,,,,,0.5714285714285714,0.6666666666666666,0.6,0.5,0.3333333333333333,1.0,0.6666666666666666,,,,,0.1,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,0.5,,0.0625,1.0,1.0,1.0,0.16666666666666666,,,0.16666666666666666,1.0,1.0,0.16666666666666666,1.0,,,0.5003125,0.058823529411764705,0.07692307692307693,0.2631578947368421,0.21052631578947367,,,,,,,,1.0,,,,,,,,,,,,1610612737,2023,2022-23,False
