EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,Travels,SecondChanceTurnovers,PenaltyTurnovers,Charge Fouls,Offensive Fouls Drawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Accuracy,UnblockedCorner3Accuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceArc3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Corner3Assists,Corner3PctAssisted,OffLongMidRangeReboundPct,SecondChanceAtRimPctAssisted,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceFtPoints,ShortMidRangeAssists,LostBallSteals,Loose Ball Fouls Drawn,Technical Free Throw Trips,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceArc3Accuracy,Charge Fouls Drawn,Defensive 3 Seconds Violations,SelfOReb,Loose Ball Fouls,OffCorner3ReboundPct,DefLongMidRangeReboundPct,SelfORebPct,LongMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,HeaveAttempts,BadPassOutOfBoundsTurnovers,BlockedShortMidRange,FTOffRebounds,Blocked3s,BlockedArc3,OffFTReboundPct,Fg3aBlocked,Transition Take Fouls,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,SecondChanceArc3PctAssisted,Transition Take Fouls Drawn,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Offensive Fouls,HeaveMakes,BlockedLongMidRange,3SecondViolations,BlockedCorner3,SecondChanceCorner3PctAssisted,LongMidRangePctBlocked,Corner3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
1626149-1627777-1627788-1627863-1629001,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Danuel House Jr., De'Anthony Melton","Harrell, Niang, Korkmaz, House Jr., Melton",1626149-1627777-1627788-1627863-1629001,PHI,119.0,2,2.0,-2.0,3.0,4.0,1.0,1.0,7.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,0.5,0.3333333333333333,0.5,84.70588235294117,19.666666666666668,15.0,19.666666666666668,14.25,0.6666666666666666,0.5,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,0.5956166666666667,0.5872,0.3333333333333333,0.5,1.0,3.2,23.0,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1627863-1629003,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Danuel House Jr., Shake Milton","Harrell, Niang, Korkmaz, House Jr., Milton",1626149-1627777-1627788-1627863-1629003,PHI,846.0,5,14.0,1.0,31.0,28.0,13.0,6.0,59.0,7.0,15.0,1.0,8.0,1.0,7.0,19.0,8.0,28.0,27.0,1.0,9.0,11.0,6.0,2.0,3.0,5.0,3.0,12.0,2.0,10.0,18.0,3.0,3.0,5.0,3.0,8.0,5.0,9.0,5.0,6.0,,3.0,21.0,11.0,13.0,0.42857142857142855,0.6,0.3684210526315789,0.1111111111111111,0.42592592592592593,0.3333333333333333,0.4666666666666667,0.39285714285714285,0.2962962962962963,0.10526315789473684,0.06666666666666667,0.625,0.3333333333333333,0.6153846153846154,0.3333333333333333,100.42553191489363,13.838709677419354,14.892857142857142,13.387096774193548,13.964285714285714,0.5555555555555556,0.4666666666666667,0.5,0.42857142857142855,0.037037037037037035,0.6666666666666666,0.125,0.8518518518518519,0.5700759259259259,0.6066583333333333,0.1,0.13636363636363635,0.39285714285714285,4.336842105263158,25.1875,0.41935483870967744,6.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,7.0,2.0,3.0,3.0,8.0,6.0,3.0,4.0,7.0,2.0,2.0,2.0,2.0,6.0,6.0,2.0,8.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,0.375,0.5,0.6666666666666666,0.375,0.5,0.5833333333333334,0.5833333333333334,0.5,1.0,0.5,0.8571428571428571,0.4,0.47058823529411764,0.5,1.0,0.4,0.3333333333333333,1.0,0.5,0.5,0.07407407407407407,0.07407407407407407,1.0,1.0,0.25925925925925924,0.2857142857142857,0.2857142857142857,1.0,0.6666666666666666,0.5,0.16666666666666666,1.0,0.16666666666666666,0.25,0.6666666666666666,0.2857142857142857,0.5846375,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1627863-1630240,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Danuel House Jr., Saben Lee","Harrell, Niang, Korkmaz, House Jr., Lee",1626149-1627777-1627788-1627863-1630240,PHI,157.0,1,3.0,2.0,5.0,5.0,,,10.0,,1.0,,,2.0,,2.0,3.0,6.0,4.0,,,,,,,2.0,,6.0,,1.0,1.0,2.0,2.0,,,,1.0,1.0,,,,,6.0,,,,,,,0.6,,0.6,,0.6,,,,,1.0,,91.71974522292993,17.8,13.6,17.8,13.6,0.2,,,,0.4,,,0.8,0.55806,,,,,7.45,23.900000000000002,,,,,1.0,,1.0,,,1.0,1.0,,,,2.0,,,,,,,,,,,6.0,,,1.0,1.0,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,0.6666666666666666,,,0.6666666666666666,,,,,,,1.0,,,,,,,,1.0,,0.2,,0.5,0.5,0.2,1.0,1.0,1.0,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1629001-202699,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, De'Anthony Melton, Tobias Harris","Harrell, Niang, Korkmaz, Melton, Harris",1626149-1627777-1627788-1629001-202699,PHI,24.0,1,,2.0,2.0,1.0,,,3.0,,,,,,,,1.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,,,0.5,,1.0,,,,1.0,1.0,,180.0,4.5,15.0,4.5,15.0,,,,,,,,1.0,0.52845,,0.5,1.0,,,27.2,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1629003-1629667,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, Jalen McDaniels","Harrell, Niang, Korkmaz, Milton, McDaniels",1626149-1627777-1627788-1629003-1629667,PHI,74.0,1,1.0,6.0,3.0,2.0,,,5.0,2.0,2.0,,,,2.0,3.0,,6.0,,,,,4.0,,2.0,2.0,2.0,4.0,1.0,2.0,3.0,,,,,,,,1.0,2.0,,1.0,4.0,,,1.0,1.0,0.6666666666666666,,0.6666666666666666,,0.75,,,,,,1.0,1.0,,97.29729729729729,11.333333333333334,20.0,10.0,20.0,0.6666666666666666,1.0,1.0,1.0,,,,0.6666666666666666,0.5933333333333334,,0.25,0.25,,6.066666666666666,,,1.0,1.0,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,1.0,,1.0,,,0.3333333333333333,,,,,,,1.0,1.0,,,,,,,0.6658,0.3333333333333333,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1629003-1629680,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, Matisse Thybulle","Harrell, Niang, Korkmaz, Milton, Thybulle",1626149-1627777-1627788-1629003-1629680,PHI,376.0,3,6.0,-3.0,12.0,13.0,6.0,3.0,25.0,3.0,4.0,,,,5.0,9.0,2.0,19.0,22.0,,3.0,5.0,4.0,1.0,2.0,2.0,,4.0,2.0,3.0,6.0,1.0,,1.0,1.0,2.0,6.0,7.0,4.0,6.0,1.0,1.0,14.0,5.0,6.0,0.4,0.4,0.5555555555555556,,0.5909090909090909,,0.6923076923076923,0.3333333333333333,0.18181818181818182,0.1111111111111111,0.25,0.5,0.6666666666666666,0.6666666666666666,,95.74468085106383,16.166666666666668,14.0,14.666666666666666,12.923076923076923,0.36363636363636365,0.75,1.0,,,,,0.5454545454545454,0.4726863636363637,0.406075,0.09090909090909091,0.1111111111111111,0.2631578947368421,5.7444444444444445,25.7,0.5,3.0,,,5.0,,,,,1.0,2.0,1.0,,1.0,1.0,6.0,,1.0,1.0,1.0,5.0,,1.0,5.0,6.0,,3.0,,2.0,1.0,,,1.0,2.0,,1.0,3.0,1.0,,,,2.0,,,,,,,,0.5,1.0,,0.5,,0.75,0.8333333333333334,,1.0,0.6666666666666666,,1.0,0.75,1.0,0.5,1.0,0.6666666666666666,,,,0.45454545454545453,,,,0.18181818181818182,0.5,0.5,,,,,,0.5,0.25,,0.5,0.453225,0.2631578947368421,,,,,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.4,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1629003-201935,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, James Harden","Harrell, Niang, Korkmaz, Milton, Harden",1626149-1627777-1627788-1629003-201935,PHI,5.0,1,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,,5.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627788-1629003-202699,1610612755,"Montrezl Harrell, Georges Niang, Furkan Korkmaz, Shake Milton, Tobias Harris","Harrell, Niang, Korkmaz, Milton, Harris",1626149-1627777-1627788-1629003-202699,PHI,110.0,1,2.0,3.0,4.0,2.0,3.0,2.0,6.0,3.0,3.0,2.0,2.0,,4.0,6.0,2.0,9.0,6.0,3.0,5.0,6.0,,1.0,,,,,,,4.0,,,,,,,,1.0,1.0,,,3.0,6.0,3.0,,,0.6666666666666666,0.6,0.5,0.5,0.5,0.5,0.25,0.16666666666666666,,,,,,78.54545454545455,19.75,15.5,14.75,15.5,0.375,1.0,1.0,,,0.3333333333333333,1.0,0.625,0.52073125,0.5024000000000001,,,0.6666666666666666,5.95,27.15,0.75,3.0,3.0,3.0,2.0,1.0,,,,,2.0,,,1.0,,1.0,3.0,4.0,,,6.0,,1.0,,8.0,,,4.0,2.0,,,,2.0,2.0,,,4.0,,,,,,,,,,,,,,,,,0.75,0.75,0.75,0.5,,1.0,,1.0,1.0,,1.0,1.0,,,,,0.25,0.125,,,0.25,,,,0.75,1.0,,,,0.16666666666666666,,,0.6479,0.6666666666666666,,,1.0,,1.0,,,,,,1.0,,,,0.5,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627863-1629001-1629003,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., De'Anthony Melton, Shake Milton","Harrell, Niang, House Jr., Melton, Milton",1626149-1627777-1627863-1629001-1629003,PHI,425.0,4,7.0,-4.0,14.0,12.0,2.0,,26.0,2.0,9.0,,,1.0,3.0,11.0,8.0,9.0,13.0,,,,4.0,2.0,2.0,3.0,1.0,7.0,3.0,3.0,10.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,,,,,7.0,,2.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,,0.23684210526315788,,0.23684210526315788,,0.42105263157894735,0.18181818181818182,0.2222222222222222,1.0,1.0,1.0,1.0,88.09411764705882,19.214285714285715,13.0,16.214285714285715,13.0,0.47368421052631576,0.2222222222222222,0.2857142857142857,0.5,0.05263157894736842,,,0.8947368421052632,0.5429052631578948,0.53535,,,,3.8,25.925,0.14285714285714285,4.0,,3.0,1.0,1.0,,,1.0,1.0,7.0,1.0,,2.0,1.0,,1.0,4.0,,2.0,2.0,,2.0,,2.0,3.0,,,7.0,1.0,1.0,1.0,3.0,4.0,,,7.0,,1.0,,1.0,,,,,,,,1.0,0.125,,,0.125,0.25,0.16666666666666666,0.16666666666666666,,,0.5,,0.42857142857142855,0.4666666666666667,0.5714285714285714,,0.3333333333333333,1.0,,,,0.05263157894736842,0.05263157894736842,,,0.3684210526315789,0.14285714285714285,0.14285714285714285,1.0,0.5,,0.16666666666666666,,0.16666666666666666,1.0,,0.14285714285714285,0.4759625,0.2222222222222222,,,,,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,,,,2.0,1.0,1.0,1.0,0.15384615384615385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
1626149-1627777-1627863-1629001-1630178,1610612755,"Montrezl Harrell, Georges Niang, Danuel House Jr., De'Anthony Melton, Tyrese Maxey","Harrell, Niang, House Jr., Melton, Maxey",1626149-1627777-1627863-1629001-1630178,PHI,85.0,2,1.0,,4.0,5.0,4.0,4.0,9.0,1.0,1.0,1.0,1.0,,1.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,,,,,,,1.0,3.0,4.0,,,,,,1.0,2.0,2.0,4.0,,,3.0,5.0,4.0,,,0.5,0.5,0.3333333333333333,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,1.0,1.0,,152.47058823529412,10.5,8.6,10.5,8.6,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,0.6666666666666666,0.5466,0.5466,,,1.0,8.25,26.7,1.0,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,3.0,1.0,1.0,,,2.0,,1.0,3.0,2.0,,,2.0,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,,1.0,1.0,0.5,,,1.0,,1.0,,,,0.3333333333333333,,,0.3333333333333333,,,,1.0,1.0,,,,0.3333333333333333,,,,0.4,,,,,,,,,,2.0,,2.0,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2023,2022-23,True
