EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,FTDefRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefFTReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,OffTwoPtRebounds,OffRebounds,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,LongMidRangeFGM,LongMidRangeFGA,PtsUnassisted2s,OffThreePtRebounds,DefTwoPtRebounds,FoulsDrawn,Loose Ball Fouls Drawn,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,FtPoints,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,ShortMidRangeAssists,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,FTA,TwoPtShootingFoulsDrawn,SecondChanceTsPct,LiveBallTurnoverPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,Fg2aBlocked,Corner3Assists,LongMidRangeAssists,SelfOReb,LostBallTurnovers,Charge Fouls,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,SelfORebPct,BlocksRecoveredPct,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,PtsPutbacks,SecondChanceTurnovers,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Technical Free Throw Trips,NonShootingPenaltyNonTakeFoulsDrawn,BlockedLongMidRange,LongMidRangePctBlocked,Loose Ball Fouls,LostBallOutOfBoundsTurnovers,NonShootingPenaltyNonTakeFouls,Offensive Fouls Drawn,Charge Fouls Drawn,StepOutOfBoundsTurnovers,team_id,year,season,team_vs
1626220-1627827-1628969-1629651-1629661,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Nic Claxton, Cameron Johnson","O'Neale, Finney-Smith, Bridges, Claxton, Johnson",1626220-1627827-1628969-1629651-1629661,BKN,259.0,3,4.0,5.0,11.0,7.0,10.0,6.0,18.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,5.0,1.0,2.0,3.0,6.0,11.0,6.0,1.0,2.0,2.0,5.0,8.0,2.0,6.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,11.0,8.0,10.0,1.0,1.0,0.6666666666666666,0.5,0.4,0.5,0.5,0.5,0.6875,0.5714285714285714,0.6875,0.5714285714285714,0.75,0.5,1.0,1.0,1.0,100.07722007722008,16.363636363636363,11.285714285714286,16.363636363636363,10.571428571428571,0.125,1.0,1.0,1.0,0.125,0.75,0.5,0.5,0.6666666666666666,0.14285714285714285,1.0,0.7142857142857143,0.4,0.875,0.5,0.49303125,0.4916142857142857,0.7272727272727273,5.95,28.183333333333334,0.9090909090909091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629651-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Nic Claxton, Spencer Dinwiddie","O'Neale, Finney-Smith, Bridges, Claxton, Dinwiddie",1626220-1627827-1628969-1629651-203915,BKN,8.0,1,,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,180.0,8.0,,8.0,,1.0,,,,,,,,,1.0,,,,1.0,,0.2278,0.2278,,3.5,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629661-1630560,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Cam Thomas","O'Neale, Finney-Smith, Bridges, Johnson, Thomas",1626220-1627827-1628969-1629661-1630560,BKN,102.0,1,2.0,2.0,3.0,3.0,,,6.0,,,,,1.0,,1.0,,,1.0,2.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,3.0,4.0,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,0.5,0.75,,84.70588235294117,18.333333333333332,15.666666666666666,18.333333333333332,14.0,,,,,0.3333333333333333,0.3333333333333333,,,,,,,,0.3333333333333333,,0.40025,,,12.05,25.7,,,,1.0,,0.5,,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629661-201988,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Patty Mills","O'Neale, Finney-Smith, Bridges, Johnson, Mills",1626220-1627827-1628969-1629661-201988,BKN,8.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629661-203552,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Seth Curry","O'Neale, Finney-Smith, Bridges, Johnson, Curry",1626220-1627827-1628969-1629661-203552,BKN,303.0,2,5.0,2.0,9.0,8.0,3.0,3.0,17.0,2.0,2.0,1.0,1.0,3.0,,1.0,,1.0,4.0,5.0,,1.0,10.0,8.0,1.0,1.0,,1.0,4.0,2.0,,,1.0,,1.0,,1.0,,,2.0,3.0,,4.0,5.0,1.0,,2.0,2.0,,3.0,1.0,,1.0,,8.0,4.0,3.0,0.25,0.25,,,,,0.8,1.0,0.6666666666666666,0.5,0.7142857142857143,0.6666666666666666,0.16666666666666666,,1.0,1.0,1.0,80.79207920792079,15.555555555555555,20.375,15.222222222222221,20.375,0.3333333333333333,1.0,1.0,,0.5,0.16666666666666666,,,,0.5,1.0,0.5,,0.5,,0.5613833333333333,0.66215,0.4,7.0200000000000005,27.4,0.3333333333333333,1.0,,1.0,,0.5,,,,6.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,,,,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629661-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Spencer Dinwiddie","O'Neale, Finney-Smith, Bridges, Johnson, Dinwiddie",1626220-1627827-1628969-1629661-203915,BKN,1085.0,3,18.0,16.0,33.0,33.0,5.0,10.0,66.0,5.0,7.0,1.0,1.0,7.0,5.0,8.0,2.0,2.0,7.0,18.0,7.0,14.0,39.0,23.0,1.0,2.0,2.0,2.0,9.0,6.0,9.0,12.0,8.0,5.0,3.0,3.0,6.0,1.0,2.0,15.0,9.0,2.0,18.0,25.0,6.0,2.0,,3.0,,6.0,,3.0,8.0,1.0,28.0,8.0,4.0,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.5,1.0,0.5,0.3888888888888889,0.5,0.546875,1.0,0.5571428571428572,0.9,0.4375,1.0,0.8181818181818182,0.8,0.7777777777777778,87.59447004608296,16.757575757575758,16.12121212121212,14.848484848484848,15.242424242424242,0.21875,0.7142857142857143,0.8333333333333334,0.4,0.21875,0.25,0.625,0.625,0.2,0.25,1.0,0.5,1.0,0.65625,0.625,0.53555625,0.5636375,0.23076923076923078,7.4833333333333325,25.150000000000002,0.15151515151515152,5.0,3.0,7.0,0.2727272727272727,0.3888888888888889,0.5,1.0,4.0,8.0,4.0,7.0,8.0,,0.7777777777777778,0.5714285714285714,0.6666666666666666,0.75,1.0,0.125,0.25,0.25,1.0,4.0,,11.0,1.0,,4.0,3.0,1.0,7.0,3.0,0.6875,0.5,0.14285714285714285,0.16666666666666666,,0.08823529411764706,0.15,0.28205128205128205,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,3.0,3.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,0.6,0.3333333333333333,0.6875,0.1111111111111111,0.14285714285714285,0.14285714285714285,0.16666666666666666,0.3333333333333333,0.5,0.6666666666666666,1.0,0.0625,0.6666666666666666,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.25,0.5,1.0,0.25,0.5,1.0,0.375,0.6666666666666666,0.5,0.5550875,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1630560-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cam Thomas, Spencer Dinwiddie","O'Neale, Finney-Smith, Bridges, Thomas, Dinwiddie",1626220-1627827-1628969-1630560-203915,BKN,79.0,1,1.0,-2.0,2.0,2.0,2.0,,4.0,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,3.0,5.0,1.0,1.0,,1.0,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,3.0,3.0,2.0,,,,,,,1.0,1.0,0.5,0.5,0.75,0.75,0.5,,,,,72.9113924050633,16.5,23.0,16.5,18.0,,,,,0.5,0.5,,,,,,0.5,,0.5,,0.46865,0.46865,1.0,7.5,26.2,1.0,,,,,,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-203915-203925,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Spencer Dinwiddie, Joe Harris","O'Neale, Finney-Smith, Bridges, Dinwiddie, Harris",1626220-1627827-1628969-203915-203925,BKN,131.0,2,2.0,2.0,4.0,3.0,1.0,,7.0,,1.0,,1.0,1.0,,,,,1.0,2.0,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,2.0,,,1.0,2.0,1.0,2.0,,,1.0,,2.0,,1.0,,,,,,,0.5,,0.5,,0.5,,,,0.5,0.6666666666666666,0.5,76.94656488549619,14.75,24.0,14.75,23.333333333333332,0.5,,,,0.5,,,,,1.0,,,,0.5,,0.5255,0.6213,,3.45,,0.25,,,,,,,,,2.0,,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1629651-1630560-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Nic Claxton, Cam Thomas, Spencer Dinwiddie","O'Neale, Finney-Smith, Claxton, Thomas, Dinwiddie",1626220-1627827-1629651-1630560-203915,BKN,91.0,1,2.0,4.0,2.0,3.0,,3.0,5.0,1.0,1.0,,,1.0,,,,,2.0,2.0,,,4.0,,,,,,,4.0,,,,,2.0,,2.0,,1.0,4.0,,,1.0,1.0,,,,,,,,,,,4.0,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,1.0,,79.12087912087912,21.0,16.333333333333332,21.0,16.333333333333332,0.5,1.0,1.0,1.0,0.5,,,,,,,,,0.5,,0.58875,,,3.1,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1629651-203552-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Nic Claxton, Seth Curry, Spencer Dinwiddie","O'Neale, Finney-Smith, Claxton, Curry, Dinwiddie",1626220-1627827-1629651-203552-203915,BKN,67.0,1,1.0,2.0,2.0,1.0,,,3.0,1.0,5.0,,,,,1.0,,,1.0,5.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,0.2,,0.16666666666666666,,0.16666666666666666,,0.16666666666666666,,,1.0,,64.4776119402985,20.5,26.0,10.5,26.0,0.8333333333333334,0.2,0.2,,,0.16666666666666666,,,,,,,,1.0,,0.5986250000000001,,,1.3599999999999999,27.1,,1.0,3.0,4.0,0.75,0.8,0.75,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,2.0,,,,,,,,0.25,,,,,,,1.0,1.0,3.0,,,,,,1.0,1.0,3.0,,1.0,,,,1.0,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,1.0,,0.2,,,,,,,0.75,0.3333333333333333,,,,,0.25,,,0.5661125,2.0,,,,,,,,,,,,,,,,1610612751,2023,2022-23,True
