EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Clear Path Fouls,Transition Take Fouls,Defensive 3 Seconds Violations,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1628404-1629014-203081-203924-203994,1610612757,"Josh Hart, Anfernee Simons, Damian Lillard, Jerami Grant, Jusuf Nurkic","Hart, Simons, Lillard, Grant, Nurkic",1628404-1629014-203081-203924-203994,POR,32471.0,33,541.0,4.0,1100.0,1115.0,180.0,248.0,116.0,2215.0,236.0,331.0,31.0,52.0,38.0,49.0,69.0,198.0,46.0,112.0,34.0,99.0,6.0,13.0,3.0,10.0,104.0,259.0,13.0,23.0,14.0,44.0,351.0,641.0,138.0,358.0,191.0,1307.0,1303.0,42.0,78.0,19.0,36.0,13.0,154.0,53.0,83.0,17.0,54.0,52.0,209.0,392.0,310.0,324.0,90.0,58.0,1.0,258.0,104.0,42.0,3.0,196.0,108.0,304.0,74.0,34.0,144.0,35.0,17.0,716.0,40.0,91.0,4.0,200.0,159.0,29.0,388.0,135.0,523.0,17.0,100.0,72.0,28.0,73.0,12.0,51.0,60.0,6.0,22.0,6.0,12.0,133.0,8.0,21.0,126.0,232.0,1.0,11.0,13.0,213.0,5.0,9.0,20.0,4.0,252.0,23.0,1.0,6.0,109.0,4.0,23.0,46.0,6.0,5.0,32.0,1.0,3.0,11.0,52.0,33.0,2.0,1.0,1153.0,206.0,178.0,18.0,17.0,0.5584045584045584,0.6086956521739131,0.782608695652174,0.3854748603351955,0.5277777777777778,0.3148148148148148,0.3865546218487395,0.5475819032761311,0.5384615384615384,0.6385542168674698,0.5585585585585585,0.618421052631579,0.572992700729927,0.5864086408640864,0.6311475409836066,0.6081871345029239,0.35835835835835833,0.008379888268156424,0.0655226209048362,0.06948640483383686,0.08585858585858586,0.017857142857142856,0.010101010101010102,0.007722007722007722,0.5488721804511278,0.9354838709677419,0.17391304347826086,0.726027397260274,0.314878892733564,0.8032128514056225,0.18433179723502305,0.7670940170940171,0.25889328063241107,0.3617021276595745,0.3488372093023256,0.18181818181818182,0.16993464052287582,0.21875,0.6548672566371682,0.7575757575757576,0.875,0.8186528497409327,0.75,0.0368763557483731,98.22918912260171,0.6346153846153846,14.792727272727273,14.528251121076233,14.332727272727272,14.045739910313902,0.33133133133133136,0.7129909365558912,0.7662337662337663,0.6101694915254238,0.1981981981981982,0.3484848484848485,0.3812154696132597,0.5072463768115942,0.11211211211211211,0.4107142857142857,0.41818181818181815,0.3695652173913043,0.0990990990990991,0.3434343434343434,0.3469387755102041,1.0,0.25925925925925924,0.4015444015444015,0.4046692607003891,0.7115384615384616,0.45614035087719296,0.5961538461538461,0.12903225806451613,0.11403508771929824,0.46153846153846156,1.0,0.20175438596491227,0.5652173913043478,0.8461538461538461,0.35766423357664234,0.7755102040816326,0.072992700729927,0.3,0.32116788321167883,0.3181818181818182,0.6896896896896897,0.40310077519379844,0.54218001002004,0.5421278409090909,0.5479863970588236,0.10386029411764706,0.1499312242090784,0.0110803324099723,0.11782708492731446,0.15990818668706963,6.477379095163807,25.528491620111733,0.16363636363636364,,,,,,1610612757,2023,2022-23,True
1628404-1629014-1629234-203081-203924,1610612757,"Josh Hart, Anfernee Simons, Drew Eubanks, Damian Lillard, Jerami Grant","Hart, Simons, Eubanks, Lillard, Grant",1628404-1629014-1629234-203081-203924,POR,15790.0,34,263.0,-2.0,540.0,533.0,136.0,151.0,57.0,1073.0,106.0,156.0,25.0,33.0,22.0,33.0,57.0,108.0,15.0,44.0,14.0,43.0,,4.0,3.0,9.0,49.0,127.0,6.0,13.0,8.0,27.0,178.0,308.0,63.0,170.0,97.0,642.0,644.0,27.0,39.0,6.0,17.0,9.0,81.0,36.0,64.0,11.0,36.0,39.0,144.0,182.0,174.0,150.0,39.0,40.0,,127.0,49.0,27.0,,91.0,50.0,141.0,37.0,13.0,55.0,30.0,6.0,332.0,23.0,39.0,,107.0,88.0,11.0,206.0,62.0,268.0,9.0,32.0,21.0,11.0,32.0,8.0,17.0,38.0,7.0,15.0,1.0,3.0,70.0,7.0,23.0,53.0,117.0,6.0,9.0,7.0,103.0,1.0,6.0,4.0,2.0,124.0,13.0,1.0,2.0,52.0,3.0,13.0,15.0,4.0,4.0,11.0,,,4.0,19.0,12.0,1.0,1.0,561.0,140.0,133.0,14.0,8.0,0.5112359550561798,0.5759493670886076,0.7936507936507936,0.37058823529411766,0.35294117647058826,0.3055555555555556,0.37058823529411766,0.577922077922078,0.6923076923076923,0.5625,0.5700836820083682,0.6428571428571429,0.525,0.6015037593984962,0.6639344262295082,0.5766129032258065,0.35564853556485354,,0.08766233766233766,0.12179487179487179,0.07407407407407407,,,,0.45714285714285713,0.9166666666666666,,0.7154471544715447,0.3,0.8106060606060606,0.22330097087378642,0.7647058823529411,0.26609442060085836,0.48,0.23529411764705882,0.10344827586206896,0.24324324324324326,0.1724137931034483,0.6086956521739131,0.7727272727272727,0.7878787878787878,0.8105263157894737,0.8108108108108109,0.043689320388349516,97.85433818872704,0.631578947368421,14.52037037037037,14.913696060037523,14.005555555555556,14.311444652908067,0.3263598326359833,0.6794871794871795,0.7737226277372263,0.5188679245283019,0.22594142259414227,0.5277777777777778,0.57,0.5263157894736842,0.09205020920502092,0.3409090909090909,0.3409090909090909,0.4,0.0899581589958159,0.32558139534883723,0.32558139534883723,0.9285714285714286,0.26569037656903766,0.3858267716535433,0.3858267716535433,0.7551020408163265,0.5892857142857143,0.7575757575757576,0.16,0.07142857142857142,,,0.23214285714285715,0.46153846153846156,0.8333333333333334,0.33,0.6666666666666666,0.09,0.3333333333333333,0.27,0.2962962962962963,0.6820083682008368,0.3858267716535433,0.5417574267782427,0.5784820512820513,0.52735,0.10597302504816955,0.14985590778097982,0.01744186046511628,0.1261682242990654,0.22429906542056074,6.103571428571429,25.554117647058824,0.2518518518518518,1.0,1.0,1.0,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-203924-203994,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Jerami Grant, Jusuf Nurkic","Winslow, Hart, Simons, Grant, Nurkic",1626159-1628404-1629014-203924-203994,POR,5771.0,10,96.0,-19.0,182.0,183.0,30.0,49.0,19.0,365.0,35.0,60.0,5.0,9.0,6.0,14.0,21.0,35.0,5.0,18.0,5.0,18.0,1.0,2.0,1.0,3.0,12.0,39.0,2.0,5.0,2.0,6.0,61.0,113.0,17.0,57.0,34.0,207.0,226.0,6.0,10.0,3.0,7.0,4.0,25.0,8.0,19.0,3.0,9.0,8.0,33.0,66.0,56.0,42.0,9.0,8.0,,39.0,12.0,12.0,,33.0,14.0,47.0,9.0,5.0,18.0,12.0,3.0,108.0,8.0,14.0,,29.0,31.0,4.0,64.0,22.0,86.0,2.0,11.0,8.0,3.0,7.0,3.0,6.0,9.0,,1.0,,3.0,16.0,2.0,3.0,19.0,43.0,1.0,5.0,1.0,35.0,2.0,1.0,,,41.0,7.0,,,22.0,,2.0,8.0,,,5.0,,,3.0,8.0,6.0,,,182.0,33.0,30.0,7.0,1.0,0.5409836065573771,0.5789473684210527,0.8235294117647058,0.2982456140350877,0.42857142857142855,0.3333333333333333,0.2982456140350877,0.5398230088495575,0.6,0.42105263157894735,0.5088235294117647,0.6176470588235294,0.44642857142857145,0.553475935828877,0.6578947368421053,0.5,0.3352941176470588,,0.10619469026548672,0.11666666666666667,0.02857142857142857,0.2222222222222222,,,0.4375,1.0,,0.8157894736842105,0.2692307692307692,0.6304347826086957,0.2,0.7142857142857143,0.2391304347826087,0.24,0.2857142857142857,0.3076923076923077,0.14814814814814814,0.3076923076923077,0.6842105263157895,0.9230769230769231,1.0,0.6111111111111112,0.7,0.025,91.0760700051984,0.75,15.54945054945055,16.07103825136612,15.236263736263735,15.595628415300547,0.35294117647058826,0.5833333333333334,0.660377358490566,0.5142857142857142,0.20588235294117646,0.6,0.6176470588235294,0.5714285714285714,0.10588235294117647,0.2777777777777778,0.35714285714285715,0.6,0.10588235294117647,0.2777777777777778,0.2777777777777778,1.0,0.22941176470588234,0.3076923076923077,0.3076923076923077,0.75,0.5294117647058824,0.5555555555555556,0.2,0.11764705882352941,0.5,1.0,0.29411764705882354,0.4,1.0,0.5,0.42857142857142855,0.10714285714285714,0.3333333333333333,0.21428571428571427,0.3333333333333333,0.6882352941176471,0.3076923076923077,0.5504814705882353,0.5575954545454546,0.5241267857142857,0.11891891891891893,0.171875,,0.12077294685990338,0.15942028985507245,6.64070796460177,24.894736842105264,0.16483516483516483,,1.0,,,,1610612757,2023,2022-23,True
1629234-1629629-1629680-203081-203924,1610612757,"Drew Eubanks, Cam Reddish, Matisse Thybulle, Damian Lillard, Jerami Grant","Eubanks, Reddish, Thybulle, Lillard, Grant",1629234-1629629-1629680-203081-203924,POR,4741.0,8,79.0,-6.0,169.0,168.0,3.0,15.0,21.0,337.0,39.0,59.0,9.0,12.0,,,17.0,36.0,5.0,17.0,4.0,8.0,1.0,2.0,,,10.0,37.0,1.0,3.0,,,61.0,112.0,14.0,45.0,25.0,189.0,195.0,11.0,17.0,2.0,5.0,4.0,32.0,,,,,6.0,6.0,70.0,52.0,39.0,3.0,14.0,,37.0,10.0,10.0,2.0,35.0,13.0,48.0,9.0,4.0,23.0,8.0,4.0,109.0,6.0,17.0,,40.0,24.0,3.0,67.0,23.0,90.0,,12.0,7.0,5.0,13.0,3.0,7.0,6.0,1.0,6.0,,1.0,19.0,,,20.0,40.0,,3.0,1.0,23.0,2.0,1.0,,,33.0,3.0,,2.0,15.0,,2.0,6.0,,,4.0,,,2.0,6.0,5.0,,,157.0,4.0,2.0,3.0,1.0,0.5737704918032787,0.6481481481481481,0.9285714285714286,0.3111111111111111,0.4,,0.3111111111111111,0.5446428571428571,0.6470588235294118,,0.5222929936305732,0.6363636363636364,,0.5526315789473685,0.6666666666666666,1.0,0.28662420382165604,0.044444444444444446,0.08928571428571429,0.1016949152542373,0.08333333333333333,0.058823529411764705,,0.05405405405405406,0.6842105263157895,1.0,,0.7741935483870968,0.3333333333333333,0.8163265306122449,0.1935483870967742,0.8,0.2804878048780488,0.45,0.3157894736842105,0.16666666666666666,0.14814814814814814,0.5,0.6842105263157895,1.0,0.8,0.8157894736842105,0.8181818181818182,,102.35815228854672,0.8333333333333334,14.224852071005918,13.910714285714286,13.757396449704142,13.470238095238095,0.37579617834394907,0.6610169491525424,0.7358490566037735,0.5897435897435898,0.22929936305732485,0.4722222222222222,0.5151515151515151,0.47058823529411764,0.10828025477707007,0.29411764705882354,0.3125,0.8,0.050955414012738856,0.5,0.5,1.0,0.2356687898089172,0.2702702702702703,0.2857142857142857,0.9,0.5454545454545454,0.75,0.3333333333333333,0.09090909090909091,0.5,1.0,0.13636363636363635,0.3333333333333333,1.0,,,,,,,0.6624203821656051,0.2702702702702703,0.5382095541401274,0.562178125,,0.08875739644970414,0.12096774193548387,,0.1693121693121693,0.031746031746031744,6.449107142857143,25.82,0.01775147928994083,,,,,,1610612757,2023,2022-23,True
1628404-1629014-1631101-203924-203994,1610612757,"Josh Hart, Anfernee Simons, Shaedon Sharpe, Jerami Grant, Jusuf Nurkic","Hart, Simons, Sharpe, Grant, Nurkic",1628404-1629014-1631101-203924-203994,POR,3230.0,8,54.0,16.0,114.0,111.0,5.0,19.0,13.0,225.0,25.0,38.0,3.0,6.0,1.0,2.0,2.0,14.0,8.0,13.0,2.0,7.0,1.0,1.0,1.0,1.0,13.0,32.0,,3.0,,1.0,35.0,65.0,15.0,39.0,16.0,131.0,115.0,4.0,10.0,1.0,4.0,,11.0,2.0,6.0,1.0,2.0,2.0,9.0,34.0,36.0,39.0,6.0,4.0,,32.0,13.0,5.0,,17.0,13.0,30.0,11.0,2.0,14.0,,3.0,73.0,5.0,10.0,,13.0,29.0,2.0,44.0,15.0,59.0,2.0,9.0,3.0,6.0,6.0,5.0,3.0,11.0,1.0,3.0,1.0,2.0,17.0,2.0,,6.0,11.0,,,,19.0,,,1.0,,25.0,3.0,1.0,,12.0,2.0,,10.0,,,7.0,,,3.0,10.0,6.0,,,120.0,9.0,5.0,1.0,,0.4857142857142857,0.5151515151515151,0.8666666666666667,0.38461538461538464,0.25,0.5,0.38461538461538464,0.5384615384615384,0.4,0.3333333333333333,0.5528846153846154,0.39285714285714285,0.4375,0.5745614035087719,0.39285714285714285,0.5,0.375,,0.07692307692307693,0.10526315789473684,0.07142857142857142,,,,0.35294117647058826,1.0,,0.8529411764705882,0.3333333333333333,0.6842105263157895,0.20833333333333334,0.7924528301886793,0.2777777777777778,0.3076923076923077,0.4166666666666667,0.2,0.2631578947368421,,0.8666666666666667,0.8181818181818182,0.875,0.6666666666666666,0.75,0.04081632653061224,100.30959752321981,0.6,13.833333333333334,14.891891891891891,13.228070175438596,14.18018018018018,0.36538461538461536,0.6578947368421053,0.7352941176470589,0.56,0.1346153846153846,0.14285714285714285,0.15384615384615385,,0.125,0.6153846153846154,0.6153846153846154,0.375,0.0673076923076923,0.2857142857142857,0.2857142857142857,1.0,0.3076923076923077,0.40625,0.40625,0.8461538461538461,0.42857142857142855,0.5,0.3333333333333333,0.07142857142857142,1.0,1.0,0.21428571428571427,,,0.25,0.5,0.125,1.0,0.125,,0.7403846153846154,0.40625,0.5565610576923077,0.557915,0.47785625,0.12280701754385964,0.16216216216216217,0.05,0.08396946564885496,0.06870229007633588,6.124615384615385,25.858974358974358,0.043859649122807015,,,,,,1610612757,2023,2022-23,True
1629629-1629680-1630570-203081-203924,1610612757,"Cam Reddish, Matisse Thybulle, Trendon Watford, Damian Lillard, Jerami Grant","Reddish, Thybulle, Watford, Lillard, Grant",1629629-1629680-1630570-203081-203924,POR,2861.0,7,48.0,3.0,96.0,98.0,15.0,49.0,11.0,194.0,27.0,36.0,3.0,5.0,3.0,5.0,7.0,15.0,3.0,7.0,3.0,5.0,1.0,1.0,1.0,1.0,4.0,18.0,2.0,4.0,1.0,5.0,37.0,58.0,7.0,23.0,16.0,111.0,108.0,4.0,7.0,3.0,5.0,,17.0,5.0,7.0,2.0,6.0,8.0,24.0,48.0,26.0,18.0,3.0,4.0,,18.0,4.0,5.0,,24.0,6.0,30.0,3.0,3.0,19.0,3.0,2.0,66.0,1.0,12.0,,21.0,14.0,1.0,36.0,13.0,49.0,2.0,9.0,7.0,2.0,11.0,5.0,7.0,10.0,,4.0,,1.0,21.0,2.0,1.0,10.0,19.0,,,3.0,18.0,,,2.0,,18.0,2.0,,,7.0,,3.0,1.0,,,1.0,,,,1.0,1.0,1.0,1.0,94.0,24.0,15.0,2.0,3.0,0.6486486486486487,0.6857142857142857,0.8571428571428571,0.30434782608695654,0.6,0.3333333333333333,0.30434782608695654,0.6379310344827587,0.5714285714285714,0.7142857142857143,0.5864197530864198,0.7083333333333334,0.6153846153846154,0.6235955056179775,0.7083333333333334,0.7058823529411765,0.2839506172839506,,0.08620689655172414,0.027777777777777776,0.13333333333333333,0.2857142857142857,,,0.5238095238095238,1.0,,0.8235294117647058,0.5714285714285714,0.7777777777777778,0.06666666666666667,0.7954545454545454,0.3611111111111111,0.5555555555555556,0.5,0.75,0.07692307692307693,,0.9,0.6666666666666666,1.0,0.7727272727272727,0.8,0.06451612903225806,97.6441803565187,1.0,14.0625,15.418367346938776,13.21875,14.744897959183673,0.4444444444444444,0.75,0.7714285714285715,0.7037037037037037,0.18518518518518517,0.4666666666666667,0.5384615384615384,0.42857142857142855,0.08641975308641975,0.42857142857142855,0.6,0.6666666666666666,0.06172839506172839,0.6,0.6,1.0,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.75,0.4166666666666667,0.6,0.6666666666666666,0.08333333333333333,1.0,1.0,0.3333333333333333,0.5,0.5,0.38461538461538464,0.6,0.07692307692307693,1.0,0.38461538461538464,0.2,0.7283950617283951,0.2222222222222222,0.5529611111111111,0.5246454545454545,0.49881538461538466,0.08139534883720931,0.1111111111111111,,0.15315315315315314,0.21621621621621623,5.393103448275863,25.900000000000002,0.15625,,,,,,1610612757,2023,2022-23,True
1626159-1628404-1629014-1629234-203924,1610612757,"Justise Winslow, Josh Hart, Anfernee Simons, Drew Eubanks, Jerami Grant","Winslow, Hart, Simons, Eubanks, Grant",1626159-1628404-1629014-1629234-203924,POR,2849.0,10,47.0,2.0,97.0,99.0,14.0,26.0,8.0,196.0,16.0,29.0,2.0,4.0,3.0,3.0,2.0,13.0,5.0,9.0,1.0,4.0,,2.0,,,14.0,22.0,,,1.0,1.0,23.0,51.0,15.0,26.0,17.0,108.0,106.0,2.0,4.0,,2.0,4.0,8.0,6.0,8.0,1.0,1.0,6.0,21.0,18.0,28.0,36.0,9.0,4.0,,22.0,14.0,6.0,,9.0,12.0,21.0,11.0,1.0,7.0,,2.0,54.0,2.0,8.0,,13.0,22.0,4.0,39.0,10.0,49.0,2.0,8.0,7.0,1.0,10.0,3.0,6.0,12.0,,4.0,,2.0,22.0,1.0,2.0,14.0,21.0,2.0,,1.0,20.0,1.0,2.0,2.0,,21.0,2.0,,,8.0,1.0,2.0,3.0,,,2.0,,,1.0,3.0,3.0,,1.0,100.0,18.0,12.0,1.0,,0.391304347826087,0.42857142857142855,0.8,0.5769230769230769,,1.0,0.5769230769230769,0.45098039215686275,0.5,0.75,0.5909090909090909,0.3333333333333333,0.8333333333333334,0.627906976744186,0.5,0.875,0.33766233766233766,,0.11764705882352941,0.1724137931034483,0.07692307692307693,,,,0.45454545454545453,0.6666666666666666,,0.8148148148148148,0.2962962962962963,0.65,0.18181818181818182,0.7446808510638298,0.2631578947368421,0.38461538461538464,0.18181818181818182,0.3333333333333333,0.25,,0.5833333333333334,1.0,1.0,0.6111111111111112,1.0,0.0625,99.06633906633907,1.0,13.876288659793815,15.181818181818182,13.494845360824742,14.727272727272727,0.37662337662337664,0.5517241379310345,0.6666666666666666,0.4375,0.16883116883116883,0.15384615384615385,0.16666666666666666,,0.11688311688311688,0.5555555555555556,0.5555555555555556,0.4,0.05194805194805195,0.25,0.25,1.0,0.2857142857142857,0.6363636363636364,0.6363636363636364,0.7857142857142857,0.6666666666666666,0.5,,0.3333333333333333,,,,,,0.3333333333333333,1.0,,,0.1111111111111111,1.0,0.7142857142857143,0.6363636363636364,0.5457993506493507,0.5801083333333333,0.4925666666666666,0.10714285714285714,0.14035087719298245,0.037037037037037035,0.07407407407407407,0.19444444444444445,5.8196078431372555,25.957692307692305,0.14432989690721648,,1.0,,,,1610612757,2023,2022-23,True
1628404-1629234-1631101-203081-203924,1610612757,"Josh Hart, Drew Eubanks, Shaedon Sharpe, Damian Lillard, Jerami Grant","Hart, Eubanks, Sharpe, Lillard, Grant",1628404-1629234-1631101-203081-203924,POR,2457.0,16,41.0,-38.0,82.0,85.0,21.0,14.0,6.0,167.0,14.0,20.0,3.0,4.0,1.0,2.0,6.0,12.0,2.0,6.0,3.0,11.0,,1.0,,2.0,8.0,19.0,,,3.0,9.0,22.0,38.0,11.0,30.0,21.0,98.0,136.0,4.0,5.0,,1.0,2.0,10.0,2.0,6.0,3.0,11.0,6.0,19.0,28.0,16.0,24.0,9.0,6.0,1.0,18.0,8.0,6.0,,14.0,8.0,22.0,5.0,3.0,9.0,5.0,,52.0,3.0,5.0,,10.0,8.0,1.0,19.0,8.0,27.0,,3.0,2.0,1.0,5.0,2.0,4.0,6.0,1.0,1.0,,1.0,11.0,,1.0,15.0,21.0,,1.0,2.0,15.0,,,1.0,,22.0,2.0,,,11.0,,1.0,2.0,,,2.0,,,,2.0,1.0,1.0,,88.0,19.0,21.0,1.0,1.0,0.6363636363636364,0.7368421052631579,0.7272727272727273,0.36666666666666664,,0.2727272727272727,0.3793103448275862,0.5789473684210527,0.8,0.3333333333333333,0.5661764705882353,0.6666666666666666,0.38235294117647056,0.6282051282051282,0.7142857142857143,0.475,0.4411764705882353,,0.15789473684210525,0.25,0.08333333333333333,,,,0.45454545454545453,1.0,,0.7272727272727273,0.3125,0.6666666666666666,0.16666666666666666,0.6923076923076923,0.23529411764705882,0.5,0.16666666666666666,0.25,0.1,0.25,0.625,1.0,1.0,0.7142857142857143,,,97.87545787545787,0.5,14.987804878048781,14.447058823529412,14.78048780487805,14.117647058823529,0.29411764705882354,0.7,0.9333333333333333,0.6428571428571429,0.17647058823529413,0.5,0.5454545454545454,0.8333333333333334,0.08823529411764706,0.3333333333333333,0.3333333333333333,,0.16176470588235295,0.2727272727272727,0.2727272727272727,1.0,0.27941176470588236,0.42105263157894735,0.42105263157894735,0.625,0.6666666666666666,0.75,,0.16666666666666666,,,,,,0.11764705882352941,0.5,0.11764705882352941,,0.5294117647058824,0.3333333333333333,0.7352941176470589,0.4444444444444444,0.557355223880597,0.5493666666666667,0.5427764705882353,0.14285714285714285,0.23404255319148937,,0.10204081632653061,0.19387755102040816,5.876315789473685,25.8,0.25609756097560976,,,,,,1610612757,2023,2022-23,True
