EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Rebounds,SelfOReb,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,AtRimAssists,DefThreePtRebounds,DefRebounds,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,FtPoints,Steals,BadPassSteals,FoulsDrawn,FTA,3SecondViolations,Arc3FGM,Arc3FGA,FG3M,FG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyFtPoints,DefTwoPtRebounds,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefTwoPtReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,BlockedShortMidRange,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,Corner3FGA,Loose Ball Fouls,Corner3Frequency,DefLongMidRangeReboundPct,SecondChanceAtRimFGA,LongMidRangeFGM,Corner3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PtsUnassisted3s,Corner3Assists,LongMidRangeAssists,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChanceAtRimFGM,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,LostBallOutOfBoundsTurnovers,Offensive Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3FGA,DefensiveGoaltends,OffCorner3ReboundPct,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Charge Fouls Drawn,Charge Fouls,Technical Free Throw Trips,team_id,year,season,team_vs
1626181-1627826-1629611-1630538-201566,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Bones Hyland, Russell Westbrook","Powell, Zubac, Mann, Hyland, Westbrook",1626181-1627826-1629611-1630538-201566,LAC,79.0,1,1.0,1.0,2.0,1,1.0,3,1.0,2.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,54.68354430379747,20.5,38.0,19.5,38.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,0.5388000000000001,0.4728,0.5,5.533333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201566-201569,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Eric Gordon","Powell, Zubac, Mann, Westbrook, Gordon",1626181-1627826-1629611-201566-201569,LAC,203.0,1,3.0,-6.0,6.0,6,,12,1.0,1.0,3.0,2.0,5.0,4.0,10.0,,,,4.0,,,2.0,2.0,1.0,4.0,,,2.0,,,,4.0,1.0,1.0,0.4,,0.4,,0.4,,,,,,85.1231527093596,18.333333333333332,15.5,18.333333333333332,13.666666666666666,0.2,0.6,0.3333333333333333,0.3333333333333333,1.0,0.2,0.5221,,,9.82,6.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,6.0,0.4,0.4,0.4,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,0.2,0.2,1.0,0.5221,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201566-201587,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Nicolas Batum","Powell, Zubac, Mann, Westbrook, Batum",1626181-1627826-1629611-201566-201587,LAC,24.0,1,,1.0,,1,,1,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,60.0,,20.0,,19.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201566-202694,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Marcus Morris Sr.","Powell, Zubac, Mann, Westbrook, Morris Sr.",1626181-1627826-1629611-201566-202694,LAC,55.0,1,1.0,,2.0,2,,4,1.0,,,1.0,1.0,2.0,2.0,,,,2.0,,,1.0,1.0,,2.0,,,,,,,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,,104.72727272727273,13.0,14.5,13.0,14.5,1.0,,,,,1.0,0.8615,,,0.8,,,1.0,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201566-202695,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Kawhi Leonard","Powell, Zubac, Mann, Westbrook, Leonard",1626181-1627826-1629611-201566-202695,LAC,94.0,1,2.0,-1.0,3.0,4,,7,,1.0,2.0,1.0,2.0,5.0,6.0,,,,,2.0,,,1.0,,3.0,,,1.0,,,1.0,5.0,,,0.5,,0.8333333333333334,,0.8333333333333334,,,,,,107.23404255319149,17.333333333333332,10.5,17.333333333333332,10.5,,0.6666666666666666,0.5,0.5,,0.3333333333333333,0.48183333333333334,,,9.3,,4.0,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201566-203496,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Russell Westbrook, Robert Covington","Powell, Zubac, Mann, Westbrook, Covington",1626181-1627826-1629611-201566-203496,LAC,41.0,1,1.0,2.0,1.0,1,,2,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,70.2439024390244,22.0,19.0,22.0,19.0,,,,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,,1.0,1.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201569-202694,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Eric Gordon, Marcus Morris Sr.","Powell, Zubac, Mann, Gordon, Morris Sr.",1626181-1627826-1629611-201569-202694,LAC,49.0,1,1.0,-3.0,1.0,1,,2,1.0,,1.0,,2.0,,3.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,0.5,0.5,,,58.775510204081634,37.0,12.0,37.0,7.0,0.5,0.5,,,,0.5,0.3932,,,8.7,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,0.3932,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201569-202695,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Eric Gordon, Kawhi Leonard","Powell, Zubac, Mann, Gordon, Leonard",1626181-1627826-1629611-201569-202695,LAC,29.0,1,,-1.0,1.0,1,,2,,,,,,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,99.3103448275862,5.0,24.0,5.0,24.0,,,,,,1.0,0.5832,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,24.3,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1629611-201587-202694,1610612746,"Norman Powell, Ivica Zubac, Terance Mann, Nicolas Batum, Marcus Morris Sr.","Powell, Zubac, Mann, Batum, Morris Sr.",1626181-1627826-1629611-201587-202694,LAC,22.0,1,,-2.0,,1,,1,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45454545454545,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
1626181-1627826-1630538-201566-202694,1610612746,"Norman Powell, Ivica Zubac, Bones Hyland, Russell Westbrook, Marcus Morris Sr.","Powell, Zubac, Hyland, Westbrook, Morris Sr.",1626181-1627826-1630538-201566-202694,LAC,61.0,1,1.0,,2.0,2,,4,1.0,,,1.0,1.0,2.0,2.0,,,,2.0,,,1.0,1.0,,2.0,,,1.0,,,,2.0,1.0,1.0,1.0,,0.5,,0.5,,,,,,94.42622950819673,12.5,18.0,12.5,17.5,0.5,,,,,1.0,0.559175,,,2.6,,2.0,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,0.5,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,0.5,0.5,,,,,25.0,,1.0,,,,,,0.5,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2023,2022-23,True
