EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,FoulsDrawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeAssists,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,FtPoints,SecondChanceFtPoints,PenaltyFtPoints,PtsPutbacks,Corner3Assists,BadPassTurnovers,Fouls,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Fg2aBlocked,OffTwoPtRebounds,Steals,BadPassSteals,StepOutOfBoundsTurnovers,SecondChanceTurnovers,ShootingFouls,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceShotQualityAvg,LongMidRangeFGA,FTDefRebounds,SelfOReb,LostBallSteals,ShortMidRangePctBlocked,DefFTReboundPct,SelfORebPct,LongMidRangeFrequency,HeaveAttempts,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,Offensive Fouls,BlockedShortMidRange,SecondChanceFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,LongMidRangeFGM,LongMidRangeAssists,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BadPassOutOfBoundsTurnovers,OffCorner3ReboundPct,Fg3aBlocked,Charge Fouls,FG3APctBlocked,Corner3PctBlocked,Loose Ball Fouls,BlockedAtRim,Loose Ball Fouls Drawn,Travels,PtsUnassisted3s,NonShootingPenaltyNonTakeFouls,LongMidRangePctBlocked,OffLongMidRangeReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,3SecondViolations,Charge Fouls Drawn,Blocked3s,BlockedArc3,Defensive 3 Seconds Violations,BlockedCorner3,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,DefensiveGoaltends,Arc3PctBlocked,Technical Free Throw Trips,Transition Take Fouls,Transition Take Fouls Drawn,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
1626163-1626246-1630227-1630528-1631106,1610612745,"Frank Kaminsky, Boban Marjanovic, Daishen Nix, Josh Christopher, Tari Eason","Kaminsky, Marjanovic, Nix, Christopher, Eason",1626163-1626246-1630227-1630528-1631106,HOU,450.0,2,8.0,3.0,15.0,14.0,11.0,8.0,1.0,29.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,6.0,1.0,4.0,4.0,5.0,2.0,7.0,14.0,11.0,1.0,1.0,2.0,2.0,3.0,1.0,4.0,7.0,4.0,4.0,6.0,6.0,2.0,2.0,2.0,4.0,2.0,2.0,10.0,1.0,2.0,5.0,7.0,1.0,8.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,12.0,7.0,11.0,0.5,0.5,1.0,0.2857142857142857,0.25,0.2857142857142857,0.8,1.0,0.6666666666666666,0.5833333333333334,1.0,0.5,0.5833333333333334,1.0,0.5,0.5833333333333334,0.6666666666666666,1.0,0.6666666666666666,0.2,0.875,0.16666666666666666,0.25,1.0,1.0,1.0,1.0,0.5,92.8,1.0,13.666666666666666,17.5,13.266666666666667,16.928571428571427,0.3333333333333333,1.0,1.0,0.5,0.08333333333333333,0.08333333333333333,0.5,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.2857142857142857,1.0,0.5714285714285714,0.25,0.9166666666666666,0.3333333333333333,0.5441791666666667,0.5332642857142857,0.14285714285714285,0.5,3.96,25.214285714285715,0.7333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1626246-1630227-1631102-1631106,1610612745,"Frank Kaminsky, Boban Marjanovic, Daishen Nix, TyTy Washington Jr., Tari Eason","Kaminsky, Marjanovic, Nix, Washington Jr., Eason",1626163-1626246-1630227-1631102-1631106,HOU,184.0,1,3.0,2.0,5.0,5.0,,,,10.0,2.0,2.0,,,,,2.0,,,,,,4.0,4.0,,,8.0,6.0,,,,,,,,,6.0,2.0,,,,3.0,,3.0,,1.0,6.0,,2.0,1.0,3.0,,3.0,1.0,,1.0,1.0,,,,,,,8.0,,,0.75,0.75,,,,,1.0,,,1.0,,,1.0,,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,,78.26086956521739,,20.8,16.0,20.8,16.0,0.5,1.0,1.0,0.5,0.5,,,,,,,,,,,,,0.5,,0.44675,,,,6.1,,,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1626246-1630528-1630620-1631309,1610612745,"Frank Kaminsky, Boban Marjanovic, Josh Christopher, Darius Days, Trevor Hudgins","Kaminsky, Marjanovic, Christopher, Days, Hudgins",1626163-1626246-1630528-1630620-1631309,HOU,211.0,1,4.0,4.0,7.0,8.0,6.0,,1.0,15.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,13.0,9.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,13.0,,4.0,6.0,3.0,1.0,,2.0,2.0,1.0,,6.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,,,1.0,1.0,3.0,,,,,10.0,13.0,6.0,,,1.0,0.5,0.6666666666666666,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,0.9285714285714286,1.5,1.0833333333333333,0.6666666666666666,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,1.0,,1.0,,102.3696682464455,,13.142857142857142,14.875,13.142857142857142,14.875,0.16666666666666666,1.0,1.0,,0.16666666666666666,0.16666666666666666,0.5,0.3333333333333333,0.3333333333333333,1.0,,,,0.2,1.0,0.4,0.5,0.8333333333333334,0.3333333333333333,0.5010416666666667,0.51038,0.23076923076923078,1.0,3.2,25.5,0.8571428571428571,1.0,,1.0,1.0,,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,0.16666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1626246-1630528-1631102-1631106,1610612745,"Frank Kaminsky, Boban Marjanovic, Josh Christopher, TyTy Washington Jr., Tari Eason","Kaminsky, Marjanovic, Christopher, Washington Jr., Eason",1626163-1626246-1630528-1631102-1631106,HOU,496.0,2,8.0,5.0,17.0,16.0,,,2.0,33.0,7.0,9.0,1.0,1.0,,,3.0,1.0,1.0,3.0,,,8.0,12.0,1.0,4.0,23.0,18.0,1.0,1.0,2.0,,,,,,10.0,6.0,3.0,3.0,1.0,5.0,1.0,6.0,1.0,4.0,13.0,,4.0,3.0,7.0,2.0,9.0,,1.0,,1.0,,2.0,,,,,21.0,,,0.625,0.7142857142857143,1.0,0.25,,0.25,0.6666666666666666,1.0,,0.59375,1.0,,0.6388888888888888,1.0,,0.25,,1.0,1.0,,1.0,0.2857142857142857,,1.0,1.0,,1.0,1.0,95.80645161290322,,12.647058823529411,17.5625,12.588235294117647,17.5625,0.5625,0.7777777777777778,0.875,0.5714285714285714,0.1875,0.0625,0.1875,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,,,,,,0.8125,0.3333333333333333,0.52593125,,0.08695652173913043,,3.6166666666666667,26.075,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,,,,4.0,,,2.0,,,1.0,4.0,,2.0,,,,,,,,0.1111111111111111,0.14285714285714285,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.08333333333333333,0.1111111111111111,0.5,0.5,0.5,0.3971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1629645-1630224-1630231-1631095,1610612745,"Frank Kaminsky, Kevin Porter Jr., Jalen Green, Kenyon Martin Jr., Jabari Smith Jr.","Kaminsky, Porter Jr., Green, Martin Jr., Smith Jr.",1626163-1629645-1630224-1630231-1631095,HOU,1.0,1,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,0.5,,0.5,,,,,,,,,,,,,,1440.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630224-1630227-1630586-1631106,1610612745,"Frank Kaminsky, Jalen Green, Daishen Nix, Usman Garuba, Tari Eason","Kaminsky, Green, Nix, Garuba, Eason",1626163-1630224-1630227-1630586-1631106,HOU,153.0,1,3.0,7.0,7.0,7.0,7.0,2.0,1.0,14.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,3.0,6.0,1.0,1.0,9.0,2.0,1.0,1.0,2.0,3.0,6.0,1.0,1.0,9.0,,6.0,3.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,2.0,3.0,1.0,4.0,,,,,,,,,,,7.0,9.0,7.0,,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.6428571428571429,1.0,0.6428571428571429,0.6428571428571429,1.0,0.6428571428571429,0.14285714285714285,,0.6666666666666666,,,0.6666666666666666,0.3333333333333333,,,1.0,1.0,,,131.76470588235296,,10.571428571428571,11.285714285714286,10.285714285714286,11.142857142857142,0.2857142857142857,1.0,1.0,,0.42857142857142855,,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,,0.2857142857142857,1.0,0.14285714285714285,1.0,0.42857142857142855,1.0,0.4471857142857143,0.4471857142857143,0.2222222222222222,1.0,7.416666666666667,27.6,1.0,1.0,,0.3333333333333333,0.5,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.16666666666666666,,0.3333333333333333,,0.5,0.5438,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630224-1630231-1631095-1631102,1610612745,"Frank Kaminsky, Jalen Green, Kenyon Martin Jr., Jabari Smith Jr., TyTy Washington Jr.","Kaminsky, Green, Martin Jr., Smith Jr., Washington Jr.",1626163-1630224-1630231-1631095-1631102,HOU,110.0,1,2.0,-7.0,3.0,4.0,,,,7.0,,1.0,,,,,,,,1.0,,,,2.0,,1.0,,7.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,0.3333333333333333,,0.25,,,,,,0.3333333333333333,,91.63636363636364,,16.333333333333332,15.25,16.333333333333332,14.0,0.3333333333333333,,,,,,0.3333333333333333,,,,,,,,,,,0.6666666666666666,,0.5214,,,,10.55,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,1.0,,,,,1.0,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630231-1630528-1631095,1610612745,"Frank Kaminsky, Daishen Nix, Kenyon Martin Jr., Josh Christopher, Jabari Smith Jr.","Kaminsky, Nix, Martin Jr., Christopher, Smith Jr.",1626163-1630227-1630231-1630528-1631095,HOU,116.0,1,2.0,-10.0,4.0,4.0,,,1.0,8.0,1.0,2.0,1.0,1.0,,,,,,2.0,,,1.0,2.0,,2.0,2.0,12.0,1.0,1.0,2.0,,,,,,,2.0,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,0.5,1.0,,0.25,1.0,,0.25,1.0,,0.5,,,,,,0.3333333333333333,,,,,,,99.3103448275862,,14.0,15.0,14.0,15.0,0.5,0.5,0.5,,,,0.5,,,,1.0,1.0,,,,,,1.0,,0.567025,,1.0,,1.05,26.35,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,0.6129,,,1.0,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630231-1630528-1631106,1610612745,"Frank Kaminsky, Daishen Nix, Kenyon Martin Jr., Josh Christopher, Tari Eason","Kaminsky, Nix, Martin Jr., Christopher, Eason",1626163-1630227-1630231-1630528-1631106,HOU,132.0,1,2.0,,4.0,4.0,1.0,1.0,,8.0,,,,,,,1.0,,,2.0,,2.0,,1.0,,2.0,3.0,3.0,,,,,,,2.0,,,,,1.0,,,,,,,,,1.0,,1.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,3.0,,1.0,,,,,,,,,,,,,0.3,,,0.6666666666666666,1.0,,1.0,,1.0,,,,,,1.0,,87.27272727272727,,20.75,12.25,20.75,12.25,,,,,0.3333333333333333,,0.6666666666666666,,,,,,,,,1.0,,0.6666666666666666,,0.430625,0.47115,,,11.3,37.95,0.25,,,,,,,,,3.0,,,,,,,4.0,,2.0,,,,,,,,0.4,0.6666666666666666,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
1626163-1630227-1630528-1630586-1631106,1610612745,"Frank Kaminsky, Daishen Nix, Josh Christopher, Usman Garuba, Tari Eason","Kaminsky, Nix, Christopher, Garuba, Eason",1626163-1630227-1630528-1630586-1631106,HOU,141.0,1,2.0,-1.0,4.0,4.0,2.0,4.0,,8.0,1.0,1.0,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,2.0,3.0,,,,,,,1.0,,2.0,,,1.0,,1.0,,1.0,,1.0,2.0,,1.0,1.0,2.0,,2.0,1.0,,,1.0,,1.0,,,,,2.0,,2.0,1.0,1.0,,,,,1.0,,,0.5,,,0.5,,,0.5,1.0,1.0,0.5,,0.6666666666666666,,,,1.0,,0.5,,81.70212765957446,,15.0,20.25,15.0,16.75,0.5,1.0,1.0,1.0,,,0.5,,,,,,,,,1.0,,1.0,,0.656275,0.50505,,,0.8,25.8,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,False
