EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,PlusMinus,DefPoss,PenaltyDefPoss,TotalPoss,OpponentPoints,Fouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,OffPoss,PenaltyOffPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Loose Ball Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,LongMidRangeFGA,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,PenaltyArc3FGA,PenaltyFG3A,OffThreePtRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,BlockedAtRim,DefFTReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,PenaltyArc3Frequency,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Steals,LostBallSteals,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,OffAtRimReboundPct,DefLongMidRangeReboundPct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceArc3FGA,SecondChanceFG3A,LiveBallTurnovers,LostBallTurnovers,Clear Path Fouls,LiveBallTurnoverPct,SecondChanceArc3Frequency,BadPassTurnovers,PtsPutbacks,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,SelfOReb,2pt And 1 Free Throw Trips,Technical Free Throw Trips,NonShootingFoulsDrawn,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg3Pct,SelfORebPct,BlocksRecoveredPct,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg2aBlocked,BadPassSteals,FG2APctBlocked,ShortMidRangePctBlocked,SecondChanceFtPoints,Loose Ball Fouls,Offensive Fouls,Offensive Fouls Drawn,AtRimPctBlocked,OffCorner3ReboundPct,DefensiveGoaltends,PenaltyCorner3FGA,SecondChanceArc3FGM,PtsUnassisted3s,Travels,SecondChanceTurnovers,Charge Fouls,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,BlockedCorner3,BlockedLongMidRange,3SecondViolations,OffLongMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,ThreePtShootingFoulsDrawnPct,StepOutOfBoundsTurnovers,OffensiveGoaltends,PenaltyCorner3FGM,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyCorner3Accuracy,PenaltyArc3Accuracy,SecondChanceAtRimPctAssisted,Transition Take Fouls,Defensive 3 Seconds Violations,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,HeaveMakes,LongMidRangePctBlocked,team_id,year,season,team_vs
1626156-1627736-1628972-1629060-2544,1610612747,"D'Angelo Russell, Malik Beasley, Troy Brown Jr., Rui Hachimura, LeBron James","Russell, Beasley, Brown Jr., Hachimura, James",1626156-1627736-1628972-1629060-2544,LAL,19.0,1,-2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,75.78947368421053,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629020-1629060-203076,1610612747,"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Rui Hachimura, Anthony Davis","Russell, Beasley, Vanderbilt, Hachimura, Davis",1626156-1627736-1629020-1629060-203076,LAL,115.0,1,2.0,4.0,3.0,7.0,3.0,1.0,2.0,,87.65217391304347,15.75,15.5,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,0.5,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.75,0.25,0.5,1.0,1.0,0.75,0.5,1.0,1.0,1.0,1.0,17.333333333333332,14.0,0.5,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,0.75,0.5494,0.701,0.701,0.2,0.25,0.4,0.6,4.333333333333333,29.1,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629020-1630559-203076,1610612747,"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Austin Reaves, Anthony Davis","Russell, Beasley, Vanderbilt, Reaves, Davis",1626156-1627736-1629020-1630559-203076,LAL,112.0,1,-6.0,4.0,,7.0,8.0,,,,90.0,13.25,13.25,2.0,3.0,,,,,,,,,1.0,,1.0,3.0,,,2.0,,,,,,,,,2.0,,,,,,,1.0,,1.0,,1.0,,,,,,,2.0,,,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,,,,,,1.0,1.0,,,,,1.0,19.666666666666668,19.666666666666668,,,,,0.3333333333333333,,,,,,,0.42250000000000004,,,,,,,13.333333333333334,,,1.0,2.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629020-203076-2544,1610612747,"D'Angelo Russell, Malik Beasley, Jarred Vanderbilt, Anthony Davis, LeBron James","Russell, Beasley, Vanderbilt, Davis, James",1626156-1627736-1629020-203076-2544,LAL,321.0,2,-7.0,11.0,2.0,23.0,17.0,4.0,1.0,,103.17757009345794,14.090909090909092,13.272727272727273,5.0,12.0,3.0,,1.0,1.0,,,,,5.0,2.0,5.0,8.0,2.0,,10.0,,,,,1.0,,,2.0,8.0,2.0,1.0,1.0,1.0,2.0,,,3.0,4.0,1.0,5.0,,,,1.0,,1.0,10.0,,3.0,0.2,0.2,0.625,,,0.5,,,0.5,,,0.2,0.75,,,0.6,0.25,,,,,13.833333333333334,13.833333333333334,0.1,1.0,1.0,1.0,0.5,0.2,,,,,0.3,0.42424,,0.2811,,,,,10.8875,28.15,0.25,4.0,2.0,0.8,0.8,0.2,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629060-203076-203471,1610612747,"D'Angelo Russell, Malik Beasley, Rui Hachimura, Anthony Davis, Dennis Schroder","Russell, Beasley, Hachimura, Davis, Schroder",1626156-1627736-1629060-203076-203471,LAL,185.0,1,7.0,7.0,,14.0,2.0,,,,108.97297297297297,16.428571428571427,15.714285714285714,3.0,7.0,,1.0,2.0,4.0,,1.0,,,1.0,2.0,3.0,5.0,2.0,,9.0,,1.0,,,,,,2.0,4.0,2.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,5.0,1.0,6.0,,,,,,,9.0,,,0.3333333333333333,0.3333333333333333,0.6,,,0.6428571428571429,,,0.6428571428571429,,,0.2857142857142857,0.6666666666666666,0.5,0.75,0.7142857142857143,0.3333333333333333,,,1.0,,10.0,9.857142857142858,0.5714285714285714,0.5,0.5,0.5,0.14285714285714285,0.2857142857142857,1.0,,,,0.8571428571428571,0.6103571428571428,0.6006,,,,,,2.52,25.5,,1.0,,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-1629060-203076-2544,1610612747,"D'Angelo Russell, Malik Beasley, Rui Hachimura, Anthony Davis, LeBron James","Russell, Beasley, Hachimura, Davis, James",1626156-1627736-1629060-203076-2544,LAL,4.0,1,,,,1.0,,,,,360.0,,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,,,,,,,,,,,,0.1861,,0.1861,,,,,20.4,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1627736-203076-203471-2544,1610612747,"D'Angelo Russell, Malik Beasley, Anthony Davis, Dennis Schroder, LeBron James","Russell, Beasley, Davis, Schroder, James",1626156-1627736-203076-203471-2544,LAL,30.0,1,2.0,1.0,,2.0,,,1.0,,96.0,27.0,27.0,,1.0,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,2.0,1.0,,,,2.0,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,1.0,,,3.0,3.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1629060-203076,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Rui Hachimura, Anthony Davis","Russell, Brown Jr., Vanderbilt, Hachimura, Davis",1626156-1628972-1629020-1629060-203076,LAL,65.0,1,-3.0,1.0,,3.0,3.0,1.0,,,66.46153846153847,7.0,7.0,1.0,2.0,,1.0,,,,,,,,2.0,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,29.0,28.5,,,,,,1.0,,,,,1.0,0.474675,,,,,,,,27.55,,,,,,,,,1.0,,,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1629060-2544,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Rui Hachimura, LeBron James","Russell, Brown Jr., Vanderbilt, Hachimura, James",1626156-1628972-1629020-1629060-2544,LAL,103.0,1,-5.0,4.0,4.0,8.0,7.0,,1.0,,111.84466019417476,10.75,10.75,2.0,4.0,,,,1.0,,,,,,,,1.0,,2.0,2.0,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,2.0,1.0,,,,2.0,,,,,,,,,,,0.5,,,,,,1.0,1.0,,,,,1.0,15.0,15.0,1.0,,,,,,,,,,1.0,0.4967,,,0.5,0.5,,,3.0,,,,,,,,,,,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
1626156-1628972-1629020-1630559-203076,1610612747,"D'Angelo Russell, Troy Brown Jr., Jarred Vanderbilt, Austin Reaves, Anthony Davis","Russell, Brown Jr., Vanderbilt, Reaves, Davis",1626156-1628972-1629020-1630559-203076,LAL,134.0,1,-2.0,6.0,,11.0,6.0,1.0,1.0,,118.2089552238806,14.833333333333334,14.666666666666666,2.0,5.0,,,1.0,2.0,,,,,,1.0,1.0,2.0,1.0,2.0,4.0,,,,,,,,2.0,,1.0,1.0,1.0,1.0,2.0,,1.0,2.0,3.0,,3.0,,2.0,1.0,,,,4.0,,,1.0,1.0,0.5,,,0.3333333333333333,,,0.5,,,0.3333333333333333,1.0,,0.3333333333333333,0.6,,,1.0,0.3333333333333333,,9.0,9.0,0.6666666666666666,0.5,0.5,1.0,,0.3333333333333333,,,,,1.0,0.5593,,,0.25,0.3333333333333333,,,2.85,26.2,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612747,2023,2022-23,False
