EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,DefensiveGoaltends,3SecondViolations,Clear Path Fouls,BlockedLongMidRange,LongMidRangePctBlocked,Transition Take Fouls Drawn,BlockedCorner3,OffensiveGoaltends,HeaveMakes,team_id,year,season,team_vs
1628374-1629020-201144-203482-203903,1610612762,"Lauri Markkanen, Jarred Vanderbilt, Mike Conley, Kelly Olynyk, Jordan Clarkson","Markkanen, Vanderbilt, Conley, Olynyk, Clarkson",1628374-1629020-201144-203482-203903,UTA,18186.0,25,303,-13.0,619,621,63.0,47.0,80.0,1240,104.0,152.0,24.0,29.0,9.0,15.0,50.0,125.0,6.0,14.0,18.0,61.0,2.0,7.0,1.0,6.0,82.0,216.0,11.0,30.0,9.0,20.0,160.0,291.0,100.0,277.0,90.0,710.0,723.0,29.0,43.0,13.0,37.0,13.0,110.0,14.0,33.0,10.0,26.0,11.0,69.0,192.0,128.0,288.0,12.0,44.0,216.0,82.0,33.0,96.0,96.0,192.0,78.0,18.0,70.0,22.0,4.0,480.0,49.0,46.0,1.0,106.0,106.0,11.0,223.0,96.0,319.0,8.0,47.0,33.0,14.0,51.0,13.0,37.0,51.0,4.0,14.0,2.0,9.0,102.0,11.0,8.0,64.0,138.0,4.0,4.0,15.0,2.0,114.0,1.0,12.0,11.0,113.0,13.0,2.0,3.0,49.0,5.0,7.0,18.0,13.0,5.0,18.0,9.0,2.0,600.0,69.0,63.0,1.0,7.0,0.6,0.6956521739130435,0.96,0.36101083032490977,0.35135135135135137,0.38461538461538464,0.36101083032490977,0.5498281786941581,0.6744186046511628,0.42424242424242425,0.545774647887324,0.60625,0.4915254237288136,0.5765472312703583,0.6470588235294118,0.5,0.4876760563380282,0.1134020618556701,0.1118421052631579,0.128,0.5,1.0,0.07142857142857142,0.6463414634146342,0.35384615384615387,0.8091603053435115,0.28,0.7186440677966102,0.3114754098360656,0.4166666666666667,0.2972972972972973,0.5,0.3181818181818182,0.16279069767441862,0.569620253164557,0.6461538461538462,0.95,0.8333333333333334,0.6956521739130435,0.029411764705882353,98.18541735400856,0.5,14.953150242326332,14.380032206119163,14.2859450726979,14.035426731078905,0.2676056338028169,0.6842105263157895,0.7703703703703704,0.6730769230769231,0.22007042253521128,0.4,0.45871559633027525,0.44,0.02464788732394366,0.42857142857142855,0.42857142857142855,0.6666666666666666,0.1073943661971831,0.29508196721311475,0.29508196721311475,1.0,0.38028169014084506,0.37962962962962965,0.37962962962962965,0.9512195121951219,0.3625,0.8275862068965517,0.125,0.0875,0.2857142857142857,1.0,0.375,0.36666666666666664,0.9090909090909091,0.2542372881355932,0.6,0.1016949152542373,0.16666666666666666,0.3389830508474576,0.45,0.7552816901408451,0.37962962962962965,0.5391965669014084,0.5422206521739131,0.5215906779661017,0.08896210873146623,0.14984709480122324,0.017857142857142856,0.15492957746478872,0.09718309859154929,5.0123711340206185,25.48014440433213,0.10177705977382875,,,,,,,,,,,,,,,,,1610612762,2023,2022-23,False
1628374-1629659-1630534-1631117-203482,1610612762,"Lauri Markkanen, Talen Horton-Tucker, Ochai Agbaji, Walker Kessler, Kelly Olynyk","Markkanen, Horton-Tucker, Agbaji, Kessler, Olynyk",1628374-1629659-1630534-1631117-203482,UTA,8841.0,10,147,37.0,301,303,52.0,37.0,51.0,604,70.0,106.0,18.0,30.0,14.0,25.0,31.0,55.0,2.0,7.0,8.0,29.0,2.0,5.0,,4.0,32.0,87.0,,7.0,5.0,12.0,103.0,168.0,40.0,116.0,53.0,379.0,342.0,22.0,36.0,2.0,12.0,9.0,59.0,21.0,37.0,5.0,16.0,19.0,76.0,116.0,90.0,96.0,24.0,28.0,86.0,32.0,10.0,58.0,32.0,90.0,26.0,6.0,39.0,18.0,1.0,212.0,32.0,32.0,1.0,62.0,68.0,5.0,135.0,65.0,200.0,12.0,11.0,9.0,2.0,33.0,9.0,21.0,22.0,2.0,12.0,,4.0,55.0,7.0,6.0,26.0,40.0,,1.0,5.0,,52.0,,6.0,,72.0,9.0,,2.0,32.0,1.0,5.0,19.0,10.0,9.0,20.0,12.0,1.0,320.0,76.0,52.0,2.0,5.0,0.5631067961165048,0.651685393258427,0.8,0.3448275862068966,0.16666666666666666,0.3125,0.34782608695652173,0.6130952380952381,0.6111111111111112,0.5675675675675675,0.573943661971831,0.5208333333333334,0.5377358490566038,0.6022364217252396,0.5267857142857143,0.59375,0.4084507042253521,0.05952380952380952,0.0660377358490566,0.05454545454545454,0.6,1.0,0.125,0.7391304347826086,0.49230769230769234,0.8493150684931506,0.4383561643835616,0.7878787878787878,0.463768115942029,0.5277777777777778,0.5,0.2,0.4807692307692308,0.3333333333333333,0.6296296296296297,0.7924528301886793,0.75,0.8363636363636363,0.8888888888888888,0.09523809523809523,98.37801153715644,0.6,14.740863787375416,14.534653465346535,13.93687707641196,14.099009900990099,0.3732394366197183,0.660377358490566,0.7070707070707071,0.5571428571428572,0.1936619718309859,0.5636363636363636,0.5961538461538461,0.5806451612903226,0.02464788732394366,0.2857142857142857,0.2857142857142857,0.5,0.10211267605633803,0.27586206896551724,0.2857142857142857,0.75,0.30633802816901406,0.367816091954023,0.37209302325581395,0.8125,0.625,0.6,0.16666666666666666,0.10416666666666667,0.4,0.5,0.14583333333333334,,,0.4716981132075472,0.56,0.07547169811320754,,0.22641509433962265,0.4166666666666667,0.7816901408450704,0.37209302325581395,0.5380259717314487,0.5722814814814815,0.5444403846153846,0.10714285714285714,0.16753926701570682,0.008547008547008548,0.15567282321899736,0.20052770448548812,4.185119047619048,25.781896551724138,0.17275747508305647,1.0,2.0,1.0,1.0,0.017241379310344827,0.034482758620689655,0.011494252873563218,,,,,,,,,,1610612762,2023,2022-23,False
1628374-1629012-1629020-203482-203903,1610612762,"Lauri Markkanen, Collin Sexton, Jarred Vanderbilt, Kelly Olynyk, Jordan Clarkson","Markkanen, Sexton, Vanderbilt, Olynyk, Clarkson",1628374-1629012-1629020-203482-203903,UTA,7964.0,12,133,42.0,273,271,24.0,32.0,29.0,544,40.0,62.0,11.0,18.0,3.0,5.0,43.0,70.0,5.0,10.0,15.0,23.0,,1.0,3.0,3.0,32.0,70.0,1.0,1.0,1.0,3.0,88.0,142.0,47.0,93.0,51.0,368.0,326.0,13.0,22.0,1.0,2.0,9.0,38.0,7.0,12.0,4.0,6.0,10.0,36.0,90.0,86.0,135.0,6.0,18.0,70.0,32.0,15.0,45.0,45.0,90.0,30.0,15.0,18.0,26.0,1.0,225.0,14.0,18.0,,41.0,42.0,7.0,90.0,32.0,122.0,3.0,18.0,10.0,8.0,21.0,7.0,10.0,26.0,2.0,11.0,1.0,6.0,47.0,4.0,5.0,32.0,57.0,,1.0,4.0,,55.0,1.0,2.0,5.0,60.0,8.0,,,26.0,2.0,5.0,9.0,1.0,8.0,9.0,4.0,,330.0,36.0,24.0,2.0,5.0,0.5113636363636364,0.569620253164557,0.9574468085106383,0.5053763440860215,0.5,0.6666666666666666,0.5053763440860215,0.6197183098591549,0.5909090909090909,0.5833333333333334,0.674468085106383,0.6041666666666666,0.7222222222222222,0.7076923076923077,0.7037037037037037,0.782608695652174,0.39574468085106385,0.1056338028169014,0.1774193548387097,0.05714285714285714,0.44680851063829785,0.875,,0.6,0.33962264150943394,0.7884615384615384,0.3111111111111111,0.680327868852459,0.32653061224489793,0.4090909090909091,0.3076923076923077,0.2,0.2972972972972973,0.375,0.55,0.5714285714285714,0.875,0.775,0.8333333333333334,0.03614457831325301,98.36263184329484,0.4444444444444444,14.194139194139193,15.088560885608857,13.882783882783883,14.612546125461254,0.26382978723404255,0.6451612903225806,0.7843137254901961,0.45,0.2978723404255319,0.6142857142857143,0.6515151515151515,0.6046511627906976,0.0425531914893617,0.5,0.5,0.2,0.09787234042553192,0.6521739130434783,0.6521739130434783,1.0,0.2978723404255319,0.45714285714285713,0.47058823529411764,0.9375,0.75,0.6111111111111112,0.09090909090909091,0.041666666666666664,,,0.041666666666666664,1.0,1.0,0.2777777777777778,0.6,0.16666666666666666,1.0,0.16666666666666666,0.3333333333333333,0.6595744680851063,0.45714285714285713,0.5107544680851064,0.5286153846153846,0.4953944444444444,0.10980392156862745,0.1625,0.021052631578947368,0.10326086956521739,0.09782608695652174,6.142253521126761,25.537634408602152,0.08791208791208792,,2.0,,,0.021505376344086023,,0.02857142857142857,1.0,1.0,,,,,,,,1610612762,2023,2022-23,False
1627736-1628374-1631117-201144-203903,1610612762,"Malik Beasley, Lauri Markkanen, Walker Kessler, Mike Conley, Jordan Clarkson","Beasley, Markkanen, Kessler, Conley, Clarkson",1627736-1628374-1631117-201144-203903,UTA,5399.0,14,90,19.0,181,181,37.0,38.0,27.0,362,25.0,38.0,6.0,12.0,3.0,8.0,18.0,45.0,4.0,6.0,6.0,10.0,1.0,1.0,1.0,2.0,27.0,78.0,4.0,11.0,4.0,20.0,47.0,89.0,33.0,88.0,24.0,217.0,198.0,7.0,14.0,5.0,12.0,5.0,34.0,9.0,19.0,5.0,22.0,12.0,45.0,54.0,40.0,66.0,33.0,10.0,78.0,27.0,7.0,27.0,22.0,49.0,16.0,6.0,15.0,10.0,2.0,120.0,17.0,17.0,,32.0,29.0,6.0,67.0,34.0,101.0,5.0,13.0,11.0,2.0,11.0,4.0,8.0,12.0,2.0,3.0,,1.0,23.0,3.0,3.0,16.0,25.0,1.0,1.0,3.0,,32.0,,3.0,3.0,37.0,1.0,1.0,1.0,8.0,4.0,6.0,6.0,3.0,2.0,6.0,3.0,,183.0,45.0,37.0,2.0,5.0,0.574468085106383,0.6428571428571429,0.6666666666666666,0.375,0.4166666666666667,0.22727272727272727,0.375,0.5280898876404494,0.5,0.47368421052631576,0.5451977401129944,0.5576923076923077,0.4024390243902439,0.5595854922279793,0.5483870967741935,0.45918367346938777,0.4971751412429379,0.07865168539325842,0.05263157894736842,0.1111111111111111,0.4782608695652174,1.0,,0.6744186046511628,0.40476190476190477,0.9411764705882353,0.32075471698113206,0.7922077922077922,0.35789473684210527,0.5384615384615384,0.3333333333333333,0.5,0.30612244897959184,0.5,0.5714285714285714,0.72,0.75,0.9259259259259259,1.0,0.05813953488372093,96.55121318762734,0.5,15.94475138121547,13.883977900552486,15.292817679558011,13.524861878453038,0.21468926553672316,0.6578947368421053,0.6944444444444444,0.6,0.2542372881355932,0.4,0.45,0.5555555555555556,0.03389830508474576,0.6666666666666666,0.6666666666666666,0.5,0.05649717514124294,0.6,0.6,1.0,0.4406779661016949,0.34615384615384615,0.35526315789473684,0.5925925925925926,0.46153846153846156,0.5,0.16666666666666666,0.038461538461538464,1.0,1.0,0.4230769230769231,0.36363636363636365,0.5,0.1951219512195122,0.375,0.04878048780487805,0.5,0.4878048780487805,0.2,0.711864406779661,0.34615384615384615,0.5103189265536723,0.5577647058823529,0.4847024390243903,0.06417112299465241,0.08333333333333333,0.04395604395604396,0.15668202764976957,0.2073732718894009,6.191011235955056,25.692045454545454,0.20441988950276244,,2.0,,,0.022727272727272728,,0.02564102564102564,,,1.0,1.0,,,,,,1610612762,2023,2022-23,False
1629659-1630534-1631117-1631323-203482,1610612762,"Talen Horton-Tucker, Ochai Agbaji, Walker Kessler, Simone Fontecchio, Kelly Olynyk","Horton-Tucker, Agbaji, Kessler, Fontecchio, Olynyk",1629659-1630534-1631117-1631323-203482,UTA,5283.0,13,88,-35.0,183,188,13.0,31.0,20.0,371,30.0,41.0,5.0,7.0,1.0,3.0,24.0,51.0,11.0,17.0,6.0,19.0,1.0,3.0,,,10.0,39.0,,1.0,,1.0,65.0,109.0,16.0,58.0,29.0,207.0,242.0,9.0,15.0,1.0,4.0,2.0,23.0,6.0,8.0,,1.0,9.0,21.0,66.0,64.0,48.0,,6.0,39.0,10.0,11.0,33.0,16.0,49.0,10.0,6.0,19.0,8.0,6.0,114.0,8.0,12.0,2.0,38.0,27.0,5.0,70.0,22.0,92.0,2.0,8.0,4.0,4.0,11.0,2.0,7.0,14.0,4.0,4.0,1.0,,25.0,2.0,1.0,27.0,38.0,2.0,,2.0,,28.0,2.0,,,34.0,5.0,,2.0,15.0,1.0,2.0,12.0,6.0,6.0,12.0,7.0,,184.0,21.0,13.0,2.0,3.0,0.5076923076923077,0.532258064516129,1.0,0.27586206896551724,0.25,,0.27586206896551724,0.5963302752293578,0.6,0.75,0.5329341317365269,0.5526315789473685,0.6666666666666666,0.5694444444444444,0.575,0.75,0.3473053892215569,0.10091743119266056,0.0975609756097561,0.11764705882352941,0.44,0.8333333333333334,0.5,0.675,0.2727272727272727,0.76,0.19047619047619047,0.7222222222222222,0.23255813953488372,0.18181818181818182,0.3333333333333333,0.16666666666666666,0.2413793103448276,0.07692307692307693,0.6666666666666666,0.7,0.6,0.7804878048780488,0.6666666666666666,0.02666666666666667,101.1243611584327,0.5833333333333334,14.207650273224044,14.27127659574468,13.71584699453552,13.712765957446809,0.24550898203592814,0.7317073170731707,0.8108108108108109,0.6333333333333333,0.30538922155688625,0.47058823529411764,0.5333333333333333,0.3333333333333333,0.10179640718562874,0.6470588235294118,0.6875,0.5454545454545454,0.11377245508982035,0.3157894736842105,0.3157894736842105,1.0,0.23353293413173654,0.2564102564102564,0.2564102564102564,1.0,0.3684210526315789,0.7142857142857143,,0.15789473684210525,0.3333333333333333,1.0,0.05263157894736842,,,0.3333333333333333,0.3333333333333333,,,0.1111111111111111,,0.592814371257485,0.2564102564102564,0.4980038922155689,0.5131230769230769,0.4096888888888889,0.0898876404494382,0.12605042016806722,0.01694915254237288,0.1111111111111111,0.10144927536231885,7.335779816513762,25.349999999999998,0.07103825136612021,,,,,,,,,,,,0.058823529411764705,,,,,1610612762,2023,2022-23,False
1628374-1629012-1631117-203482-203903,1610612762,"Lauri Markkanen, Collin Sexton, Walker Kessler, Kelly Olynyk, Jordan Clarkson","Markkanen, Sexton, Kessler, Olynyk, Clarkson",1628374-1629012-1631117-203482-203903,UTA,4746.0,14,79,-6.0,156,161,43.0,28.0,26.0,317,35.0,59.0,4.0,14.0,10.0,16.0,16.0,36.0,3.0,6.0,5.0,10.0,,1.0,2.0,3.0,10.0,40.0,2.0,6.0,4.0,11.0,54.0,101.0,15.0,50.0,37.0,190.0,196.0,8.0,20.0,2.0,7.0,8.0,30.0,14.0,25.0,6.0,14.0,15.0,61.0,62.0,46.0,36.0,9.0,8.0,40.0,10.0,15.0,31.0,12.0,43.0,7.0,5.0,24.0,6.0,1.0,98.0,11.0,20.0,1.0,26.0,29.0,5.0,60.0,32.0,92.0,7.0,10.0,5.0,5.0,6.0,3.0,5.0,11.0,3.0,1.0,,2.0,17.0,2.0,3.0,20.0,30.0,,1.0,1.0,,40.0,1.0,2.0,2.0,48.0,7.0,,,19.0,1.0,7.0,11.0,8.0,3.0,11.0,4.0,,160.0,61.0,43.0,2.0,7.0,0.5740740740740741,0.62,0.8,0.3,0.2857142857142857,0.42857142857142855,0.3,0.5346534653465347,0.4,0.56,0.5066225165562914,0.4074074074074074,0.5897435897435898,0.5555555555555556,0.46875,0.6224489795918368,0.33112582781456956,0.1485148514851485,0.11864406779661017,0.19444444444444445,0.35294117647058826,0.8333333333333334,0.25,0.6170212765957447,0.425531914893617,0.7027027027027027,0.3142857142857143,0.6547619047619048,0.3780487804878049,0.5,0.35,0.3333333333333333,0.3333333333333333,0.2,0.5,0.7368421052631579,0.75,0.6538461538461539,0.8181818181818182,0.1044776119402985,96.18204804045513,0.36363636363636365,15.192307692307692,14.75776397515528,14.26923076923077,13.701863354037267,0.39072847682119205,0.5932203389830508,0.6730769230769231,0.6857142857142857,0.23841059602649006,0.4444444444444444,0.5517241379310345,0.375,0.039735099337748346,0.5,0.6,0.3333333333333333,0.06622516556291391,0.5,0.5,1.0,0.26490066225165565,0.25,0.25,0.7,0.5185185185185185,0.2857142857142857,0.25,0.037037037037037035,,,0.2222222222222222,0.3333333333333333,0.5,0.41025641025641024,0.625,0.07692307692307693,0.6666666666666666,0.28205128205128205,0.36363636363636365,0.7218543046357616,0.25,0.5429198675496689,0.53811,0.5424935897435897,0.12195121951219512,0.168141592920354,0.0196078431372549,0.15789473684210525,0.32105263157894737,4.684158415841584,25.372,0.27564102564102566,,,,,,,,1.0,,,,0.16666666666666666,,,,,1610612762,2023,2022-23,False
1628374-1631117-201144-203482-203903,1610612762,"Lauri Markkanen, Walker Kessler, Mike Conley, Kelly Olynyk, Jordan Clarkson","Markkanen, Kessler, Conley, Olynyk, Clarkson",1628374-1631117-201144-203482-203903,UTA,4442.0,11,74,15.0,151,149,31.0,25.0,20.0,300,31.0,39.0,12.0,15.0,4.0,6.0,15.0,34.0,2.0,6.0,4.0,12.0,1.0,3.0,2.0,3.0,13.0,43.0,1.0,2.0,3.0,12.0,48.0,79.0,17.0,55.0,32.0,179.0,164.0,13.0,18.0,2.0,5.0,2.0,34.0,7.0,10.0,5.0,15.0,16.0,45.0,52.0,44.0,51.0,,18.0,43.0,13.0,2.0,26.0,17.0,43.0,13.0,4.0,18.0,8.0,,103.0,12.0,14.0,,25.0,33.0,,58.0,26.0,84.0,4.0,6.0,2.0,4.0,15.0,,10.0,10.0,1.0,5.0,1.0,6.0,25.0,2.0,3.0,11.0,23.0,,2.0,1.0,,35.0,1.0,1.0,5.0,41.0,2.0,,,14.0,1.0,6.0,11.0,7.0,4.0,11.0,5.0,,145.0,40.0,28.0,1.0,3.0,0.5416666666666666,0.6666666666666666,1.0,0.3090909090909091,0.4,0.3333333333333333,0.3090909090909091,0.6075949367088608,0.7222222222222222,0.7,0.5485074626865671,0.6956521739130435,0.58,0.5849673202614379,0.7083333333333334,0.6428571428571429,0.41044776119402987,0.02531645569620253,0.02564102564102564,0.029411764705882353,0.6,,,0.5789473684210527,0.45161290322580644,0.78125,0.3157894736842105,0.651685393258427,0.37681159420289856,0.5,0.47368421052631576,0.25,0.26666666666666666,0.5,0.625,0.4827586206896552,0.75,0.8571428571428571,0.6363636363636364,0.05970149253731343,97.25348941918055,0.45454545454545453,15.072847682119205,14.536912751677852,14.364238410596027,13.939597315436242,0.291044776119403,0.7948717948717948,0.8157894736842105,0.5806451612903226,0.2537313432835821,0.4411764705882353,0.45454545454545453,0.5333333333333333,0.04477611940298507,0.3333333333333333,0.3333333333333333,,0.08955223880597014,0.3333333333333333,0.3333333333333333,1.0,0.3208955223880597,0.3023255813953488,0.3023255813953488,1.0,0.6521739130434783,0.8,0.16666666666666666,0.13043478260869565,0.3333333333333333,1.0,0.08695652173913043,0.5,1.0,0.24,0.6666666666666666,0.12,0.6666666666666666,0.48,0.25,0.7014925373134329,0.3023255813953488,0.5103858208955224,0.5601821428571429,0.522424,0.10204081632653061,0.15384615384615385,0.017857142857142856,0.18994413407821228,0.25139664804469275,5.765822784810126,25.452727272727273,0.2052980132450331,,,,,,,,,,,,,,,,,1610612762,2023,2022-23,False
1627736-1628374-1629020-201144-203903,1610612762,"Malik Beasley, Lauri Markkanen, Jarred Vanderbilt, Mike Conley, Jordan Clarkson","Beasley, Markkanen, Vanderbilt, Conley, Clarkson",1627736-1628374-1629020-201144-203903,UTA,3679.0,15,61,2.0,128,126,64.0,49.0,16.0,254,17.0,27.0,5.0,10.0,7.0,10.0,10.0,27.0,3.0,6.0,3.0,15.0,1.0,2.0,,8.0,19.0,43.0,,3.0,10.0,25.0,30.0,60.0,22.0,58.0,39.0,165.0,163.0,7.0,16.0,1.0,5.0,1.0,18.0,13.0,22.0,10.0,33.0,23.0,79.0,22.0,38.0,60.0,6.0,8.0,43.0,19.0,2.0,11.0,20.0,31.0,17.0,3.0,8.0,1.0,2.0,82.0,9.0,14.0,,14.0,24.0,5.0,43.0,23.0,66.0,4.0,7.0,2.0,5.0,9.0,,5.0,2.0,,4.0,,,11.0,1.0,5.0,12.0,32.0,,3.0,1.0,,26.0,,3.0,,48.0,3.0,,1.0,15.0,3.0,6.0,7.0,3.0,4.0,7.0,7.0,,147.0,77.0,63.0,10.0,4.0,0.36666666666666664,0.4230769230769231,0.9090909090909091,0.3793103448275862,0.2,0.30303030303030304,0.3793103448275862,0.5,0.4375,0.5909090909090909,0.5338983050847458,0.40476190476190477,0.509090909090909,0.5899280575539568,0.4090909090909091,0.5808823529411765,0.4915254237288136,0.03333333333333333,0.037037037037037035,0.037037037037037035,0.8181818181818182,1.0,,0.6666666666666666,0.4666666666666667,0.7368421052631579,0.2647058823529412,0.6909090909090909,0.359375,0.6,0.47058823529411764,,0.30434782608695654,0.18181818181818182,0.6363636363636364,0.6666666666666666,0.75,0.7333333333333333,0.75,0.06557377049180328,99.41832019570535,1.0,14.4296875,14.53968253968254,13.765625,14.055555555555555,0.2288135593220339,0.6296296296296297,0.6538461538461539,0.47058823529411764,0.2288135593220339,0.37037037037037035,0.38461538461538464,0.1,0.05084745762711865,0.5,0.5,0.6666666666666666,0.1271186440677966,0.2,0.2,1.0,0.3644067796610169,0.4418604651162791,0.4523809523809524,0.8947368421052632,0.47619047619047616,0.5,,0.09523809523809523,0.5,1.0,0.14285714285714285,,,0.18181818181818182,0.7,0.14545454545454545,,0.45454545454545453,0.4,0.7203389830508474,0.4418604651162791,0.5192283898305085,0.5269647058823529,0.5179618181818182,0.13533834586466165,0.20833333333333334,0.04918032786885246,0.10909090909090909,0.47878787878787876,6.056666666666667,25.260344827586206,0.5,,1.0,,,0.017241379310344827,,0.023255813953488372,,,,,,1.0,,,,1610612762,2023,2022-23,False
