EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,FG2M,FG2A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,Fg2aBlocked,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,ShortMidRangeFGM,Corner3FGA,FG3A,OpponentPoints,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,SecondChanceTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,FG3APct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3Frequency,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,Arc3FGA,NonHeaveArc3FGA,Fouls,Blocked2s,BlockedShortMidRange,Blocks,Arc3Frequency,LongMidRangeFGM,LongMidRangeFGA,SecondChanceFG2A,LongMidRangeAssists,OffTwoPtRebounds,SelfOReb,DeadBallTurnovers,StepOutOfBoundsTurnovers,ShootingFouls,OffTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SelfORebPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceShotQualityAvg,PenaltyDefPoss,Arc3FGM,FG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,Travels,AtRimPctBlocked,Corner3FGM,PtsUnassisted3s,Corner3Assists,FTDefRebounds,LostBallTurnovers,Technical Free Throw Trips,DefFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,BadPassOutOfBoundsTurnovers,PenaltyArc3FGA,PenaltyFG3A,PenaltyArc3Frequency,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyArc3FGM,PenaltyFG3M,PenaltyFg3Pct,PenaltyArc3Accuracy,SecondChanceFtPoints,SecondChancePoints,SecondChanceTsPct,SecondChancePointsPct,PenaltyTurnovers,Offensive Fouls,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,OffLongMidRangeReboundPct,BlocksRecoveredPct,LostBallSteals,SecondChanceAtRimFGA,Transition Take Fouls Drawn,OffAtRimReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,Defensive 3 Seconds Violations,SecondChanceAtRimFGM,PenaltyCorner3FGM,SecondChanceFG2M,PtsPutbacks,FTOffRebounds,Offensive Fouls Drawn,SecondChanceFg2Pct,SecondChanceEfgPct,OffFTReboundPct,SecondChanceAtRimAccuracy,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Blocked3s,BlockedCorner3,LongMidRangePctBlocked,Charge Fouls Drawn,Loose Ball Fouls,Charge Fouls,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,Transition Take Fouls,3pt And 1 Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,BlockedArc3,BlockedLongMidRange,OffensiveGoaltends,3SecondViolations,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1626163-1627749-1628381-1629631-203992,1610612737,"Frank Kaminsky, Dejounte Murray, John Collins, De'Andre Hunter, Bogdan Bogdanovic","Kaminsky, Murray, Collins, Hunter, Bogdanovic",1626163-1627749-1628381-1629631-203992,ATL,74.0,1,1.0,4.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,2.0,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,1.0,1.0,77.83783783783784,9.5,27.5,9.5,27.5,0.5,1.0,1.0,0.5,0.5,1.0,0.5,0.5907,0.5907,0.3333333333333333,1.0,1.0,4.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1628988-1629631-1630552,1610612737,"Frank Kaminsky, Dejounte Murray, Aaron Holiday, De'Andre Hunter, Jalen Johnson","Kaminsky, Murray, Holiday, Hunter, Johnson",1626163-1627749-1628988-1629631-1630552,ATL,101.0,1,2.0,3.0,4.0,3.0,,7.0,2.0,2.0,,,1.0,3.0,3.0,1.0,7.0,,,,,2.0,,,1.0,2.0,,,2.0,1.0,,7.0,,,1.0,,0.75,,0.875,,,,,1.0,,99.8019801980198,13.25,16.0,9.75,16.0,0.5,1.0,1.0,0.25,,,0.75,0.6233,,0.25,,,4.233333333333333,,1.0,1.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.25,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.25,0.3333333333333333,23.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1628988-1630552-1631100,1610612737,"Frank Kaminsky, Dejounte Murray, Aaron Holiday, Jalen Johnson, AJ Griffin","Kaminsky, Murray, Holiday, Johnson, Griffin",1626163-1627749-1628988-1630552-1631100,ATL,167.0,1,3.0,-6.0,5.0,5.0,,10.0,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,1.0,1.0,2.0,2.0,,2.0,,,1.0,,0.3333333333333333,,0.25,,,,,,,86.22754491017965,17.4,16.0,17.4,13.4,,,,0.3333333333333333,,,0.6666666666666666,0.4566333333333333,,0.25,,,4.2,,,1.0,,2.0,8.0,2.0,1.0,1.0,,1.0,2.0,,,,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.6666666666666666,1.0,,,,,,,1.0,1.0,1.0,,0.5,26.15,2.0,2.0,1.0,1.0,1.0,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1628988-1630552-203200,1610612737,"Frank Kaminsky, Dejounte Murray, Aaron Holiday, Jalen Johnson, Justin Holiday","Kaminsky, Murray, Holiday, Johnson, Holiday",1626163-1627749-1628988-1630552-203200,ATL,190.0,1,3.0,-3.0,6.0,7.0,,13.0,1.0,1.0,,,2.0,2.0,4.0,,4.0,,,,,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,,,4.0,,,0.5,,0.3333333333333333,,0.3333333333333333,,0.25,0.5,0.5,0.6666666666666666,,98.52631578947368,17.166666666666668,12.428571428571429,15.833333333333334,11.857142857142858,0.16666666666666666,1.0,1.0,0.3333333333333333,,,0.5,0.5163166666666666,,,,,10.825,,1.0,,1.0,2.0,7.0,2.0,1.0,1.0,,,2.0,,1.0,1.0,,,1.0,,,,,0.5,0.5,0.3333333333333333,,1.0,,0.25,,1.0,,,,,0.16666666666666666,,25.3,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.3333333333333333,0.16666666666666666,1.0,1.0,1.0,0.4555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1628988-1630552-203992,1610612737,"Frank Kaminsky, Dejounte Murray, Aaron Holiday, Jalen Johnson, Bogdan Bogdanovic","Kaminsky, Murray, Holiday, Johnson, Bogdanovic",1626163-1627749-1628988-1630552-203992,ATL,5.0,1,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,576.0,2.0,3.0,,3.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1628988-1631100-203200,1610612737,"Frank Kaminsky, Dejounte Murray, Aaron Holiday, AJ Griffin, Justin Holiday","Kaminsky, Murray, Holiday, Griffin, Holiday",1626163-1627749-1628988-1631100-203200,ATL,33.0,1,1.0,2.0,1.0,1.0,,2.0,,,,,,,,,3.0,,,,,,,,,,,,,,,3.0,,,,,1.5,,1.5,,,,,,,87.27272727272727,13.0,20.0,13.0,20.0,,,,,,,1.0,0.4935,,,,,,,,,,1.0,1.0,,,1.0,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,26.3,1.0,1.0,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1629631-1630552-1631100,1610612737,"Frank Kaminsky, Dejounte Murray, De'Andre Hunter, Jalen Johnson, AJ Griffin","Kaminsky, Murray, Hunter, Johnson, Griffin",1626163-1627749-1629631-1630552-1631100,ATL,99.0,1,2.0,,4.0,3.0,,7.0,1.0,1.0,,,3.0,1.0,4.0,,2.0,,,,,2.0,,,1.0,1.0,,,1.0,,,2.0,,,0.25,,0.25,,0.25,,,,,1.0,,101.81818181818183,13.75,14.666666666666666,13.75,14.666666666666666,0.25,1.0,1.0,0.75,,,0.25,0.50235,,,,,7.375,,,,,,2.0,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1630168-1630235-1631100,1610612737,"Frank Kaminsky, Dejounte Murray, Onyeka Okongwu, Trent Forrest, AJ Griffin","Kaminsky, Murray, Okongwu, Forrest, Griffin",1626163-1627749-1630168-1630235-1631100,ATL,143.0,1,2.0,-7.0,5.0,6.0,,11.0,,1.0,,,,2.0,4.0,,4.0,,,,,2.0,1.0,,,,,,,,,4.0,,,0.5,,0.5,,0.5,,0.25,,,,,110.76923076923077,17.0,9.666666666666666,17.0,9.666666666666666,0.25,,,,,,0.25,0.41515,,,,,15.825,,,,,,11.0,2.0,1.0,1.0,,,2.0,,,,,,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,1.0,,,,,2.0,3.0,,1.0,,,1.0,,1.0,,,,,0.75,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1630235-1630552-1631100,1610612737,"Frank Kaminsky, Dejounte Murray, Trent Forrest, Jalen Johnson, AJ Griffin","Kaminsky, Murray, Forrest, Johnson, Griffin",1626163-1627749-1630235-1630552-1631100,ATL,441.0,1,7.0,-2.0,13.0,14.0,,27.0,1.0,1.0,,,2.0,3.0,4.0,1.0,16.0,,,,,2.0,,1.0,6.0,7.0,1.0,1.0,,1.0,,16.0,,,0.75,,0.625,,0.625,,,,1.0,0.8333333333333334,,88.16326530612245,15.538461538461538,17.071428571428573,15.153846153846153,16.071428571428573,0.08333333333333333,1.0,1.0,0.16666666666666666,,,0.75,0.5467833333333333,,,,,10.275,,1.0,1.0,2.0,8.0,18.0,4.0,2.0,4.0,,1.0,10.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,,,,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.8,0.2,0.16666666666666666,1.0,0.75,,0.5,0.5,1.0,0.16666666666666666,,25.0375,6.0,6.0,3.0,,,,0.5,1.0,1.0,,1.0,,,,,3.0,,,,,0.08333333333333333,1.0,1.0,1.0,,,2.0,3.0,6.0,2.0,2.0,1.0,0.6666666666666666,0.375,0.375,0.3333333333333333,0.3333333333333333,0.5,0.3333333333333333,,,1.0,3.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
1626163-1627749-1630552-1631100-203992,1610612737,"Frank Kaminsky, Dejounte Murray, Jalen Johnson, AJ Griffin, Bogdan Bogdanovic","Kaminsky, Murray, Johnson, Griffin, Bogdanovic",1626163-1627749-1630552-1631100-203992,ATL,712.0,4,12.0,-5.0,22.0,23.0,,45.0,2.0,4.0,,,5.0,6.0,11.0,3.0,27.0,,,,,6.0,2.0,4.0,5.0,6.0,2.0,2.0,3.0,4.0,,27.0,,,0.5454545454545454,,0.631578947368421,,0.6428571428571429,,0.18181818181818182,0.2,1.0,0.625,1.0,91.01123595505618,16.545454545454547,15.130434782608695,16.545454545454547,14.347826086956522,0.21052631578947367,0.5,0.6666666666666666,0.2631578947368421,,,0.631578947368421,0.5071157894736842,,0.09523809523809523,,,7.645454545454545,,,3.0,3.0,8.0,32.0,6.0,3.0,7.0,1.0,2.0,18.0,,1.0,1.0,1.0,1.0,2.0,,,,2.0,0.5,0.5,0.42105263157894735,0.5,0.25,,0.1111111111111111,,0.5,0.5,0.6,0.75,0.6666666666666666,0.15789473684210525,0.15384615384615385,24.9625,5.0,5.0,3.0,,,,0.2631578947368421,1.0,2.0,,,1.0,,1.0,,2.0,0.2,0.5,1.0,,0.10526315789473684,0.5,0.5,,,,3.0,4.0,12.0,3.0,4.0,3.0,1.0,0.5,0.5,0.6,0.6,1.0,0.6,,0.25,1.0,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612737,2023,2022-23,False
