EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,Transition Take Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,OffensiveGoaltends,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Fg3aBlocked,StepOutOfBoundsTurnovers,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,3pt And 1 Free Throw Trips,Transition Take Fouls Drawn,3SecondViolations,team_id,year,season,team_vs
1627827-1628969-1629651-1629661-203915,1610612751,"Dorian Finney-Smith, Mikal Bridges, Nic Claxton, Cameron Johnson, Spencer Dinwiddie","Finney-Smith, Bridges, Claxton, Johnson, Dinwiddie",1627827-1628969-1629651-1629661-203915,BKN,19708.0,24,328,-20.0,658,649,63.0,69.0,87.0,1307,122.0,202.0,29.0,56.0,16.0,23.0,71.0,178.0,21.0,51.0,23.0,61.0,3.0,9.0,1.0,5.0,45.0,139.0,5.0,10.0,4.0,14.0,214.0,431.0,68.0,200.0,97.0,729.0,749.0,32.0,64.0,8.0,19.0,11.0,99.0,22.0,36.0,5.0,19.0,20.0,79.0,222.0,206.0,147.0,57.0,40.0,139.0,45.0,50.0,111.0,49.0,160.0,29.0,20.0,70.0,32.0,9.0,369.0,25.0,78.0,1.0,123.0,117.0,12.0,252.0,104.0,356.0,12.0,41.0,28.0,13.0,51.0,10.0,33.0,31.0,3.0,18.0,4.0,82.0,11.0,4.0,75.0,109.0,1.0,6.0,4.0,2.0,118.0,2.0,10.0,3.0,141.0,27.0,3.0,72.0,1.0,9.0,24.0,1.0,14.0,1.0,3.0,7.0,25.0,13.0,3.0,1.0,1.0,630.0,77.0,62.0,3.0,8.0,0.5186915887850467,0.5721649484536082,0.7205882352941176,0.34,0.42105263157894735,0.2631578947368421,0.34,0.4965197215777262,0.5,0.6111111111111112,0.5007923930269413,0.5301204819277109,0.5363636363636364,0.5298833819241983,0.532258064516129,0.5895522388059702,0.31695721077654515,0.11600928074245939,0.15346534653465346,0.10112359550561797,0.0196078431372549,0.6219512195121951,1.0,0.043478260869565216,0.7090909090909091,0.3627906976744186,0.82,0.1953125,0.7619047619047619,0.30029154518950435,0.5,0.3047619047619048,0.2,0.1978021978021978,0.1891891891891892,0.625,0.7142857142857143,0.8709677419354839,0.8229166666666666,0.8148148148148148,0.04081632653061224,95.49827481225898,0.52,15.35258358662614,14.801232665639445,14.674772036474165,14.26040061633282,0.3201267828843106,0.6039603960396039,0.7134502923976608,0.5737704918032787,0.2820919175911252,0.398876404494382,0.44375,0.4507042253521127,0.08082408874801902,0.4117647058823529,0.42,0.42857142857142855,0.09667194928684628,0.3770491803278688,0.3770491803278688,0.8695652173913043,0.2202852614896989,0.3237410071942446,0.3237410071942446,0.6444444444444445,0.6746987951807228,0.5178571428571429,0.2413793103448276,0.10843373493975904,0.3333333333333333,0.6666666666666666,0.12048192771084337,0.5,1.0,0.41818181818181815,0.6956521739130435,0.09090909090909091,0.2,0.2545454545454545,0.2857142857142857,0.6370839936608558,0.3237410071942446,0.5287274167987321,0.5881086956521739,0.5591390909090909,0.10782865583456426,0.15126050420168066,0.004975124378109453,0.13580246913580246,0.1083676268861454,6.462877030162413,24.9465,0.09574468085106383,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627732-1629651-201142-202681,1610612751,"Royce O'Neale, Ben Simmons, Nic Claxton, Kevin Durant, Kyrie Irving","O'Neale, Simmons, Claxton, Durant, Irving",1626220-1627732-1629651-201142-202681,BKN,15079.0,20,251,-17.0,502,484,45.0,16.0,77.0,986,95.0,162.0,24.0,41.0,6.0,13.0,41.0,104.0,13.0,43.0,14.0,49.0,,1.0,,5.0,48.0,122.0,7.0,17.0,4.0,9.0,149.0,309.0,62.0,171.0,84.0,568.0,585.0,31.0,57.0,7.0,18.0,10.0,93.0,8.0,23.0,4.0,14.0,13.0,41.0,138.0,160.0,150.0,36.0,34.0,122.0,48.0,45.0,69.0,50.0,119.0,36.0,14.0,47.0,19.0,3.0,288.0,26.0,60.0,3.0,70.0,87.0,11.0,168.0,89.0,257.0,13.0,38.0,26.0,12.0,30.0,11.0,20.0,37.0,4.0,10.0,8.0,67.0,11.0,9.0,36.0,77.0,,8.0,4.0,,96.0,3.0,1.0,3.0,104.0,8.0,2.0,53.0,,2.0,16.0,2.0,9.0,,1.0,6.0,18.0,10.0,,1.0,1.0,475.0,40.0,44.0,1.0,1.0,0.46308724832214765,0.5227272727272727,0.8064516129032258,0.36257309941520466,0.3888888888888889,0.2857142857142857,0.36257309941520466,0.48220064724919093,0.543859649122807,0.34782608695652173,0.5041666666666667,0.5533333333333333,0.3783783783783784,0.5370018975332068,0.58125,0.4659090909090909,0.35625,0.14563106796116504,0.14814814814814814,0.18269230769230768,0.046511627906976744,0.44776119402985076,1.0,0.23076923076923078,0.7767857142857143,0.379746835443038,0.8045977011494253,0.24074074074074073,0.7889447236180904,0.3233082706766917,0.47761194029850745,0.3442622950819672,0.23333333333333334,0.2465753424657534,0.22857142857142856,0.7419354838709677,0.7321428571428571,0.92,0.8142857142857143,0.7647058823529411,0.05909090909090909,94.16009019165728,0.5555555555555556,15.918326693227092,14.644628099173554,15.193227091633466,14.40495867768595,0.3375,0.5864197530864198,0.6884057971014492,0.49473684210526314,0.21666666666666667,0.3942307692307692,0.4823529411764706,0.4634146341463415,0.08958333333333333,0.3023255813953488,0.3170731707317073,0.23076923076923078,0.10208333333333333,0.2857142857142857,0.2857142857142857,1.0,0.25416666666666665,0.39344262295081966,0.4,0.75,0.5466666666666666,0.5853658536585366,0.16666666666666666,0.013333333333333334,,,0.22666666666666666,0.4117647058823529,0.5714285714285714,0.35135135135135137,0.46153846153846156,0.13513513513513514,,0.24324324324324326,0.4444444444444444,0.69375,0.39344262295081966,0.5357815625,0.5563656862745098,0.521531081081081,0.10095238095238095,0.1497175141242938,,0.1637323943661972,0.0721830985915493,5.959870550161812,25.328070175438597,0.08964143426294821,2.0,1.0,2.0,0.011695906432748537,0.01639344262295082,,,,,1610612751,2023,2022-23,True
1626220-1629651-201142-202681-203925,1610612751,"Royce O'Neale, Nic Claxton, Kevin Durant, Kyrie Irving, Joe Harris","O'Neale, Claxton, Durant, Irving, Harris",1626220-1629651-201142-202681-203925,BKN,7062.0,11,118,-15.0,250,245,34.0,29.0,24.0,495,39.0,61.0,2.0,7.0,4.0,6.0,16.0,56.0,9.0,19.0,8.0,18.0,,,1.0,2.0,15.0,51.0,2.0,3.0,8.0,14.0,64.0,136.0,23.0,69.0,48.0,245.0,260.0,5.0,13.0,2.0,3.0,3.0,19.0,6.0,12.0,9.0,16.0,8.0,47.0,52.0,76.0,51.0,18.0,4.0,50.0,15.0,19.0,26.0,17.0,43.0,10.0,7.0,18.0,3.0,5.0,103.0,8.0,19.0,,49.0,39.0,9.0,97.0,27.0,124.0,3.0,18.0,14.0,4.0,21.0,4.0,13.0,21.0,5.0,8.0,4.0,42.0,6.0,8.0,21.0,44.0,,2.0,3.0,,50.0,1.0,5.0,1.0,71.0,4.0,2.0,31.0,3.0,2.0,10.0,,7.0,,,3.0,10.0,6.0,,,,226.0,47.0,34.0,4.0,2.0,0.40625,0.41935483870967744,0.7391304347826086,0.3333333333333333,0.6666666666666666,0.5625,0.3382352941176471,0.47058823529411764,0.38461538461538464,0.5,0.48048780487804876,0.5,0.6964285714285714,0.5169491525423728,0.5,0.734375,0.33658536585365856,0.13970588235294118,0.16393442622950818,0.16071428571428573,,0.5,1.0,,0.78,0.2638888888888889,0.875,0.17777777777777778,0.8301886792452831,0.23076923076923078,0.2727272727272727,0.275,0.2,0.17142857142857143,0.2,0.7058823529411765,0.7,1.0,0.8913043478260869,0.8,0.030927835051546393,100.93457943925233,0.6,14.568,13.959183673469388,14.024,13.575510204081633,0.2975609756097561,0.639344262295082,0.7647058823529411,0.46153846153846156,0.2731707317073171,0.2857142857142857,0.3404255319148936,0.1875,0.09268292682926829,0.47368421052631576,0.47368421052631576,0.5555555555555556,0.08780487804878048,0.4444444444444444,0.4444444444444444,0.875,0.24878048780487805,0.29411764705882354,0.3,0.6666666666666666,0.4375,0.2857142857142857,,,,,0.1875,0.6666666666666666,1.0,0.21428571428571427,0.6666666666666666,0.07142857142857142,0.5,0.5,0.5714285714285714,0.6341463414634146,0.3,0.5291027093596059,0.5202214285714286,0.5161537037037037,0.1452991452991453,0.1901840490797546,0.04225352112676056,0.07755102040816327,0.19183673469387755,6.663970588235294,25.73913043478261,0.136,1.0,1.0,,0.014492753623188406,0.0196078431372549,1.0,1.0,,,1610612751,2023,2022-23,True
1626220-1629651-202681-203552-203925,1610612751,"Royce O'Neale, Nic Claxton, Kyrie Irving, Seth Curry, Joe Harris","O'Neale, Claxton, Irving, Curry, Harris",1626220-1629651-202681-203552-203925,BKN,6620.0,17,110,-14.0,223,218,36.0,39.0,33.0,441,37.0,63.0,13.0,24.0,6.0,10.0,19.0,60.0,13.0,27.0,11.0,26.0,1.0,2.0,1.0,3.0,13.0,39.0,1.0,2.0,1.0,4.0,69.0,150.0,24.0,65.0,44.0,254.0,268.0,14.0,29.0,2.0,4.0,4.0,38.0,9.0,23.0,2.0,7.0,16.0,40.0,48.0,90.0,60.0,12.0,26.0,39.0,13.0,15.0,24.0,20.0,44.0,9.0,11.0,15.0,5.0,4.0,108.0,9.0,29.0,2.0,41.0,38.0,3.0,82.0,40.0,122.0,6.0,10.0,7.0,3.0,11.0,,5.0,12.0,1.0,6.0,6.0,23.0,4.0,4.0,17.0,33.0,,2.0,3.0,,50.0,,2.0,3.0,59.0,10.0,1.0,28.0,2.0,5.0,12.0,,8.0,,1.0,3.0,12.0,10.0,3.0,,,216.0,35.0,33.0,1.0,2.0,0.34782608695652173,0.42857142857142855,0.8333333333333334,0.36923076923076925,0.5,0.2857142857142857,0.36923076923076925,0.46,0.4827586206896552,0.391304347826087,0.4883720930232558,0.5151515151515151,0.4,0.5315126050420168,0.5588235294117647,0.5263157894736842,0.3023255813953488,0.1,0.1111111111111111,0.13333333333333333,,0.4782608695652174,1.0,0.2,0.7916666666666666,0.3625,0.8367346938775511,0.21951219512195122,0.8144329896907216,0.3140495867768595,0.4230769230769231,0.3902439024390244,0.15384615384615385,0.23076923076923078,0.2,0.7368421052631579,0.7647058823529411,0.9166666666666666,0.8648648648648649,0.75,0.05714285714285714,95.92749244712991,0.8333333333333334,15.614349775784753,14.394495412844037,15.004484304932735,14.064220183486238,0.2930232558139535,0.5873015873015873,0.6607142857142857,0.40540540540540543,0.27906976744186046,0.31666666666666665,0.36538461538461536,0.2631578947368421,0.12558139534883722,0.48148148148148145,0.48148148148148145,0.3076923076923077,0.12093023255813953,0.4230769230769231,0.4230769230769231,1.0,0.1813953488372093,0.3333333333333333,0.34210526315789475,0.6923076923076923,0.7272727272727273,0.5416666666666666,,0.06060606060606061,0.5,1.0,0.06060606060606061,0.5,1.0,0.3333333333333333,0.6,0.1,0.3333333333333333,0.13333333333333333,0.25,0.5953488372093023,0.3333333333333333,0.5210053488372093,0.5438769230769231,0.52779,0.12875536480686695,0.16666666666666666,0.03076923076923077,0.14960629921259844,0.15748031496062992,7.046,24.907692307692308,0.16143497757847533,1.0,,,0.015384615384615385,0.02564102564102564,,2.0,,,1610612751,2023,2022-23,True
1626220-1628410-1629651-201142-203925,1610612751,"Royce O'Neale, Edmond Sumner, Nic Claxton, Kevin Durant, Joe Harris","O'Neale, Sumner, Claxton, Durant, Harris",1626220-1628410-1629651-201142-203925,BKN,5859.0,11,98,-7.0,195,193,28.0,3.0,24.0,388,35.0,47.0,9.0,11.0,4.0,8.0,8.0,35.0,4.0,14.0,5.0,14.0,,1.0,,3.0,20.0,64.0,2.0,6.0,4.0,10.0,47.0,96.0,25.0,78.0,39.0,208.0,215.0,9.0,15.0,2.0,7.0,7.0,31.0,6.0,14.0,4.0,13.0,3.0,27.0,48.0,46.0,75.0,,10.0,64.0,20.0,9.0,24.0,25.0,49.0,20.0,5.0,19.0,4.0,1.0,123.0,14.0,13.0,1.0,40.0,31.0,3.0,74.0,28.0,102.0,1.0,8.0,6.0,2.0,18.0,2.0,10.0,8.0,,8.0,2.0,26.0,2.0,3.0,21.0,37.0,,4.0,3.0,,44.0,1.0,4.0,3.0,51.0,5.0,1.0,25.0,1.0,1.0,11.0,,6.0,,,5.0,11.0,6.0,1.0,1.0,1.0,177.0,27.0,28.0,,1.0,0.5106382978723404,0.5714285714285714,1.0,0.32051282051282054,0.2857142857142857,0.3076923076923077,0.32051282051282054,0.4895833333333333,0.6,0.42857142857142855,0.48563218390804597,0.5454545454545454,0.4444444444444444,0.5280612244897959,0.5961538461538461,0.46551724137931033,0.4482758620689655,0.09375,0.0425531914893617,0.2,,0.6923076923076923,1.0,0.14285714285714285,0.7209302325581395,0.2653061224489796,0.8333333333333334,0.2641509433962264,0.7802197802197802,0.2647058823529412,0.3333333333333333,0.25925925925925924,0.2,0.25,0.3333333333333333,0.7333333333333333,0.6956521739130435,0.8,0.8055555555555556,0.9166666666666666,0.010752688172043012,95.36098310291858,0.5454545454545454,15.528205128205128,14.66839378238342,14.882051282051282,14.26943005181347,0.27011494252873564,0.7446808510638298,0.7777777777777778,0.5428571428571428,0.20114942528735633,0.22857142857142856,0.2857142857142857,0.5,0.08045977011494253,0.2857142857142857,0.2857142857142857,0.25,0.08045977011494253,0.35714285714285715,0.35714285714285715,1.0,0.367816091954023,0.3125,0.3125,1.0,0.5,0.8181818181818182,0.2222222222222222,0.045454545454545456,,,0.2727272727272727,0.3333333333333333,1.0,0.2962962962962963,0.5,0.1111111111111111,,0.37037037037037035,0.4,0.7183908045977011,0.3125,0.530469540229885,0.54224375,0.5412166666666667,0.13333333333333333,0.21551724137931033,0.012658227848101266,0.14903846153846154,0.12980769230769232,6.111458333333334,25.794871794871796,0.14358974358974358,,,,,,,,,,1610612751,2023,2022-23,True
1626220-1627732-1629651-202681-203925,1610612751,"Royce O'Neale, Ben Simmons, Nic Claxton, Kyrie Irving, Joe Harris","O'Neale, Simmons, Claxton, Irving, Harris",1626220-1627732-1629651-202681-203925,BKN,4073.0,7,68,-11.0,133,133,7.0,,21.0,266,18.0,24.0,5.0,8.0,,,14.0,38.0,5.0,16.0,7.0,11.0,,1.0,,,14.0,39.0,4.0,8.0,2.0,2.0,37.0,78.0,21.0,50.0,21.0,158.0,169.0,6.0,10.0,4.0,9.0,4.0,28.0,,1.0,2.0,2.0,4.0,10.0,42.0,32.0,51.0,12.0,8.0,39.0,14.0,11.0,21.0,17.0,38.0,10.0,7.0,10.0,8.0,3.0,93.0,7.0,19.0,,21.0,23.0,4.0,48.0,26.0,74.0,7.0,10.0,5.0,5.0,10.0,3.0,7.0,12.0,,3.0,1.0,22.0,3.0,1.0,11.0,24.0,1.0,1.0,3.0,,25.0,,2.0,2.0,24.0,1.0,3.0,8.0,1.0,2.0,5.0,1.0,2.0,,,3.0,6.0,3.0,1.0,,2.0,130.0,10.0,7.0,,1.0,0.5675675675675675,0.6363636363636364,0.8095238095238095,0.42,0.4444444444444444,1.0,0.42,0.47435897435897434,0.6,,0.53515625,0.631578947368421,1.0,0.5615942028985508,0.6363636363636364,1.0,0.390625,0.14102564102564102,0.08333333333333333,0.21052631578947367,0.0625,0.45454545454545453,1.0,,0.7419354838709677,0.4634146341463415,0.9130434782608695,0.25,0.8148148148148148,0.37681159420289856,0.6666666666666666,0.5,0.2727272727272727,0.20833333333333334,0.5,0.6666666666666666,0.7619047619047619,1.0,0.95,0.6666666666666666,0.125,94.04370243064079,0.5,16.218045112781954,14.406015037593985,15.488721804511279,14.218045112781954,0.1875,0.75,0.8181818181818182,0.5555555555555556,0.296875,0.3684210526315789,0.4666666666666667,0.5714285714285714,0.125,0.3125,0.3333333333333333,0.6,0.0859375,0.6363636363636364,0.6363636363636364,1.0,0.3046875,0.358974358974359,0.3783783783783784,0.7142857142857143,0.42105263157894735,0.625,0.2,0.05263157894736842,,,0.42105263157894735,0.5,0.25,,,,,0.6666666666666666,1.0,0.578125,0.358974358974359,0.502316015625,0.5330433333333333,0.4783,0.0661764705882353,0.09411764705882353,0.0196078431372549,0.17721518987341772,0.06329113924050633,7.339743589743589,25.758000000000003,0.05263157894736842,2.0,,1.0,0.04,0.05128205128205128,,,1.0,,1610612751,2023,2022-23,True
1626220-1628969-1629651-1629661-203915,1610612751,"Royce O'Neale, Mikal Bridges, Nic Claxton, Cameron Johnson, Spencer Dinwiddie","O'Neale, Bridges, Claxton, Johnson, Dinwiddie",1626220-1628969-1629651-1629661-203915,BKN,3863.0,18,64,-12.0,129,123,29.0,21.0,21.0,252,21.0,32.0,5.0,9.0,4.0,8.0,13.0,38.0,5.0,13.0,4.0,13.0,,1.0,,3.0,6.0,26.0,1.0,2.0,1.0,3.0,39.0,83.0,10.0,39.0,26.0,134.0,146.0,8.0,15.0,1.0,3.0,5.0,24.0,8.0,19.0,1.0,6.0,12.0,31.0,38.0,40.0,27.0,3.0,12.0,26.0,6.0,10.0,19.0,9.0,28.0,5.0,4.0,12.0,7.0,,65.0,7.0,17.0,1.0,22.0,19.0,3.0,44.0,25.0,69.0,2.0,8.0,3.0,5.0,9.0,2.0,7.0,10.0,3.0,2.0,1.0,19.0,6.0,3.0,11.0,25.0,1.0,,1.0,,29.0,1.0,3.0,2.0,33.0,4.0,1.0,14.0,,4.0,5.0,1.0,1.0,,,4.0,6.0,4.0,,,,110.0,29.0,28.0,4.0,3.0,0.48717948717948717,0.5757575757575758,0.9,0.2564102564102564,0.3333333333333333,0.16666666666666666,0.2564102564102564,0.46987951807228917,0.5333333333333333,0.42105263157894735,0.4426229508196721,0.5277777777777778,0.38,0.4889705882352941,0.6,0.46875,0.319672131147541,0.12048192771084337,0.125,0.15789473684210525,,0.47368421052631576,1.0,0.25,0.8260869565217391,0.3953488372093023,0.7586206896551724,0.2413793103448276,0.7884615384615384,0.3333333333333333,0.7,0.32,0.25,0.25,0.2222222222222222,0.875,0.7857142857142857,1.0,0.7619047619047619,0.75,0.031746031746031744,93.93735438778151,0.6666666666666666,16.162790697674417,14.455284552845528,15.155038759689923,14.08130081300813,0.26229508196721313,0.65625,0.75,0.5714285714285714,0.3114754098360656,0.34210526315789475,0.40625,0.5384615384615384,0.10655737704918032,0.38461538461538464,0.38461538461538464,,0.10655737704918032,0.3076923076923077,0.3076923076923077,1.0,0.21311475409836064,0.23076923076923078,0.23076923076923078,0.8333333333333334,0.5,0.5555555555555556,0.4,0.05555555555555555,,,0.1111111111111111,0.5,1.0,0.32,0.5,0.12,,0.12,0.3333333333333333,0.5819672131147541,0.23076923076923078,0.4941532786885246,0.5321392857142857,0.49635399999999996,0.10606060606060606,0.15053763440860216,,0.1791044776119403,0.23134328358208955,7.3831325301204815,25.21794871794872,0.2248062015503876,,1.0,1.0,,,,,,,1610612751,2023,2022-23,True
1626220-1627827-1628969-1629661-203915,1610612751,"Royce O'Neale, Dorian Finney-Smith, Mikal Bridges, Cameron Johnson, Spencer Dinwiddie","O'Neale, Finney-Smith, Bridges, Johnson, Dinwiddie",1626220-1627827-1628969-1629661-203915,BKN,3273.0,12,55,-19.0,107,110,43.0,30.0,11.0,217,16.0,20.0,3.0,5.0,8.0,10.0,6.0,24.0,5.0,9.0,4.0,11.0,,,,1.0,8.0,27.0,,,4.0,12.0,27.0,53.0,12.0,38.0,27.0,117.0,136.0,3.0,11.0,,,2.0,8.0,12.0,24.0,4.0,13.0,14.0,50.0,18.0,36.0,27.0,9.0,4.0,27.0,8.0,3.0,9.0,9.0,18.0,6.0,3.0,7.0,2.0,,45.0,7.0,6.0,1.0,26.0,13.0,4.0,43.0,14.0,57.0,3.0,6.0,5.0,1.0,7.0,2.0,4.0,4.0,,3.0,1.0,11.0,1.0,6.0,14.0,28.0,1.0,3.0,,,23.0,,,1.0,33.0,,,10.0,,7.0,7.0,1.0,3.0,,1.0,3.0,8.0,2.0,,,,109.0,45.0,40.0,4.0,3.0,0.3333333333333333,0.36,0.75,0.3157894736842105,,0.3076923076923077,0.3157894736842105,0.5094339622641509,0.2727272727272727,0.5,0.4945054945054945,0.2727272727272727,0.4864864864864865,0.5416666666666666,0.3333333333333333,0.5319148936170213,0.4175824175824176,0.05660377358490566,0.1,0.041666666666666664,,0.6363636363636364,1.0,0.3333333333333333,0.5909090909090909,0.24,0.8666666666666667,0.28,0.75,0.26,0.25,0.23529411764705882,0.25,0.3157894736842105,0.16666666666666666,0.4444444444444444,0.6666666666666666,0.75,0.9090909090909091,0.75,0.06382978723404255,95.47204399633364,0.25,13.542056074766355,16.581818181818182,13.102803738317757,15.790909090909091,0.21978021978021978,0.8,0.8888888888888888,0.4375,0.26373626373626374,0.25,0.2608695652173913,0.3333333333333333,0.0989010989010989,0.5555555555555556,0.5555555555555556,,0.12087912087912088,0.36363636363636365,0.36363636363636365,0.75,0.2967032967032967,0.2962962962962963,0.2962962962962963,0.75,0.45454545454545453,0.6,,,,,,,,0.2702702702702703,0.8,0.02702702702702703,,0.32432432432432434,0.3333333333333333,0.6373626373626373,0.2962962962962963,0.49834395604395604,0.4758714285714286,0.47455405405405404,0.09900990099009901,0.15873015873015872,,0.06837606837606838,0.42735042735042733,6.747169811320755,25.271052631578947,0.40186915887850466,,,1.0,,,,,,,1610612751,2023,2022-23,True
