EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,BadPassTurnovers,DeadBallTurnovers,StepOutOfBoundsTurnovers,Loose Ball Fouls,Loose Ball Fouls Drawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,FG3APct,FG3APctBlocked,Arc3PctBlocked,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,LongMidRangeAssists,Charge Fouls,Blocked3s,BlockedArc3,LongMidRangePctAssisted,FTDefRebounds,TwoPtShootingFoulsDrawn,DefFTReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BlockedAtRim,ShortMidRangeFGM,Fg2aBlocked,Steals,LostBallSteals,FG2APctBlocked,ShortMidRangePctBlocked,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3FGA,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,OffArc3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,OffTwoPtRebounds,ShootingFouls,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,OffTwoPtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,SecondChanceShotQualityAvg,BadPassOutOfBoundsTurnovers,HeaveAttempts,Charge Fouls Drawn,SecondChanceFtPoints,PtsPutbacks,ShortMidRangeAssists,SelfOReb,BadPassSteals,Travels,Offensive Fouls,Offensive Fouls Drawn,DefensiveGoaltends,SelfORebPct,ShortMidRangePctAssisted,AtRimPctBlocked,OffLongMidRangeReboundPct,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Corner3PctBlocked,Transition Take Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedCorner3,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,team_id,year,season,team_vs
1626168-1627734-1628368-1628370-1628989,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Kevin Huerter","Lyles, Sabonis, Fox, Monk, Huerter",1626168-1627734-1628368-1628370-1628989,SAC,114.0,2,2.0,2.0,3.0,4.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,88.42105263157895,15.0,17.25,15.0,16.5,1.0,1.0,1.0,0.4198,0.5,19.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1628370-1629056,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Terence Davis","Lyles, Sabonis, Fox, Monk, Davis",1626168-1627734-1628368-1628370-1629056,SAC,471.0,1,8.0,4.0,17.0,18.0,10.0,10.0,35.0,1.0,1.0,4.0,6.0,,23.0,19.0,,7.0,4.0,6.0,4.0,10.0,11.0,1.0,,2.0,2.0,1.0,1.0,,,21.0,7.0,10.0,,0.6666666666666666,0.71875,0.71875,0.3888888888888889,0.5,1.0,1.0,1.0,1.0,1.0,1.0,107.0063694267516,11.823529411764707,15.0,11.117647058823529,15.0,0.0625,1.0,1.0,0.53246875,0.30434782608695654,6.083333333333333,0.5882352941176471,1.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,6.0,3.0,5.0,10.0,1.0,1.0,2.0,2.0,4.0,1.0,5.0,4.0,12.0,3.0,6.0,2.0,1.0,2.0,4.0,6.0,1.0,3.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.8,0.5,0.2,0.5,1.0,0.5,1.0,0.3888888888888889,1.0,0.625,0.1,0.16666666666666666,0.2,0.14285714285714285,1.0,1.0,1.0,1.0,0.1875,1.0,1.0,0.6666666666666666,0.125,0.25,0.75,0.75,1.0,0.375,0.3333333333333333,0.4,0.5,1.0,1.0,0.2222222222222222,1.0,0.2222222222222222,0.5,0.3333333333333333,0.8125,0.3333333333333333,0.5041611111111111,0.08695652173913043,25.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1628370-1630558,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Davion Mitchell","Lyles, Sabonis, Fox, Monk, Mitchell",1626168-1627734-1628368-1628370-1630558,SAC,333.0,3,6.0,-11.0,11.0,13.0,3.0,4.0,24.0,2.0,2.0,3.0,5.0,,9.0,20.0,,2.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,,4.0,1.0,,,9.0,2.0,3.0,,0.6,0.5,0.5,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,1.0,,103.78378378378379,14.363636363636363,13.461538461538462,14.363636363636363,11.23076923076923,0.2222222222222222,1.0,1.0,0.5514611111111111,0.2222222222222222,11.18,0.2727272727272727,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,1.0,3.0,2.0,1.0,4.0,,,,1.0,1.0,,2.0,4.0,3.0,,3.0,1.0,,2.0,1.0,3.0,1.0,,,7.0,,,,1.0,,1.0,,,,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.25,,0.25,,1.0,,0.3333333333333333,,0.4444444444444444,,,,,,1.0,1.0,1.0,0.2222222222222222,0.5,0.5,,0.1111111111111111,0.1111111111111111,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,1.0,,,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6269,,24.375,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1628370-1631099,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Malik Monk, Keegan Murray","Lyles, Sabonis, Fox, Monk, Murray",1626168-1627734-1628368-1628370-1631099,SAC,61.0,3,1.0,7.0,4.0,3.0,1.0,1.0,7.0,,,,,1.0,7.0,,,,,1.0,1.0,3.0,3.0,,,,,,1.0,2.0,,7.0,,1.0,,,1.5,1.1666666666666667,,,1.0,1.0,1.0,1.0,1.0,,165.24590163934428,6.5,11.666666666666666,6.5,11.666666666666666,,,,0.562575,,,0.25,,,,,,,,,1.0,1.0,,,1.0,1.0,,2.0,2.0,,,,,,,,,3.0,3.0,1.0,1.0,,,1.0,1.0,,1.0,,3.0,,,,,,,,,,,,,,,0.5,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,0.5,1.0,1.0,,,,,,,,,1.0,1.0,,,24.15,,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1628989-1630558,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Kevin Huerter, Davion Mitchell","Lyles, Sabonis, Fox, Huerter, Mitchell",1626168-1627734-1628368-1628989-1630558,SAC,28.0,1,,2.0,1.0,1.0,,,2.0,,,1.0,1.0,,2.0,,,,,,,1.0,1.0,,,,,,,,,2.0,,,,1.0,1.0,1.0,,,,,,,,,102.85714285714286,15.0,13.0,15.0,13.0,,,,0.5766,,2.4,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1628989-203084,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Kevin Huerter, Harrison Barnes","Lyles, Sabonis, Fox, Huerter, Barnes",1626168-1627734-1628368-1628989-203084,SAC,107.0,1,2.0,-2.0,5.0,5.0,5.0,5.0,10.0,,,1.0,3.0,,2.0,4.0,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,2.0,2.0,5.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,134.57943925233644,13.0,8.4,13.0,8.4,,,,0.4478333333333333,1.0,8.033333333333333,1.0,,,,,,,,3.0,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,0.3333333333333333,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.4478333333333333,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628368-1629056-1631099,1610612758,"Trey Lyles, Domantas Sabonis, De'Aaron Fox, Terence Davis, Keegan Murray","Lyles, Sabonis, Fox, Davis, Murray",1626168-1627734-1628368-1629056-1631099,SAC,132.0,1,2.0,-5.0,5.0,4.0,3.0,,9.0,,,2.0,2.0,,4.0,9.0,,2.0,2.0,,,,2.0,1.0,1.0,2.0,1.0,,1.0,,,4.0,2.0,3.0,,1.0,0.4,0.4,0.5,0.5,,,,,,,98.18181818181817,14.8,14.5,13.4,13.0,,,,0.55469,0.5,6.05,0.6,1.0,1.0,1.0,,,1.0,1.0,1.0,,1.0,,,,2.0,1.0,,3.0,,,,1.0,1.0,,1.0,2.0,,,2.0,,,1.0,,1.0,,,1.0,2.0,2.0,2.0,,1.0,,,1.0,,,,,,0.5,0.5,,,,,,1.0,,0.5,,0.6,,,0.6666666666666666,0.6666666666666666,1.0,,,,0.2,1.0,1.0,1.0,0.2,0.2,,,,0.4,,,,,,0.5,1.0,,,0.5,0.8,,0.624725,,24.599999999999998,,,,,,,,,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628370-1628989-1630558,1610612758,"Trey Lyles, Domantas Sabonis, Malik Monk, Kevin Huerter, Davion Mitchell","Lyles, Sabonis, Monk, Huerter, Mitchell",1626168-1627734-1628370-1628989-1630558,SAC,246.0,2,4.0,1.0,9.0,8.0,8.0,,17.0,,,3.0,7.0,2.0,11.0,10.0,2.0,11.0,4.0,,3.0,3.0,8.0,,,,,1.0,2.0,3.0,1.0,6.0,11.0,8.0,1.0,0.42857142857142855,0.375,0.4230769230769231,0.4230769230769231,,0.75,,0.75,,,,99.51219512195122,13.333333333333334,15.75,12.0,15.75,,,,0.5708125000000001,1.0,3.6571428571428575,0.8888888888888888,3.0,2.0,3.0,1.0,2.0,2.0,3.0,4.0,,2.0,,2.0,1.0,3.0,3.0,1.0,5.0,1.0,3.0,5.0,3.0,7.0,1.0,5.0,2.0,3.0,,3.0,1.0,,1.0,1.0,2.0,1.0,,1.0,5.0,2.0,5.0,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.2,0.3333333333333333,0.42857142857142855,0.625,0.375,0.625,0.4166666666666667,,,0.5,0.625,0.5,1.0,1.0,,0.25,0.6666666666666666,0.6666666666666666,0.5,0.3333333333333333,0.16666666666666666,,,,0.25,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,0.25,0.6666666666666666,0.16666666666666666,,0.25,0.6666666666666666,0.3333333333333333,0.5708125000000001,0.45454545454545453,24.94,,,,,,,1.0,,0.08333333333333333,0.14285714285714285,,1.0,1.0,,,0.14285714285714285,0.25,0.25,0.3333333333333333,1.0,1.0,,,0.5,0.25,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.75,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.673825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628370-1629056-1630558,1610612758,"Trey Lyles, Domantas Sabonis, Malik Monk, Terence Davis, Davion Mitchell","Lyles, Sabonis, Monk, Davis, Mitchell",1626168-1627734-1628370-1629056-1630558,SAC,190.0,2,3.0,2.0,5.0,5.0,,2.0,10.0,1.0,1.0,2.0,3.0,,7.0,5.0,,,4.0,3.0,,3.0,3.0,,,1.0,,,2.0,1.0,,7.0,,,,0.6666666666666666,0.875,0.875,,,,1.0,1.0,,1.0,,75.78947368421053,17.8,20.2,17.8,20.2,0.25,1.0,1.0,0.4691375,,9.299999999999999,,,1.0,1.0,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,1.0,,,,,,,,,,,1.0,1.0,,1.0,,,,,,0.25,,,,,,,,,0.25,1.0,1.0,,0.25,,,,,0.25,1.0,1.0,1.0,,,,,,,,0.5,1.0,,,25.5,,,,,,,1.0,,0.25,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
1626168-1627734-1628370-1630558-1631099,1610612758,"Trey Lyles, Domantas Sabonis, Malik Monk, Davion Mitchell, Keegan Murray","Lyles, Sabonis, Monk, Mitchell, Murray",1626168-1627734-1628370-1630558-1631099,SAC,78.0,3,1.0,-2.0,1.0,2.0,1.0,2.0,3.0,,,,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,0.25,0.25,,,,,,,,55.38461538461538,42.0,18.0,42.0,12.5,,,,0.339,1.0,5.9,1.0,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.339,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612758,2023,2022-23,False
