EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,Fg3aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Charge Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,Transition Take Fouls Drawn,FTA,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedCorner3,BlockedLongMidRange,BlockedShortMidRange,Blocks,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG3APctBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,Arc3PctBlocked,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Transition Take Fouls,LongMidRangePctBlocked,OffensiveGoaltends,Corner3PctBlocked,team_id,year,season,team_vs
1627783-1627832-1628384-1629018-1630567,1610612761,"Pascal Siakam, Fred VanVleet, O.G. Anunoby, Gary Trent Jr., Scottie Barnes","Siakam, VanVleet, Anunoby, Trent Jr., Barnes",1627783-1627832-1628384-1629018-1630567,TOR,22821.0,28,380.0,9.0,770.0,764,151.0,163.0,91.0,1534,124.0,188.0,24.0,42.0,26.0,37.0,66.0,156.0,35.0,95.0,35.0,88.0,3.0,9.0,8.0,15.0,68.0,196.0,7.0,24.0,13.0,45.0,225.0,439.0,103.0,284.0,135.0,894.0,885.0,29.0,54.0,10.0,33.0,15.0,103.0,39.0,72.0,21.0,60.0,53.0,194.0,236.0,214.0,279.0,30.0,34.0,1.0,195.0,68.0,29.0,2.0,118.0,93.0,211.0,59.0,34.0,75.0,27.0,16.0,515.0,45.0,53.0,2.0,107.0,128.0,17.0,252.0,100.0,352.0,16.0,79.0,50.0,29.0,34.0,9.0,21.0,42.0,5.0,13.0,1.0,7.0,76.0,9.0,11.0,68.0,160.0,4.0,9.0,13.0,149.0,4.0,14.0,6.0,3.0,176.0,22.0,2.0,3.0,74.0,4.0,21.0,40.0,3.0,2.0,21.0,1.0,4.0,15.0,43.0,28.0,1.0,1.0,2.0,791.0,194.0,151.0,25.0,18.0,0.5244444444444445,0.5673076923076923,0.9029126213592233,0.3626760563380282,0.30303030303030304,0.35,0.36395759717314485,0.5125284738041003,0.5370370370370371,0.5416666666666666,0.524896265560166,0.5057471264367817,0.5340909090909091,0.5582706766917294,0.5364583333333334,0.595679012345679,0.39280774550484093,0.007042253521126761,0.06605922551252848,0.0797872340425532,0.08974358974358974,0.01020408163265306,0.4473684210526316,0.8947368421052632,0.08333333333333333,0.7032967032967034,0.25,0.816793893129771,0.2556818181818182,0.7507987220447284,0.25257731958762886,0.3125,0.23863636363636365,0.2,0.22764227642276422,0.32075471698113206,0.6521739130434783,0.7294117647058823,0.75,0.8977272727272727,0.6511627906976745,0.0446927374301676,96.79505718417246,0.6511627906976745,14.388311688311688,15.36910994764398,13.742857142857142,14.917539267015707,0.2600276625172891,0.6595744680851063,0.7167630057803468,0.6048387096774194,0.2157676348547718,0.4230769230769231,0.4647887323943662,0.4090909090909091,0.1313969571230982,0.3684210526315789,0.3684210526315789,0.45714285714285713,0.12171507607192254,0.3977272727272727,0.3977272727272727,0.9714285714285714,0.2710926694329184,0.3469387755102041,0.35051546391752575,0.8676470588235294,0.4827586206896552,0.5714285714285714,0.20833333333333334,0.10344827586206896,0.3333333333333333,1.0,0.27586206896551724,0.2916666666666667,1.0,0.2803030303030303,0.7027027027027027,0.11363636363636363,0.5333333333333333,0.3409090909090909,0.28888888888888886,0.65283540802213,0.3487179487179487,0.5274202908587258,0.539511320754717,0.5208362595419848,0.10038610038610038,0.15071283095723015,0.013986013986013986,0.11521252796420582,0.21700223713646533,7.415945330296127,25.529225352112675,0.1961038961038961,,,,,1610612761,2023,2022-23,False
1627751-1627783-1627832-1628384-1630567,1610612761,"Jakob Poeltl, Pascal Siakam, Fred VanVleet, O.G. Anunoby, Scottie Barnes","Poeltl, Siakam, VanVleet, Anunoby, Barnes",1627751-1627783-1627832-1628384-1630567,TOR,18766.0,17,313.0,59.0,622.0,618,49.0,102.0,76.0,1240,127.0,171.0,26.0,41.0,11.0,14.0,83.0,185.0,22.0,54.0,25.0,55.0,3.0,7.0,1.0,3.0,41.0,132.0,5.0,17.0,3.0,14.0,232.0,410.0,66.0,187.0,93.0,755.0,696.0,35.0,60.0,8.0,24.0,7.0,101.0,16.0,31.0,4.0,17.0,17.0,61.0,278.0,186.0,177.0,21.0,42.0,,132.0,41.0,25.0,1.0,139.0,59.0,198.0,35.0,24.0,85.0,46.0,8.0,455.0,41.0,56.0,2.0,99.0,79.0,9.0,187.0,99.0,286.0,16.0,72.0,38.0,34.0,46.0,13.0,36.0,29.0,1.0,10.0,3.0,5.0,75.0,7.0,5.0,61.0,113.0,2.0,5.0,4.0,98.0,3.0,3.0,8.0,1.0,114.0,12.0,,2.0,55.0,1.0,6.0,23.0,2.0,1.0,9.0,1.0,,14.0,25.0,16.0,,,6.0,654.0,61.0,49.0,9.0,5.0,0.5991379310344828,0.6587677725118484,0.8939393939393939,0.35294117647058826,0.3333333333333333,0.23529411764705882,0.35294117647058826,0.5658536585365853,0.5833333333333334,0.5161290322580645,0.5544388609715243,0.5595238095238095,0.4583333333333333,0.5826893353941267,0.5738636363636364,0.5446428571428571,0.3132328308207705,0.0053475935828877,0.06097560975609756,0.06432748538011696,0.07027027027027027,0.007575757575757576,0.6133333333333333,1.0,0.15384615384615385,0.6475409836065574,0.3163841807909605,0.7983870967741935,0.3416666666666667,0.7235772357723578,0.3265993265993266,0.29545454545454547,0.37254901960784315,0.16129032258064516,0.35555555555555557,0.3,0.5777777777777777,0.6724137931034483,0.7368421052631579,0.7931034482758621,0.8108108108108109,0.05904059040590406,95.15080464670149,0.64,14.77331189710611,15.496763754045308,14.165594855305466,14.966019417475728,0.2864321608040201,0.7426900584795322,0.79375,0.6692913385826772,0.3098827470686767,0.4486486486486487,0.48255813953488375,0.5542168674698795,0.09045226130653267,0.4074074074074074,0.41509433962264153,0.36363636363636365,0.09212730318257957,0.45454545454545453,0.45454545454545453,0.96,0.22110552763819097,0.3106060606060606,0.31297709923664124,0.8536585365853658,0.4880952380952381,0.6341463414634146,0.15384615384615385,0.08333333333333333,0.42857142857142855,1.0,0.20238095238095238,0.29411764705882354,1.0,0.2916666666666667,0.7857142857142857,0.0625,0.3333333333333333,0.2916666666666667,0.21428571428571427,0.5996649916247906,0.3106060606060606,0.5190953936348408,0.5578656862745097,0.4994083333333333,0.0873634945397816,0.12141280353200883,0.005319148936170213,0.1337748344370861,0.08079470198675497,6.754878048780488,25.700534759358288,0.07877813504823152,1.0,0.018518518518518517,,,1610612761,2023,2022-23,False
1627783-1627832-1629018-1630173-1630567,1610612761,"Pascal Siakam, Fred VanVleet, Gary Trent Jr., Precious Achiuwa, Scottie Barnes","Siakam, VanVleet, Trent Jr., Achiuwa, Barnes",1627783-1627832-1629018-1630173-1630567,TOR,10988.0,17,183.0,13.0,376.0,367,66.0,71.0,44.0,743,75.0,107.0,17.0,27.0,11.0,15.0,36.0,89.0,13.0,38.0,15.0,29.0,1.0,1.0,1.0,4.0,33.0,86.0,3.0,7.0,6.0,17.0,124.0,234.0,48.0,115.0,64.0,456.0,443.0,22.0,38.0,4.0,8.0,12.0,68.0,22.0,33.0,7.0,21.0,16.0,81.0,118.0,130.0,120.0,24.0,24.0,,86.0,33.0,15.0,1.0,59.0,40.0,99.0,25.0,15.0,41.0,15.0,3.0,238.0,14.0,39.0,,56.0,56.0,6.0,118.0,53.0,171.0,16.0,27.0,16.0,11.0,26.0,6.0,15.0,21.0,2.0,11.0,,4.0,47.0,2.0,8.0,40.0,76.0,3.0,5.0,3.0,71.0,,3.0,10.0,,76.0,11.0,,1.0,38.0,,5.0,14.0,,,6.0,,1.0,7.0,14.0,9.0,,,1.0,388.0,79.0,65.0,6.0,4.0,0.47580645161290325,0.5267857142857143,0.8333333333333334,0.41739130434782606,0.5,0.3333333333333333,0.41739130434782606,0.5299145299145299,0.5789473684210527,0.6666666666666666,0.5616045845272206,0.6086956521739131,0.6018518518518519,0.5971128608923885,0.6666666666666666,0.6532258064516129,0.32951289398280803,0.008695652173913044,0.0641025641025641,0.056074766355140186,0.10112359550561797,0.011627906976744186,0.5531914893617021,0.75,,0.7567567567567568,0.3577981651376147,0.7466666666666667,0.21212121212121213,0.7516778523489933,0.3028571428571429,0.53125,0.33962264150943394,0.16666666666666666,0.19230769230769232,0.2857142857142857,0.7407407407407407,0.75,0.8181818181818182,0.7627118644067796,0.6875,0.10062893081761007,97.3716781943939,0.6428571428571429,14.965425531914894,14.607629427792915,14.46808510638298,14.136239782016348,0.30659025787965616,0.7009345794392523,0.7425742574257426,0.5466666666666666,0.25501432664756446,0.4044943820224719,0.45,0.4166666666666667,0.10888252148997135,0.34210526315789475,0.34210526315789475,0.23076923076923078,0.0830945558739255,0.5172413793103449,0.5172413793103449,1.0,0.24641833810888253,0.38372093023255816,0.38823529411764707,0.7575757575757576,0.5869565217391305,0.6296296296296297,0.17647058823529413,0.021739130434782608,1.0,1.0,0.15217391304347827,0.42857142857142855,0.6666666666666666,0.2777777777777778,0.7333333333333333,0.07407407407407407,0.25,0.3148148148148148,0.35294117647058826,0.6361031518624641,0.38372093023255816,0.5242946991404012,0.5687797297297298,0.4932888888888889,0.10106382978723404,0.14559386973180077,,0.14912280701754385,0.17763157894736842,6.576068376068376,25.64782608695652,0.17553191489361702,,,,,1610612761,2023,2022-23,False
1627783-1627832-1628384-1630567-1631132,1610612761,"Pascal Siakam, Fred VanVleet, O.G. Anunoby, Scottie Barnes, Christian Koloko","Siakam, VanVleet, Anunoby, Barnes, Koloko",1627783-1627832-1628384-1630567-1631132,TOR,5084.0,8,85.0,,171.0,174,23.0,14.0,19.0,345,29.0,43.0,4.0,7.0,3.0,3.0,25.0,43.0,5.0,14.0,4.0,16.0,,2.0,1.0,2.0,12.0,37.0,2.0,6.0,4.0,6.0,59.0,100.0,16.0,53.0,31.0,197.0,197.0,5.0,9.0,2.0,8.0,5.0,21.0,7.0,8.0,5.0,8.0,7.0,36.0,52.0,66.0,36.0,12.0,6.0,,37.0,12.0,8.0,,26.0,12.0,38.0,8.0,4.0,15.0,8.0,3.0,88.0,9.0,12.0,1.0,30.0,25.0,4.0,59.0,22.0,81.0,4.0,17.0,12.0,5.0,11.0,2.0,8.0,12.0,4.0,3.0,1.0,1.0,23.0,4.0,3.0,25.0,35.0,1.0,,1.0,31.0,,2.0,2.0,,39.0,4.0,,1.0,20.0,,1.0,6.0,,,,,,6.0,6.0,5.0,,,,176.0,36.0,23.0,,1.0,0.4406779661016949,0.4642857142857143,0.75,0.3018867924528302,0.25,0.625,0.3018867924528302,0.59,0.5555555555555556,0.875,0.5424836601307189,0.47058823529411764,0.90625,0.5764705882352941,0.5526315789473685,0.875,0.3464052287581699,,0.08,0.11627906976744186,0.046511627906976744,,0.4782608695652174,1.0,0.16666666666666666,0.7352941176470589,0.3,0.9090909090909091,0.24324324324324326,0.8208955223880597,0.2727272727272727,0.5,0.2222222222222222,0.125,0.2,0.3333333333333333,0.625,0.7727272727272727,0.75,0.9166666666666666,0.8888888888888888,0.05714285714285714,97.7183320220299,0.8333333333333334,14.169590643274853,15.293103448275861,13.532163742690058,15.189655172413794,0.28104575163398693,0.6744186046511628,0.7631578947368421,0.5172413793103449,0.28104575163398693,0.5813953488372093,0.6097560975609756,0.32,0.0915032679738562,0.35714285714285715,0.38461538461538464,0.6,0.10457516339869281,0.25,0.25,1.0,0.24183006535947713,0.32432432432432434,0.32432432432432434,0.6666666666666666,0.4117647058823529,0.5714285714285714,0.25,0.11764705882352941,,,0.35294117647058826,0.3333333333333333,1.0,0.1875,1.0,0.125,0.5,0.375,0.6666666666666666,0.6274509803921569,0.32432432432432434,0.5336986928104576,0.5380923076923076,0.548646875,0.11834319526627218,0.1724137931034483,,0.1065989847715736,0.18274111675126903,7.227,25.71698113207547,0.13450292397660818,,0.07142857142857142,,,1610612761,2023,2022-23,False
1627783-1628384-1629018-1630567-1631132,1610612761,"Pascal Siakam, O.G. Anunoby, Gary Trent Jr., Scottie Barnes, Christian Koloko","Siakam, Anunoby, Trent Jr., Barnes, Koloko",1627783-1628384-1629018-1630567-1631132,TOR,3894.0,7,65.0,39.0,138.0,137,22.0,8.0,22.0,275,27.0,40.0,4.0,9.0,2.0,7.0,15.0,26.0,2.0,11.0,3.0,11.0,,2.0,1.0,2.0,18.0,40.0,3.0,5.0,3.0,7.0,44.0,77.0,21.0,51.0,31.0,182.0,143.0,5.0,11.0,3.0,7.0,7.0,26.0,6.0,13.0,4.0,9.0,10.0,34.0,34.0,54.0,57.0,6.0,8.0,,40.0,18.0,4.0,,17.0,19.0,36.0,16.0,3.0,13.0,3.0,1.0,91.0,10.0,14.0,2.0,18.0,21.0,3.0,42.0,26.0,68.0,5.0,25.0,18.0,7.0,10.0,1.0,7.0,8.0,2.0,3.0,1.0,,18.0,4.0,2.0,14.0,29.0,2.0,2.0,2.0,32.0,,1.0,4.0,1.0,36.0,2.0,1.0,,14.0,1.0,5.0,8.0,4.0,1.0,2.0,3.0,,6.0,12.0,7.0,,,,156.0,34.0,22.0,1.0,4.0,0.38636363636363635,0.425,0.9047619047619048,0.4117647058823529,0.42857142857142855,0.4444444444444444,0.4117647058823529,0.5714285714285714,0.45454545454545453,0.46153846153846156,0.58984375,0.5277777777777778,0.5454545454545454,0.6275862068965518,0.5909090909090909,0.6296296296296297,0.3984375,,0.05194805194805195,0.05,0.07692307692307693,,0.5555555555555556,1.0,0.6666666666666666,0.5384615384615384,0.42424242424242425,0.75,0.3333333333333333,0.6190476190476191,0.38095238095238093,0.5384615384615384,0.45454545454545453,0.2222222222222222,0.4090909090909091,0.125,0.6666666666666666,0.5,0.5,0.9230769230769231,0.5454545454545454,0.0847457627118644,101.69491525423727,0.5833333333333334,12.623188405797102,15.708029197080291,11.77536231884058,14.94890510948905,0.3125,0.675,0.7105263157894737,0.48148148148148145,0.203125,0.5769230769230769,0.625,0.2,0.0859375,0.18181818181818182,0.18181818181818182,0.5,0.0859375,0.2727272727272727,0.2727272727272727,1.0,0.3125,0.45,0.45,0.8888888888888888,0.5,0.4444444444444444,,0.1111111111111111,,,0.2777777777777778,0.6,1.0,0.3181818181818182,0.2857142857142857,0.09090909090909091,0.5,0.3181818181818182,0.42857142857142855,0.7109375,0.45,0.558298828125,0.5397791666666667,0.5617022727272727,0.10714285714285714,0.15730337078651685,0.0196078431372549,0.14285714285714285,0.18681318681318682,6.179220779220779,25.554901960784314,0.15942028985507245,,,,,1610612761,2023,2022-23,False
1627751-1627783-1628384-1629018-1630567,1610612761,"Jakob Poeltl, Pascal Siakam, O.G. Anunoby, Gary Trent Jr., Scottie Barnes","Poeltl, Siakam, Anunoby, Trent Jr., Barnes",1627751-1627783-1628384-1629018-1630567,TOR,3758.0,5,63.0,-8.0,128.0,126,29.0,11.0,19.0,254,26.0,37.0,7.0,12.0,6.0,7.0,11.0,42.0,2.0,13.0,2.0,8.0,,,,1.0,9.0,28.0,,1.0,2.0,6.0,39.0,92.0,11.0,36.0,20.0,131.0,139.0,8.0,15.0,,1.0,4.0,20.0,8.0,17.0,2.0,7.0,8.0,30.0,38.0,40.0,33.0,,16.0,,28.0,9.0,5.0,,19.0,11.0,30.0,9.0,2.0,14.0,4.0,1.0,71.0,6.0,13.0,,17.0,29.0,1.0,47.0,19.0,66.0,2.0,13.0,9.0,4.0,3.0,1.0,2.0,6.0,1.0,1.0,,1.0,9.0,1.0,2.0,6.0,16.0,1.0,1.0,1.0,24.0,,2.0,1.0,,26.0,3.0,,1.0,10.0,,3.0,7.0,,,5.0,,,2.0,7.0,5.0,1.0,,,111.0,26.0,27.0,,1.0,0.48717948717948717,0.6129032258064516,1.0,0.3055555555555556,,0.2857142857142857,0.3055555555555556,0.42391304347826086,0.5333333333333333,0.47058823529411764,0.43359375,0.5,0.4583333333333333,0.47101449275362317,0.5555555555555556,0.5,0.28125,,0.05434782608695652,0.10810810810810811,0.023809523809523808,,0.3333333333333333,1.0,,0.7631578947368421,0.2549019607843137,0.8947368421052632,0.24,0.8070175438596491,0.25,0.09090909090909091,0.36666666666666664,0.1,0.21052631578947367,0.3333333333333333,0.6923076923076923,0.75,1.0,0.8571428571428571,1.0,0.028169014084507043,97.32836615220862,0.7142857142857143,15.7734375,13.801587301587302,15.28125,13.626984126984127,0.2890625,0.7027027027027027,0.7878787878787878,0.5384615384615384,0.328125,0.2619047619047619,0.2682926829268293,0.36363636363636365,0.1015625,0.15384615384615385,0.15384615384615385,0.5,0.0625,0.25,0.25,1.0,0.21875,0.32142857142857145,0.32142857142857145,1.0,0.75,0.5833333333333334,,,,,0.0625,,,0.2916666666666667,0.8571428571428571,0.041666666666666664,,0.25,0.3333333333333333,0.5703125,0.32142857142857145,0.512628515625,0.5225909090909091,0.4917583333333333,0.07407407407407407,0.10101010101010101,,0.15267175572519084,0.22900763358778625,7.136956521739131,25.1,0.2265625,,,,,1610612761,2023,2022-23,False
1627832-1628384-1629018-1630567-1631132,1610612761,"Fred VanVleet, O.G. Anunoby, Gary Trent Jr., Scottie Barnes, Christian Koloko","VanVleet, Anunoby, Trent Jr., Barnes, Koloko",1627832-1628384-1629018-1630567-1631132,TOR,3210.0,5,54.0,-10.0,110.0,108,25.0,8.0,13.0,218,22.0,37.0,5.0,7.0,7.0,10.0,5.0,18.0,5.0,12.0,1.0,6.0,,1.0,,1.0,13.0,27.0,,2.0,2.0,4.0,32.0,67.0,14.0,33.0,19.0,125.0,135.0,7.0,10.0,,3.0,2.0,16.0,9.0,16.0,2.0,5.0,4.0,28.0,24.0,40.0,33.0,9.0,8.0,,27.0,13.0,7.0,,12.0,11.0,23.0,10.0,1.0,9.0,2.0,1.0,57.0,3.0,12.0,,9.0,17.0,1.0,27.0,15.0,42.0,4.0,13.0,6.0,7.0,8.0,1.0,6.0,7.0,,2.0,,2.0,15.0,1.0,5.0,15.0,23.0,,1.0,4.0,27.0,,2.0,,,24.0,4.0,,,14.0,,,7.0,1.0,1.0,5.0,,,2.0,8.0,5.0,,,,109.0,28.0,25.0,2.0,,0.375,0.42857142857142855,0.7857142857142857,0.42424242424242425,,0.4,0.42424242424242425,0.47761194029850745,0.7,0.5625,0.53,0.5384615384615384,0.5714285714285714,0.5681818181818182,0.5714285714285714,0.6363636363636364,0.33,,0.1044776119402985,0.13513513513513514,0.1111111111111111,,0.5333333333333333,1.0,,0.7083333333333334,0.34285714285714286,0.42857142857142855,0.15789473684210525,0.5777777777777777,0.2777777777777778,0.26666666666666666,0.46153846153846156,0.2857142857142857,0.14285714285714285,0.2,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.5454545454545454,0.3,0.0851063829787234,97.79439252336448,0.625,14.936363636363636,14.50925925925926,14.327272727272728,13.787037037037036,0.37,0.5945945945945946,0.6875,0.4090909090909091,0.18,0.2777777777777778,0.3125,0.4,0.12,0.4166666666666667,0.4166666666666667,0.2,0.06,0.16666666666666666,0.16666666666666666,1.0,0.27,0.48148148148148145,0.48148148148148145,0.7692307692307693,0.5384615384615384,0.7142857142857143,,0.07692307692307693,,,0.15384615384615385,,,0.47619047619047616,0.7,0.047619047619047616,,0.19047619047619047,0.5,0.7,0.48148148148148145,0.543476,0.5480545454545455,0.588652380952381,0.12727272727272726,0.18181818181818182,,0.128,0.224,6.156716417910448,25.793939393939397,0.22727272727272727,,,,,1610612761,2023,2022-23,False
1627783-1627823-1627832-1628384-1630567,1610612761,"Pascal Siakam, Juancho Hernangomez, Fred VanVleet, O.G. Anunoby, Scottie Barnes","Siakam, Hernangomez, VanVleet, Anunoby, Barnes",1627783-1627823-1627832-1628384-1630567,TOR,3209.0,5,53.0,1.0,106.0,107,6.0,16.0,11.0,213,29.0,39.0,3.0,6.0,,,7.0,13.0,4.0,12.0,2.0,9.0,,2.0,,,10.0,29.0,1.0,3.0,1.0,1.0,40.0,64.0,12.0,38.0,15.0,131.0,130.0,4.0,8.0,1.0,5.0,3.0,14.0,1.0,2.0,1.0,1.0,3.0,8.0,42.0,38.0,27.0,9.0,4.0,,29.0,10.0,5.0,,21.0,9.0,30.0,7.0,2.0,17.0,2.0,2.0,69.0,8.0,7.0,,15.0,15.0,4.0,34.0,15.0,49.0,4.0,10.0,5.0,5.0,9.0,1.0,5.0,6.0,1.0,4.0,,1.0,15.0,1.0,1.0,15.0,17.0,,,1.0,15.0,,2.0,,,17.0,5.0,,,9.0,,2.0,2.0,,,2.0,,,,2.0,1.0,1.0,,,117.0,8.0,6.0,,2.0,0.525,0.5526315789473685,0.75,0.3157894736842105,0.2,1.0,0.3157894736842105,0.625,0.5,0.5,0.5686274509803921,0.4230769230769231,0.8333333333333334,0.6064814814814815,0.5,0.8,0.37254901960784315,,0.078125,0.10256410256410256,,,0.6,1.0,,0.7894736842105263,0.30434782608695654,0.8333333333333334,0.32,0.8108108108108109,0.3125,0.5,0.16666666666666666,0.14285714285714285,0.2222222222222222,0.5714285714285714,0.8,0.8571428571428571,0.7142857142857143,0.75,1.0,0.09302325581395349,95.58117793705203,0.5,14.773584905660377,15.355140186915888,14.349056603773585,15.130841121495328,0.38235294117647056,0.7435897435897436,0.8285714285714286,0.5862068965517241,0.12745098039215685,0.5384615384615384,0.5384615384615384,0.2857142857142857,0.11764705882352941,0.3333333333333333,0.36363636363636365,0.5,0.08823529411764706,0.2222222222222222,0.2222222222222222,1.0,0.28431372549019607,0.3448275862068966,0.3448275862068966,0.7,0.46153846153846156,0.5,0.3333333333333333,0.15384615384615385,,,0.23076923076923078,0.3333333333333333,1.0,,,,,0.3333333333333333,1.0,0.7549019607843137,0.3448275862068966,0.5588886138613861,0.53955,0.45071666666666665,0.08490566037735849,0.1323529411764706,,0.10687022900763359,0.061068702290076333,6.1078125,25.82894736842105,0.05660377358490566,,0.08333333333333333,,,1610612761,2023,2022-23,False
