EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Charge Fouls Drawn,FTA,ThreePtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PtsPutbacks,DefTwoPtRebounds,SecondChanceTurnovers,Offensive Fouls,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,DefTwoPtReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,TwoPtShootingFoulsDrawnPct,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,SecondChanceFg3Pct,PenaltyFg3Pct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyCorner3Frequency,PenaltyArc3Accuracy,ShortMidRangeFGM,SecondChanceFtPoints,HeaveAttempts,ShortMidRangeAssists,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallTurnovers,Travels,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,LongMidRangePctBlocked,DefFTReboundPct,OffAtRimReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,Loose Ball Fouls,Corner3FGM,SecondChanceCorner3FGM,PenaltyCorner3FGM,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Accuracy,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,OffCorner3ReboundPct,Charge Fouls,FTOffRebounds,BlockedLongMidRange,OffFTReboundPct,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Blocked3s,BlockedArc3,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,3SecondViolations,Arc3PctBlocked,DefensiveGoaltends,Transition Take Fouls Drawn,Transition Take Fouls,Defensive 3 Seconds Violations,Clear Path Fouls,HeaveMakes,team_id,year,season,team_vs
1627759-1627763-1628436-1630202-203488,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Payton Pritchard, Mike Muscala","Brown, Brogdon, Kornet, Pritchard, Muscala",1627759-1627763-1628436-1630202-203488,BOS,121.0,1,2.0,3.0,4.0,3.0,,3.0,,7.0,,,,,2.0,1.0,1.0,1.0,,,,,2.0,3.0,,1.0,1.0,5.0,2.0,,,,,,,,,,2.0,2.0,,,,,,1.0,,1.0,,,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,5.0,,,0.5,0.5,,,,0.6666666666666666,,,0.5,,,0.625,,,0.25,,,,,,,0.3333333333333333,,,,,,,83.30578512396694,16.5,18.333333333333332,16.5,16.0,,,,,0.5,0.25,1.0,1.0,1.0,0.25,,,,,,,,,0.25,,0.46475,,,0.25,,,,10.9,23.9,,,,,1.0,,,1.0,1.0,,1.0,1.0,0.5,,1.0,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628436-1630202-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Payton Pritchard, Marcus Smart","Brown, Brogdon, Kornet, Pritchard, Smart",1627759-1627763-1628436-1630202-203935,BOS,67.0,2,1.0,-1.0,2.0,3.0,,,,5.0,,,,,,,,,,1.0,1.0,,,,1.0,1.0,,3.0,4.0,,,,,,,,,,,,3.0,,1.0,1.0,,,1.0,1.0,1.0,,,3.0,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,1.0,,,,3.0,,,,,1.0,1.0,1.0,,,,1.5,,,1.5,,,1.0,,,,,,,,,,,,,,107.46268656716417,17.0,11.0,17.0,11.0,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,1.0,1.0,0.55605,,,,,,,,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628436-1630573-201143,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Sam Hauser, Al Horford","Brown, Brogdon, Kornet, Hauser, Horford",1627759-1627763-1628436-1630573-201143,BOS,71.0,1,1.0,1.0,2.0,2.0,,,2.0,4.0,1.0,1.0,,,,1.0,1.0,,,,1.0,,2.0,2.0,,1.0,,4.0,3.0,2.0,2.0,,4.0,,,,,,,4.0,,,1.0,,,,,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.6666666666666666,1.0,,0.6666666666666666,1.0,,0.3333333333333333,,,,,,1.0,1.0,1.0,,1.0,,,,81.12676056338029,13.0,22.5,6.0,22.5,0.3333333333333333,1.0,1.0,,,0.3333333333333333,1.0,1.0,,,0.3333333333333333,,,,,,,,0.6666666666666666,,0.5312166666666667,0.4175,,,,1.0,,8.9,27.3,,1.0,1.0,,1.0,,,,,,,,1.0,,,,1.0,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628436-1630573-203488,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Sam Hauser, Mike Muscala","Brown, Brogdon, Kornet, Hauser, Muscala",1627759-1627763-1628436-1630573-203488,BOS,96.0,1,2.0,-1.0,3.0,3.0,,,,6.0,,,,,,,1.0,1.0,,,,,,1.0,1.0,1.0,2.0,5.0,6.0,,,,,,,,,,,,3.0,,,,,,1.0,1.0,,,,3.0,,,,1.0,,1.0,,,,,,,,,,1.0,,2.0,,5.0,,,,,1.0,1.0,1.0,,,,0.75,,,0.8333333333333334,,,0.5,,,,,,,1.0,,,,,,,90.0,15.0,17.0,15.0,17.0,,,,,,0.5,,,,0.5,,,,,,,,,0.5,,0.500775,,,0.3333333333333333,,,,14.4,22.4,,,,,1.0,,,1.0,,,,,1.0,,,,1.0,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628436-1630573-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Sam Hauser, Marcus Smart","Brown, Brogdon, Kornet, Hauser, Smart",1627759-1627763-1628436-1630573-203935,BOS,94.0,3,2.0,3.0,5.0,4.0,1.0,,2.0,9.0,,,,,1.0,,,,,1.0,2.0,,,1.0,1.0,2.0,2.0,5.0,2.0,,1.0,,,,,,2.0,2.0,,,,3.0,2.0,1.0,,,,,,,,,,,1.0,2.0,,2.0,,,,1.0,,1.0,,,,3.0,,2.0,,5.0,2.0,1.0,,,,0.5,0.5,,,,0.5,,,0.625,,1.0,0.6666666666666666,,,,,1.0,,1.0,,,,1.0,,,137.87234042553192,11.4,9.25,8.0,9.25,,,,,0.3333333333333333,,,,,,0.6666666666666666,0.5,0.5,,,,,,0.6666666666666666,0.5,0.5061333333333333,0.4153,,,,,0.4,8.8,25.75,0.2,,,,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1628436-201143-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Luke Kornet, Al Horford, Marcus Smart","Brown, Brogdon, Kornet, Horford, Smart",1627759-1627763-1628436-201143-203935,BOS,81.0,1,1.0,1.0,3.0,3.0,3.0,3.0,,6.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,,,,2.0,2.0,,,2.0,6.0,5.0,,,,,2.0,2.0,,2.0,6.0,4.0,,,,,,,2.0,,2.0,,1.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,2.0,,6.0,6.0,3.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,106.66666666666666,16.333333333333332,10.666666666666666,16.333333333333332,10.666666666666666,0.5,1.0,1.0,1.0,,0.5,1.0,1.0,1.0,,,,,,,0.5,1.0,,0.5,,0.53635,,0.53635,0.3333333333333333,,,1.0,9.75,,1.0,,,,,,,1.0,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1629684-1630202,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Grant Williams, Payton Pritchard","Brown, Brogdon, Williams III, Williams, Pritchard",1627759-1627763-1629057-1629684-1630202,BOS,477.0,2,8.0,-4.0,20.0,18.0,,13.0,,38.0,1.0,3.0,,,5.0,5.0,5.0,1.0,,,3.0,,8.0,13.0,,4.0,,16.0,20.0,,,,,,,,,,4.0,12.0,,,3.0,,1.0,2.0,,2.0,,1.0,,4.0,,,3.0,7.0,,7.0,,1.0,,1.0,1.0,2.0,,2.0,6.0,,,,,16.0,,,0.25,0.25,,,,0.6153846153846154,,,0.47058823529411764,,,0.47058823529411764,,,0.23529411764705882,0.07692307692307693,0.2,0.5,,0.6,,0.5384615384615384,,,,0.6,,,114.71698113207547,11.2,14.055555555555555,11.2,12.61111111111111,0.17647058823529413,0.3333333333333333,0.3333333333333333,1.0,0.29411764705882354,0.29411764705882354,1.0,1.0,,0.058823529411764705,0.17647058823529413,,,,,,,,0.4117647058823529,,0.46200882352941175,,,,,,,10.738461538461538,25.025,,,,,4.0,,,,,,,,0.5,,0.5,,0.6666666666666666,,,,,,,,,,,,,,,,,2.0,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,0.4,0.5,0.5,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1629684-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Grant Williams, Sam Hauser","Brown, Brogdon, Williams III, Williams, Hauser",1627759-1627763-1629057-1629684-1630573,BOS,1934.0,10,32.0,-5.0,65.0,68.0,17.0,20.0,8.0,133.0,9.0,14.0,1.0,1.0,16.0,3.0,5.0,4.0,1.0,10.0,24.0,8.0,22.0,35.0,11.0,28.0,7.0,84.0,89.0,5.0,5.0,1.0,15.0,3.0,5.0,9.0,4.0,22.0,22.0,22.0,27.0,6.0,23.0,10.0,5.0,11.0,9.0,20.0,8.0,5.0,,49.0,3.0,5.0,13.0,24.0,8.0,32.0,,2.0,1.0,5.0,1.0,7.0,4.0,7.0,12.0,5.0,,8.0,,69.0,22.0,17.0,0.5,0.6111111111111112,0.8181818181818182,0.39285714285714285,0.4074074074074074,0.6285714285714286,1.0,0.6,0.6111111111111112,1.0833333333333333,0.6428571428571429,0.6268656716417911,1.0714285714285714,0.6875,0.4444444444444444,0.14285714285714285,0.0625,0.2857142857142857,0.38461538461538464,0.7222222222222222,0.1875,0.6176470588235294,0.27586206896551724,0.5,0.23076923076923078,0.6875,1.0,,99.02792140641158,14.907692307692308,14.191176470588236,14.646153846153846,13.220588235294118,0.2222222222222222,0.6428571428571429,0.9,0.5555555555555556,0.25396825396825395,0.07936507936507936,0.6,0.6,,0.06349206349206349,0.38095238095238093,0.4166666666666667,0.45454545454545453,0.8,0.16666666666666666,0.07142857142857142,1.0,0.5714285714285714,0.6666666666666666,0.43478260869565216,0.504233870967742,0.61014,0.5013153846153846,0.05970149253731343,,0.17857142857142858,0.2619047619047619,6.28,26.771428571428572,0.26153846153846155,5.0,5.0,8.0,8.0,1.0,2.0,4.0,3.0,3.0,3.0,,0.5,,0.5,,0.875,,0.8333333333333334,1.0,0.10256410256410256,1.0,,,4.0,1.0,4.0,1.0,0.4444444444444444,,,0.07142857142857142,0.5,10.0,2.0,1.0,6.0,3.0,4.0,2.0,2.0,1.0,1.0,,,,,,1.0,,0.2857142857142857,,1.0,0.4,0.625,0.6666666666666666,0.6,0.2,,,1.0,1.0,,1.0,0.25,0.25,1.0,1.0,1.0,,2.0,0.07142857142857142,,,,,,,,,,,,,,,,0.08333333333333333,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1629684-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Grant Williams, Marcus Smart","Brown, Brogdon, Williams III, Williams, Smart",1627759-1627763-1629057-1629684-203935,BOS,673.0,5,11.0,4.0,23.0,24.0,7.0,7.0,2.0,47.0,4.0,4.0,3.0,3.0,4.0,,,2.0,,2.0,9.0,3.0,4.0,8.0,4.0,11.0,9.0,29.0,25.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,3.0,9.0,2.0,6.0,12.0,,9.0,2.0,,1.0,4.0,5.0,2.0,1.0,,14.0,2.0,,4.0,8.0,2.0,10.0,,2.0,2.0,,,2.0,,3.0,4.0,8.0,,10.0,,27.0,9.0,7.0,0.25,0.3333333333333333,1.0,0.36363636363636365,0.36363636363636365,0.5,1.0,0.75,0.5263157894736842,0.5,0.42857142857142855,0.5869565217391305,0.5,0.5,0.5789473684210527,,,1.0,,0.6666666666666666,0.2857142857142857,0.6,0.18181818181818182,,0.2857142857142857,0.6666666666666666,,,100.56463595839524,13.869565217391305,14.75,13.608695652173912,14.291666666666666,0.21052631578947367,1.0,1.0,0.25,0.21052631578947367,,,,,0.10526315789473684,0.47368421052631576,0.2222222222222222,0.2222222222222222,1.0,,0.42857142857142855,1.0,0.42857142857142855,0.7894736842105263,0.2222222222222222,0.540071052631579,,0.5826357142857143,0.13636363636363635,,0.06896551724137931,0.3103448275862069,5.1375,25.336363636363636,0.30434782608695654,1.0,1.0,2.0,2.0,,,3.0,1.0,,1.0,1.0,0.5,,0.3333333333333333,,1.0,1.0,0.5,1.0,0.2727272727272727,,,1.0,,,,,,0.5,,,,,,,,2.0,3.0,2.0,1.0,,,1.0,1.0,,1.0,1.0,,1.0,,,1.0,,,,,,,,2.0,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1630202-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Payton Pritchard, Sam Hauser","Brown, Brogdon, Williams III, Pritchard, Hauser",1627759-1627763-1629057-1630202-1630573,BOS,189.0,1,3.0,2.0,6.0,7.0,,,1.0,13.0,,,,,5.0,,,,,,1.0,,2.0,5.0,,1.0,2.0,6.0,4.0,,,1.0,,,,,,,2.0,2.0,,,1.0,,,1.0,,1.0,,,,2.0,,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,2.0,,3.0,,6.0,,,0.5,0.5,,,,0.4,,,0.3333333333333333,,,0.42857142857142855,,,0.16666666666666666,,,,0.3333333333333333,1.0,,1.0,0.25,0.3333333333333333,,1.0,,,99.04761904761905,17.0,12.428571428571429,15.0,12.428571428571429,,,,,0.8333333333333334,,,,,,0.16666666666666666,,,,,,,,0.16666666666666666,,0.44168333333333337,0.5394,,0.2857142857142857,,,,6.9,27.1,,,,,,,,2.0,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,1.0,,,,2.0,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,,,,,,0.4,0.4,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1630573-203488,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Sam Hauser, Mike Muscala","Brown, Brogdon, Williams III, Hauser, Muscala",1627759-1627763-1629057-1630573-203488,BOS,41.0,1,1.0,2.0,2.0,1.0,,,1.0,3.0,,,,,,,,1.0,1.0,,1.0,,,,,2.0,2.0,2.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,0.3333333333333333,,,1.0,,,,,,0.5,,0.5,,1.0,,,,105.36585365853658,14.5,12.0,9.0,12.0,,,,,,,,,,0.5,0.5,,,,1.0,,,,1.0,,0.5799,,,0.3333333333333333,,,,,24.45,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-1630573-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Sam Hauser, Marcus Smart","Brown, Brogdon, Williams III, Hauser, Smart",1627759-1627763-1629057-1630573-203935,BOS,49.0,1,1.0,2.0,2.0,2.0,,,,4.0,,,,,,,1.0,,,,,,,1.0,,,2.0,2.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,2.0,,2.0,,,,,,,,,,1.0,,3.0,,2.0,1.0,,,,,,,,,,,,,0.25,,,,,,,,1.0,,1.0,,,,1.0,,,117.55102040816327,11.0,13.5,11.0,13.5,,,,,,1.0,,,,,,,,,,,,,,,0.4183,,,0.5,,,0.5,20.3,,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629057-201143-203935,1610612738,"Jaylen Brown, Malcolm Brogdon, Robert Williams III, Al Horford, Marcus Smart","Brown, Brogdon, Williams III, Horford, Smart",1627759-1627763-1629057-201143-203935,BOS,232.0,3,4.0,-10.0,6.0,9.0,,,1.0,15.0,,,,,2.0,,1.0,1.0,,1.0,3.0,,,3.0,1.0,4.0,,3.0,13.0,,1.0,,,,,,,,,,3.0,,3.0,1.0,,,1.0,1.0,1.0,,,3.0,1.0,,3.0,3.0,1.0,4.0,,,,,,,,2.0,2.0,,,,,3.0,,,,,1.0,0.25,0.25,,,,0.21428571428571427,,,0.21428571428571427,,,0.5714285714285714,,,,,0.6,0.3333333333333333,0.6,0.16666666666666666,,0.5,0.3333333333333333,1.0,,93.10344827586206,18.833333333333332,13.222222222222221,16.0,12.444444444444445,,,,,0.2857142857142857,0.14285714285714285,,,,0.14285714285714285,0.42857142857142855,0.3333333333333333,0.3333333333333333,1.0,,,,,0.5714285714285714,0.3333333333333333,0.499,,,,,,,12.799999999999999,24.975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629684-1630202-1630573,1610612738,"Jaylen Brown, Malcolm Brogdon, Grant Williams, Payton Pritchard, Sam Hauser","Brown, Brogdon, Williams, Pritchard, Hauser",1627759-1627763-1629684-1630202-1630573,BOS,351.0,1,6.0,-4.0,11.0,11.0,1.0,4.0,2.0,22.0,3.0,5.0,,,1.0,,3.0,1.0,,,2.0,1.0,3.0,9.0,1.0,3.0,1.0,10.0,14.0,1.0,2.0,,2.0,,,1.0,,,2.0,4.0,3.0,,2.0,,1.0,1.0,1.0,2.0,,1.0,,5.0,1.0,1.0,3.0,4.0,2.0,6.0,,,,,,,,1.0,1.0,2.0,,2.0,,8.0,,1.0,0.3333333333333333,0.5,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,,0.375,0.5,,0.38461538461538464,0.5,,0.25,0.1111111111111111,,,0.16666666666666666,1.0,0.5,0.5714285714285714,0.25,,0.5,1.0,1.0,,90.25641025641026,18.181818181818183,13.727272727272727,17.727272727272727,13.363636363636363,0.4166666666666667,0.6,0.75,0.3333333333333333,0.08333333333333333,0.25,,,,0.08333333333333333,0.16666666666666666,,,,,,,1.0,0.6666666666666666,,0.5380041666666667,0.6876,0.49365,0.07692307692307693,,0.2,,7.022222222222222,24.633333333333336,0.09090909090909091,1.0,2.0,2.0,1.0,,,1.0,2.0,,2.0,,0.25,0.3333333333333333,0.25,,,,1.0,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.2,,,,,,,,,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629684-1630202-201143,1610612738,"Jaylen Brown, Malcolm Brogdon, Grant Williams, Payton Pritchard, Al Horford","Brown, Brogdon, Williams, Pritchard, Horford",1627759-1627763-1629684-1630202-201143,BOS,483.0,2,8.0,1.0,16.0,16.0,11.0,,1.0,32.0,3.0,5.0,,1.0,3.0,1.0,2.0,,,2.0,2.0,2.0,4.0,10.0,2.0,2.0,1.0,15.0,14.0,1.0,1.0,,2.0,1.0,5.0,2.0,1.0,9.0,6.0,2.0,6.0,,2.0,2.0,1.0,3.0,2.0,5.0,2.0,2.0,1.0,12.0,,1.0,3.0,6.0,1.0,7.0,1.0,4.0,3.0,,,4.0,3.0,1.0,2.0,5.0,1.0,2.0,,13.0,9.0,11.0,0.75,1.0,1.0,1.0,1.0,0.4,1.0,0.2,0.5833333333333334,1.0,0.5714285714285714,0.5769230769230769,1.0,0.5625,0.16666666666666666,0.1,0.3333333333333333,1.0,0.16666666666666666,0.75,,0.6,0.16666666666666666,0.3333333333333333,,0.6666666666666666,1.0,0.2,95.40372670807453,13.125,17.0625,13.125,15.4375,0.4166666666666667,0.6,0.6,0.6666666666666666,0.25,0.16666666666666666,0.5,0.5,1.0,,0.16666666666666666,1.0,1.0,1.0,,0.14285714285714285,,0.2857142857142857,0.5833333333333334,1.0,0.47776250000000003,0.6253,0.4593642857142857,,,0.13333333333333333,0.6,6.409999999999999,26.15,0.6875,1.0,1.0,2.0,3.0,,,,1.0,,1.0,,0.5,,0.5,,1.0,,1.0,1.0,,,,,2.0,,2.0,,1.0,,,,1.0,,,,,,2.0,1.0,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
1627759-1627763-1629684-1630202-201933,1610612738,"Jaylen Brown, Malcolm Brogdon, Grant Williams, Payton Pritchard, Blake Griffin","Brown, Brogdon, Williams, Pritchard, Griffin",1627759-1627763-1629684-1630202-201933,BOS,219.0,1,4.0,-7.0,4.0,6.0,,,,10.0,1.0,1.0,,,2.0,,,,,,,,3.0,3.0,,,,6.0,13.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,1.0,,1.0,,1.0,1.0,1.0,,,,6.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,65.75342465753425,26.75,18.666666666666668,26.75,17.5,0.3333333333333333,1.0,1.0,,0.6666666666666666,,,,,,,,,,,,,,0.3333333333333333,,0.47186666666666666,,,,,,,6.633333333333333,,,,,,1.0,,,,,,,,0.5,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2023,2022-23,True
