EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Arc3FGA,FG2M,FG2A,FG3M,FG3A,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Corner3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,PenaltyTurnovers,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,LongMidRangePctBlocked,DefTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Arc3FGM,NonHeaveArc3FGM,Arc3Assists,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,PtsUnassisted3s,BadPassSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,FoulsDrawn,NonShootingPenaltyNonTakeFouls,FtPoints,PtsUnassisted2s,LiveBallTurnovers,BadPassTurnovers,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,LiveBallTurnoverPct,DefAtRimReboundPct,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,OffTwoPtRebounds,LostBallOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,BlockedShortMidRange,RecoveredBlocks,OffTwoPtReboundPct,OffAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceAtRimFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PtsPutbacks,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffArc3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,FTDefRebounds,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGA,PenaltyArc3Frequency,Offensive Fouls Drawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffensiveGoaltends,PenaltyArc3FGM,PenaltyArc3Accuracy,Charge Fouls Drawn,Blocked3s,BlockedCorner3,PenaltyFtPoints,HeaveAttempts,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceCorner3FGM,SecondChanceCorner3FGA,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Loose Ball Fouls,Travels,NonShootingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFtPoints,SelfOReb,OffShortMidRangeReboundPct,SelfORebPct,Technical Free Throw Trips,Charge Fouls,DefensiveGoaltends,FTOffRebounds,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,SecondChanceAtRimPctAssisted,Offensive Fouls,BlockedArc3,Defensive 3 Seconds Violations,StepOutOfBoundsTurnovers,3SecondViolations,Transition Take Fouls Drawn,Transition Take Fouls,HeaveMakes,team_id,year,season,team_vs
1628981-1629726-1630224-1630227-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, Daishen Nix, Tari Eason","Fernando, Mathews, Green, Nix, Eason",1628981-1629726-1630224-1630227-1631106,HOU,78.0,1,1.0,5.0,3.0,2.0,,,,5.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,1.0,,,,,,,,,,,2.0,,2.0,,2.0,,,1.0,1.0,,2.0,5.0,,,,,,1.0,,1.0,1.0,,1.25,,1.25,,0.5,,,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,,92.3076923076923,8.0,27.0,8.0,27.0,,,,,0.5,1.0,1.0,,,,,,,,,,0.5,,,,,,0.5,0.454225,,,5.6,29.7,,1.0,1.0,,1.0,1.0,,1.0,3.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630224-1630231-1630256,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, Kenyon Martin Jr., Jae'Sean Tate","Fernando, Mathews, Green, Martin Jr., Tate",1628981-1629726-1630224-1630231-1630256,HOU,310.0,1,5.0,-3.0,13.0,12.0,2.0,12.0,3.0,25.0,,,,,,,4.0,,1.0,,1.0,,,4.0,,5.0,2.0,5.0,10.0,13.0,1.0,,2.0,,,4.0,,3.0,4.0,1.0,,1.0,1.0,,,,,3.0,1.0,2.0,1.0,3.0,4.0,7.0,2.0,1.0,2.0,5.0,,2.0,6.0,4.0,2.0,,,0.5,0.4,,0.4,,,0.3,,0.4166666666666667,0.5,0.5,0.2,,0.3333333333333333,1.0,0.3333333333333333,0.6,0.5,1.0,0.5,1.0,,116.12903225806451,13.461538461538462,11.25,13.23076923076923,11.25,,,,,0.4,,,,0.1,,,,0.1,,,,0.4,,,,,,0.5,0.466565,0.3191,0.4,9.52,25.240000000000002,0.15384615384615385,2.0,2.0,1.0,0.5,0.5,0.5,0.5,3.0,1.0,,,3.0,1.0,4.0,,3.0,2.0,4.0,1.0,2.0,,2.0,0.6,,0.09090909090909091,0.16666666666666666,3.0,,1.0,1.0,2.0,1.0,0.6,,,0.5,,,,,,,4.0,,,,,0.6666666666666666,,,,,,0.3174,0.4,,,,,,,,,0.25,1.0,,,,,,,4.0,,1.0,,,,,,,,,,1.0,,1.0,4.0,,0.5,,,1.0,,,,,,,,,,,,,1.0,,,,1610612745,2023,2022-23,True
1628981-1629726-1630224-1630231-201569,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, Kenyon Martin Jr., Eric Gordon","Fernando, Mathews, Green, Martin Jr., Gordon",1628981-1629726-1630224-1630231-201569,HOU,6.0,1,,-3.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0,,6.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630224-1630256-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, Jae'Sean Tate, Tari Eason","Fernando, Mathews, Green, Tate, Eason",1628981-1629726-1630224-1630256-1631106,HOU,170.0,1,3.0,-8.0,6.0,6.0,6.0,,,12.0,,,,,,,,,,,,,,5.0,,,,5.0,3.0,11.0,,,,,5.0,3.0,,,5.0,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,1.0,3.0,3.0,6.0,,,,,,,,,,,0.2,0.2,1.0,,,0.5,,,0.5,,,,,,101.6470588235294,14.333333333333334,14.0,14.333333333333334,14.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.5060100000000001,0.5060100000000001,1.0,,26.22,1.0,,,,,,,,,,,1.0,1.0,,3.0,,1.0,1.0,3.0,,,,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630224-1631095-201569,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, Jabari Smith Jr., Eric Gordon","Fernando, Mathews, Green, Smith Jr., Gordon",1628981-1629726-1630224-1631095-201569,HOU,66.0,2,1.0,2.0,2.0,2.0,1.0,,1.0,4.0,,,,,,,1.0,,,,,,,2.0,,1.0,1.0,2.0,3.0,1.0,,,1.0,1.0,1.0,3.0,,3.0,2.0,,,1.0,1.0,,,,,3.0,,,,2.0,1.0,3.0,,,,,,1.0,,3.0,1.0,,,1.0,0.5,1.0,0.5,,,0.5,0.75,0.5,0.75,0.6666666666666666,,,,,,,0.5,,,,,87.27272727272727,23.0,10.0,19.5,10.0,,,,,0.3333333333333333,,,,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,0.4703333333333333,0.473525,1.0,7.6,25.9,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,1.0,,1.0,1.0,3.0,,1.0,,1.5,1.5,,,1.0,1.0,1.0,0.52215,1.0,2.0,,,1.0,,1.0,0.5,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630224-1631102-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Jalen Green, TyTy Washington Jr., Tari Eason","Fernando, Mathews, Green, Washington Jr., Eason",1628981-1629726-1630224-1631102-1631106,HOU,222.0,2,4.0,10.0,8.0,8.0,2.0,3.0,1.0,16.0,4.0,4.0,,,,2.0,2.0,,,,,,,3.0,6.0,6.0,1.0,3.0,16.0,6.0,1.0,2.0,2.0,,,5.0,8.0,3.0,3.0,,4.0,1.0,5.0,,3.0,1.0,,11.0,,2.0,1.0,3.0,1.0,4.0,1.0,,,,,1.0,13.0,5.0,2.0,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,,0.3333333333333333,1.0,1.0,0.8333333333333334,1.0,0.8888888888888888,1.25,0.3333333333333333,,,0.5,0.5,,0.5,,,,0.3333333333333333,1.0,103.78378378378378,13.0,14.75,12.125,13.375,0.4444444444444444,1.0,1.0,0.75,0.2222222222222222,1.0,1.0,0.5,,,,,,,,,0.3333333333333333,,,,,,0.7777777777777778,0.5316444444444444,0.43125,0.3125,5.6499999999999995,27.03333333333333,0.25,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,,1.0,,,2.0,1.0,1.0,4.0,,,2.0,2.0,1.0,1.0,1.0,,0.5,0.2222222222222222,0.3333333333333333,,,,,,,,,,,,,,1.0,,,3.0,,,1.0,1.0,1.5,,,,,,0.4283,0.1875,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630256-1630528,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Jae'Sean Tate, Josh Christopher","Fernando, Mathews, Nix, Tate, Christopher",1628981-1629726-1630227-1630256-1630528,HOU,112.0,1,2.0,-1.0,3.0,4.0,1.0,,1.0,7.0,,2.0,1.0,,,,2.0,,,,,,,,,4.0,,,1.0,2.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,1.0,,,,,,,,,,,0.1,,,0.5,,,1.0,,0.5,0.5,,,1.0,,90.0,15.0,16.75,13.666666666666666,14.75,0.5,,,,0.5,,,,,,,,,,,,,1.0,,,,,0.5,0.40935,0.4255,,5.35,,0.3333333333333333,,,,,,,,,,,,2.0,,1.0,,,,2.0,1.0,,,,,,0.2,0.2,2.0,,,,,,0.5,0.5,,,,,,,,,1.0,,,,,0.25,,,,,,0.3942,1.0,,,,,,,,,0.5,,,,,1.0,,,,,,,,,0.5,,,,,,,,,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630256-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Jae'Sean Tate, Tari Eason","Fernando, Mathews, Nix, Tate, Eason",1628981-1629726-1630227-1630256-1631106,HOU,90.0,1,2.0,2.0,4.0,3.0,,,,7.0,,1.0,,,,,,1.0,1.0,,,,,2.0,1.0,2.0,,2.0,2.0,,,,,,,,2.0,,2.0,,1.0,,1.0,,,,1.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,,,,,,,2.0,,,1.0,1.0,,,,,0.5,,0.25,,0.25,,0.5,,,1.0,1.0,0.5,1.0,0.3333333333333333,,1.0,1.0,,112.0,9.25,17.666666666666668,9.25,17.666666666666668,0.25,,,,,,,,0.25,1.0,1.0,1.0,,,,,0.5,,,,,,0.75,0.4964875,,,11.65,25.3,,,,,,,,,,,,,1.0,,,,,,,,2.0,1.0,2.0,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630256-201569,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Jae'Sean Tate, Eric Gordon","Fernando, Mathews, Nix, Tate, Gordon",1628981-1629726-1630227-1630256-201569,HOU,32.0,1,1.0,,1.0,2.0,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,0.5,,,,,,135.0,18.0,7.0,18.0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630528-1630586,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Josh Christopher, Usman Garuba","Fernando, Mathews, Nix, Christopher, Garuba",1628981-1629726-1630227-1630528-1630586,HOU,186.0,1,3.0,-3.0,5.0,5.0,3.0,3.0,2.0,10.0,1.0,2.0,,,1.0,,1.0,,,,,,,,1.0,3.0,,,3.0,6.0,,,2.0,,,,,,,2.0,,,,,,,,,,1.0,,1.0,2.0,3.0,,,1.0,2.0,2.0,1.0,3.0,,3.0,,,,,,,0.3333333333333333,,0.3333333333333333,,0.375,,,0.6666666666666666,,,1.0,,1.0,1.0,,,,1.0,77.41935483870968,19.6,17.6,18.6,17.6,0.6666666666666666,0.5,1.0,,0.3333333333333333,,,,,,,,,,,,,,0.5,,,,0.6666666666666666,0.40066666666666667,0.3475,,3.533333333333333,,0.6,,,,,,,,,,,,1.0,,1.0,2.0,1.0,1.0,2.0,1.0,,,,0.5,,0.25,0.25,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.5,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630528-1631095,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Josh Christopher, Jabari Smith Jr.","Fernando, Mathews, Nix, Christopher, Smith Jr.",1628981-1629726-1630227-1630528-1631095,HOU,86.0,1,1.0,3.0,2.0,2.0,,,2.0,4.0,,,,,,,2.0,,,,,,,2.0,,2.0,1.0,2.0,3.0,,1.0,,,,,,,3.0,2.0,1.0,,1.0,1.0,,,,,3.0,1.0,,1.0,1.0,2.0,3.0,1.0,,,,,1.0,,,,,,1.0,0.5,,0.5,,,0.375,,0.375,,0.5,0.5,,1.0,,1.0,1.0,0.6666666666666666,,1.0,,,66.97674418604652,18.0,25.0,9.0,25.0,,,,,0.5,,,,,,,,,,,,0.5,,,,,,0.5,0.4745,,,6.35,27.25,,1.0,1.0,1.0,0.5,0.5,1.0,0.5,,1.0,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,1.0,1.0,0.5,,,1.0,,1.0,1.0,,1.0,1.0,3.0,,1.0,,0.75,0.75,1.0,,0.5,1.0,1.0,0.5382,1.0,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1630528-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Josh Christopher, Tari Eason","Fernando, Mathews, Nix, Christopher, Eason",1628981-1629726-1630227-1630528-1631106,HOU,138.0,1,2.0,-2.0,4.0,5.0,,,,9.0,,,,,,,,,,,,,,4.0,,,1.0,4.0,3.0,5.0,,,,,,,,3.0,4.0,,,1.0,1.0,,,,,3.0,,1.0,1.0,2.0,,2.0,,,,,,1.0,3.0,,,,,1.0,0.25,,0.25,,,0.375,,0.375,,1.0,,,1.0,1.0,,1.0,,,1.0,1.0,,93.91304347826087,16.25,14.6,16.25,14.6,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,0.5391,,,,26.7,,1.0,1.0,1.0,0.25,0.25,1.0,0.25,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1631095-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Jabari Smith Jr., Tari Eason","Fernando, Mathews, Nix, Smith Jr., Eason",1628981-1629726-1630227-1631095-1631106,HOU,114.0,1,2.0,2.0,3.0,3.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,1.0,,2.0,5.0,,,,,,,,,1.0,,1.0,,1.25,,,,,1.0,1.0,,1.0,,,1.0,1.0,,75.78947368421053,17.333333333333332,20.666666666666668,17.333333333333332,20.666666666666668,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.3748,,,5.7,,,,,,,,,,,,,1.0,1.0,,3.0,2.0,1.0,,3.0,,,,,1.0,,0.5,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1631095-201569,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Jabari Smith Jr., Eric Gordon","Fernando, Mathews, Nix, Smith Jr., Gordon",1628981-1629726-1630227-1631095-201569,HOU,20.0,1,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,72.0,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1631102-1631106,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, TyTy Washington Jr., Tari Eason","Fernando, Mathews, Nix, Washington Jr., Eason",1628981-1629726-1630227-1631102-1631106,HOU,615.0,1,10.0,3.0,20.0,19.0,4.0,4.0,3.0,39.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,,,1.0,1.0,,,10.0,3.0,9.0,4.0,11.0,20.0,17.0,2.0,2.0,4.0,,,6.0,4.0,9.0,10.0,2.0,2.0,3.0,5.0,1.0,1.0,1.0,,13.0,2.0,3.0,3.0,6.0,3.0,9.0,2.0,1.0,2.0,2.0,,1.0,18.0,6.0,4.0,0.6666666666666666,1.0,0.75,0.36363636363636365,,0.36363636363636365,0.3333333333333333,0.5,0.45,0.5,0.47619047619047616,0.6,0.55,0.2222222222222222,,0.75,0.75,0.2857142857142857,0.75,0.23076923076923078,,1.0,0.6666666666666666,1.0,91.3170731707317,17.55,13.894736842105264,16.5,13.789473684210526,0.1,1.0,1.0,0.5,0.35,0.14285714285714285,0.2,1.0,,,,,0.05,1.0,1.0,1.0,0.5,0.3333333333333333,0.25,1.0,,,0.65,0.47349500000000005,0.4398,0.3,6.2444444444444445,26.363636363636363,0.2,3.0,3.0,2.0,0.3,0.3,0.6666666666666666,0.3,3.0,1.0,1.0,1.0,2.0,,2.0,2.0,,,2.0,,2.0,,2.0,,,,,1.0,1.0,,,2.0,1.0,0.16666666666666666,,,0.5,1.0,,1.0,1.0,,1.0,2.0,2.0,,0.5,0.3333333333333333,0.3333333333333333,0.2857142857142857,1.0,0.3333333333333333,,,0.5912,0.1,,,,,,,,,0.2857142857142857,,,,,,,,2.0,,,,,,,,,,,,1.0,,1.0,,,0.16666666666666666,,,,,,,,,,,,,,1.0,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630227-1631106-201569,1610612745,"Bruno Fernando, Garrison Mathews, Daishen Nix, Tari Eason, Eric Gordon","Fernando, Mathews, Nix, Eason, Gordon",1628981-1629726-1630227-1631106-201569,HOU,134.0,2,2.0,3.0,4.0,3.0,2.0,,,7.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,5.0,2.0,,1.0,1.0,,,3.0,,,1.0,,,,,,,,,,,,2.0,2.0,,2.0,,,,1.0,1.0,1.0,5.0,3.0,2.0,,,,,,,1.0,1.0,0.5,1.0,0.625,0.75,0.5,,,0.6666666666666666,,,0.3333333333333333,,,,,,75.22388059701493,14.25,25.666666666666668,14.25,18.0,0.5,1.0,1.0,,,,,,,,,,,,,,0.5,,1.0,1.0,,,1.0,0.4778,0.421,0.6,3.3,26.1,0.5,,,,,,,,,,,,2.0,,3.0,2.0,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630231-1630528-201569,1610612745,"Bruno Fernando, Garrison Mathews, Kenyon Martin Jr., Josh Christopher, Eric Gordon","Fernando, Mathews, Martin Jr., Christopher, Gordon",1628981-1629726-1630231-1630528-201569,HOU,191.0,1,3.0,1.0,7.0,6.0,,,2.0,13.0,3.0,5.0,2.0,,,,,,,,,,,3.0,3.0,5.0,,3.0,6.0,5.0,2.0,,,,,,2.0,,3.0,,1.0,,1.0,,1.0,,,2.0,1.0,,2.0,2.0,2.0,4.0,2.0,1.0,,1.0,,,4.0,,,0.3333333333333333,0.3333333333333333,,,,,0.6,,0.375,,0.375,,0.375,,,1.0,,0.3333333333333333,1.0,0.4,,1.0,,,98.01047120418849,13.714285714285714,15.833333333333334,13.142857142857142,15.833333333333334,0.625,0.6,0.6,0.3333333333333333,,,,,,,,,,,,,0.375,1.0,,,,,1.0,0.4910125,,,3.12,26.833333333333332,,,,,,,,,,1.0,,,1.0,,,4.0,1.0,1.0,,,,,,1.0,,,,1.0,,,,,,0.5,0.5,,,1.0,,,1.0,,,2.0,,,0.5,0.5,0.5,0.3333333333333333,0.5,,,,0.3996,0.3333333333333333,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2023,2022-23,True
1628981-1629726-1630231-1631106-201569,1610612745,"Bruno Fernando, Garrison Mathews, Kenyon Martin Jr., Tari Eason, Eric Gordon","Fernando, Mathews, Martin Jr., Eason, Gordon",1628981-1629726-1630231-1631106-201569,HOU,159.0,1,3.0,3.0,5.0,4.0,,,4.0,9.0,2.0,3.0,2.0,,,,2.0,1.0,1.0,,,,,3.0,3.0,6.0,1.0,3.0,9.0,6.0,3.0,,,,,,2.0,,3.0,2.0,1.0,,1.0,,1.0,,,2.0,1.0,,1.0,1.0,4.0,5.0,,,,,,1.0,3.0,,,0.3333333333333333,0.5,,0.3333333333333333,,0.3333333333333333,0.5,,0.5,,0.5,,0.3333333333333333,0.3333333333333333,,0.5,,0.5,0.5,0.8,,,,,81.50943396226415,21.2,13.25,18.0,13.25,0.3333333333333333,0.6666666666666666,1.0,0.5,0.2222222222222222,,,,0.1111111111111111,1.0,1.0,,,,,,0.3333333333333333,0.5,,,,,0.6666666666666666,0.5205166666666667,,,5.966666666666666,26.53333333333333,,1.0,1.0,,0.3333333333333333,0.3333333333333333,,0.3333333333333333,3.0,,,1.0,,,,4.0,,,,,1.0,1.0,1.0,,0.5,,,3.0,,,,,1.0,1.0,1.0,,1.0,2.0,,1.0,3.0,,1.0,6.0,2.0,,1.0,0.75,0.75,0.5,1.0,0.25,,,0.5469333333333334,0.6666666666666666,,,,,,,,,0.5,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,1.0,,,,,,,,,,,0.5,,,,,,,,,1610612745,2023,2022-23,True
