PLAYER_ID,date,pullup_PULL_UP_FGM,pullup_PULL_UP_FGA,pullup_PULL_UP_FG_PCT,pullup_PULL_UP_PTS,pullup_PULL_UP_FG3M,pullup_PULL_UP_FG3A,pullup_PULL_UP_FG3_PCT,pullup_PULL_UP_EFG_PCT,overall_def_D_FGM,overall_def_D_FGA,overall_def_D_FG_PCT,overall_def_NORMAL_FG_PCT,overall_def_PCT_PLUSMINUS,lt6ft_totals_FGM_LT_06,lt6ft_totals_FGA_LT_06,lt6ft_totals_LT_06_PCT,lt6ft_totals_NS_LT_06_PCT,lt6ft_totals_PLUSMINUS
1630174,20250611,0,0,,0,0.0,0.0,,,6.0,9.0,0.667,0.483,0.184,1.0,2.0,0.5,0.611,-0.111
1630598,20250611,0,0,,0,,,,,1.0,3.0,0.333,0.502,-0.169,1.0,2.0,0.5,0.607,-0.107
1627936,20250611,0,0,,0,0.0,0.0,,,7.0,11.0,0.636,0.483,0.154,4.0,5.0,0.8,0.672,0.128
1629614,20250611,1,2,0.5,2,0.0,0.0,,0.5,5.0,12.0,0.417,0.494,-0.077,2.0,3.0,0.667,0.661,0.005
1641767,20250611,1,1,1.0,2,0.0,0.0,,1.0,1.0,4.0,0.25,0.506,-0.256,,,,,
1631097,20250611,4,5,0.8,9,1.0,2.0,0.5,0.9,1.0,6.0,0.167,0.47,-0.304,1.0,4.0,0.25,0.618,-0.368
1641717,20250611,0,0,,0,0.0,0.0,,,4.0,10.0,0.4,0.492,-0.092,2.0,3.0,0.667,0.686,-0.019
1631096,20250611,1,2,0.5,2,0.0,0.0,,0.5,10.0,20.0,0.5,0.484,0.016,3.0,6.0,0.5,0.687,-0.187
1628392,20250611,0,0,,0,,,,,6.0,8.0,0.75,0.477,0.274,3.0,4.0,0.75,0.643,0.107
1630198,20250611,1,1,1.0,3,1.0,1.0,1.0,1.5,1.0,2.0,0.5,0.497,0.003,,,,,
1631114,20250611,4,9,0.444,9,1.0,1.0,1.0,0.5,7.0,10.0,0.7,0.483,0.217,4.0,5.0,0.8,0.649,0.151
1631119,20250611,0,0,,0,,,,,,,,,,,,,,
1629026,20250611,0,0,,0,0.0,0.0,,,1.0,1.0,1.0,0.461,0.539,,,,,
1629652,20250611,1,3,0.333,3,1.0,1.0,1.0,0.5,7.0,12.0,0.583,0.49,0.093,3.0,5.0,0.6,0.705,-0.105
1626167,20250611,0,0,,0,0.0,0.0,,,8.0,17.0,0.471,0.488,-0.018,7.0,10.0,0.7,0.653,0.047
1630167,20250611,0,0,,0,0.0,0.0,,,5.0,11.0,0.455,0.478,-0.024,2.0,3.0,0.667,0.648,0.019
1627783,20250611,2,4,0.5,4,0.0,0.0,,0.5,4.0,11.0,0.364,0.482,-0.118,3.0,6.0,0.5,0.634,-0.134
1628983,20250611,4,12,0.333,9,1.0,3.0,0.333,0.375,10.0,22.0,0.455,0.487,-0.032,5.0,11.0,0.455,0.663,-0.208
204456,20250611,1,1,1.0,2,0.0,0.0,,1.0,1.0,1.0,1.0,0.465,0.535,,,,,
1628418,20250611,0,0,,0,,,,,0.0,1.0,0.0,0.475,-0.475,,,,,
1630169,20250611,7,13,0.538,18,4.0,7.0,0.571,0.692,7.0,12.0,0.583,0.47,0.114,2.0,3.0,0.667,0.655,0.012
