Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsUnassisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,Offensive Fouls,FoulsDrawn,Charge Fouls Drawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Date,GameId,Opponent,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,FTOffRebounds,LostBallOutOfBoundsTurnovers,Charge Fouls,OffFTReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceCorner3FGA,Fg3aBlocked,Technical Free Throw Trips,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,OffLongMidRangeReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3PctAssisted,SecondChanceFtPoints,SecondChanceCorner3FGM,ThreePtShootingFoulsDrawn,SecondChanceCorner3Accuracy,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,BlockedLongMidRange,DefensiveGoaltends,SecondChanceCorner3PctAssisted,OffensiveGoaltends,BlockedCorner3,Season,year,SeasonType,team_id
48:00,112,112,29,41,13,224,35,43,6.0,7,8.0,9,11,23,2.0,4,7,2.0,6,18,1.0,2.0,1.0,5,48,70,6,25,24,138,8.0,10,1.0,2,19,10,14,1.0,7,13.0,36,62,34,15,3.0,8.0,18,6,6.0,31,5,36,5,24,5,2.0,77,7,8,19,22,3.0,44,15,59,1.0,10,5,5,7,3.0,6,12,1.0,2.0,2.0,19,3.0,5,17,31,2.0,5.0,24,1.0,2.0,2.0,29,5.0,14,3.0,3,1.0,1.0,2.0,1.0,4,2.0,1.0,119,36,29,3.0,3.0,0.6458333333333334,0.7045454545454546,0.8333333333333334,0.24,0.5,0.14285714285714285,0.24,0.6857142857142857,0.8,0.7142857142857143,0.6,0.7916666666666666,0.5476190476190477,0.6448598130841121,0.7916666666666666,0.6428571428571429,0.2631578947368421,0.08571428571428572,0.09302325581395349,0.043478260869565216,0.25,0.3684210526315789,1.0,0.8148148148148148,0.36363636363636365,0.7307692307692307,0.3684210526315789,0.7735849056603774,0.36585365853658536,0.375,0.4166666666666667,0.3333333333333333,0.42857142857142855,0.8,0.7692307692307693,1.0,0.65,1.0,0.02857142857142857,112.0,0.5,12.757142857142856,12.957142857142857,12.325892857142858,12.63482142857143,0.45263157894736844,0.813953488372093,0.8974358974358975,0.6857142857142857,0.24210526315789474,0.4782608695652174,0.5,0.45454545454545453,0.042105263157894736,0.5,0.6666666666666666,1.0,0.07368421052631578,0.18947368421052632,0.3333333333333333,0.3333333333333333,0.8333333333333334,0.5833333333333334,0.8571428571428571,0.3333333333333333,0.16666666666666666,0.5,0.42857142857142855,0.8888888888888888,0.09523809523809523,0.23809523809523808,0.2,0.7157894736842105,0.3333333333333333,0.6003226315789474,0.6102,0.6003761904761905,0.1346153846153846,0.17721518987341772,0.13768115942028986,0.2608695652173913,5.017142857142857,24.92,0.25892857142857145,2025-10-22,0022500082,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,102,103,30,34,10,205,17,25,4.0,9,2.0,4,13,30,1.0,3,6,4.0,8,21,,1.0,2.0,5,31,58,11,27,21,116,5.0,10,,1,10,4,11,3.0,9,6.0,23,30,32,30,3.0,8.0,21,8,5.0,15,10,25,7,9,5,1.0,60,4,8,18,6,8.0,32,13,45,2.0,10,5,5,9,1.0,8,7,1.0,1.0,1.0,16,,6,10,21,2.0,,24,,1.0,2.0,32,4.0,16,2.0,4,,,2.0,2.0,4,1.0,,106,23,30,3.0,2.0,0.4838709677419355,0.5555555555555556,0.9090909090909091,0.4074074074074074,,0.3333333333333333,0.4074074074074074,0.5344827586206896,0.5,0.36363636363636365,0.5588235294117647,0.45454545454545453,0.425,0.5858585858585859,0.4166666666666667,0.4423076923076923,0.3176470588235294,0.08620689655172414,0.08,0.1,,0.5625,1.0,0.35294117647058826,0.2962962962962963,0.72,0.25,0.5714285714285714,0.27906976744186046,0.375,0.29411764705882354,0.3076923076923077,,0.2222222222222222,0.5,0.5,0.6470588235294118,0.875,0.05263157894736842,102.5,0.25,13.852941176470589,14.242718446601941,13.508823529411766,13.367961165048545,0.29411764705882354,0.68,0.7391304347826086,0.5294117647058824,0.35294117647058826,0.43333333333333335,0.48148148148148145,0.38461538461538464,0.03529411764705882,0.3333333333333333,0.3333333333333333,1.0,0.07058823529411765,0.24705882352941178,0.38095238095238093,0.38095238095238093,0.875,0.8181818181818182,0.4444444444444444,,0.09090909090909091,,0.2,0.5,0.2,0.25,0.4,0.611764705882353,0.38095238095238093,0.5264894117647059,0.5808625,0.48960499999999996,0.16494845360824742,0.22857142857142856,0.08620689655172414,0.19827586206896552,6.039655172413793,25.755555555555556,0.29411764705882354,2025-10-24,0022500092,MIL,3.0,1.0,3.0,1.0,3.0,1.0,0.125,0.5,0.5,1.0,0.25,,,,,,,,,,,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,110,109,27,61,13,219,18,26,3.0,6,5.0,5,11,31,7.0,10,7,2.0,12,27,1.0,3.0,5.0,8,36,67,13,34,18,129,4.0,10,1.0,4,11,7,13,5.0,10,6.0,35,44,28,33,6.0,6.0,27,12,5.0,22,11,33,10,10,7,5.0,77,4,12,12,11,7.0,30,17,47,4.0,10,7,3,12,,8,4,4.0,,,16,1.0,1,17,28,,2.0,26,,1.0,5.0,24,5.0,13,1.0,1,,,,1.0,1,,,118,35,27,6.0,1.0,0.6111111111111112,0.6666666666666666,0.8461538461538461,0.38235294117647056,0.25,0.5,0.38235294117647056,0.5373134328358209,0.4,0.5384615384615384,0.5495049504950495,0.39285714285714285,0.6304347826086957,0.5818181818181818,0.39285714285714285,0.625,0.33663366336633666,0.07462686567164178,0.038461538461538464,0.12903225806451613,,0.75,1.0,0.5789473684210527,0.4,0.75,0.2,0.6571428571428571,0.32,0.375,0.4,0.2857142857142857,,0.8333333333333334,0.2222222222222222,1.0,0.75,0.75,0.09302325581395349,109.5,,12.847272727272728,13.456880733944955,12.198181818181817,13.214678899082568,0.25742574257425743,0.6923076923076923,0.72,0.5555555555555556,0.3069306930693069,0.3548387096774194,0.4074074074074074,0.6363636363636364,0.09900990099009901,0.7,0.7,0.7142857142857143,0.06930693069306931,0.26732673267326734,0.4444444444444444,0.46153846153846156,0.8333333333333334,0.42857142857142855,0.5,,0.21428571428571427,0.3333333333333333,0.21739130434782608,1.0,0.08695652173913043,0.34782608695652173,0.625,0.594059405940594,0.4444444444444444,0.542121,0.5525045454545454,0.5462454545454546,0.11926605504587157,0.17333333333333334,0.08527131782945736,0.2713178294573643,6.5910447761194035,25.01818181818182,0.24545454545454545,2025-10-26,0022500111,DAL,1.0,,1.0,1.0,,,0.25,0.14285714285714285,0.16666666666666666,1.0,,1.0,2.0,1.0,0.058823529411764705,0.14285714285714285,0.037037037037037035,0.5,0.07142857142857142,1.0,,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,98,99,12,36,5,197,16,23,1.0,2,1.0,2,7,19,2.0,5,5,,11,27,1.0,2.0,4.0,6,25,47,12,32,17,103,1.0,3,1.0,2,6,2,3,4.0,6,,16,36,14,33,3.0,,27,11,3.0,18,11,29,10,14,2,2.0,69,1,4,10,10,2.0,22,6,28,,9,6,3,11,3.0,7,4,4.0,,,15,,3,16,23,,1.0,17,1.0,1.0,1.0,23,3.0,13,,3,1.0,1.0,2.0,1.0,4,3.0,,97,16,12,1.0,,0.72,0.72,0.9166666666666666,0.375,0.5,0.6666666666666666,0.375,0.5319148936170213,0.3333333333333333,0.6666666666666666,0.5443037974683544,0.5,0.8888888888888888,0.5786516853932584,0.5,0.8,0.4050632911392405,0.06382978723404255,0.13043478260869565,,,0.7333333333333333,1.0,0.7692307692307693,0.18181818181818182,0.7142857142857143,0.05,0.7407407407407407,0.11904761904761904,0.42857142857142855,,,0.25,0.8888888888888888,0.3333333333333333,1.0,0.8571428571428571,0.5714285714285714,,98.5,0.75,14.487755102040817,14.74949494949495,13.987755102040817,14.375757575757577,0.2911392405063291,0.6956521739130435,0.8,0.875,0.24050632911392406,0.3684210526315789,0.3684210526315789,0.2857142857142857,0.06329113924050633,0.4,0.4,1.0,0.06329113924050633,0.34177215189873417,0.4074074074074074,0.4074074074074074,0.9090909090909091,0.4,0.5,1.0,0.4,0.5,0.2222222222222222,0.5,,0.6666666666666666,0.6666666666666666,0.6962025316455697,0.4074074074074074,0.5805012658227848,0.6044125,0.5712555555555556,0.14606741573033707,0.22807017543859648,0.05825242718446602,0.1553398058252427,6.508510638297872,25.284375,0.12244897959183673,2025-10-27,0022500118,SAS,1.0,,1.0,1.0,,,0.3333333333333333,0.2,0.2,1.0,,,,,,,,0.3333333333333333,,1.0,1.0,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,99,101,17,43,5,200,11,18,1.0,1,3.0,4,8,22,3.0,5,10,2.0,17,31,3.0,3.0,3.0,6,22,45,21,41,14,121,1.0,2,3.0,3,11,3,11,4.0,8,2.0,20,24,20,51,12.0,2.0,31,17,7.0,12,17,29,14,8,3,1.0,75,2,4,8,10,1.0,19,6,25,2.0,6,2,4,9,,8,1,1.0,,,10,,1,11,26,2.0,1.0,16,,,1.0,19,1.0,10,,2,,,2.0,,2,1.0,,110,20,17,7.0,,0.5454545454545454,0.5714285714285714,0.8095238095238095,0.5121951219512195,1.0,0.5,0.5121951219512195,0.4888888888888889,0.5,0.2727272727272727,0.622093023255814,1.1,0.47368421052631576,0.6368421052631579,1.1,0.5,0.47674418604651164,0.15555555555555556,0.2222222222222222,0.13636363636363635,,0.9,1.0,0.5,0.17391304347826086,0.47058823529411764,0.1,0.4864864864864865,0.13953488372093023,0.14285714285714285,0.21428571428571427,0.07142857142857142,0.16666666666666666,0.375,0.8,0.42857142857142855,0.4166666666666667,0.6,0.05714285714285714,99.99999999999994,0.5,13.733333333333333,15.053465346534672,13.48989898989899,14.363366336633682,0.20930232558139536,0.6111111111111112,0.7857142857142857,0.7272727272727273,0.2558139534883721,0.36363636363636365,0.42105263157894735,0.375,0.05813953488372093,0.6,0.6,0.3333333333333333,0.11627906976744186,0.36046511627906974,0.5483870967741935,0.5483870967741935,0.8235294117647058,0.2,1.0,,0.6,1.0,0.21052631578947367,0.75,0.10526315789473684,0.3157894736842105,0.5,0.686046511627907,0.5483870967741935,0.5503388235294118,0.51454,0.5342194444444445,0.10526315789473684,0.18518518518518517,0.09090909090909091,0.1652892561983471,7.095555555555555,25.555,0.1717171717171717,2025-10-29,0022500131,HOU,4.0,1.0,3.0,,,,,0.4,0.4444444444444444,0.75,0.5,,1.0,,0.024390243902439025,0.1,,,,1.0,,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,97,98,20,24,11,195,18,30,3.0,6,5.0,5,6,16,3.0,6,9,2.0,8,21,,,3.0,5,27,52,13,30,19,112,5.0,8,1.0,1,18,6,10,3.0,7,3.0,24,30,24,36,3.0,2.0,21,8,10.0,15,12,27,8,13,2,,66,5,7,19,16,5.0,40,13,53,3.0,9,6,3,10,1.0,7,8,3.0,,3.0,18,2.0,1,11,18,1.0,2.0,15,,1.0,1.0,24,3.0,11,1.0,4,,,4.0,,4,3.0,,94,24,20,1.0,1.0,0.5555555555555556,0.5769230769230769,0.9230769230769231,0.43333333333333335,1.0,0.42857142857142855,0.43333333333333335,0.5192307692307693,0.625,0.6,0.5670731707317073,0.7222222222222222,0.6176470588235294,0.6086956521739131,0.8181818181818182,0.631578947368421,0.36585365853658536,0.19230769230769232,0.2,0.25,,0.5555555555555556,1.0,0.7619047619047619,0.2916666666666667,0.6129032258064516,0.29411764705882354,0.6730769230769231,0.2926829268292683,0.4166666666666667,0.2222222222222222,0.3076923076923077,0.25,0.7857142857142857,0.3333333333333333,1.0,0.625,0.5714285714285714,0.09375,97.5,0.75,14.42680412371134,15.108163265306121,13.962886597938144,14.396938775510202,0.36585365853658536,0.6,0.75,0.7222222222222222,0.1951219512195122,0.375,0.5,0.3333333333333333,0.07317073170731707,0.5,0.5,,0.10975609756097561,0.25609756097560976,0.38095238095238093,0.38095238095238093,1.0,0.6666666666666666,0.5,0.6666666666666666,,,0.29411764705882354,1.0,0.11764705882352941,0.29411764705882354,0.6,0.7317073170731707,0.38095238095238093,0.5982841463414634,0.633357142857143,0.5587088235294118,0.13186813186813187,0.18333333333333332,0.16071428571428573,0.21428571428571427,5.382692307692308,25.84333333333333,0.20618556701030927,2025-10-31,0022500022,CLE,5.0,,4.0,1.0,,,0.3333333333333333,0.5555555555555556,0.5555555555555556,0.8,,1.0,,,,,,,0.1111111111111111,,5.0,1.0,1.0,1.0,0.03225806451612903,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,95,95,6,27,17,190,23,29,7.0,10,2.0,2,9,17,2.0,6,9,,8,29,1.0,2.0,,3,34,52,11,38,16,117,8.0,11,2.0,4,23,2,2,,3,1.0,5,42,26,33,,10.0,29,8,,21,11,32,8,16,4,1.0,75,9,7,19,16,1.0,36,18,54,6.0,5,2,3,6,3.0,6,10,,2.0,2.0,16,2.0,2,9,23,1.0,2.0,18,,,3.0,20,4.0,9,1.0,6,1.0,1.0,2.0,3.0,7,4.0,,94,5,6,2.0,,0.6176470588235294,0.7241379310344828,1.0,0.2894736842105263,0.5,,0.2894736842105263,0.6538461538461539,0.7272727272727273,1.0,0.5611111111111111,0.7333333333333333,0.4,0.6030927835051546,0.7666666666666667,0.5,0.4222222222222222,,,,,0.375,0.5,0.6956521739130435,0.3888888888888889,0.7916666666666666,0.3333333333333333,0.7446808510638298,0.35555555555555557,0.16666666666666666,0.625,0.2857142857142857,0.5,0.42857142857142855,0.7272727272727273,1.0,0.8235294117647058,0.7142857142857143,0.13333333333333333,95.0,0.5714285714285714,14.387368421052631,15.92842105263158,13.581052631578947,15.212631578947368,0.32222222222222224,0.7931034482758621,0.7931034482758621,0.6956521739130435,0.18888888888888888,0.5294117647058824,0.5294117647058824,0.4444444444444444,0.06666666666666667,0.3333333333333333,0.3333333333333333,0.5,0.1,0.32222222222222224,0.27586206896551724,0.27586206896551724,1.0,0.6666666666666666,0.7,0.2857142857142857,0.13333333333333333,0.5,0.4,1.0,,0.6,,0.7444444444444445,0.27586206896551724,0.573176404494382,0.65344,0.6502125,0.11458333333333333,0.15789473684210525,0.19658119658119658,0.042735042735042736,5.684615384615385,25.537837837837838,0.06315789473684211,2025-11-02,0022500152,MEM,3.0,,3.0,2.0,,,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,,2.0,,,,,,0.25,0.13333333333333333,1.0,1.0,1.0,2.0,0.5,0.05128205128205128,1.0,1.0,1.0,1.0,,,2025-26,2026,Regular Season,1610612761
48:00,100,99,35,34,13,199,12,18,2.0,4,3.0,5,11,27,4.0,8,8,3.0,11,30,,2.0,4.0,8,27,53,17,38,23,128,5.0,10,,2,15,10,18,5.0,11,11.0,46,32,22,51,,2.0,30,11,4.0,16,17,33,11,9,4,3.0,83,8,6,22,15,5.0,42,14,56,1.0,8,4,4,5,1.0,2,5,3.0,,2.0,10,,4,8,23,1.0,1.0,25,,4.0,3.0,29,4.0,12,4.0,5,1.0,1.0,4.0,1.0,6,4.0,,113,46,35,5.0,4.0,0.5925925925925926,0.6153846153846154,1.0,0.4473684210526316,,0.45454545454545453,0.4473684210526316,0.5094339622641509,0.5,0.5555555555555556,0.5769230769230769,0.4166666666666667,0.603448275862069,0.6213592233009708,0.5357142857142857,0.6764705882352942,0.4175824175824176,0.07547169811320754,0.1111111111111111,0.07407407407407407,,0.5,1.0,0.6818181818181818,0.23076923076923078,0.88,0.38095238095238093,0.7872340425531915,0.2978723404255319,,0.375,0.42105263157894735,,0.7777777777777778,0.5454545454545454,1.0,0.9333333333333333,0.8,0.023255813953488372,99.5,0.6666666666666666,14.599,14.344444444444443,13.948000000000002,13.899999999999999,0.1978021978021978,0.6666666666666666,0.75,0.75,0.2967032967032967,0.4074074074074074,0.44,0.36363636363636365,0.08791208791208792,0.5,0.5,0.75,0.08791208791208792,0.32967032967032966,0.36666666666666664,0.36666666666666664,1.0,0.3333333333333333,0.5,0.5,0.16666666666666666,,0.1724137931034483,0.6,0.10344827586206896,0.27586206896551724,0.5,0.6153846153846154,0.36666666666666664,0.5295104395604396,0.52858125,0.4943362068965518,0.12121212121212122,0.19672131147540983,0.1171875,0.359375,7.724528301886792,25.639473684210525,0.35,2025-11-04,0022500165,MIL,6.0,1.0,6.0,,,,,0.75,0.75,1.0,0.3333333333333333,,,,,,,,,,5.0,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,100,100,20,27,14,200,13,23,4.0,5,5.0,7,10,20,2.0,10,16,1.0,7,22,,,1.0,3,25,53,12,38,23,109,6.0,11,,2,14,7,12,1.0,4,9.0,26,24,26,33,3.0,12.0,22,7,5.0,12,11,23,6,7,3,2.0,57,8,8,22,15,,37,16,53,3.0,11,10,1,8,2.0,6,5,2.0,,1.0,13,1.0,3,9,21,2.0,,19,,1.0,2.0,25,1.0,10,3.0,6,,,4.0,2.0,6,1.0,,95,24,19,3.0,2.0,0.48,0.631578947368421,0.9166666666666666,0.3157894736842105,,0.25,0.3157894736842105,0.4716981132075472,0.5454545454545454,0.5833333333333334,0.4725274725274725,0.46153846153846156,0.53125,0.529126213592233,0.5,0.65,0.4175824175824176,0.09433962264150944,0.043478260869565216,0.1,0.2,0.6153846153846154,,0.45454545454545453,0.2857142857142857,0.7857142857142857,0.32,0.6065573770491803,0.3018867924528302,0.3,0.3,0.4,0.2,0.4,0.4166666666666667,0.6666666666666666,0.7916666666666666,0.75,0.06521739130434782,100.0,0.16666666666666666,14.258,14.542,13.747,13.702,0.25274725274725274,0.5652173913043478,0.5909090909090909,0.5384615384615384,0.21978021978021978,0.5,0.5555555555555556,0.3,0.10989010989010989,0.2,0.25,1.0,0.17582417582417584,0.24175824175824176,0.3181818181818182,0.35,0.8571428571428571,0.38461538461538464,0.8,,,,0.4375,0.7142857142857143,0.0625,0.1875,0.3333333333333333,0.6703296703296703,0.3181818181818182,0.5487983516483517,0.5189055555555555,0.575440625,0.1,0.16129032258064516,0.12844036697247707,0.23853211009174313,7.379245283018868,24.686842105263157,0.2,2025-11-07,0022500030,ATL,5.0,,5.0,,1.0,,,0.3125,0.3125,1.0,,2.0,2.0,,0.05263157894736842,,0.09090909090909091,0.25,0.15384615384615385,,2.0,,,,,,,,,,,2025-26,2026,Regular Season,1610612761
48:00,100,102,23,39,10,202,16,29,3.0,4,4.0,7,4,11,5.0,12,3,1.0,14,36,1.0,5.0,5.0,9,25,52,16,39,22,120,4.0,6,2.0,6,15,5,10,6.0,10,7.0,35,28,22,45,3.0,4.0,36,14,9.0,14,15,29,13,9,1,4.0,73,5,8,19,10,1.0,30,13,43,2.0,7,2,5,4,3.0,3,7,1.0,,,11,1.0,4,15,25,,2.0,22,,3.0,1.0,28,4.0,13,3.0,5,,,5.0,,5,2.0,,105,35,23,2.0,3.0,0.56,0.6086956521739131,0.9375,0.41025641025641024,0.3333333333333333,0.6,0.41025641025641024,0.4807692307692308,0.6666666666666666,0.5,0.5384615384615384,0.5833333333333334,0.7,0.5825242718446602,0.625,0.7,0.42857142857142855,0.17307692307692307,0.20689655172413793,0.18181818181818182,0.08333333333333333,0.36363636363636365,0.3333333333333333,0.45454545454545453,0.2962962962962963,0.7916666666666666,0.22727272727272727,0.6304347826086957,0.2653061224489796,0.23076923076923078,0.42857142857142855,0.19047619047619047,1.0,0.45454545454545453,0.375,0.6666666666666666,0.7368421052631579,1.0,0.05,101.0,0.4,12.513,15.96764705882353,11.992,15.156862745098039,0.31868131868131866,0.5517241379310345,0.6956521739130435,0.5625,0.12087912087912088,0.36363636363636365,0.4444444444444444,0.25,0.13186813186813187,0.4166666666666667,0.45454545454545453,0.8,0.03296703296703297,0.3956043956043956,0.3888888888888889,0.3888888888888889,0.9285714285714286,0.3333333333333333,0.75,,0.4166666666666667,0.2,0.35,0.5714285714285714,0.05,0.45,0.5555555555555556,0.7472527472527473,0.3888888888888889,0.5456555555555556,0.5738944444444445,0.5585052631578947,0.13,0.21311475409836064,0.125,0.2916666666666667,7.2153846153846155,26.17105263157895,0.23,2025-11-08,0022500184,PHI,2.0,1.0,2.0,,,,,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,,,,0.2857142857142857,0.08333333333333333,1.0,1.0,1.0,,1.0,,,,1.0,1.0,,,2025-26,2026,Regular Season,1610612761
