EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,SecondChanceAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,SecondChanceAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,AtRimAssists,DefTwoPtRebounds,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyFg2Pct,PenaltyEfgPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGA,SecondChanceFG2M,SecondChancePoints,PtsUnassisted2s,Steals,LostBallSteals,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,ShootingFouls,Fouls,Offensive Fouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,SecondChancePointsPct,ShortMidRangeFGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,FG3M,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,BlockedAtRim,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,Fg2aBlocked,Corner3Assists,BadPassSteals,BadPassOutOfBoundsTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG2APctBlocked,AtRimPctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,BadPassTurnovers,SecondChanceCorner3FGM,PtsUnassisted3s,ShortMidRangeAssists,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceCorner3Accuracy,SecondChanceAtRimFGM,Travels,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,HeaveAttempts,PtsPutbacks,PenaltyTurnovers,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,BlockedLongMidRange,Defensive 3 Seconds Violations,DefCorner3ReboundPct,Loose Ball Fouls,Offensive Fouls Drawn,NonShootingPenaltyNonTakeFouls,3SecondViolations,Technical Free Throw Trips,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,DefensiveGoaltends,LongMidRangePctBlocked,Blocked3s,BlockedCorner3,StepOutOfBoundsTurnovers,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101109-1507-1737-1863-201162,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Earl Boykins, Jared Dudley","Felton, Anderson, Mohammed, Boykins, Dudley",101109-1507-1737-1863-201162,CHA,118.0,1,2.0,-3.0,3.0,4.0,1.0,4.0,1.0,7,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.25,0.3,0.25,0.25,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,85.42372881355932,26.333333333333332,9.75,25.333333333333332,9.75,0.25,0.5,0.5,0.5,1.0,0.25,1.0,1.0,0.5,0.4644,0.5641,0.4995,0.2,0.25,0.3333333333333333,13.4,26.2,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-200797-976,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Ryan Hollins, Jeff McInnis","Felton, Anderson, Mohammed, Hollins, McInnis",101109-1507-1737-200797-976,CHA,74.0,1,1.0,,2.0,2.0,2.0,2.0,,4,1.0,,,1.0,,,1.0,2.0,,,2.0,2.0,,,,2.0,2.0,,1.0,1.0,,2.0,,,1.0,,1.0,,,,,,,,,2.0,2.0,2.0,1.0,1.0,0.5,0.5,0.5,0.5,,,,,,,,,77.83783783783784,20.0,17.0,20.0,17.0,0.5,0.5,,,,,,,0.5,0.4146,,0.4146,,,1.0,9.3,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-201162-2202,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Jason Richardson","Felton, Anderson, Mohammed, Dudley, Richardson",101109-1507-1737-201162-2202,CHA,221.0,2,4.0,3.0,7.0,6.0,,,1.0,13,,,4.0,4.0,,,4.0,5.0,,2.0,10.0,7.0,1.0,,,,4.0,,2.0,2.0,2.0,4.0,1.0,,2.0,1.0,3.0,,,,2.0,,1.0,2.0,1.0,8.0,,,0.5,0.5,0.8,0.8,0.8333333333333334,,,,,1.0,1.0,,,,84.70588235294119,14.714285714285714,19.666666666666668,14.285714285714286,19.166666666666668,,0.8,1.0,1.0,0.5,,,,,0.41974,0.431,,0.16666666666666666,0.16666666666666666,,15.62,,,,,,,,,2.0,,,,,,,0.5,0.5,,,,,,,,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-201162-2222,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Gerald Wallace","Felton, Anderson, Mohammed, Dudley, Wallace",101109-1507-1737-201162-2222,CHA,230.0,1,4.0,2.0,5.0,5.0,4.0,3.0,1.0,10,3.0,1.0,,,2.0,1.0,3.0,6.0,3.0,1.0,10.0,8.0,1.0,2.0,,7.0,,2.0,,1.0,,3.0,2.0,,2.0,4.0,6.0,1.0,,,,,1.0,2.0,1.0,6.0,7.0,4.0,,,0.5,0.5,0.5,0.5,0.3333333333333333,,,0.6666666666666666,0.8,1.0,,0.2,62.608695652173914,21.2,24.8,14.8,24.8,0.3333333333333333,,,,,0.2222222222222222,0.3333333333333333,0.14285714285714285,0.6666666666666666,0.5471388888888888,0.6509,0.5197714285714286,0.1,0.14285714285714285,0.7,6.5,24.133333333333336,0.8,1.0,,2.0,2.0,5.0,,2.0,1.0,,1.0,1.0,0.4,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,,0.2857142857142857,,3.0,,4.0,6.0,,,,,1.0,1.0,,,0.5,0.5,,1.0,,0.3333333333333333,0.4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.1111111111111111,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.14285714285714285,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-201162-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Matt Carroll","Felton, Anderson, Mohammed, Dudley, Carroll",101109-1507-1737-201162-2679,CHA,549.0,3,9.0,-1.0,20.0,19.0,8.0,8.0,2.0,39,7.0,1.0,3.0,5.0,,,5.0,14.0,2.0,6.0,19.0,20.0,1.0,1.0,3.0,8.0,8.0,,4.0,5.0,3.0,11.0,2.0,3.0,9.0,2.0,11.0,,1.0,1.0,2.0,,4.0,8.0,3.0,17.0,8.0,8.0,0.8,0.8,0.35714285714285715,0.40625,0.475,0.4444444444444444,0.125,0.5,0.75,0.2222222222222222,0.2,0.16666666666666666,0.5,,102.29508196721311,15.85,12.210526315789474,15.65,12.157894736842104,0.4375,0.3125,0.6,0.6,1.0,,1.0,,0.5625,0.47988125,0.3309,0.47405714285714284,0.15789473684210525,0.17647058823529413,0.42105263157894735,7.257142857142857,23.15,0.4,1.0,,4.0,1.0,6.0,1.0,6.0,,,,,0.16666666666666666,0.35714285714285715,0.8571428571428571,0.8571428571428571,1.0,,0.14285714285714285,0.2,1.0,0.5714285714285714,,2.0,,2.0,2.0,1.0,,1.0,,5.0,5.0,,,,0.5,,,1.0,0.125,0.10526315789473684,1.0,2.0,,1.0,,,,,1.0,,,2.0,1.0,3.0,,1.0,,,,1.0,0.5,,1.0,0.5,,,,0.5,0.5,0.125,,,,,,,,0.14285714285714285,,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.2857142857142857,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-2202-2222,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Gerald Wallace","Felton, Anderson, Mohammed, Richardson, Wallace",101109-1507-1737-2202-2222,CHA,229.0,3,4.0,-4.0,9.0,9.0,1.0,,,18,1.0,,1.0,2.0,,,1.0,3.0,1.0,2.0,4.0,8.0,,,1.0,1.0,,,,,,,,1.0,3.0,,3.0,,3.0,2.0,3.0,,3.0,4.0,2.0,4.0,1.0,1.0,,,0.3333333333333333,0.25,0.3333333333333333,0.5,0.25,1.0,1.0,,,,,,113.18777292576418,14.444444444444445,11.0,14.444444444444445,10.333333333333334,0.25,0.5,0.5,0.5,,,,,0.5,0.479,,,0.3333333333333333,0.4,0.25,11.733333333333334,23.3,0.1111111111111111,,,,,,,2.0,1.0,,1.0,,,,0.4,0.4,,,,,,,,,,,2.0,2.0,2.0,,,3.0,3.0,,,,,,0.3333333333333333,0.5,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.25,,,,,,,,,,,,,1.0,,,,,,0.3333333333333333,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-2202-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Matt Carroll","Felton, Anderson, Mohammed, Richardson, Carroll",101109-1507-1737-2202-2679,CHA,286.0,3,5.0,1.0,9.0,8.0,5.0,1.0,3.0,17,2.0,,1.0,3.0,1.0,1.0,2.0,6.0,2.0,4.0,11.0,10.0,1.0,2.0,2.0,7.0,4.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,2.0,5.0,,,,1.0,,3.0,4.0,1.0,6.0,7.0,5.0,1.0,1.0,0.3333333333333333,0.4375,0.55,0.5833333333333334,0.25,,1.0,0.5,0.4,0.5,0.5,,85.5944055944056,15.555555555555555,18.25,14.444444444444445,18.125,0.25,0.375,0.3333333333333333,0.3333333333333333,1.0,0.125,,0.2,0.5,0.480775,0.4808,0.52842,0.1111111111111111,0.14285714285714285,0.6363636363636364,10.799999999999999,24.55,0.5555555555555556,,,2.0,1.0,3.0,,1.0,,,,,0.3333333333333333,0.5,1.0,0.6666666666666666,,,,,,0.4,,1.0,,5.0,,1.0,1.0,1.0,,2.0,4.0,,,0.75,0.8333333333333334,,,1.0,0.125,0.45454545454545453,1.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,0.5,1.0,0.5,0.5,,,,1.0,1.0,0.125,,,,0.5,,,,0.2,,,1.0,1.0,1.0,,,,1.0,1.0,0.16666666666666666,0.5,1.0,1.0,,1.0,,1.0,3.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-2202-2731,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Emeka Okafor","Felton, Anderson, Mohammed, Richardson, Okafor",101109-1507-1737-2202-2731,CHA,362.0,2,6.0,-10.0,10.0,11.0,3.0,5.0,2.0,21,4.0,1.0,,1.0,1.0,,2.0,5.0,2.0,3.0,10.0,20.0,1.0,1.0,,,4.0,1.0,2.0,3.0,,7.0,1.0,,,1.0,1.0,,,,1.0,,4.0,6.0,3.0,6.0,,3.0,1.0,1.0,0.4,0.5,0.5,,0.2857142857142857,,,0.3333333333333333,0.25,0.5,,,83.53591160220995,20.9,13.909090909090908,19.7,12.272727272727273,0.5714285714285714,0.14285714285714285,,,,0.14285714285714285,1.0,,0.8571428571428571,0.5085357142857143,0.5793,0.4655666666666667,0.3,0.375,,4.14,23.5,0.3,2.0,,1.0,,2.0,2.0,,,,,,,,,,,,0.5,0.5,1.0,0.3333333333333333,,,1.0,4.0,,2.0,1.0,1.0,,2.0,2.0,,1.0,1.0,1.0,,,,,0.4,,1.0,,1.0,1.0,,,,1.0,,,2.0,,3.0,1.0,1.0,1.0,,,1.0,0.5,,,0.5,,,,,,0.14285714285714285,1.0,1.0,1.0,,,,,0.3333333333333333,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-2202-976,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Jeff McInnis","Felton, Anderson, Mohammed, Richardson, McInnis",101109-1507-1737-2202-976,CHA,295.0,2,5.0,-5.0,10.0,10.0,,3.0,1.0,20,4.0,,1.0,3.0,2.0,,4.0,8.0,2.0,2.0,10.0,15.0,,,,,4.0,1.0,2.0,2.0,,4.0,1.0,3.0,3.0,1.0,4.0,,1.0,,1.0,,1.0,2.0,1.0,8.0,,,0.5,0.5,0.5,0.4,0.45454545454545453,,0.2,1.0,1.0,0.25,0.2,,0.5,,97.62711864406779,18.9,10.6,18.9,10.5,0.4,0.3,0.3333333333333333,0.3333333333333333,,0.2,,,0.6,0.4649666666666667,,,0.09090909090909091,0.1111111111111111,,8.5875,45.2,,3.0,,,,,2.0,,,,,,,,,,,,0.75,0.75,0.6666666666666666,,,1.0,,2.0,4.0,,,,,3.0,3.0,,,,1.0,,,,0.1,0.2,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
101109-1507-1737-2222-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Gerald Wallace, Matt Carroll","Felton, Anderson, Mohammed, Wallace, Carroll",101109-1507-1737-2222-2679,CHA,1043.0,6,17.0,1.0,32.0,33.0,12.0,11.0,4.0,65,8.0,1.0,3.0,8.0,5.0,2.0,8.0,19.0,6.0,12.0,31.0,30.0,1.0,3.0,2.0,9.0,10.0,5.0,5.0,6.0,1.0,13.0,3.0,,16.0,4.0,20.0,1.0,,,6.0,2.0,9.0,13.0,7.0,27.0,9.0,12.0,0.625,0.7142857142857143,0.42105263157894735,0.38,0.5,0.375,0.24,,,0.2727272727272727,0.25,0.6666666666666666,,0.0625,89.74113135186961,16.21875,15.878787878787879,16.1875,15.606060606060606,0.32,0.32,0.375,0.375,0.3333333333333333,0.2,1.0,0.18181818181818182,0.56,0.485004,,0.4917363636363636,0.22580645161290322,0.28,0.2903225806451613,9.873684210526315,24.71666666666667,0.375,5.0,2.0,3.0,2.0,8.0,4.0,11.0,1.0,,1.0,1.0,0.25,0.3181818181818182,0.8461538461538461,0.8888888888888888,0.5,1.0,0.625,0.625,0.8,0.2727272727272727,0.6666666666666666,3.0,1.0,4.0,6.0,,,6.0,,7.0,14.0,5.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.9,0.12,0.12903225806451613,,1.0,,1.0,1.0,,,1.0,1.0,,,2.0,1.0,3.0,1.0,1.0,1.0,1.0,,1.0,0.16666666666666666,,0.3333333333333333,0.16666666666666666,0.2,,1.0,,,0.04,0.2,0.2,1.0,,,,,0.09090909090909091,0.5,0.2,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,,,1.0,1.0,1.0,,,2.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,False
