EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,AtRimFGM,AtRimFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,FoulsDrawn,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceOffPoss,LongMidRangeFGA,Arc3FGM,FG3M,FtPoints,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefTwoPtRebounds,DefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPossPct,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsUnassisted3s,Fg2aBlocked,LongMidRangeAssists,DefThreePtRebounds,ShootingFouls,Fouls,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,DefThreePtReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsPutbacks,OffTwoPtRebounds,FTDefRebounds,SelfOReb,LostBallTurnovers,Offensive Fouls Drawn,BlockedAtRim,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyTurnovers,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,PenaltyAtRimAccuracy,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3A,SecondChanceFtPoints,PenaltyFtPoints,DeadBallTurnovers,SecondChanceTurnovers,Loose Ball Fouls,Offensive Fouls,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,Corner3Frequency,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,Loose Ball Fouls Drawn,Corner3FGM,SecondChanceArc3FGA,Corner3Assists,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,3SecondViolations,OffShortMidRangeReboundPct,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,ShortMidRangePctAssisted,DefensiveGoaltends,PenaltyCorner3FGM,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,OffFTReboundPct,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Technical Free Throw Trips,StepOutOfBoundsTurnovers,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,BlockedLongMidRange,LongMidRangePctBlocked,Clear Path Fouls,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Defensive 3 Seconds Violations,OffensiveGoaltends,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Blocked3s,BlockedArc3,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101130-101153-1559-201145-2404,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Jeff Green, Chris Wilcox","Petro, Gelabale, Griffin, Green, Wilcox",101130-101153-1559-201145-2404,SEA,69.0,1,1.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,0.5,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,104.34782608695653,13.5,14.0,13.5,14.0,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,0.6843833333333333,0.65,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1559-201145-2557,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Jeff Green, Luke Ridnour","Petro, Gelabale, Griffin, Green, Ridnour",101130-101153-1559-201145-2557,SEA,209.0,1,3.0,-2.0,7.0,6.0,13.0,,1.0,3.0,,2.0,3.0,4.0,6.0,,,3.0,,1.0,,3.0,1.0,1.0,3.0,1.0,,2.0,4.0,,,,0.3,0.3333333333333333,0.6,0.5,0.25,0.5,89.56937799043062,17.285714285714285,14.666666666666666,15.0,14.666666666666666,0.2,,,,0.6,0.8,0.45874,9.5,26.96666666666667,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,0.2,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1559-2366-923,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Mike Wilks, Donyell Marshall","Petro, Gelabale, Griffin, Wilks, Marshall",101130-101153-1559-2366-923,SEA,357.0,1,6.0,-3.0,11.0,11.0,22.0,,2.0,2.0,1.0,6.0,2.0,10.0,13.0,2.0,,2.0,1.0,2.0,,5.0,,,4.0,,,2.0,10.0,1.0,1.0,0.16666666666666666,0.5,0.5,0.25,,,,88.73949579831933,17.09090909090909,15.363636363636363,17.09090909090909,13.636363636363637,0.25,,,,0.25,0.5,0.4700125,11.75,26.25,6.0,,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,4.0,,,,,4.0,2.0,6.0,0.5,1.0,1.0,,1.0,0.6666666666666666,1.0,1.0,0.375,1.0,1.0,0.5,1.0,0.2,0.25,0.5454545454545454,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,8.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,0.3333333333333333,0.8,0.8,0.16666666666666666,0.5,0.3333333333333333,0.5,1.0,0.125,0.3333333333333333,0.3333333333333333,1.0,0.2,0.4,1.0,0.44530000000000003,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-200754-201145,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Jeff Green","Petro, Gelabale, Szczerbiak, Sene, Green",101130-101153-1887-200754-201145,SEA,517.0,1,9.0,,18.0,18.0,36.0,5.0,9.0,3.0,6.0,13.0,3.0,19.0,19.0,8.0,4.0,3.0,4.0,6.0,4.0,14.0,,2.0,7.0,3.0,1.0,2.0,17.0,0.6666666666666666,0.8,0.46153846153846156,0.5625,0.5588235294117647,0.1875,,0.25,,100.27079303675048,13.11111111111111,15.61111111111111,12.88888888888889,15.555555555555555,0.5625,0.5555555555555556,0.5555555555555556,0.8,0.1875,0.75,0.559771875,3.9076923076923076,25.666666666666668,,2.0,2.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,3.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.75,0.6,1.0,0.5,0.125,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.058823529411764705,0.07142857142857142,,,2.0,,,,,,,,,,,,,3.0,4.0,1.0,,1.0,1.0,,,,,,,,,,1.0,0.125,,,,,,,,,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.2857142857142857,0.25,0.5,1.0,0.25,0.5,0.5,1.0,0.5,0.56435,0.10526315789473684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-200754-2557,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Luke Ridnour","Petro, Gelabale, Szczerbiak, Sene, Ridnour",101130-101153-1887-200754-2557,SEA,129.0,1,2.0,3.0,4.0,5.0,9.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,,,3.0,,,,5.0,1.0,1.0,0.5,0.8333333333333334,0.8333333333333334,0.3333333333333333,,,,100.46511627906978,17.25,12.0,17.25,12.0,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4544333333333333,9.05,24.0,4.0,,1.0,1.0,1.0,,,1.0,,,1.0,3.0,,1.0,,1.0,,,4.0,,1.0,1.0,1.0,1.0,1.0,,1.0,0.3333333333333333,1.0,1.0,,1.0,,,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,5.0,3.0,,,2.0,,1.0,,,,,5.0,1.0,0.5,0.8333333333333334,0.8333333333333334,,,1.0,,,,,,,0.3333333333333333,0.3333333333333333,1.0,0.4544333333333333,1.0,5.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-200754-2753,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Delonte West","Petro, Gelabale, Szczerbiak, Sene, West",101130-101153-1887-200754-2753,SEA,589.0,3,10.0,-8.0,21.0,22.0,43.0,3.0,8.0,5.0,4.0,13.0,7.0,12.0,20.0,,8.0,5.0,,,,,,6.0,15.0,3.0,2.0,4.0,11.0,,,0.3076923076923077,0.2,0.2608695652173913,0.35,,0.375,,105.12733446519525,16.904761904761905,10.636363636363637,14.142857142857142,10.045454545454545,0.4,0.375,0.6,,0.25,0.75,0.5115075,4.869230769230769,25.428571428571427,21.0,4.0,2.0,,,4.0,,,,,5.0,9.0,1.0,1.0,,3.0,7.0,4.0,21.0,,,,0.3333333333333333,0.7142857142857143,0.7,,1.0,0.1,,,,,0.17391304347826086,0.25,1.0,8.0,3.0,,,5.0,4.0,13.0,,7.0,12.0,,4.0,,2.0,1.0,4.0,1.0,,1.0,1.0,12.0,,0.3076923076923077,0.2,0.2608695652173913,0.3076923076923077,0.375,0.6666666666666666,0.5,1.0,0.15,,,,0.4,0.25,,0.5115075,1.0,17.0,,2.0,1.0,,3.0,1.0,,6.0,2.0,,1.0,,1.0,,,0.1,1.0,0.6666666666666666,0.8,1.0,0.5,,0.3333333333333333,0.5,0.5,,0.441775,0.08333333333333333,3.0,3.0,2.0,1.0,0.375,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.1,0.25,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-201142-2555,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Kevin Durant, Nick Collison","Petro, Gelabale, Szczerbiak, Durant, Collison",101130-101153-1887-201142-2555,SEA,31.0,1,1.0,2.0,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,1.0,,,1.0,2.0,,,,,1.0,,,,,92.9032258064516,18.0,13.0,18.0,13.0,,,,,,,,,,1.0,,,,,2.0,,,,,1.0,1.0,,,,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-201145-2248,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Earl Watson","Petro, Gelabale, Szczerbiak, Green, Watson",101130-101153-1887-201145-2248,SEA,448.0,1,7.0,-1.0,18.0,18.0,36.0,3.0,5.0,3.0,6.0,11.0,5.0,16.0,17.0,6.0,6.0,2.0,3.0,4.0,2.0,9.0,,1.0,8.0,1.0,,3.0,14.0,0.5,0.5,0.5454545454545454,0.46875,0.47058823529411764,0.3125,,0.125,,115.71428571428571,13.61111111111111,11.277777777777779,12.722222222222221,10.61111111111111,0.3125,0.6,0.6,0.6666666666666666,0.1875,0.625,0.52096,7.863636363636363,28.339999999999996,,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,7.0,1.0,,,2.0,2.0,1.0,,1.0,0.2,0.25,,1.0,1.0,1.0,1.0,0.1875,0.3333333333333333,0.3333333333333333,1.0,0.5,0.058823529411764705,0.08333333333333333,,,3.0,2.0,,,,,,,,,1.0,1.0,,4.0,7.0,1.0,,1.0,1.0,,,,,,0.09090909090909091,,,,1.0,0.1875,0.6666666666666666,0.6666666666666666,0.5,,,,,,11.0,,,1.0,1.0,1.0,2.0,,1.0,3.0,,,1.0,1.0,1.0,1.0,1.0,0.75,0.2,0.5,,1.0,,0.3333333333333333,0.5,,,0.3905,0.125,,,2.0,,,2.0,,,,,,2.0,,,1.0,,0.3333333333333333,0.125,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-201145-2555,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Nick Collison","Petro, Gelabale, Szczerbiak, Green, Collison",101130-101153-1887-201145-2555,SEA,165.0,1,3.0,-1.0,5.0,6.0,11.0,,2.0,,1.0,5.0,,4.0,5.0,2.0,,,1.0,1.0,,2.0,,1.0,4.0,,,1.0,4.0,1.0,1.0,0.2,0.2,0.3333333333333333,,,0.25,,96.0,15.6,14.5,15.0,14.5,0.4,,,,,0.4,0.46752000000000005,9.48,,,1.0,2.0,,,2.0,,,,,2.0,3.0,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,1.0,0.4,,,,,0.16666666666666666,0.16666666666666666,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,1.0,,0.2,0.5,0.5,1.0,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,0.25,0.5,,,0.25,,,1.0,,0.5571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
101130-101153-1887-201145-2753,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Delonte West","Petro, Gelabale, Szczerbiak, Green, West",101130-101153-1887-201145-2753,SEA,830.0,4,14.0,-3.0,28.0,31.0,59.0,6.0,11.0,8.0,7.0,19.0,10.0,23.0,26.0,6.0,8.0,8.0,3.0,6.0,3.0,15.0,,1.0,14.0,3.0,2.0,3.0,23.0,0.42857142857142855,0.42857142857142855,0.3684210526315789,0.39655172413793105,0.39655172413793105,0.3448275862068966,,0.05263157894736842,,102.36144578313252,16.964285714285715,11.451612903225806,16.785714285714285,11.258064516129032,0.3793103448275862,0.5454545454545454,0.6666666666666666,0.5,0.27586206896551724,0.7241379310344828,0.5164517241379311,5.589473684210526,25.07,2.0,1.0,2.0,2.0,3.0,,9.0,2.0,3.0,2.0,11.0,13.0,1.0,,,1.0,1.0,1.0,2.0,1.0,0.3,0.3,,0.9166666666666666,0.9166666666666666,1.0,0.8888888888888888,0.06896551724137931,0.25,0.25,1.0,0.25,0.034482758620689655,0.05263157894736842,0.07142857142857142,2.0,6.0,,,,1.0,2.0,,,2.0,,2.0,,,5.0,5.0,2.0,,2.0,2.0,2.0,,0.5,0.5,0.5,0.10526315789473684,0.18181818181818182,,,1.0,0.20689655172413793,,,,1.0,,,0.53025,0.08695652173913043,9.0,,,1.0,,,,,1.0,2.0,,,1.0,2.0,,,,1.0,0.08333333333333333,0.2,,1.0,,0.16666666666666666,0.16666666666666666,,,0.59325,,1.0,,,,0.5,2.0,,,1.0,,,1.0,,,,1.0,,0.06896551724137931,,,,,,,1.0,1.0,1.0,0.5,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,True
