EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,DefThreePtRebounds,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,DefThreePtReboundPct,DefArc3ReboundPct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,PenaltyOffPossPct,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Corner3Assists,OffTwoPtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallTurnovers,Offensive Fouls,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,SelfOReb,LostBallOutOfBoundsTurnovers,PenaltyTurnovers,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,OffAtRimReboundPct,SelfORebPct,PenaltyArc3Frequency,PenaltyArc3Accuracy,Fg2aBlocked,Travels,SecondChanceTurnovers,3SecondViolations,FG2APctBlocked,AtRimPctBlocked,OffShortMidRangeReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,HeaveAttempts,LostBallSteals,ShortMidRangeAssists,FTOffRebounds,OffFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,OffThreePtRebounds,Offensive Fouls Drawn,Blocked3s,BlockedArc3,RecoveredBlocks,SecondChanceFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Technical Free Throw Trips,Loose Ball Fouls,PenaltyCorner3FGA,PenaltyCorner3Frequency,PtsUnassisted3s,Defensive 3 Seconds Violations,SecondChanceCorner3FGA,BlockedCorner3,OffCorner3ReboundPct,SecondChanceCorner3Frequency,DefensiveGoaltends,StepOutOfBoundsTurnovers,PenaltyCorner3FGM,LongMidRangePctBlocked,PenaltyCorner3Accuracy,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Clear Path Fouls,Arc3PctBlocked,OffensiveGoaltends,team_id,year,season,team_vs
101162-1727-1740-200755-2039,1610612753,"Marcin Gortat, Pat Garrity, Rashard Lewis, JJ Redick, Keyon Dooling","Gortat, Garrity, Lewis, Redick, Dooling",101162-1727-1740-200755-2039,ORL,231.0,1,4.0,3.0,7.0,7.0,3.0,14.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,6.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,0.6666666666666666,0.6666666666666666,0.6,0.5,0.5,0.16666666666666666,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,87.27272727272727,11.142857142857142,21.857142857142858,11.142857142857142,20.285714285714285,0.16666666666666666,1.0,1.0,1.0,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,0.3333333333333333,0.4660583333333333,11.36,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1727-200755-200788-2045,1610612753,"Marcin Gortat, Pat Garrity, JJ Redick, James Augustine, Hedo Turkoglu","Gortat, Garrity, Redick, Augustine, Turkoglu",101162-1727-200755-200788-2045,ORL,141.0,1,2.0,,5.0,6.0,6.0,11.0,2.0,3.0,,,1.0,2.0,,3.0,5.0,,6.0,6.0,2.0,4.0,,1.0,1.0,1.0,,2.0,,1.0,1.0,,,,,,6.0,0.3333333333333333,0.3333333333333333,0.6,0.6,0.6,,,,1.0,,,,112.34042553191489,12.4,13.166666666666666,12.4,13.166666666666666,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,0.4,0.5,0.5,,,0.6,0.52518,6.92,,5.0,2.0,3.0,3.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,0.6,0.6,0.6,1.0,1.0,0.6,0.6666666666666666,0.52518,0.2,0.2,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1727-200755-2230-2306,1610612753,"Marcin Gortat, Pat Garrity, JJ Redick, Maurice Evans, Carlos Arroyo","Gortat, Garrity, Redick, Evans, Arroyo",101162-1727-200755-2230-2306,ORL,847.0,3,14.0,5.0,27.0,26.0,15.0,53.0,7.0,7.0,2.0,5.0,2.0,6.0,5.0,11.0,18.0,6.0,32.0,27.0,10.0,12.0,5.0,5.0,8.0,4.0,1.0,19.0,4.0,9.0,11.0,2.0,1.0,5.0,2.0,4.0,28.0,0.45454545454545453,0.5555555555555556,0.6111111111111112,0.6458333333333334,0.6666666666666666,0.25,0.4,0.5714285714285714,0.5333333333333333,,0.6666666666666666,1.0,90.10625737898465,14.666666666666666,17.346153846153847,14.666666666666666,16.0,0.2916666666666667,1.0,1.0,0.5714285714285714,0.20833333333333334,0.4,0.4,0.25,0.3333333333333333,0.3333333333333333,0.5,0.20833333333333334,0.5416666666666666,0.52000625,9.166666666666666,25.349999999999998,4.0,3.0,3.0,3.0,5.0,6.0,4.0,4.0,1.0,1.0,1.0,6.0,4.0,0.6,0.6,0.6,0.5,0.8,0.6,1.0,0.52428,0.041666666666666664,0.05555555555555555,0.1875,0.14814814814814814,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,4.0,9.0,4.0,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.2857142857142857,0.2,0.5,0.041666666666666664,1.0,1.0,1.0,0.4,0.4,1.0,1.0,1.0,0.4,0.76875,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-200755-200788-2039-2586,1610612753,"Marcin Gortat, JJ Redick, James Augustine, Keyon Dooling, Keith Bogans","Gortat, Redick, Augustine, Dooling, Bogans",101162-200755-200788-2039-2586,ORL,205.0,1,3.0,-4.0,5.0,6.0,,11.0,1.0,2.0,,1.0,1.0,1.0,1.0,2.0,4.0,1.0,7.0,11.0,2.0,2.0,1.0,1.0,2.0,1.0,,5.0,1.0,1.0,1.0,,,,1.0,2.0,7.0,0.5,0.5,0.5,0.7,0.5833333333333334,0.2,,0.5,0.5,1.0,,,77.26829268292683,21.2,16.5,21.2,16.5,0.4,0.5,0.5,1.0,0.2,,,0.2,1.0,1.0,,0.2,0.6,0.4965,8.0,24.4,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,0.16666666666666666,0.2,,,,,,,,1.0,1.0,,,,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-200755-200788-2306-2586,1610612753,"Marcin Gortat, JJ Redick, James Augustine, Carlos Arroyo, Keith Bogans","Gortat, Redick, Augustine, Arroyo, Bogans",101162-200755-200788-2306-2586,ORL,570.0,1,10.0,-2.0,19.0,19.0,,38.0,3.0,6.0,1.0,2.0,3.0,4.0,3.0,7.0,12.0,3.0,22.0,24.0,4.0,10.0,3.0,2.0,3.0,2.0,,7.0,4.0,7.0,11.0,1.0,1.0,3.0,2.0,3.0,18.0,0.2857142857142857,0.3333333333333333,0.5833333333333334,0.5666666666666667,0.5789473684210527,0.2,0.3333333333333333,0.5,0.4166666666666667,0.25,1.0,0.5,96.0,14.473684210526315,15.526315789473685,14.157894736842104,14.473684210526315,0.4,0.5,0.5,0.6666666666666666,0.13333333333333333,0.5,0.5,0.26666666666666666,0.75,0.75,,0.2,0.6,0.49651666666666666,7.983333333333333,25.400000000000002,4.0,,,,,6.0,1.0,5.0,8.0,,3.0,6.0,4.0,,1.5,1.0,0.25,0.3333333333333333,,,0.5772,0.16666666666666666,0.2,0.2727272727272727,0.21052631578947367,3.0,1.0,2.0,,,1.0,1.0,5.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,,4.0,2.0,4.0,,,,2.0,,1.0,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,0.5,0.5,1.0,0.8,0.5714285714285714,1.0,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.5,0.3333333333333333,0.60765,0.18181818181818182,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-200788-2039-2306-2586,1610612753,"Marcin Gortat, James Augustine, Keyon Dooling, Carlos Arroyo, Keith Bogans","Gortat, Augustine, Dooling, Arroyo, Bogans",101162-200788-2039-2306-2586,ORL,281.0,1,5.0,-10.0,7.0,8.0,1.0,15.0,,1.0,,2.0,,,1.0,,3.0,1.0,,10.0,,,1.0,,,,,,,1.0,2.0,1.0,,4.0,1.0,2.0,,,,,,,0.25,0.25,,0.5,,,,76.86832740213522,20.142857142857142,17.5,20.142857142857142,17.5,0.25,,,,0.5,,,,,,,0.25,0.5,0.502175,6.3,25.0,3.0,,,,1.0,,1.0,,,,,,3.0,,,,0.5,1.0,,,0.4232,,,,0.42857142857142855,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,0.3333333333333333,0.25,,,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,,,0.5,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-2045-2230-2306-2567,1610612753,"Marcin Gortat, Hedo Turkoglu, Maurice Evans, Carlos Arroyo, Brian Cook","Gortat, Turkoglu, Evans, Arroyo, Cook",101162-2045-2230-2306-2567,ORL,37.0,1,1.0,,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.75675675675676,11.0,15.0,11.0,15.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-2230-2306-2567-2586,1610612753,"Marcin Gortat, Maurice Evans, Carlos Arroyo, Brian Cook, Keith Bogans","Gortat, Evans, Arroyo, Cook, Bogans",101162-2230-2306-2567-2586,ORL,128.0,1,2.0,8.0,4.0,4.0,4.0,8.0,2.0,2.0,,1.0,1.0,1.0,,3.0,4.0,,8.0,,,6.0,,,,,,,2.0,2.0,3.0,,,,,,6.0,,,0.75,0.75,0.8,,,1.0,1.0,,1.0,1.0,90.0,13.0,19.0,13.0,19.0,0.5,1.0,1.0,,0.25,,,0.25,1.0,1.0,,,0.5,0.491825,7.925,,2.0,1.0,1.0,1.0,2.0,4.0,,2.0,4.0,1.0,1.0,4.0,2.0,0.5,0.5,0.6666666666666666,,,0.5,1.0,0.5327,0.4,0.25,0.5,0.5,1.0,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,0.6789,0.25,,,,,,2.0,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
1502-1727-1740-200755-2039,1610612753,"Adonal Foyle, Pat Garrity, Rashard Lewis, JJ Redick, Keyon Dooling","Foyle, Garrity, Lewis, Redick, Dooling",1502-1727-1740-200755-2039,ORL,78.0,1,1.0,,1.0,2.0,,3.0,,,,,1.0,1.0,,1.0,1.0,,2.0,2.0,,2.0,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,,0.5,0.5,1.0,,,55.38461538461538,22.0,28.0,22.0,22.0,,,,,,,,1.0,1.0,1.0,,,,0.3644,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
1502-1727-1740-2039-2306,1610612753,"Adonal Foyle, Pat Garrity, Rashard Lewis, Keyon Dooling, Carlos Arroyo","Foyle, Garrity, Lewis, Dooling, Arroyo",1502-1727-1740-2039-2306,ORL,175.0,3,3.0,2.0,7.0,8.0,2.0,15.0,1.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,8.0,6.0,2.0,2.0,,1.0,1.0,1.0,,2.0,3.0,3.0,3.0,1.0,,3.0,2.0,3.0,8.0,0.5,0.5,1.0,0.6666666666666666,0.8,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,1.0,123.42857142857143,9.714285714285714,13.375,9.714285714285714,13.375,0.3333333333333333,1.0,1.0,1.0,,,,0.3333333333333333,1.0,1.0,,0.3333333333333333,0.6666666666666666,0.47185,8.65,68.4,4.0,,,1.0,1.0,3.0,,3.0,5.0,1.0,2.0,3.0,4.0,1.0,0.5,0.5,,,,,0.4099,0.5,0.6666666666666666,0.375,0.5714285714285714,,,,,,,,4.0,,,,,,,,,,,,,3.0,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,2.0,1.0,1.0,,,,0.5,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
