EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,ShootingFouls,Fouls,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,SecondChanceOffPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,FG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,Steals,BadPassSteals,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Fg2Pct,SecondChanceTsPct,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,SecondChanceAtRimFGA,SecondChanceFG2A,PtsAssisted2s,PtsUnassisted3s,TwoPtAssists,ShortMidRangeAssists,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Blocked2s,BlockedShortMidRange,Blocks,Defensive 3 Seconds Violations,Assisted2sPct,NonPutbacksAssisted2sPct,ShortMidRangePctBlocked,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,AtRimFGM,PenaltyAtRimFGM,PenaltyFG2M,AtRimAssists,OffThreePtRebounds,PenaltyFg2Pct,OffThreePtReboundPct,OffArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimAccuracy,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceFG2M,Corner3Assists,LongMidRangeAssists,LiveBallTurnovers,BadPassTurnovers,LostBallOutOfBoundsTurnovers,Travels,Loose Ball Fouls,2pt And 1 Free Throw Trips,BlockedAtRim,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,LiveBallTurnoverPct,BlocksRecoveredPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,HeaveAttempts,SecondChanceAtRimFGM,PtsPutbacks,SelfOReb,Offensive Fouls,SelfORebPct,SecondChanceAtRimAccuracy,LostBallSteals,LostBallTurnovers,DefCorner3ReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,SecondChanceArc3Frequency,SecondChanceTurnovers,PenaltyTurnovers,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,Offensive Fouls Drawn,Technical Free Throw Trips,SecondChanceAtRimPctAssisted,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangePctBlocked,SecondChanceArc3PctAssisted,StepOutOfBoundsTurnovers,PenaltyCorner3FGA,3SecondViolations,PenaltyCorner3Frequency,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,OffensiveGoaltends,OffCorner3ReboundPct,SecondChanceCorner3FGA,DefensiveGoaltends,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,BlockedLongMidRange,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,ThreePtShootingFoulsDrawn,FG3APctBlocked,Arc3PctBlocked,ThreePtShootingFoulsDrawnPct,BlockedCorner3,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101119-101123-101155-1720-2742,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Michael Doleac, Sebastian Telfair","McCants, Green, Gomes, Doleac, Telfair",101119-101123-101155-1720-2742,MIN,149.0,1,2.0,5.0,6.0,4.0,3.0,11.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,4.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.375,0.375,0.4,0.375,0.75,1.0,1.0,1.0,1.0,1.0,106.30872483221476,13.4,13.666666666666666,13.4,13.666666666666666,0.25,0.75,0.3333333333333333,0.3333333333333333,1.0,0.25,0.75,0.3333333333333333,1.0,0.3333333333333333,0.4906375,0.4906375,0.75,26.3,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-200751-200783,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Randy Foye, Craig Smith","McCants, Green, Gomes, Foye, Smith",101119-101123-101155-200751-200783,MIN,80.0,1,1.0,3.0,4.0,2.0,4.0,7.0,,,,,,,3.0,,,2.0,4.0,2.0,1.0,,,2.0,,,,,,,,,,2.0,3.0,,,2.0,2.0,,2.0,2.0,2.0,,,,,0.3333333333333333,,0.5,0.5,,,,,1.0,,126.0,16.0,8.0,13.0,8.0,,,,,,,,,,,0.4129333333333333,0.3965,0.5,,0.6666666666666666,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.25,0.25,0.5,11.700000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-200783-201147,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Craig Smith, Corey Brewer","McCants, Green, Gomes, Smith, Brewer",101119-101123-101155-200783-201147,MIN,243.0,1,4.0,8.0,9.0,,1.0,17.0,2.0,,1.0,1.0,,,7.0,1.0,1.0,2.0,9.0,5.0,,,,,,1.0,1.0,1.0,,1.0,,2.0,5.0,7.0,9.0,1.0,2.0,1.0,2.0,,7.0,,,,1.0,,1.0,0.4375,,0.5,,0.125,0.14285714285714285,,0.7142857142857143,0.7777777777777778,1.0,100.74074074074075,13.625,14.88888888888889,13.25,13.88888888888889,0.25,0.125,1.0,1.0,,,,,0.375,1.0,0.45829375,,,24.4,,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,,2.0,2.0,2.0,,2.0,,,,1.0,0.2857142857142857,0.5,,0.4,1.0,0.4,,1.0,0.5,0.5,0.6666666666666666,0.125,0.1111111111111111,0.125,0.2222222222222222,6.742857142857143,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.25,0.5,0.5,1.0,0.3333333333333333,0.5,1.0,0.4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-200783-2742,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Craig Smith, Sebastian Telfair","McCants, Green, Gomes, Smith, Telfair",101119-101123-101155-200783-2742,MIN,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-201147-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Corey Brewer, Al Jefferson","McCants, Green, Gomes, Brewer, Jefferson",101119-101123-101155-201147-2744,MIN,164.0,1,3.0,4.0,5.0,4.0,5.0,9.0,1.0,1.0,,1.0,,1.0,5.0,,1.0,,4.0,5.0,5.0,,1.0,4.0,,1.0,,,,2.0,,4.0,2.0,2.0,4.0,,,,,,4.0,4.0,4.0,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.16666666666666666,,,1.0,1.0,1.0,79.02439024390243,24.0,13.6,19.5,13.6,0.16666666666666666,0.16666666666666666,,,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,,0.45690000000000003,0.45690000000000003,1.0,25.2,1.0,-1.0,1.0,1.0,2.0,2.0,2.0,,,,,1.0,,,2.0,1.0,1.0,,,0.4,,,0.3333333333333333,,0.5,0.5,,0.3333333333333333,0.5,0.5,0.3333333333333333,,,,12.68,,1.0,4.0,,2.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,1.0,1.0,2.0,1.0,1.0,0.4,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-2060-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Marko Jaric, Al Jefferson","McCants, Green, Gomes, Jaric, Jefferson",101119-101123-101155-2060-2744,MIN,22.0,1,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,2.0,,1.0,,,1.0,,,,,,,,,1.0,,1.0,,,,,,2.0,,,,,,,,,0.3333333333333333,,,,,,196.36363636363637,10.0,2.0,9.0,2.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,,0.6666666666666666,,0.4348166666666667,0.4348166666666667,,25.5,1.0,-1.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,0.5,,,,,,0.3333333333333333,,,,7.35,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,0.5835,,,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-101155-2742-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Sebastian Telfair, Al Jefferson","McCants, Green, Gomes, Telfair, Jefferson",101119-101123-101155-2742-2744,MIN,1208.0,6,20.0,39.0,37.0,7.0,22.0,76.0,8.0,1.0,4.0,9.0,1.0,2.0,23.0,5.0,11.0,10.0,43.0,47.0,6.0,1.0,2.0,7.0,15.0,9.0,4.0,3.0,5.0,10.0,4.0,25.0,10.0,15.0,18.0,1.0,10.0,9.0,11.0,,41.0,7.0,7.0,1.0,0.45454545454545453,0.5,0.45454545454545453,0.4852941176470588,0.4375,0.5512820512820513,0.4375,0.3235294117647059,0.13043478260869565,0.25,0.7692307692307693,0.7368421052631579,1.0,90.59602649006622,14.615384615384615,17.243243243243242,14.384615384615385,16.43243243243243,0.23529411764705882,0.2647058823529412,0.4444444444444444,0.4444444444444444,1.0,0.125,0.25,0.5,0.5588235294117647,0.4444444444444444,0.46234117647058826,0.36381875,0.16279069767441862,25.527272727272727,0.1794871794871795,-4.0,3.0,3.0,9.0,6.0,9.0,,2.0,,8.0,1.0,4.0,1.0,3.0,1.0,1.0,,6.0,0.391304347826087,0.3333333333333333,1.0,0.07142857142857142,0.6666666666666666,0.15789473684210525,,0.6666666666666666,0.2647058823529412,0.3333333333333333,0.375,0.17647058823529413,0.15384615384615385,0.21428571428571427,0.046511627906976744,8.126086956521739,2.0,3.0,10.0,,5.0,3.0,,2.0,4.0,1.0,,1.0,1.0,0.5555555555555556,0.5555555555555556,0.1111111111111111,0.2,,0.8,0.6,1.0,0.6666666666666666,0.6199,3.0,,2.0,,2.0,0.3333333333333333,0.4,0.5,0.375,0.5,,,5.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,0.5,0.6666666666666666,0.058823529411764705,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-1761-2060-952,1610612750,"Rashad McCants, Gerald Green, Greg Buckner, Marko Jaric, Antoine Walker","McCants, Green, Buckner, Jaric, Walker",101119-101123-1761-2060-952,MIN,16.0,1,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,90.0,,15.0,,15.0,,1.0,,,,,1.0,,1.0,,,,,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-200751-200783-952,1610612750,"Rashad McCants, Gerald Green, Randy Foye, Craig Smith, Antoine Walker","McCants, Green, Foye, Smith, Walker",101119-101123-200751-200783-952,MIN,170.0,1,3.0,5.0,5.0,,,10.0,4.0,,,,,,5.0,,,,6.0,6.0,,,,,,,,,,,,,2.0,2.0,3.0,1.0,4.0,,,,4.0,,,,,,,0.6,,0.6,,,,,1.0,1.0,1.0,84.70588235294117,15.4,18.6,15.4,18.6,0.8,,,,,,,,0.8,,0.52642,,,,,,1.0,,,1.0,3.0,,2.0,,6.0,1.0,,,1.0,1.0,1.0,,,0.6,1.0,,0.5,,0.5,,,,,,0.2,,,0.3333333333333333,3.96,1.0,1.0,,,,,,1.0,1.0,,,,1.0,,,,0.5,,,1.0,,1.0,0.5442,2.0,,,,,,,,0.5,0.5,,,,1.0,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,1.0,2.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
101119-101123-200751-2744-952,1610612750,"Rashad McCants, Gerald Green, Randy Foye, Al Jefferson, Antoine Walker","McCants, Green, Foye, Jefferson, Walker",101119-101123-200751-2744-952,MIN,100.0,1,2.0,3.0,3.0,,1.0,6.0,1.0,,,,,,2.0,,,,2.0,4.0,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,,0.5,,0.5,,,,,0.25,0.25,0.3333333333333333,86.39999999999999,13.666666666666666,19.666666666666668,13.666666666666666,18.333333333333332,0.5,,,,,,,,0.5,,0.48475,,,,,-2.0,,,1.0,,1.0,,,,2.0,,,,,,,,,0.5,,,,,,,,0.5,,,,,,,6.9,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,False
