EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,ThreePtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,StepOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,Corner3Assists,DefThreePtRebounds,Offensive Fouls,SecondChanceFg2Pct,DefThreePtReboundPct,DefCorner3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceAtRimFGM,PtsPutbacks,AtRimAssists,Loose Ball Fouls Drawn,Offensive Fouls Drawn,AtRimPctAssisted,SecondChanceAtRimAccuracy,PtsUnassisted3s,HeaveAttempts,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,Defensive 3 Seconds Violations,OffShortMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,SecondChanceAtRimPctAssisted,BadPassOutOfBoundsTurnovers,BlockedLongMidRange,Loose Ball Fouls,FTOffRebounds,OffFTReboundPct,DefensiveGoaltends,Blocked3s,BlockedArc3,3SecondViolations,OffCorner3ReboundPct,Technical Free Throw Trips,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,Fg3aBlocked,FTDefRebounds,FG3APctBlocked,Arc3PctBlocked,DefFTReboundPct,Corner3PctBlocked,Clear Path Fouls,OffensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101131-101161-1497-1888-2419,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Richard Hamilton, Tayshaun Prince","Maxiell, Johnson, Billups, Hamilton, Prince",101131-101161-1497-1888-2419,DET,824.0,5,14.0,-18.0,29.0,29.0,13.0,15.0,5.0,58.0,2.0,6.0,1.0,1.0,3.0,5.0,3.0,7.0,2.0,7.0,1.0,2.0,2.0,5.0,5.0,18.0,2.0,7.0,10.0,26.0,44.0,3.0,1.0,2.0,3.0,6.0,2.0,10.0,2.0,5.0,3.0,13.0,2.0,8.0,6.0,7.0,2.0,7.0,1.0,2.0,3.0,2.0,1.0,8.0,2.0,4.0,6.0,6.0,6.0,12.0,2.0,2.0,1.0,1.0,5.0,2.0,1.0,3.0,6.0,1.0,2.0,4.0,7.0,7.0,10.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,20.0,13.0,13.0,2.0,0.2,0.2,1.0,0.2857142857142857,0.5,0.4,0.2857142857142857,0.2777777777777778,0.2,0.32,0.3,0.3333333333333333,0.4482758620689655,0.5,0.40625,0.28,0.3888888888888889,0.5,0.4,0.2857142857142857,0.8333333333333334,0.5454545454545454,0.3076923076923077,0.4,0.5454545454545454,0.3333333333333333,0.5,0.5,0.4,0.6,1.0,0.25,0.18181818181818182,101.35922330097088,1.0,15.89655172413793,12.517241379310345,14.241379310344827,11.620689655172415,0.24,0.3333333333333333,0.6666666666666666,0.2,0.28,0.42857142857142855,0.6,0.3333333333333333,0.28,0.2857142857142857,0.2857142857142857,1.0,0.2,0.4,0.5,1.0,0.2,0.3333333333333333,0.3333333333333333,0.4,0.52,0.2857142857142857,0.46151200000000003,0.42619999999999997,0.44731333333333334,0.1724137931034483,0.19047619047619047,0.125,0.23076923076923078,0.5,10.022222222222222,25.442857142857143,0.4482758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-1888-2553,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Richard Hamilton, Jarvis Hayes","Maxiell, Johnson, Billups, Hamilton, Hayes",101131-101161-1497-1888-2553,DET,381.0,3,6.0,-9.0,12.0,13.0,8.0,4.0,1.0,25.0,,2.0,1.0,,2.0,2.0,,1.0,1.0,2.0,,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,7.0,16.0,1.0,,1.0,,,,3.0,1.0,2.0,2.0,5.0,,2.0,3.0,2.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,2.0,2.0,2.0,2.0,4.0,,1.0,1.0,,,,3.0,,3.0,,2.0,1.0,1.0,4.0,6.0,,1.0,,1.0,,1.0,1.0,,7.0,5.0,8.0,,,,1.0,0.5,,0.5,0.5,0.2,,0.35714285714285715,,0.3,0.35,,0.3125,0.2857142857142857,0.2,0.5,,,,0.4,0.5,,0.4,0.4,0.5,1.0,,,0.5,0.5,,94.48818897637796,,15.833333333333334,14.692307692307692,14.666666666666666,13.384615384615385,0.2857142857142857,,,0.2857142857142857,0.14285714285714285,,,,0.2857142857142857,0.5,0.5,1.0,0.5,0.5,,,0.4,,0.4,0.5,0.5714285714285714,0.5,0.4789,0.551525,0.50566,0.125,0.16666666666666666,,,0.7142857142857143,6.5200000000000005,27.45,0.6666666666666666,1.0,1.0,1.0,2.0,2.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-201155-2419,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Rodney Stuckey, Tayshaun Prince","Maxiell, Johnson, Billups, Stuckey, Prince",101131-101161-1497-201155-2419,DET,442.0,4,7.0,-3.0,13.0,13.0,1.0,4.0,4.0,26.0,,3.0,1.0,,,1.0,3.0,6.0,,1.0,,,,1.0,3.0,10.0,1.0,2.0,2.0,11.0,14.0,3.0,,,1.0,5.0,,,1.0,2.0,,3.0,2.0,4.0,3.0,1.0,,3.0,1.0,1.0,2.0,,1.0,5.0,,3.0,3.0,4.0,3.0,7.0,1.0,1.0,1.0,,1.0,,2.0,1.0,3.0,,,3.0,5.0,2.0,4.0,,2.0,,1.0,1.0,,1.0,1.0,6.0,3.0,1.0,,0.3333333333333333,0.3333333333333333,1.0,0.5,,0.5,0.5,0.3,,0.375,0.6666666666666666,0.75,0.39285714285714285,0.625,0.75,0.16666666666666666,0.3,0.6666666666666666,,0.16666666666666666,0.3333333333333333,1.0,0.42857142857142855,,0.8,0.42857142857142855,0.6666666666666666,0.3333333333333333,,1.0,,1.0,0.25,84.70588235294119,1.0,19.46153846153846,14.538461538461538,15.692307692307692,14.384615384615385,0.25,,,0.08333333333333333,0.5,0.5,0.6,0.3333333333333333,0.08333333333333333,,,,0.3333333333333333,,,,,,0.5,,0.4166666666666667,,0.39715833333333334,0.4049,0.23175,0.14285714285714285,0.16666666666666666,,0.45454545454545453,0.2727272727272727,12.02,28.75,0.07692307692307693,,,1.0,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-201155-2553,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Rodney Stuckey, Jarvis Hayes","Maxiell, Johnson, Billups, Stuckey, Hayes",101131-101161-1497-201155-2553,DET,482.0,3,8.0,2.0,16.0,14.0,2.0,,2.0,30.0,3.0,6.0,1.0,,,,3.0,6.0,1.0,1.0,,,,,6.0,12.0,1.0,1.0,4.0,19.0,17.0,2.0,,,1.0,5.0,,,,,1.0,1.0,6.0,6.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,1.0,9.0,,2.0,2.0,2.0,2.0,4.0,,1.0,1.0,,3.0,3.0,1.0,,4.0,,1.0,2.0,4.0,5.0,5.0,1.0,2.0,,,,,,,14.0,1.0,2.0,,0.5,0.6,1.0,1.0,,,1.0,0.5,,0.5769230769230769,1.0,,0.6333333333333333,1.25,0.5,0.07692307692307693,0.08333333333333333,0.16666666666666666,,,0.75,0.6666666666666666,0.4,,0.6666666666666666,0.4,0.5,0.3333333333333333,,1.0,,0.5,,89.6265560165975,,14.75,17.571428571428573,13.6875,16.285714285714285,0.46153846153846156,0.5,0.6,,0.46153846153846156,0.5,0.5,0.3333333333333333,0.07692307692307693,1.0,1.0,1.0,0.5,,,,,,,,0.5384615384615384,1.0,0.4820153846153846,0.46835,,0.14285714285714285,0.15384615384615385,,0.2631578947368421,0.05263157894736842,9.433333333333334,25.3,0.125,,,,1.0,1.0,,,,,,,2.0,,,,1.0,,,,,,,,,1.0,2.0,2.0,2.0,1.0,0.6666666666666666,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-201167-2419,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Arron Afflalo, Tayshaun Prince","Maxiell, Johnson, Billups, Afflalo, Prince",101131-101161-1497-201167-2419,DET,923.0,8,15.0,-11.0,26.0,27.0,17.0,20.0,5.0,53.0,3.0,8.0,1.0,3.0,4.0,5.0,2.0,5.0,2.0,7.0,,,1.0,4.0,6.0,18.0,2.0,8.0,3.0,21.0,32.0,4.0,,,,4.0,6.0,11.0,1.0,5.0,2.0,17.0,10.0,2.0,3.0,6.0,2.0,5.0,5.0,1.0,6.0,1.0,2.0,13.0,1.0,4.0,8.0,10.0,5.0,15.0,1.0,1.0,1.0,,,,3.0,,3.0,,2.0,4.0,9.0,4.0,6.0,,2.0,,2.0,1.0,1.0,2.0,1.0,17.0,17.0,17.0,3.0,0.8333333333333334,0.8333333333333334,0.5,0.25,,0.2,0.2857142857142857,0.3333333333333333,0.5454545454545454,0.34615384615384615,0.5,0.46875,0.3620689655172414,0.5,0.4722222222222222,0.3076923076923077,0.2777777777777778,0.625,,,,0.7272727272727273,0.36363636363636365,0.3333333333333333,0.7142857142857143,0.35714285714285715,0.6,,0.5,0.6,,1.0,0.1111111111111111,82.68689057421452,0.5,16.076923076923077,18.703703703703702,14.923076923076923,17.11111111111111,0.3076923076923077,0.375,1.0,0.19230769230769232,0.19230769230769232,0.4,0.4,1.0,0.2692307692307692,0.2857142857142857,0.2857142857142857,0.5,0.25,,,,0.25,0.75,0.25,0.25,0.6153846153846154,0.3333333333333333,0.439118,0.421,0.43738,0.07142857142857142,0.1,,0.19047619047619047,0.8095238095238095,7.061111111111111,27.5625,0.6538461538461539,1.0,,1.0,1.0,1.0,0.2,0.2,,1.0,,1.0,2.0,,2.0,,0.5,0.6666666666666666,1.0,0.038461538461538464,,,,0.0625,,1.0,,2.0,,,0.6666666666666666,1.0,3.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-201167-2553,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Arron Afflalo, Jarvis Hayes","Maxiell, Johnson, Billups, Afflalo, Hayes",101131-101161-1497-201167-2553,DET,117.0,1,2.0,,5.0,4.0,,,,9.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,2.0,1.0,1.0,2.0,5.0,5.0,,,,,,,,,,,,,,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,,3.0,,,1.0,1.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,1.0,2.0,,1.0,,,,,,,5.0,,,,,,1.0,1.0,,,1.0,,,0.5,,,0.625,,,0.3333333333333333,0.5,1.0,,,1.0,1.0,,,1.0,,,,,1.0,,,,110.76923076923077,,14.8,10.75,14.8,10.75,0.3333333333333333,,,0.3333333333333333,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,1.0,0.49433333333333335,,,0.25,0.3333333333333333,,,,5.2,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1497-2413-2419,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Juan Dixon, Tayshaun Prince","Maxiell, Johnson, Billups, Dixon, Prince",101131-101161-1497-2413-2419,DET,472.0,3,8.0,-16.0,15.0,15.0,10.0,7.0,,30.0,3.0,4.0,,1.0,1.0,3.0,1.0,1.0,,3.0,,,,2.0,5.0,8.0,1.0,4.0,,13.0,29.0,,,,,,3.0,5.0,1.0,3.0,,9.0,4.0,6.0,3.0,2.0,,,2.0,1.0,3.0,,,7.0,,,1.0,2.0,,2.0,,,,,2.0,1.0,1.0,1.0,3.0,,2.0,4.0,4.0,,,,,,,,,,,13.0,9.0,10.0,,0.4,0.4,1.0,0.25,,0.3333333333333333,0.3333333333333333,0.625,0.6,0.5416666666666666,,0.5625,0.5416666666666666,,0.5625,0.3333333333333333,,,,,0.6666666666666666,0.5,,,0.5,,,,,,,0.5,,91.52542372881356,,14.866666666666667,16.6,14.866666666666667,15.666666666666666,0.3333333333333333,0.75,0.75,0.25,0.08333333333333333,1.0,1.0,,0.25,,,,,,,,0.125,1.0,0.25,,0.6666666666666666,,0.47334545454545457,,0.43686428571428576,,,,,0.6923076923076923,4.475,29.2,0.6666666666666666,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,,1.0,1.0,,,0.5,0.5,0.08333333333333333,1.0,1.0,1.0,0.125,1.0,,,2.0,,,0.6666666666666666,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1888-201155-2419,1610612765,"Jason Maxiell, Amir Johnson, Richard Hamilton, Rodney Stuckey, Tayshaun Prince","Maxiell, Johnson, Hamilton, Stuckey, Prince",101131-101161-1888-201155-2419,DET,576.0,8,10.0,3.0,16.0,15.0,3.0,2.0,4.0,31.0,4.0,10.0,3.0,1.0,2.0,3.0,1.0,4.0,,,,,,,6.0,17.0,,1.0,2.0,14.0,11.0,4.0,,,,,1.0,3.0,,,,2.0,2.0,10.0,,,,5.0,1.0,,1.0,,,2.0,,7.0,6.0,6.0,7.0,13.0,1.0,2.0,2.0,,,,4.0,,4.0,1.0,,3.0,6.0,7.0,2.0,2.0,2.0,,2.0,,1.0,2.0,,14.0,2.0,3.0,,0.16666666666666666,0.16666666666666666,,,,,,0.35294117647058826,0.3333333333333333,0.3333333333333333,,0.3333333333333333,0.3888888888888889,,0.3333333333333333,0.05555555555555555,0.29411764705882354,0.5,,,,0.75,0.6363636363636364,,0.75,0.5833333333333334,0.6666666666666666,0.3333333333333333,,1.0,0.5,0.8,0.14285714285714285,77.5,,17.5,19.733333333333334,15.8125,19.066666666666666,0.5555555555555556,0.4,0.8,0.16666666666666666,0.2222222222222222,0.25,0.25,,,,,,0.75,,,,0.6666666666666666,0.5,,,0.6111111111111112,,0.5103333333333333,0.5729,0.5024666666666667,0.1111111111111111,0.11764705882352941,,,0.14285714285714285,6.252941176470588,24.2,0.1875,1.0,,1.0,,,0.3333333333333333,0.3333333333333333,,1.0,,,,,,,,,,0.05555555555555555,,,,,,,,1.0,2.0,,0.25,,,,,2.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1888-201155-2553,1610612765,"Jason Maxiell, Amir Johnson, Richard Hamilton, Rodney Stuckey, Jarvis Hayes","Maxiell, Johnson, Hamilton, Stuckey, Hayes",101131-101161-1888-201155-2553,DET,1198.0,10,20.0,-8.0,39.0,37.0,1.0,6.0,6.0,76.0,4.0,6.0,1.0,,,3.0,3.0,12.0,3.0,8.0,1.0,2.0,,,8.0,21.0,3.0,8.0,12.0,37.0,45.0,1.0,1.0,2.0,3.0,8.0,,,,,,,8.0,8.0,6.0,8.0,3.0,2.0,4.0,2.0,6.0,2.0,2.0,14.0,2.0,4.0,9.0,10.0,6.0,16.0,,3.0,3.0,,4.0,3.0,3.0,1.0,7.0,1.0,1.0,3.0,7.0,13.0,16.0,,8.0,,,,,,,29.0,,1.0,,0.5,0.5714285714285714,0.6666666666666666,0.375,0.5,,0.375,0.38095238095238093,,0.43103448275862066,0.8333333333333334,,0.5,0.8,,0.27586206896551724,0.09523809523809523,0.16666666666666666,0.3333333333333333,,0.5714285714285714,0.6,0.3076923076923077,0.4,0.5555555555555556,0.3333333333333333,0.5,0.2222222222222222,0.4,,0.6666666666666666,0.6363636363636364,,91.35225375626044,,15.76923076923077,15.756756756756756,14.717948717948717,15.135135135135135,0.20689655172413793,0.6666666666666666,0.8,0.10344827586206896,0.41379310344827586,0.25,0.25,0.6666666666666666,0.27586206896551724,0.375,0.375,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,1.0,,,,,0.4827586206896552,0.375,0.4743,0.51545,,0.21621621621621623,0.27586206896551724,,0.21621621621621623,,11.923809523809524,26.4,0.02564102564102564,1.0,,,,,0.3333333333333333,0.5,,,,,1.0,,1.0,1.0,1.0,0.3333333333333333,,,,,,,,1.0,2.0,2.0,1.0,,0.5,1.0,3.0,,,,,0.5,0.5,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1888-2419-2436,1610612765,"Jason Maxiell, Amir Johnson, Richard Hamilton, Tayshaun Prince, Flip Murray","Maxiell, Johnson, Hamilton, Prince, Murray",101131-101161-1888-2419-2436,DET,276.0,1,5.0,-7.0,9.0,9.0,3.0,9.0,1.0,18.0,2.0,3.0,1.0,,,2.0,,2.0,,,,,,,3.0,7.0,,,1.0,7.0,14.0,1.0,,,,2.0,1.0,3.0,,,,2.0,4.0,2.0,,,,,2.0,,2.0,,,4.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,1.0,2.0,,,,2.0,1.0,2.0,,1.0,,1.0,,1.0,1.0,,5.0,2.0,3.0,2.0,0.6666666666666666,1.0,,,,,,0.42857142857142855,0.3333333333333333,0.42857142857142855,1.0,0.3333333333333333,0.4375,1.0,0.3333333333333333,,,,,,0.5,,0.25,,0.5,0.25,1.0,,,,,,,93.91304347826087,,17.444444444444443,13.222222222222221,17.444444444444443,12.0,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.2857142857142857,0.2857142857142857,,,,,,,,1.0,,,,,,,,0.42857142857142855,,0.44065714285714286,0.5674,0.39420000000000005,0.125,0.125,,0.2857142857142857,0.2857142857142857,7.7,,0.3333333333333333,1.0,,,,,0.5,0.5,,,,,1.0,,1.0,,1.0,1.0,1.0,,,,,,,1.0,2.0,1.0,,,0.5,1.0,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
