EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,ShortMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,LongMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFtPoints,PtsUnassisted2s,Corner3Assists,LongMidRangeAssists,Steals,BadPassSteals,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Defensive 3 Seconds Violations,DefCorner3ReboundPct,SecondChanceAtRimFGA,PenaltyAtRimFGA,SecondChanceArc3FGA,SecondChanceFG3A,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,OffThreePtReboundPct,OffArc3ReboundPct,SecondChanceAtRimFrequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,HeaveAttempts,SecondChanceAtRimFGM,PenaltyAtRimFGM,PtsPutbacks,AtRimAssists,SelfOReb,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,StepOutOfBoundsTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls,Offensive Fouls Drawn,3SecondViolations,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,Loose Ball Fouls,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,DefensiveGoaltends,OffAtRimReboundPct,Technical Free Throw Trips,ShortMidRangePctBlocked,PtsUnassisted3s,SecondChanceArc3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedLongMidRange,BlockedShortMidRange,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,FTOffRebounds,OffFTReboundPct,Corner3PctBlocked,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Clear Path Fouls,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
136-1718-1899-200765-200796,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Leon Powe","Brown, Pierce, Posey, Rondo, Powe",136-1718-1899-200765-200796,BOS,300.0,5,5.0,-2.0,8.0,7.0,4.0,3.0,1.0,15.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,6.0,8.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,1.0,1.0,1.0,0.5,0.5,0.5,0.16666666666666666,1.0,0.3333333333333333,0.3125,1.0,0.5,0.3333333333333333,1.0,0.5,0.25,0.16666666666666666,0.5,1.0,0.3333333333333333,0.25,1.0,0.5,0.2,0.5,1.0,1.0,72.0,1.0,20.875,19.0,19.125,16.714285714285715,0.25,0.25,0.5,0.5,1.0,0.25,0.25,0.5,0.5,1.0,0.4,0.5,0.5,0.5,0.383925,0.3688,0.34894,0.1111111111111111,0.14285714285714285,0.3333333333333333,0.8333333333333334,9.266666666666667,25.65,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-201175,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Glen Davis","Brown, Pierce, Posey, Rondo, Davis",136-1718-1899-200765-201175,BOS,254.0,3,4.0,-1.0,7.0,8.0,2.0,4.0,,15.0,1.0,,,2.0,,2.0,,,3.0,3.0,1.0,3.0,2.0,11.0,12.0,,,,,,1.0,1.0,5.0,2.0,3.0,2.0,,,1.0,1.0,2.0,,,5.0,,,,,,,,2.0,2.0,2.0,,,,,,11.0,5.0,2.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,,,0.75,,1.5,0.7857142857142857,,1.25,0.5,,,,,,,,,,,,85.03937007874016,,18.428571428571427,15.625,18.428571428571427,15.625,0.16666666666666666,,,,,0.3333333333333333,0.3333333333333333,,,,,,0.6666666666666666,,0.45655,,0.5172,,,,0.45454545454545453,12.4,24.5,0.2857142857142857,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.16666666666666666,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-2067,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Eddie House","Brown, Pierce, Posey, Rondo, House",136-1718-1899-200765-2067,BOS,87.0,1,1.0,-1.0,3.0,3.0,2.0,2.0,,6.0,,,,1.0,,,,,,1.0,,,2.0,2.0,3.0,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,2.0,2.0,2.0,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,0.5,,0.5,,,,,,,1.0,1.0,,,,,99.3103448275862,,13.0,16.0,13.0,16.0,,,,,,1.0,,,,,,,,,0.3638,,0.3638,,,,1.0,16.9,,0.6666666666666666,,,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-2570,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Kendrick Perkins","Brown, Pierce, Posey, Rondo, Perkins",136-1718-1899-200765-2570,BOS,178.0,2,3.0,-8.0,5.0,5.0,4.0,5.0,1.0,10.0,1.0,,,1.0,,1.0,,1.0,,2.0,,1.0,1.0,1.0,9.0,,1.0,,,2.0,,1.0,1.0,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,2.0,3.0,3.0,1.0,2.0,,,,,,1.0,1.0,4.0,,,,,,,,,,,,,0.125,,0.125,0.3333333333333333,0.5,1.0,,0.5,0.5,,0.5,0.6666666666666666,1.0,1.0,,80.89887640449437,,20.0,15.6,19.2,15.2,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.6666666666666666,,0.3414166666666667,0.34545,0.3414166666666667,,,,1.0,12.05,25.0,0.8,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,2.0,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-2754,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Tony Allen","Brown, Pierce, Posey, Rondo, Allen",136-1718-1899-200765-2754,BOS,18.0,1,,,1.0,1.0,1.0,1.0,,2.0,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,1.0,,,,1.0,160.0,,3.0,15.0,3.0,15.0,,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,43.3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-708,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Kevin Garnett","Brown, Pierce, Posey, Rondo, Garnett",136-1718-1899-200765-708,BOS,1355.0,7,23.0,-14.0,36.0,38.0,3.0,16.0,4.0,74.0,7.0,7.0,11.0,5.0,1.0,5.0,,,16.0,23.0,1.0,5.0,2.0,37.0,51.0,3.0,3.0,6.0,2.0,4.0,,,4.0,22.0,3.0,5.0,1.0,,11.0,1.0,12.0,1.0,5.0,25.0,4.0,3.0,6.0,3.0,12.0,5.0,17.0,12.0,12.0,2.0,1.0,,,,,31.0,4.0,3.0,0.6875,0.7857142857142857,1.0,0.2,,0.2,0.6956521739130435,1.0,0.5,0.625,1.0,0.5,0.6379310344827587,1.0,0.5,0.17857142857142858,,,1.0,0.6,0.5714285714285714,1.0,0.6923076923076923,0.45454545454545453,1.0,0.3333333333333333,1.0,78.64206642066421,,19.583333333333332,17.105263157894736,18.97222222222222,15.921052631578947,0.25,0.39285714285714285,0.6363636363636364,0.6363636363636364,0.7142857142857143,0.17857142857142858,0.17857142857142858,0.2,0.2,1.0,,,0.42857142857142855,0.2,0.4663892857142857,0.5081333333333333,0.4101,0.034482758620689655,0.041666666666666664,0.16216216216216217,0.10810810810810811,8.373913043478261,25.04,0.08333333333333333,5.0,4.0,,,,,,10.0,,4.0,2.0,,,4.0,,0.7142857142857143,0.7142857142857143,0.8,0.8,1.0,,,,,,,1.0,8.0,12.0,6.0,,,2.0,1.0,,,1.0,4.0,2.0,1.0,0.3333333333333333,0.25,0.25,0.6666666666666666,,0.25,,2.0,1.0,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.6,0.09090909090909091,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200765-951,1610612738,"P.J. Brown, Paul Pierce, James Posey, Rajon Rondo, Ray Allen","Brown, Pierce, Posey, Rondo, Allen",136-1718-1899-200765-951,BOS,90.0,1,2.0,2.0,4.0,4.0,4.0,4.0,,8.0,1.0,1.0,1.0,,,,,,1.0,2.0,,,2.0,4.0,2.0,,,,1.0,2.0,,,4.0,2.0,,,,1.0,1.0,,1.0,,1.0,2.0,,1.0,,,1.0,,1.0,,,2.0,,,,,,4.0,4.0,4.0,1.0,1.0,,,,,0.5,,0.5,0.5,,0.5,0.6666666666666666,,0.6666666666666666,,0.5,1.0,,,,1.0,1.0,,,,,128.0,,13.5,9.0,13.5,9.0,0.5,0.5,1.0,1.0,1.0,,,,,,,,0.5,,0.5671,,0.5671,,,,1.0,2.25,,1.0,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,1.0,,1.0,1.0,,,,,0.5,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200796-2067,1610612738,"P.J. Brown, Paul Pierce, James Posey, Leon Powe, Eddie House","Brown, Pierce, Posey, Powe, House",136-1718-1899-200796-2067,BOS,681.0,5,11.0,3.0,19.0,18.0,1.0,2.0,2.0,37.0,2.0,1.0,1.0,9.0,,1.0,,,7.0,12.0,,2.0,3.0,17.0,14.0,1.0,2.0,2.0,,,,,,10.0,,1.0,,,5.0,,5.0,,1.0,10.0,2.0,3.0,5.0,,8.0,3.0,11.0,7.0,9.0,6.0,3.0,,,,,15.0,,1.0,0.7142857142857143,0.7142857142857143,,,,,0.5833333333333334,0.5,,0.5,0.3333333333333333,,0.5,0.3333333333333333,,0.14285714285714285,,,,0.8333333333333334,0.4,1.0,0.8888888888888888,0.42857142857142855,0.4,1.0,1.0,78.23788546255507,,19.736842105263158,17.0,17.105263157894736,17.0,0.14285714285714285,0.07142857142857142,1.0,1.0,1.0,0.6428571428571429,0.07142857142857142,,,,,,0.2857142857142857,,0.454725,0.4559,,0.17647058823529413,0.2,0.11764705882352941,,16.075,24.4,0.05263157894736842,2.0,4.0,,1.0,,,,4.0,,2.0,,,,,,1.0,1.0,0.4444444444444444,0.4444444444444444,0.5,0.07142857142857142,,,,,,1.0,3.0,4.0,5.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,0.25,0.5,,0.3333333333333333,0.3333333333333333,,,1.0,,,2.0,,,,,,1.0,,1.0,1.0,,,1.0,0.75,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-200796-208,1610612738,"P.J. Brown, Paul Pierce, James Posey, Leon Powe, Sam Cassell","Brown, Pierce, Posey, Powe, Cassell",136-1718-1899-200796-208,BOS,1824.0,12,30.0,,54.0,53.0,11.0,8.0,7.0,107.0,9.0,6.0,8.0,18.0,2.0,7.0,2.0,2.0,18.0,35.0,2.0,7.0,15.0,57.0,57.0,2.0,4.0,8.0,3.0,7.0,2.0,2.0,15.0,16.0,6.0,7.0,2.0,,8.0,2.0,10.0,2.0,2.0,22.0,5.0,2.0,10.0,1.0,13.0,6.0,19.0,18.0,20.0,21.0,10.0,1.0,1.0,1.0,,49.0,15.0,11.0,0.4444444444444444,0.47058823529411764,1.0,0.2857142857142857,1.0,0.2857142857142857,0.5142857142857142,0.5,0.42857142857142855,0.5,0.5,0.6666666666666666,0.5480769230769231,0.5714285714285714,0.75,0.16666666666666666,,,1.0,0.5263157894736842,0.29411764705882354,1.0,0.5714285714285714,0.2857142857142857,0.23076923076923078,0.6,1.0,84.47368421052632,,17.203703703703702,16.88679245283019,16.537037037037038,16.41509433962264,0.21428571428571427,0.19047619047619047,0.75,0.75,0.3333333333333333,0.42857142857142855,0.16666666666666666,0.2857142857142857,0.2857142857142857,1.0,0.2222222222222222,1.0,0.38095238095238093,0.2857142857142857,0.4651071428571429,0.50235,0.4543055555555556,0.19607843137254902,0.22727272727272727,0.14035087719298245,0.2631578947368421,11.894285714285715,25.3,0.2037037037037037,7.0,5.0,,,,,3.0,20.0,,1.0,4.0,2.0,1.0,2.0,1.0,0.7777777777777778,0.7777777777777778,0.2777777777777778,0.2777777777777778,0.2,,,,,,,,6.0,9.0,9.0,,,1.0,2.0,,,1.0,3.0,1.0,2.0,0.3333333333333333,0.25,0.25,0.25,,0.2222222222222222,,1.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,,,,2.0,2.0,1.0,0.5,0.25,0.6,0.047619047619047616,0.7142857142857143,1.0,0.5,,,,4.0,1.0,1.0,2.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
136-1718-1899-201175-2067,1610612738,"P.J. Brown, Paul Pierce, James Posey, Glen Davis, Eddie House","Brown, Pierce, Posey, Davis, House",136-1718-1899-201175-2067,BOS,56.0,2,1.0,-1.0,2.0,3.0,2.0,3.0,,5.0,,,,1.0,,,,,,1.0,,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,2.0,,,,,,,,,,,,,0.25,,,,,,1.0,,,,,,,,,128.57142857142856,,24.0,2.6666666666666665,24.0,2.6666666666666665,,,,,,1.0,,,,,,,,,0.3246,,0.3246,0.5,0.5,,,15.4,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612738,2008,2007-08,False
