EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,LongMidRangeFGA,FG2A,FtPoints,Points,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,FoulsDrawn,Loose Ball Fouls Drawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,AtRimFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,FG2M,FG3M,FG3A,OpponentPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,Corner3Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,Blocked2s,BlockedShortMidRange,Blocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,SecondsExcludingORebsPerPossOff,AtRimFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGA,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3A,HeaveAttempts,Fg2aBlocked,AtRimAssists,ShootingFouls,Fouls,Offensive Fouls,Offensive Fouls Drawn,TwoPtShootingFoulsDrawn,PenaltyFg2Pct,PenaltyEfgPct,FG2APctBlocked,AtRimPctBlocked,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,BlockedAtRim,SecondChanceFg3Pct,SecondChanceEfgPct,SecondChanceTsPct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceFG2M,PenaltyFG3M,ShortMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyFg3Pct,SecondChanceFg2Pct,LiveBallTurnoverPct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,NonShootingPenaltyNonTakeFouls,Technical Free Throw Trips,DefAtRimReboundPct,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PtsUnassisted2s,LostBallSteals,StepOutOfBoundsTurnovers,PenaltyTurnovers,Loose Ball Fouls,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,PtsPutbacks,OffShortMidRangeReboundPct,Blocked3s,BlockedArc3,ShortMidRangePctBlocked,OffCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Travels,FTDefRebounds,DefFTReboundPct,PtsUnassisted3s,DefensiveGoaltends,FTOffRebounds,BlockedLongMidRange,LongMidRangePctBlocked,OffFTReboundPct,3SecondViolations,BlockedCorner3,team_id,year,season,team_vs
101108-1719-1763-2199-2561,1610612740,"Chris Paul, Bonzi Wells, Ryan Bowen, Tyson Chandler, David West","Paul, Wells, Bowen, Chandler, West",101108-1719-1763-2199-2561,NOH,41.0,1,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,0.5,0.5,105.36585365853658,4.5,32.0,18.0,1.0,0.3483,0.3483,0.3483,1.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-200756-201153-2457,1610612740,"Chris Paul, Bonzi Wells, Hilton Armstrong, Julian Wright, Jannero Pargo","Paul, Wells, Armstrong, Wright, Pargo",101108-1719-200756-201153-2457,NOH,195.0,1,3.0,4.0,5.0,5.0,,1.0,10.0,1.0,2.0,,8.0,,,,,1.0,1.0,,,,,8.0,,,,0.8,,73.84615384615384,16.0,23.0,21.2,0.2,0.54376,,,,10.6,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,6.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.5,0.8,0.6,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.5,0.5,15.6,0.2,1.0,1.0,1.0,0.4,0.5,0.5,1.0,0.2,1.0,1.0,1.0,0.8,1.0,23.233333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-200756-2457-2561,1610612740,"Chris Paul, Bonzi Wells, Hilton Armstrong, Jannero Pargo, David West","Paul, Wells, Armstrong, Pargo, West",101108-1719-200756-2457-2561,NOH,389.0,3,6.0,-1.0,12.0,14.0,3.0,,26.0,2.0,7.0,5.0,13.0,,2.0,2.0,4.0,,,6.0,1.0,6.0,,13.0,4.0,3.0,,0.5909090909090909,0.5,96.24678663239075,13.666666666666666,16.071428571428573,16.071428571428573,0.25,0.4939142857142857,,0.6228,0.3076923076923077,6.828571428571428,0.25,4.0,1.0,,,,1.0,4.0,,1.0,14.0,8.0,,,,4.0,,4.0,,,1.0,8.0,,5.0,5.0,,5.0,,1.0,2.0,2.0,,,,,1.0,1.0,,,,0.5714285714285714,0.5,0.125,1.0,,1.0,,,1.0,,13.666666666666666,0.5,0.5,0.5,1.0,,,,,0.125,,,,0.625,,57.4,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,0.5,0.3333333333333333,0.14285714285714285,0.25,1.0,0.75,1.0,1.0,0.125,0.6666666666666666,0.5,0.3333333333333333,0.2727272727272727,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-201153-2199-2457,1610612740,"Chris Paul, Bonzi Wells, Julian Wright, Tyson Chandler, Jannero Pargo","Paul, Wells, Wright, Chandler, Pargo",101108-1719-201153-2199-2457,NOH,100.0,1,2.0,3.0,2.0,2.0,,1.0,4.0,,2.0,1.0,7.0,,,,,,,1.0,,2.0,,3.0,,,,0.7,,57.599999999999994,26.5,23.5,18.5,,0.5497625,0.4692,,,1.65,,2.0,,2.0,2.0,,,,2.0,2.0,4.0,,6.0,,,,2.0,2.0,,2.0,,6.0,2.0,,,2.0,2.0,1.0,,,,,1.0,,1.0,,,1.0,1.0,1.0,,0.75,0.5,,1.0,,1.0,1.0,,1.0,24.0,0.5,,,,0.5,1.0,1.0,1.0,,,,,1.0,,23.0,,,,,,,,,,1.0,,,,,,1.0,,,0.5,0.5,,,,,,,,,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.5,1.0,1.0,1.0,1.0,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-201153-2199-2561,1610612740,"Chris Paul, Bonzi Wells, Julian Wright, Tyson Chandler, David West","Paul, Wells, Wright, Chandler, West",101108-1719-201153-2199-2561,NOH,564.0,2,9.0,5.0,16.0,17.0,1.0,1.0,33.0,2.0,6.0,5.0,22.0,1.0,,,3.0,,,4.0,,5.0,,20.0,3.0,1.0,,0.7857142857142857,1.5,84.25531914893617,16.125,18.0,18.0,0.16666666666666666,0.5366166666666666,,0.54255,0.13636363636363635,7.533333333333334,0.0625,3.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,6.0,17.0,8.0,9.0,5.0,2.0,4.0,3.0,7.0,2.0,1.0,1.0,17.0,,7.0,8.0,1.0,9.0,,,,3.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,0.7083333333333334,0.5,1.0,,1.0,0.2,,1.0,,15.9375,0.25,0.5,0.5,1.0,0.08333333333333333,1.0,1.0,1.0,0.4166666666666667,0.4,0.4,1.0,0.75,0.4,25.3,1.0,2.0,,,1.0,,,1.0,,,2.0,1.0,2.0,,,2.0,,1.5,,,1.0,0.6666666666666666,0.6666666666666666,1.0,0.08333333333333333,,,,0.21428571428571427,0.25,,,,,,2.0,,,1.0,1.0,,,,0.09090909090909091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-201153-2408-2457,1610612740,"Chris Paul, Bonzi Wells, Julian Wright, Melvin Ely, Jannero Pargo","Paul, Wells, Wright, Ely, Pargo",101108-1719-201153-2408-2457,NOH,80.0,2,1.0,,3.0,2.0,1.0,,5.0,2.0,3.0,,2.0,,1.0,,,,,2.0,,,,2.0,,1.0,,0.3333333333333333,,90.0,13.333333333333334,20.0,20.0,0.6666666666666666,0.3536333333333333,,0.2907,,17.366666666666667,0.3333333333333333,,,,,,,1.0,,,2.0,2.0,,,,1.0,,1.0,,,,2.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,,,,0.3333333333333333,0.3333333333333333,,1.0,,1.0,,,1.0,,13.333333333333334,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-201153-2561-978,1610612740,"Chris Paul, Bonzi Wells, Julian Wright, David West, Peja Stojakovic","Paul, Wells, Wright, West, Stojakovic",101108-1719-201153-2561-978,NOH,92.0,2,2.0,1.0,2.0,4.0,1.0,,6.0,1.0,1.0,,5.0,,1.0,,2.0,,,,,,,5.0,2.0,1.0,,1.25,1.0,93.91304347826086,22.0,12.0,12.0,0.5,0.3765,,0.2775,0.4,17.0,0.5,,1.0,,,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,1.0,5.0,,1.0,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.25,0.5,1.0,,1.0,,,1.0,,22.0,,1.0,1.0,1.0,,,,,0.5,1.0,1.0,1.0,0.5,1.0,26.0,2.0,,,,,,1.0,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-2050-2199-2561,1610612740,"Chris Paul, Bonzi Wells, Morris Peterson, Tyson Chandler, David West","Paul, Wells, Peterson, Chandler, West",101108-1719-2050-2199-2561,NOH,114.0,1,2.0,-6.0,4.0,5.0,4.0,,9.0,1.0,2.0,3.0,3.0,,2.0,3.0,3.0,,,1.0,,3.0,1.0,3.0,3.0,4.0,1.0,0.25,0.25,113.6842105263158,15.75,10.2,10.0,0.3333333333333333,0.44425000000000003,,0.44425000000000003,1.0,17.4,1.0,,,,1.0,,,,,1.0,9.0,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,0.5,,,,,15.75,,,,,0.3333333333333333,,,,,,,,0.3333333333333333,,23.5,,,,,1.0,,,1.0,,,,1.0,2.0,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-2199-2457-2561,1610612740,"Chris Paul, Bonzi Wells, Tyson Chandler, Jannero Pargo, David West","Paul, Wells, Chandler, Pargo, West",101108-1719-2199-2457-2561,NOH,902.0,6,15.0,-8.0,29.0,27.0,14.0,6.0,56.0,7.0,17.0,5.0,26.0,3.0,7.0,2.0,10.0,1.0,,5.0,,5.0,,23.0,10.0,14.0,,0.48148148148148145,0.38461538461538464,89.40133037694014,15.689655172413794,16.555555555555557,15.296296296296296,0.28,0.48483800000000005,0.549925,0.502125,0.38461538461538464,9.652941176470588,0.4827586206896552,7.0,3.0,,,3.0,8.0,6.0,3.0,8.0,34.0,8.0,9.0,8.0,3.0,4.0,3.0,7.0,3.0,,3.0,17.0,4.0,8.0,10.0,6.0,16.0,1.0,,2.0,6.0,2.0,2.0,,2.0,0.6666666666666666,0.6666666666666666,1.0,0.375,0.375,0.35294117647058826,0.42,0.32,0.6153846153846154,0.36363636363636365,0.625,0.375,0.4,0.5,0.06666666666666667,14.206896551724139,0.28,0.42857142857142855,0.42857142857142855,1.0,,,,,0.32,0.375,0.375,1.0,0.6,0.375,24.775,7.0,2.0,,4.0,3.0,5.0,1.0,5.0,,1.0,1.0,,2.0,,1.0,3.0,0.14285714285714285,0.3333333333333333,0.058823529411764705,0.14285714285714285,0.5714285714285714,0.2857142857142857,0.3333333333333333,0.5,0.12,0.3333333333333333,,0.4166666666666667,0.1111111111111111,0.15789473684210525,,,1.0,2.0,,3.0,2.0,0.5,0.3,0.3,,,,0.11538461538461539,,3.0,1.0,,,,2.0,,2.0,2.0,4.0,2.0,2.0,,,1.0,1.0,0.4,,0.6666666666666666,0.6666666666666666,0.4,0.4,0.5,0.5,0.3333333333333333,0.3333333333333333,,0.6,,,,,,1.0,,0.75,1.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,1.0,0.5,1.0,0.4,0.5,1.0,0.4,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
101108-1719-2199-2457-978,1610612740,"Chris Paul, Bonzi Wells, Tyson Chandler, Jannero Pargo, Peja Stojakovic","Paul, Wells, Chandler, Pargo, Stojakovic",101108-1719-2199-2457-978,NOH,757.0,6,13.0,-5.0,19.0,19.0,2.0,3.0,38.0,5.0,17.0,6.0,19.0,4.0,1.0,,,,,6.0,,9.0,,14.0,,2.0,,0.4090909090909091,,72.28533685601056,22.263157894736842,17.57894736842105,15.842105263157896,0.2631578947368421,0.4577105263157895,0.492375,0.4589,,7.482352941176471,0.10526315789473684,7.0,1.0,1.0,1.0,,1.0,5.0,1.0,2.0,24.0,4.0,3.0,1.0,,2.0,1.0,3.0,,1.0,,7.0,5.0,6.0,7.0,6.0,13.0,2.0,,1.0,3.0,1.0,,,,0.4,0.6666666666666666,1.0,0.5,0.5,0.29411764705882354,0.34210526315789475,0.10526315789473684,0.75,0.4166666666666667,0.7,0.46153846153846156,0.75,1.0,0.16666666666666666,21.42105263157895,0.3684210526315789,0.2,0.2,,0.05263157894736842,1.0,1.0,1.0,0.05263157894736842,,,,0.47368421052631576,,24.6,3.0,3.0,,,5.0,1.0,,1.0,,1.0,1.0,3.0,7.0,,,4.0,,,0.058823529411764705,0.14285714285714285,0.8,0.42857142857142855,0.5,0.3333333333333333,0.2631578947368421,,,0.5,0.18181818181818182,0.2,,,,,1.0,5.0,,,0.5,0.5,,,,0.2631578947368421,1.0,2.0,1.0,,,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,0.5,0.6666666666666666,0.5,1.0,1.0,0.5,,0.2,0.2,1.0,0.5,0.5,,,,,,2.0,0.5,,,,6.0,,,1.0,1.0,1.0,,,,,,,4.0,0.5,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,True
