EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,SecondChanceOffPoss,TotalPoss,FTOffRebounds,OffRebounds,Rebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,LiveBallTurnoverPct,OffFTReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefTwoPtRebounds,DefRebounds,Blocked2s,BlockedLongMidRange,Blocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,DefThreePtRebounds,DefThreePtReboundPct,DefCorner3ReboundPct,FtPoints,PenaltyFtPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Arc3FGM,Arc3FGA,FG3M,FG3A,OpponentPoints,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,ShootingFouls,Fouls,BlockedAtRim,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,AtRimFG3AFrequency,NonHeaveArc3Accuracy,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,Corner3FGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,AtRimAssists,OffTwoPtRebounds,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,SecondChanceFtPoints,OffThreePtRebounds,Steals,BadPassSteals,BadPassTurnovers,OffThreePtReboundPct,OffCorner3ReboundPct,SecondChanceCorner3FGA,SecondChanceFG3A,ShortMidRangeAssists,LostBallSteals,DeadBallTurnovers,Travels,Offensive Fouls Drawn,RecoveredBlocks,DefensiveGoaltends,3SecondViolations,OffLongMidRangeReboundPct,OffArc3ReboundPct,BlocksRecoveredPct,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFGM,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,PenaltyFG3M,PenaltyFG3A,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,Offensive Fouls,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,PenaltyArc3FGM,PtsUnassisted3s,BlockedShortMidRange,PenaltyArc3Accuracy,SecondChanceArc3FGA,LongMidRangeAssists,FTDefRebounds,SelfOReb,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,DefFTReboundPct,SelfORebPct,LongMidRangePctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,OffShortMidRangeReboundPct,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101121-101181-1766-2574-2743,1610612761,"Joey Graham, Jose Calderon, Maceo Baston, Jason Kapono, Kris Humphries","Graham, Calderon, Baston, Kapono, Humphries",101121-101181-1766-2574-2743,TOR,33.0,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,87.27272727272727,22.0,11.0,1.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101121-101181-200081-2547-2568,1610612761,"Joey Graham, Jose Calderon, Jamario Moon, Chris Bosh, Carlos Delfino","Graham, Calderon, Moon, Bosh, Delfino",101121-101181-200081-2547-2568,TOR,59.0,1,1.0,2.0,1.0,2.0,,3.0,,,1.0,,,,,,2.0,,,73.22033898305085,19.5,20.0,19.5,20.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.35145,0.35145,1.0,19.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101121-101181-200081-2568-2743,1610612761,"Joey Graham, Jose Calderon, Jamario Moon, Carlos Delfino, Kris Humphries","Graham, Calderon, Moon, Delfino, Humphries",101121-101181-200081-2568-2743,TOR,13.0,1,,1.0,1.0,1.0,,2.0,,,1.0,,,,,,1.0,,,221.53846153846152,9.0,4.0,9.0,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101121-101181-2551-2574-2743,1610612761,"Joey Graham, Jose Calderon, T.J. Ford, Jason Kapono, Kris Humphries","Graham, Calderon, Ford, Kapono, Humphries",101121-101181-2551-2574-2743,TOR,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,1.0,1.0,,,,,0.5,0.5,,,,,,,,,1.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-1725-200081-2547,1610612761,"Jose Calderon, Anthony Parker, Rasho Nesterovic, Jamario Moon, Chris Bosh","Calderon, Parker, Nesterovic, Moon, Bosh",101181-1515-1725-200081-2547,TOR,78.0,1,1.0,2.0,3.0,,,5.0,,,1.0,,,,,,,,,92.3076923076923,9.5,19.666666666666668,9.5,18.0,,,2.0,,1.0,,1.0,3.0,,,,,1.0,1.0,1.0,,1.0,3.0,,,,0.75,,0.75,,0.5,0.5,1.0,0.5,,,0.4615,,,17.5,,,,,,,,,,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-1725-200745-2574,1610612761,"Jose Calderon, Anthony Parker, Rasho Nesterovic, Andrea Bargnani, Jason Kapono","Calderon, Parker, Nesterovic, Bargnani, Kapono",101181-1515-1725-200745-2574,TOR,343.0,1,6.0,10.0,10.0,4.0,2.0,20.0,,2.0,6.0,1.0,1.0,1.0,,1.0,4.0,1.0,,83.96501457725947,16.5,17.8,15.9,15.8,0.4,1.0,4.0,,,5.0,7.0,13.0,2.0,3.0,4.0,8.0,2.0,4.0,1.0,,1.0,9.0,4.0,0.7142857142857143,0.6666666666666666,0.625,0.6666666666666666,0.65,0.6666666666666666,0.5,0.6666666666666666,,,,,0.4755375,0.42396666666666666,0.3076923076923077,4.785714285714286,2.0,1.0,,3.0,,2.0,5.0,,,,,,1.0,12.0,,,,,1.0,,2.0,1.0,1.0,1.0,,,,0.125,,,,,0.625,,24.5,2.0,4.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,0.2,0.25,1.0,1.0,1.0,0.14285714285714285,0.25,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.5,0.5,0.6666666666666666,0.5,0.375,1.0,1.0,0.125,0.5,1.0,0.3333333333333333,0.425,0.2,0.2222222222222222,0.3076923076923077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-1725-2547-2574,1610612761,"Jose Calderon, Anthony Parker, Rasho Nesterovic, Chris Bosh, Jason Kapono","Calderon, Parker, Nesterovic, Bosh, Kapono",101181-1515-1725-2547-2574,TOR,172.0,1,3.0,6.0,4.0,1.0,2.0,10.0,,2.0,2.0,1.0,,1.0,,1.0,1.0,1.0,,83.72093023255813,16.5,18.25,15.166666666666666,18.25,0.16666666666666666,1.0,2.0,,1.0,2.0,4.0,8.0,,,,4.0,,,,,,4.0,,0.5,,0.4,,0.5714285714285714,,,,,0.2,,,0.5824499999999999,,,3.775,,,,4.0,,2.0,4.0,,,,,,1.0,7.0,,,,,,,,,,,,,,0.2,,,,,0.8,,23.4,2.0,3.0,1.0,1.0,,,,1.0,1.0,1.0,4.0,,2.0,,,,1.0,,2.0,,,1.0,1.0,1.0,,,0.5,0.6666666666666666,1.0,,,,0.6,0.6666666666666666,0.6666666666666666,,,,,0.2,1.0,1.0,,,0.2857142857142857,0.3333333333333333,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-1725-2568-2574,1610612761,"Jose Calderon, Anthony Parker, Rasho Nesterovic, Carlos Delfino, Jason Kapono","Calderon, Parker, Nesterovic, Delfino, Kapono",101181-1515-1725-2568-2574,TOR,820.0,3,14.0,24.0,22.0,,2.0,46.0,,3.0,10.0,,,2.0,,,,,,80.78048780487805,19.125,16.40909090909091,18.166666666666668,15.863636363636363,,-3.0,,,2.0,5.0,13.0,22.0,,,,4.0,5.0,7.0,2.0,,2.0,22.0,,0.38461538461538464,,0.38095238095238093,,0.4583333333333333,,1.0,0.875,1.0,0.09523809523809523,,,0.4684595238095238,,,6.561538461538461,2.0,0.6666666666666666,,6.0,,9.0,6.0,,,2.0,6.0,2.0,8.0,25.0,6.0,6.0,2.0,2.0,5.0,2.0,12.0,2.0,3.0,2.0,1.0,0.25,0.25,0.38095238095238093,0.2857142857142857,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,24.675,3.0,6.0,,,,2.0,5.0,2.0,,1.0,,6.0,,2.0,3.0,2.0,2.0,,3.0,0.6,0.6,,,,0.15384615384615385,0.3333333333333333,0.25,0.21428571428571427,0.3333333333333333,1.0,,0.6666666666666666,0.2857142857142857,0.5,0.75,0.6666666666666666,0.23809523809523808,0.4,0.4,0.09523809523809523,,,,0.501825,0.125,0.1875,,,1.0,1.0,,,0.16666666666666666,,1.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.5,0.25,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-200081-200745-2547,1610612761,"Jose Calderon, Anthony Parker, Jamario Moon, Andrea Bargnani, Chris Bosh","Calderon, Parker, Moon, Bargnani, Bosh",101181-1515-200081-200745-2547,TOR,80.0,1,1.0,3.0,3.0,2.0,1.0,6.0,,1.0,2.0,,,1.0,1.0,,2.0,,,108.0,11.666666666666666,15.0,8.666666666666666,15.0,0.6666666666666666,2.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,,,,4.0,4.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.545925,0.4281,1.0,16.8,,,,2.0,2.0,2.0,2.0,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,0.5,,,,,0.5,,23.3,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,0.3333333333333333,0.5,,,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-200081-2547-2568,1610612761,"Jose Calderon, Anthony Parker, Jamario Moon, Chris Bosh, Carlos Delfino","Calderon, Parker, Moon, Bosh, Delfino",101181-1515-200081-2547-2568,TOR,205.0,2,3.0,5.0,6.0,5.0,,11.0,,,1.0,,,,,,5.0,,,77.26829268292683,17.0,20.0,17.0,16.833333333333332,1.0,-2.0,,,,1.0,1.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,,,,7.0,7.0,1.0,1.0,0.625,0.625,0.7,0.7,0.3333333333333333,0.25,,,,,0.5541875,0.5541875,1.0,,,,,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,1.0,3.0,9.0,3.0,1.0,,1.0,1.0,,3.0,2.0,2.0,,1.0,0.3333333333333333,0.3333333333333333,0.75,0.25,,,,1.0,,25.0,1.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.25,1.0,1.0,,,,,0.5,,,0.25,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0.3333333333333333,0.5,0.5,1.0,1.0,0.5,0.5,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
101181-1515-200081-2547-2574,1610612761,"Jose Calderon, Anthony Parker, Jamario Moon, Chris Bosh, Jason Kapono","Calderon, Parker, Moon, Bosh, Kapono",101181-1515-200081-2547-2574,TOR,112.0,2,2.0,5.0,4.0,2.0,,9.0,,,2.0,1.0,1.0,2.0,,1.0,2.0,0.5,,115.71428571428571,13.8,10.75,13.8,10.75,0.4,-3.0,2.0,,,1.0,2.0,2.0,,1.0,,2.0,1.0,2.0,,,,2.0,,0.5,,0.3333333333333333,,0.3333333333333333,,1.0,1.0,1.0,,,,0.55255,0.603,,,1.0,1.0,,,,,,,,,1.0,,1.0,5.0,,1.0,,,,,,,1.0,,,,,0.3333333333333333,0.3333333333333333,,,,1.0,,24.3,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6666666666666666,0.5,0.5,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612761,2008,2007-08,True
