EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,OpponentPoints,Steals,BadPassSteals,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,Fouls,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,DefLongMidRangeReboundPct,ShortMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Assists,Arc3Assists,AssistPoints,ShootingFouls,FirstChancePoints,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG2APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,ShortMidRangeFrequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,LongMidRangeFGM,PtsUnassisted3s,DefShortMidRangeReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShortMidRangeFGM,Corner3FGM,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGA,FtPoints,SecondChanceFG3A,PenaltyFtPoints,Corner3Assists,OffThreePtRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,FoulsDrawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,AtRimPctBlocked,LiveBallTurnoverPct,OffThreePtReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,Assisted2sPct,NonPutbacksAssisted2sPct,LongMidRangePctAssisted,SecondChanceFtPoints,AtRimAssists,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,AtRimPctAssisted,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,BadPassOutOfBoundsTurnovers,ShortMidRangeAssists,FTDefRebounds,DefFTReboundPct,DefCorner3ReboundPct,ShortMidRangePctAssisted,SecondChanceTurnovers,Offensive Fouls,OffShortMidRangeReboundPct,OffAtRimReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,OffArc3ReboundPct,BlockedShortMidRange,SelfOReb,SelfORebPct,LostBallOutOfBoundsTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,PenaltyCorner3FGM,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,SecondChanceCorner3FGM,SecondChanceFG3M,ThreePtShootingFoulsDrawn,BlockedLongMidRange,OffensiveGoaltends,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,team_id,year,season,team_vs
101162-1727-1740-200755-2039,1610612753,"Marcin Gortat, Pat Garrity, Rashard Lewis, JJ Redick, Keyon Dooling","Gortat, Garrity, Lewis, Redick, Dooling",101162-1727-1740-200755-2039,ORL,76.0,1,1.0,2.0,2,3.0,2.0,3.0,1.0,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,94.73684210526316,1.0,19.5,12.333333333333334,19.0,12.333333333333334,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.6666666666666666,0.50555,0.6068,0.50555,1.0,1.0,8.25,26.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1727-200755-2039-2230,1610612753,"Marcin Gortat, Pat Garrity, JJ Redick, Keyon Dooling, Maurice Evans","Gortat, Garrity, Redick, Dooling, Evans",101162-1727-200755-2039-2230,ORL,163.0,1,3.0,-5.0,7,6.0,7.0,6.0,,13,,,,,,,4.0,1.0,1.0,,4.0,1.0,,,,,,4.0,1.0,,,,1.0,,1.0,1.0,2.0,,2.0,,,,,,7.0,,,,,,,,,,0.2,1.0,,1.0,1.0,,,,1.0,114.84662576687116,,15.857142857142858,8.666666666666666,15.857142857142858,8.666666666666666,,,,0.8,0.2,,,,,0.2,0.2,0.38709,,0.38709,,,19.3,25.8,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1727-200788-2039-2230,1610612753,"Marcin Gortat, Pat Garrity, James Augustine, Keyon Dooling, Maurice Evans","Gortat, Garrity, Augustine, Dooling, Evans",101162-1727-200788-2039-2230,ORL,94.0,1,2.0,-4.0,3,4.0,3.0,2.0,,7,,,,,,,1.0,1.0,1.0,,2.0,1.0,3.0,,,,,2.0,1.0,3.0,,,1.0,,,,,,,1.0,1.0,1.0,,3.0,3.0,,,,0.5,,0.5,0.5,,0.5,0.3333333333333333,,,,,,,,,107.23404255319149,,10.333333333333334,15.75,10.333333333333334,11.75,,,,0.3333333333333333,0.3333333333333333,,,,,0.3333333333333333,0.3333333333333333,0.44470000000000004,,0.44470000000000004,,1.0,12.3,24.3,1.0,7.0,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2039-2045-2306,1610612753,"Marcin Gortat, Rashard Lewis, Keyon Dooling, Hedo Turkoglu, Carlos Arroyo","Gortat, Lewis, Dooling, Turkoglu, Arroyo",101162-1740-2039-2045-2306,ORL,135.0,1,2.0,5.0,3,3.0,,,,6,,,,,,,2.0,1.0,,2.0,2.0,1.0,7.0,,,,,,,,4.0,,1.0,,,2.0,2.0,,2.0,,,,,,,1.0,,,1.1666666666666667,,,1.1666666666666667,,,0.3333333333333333,1.0,,,0.6666666666666666,,,,,64.0,,15.0,30.0,15.0,24.0,,,,0.6666666666666666,0.3333333333333333,,,,,,0.3333333333333333,0.4213166666666666,,,,,18.55,27.0,,2.0,,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,7.0,,1.0,,1.0,,,,,1.0,1.0,,,1.0,2.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2039-2045-2586,1610612753,"Marcin Gortat, Rashard Lewis, Keyon Dooling, Hedo Turkoglu, Keith Bogans","Gortat, Lewis, Dooling, Turkoglu, Bogans",101162-1740-2039-2045-2586,ORL,973.0,5,16.0,-10.0,27,25.0,4.0,2.0,5.0,52,4.0,6.0,1.0,2.0,,,9.0,6.0,2.0,7.0,18.0,11.0,25.0,2.0,3.0,4.0,1.0,1.0,4.0,4.0,14.0,2.0,6.0,3.0,3.0,5.0,8.0,5.0,13.0,1.0,1.0,1.0,1.0,4.0,4.0,0.3888888888888889,0.6666666666666666,1.0,0.39655172413793105,0.4,0.2,0.4166666666666667,0.4,0.3333333333333333,0.3793103448275862,0.8333333333333334,0.2727272727272727,0.75,0.8,0.2777777777777778,0.42857142857142855,1.0,0.75,76.9578622816033,1.0,18.962962962962962,18.44,17.22222222222222,17.76,0.20689655172413793,0.6666666666666666,0.8,0.3103448275862069,0.20689655172413793,0.4,0.5,,,0.4,0.5862068965517241,0.4578206896551724,0.48760000000000003,0.4383,0.16,0.16,11.222222222222221,25.072727272727274,0.14814814814814814,35.0,,,,,3.0,,11.0,1.0,,,3.0,2.0,,3.0,,9.0,2.0,2.0,3.0,3.0,2.0,9.0,4.0,21.0,1.0,0.2727272727272727,,0.2727272727272727,0.1111111111111111,0.3333333333333333,,0.10344827586206896,0.3333333333333333,0.3333333333333333,1.0,,0.3333333333333333,2.0,,1.0,0.2222222222222222,0.2222222222222222,1.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,0.16666666666666666,1.0,0.2857142857142857,0.5,0.3333333333333333,0.5,0.1724137931034483,0.2,0.2,1.0,0.2,0.2,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2039-2230-2586,1610612753,"Marcin Gortat, Rashard Lewis, Keyon Dooling, Maurice Evans, Keith Bogans","Gortat, Lewis, Dooling, Evans, Bogans",101162-1740-2039-2230-2586,ORL,54.0,1,1.0,-2.0,2,2.0,,2.0,,4,,,,,,,,,,,2.0,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,106.66666666666666,,17.0,10.0,17.0,10.0,,,,,,,,,,,,0.3753,,,,,10.8,,,2.0,,,,,,,1.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2039-2306-2586,1610612753,"Marcin Gortat, Rashard Lewis, Keyon Dooling, Carlos Arroyo, Keith Bogans","Gortat, Lewis, Dooling, Arroyo, Bogans",101162-1740-2039-2306-2586,ORL,116.0,1,2.0,,3,3.0,,,,6,,,,,,,2.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,0.5,,,0.3333333333333333,,,0.3333333333333333,,,0.3333333333333333,1.0,,1.0,1.0,,,,1.0,74.48275862068965,,19.0,19.666666666666668,19.0,19.666666666666668,,,,0.6666666666666666,,,,,,,0.3333333333333333,0.44455,,,,,18.85,23.5,,2.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,,2.0,,,,,,,,,,,,,,1.0,,,0.5,0.5,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2039-2586-2749,1610612753,"Marcin Gortat, Rashard Lewis, Keyon Dooling, Keith Bogans, Jameer Nelson","Gortat, Lewis, Dooling, Bogans, Nelson",101162-1740-2039-2586-2749,ORL,212.0,3,4.0,7.0,7,5.0,2.0,1.0,1.0,12,1.0,1.0,,,,,2.0,,,3.0,4.0,,11.0,,,2.0,,,,4.0,4.0,,,,2.0,,2.0,,2.0,,,,,4.0,2.0,0.75,,,0.75,,,0.9166666666666666,1.0,1.0,,,,1.0,1.0,,,,1.0,81.50943396226415,,18.0,17.2,17.857142857142858,13.0,0.25,1.0,1.0,0.5,,,,,,,0.25,0.399175,,,0.18181818181818182,0.36363636363636365,10.225,,0.2857142857142857,4.0,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,2.0,,9.0,,,,,,,,0.25,,,,,,1.0,,,0.5,0.5,1.0,,,,,,5.0,,4.0,,,,,,5.0,5.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,2.0,1.0,,0.3333333333333333,0.3333333333333333,,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.4,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2045-2306-2586,1610612753,"Marcin Gortat, Rashard Lewis, Hedo Turkoglu, Carlos Arroyo, Keith Bogans","Gortat, Lewis, Turkoglu, Arroyo, Bogans",101162-1740-2045-2306-2586,ORL,142.0,1,2.0,-1.0,4,4.0,,,,8,,,,,,,1.0,,,2.0,3.0,,4.0,,,,,,,,4.0,,,,,1.0,1.0,,1.0,,,,,,,0.6666666666666666,,,0.6666666666666666,,,0.6666666666666666,,,,1.0,,,1.0,,,,,81.12676056338029,,17.75,17.75,17.75,17.75,,,,0.3333333333333333,,,,,,,,0.3690333333333333,,,,,11.9,,,5.0,,,1.0,,1.0,,2.0,,,,2.0,,,,,,,,,,,,,4.0,,,,,,,,0.6666666666666666,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
101162-1740-2045-2586-2749,1610612753,"Marcin Gortat, Rashard Lewis, Hedo Turkoglu, Keith Bogans, Jameer Nelson","Gortat, Lewis, Turkoglu, Bogans, Nelson",101162-1740-2045-2586-2749,ORL,271.0,3,5.0,-4.0,7,8.0,2.0,4.0,,15,2.0,3.0,,,,,1.0,1.0,1.0,5.0,6.0,1.0,10.0,,,,,,1.0,,6.0,,1.0,,1.0,,2.0,,2.0,,,,,,2.0,0.8333333333333334,,,0.7142857142857143,,,0.7142857142857143,,,0.14285714285714285,,,1.0,0.5,,,,,79.70479704797049,,22.142857142857142,14.5,22.142857142857142,14.25,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.14285714285714285,0.14285714285714285,,,,,1.0,0.5714285714285714,0.48059999999999997,,0.3546,,,5.866666666666667,26.3,0.2857142857142857,14.0,,,,,,,,,,,2.0,,,,,,,,,2.0,,4.0,,10.0,,,,,,,,0.2857142857142857,,,,,,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,1.0,,,,,,,,4.0,2.0,,0.4,0.4,,,,,,1.0,1.0,,0.14285714285714285,0.16666666666666666,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612753,2008,2007-08,True
