EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LongMidRangePctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PlusMinus,Offensive Fouls Drawn,ShortMidRangeFGM,ShortMidRangeFGA,ShortMidRangeAssists,Travels,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PtsUnassisted2s,Corner3Assists,Offensive Fouls,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceShotQualityAvg,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChancePoints,LostBallTurnovers,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChancePointsPct,SecondChanceFtPoints,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,NonShootingPenaltyNonTakeFouls,FTOffRebounds,SecondChanceTurnovers,ThreePtShootingFoulsDrawn,OffFTReboundPct,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,PtsPutbacks,Loose Ball Fouls,PtsUnassisted3s,FTDefRebounds,DefFTReboundPct,HeaveAttempts,SelfOReb,StepOutOfBoundsTurnovers,SelfORebPct,SecondChanceArc3FGM,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,DefensiveGoaltends,Blocked3s,BlockedArc3,team_id,year,season,team_vs
101154-1498-1712-2052-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Caron Butler","Blatche, Daniels, Jamison, Stevenson, Butler",101154-1498-1712-2052-2406,WAS,242.0,4,4.0,10,8,6.0,7.0,1.0,18,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,2.0,5.0,1.0,3.0,2.0,9.0,9.0,1.0,1.0,3.0,1.0,3.0,2.0,7.0,4.0,3.0,3.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,9.0,7.0,6.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3333333333333333,0.4375,0.4166666666666667,0.5,0.5,0.375,0.4,0.5,0.3333333333333333,0.3333333333333333,0.25,0.3333333333333333,1.0,1.0,0.5,0.5,0.5,1.0,0.3333333333333333,1.0,107.10743801652893,12.1,15.125,11.5,14.125,0.25,0.5,1.0,1.0,0.375,0.3333333333333333,0.5,1.0,0.375,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,1.0,0.5,0.3333333333333333,0.625,0.3333333333333333,0.4936714285714286,0.5362,0.1111111111111111,0.16666666666666666,0.7777777777777778,11.84,30.03333333333333,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2052-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Darius Songaila","Blatche, Daniels, Jamison, Stevenson, Songaila",101154-1498-1712-2052-2443,WAS,96.0,1,2.0,3,3,,3.0,,6,,,,,,,,1.0,,,,,,1.0,,,5.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,90.0,17.333333333333332,14.666666666666666,17.333333333333332,8.0,,,,,,,,,1.0,,,,,,,,1.0,,0.53565,,,,,,25.8,,-5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2217-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Brendan Haywood, Roger Mason Jr.","Blatche, Daniels, Jamison, Haywood, Mason Jr.",101154-1498-1712-2217-2427,WAS,172.0,1,3.0,5,6,,,,11,1.0,2.0,,,,,,,,,2.0,3.0,,,2.0,6.0,8.0,,,,,,,,4.0,,,,,2.0,,2.0,,1.0,,4.0,,,1.0,1.0,2.0,,2.0,,,,,,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,6.0,,,1.0,1.0,,,,,0.6666666666666666,,0.6666666666666666,,0.75,,,,,,,0.5,,1.0,,0.6666666666666666,,,,1.0,1.0,92.09302325581395,14.8,16.333333333333332,14.8,13.166666666666666,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,,,,0.6666666666666666,,0.4474666666666667,,0.25,0.25,,5.033333333333333,,,-2.0,,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2240-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Gilbert Arenas, Caron Butler","Blatche, Daniels, Jamison, Arenas, Butler",101154-1498-1712-2240-2406,WAS,394.0,1,7.0,11,12,6.0,,1.0,23,1.0,2.0,1.0,1.0,1.0,2.0,,1.0,,,2.0,6.0,1.0,2.0,4.0,11.0,6.0,,1.0,3.0,1.0,1.0,1.0,6.0,,3.0,1.0,,1.0,,1.0,1.0,,,,3.0,,1.0,,7.0,7.0,1.0,8.0,,,1.0,,1.0,1.0,2.0,1.0,,3.0,3.0,5.0,1.0,,11.0,6.0,6.0,,,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.4375,0.625,0.5,0.6,0.25,0.16666666666666666,0.5,,0.5,0.6363636363636364,0.25,,,0.5384615384615384,0.2,,,1.0,,84.06091370558376,16.636363636363637,17.583333333333332,15.818181818181818,15.5,0.25,0.5,1.0,,0.25,0.5,0.5,,0.125,,,,0.25,1.0,,,0.5,,0.50425625,0.5256625,0.1111111111111111,0.14285714285714285,0.5454545454545454,11.333333333333334,25.05,0.5454545454545454,5.0,,,2.0,,,0.25,,,,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,0.6,0.6,0.6666666666666666,0.125,1.0,1.0,1.0,1.0,0.25,1.0,0.5112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2406-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Caron Butler, Roger Mason Jr.","Blatche, Daniels, Jamison, Butler, Mason Jr.",101154-1498-1712-2406-2427,WAS,698.0,4,12.0,18,18,7.0,7.0,5.0,36,4.0,7.0,1.0,3.0,,2.0,,3.0,,3.0,4.0,11.0,2.0,7.0,2.0,16.0,21.0,3.0,1.0,3.0,,3.0,2.0,4.0,6.0,6.0,3.0,,,3.0,2.0,5.0,,3.0,,12.0,2.0,2.0,2.0,6.0,8.0,4.0,12.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,5.0,5.0,3.0,,,9.0,4.0,7.0,0.75,0.75,1.0,0.2857142857142857,,0.2857142857142857,0.36363636363636365,0.3333333333333333,0.3888888888888889,0.16666666666666666,0.42105263157894735,0.2857142857142857,0.3888888888888889,,,,0.5,0.8571428571428571,0.2857142857142857,1.0,0.4,0.8888888888888888,0.3333333333333333,0.5,0.3333333333333333,1.0,1.0,74.26934097421204,19.666666666666668,19.11111111111111,17.055555555555557,19.11111111111111,0.3888888888888889,0.5714285714285714,0.5714285714285714,0.75,0.1111111111111111,,,,0.16666666666666666,,,,0.5,0.3333333333333333,0.5,,0.7777777777777778,,0.5385194444444444,0.5831833333333333,,,0.25,6.0636363636363635,24.87142857142857,0.3888888888888889,-5.0,,,2.0,,,0.1111111111111111,,,,2.0,4.0,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.3333333333333333,1.0,0.6666666666666666,,0.2222222222222222,0.5,0.5,1.0,0.2,,,0.5886666666666667,2.0,3.0,1.0,1.0,2.0,1.0,7.0,1.0,0.5,0.6666666666666666,0.7,0.7,0.5,1.0,0.6,0.6666666666666666,0.5,0.2,1.0,1.0,0.4375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2427-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Roger Mason Jr., Darius Songaila","Blatche, Daniels, Jamison, Mason Jr., Songaila",101154-1498-1712-2427-2443,WAS,249.0,2,4.0,6,7,2.0,3.0,3.0,13,,,,,1.0,3.0,,,,,2.0,6.0,1.0,2.0,4.0,11.0,5.0,3.0,2.0,4.0,,,1.0,5.0,2.0,3.0,,,1.0,1.0,1.0,2.0,,,1.0,5.0,1.0,3.0,,2.0,2.0,4.0,6.0,1.0,,,,,,,,3.0,3.0,5.0,5.0,3.0,,3.0,5.0,2.0,0.5,0.5,1.0,0.5,,0.5,0.3333333333333333,0.5,0.4375,0.5,0.55,0.625,0.25,0.16666666666666666,,,,1.0,0.75,,1.0,1.0,0.8,0.5,,1.0,,75.18072289156626,23.166666666666668,15.714285714285714,14.166666666666666,15.714285714285714,,,,,0.375,0.3333333333333333,0.3333333333333333,1.0,,,,,,,,,0.25,,0.40429375,0.359625,0.3,0.375,0.45454545454545453,12.15,23.9,0.3333333333333333,6.0,,1.0,3.0,,,0.375,0.3333333333333333,0.5,,1.0,2.0,,,,1.0,2.0,1.0,,,,,,,,,,,,1.0,,0.25,0.5,0.5,1.0,,,,0.4020875,,,1.0,1.0,2.0,1.0,8.0,,1.0,0.6666666666666666,0.875,1.0,1.0,,,,,0.25,1.0,1.0,0.7272727272727273,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-201187-2427-2443,1610612764,"Andray Blatche, Antonio Daniels, Dominic McGuire, Roger Mason Jr., Darius Songaila","Blatche, Daniels, McGuire, Mason Jr., Songaila",101154-1498-201187-2427-2443,WAS,110.0,1,2.0,3,4,,4.0,,7,,,,,,2.0,,,,,,3.0,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.63636363636364,16.666666666666668,15.0,16.666666666666668,14.5,,,,,0.6666666666666666,,,,,,,,,,,,,,0.3983666666666667,,,,,15.266666666666666,,,-8.0,,,1.0,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-2217-2406-2427,1610612764,"Andray Blatche, Antonio Daniels, Brendan Haywood, Caron Butler, Roger Mason Jr.","Blatche, Daniels, Haywood, Butler, Mason Jr.",101154-1498-2217-2406-2427,WAS,285.0,2,5.0,8,7,,,2.0,15,,,,,1.0,2.0,,2.0,,,1.0,2.0,,2.0,3.0,5.0,9.0,,,,,,,,,,2.0,,1.0,,,,,,,,1.0,,1.0,2.0,3.0,2.0,5.0,,,2.0,,1.0,1.0,3.0,,2.0,2.0,5.0,7.0,2.0,,5.0,,,,,,,,,0.5,,0.25,,0.35714285714285715,,0.5,0.5,,0.5,0.6666666666666666,0.6666666666666666,,1.0,0.5,0.75,0.3333333333333333,,0.5,0.5,,75.78947368421052,21.625,16.0,16.625,14.857142857142858,,,,,0.5,0.5,1.0,,0.5,,,,,,,,0.5,,0.41765,,0.42857142857142855,0.5,,18.05,26.15,,-4.0,,,,,1.0,,,,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.32715,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.5,0.3333333333333333,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-2406-2427-2443,1610612764,"Andray Blatche, Antonio Daniels, Caron Butler, Roger Mason Jr., Darius Songaila","Blatche, Daniels, Butler, Mason Jr., Songaila",101154-1498-2406-2427-2443,WAS,169.0,2,3.0,5,5,,,,10,,1.0,,,,,,,,,,1.0,,,,,6.0,,,,,,,,,,,,1.0,,,,,,,,,,,2.0,2.0,,2.0,,,1.0,1.0,,3.0,4.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,,0.25,1.0,,,,1.0,,,,1.0,,85.20710059171597,18.0,15.8,18.0,15.8,1.0,,,,,,,,,,,,,,,,1.0,,0.374,,,,,3.2,,,-6.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1712-201156-2052-2427,1610612764,"Andray Blatche, Antawn Jamison, Nick Young, DeShawn Stevenson, Roger Mason Jr.","Blatche, Jamison, Young, Stevenson, Mason Jr.",101154-1712-201156-2052-2427,WAS,194.0,1,3.0,7,7,,,1.0,14,,3.0,,,,,1.0,1.0,,,,3.0,2.0,3.0,1.0,7.0,6.0,1.0,,,,,,,,6.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,6.0,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,,,1.0,,,,1.0,2.0,1.0,,7.0,,,,,1.0,0.6666666666666666,,0.6666666666666666,,,0.5,,0.5,,0.5,0.3333333333333333,0.3333333333333333,,1.0,0.5,0.3333333333333333,1.0,,0.6666666666666666,0.25,,,1.0,1.0,103.91752577319588,14.571428571428571,13.142857142857142,14.142857142857142,12.428571428571429,0.5,,,,,,,,0.16666666666666666,1.0,1.0,1.0,,,,,1.0,1.0,0.6186166666666667,,0.14285714285714285,0.25,,0.8333333333333334,24.099999999999998,,1.0,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,0.3333333333333333,0.5,0.5,1.0,,,,0.6328,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
