EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,DefThreePtRebounds,DefRebounds,Rebounds,Steals,LostBallSteals,ShootingFouls,Fouls,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefThreePtReboundPct,DefFGReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,ShortMidRangeFGA,Fg2aBlocked,DefTwoPtRebounds,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,DefLongMidRangeReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceOffPoss,SecondChanceAtRimFGA,FtPoints,SecondChanceFG2A,PenaltyFtPoints,OffTwoPtRebounds,OffRebounds,LiveBallTurnovers,LostBallTurnovers,Turnovers,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,LiveBallTurnoverPct,OffTwoPtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ThreePtShootingFoulsDrawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,FG3APct,AtRimPctBlocked,DefShortMidRangeReboundPct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,ThreePtShootingFoulsDrawnPct,Avg3ptShotDistance,SecondChanceAtRimFGM,SecondChanceFG2M,SecondChancePoints,PtsPutbacks,LongMidRangeAssists,FTOffRebounds,FTDefRebounds,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,DefFTReboundPct,OffFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,SecondChancePointsPct,SecondChanceFtPoints,BadPassSteals,Corner3FGM,Corner3FGA,Corner3Assists,OffThreePtRebounds,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyTurnovers,ShortMidRangeAssists,SelfOReb,Travels,OffShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGA,SecondChanceFG3M,SecondChanceFG3A,LostBallOutOfBoundsTurnovers,Loose Ball Fouls,Technical Free Throw Trips,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,HeaveAttempts,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Defensive 3 Seconds Violations,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,SecondChanceTurnovers,SecondChanceAtRimPctAssisted,Blocked3s,BlockedCorner3,BlockedShortMidRange,StepOutOfBoundsTurnovers,BlockedArc3,PtsUnassisted3s,DefensiveGoaltends,OffCorner3ReboundPct,3SecondViolations,BlockedLongMidRange,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,Arc3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101109-1507-1737-1863-201162,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Earl Boykins, Jared Dudley","Felton, Anderson, Mohammed, Boykins, Dudley",101109-1507-1737-1863-201162,CHA,118.0,1,2.0,3.0,4.0,3.0,4.0,1.0,7,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,6.0,3.0,3.0,3.0,6.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,4.0,0.3333333333333333,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,85.42372881355932,9.75,26.333333333333332,9.75,25.333333333333332,0.6666666666666666,1.0,1.0,0.5,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.5254666666666666,0.5254666666666666,1.0,6.833333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-200797-976,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Ryan Hollins, Jeff McInnis","Felton, Anderson, Mohammed, Hollins, McInnis",101109-1507-1737-200797-976,CHA,74.0,1,1.0,,2.0,2.0,2.0,2.0,4,,,,,,,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,2.0,,,,,,1.0,1.0,,,,,2.0,2.0,2.0,,,0.5,0.5,0.5,0.5,0.5,0.5,,1.0,,77.83783783783784,17.0,20.0,17.0,20.0,,,,,,,,,,,0.31725,0.31725,1.0,11.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-201162-2202,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Jason Richardson","Felton, Anderson, Mohammed, Dudley, Richardson",101109-1507-1737-201162-2202,CHA,221.0,2,4.0,-3.0,6.0,7.0,,,13,1.0,3.0,,,1.0,3.0,2.0,6.0,7.0,10.0,,,1.0,,4.0,,,,,,,2.0,,,1.0,1.0,7.0,1.0,,,,0.3333333333333333,,0.3333333333333333,,0.4375,0.5,,,,84.70588235294119,19.666666666666668,14.714285714285714,19.166666666666668,14.285714285714286,0.5,0.3333333333333333,0.3333333333333333,,0.5,0.3333333333333333,0.3333333333333333,,,0.5,0.48678333333333335,,0.14285714285714285,9.616666666666667,,,,,,,,,,,,,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,3.0,1.0,0.5,0.5,0.5,0.5,1.0,0.58885,0.375,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-201162-2222,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Gerald Wallace","Felton, Anderson, Mohammed, Dudley, Wallace",101109-1507-1737-201162-2222,CHA,230.0,1,4.0,-2.0,5.0,5.0,3.0,4.0,10,,1.0,,1.0,,,,2.0,8.0,10.0,,1.0,6.0,,,,2.0,,6.0,,1.0,1.0,,,1.0,1.0,8.0,6.0,3.0,,,,,0.75,1.0,0.8,1.0,,0.2,,62.608695652173914,24.8,21.2,24.8,14.8,0.25,,,,,,,0.3333333333333333,,0.75,0.4117125,0.4417166666666667,0.75,7.6,0.6,,1.0,1.0,1.0,0.5,,0.3333333333333333,,0.25,,,,,2.0,,,,,,,,1.0,,3.0,,,,,,,,,,0.2,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.3333333333333333,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-201162-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jared Dudley, Matt Carroll","Felton, Anderson, Mohammed, Dudley, Carroll",101109-1507-1737-201162-2679,CHA,549.0,3,9.0,1.0,19.0,20.0,8.0,8.0,39,4.0,5.0,1.0,1.0,2.0,5.0,7.0,14.0,20.0,19.0,2.0,5.0,8.0,6.0,8.0,3.0,3.0,1.0,6.0,1.0,9.0,11.0,1.0,1.0,3.0,4.0,16.0,8.0,8.0,0.42857142857142855,0.6,0.5,0.4,0.4666666666666667,0.3333333333333333,0.5263157894736842,0.5,1.0,0.8,,102.29508196721311,12.210526315789474,15.85,12.157894736842104,15.65,0.3333333333333333,0.8,0.8,0.25,0.3333333333333333,0.4,0.4,0.16666666666666666,1.0,0.4,0.4630466666666667,0.4027,0.4,9.278571428571428,0.42105263157894735,1.0,4.0,,7.0,,,0.7777777777777778,0.5,0.26666666666666666,0.25,0.25,2.0,2.0,6.0,2.0,4.0,1.0,2.0,1.0,,2.0,5.0,,9.0,1.0,5.0,0.5,0.14285714285714285,0.14285714285714285,1.0,,1.0,0.53175,0.2631578947368421,0.2777777777777778,,1.0,,1.0,,1.0,,1.0,,1.0,,,,,,,,,0.06666666666666667,,1.0,0.06666666666666667,,,,0.16666666666666666,,,,29.1,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.8333333333333334,1.0,1.0,1.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-2202-2222,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Gerald Wallace","Felton, Anderson, Mohammed, Richardson, Wallace",101109-1507-1737-2202-2222,CHA,229.0,3,4.0,4.0,9.0,9.0,,1.0,18,,3.0,,,2.0,4.0,2.0,7.0,8.0,4.0,,,,2.0,2.0,1.0,1.0,,2.0,1.0,3.0,6.0,3.0,2.0,2.0,3.0,4.0,,,0.5,0.5,0.2857142857142857,,0.2857142857142857,,0.4,,1.0,1.0,,113.18777292576418,11.0,14.444444444444445,10.333333333333334,14.444444444444445,0.42857142857142855,,,,0.5714285714285714,0.5,0.5,,,0.42857142857142855,0.5021857142857142,,,10.271428571428572,,,,1.0,2.0,0.14285714285714285,,1.0,1.0,,,,3.0,,4.0,1.0,,3.0,3.0,2.0,2.0,2.0,3.0,,6.0,,3.0,1.0,0.6,0.6,0.6666666666666666,0.5,,0.4092,0.3,0.3,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,1.0,4.0,,1.0,,,,,,1.0,1.0,1.0,1.0,,1.0,1.0,0.6666666666666666,,,1.0,1.0,1.0,0.5,,0.5,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-2202-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Matt Carroll","Felton, Anderson, Mohammed, Richardson, Carroll",101109-1507-1737-2202-2679,CHA,286.0,3,5.0,-1.0,8.0,9.0,1.0,5.0,17,1.0,1.0,,,,1.0,3.0,5.0,10.0,11.0,,1.0,1.0,2.0,4.0,1.0,2.0,1.0,5.0,1.0,3.0,4.0,,,1.0,3.0,10.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,,0.5625,,0.5555555555555556,0.16666666666666666,1.0,0.6,1.0,85.5944055944056,18.25,15.555555555555555,18.125,14.444444444444445,0.125,1.0,1.0,1.0,0.125,,,,,0.5,0.46355625,0.36445,0.1,9.22,0.125,2.0,3.0,,2.0,,,0.5,0.5,0.375,0.6666666666666666,0.6666666666666666,2.0,,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,4.0,,3.0,1.0,2.0,1.0,,0.3333333333333333,,,,,0.2222222222222222,0.3333333333333333,,2.0,,1.0,1.0,3.0,,1.0,3.0,2.0,,1.0,,,1.0,0.3333333333333333,,0.3333333333333333,0.375,,,0.25,,,,0.5,,,,24.7,,,,,,,,,,,1.0,1.0,1.0,,1.0,,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,0.5,0.5,0.125,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-2202-2731,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Emeka Okafor","Felton, Anderson, Mohammed, Richardson, Okafor",101109-1507-1737-2202-2731,CHA,362.0,2,6.0,10.0,11.0,10.0,5.0,3.0,21,3.0,3.0,,,1.0,2.0,5.0,6.0,20.0,10.0,1.0,2.0,7.0,2.0,8.0,1.0,3.0,1.0,8.0,1.0,5.0,7.0,,,3.0,4.0,16.0,7.0,5.0,0.2,0.2,0.8333333333333334,0.5,0.8888888888888888,0.625,0.9090909090909091,0.7,1.0,0.75,,83.53591160220995,13.909090909090908,20.9,12.272727272727273,19.7,0.3333333333333333,1.0,1.0,0.3333333333333333,0.2222222222222222,0.5,0.5,,,0.6666666666666666,0.5053333333333333,0.4525625,0.35,6.716666666666666,0.45454545454545453,1.0,1.0,,2.0,,,0.6666666666666666,1.0,0.1111111111111111,1.0,1.0,2.0,,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,,4.0,,2.0,1.0,1.0,1.0,,1.0,,,0.18181818181818182,0.25,2.0,3.0,1.0,2.0,2.0,3.0,1.0,2.0,6.0,3.0,2.0,2.0,2.0,,1.0,0.6666666666666666,0.5,0.6666666666666666,0.3333333333333333,,,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.6666666666666666,,25.2,,1.0,4.0,,,,2.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,0.5,1.0,,,,0.2,2.0,,,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-2202-976,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Jason Richardson, Jeff McInnis","Felton, Anderson, Mohammed, Richardson, McInnis",101109-1507-1737-2202-976,CHA,295.0,2,5.0,5.0,10.0,10.0,3.0,,20,4.0,4.0,2.0,2.0,,,5.0,7.0,15.0,10.0,2.0,3.0,4.0,4.0,6.0,2.0,3.0,1.0,7.0,1.0,4.0,6.0,1.0,,1.0,1.0,11.0,4.0,3.0,0.4,0.6666666666666666,0.7142857142857143,0.6666666666666666,0.8125,0.6666666666666666,0.75,0.6666666666666666,1.0,0.8,1.0,97.62711864406779,10.6,18.9,10.5,18.9,0.5,1.0,1.0,0.25,,,,0.6666666666666666,1.0,0.625,0.48388125,0.4405333333333334,0.26666666666666666,4.942857142857143,0.3,1.0,3.0,,3.0,,,0.75,0.5,0.375,0.3333333333333333,0.3333333333333333,2.0,2.0,2.0,2.0,,2.0,2.0,,,1.0,3.0,,5.0,1.0,3.0,,1.0,1.0,,,1.0,0.50055,0.3,0.3333333333333333,1.0,1.0,,,1.0,1.0,,,3.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,0.125,,1.0,0.125,1.0,1.0,1.0,,,1.0,,25.2,2.0,2.0,4.0,4.0,,,,,,1.0,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,0.26666666666666666,,1.0,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
101109-1507-1737-2222-2679,1610612766,"Raymond Felton, Derek Anderson, Nazr Mohammed, Gerald Wallace, Matt Carroll","Felton, Anderson, Mohammed, Wallace, Carroll",101109-1507-1737-2222-2679,CHA,1043.0,6,17.0,-1.0,33.0,32.0,11.0,12.0,65,3.0,4.0,2.0,2.0,,10.0,6.0,19.0,30.0,31.0,2.0,5.0,12.0,2.0,10.0,1.0,2.0,1.0,5.0,4.0,12.0,15.0,,,7.0,9.0,23.0,12.0,11.0,0.16666666666666666,0.25,0.3157894736842105,0.4,0.28846153846153844,0.25,0.4375,0.45454545454545453,0.8,0.75,1.0,89.74113135186961,15.878787878787879,16.21875,15.606060606060606,16.1875,0.15384615384615385,0.75,0.75,0.3333333333333333,0.38461538461538464,,,0.25,1.0,0.4230769230769231,0.45001153846153846,0.4613875,0.4,13.4,0.3333333333333333,3.0,5.0,1.0,8.0,0.05263157894736842,,0.7272727272727273,1.0,0.19230769230769232,0.6,0.6,3.0,2.0,15.0,2.0,8.0,2.0,3.0,,,3.0,14.0,5.0,15.0,1.0,7.0,,0.15384615384615385,0.1111111111111111,,0.1,0.6666666666666666,0.5667,0.21875,0.28,,3.0,,1.0,1.0,7.0,,3.0,3.0,3.0,,1.0,,,1.0,0.14285714285714285,,0.14285714285714285,0.2692307692307692,,0.6666666666666666,0.11538461538461539,,,,0.125,,,,24.771428571428572,2.0,2.0,7.0,4.0,,1.0,,,,3.0,,,,,,1.0,1.1666666666666667,1.1666666666666667,,1.0,0.3333333333333333,,,,1.0,0.23333333333333334,,,1.0,4.0,1.0,,,,0.15384615384615385,0.25,0.25,1.0,1.0,,1.0,1.0,0.5,0.058823529411764705,,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.1,0.3333333333333333,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612766,2008,2007-08,True
