EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Corner3FGA,SecondChanceCorner3FGA,PenaltyCorner3FGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGA,PtsPutbacks,Corner3Assists,FTDefRebounds,Technical Free Throw Trips,NonShootingFoulsDrawn,Blocked2s,Blocked3s,BlockedArc3,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,DefFTReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,PenaltyCorner3Accuracy,StepOutOfBoundsTurnovers,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,SecondChanceCorner3FGM,SecondChanceFG3M,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls,Loose Ball Fouls Drawn,3SecondViolations,BadPassOutOfBoundsTurnovers,LongMidRangePctBlocked,Defensive 3 Seconds Violations,HeaveAttempts,BlockedShortMidRange,BlockedLongMidRange,Travels,PtsUnassisted3s,FTOffRebounds,LostBallOutOfBoundsTurnovers,DefensiveGoaltends,OffensiveGoaltends,ShortMidRangePctBlocked,OffFTReboundPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101145-101235-1506-1536-1733,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Al Harrington","Ellis, Azubuike, Croshere, Jackson, Harrington",101145-101235-1506-1536-1733,GSW,881.0,7,15.0,-16.0,32.0,33.0,9.0,8.0,4.0,65.0,5.0,9.0,2.0,2.0,1.0,2.0,2.0,5.0,3.0,6.0,4.0,1.0,2.0,1.0,4.0,1.0,3.0,10.0,20.0,1.0,8.0,5.0,28.0,44.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,1.0,5.0,1.0,6.0,12.0,8.0,3.0,4.0,1.0,1.0,6.0,1.0,7.0,1.0,3.0,1.0,2.0,15.0,2.0,3.0,3.0,4.0,7.0,5.0,12.0,1.0,2.0,1.0,1.0,5.0,3.0,2.0,2.0,7.0,1.0,3.0,4.0,7.0,1.0,7.0,3.0,7.0,1.0,4.0,23.0,6.0,9.0,2.0,0.6,0.6,1.0,0.125,0.2,0.125,0.5,1.0,0.5,0.4107142857142857,0.6666666666666666,0.35714285714285715,0.45161290322580644,0.8333333333333334,0.375,0.2857142857142857,0.05,0.1111111111111111,0.7142857142857143,0.8,0.3333333333333333,1.0,0.2857142857142857,0.875,0.3125,0.75,0.3333333333333333,0.25,0.8,1.0,1.0,0.06666666666666667,106.24290578887627,14.75,12.393939393939394,14.3125,12.212121212121213,0.32142857142857145,0.5555555555555556,0.625,0.6,0.17857142857142858,0.4,0.4,0.5,0.21428571428571427,0.5,0.5,0.6666666666666666,0.14285714285714285,0.14285714285714285,0.25,0.25,1.0,0.6666666666666666,1.0,0.5,0.3333333333333333,0.2857142857142857,0.5,0.2857142857142857,0.42857142857142855,0.3333333333333333,0.6071428571428571,0.25,0.5281517857142857,0.65465,0.6279714285714286,0.12903225806451613,0.17391304347826086,0.17857142857142858,0.21428571428571427,8.559999999999999,24.5,0.28125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-1884,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Baron Davis","Ellis, Azubuike, Croshere, Jackson, Davis",101145-101235-1506-1536-1884,GSW,636.0,7,11.0,11.0,24.0,24.0,22.0,10.0,3.0,48.0,7.0,10.0,1.0,1.0,6.0,9.0,1.0,3.0,,2.0,1.0,,1.0,,3.0,,3.0,8.0,15.0,1.0,4.0,13.0,32.0,21.0,1.0,2.0,1.0,,2.0,7.0,14.0,1.0,4.0,10.0,27.0,6.0,10.0,3.0,3.0,,1.0,3.0,1.0,4.0,,3.0,,,9.0,1.0,2.0,6.0,5.0,12.0,3.0,15.0,,,,,,,,,,,,2.0,6.0,,13.0,2.0,16.0,1.0,3.0,30.0,27.0,22.0,4.0,0.375,0.42857142857142855,1.0,0.25,0.25,0.25,0.5333333333333333,0.5,0.5,0.5,0.3333333333333333,0.4722222222222222,0.6,0.3333333333333333,0.5652173913043478,0.21052631578947367,0.06666666666666667,0.1,,0.625,0.2857142857142857,1.0,0.3333333333333333,0.7857142857142857,0.3,0.3333333333333333,0.3333333333333333,,0.8,1.0,1.0,,108.67924528301887,11.916666666666666,14.583333333333334,11.083333333333334,13.333333333333334,0.5263157894736842,0.7,0.7777777777777778,0.42857142857142855,0.15789473684210525,0.3333333333333333,0.3333333333333333,,0.10526315789473684,,,,0.05263157894736842,0.15789473684210525,,,,0.3333333333333333,1.0,,,0.5,0.6666666666666666,0.05555555555555555,0.16666666666666666,,0.7368421052631579,,0.501571052631579,0.5171,0.49846944444444446,0.14285714285714285,0.17647058823529413,0.0625,0.84375,4.613333333333333,24.6,0.9166666666666666,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,0.5,0.3333333333333333,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-200785,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Kosta Perovic","Ellis, Azubuike, Croshere, Jackson, Perovic",101145-101235-1506-1536-200785,GSW,183.0,1,3.0,-8.0,7.0,6.0,3.0,,2.0,13.0,1.0,1.0,1.0,1.0,,,,2.0,,1.0,1.0,1.0,1.0,,2.0,,,1.0,4.0,,3.0,,2.0,10.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,,,2.0,,2.0,,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,3.0,,,,,,,2.0,,2.0,,1.0,1.0,1.0,,1.0,,,,,,,3.0,,,,,,,,0.25,1.0,,0.14285714285714285,0.5,,0.14285714285714285,0.5,,0.42857142857142855,,,,1.0,0.3333333333333333,,0.3333333333333333,1.0,0.3333333333333333,,0.5,,,,,,102.29508196721312,14.857142857142858,13.166666666666666,12.857142857142858,13.166666666666666,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,0.14285714285714285,,,,0.14285714285714285,0.2857142857142857,,,,0.5,1.0,,0.5,,,0.5,,,0.5714285714285714,,0.5086,0.5468,0.5,,,1.0,,6.875,24.133333333333336,0.42857142857142855,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-201158,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Marco Belinelli","Ellis, Azubuike, Croshere, Jackson, Belinelli",101145-101235-1506-1536-201158,GSW,136.0,1,2.0,7.0,4.0,3.0,,,1.0,7.0,,,,,,,1.0,2.0,2.0,2.0,1.0,1.0,,,1.0,,,3.0,4.0,1.0,2.0,,9.0,2.0,,1.0,1.0,,3.0,,,,,,,4.0,2.0,3.0,1.0,,,2.0,1.0,3.0,,,1.0,1.0,7.0,1.0,1.0,2.0,,2.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,6.0,,,,0.6666666666666666,0.6666666666666666,1.0,0.5,,0.5,0.75,,,0.75,0.75,,0.75,0.75,,0.3333333333333333,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,,,1.0,,0.5,74.11764705882354,17.5,22.0,12.5,22.0,,,,,0.3333333333333333,0.5,0.5,1.0,0.3333333333333333,1.0,1.0,0.5,0.16666666666666666,0.16666666666666666,,,,,,,0.5,,,,,,0.3333333333333333,,0.48163333333333336,0.567925,,,,0.3333333333333333,,13.825,24.45,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-201228,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, C.J. Watson","Ellis, Azubuike, Croshere, Jackson, Watson",101145-101235-1506-1536-201228,GSW,60.0,1,1.0,1.0,2.0,2.0,,,1.0,4.0,,1.0,,,,,,,,,,,,1.0,2.0,,,,1.0,1.0,2.0,,3.0,2.0,,,1.0,,3.0,,,,,,,,,3.0,2.0,1.0,,,1.0,1.0,1.0,,,,3.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,0.5,,0.5,,,,0.5,1.5,,0.5,1.5,,0.6666666666666666,,,,1.0,1.0,,,1.0,0.5,1.0,,,1.0,,,,96.0,11.5,18.5,7.0,18.5,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,0.5,0.5,1.0,,,,,,,,,,1.0,0.5,0.5342666666666667,0.56925,,,,1.0,,3.6,25.1,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-2440,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Matt Barnes","Ellis, Azubuike, Croshere, Jackson, Barnes",101145-101235-1506-1536-2440,GSW,108.0,2,2.0,-3.0,4.0,4.0,4.0,4.0,1.0,8.0,,1.0,,,,1.0,,1.0,,1.0,1.0,,1.0,,,,,,3.0,,1.0,1.0,1.0,4.0,,,,1.0,1.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,1.0,,2.0,,1.0,,1.0,4.0,,,,,,,,,,,,,,0.1,0.5,0.1,0.25,,,,1.0,0.3333333333333333,1.0,,1.0,0.25,1.0,,,,,1.0,,106.66666666666666,18.25,8.75,18.25,8.75,0.25,,,,0.25,,,,0.25,,,,0.25,,,,,,,,,0.25,,0.25,,,0.5,,0.4107125,,0.4107125,0.2,0.25,1.0,1.0,10.799999999999999,23.3,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-2554,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Mickael Pietrus","Ellis, Azubuike, Croshere, Jackson, Pietrus",101145-101235-1506-1536-2554,GSW,455.0,4,8.0,,16.0,15.0,6.0,8.0,4.0,31.0,6.0,9.0,2.0,3.0,4.0,5.0,,2.0,,2.0,3.0,1.0,,,,,,6.0,13.0,,3.0,2.0,14.0,14.0,2.0,4.0,1.0,,4.0,4.0,5.0,,,,8.0,4.0,8.0,,,,1.0,2.0,,2.0,,2.0,,,4.0,,5.0,2.0,1.0,4.0,5.0,9.0,,1.0,,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,6.0,,3.0,,4.0,,2.0,10.0,8.0,6.0,2.0,0.3333333333333333,0.5,,,,,0.46153846153846156,0.5,0.8,0.375,0.4,0.8,0.3888888888888889,0.4,0.6666666666666666,0.1875,0.07692307692307693,0.1111111111111111,0.6,1.0,0.7142857142857143,1.0,,1.0,0.5555555555555556,0.6666666666666666,,,,1.0,,,98.10989010989012,16.4375,12.8,15.3125,12.8,0.5625,0.6666666666666666,0.75,0.3333333333333333,0.125,,,,0.125,,,,0.1875,,,,,0.6,0.6666666666666666,,0.2,1.0,0.8,,,,0.75,,0.523571875,0.54557,0.55862,0.1111111111111111,0.13333333333333333,0.2857142857142857,0.5714285714285714,3.8307692307692305,23.7,0.375,,,,4.0,,1.0,,,,,,,,,,1.0,0.5,1.0,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-2740,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, Andris Biedrins","Ellis, Azubuike, Croshere, Jackson, Biedrins",101145-101235-1506-1536-2740,GSW,369.0,3,6.0,-1.0,12.0,13.0,6.0,6.0,1.0,25.0,1.0,1.0,,,1.0,1.0,,2.0,1.0,2.0,2.0,1.0,2.0,,,,,2.0,5.0,1.0,2.0,6.0,13.0,14.0,,,1.0,,,1.0,2.0,1.0,2.0,3.0,8.0,,4.0,3.0,,,,,1.0,1.0,,,,,3.0,,1.0,1.0,3.0,4.0,1.0,5.0,1.0,1.0,,1.0,1.0,,,1.0,1.0,,,,1.0,,6.0,1.0,8.0,,2.0,13.0,8.0,6.0,,,,1.0,0.5,0.5,0.5,0.4,,0.5,0.5,,0.625,0.5909090909090909,,0.6666666666666666,0.2857142857142857,,,1.0,0.5,0.3333333333333333,1.0,,0.5714285714285714,0.25,,,,0.5,1.0,,0.25,97.5609756097561,17.083333333333332,12.615384615384615,16.0,12.307692307692308,0.14285714285714285,1.0,1.0,,0.2857142857142857,,,,0.2857142857142857,0.5,0.5,,0.2857142857142857,,,,,,,,1.0,0.25,1.0,0.5,,,0.42857142857142855,,0.47235,0.53805,0.5134875,0.2222222222222222,0.2857142857142857,,0.6153846153846154,8.68,23.65,0.5,1.0,1.0,,,1.0,,,2.0,1.0,,,1.0,1.0,1.0,2.0,,,0.5,1.0,0.5,0.5,1.0,,0.5,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1536-2788,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Stephen Jackson, DJ Mbenga","Ellis, Azubuike, Croshere, Jackson, Mbenga",101145-101235-1506-1536-2788,GSW,197.0,1,3.0,-1.0,7.0,6.0,,,1.0,13.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,2.0,,,3.0,4.0,,2.0,2.0,8.0,9.0,,,1.0,,,,,,,,,6.0,,,2.0,,1.0,3.0,,3.0,,1.0,1.0,1.0,6.0,1.0,,,2.0,2.0,1.0,3.0,,,,,1.0,1.0,,,1.0,,,1.0,2.0,,3.0,,2.0,,1.0,8.0,,,,1.0,1.0,,,,,0.75,,,0.5,,,0.5714285714285714,,,0.3333333333333333,0.25,0.5,1.0,1.0,,,0.5,1.0,0.3333333333333333,,0.5,,,,,,95.0253807106599,16.285714285714285,13.833333333333334,13.428571428571429,13.833333333333334,0.3333333333333333,0.5,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,0.16666666666666666,1.0,1.0,1.0,,0.3333333333333333,,,,,,,,,,,,,0.6666666666666666,,0.52615,0.55575,,0.14285714285714285,0.2,,,5.8,25.5,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
101145-101235-1506-1607-2554,1610612744,"Monta Ellis, Kelenna Azubuike, Austin Croshere, Troy Hudson, Mickael Pietrus","Ellis, Azubuike, Croshere, Hudson, Pietrus",101145-101235-1506-1607-2554,GSW,120.0,1,2.0,,4.0,4.0,4.0,2.0,,8.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,2.0,3.0,,1.0,1.0,5.0,5.0,,,,,,2.0,3.0,,1.0,1.0,5.0,4.0,,,,,,2.0,,2.0,,1.0,,1.0,4.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,1.0,5.0,5.0,4.0,,1.0,1.0,,,,,0.6666666666666666,,0.6666666666666666,0.5,,0.5,0.625,,0.625,0.25,,,,1.0,,,,1.0,,,,,,,,,96.0,16.75,13.25,16.75,13.25,0.5,0.5,0.5,1.0,,,,,0.25,1.0,1.0,1.0,0.25,,,,,,,,,0.5,0.5,0.25,,,0.75,,0.5610875,,0.5610875,0.25,0.3333333333333333,,1.0,7.0,24.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612744,2008,2007-08,True
