EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,FG3APct,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,HeaveAttempts,FTDefRebounds,DefRebounds,Rebounds,PenaltyOffPossExcludingTakeFouls,DefFTReboundPct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,PenaltyOffPossPct,Minutes,PlusMinus,FtPoints,Points,OpponentPoints,DefTwoPtRebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,TsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyDefPoss,PenaltyFtPoints,PenaltyPoints,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyTsPct,PenaltyPointsPct,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,PenaltyCorner3FGA,FG2M,FG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffRebounds,Steals,LostBallSteals,Loose Ball Fouls Drawn,2pt And 1 Free Throw Trips,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,SecondChanceTsPct,OffThreePtReboundPct,OffFGReboundPct,OffCorner3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Corner3Frequency,PenaltyCorner3Frequency,ShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,PenaltyArc3FGM,FG3M,SecondChanceFG2M,SecondChanceFG2A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffTwoPtRebounds,DefThreePtRebounds,SelfOReb,BadPassSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Offensive Fouls Drawn,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,Avg2ptShotDistance,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Blocked2s,BlockedAtRim,Blocks,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,SecondChanceTurnovers,OffFTReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Fg2aBlocked,Offensive Fouls,BlockedShortMidRange,RecoveredBlocks,FG2APctBlocked,LongMidRangePctBlocked,OffArc3ReboundPct,BlocksRecoveredPct,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,Loose Ball Fouls,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,AtRimPctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffShortMidRangeReboundPct,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,Corner3PctBlocked,Technical Free Throw Trips,Travels,BlockedLongMidRange,DefCorner3ReboundPct,Arc3PctBlocked,StepOutOfBoundsTurnovers,Clear Path Fouls,3SecondViolations,Defensive 3 Seconds Violations,team_id,year,season,team_vs
101114-101139-1723-1905-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Mehmet Okur","Williams, Miles, Harpring, Kirilenko, Okur",101114-101139-1723-1905-2246,UTA,2.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-1905-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Kyle Korver","Williams, Miles, Harpring, Kirilenko, Korver",101114-101139-1723-1905-2594,UTA,4.0,1,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,41.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,720.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-200794-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Mehmet Okur","Williams, Miles, Harpring, Millsap, Okur",101114-101139-1723-200794-2246,UTA,64.0,1,,,,,,,,,,,3.0,3.0,,6.0,,1.0,2.0,2.0,,1.0,135.0,12.0,12.0,,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,0.75,1.0,1.0,1.0,1.0,9.333333333333334,9.333333333333334,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-2246-2260,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Jarron Collins","Williams, Miles, Harpring, Okur, Collins",101114-101139-1723-2246-2260,UTA,23.0,1,,,,,,,,,,,1.0,2.0,1.0,3.0,,,,,1.0,,187.82608695652172,,,1.0,,-1.0,2.0,2.0,3.0,,,,,,,1.0,2.0,,1.0,2.0,1.0,,,,,11.5,11.5,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-2246-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Carlos Boozer","Williams, Miles, Harpring, Okur, Boozer",101114-101139-1723-2246-2430,UTA,87.0,2,1.0,,2.0,1.0,1.0,0.5,0.25,,1.0,23.5,4.0,3.0,1.0,7.0,,,,1.0,1.0,,115.86206896551724,11.25,11.25,0.25,1.0,2.0,2.0,6.0,4.0,,,,,1.0,1.0,2.0,3.0,1.0,1.0,5.0,0.6,,,,,14.0,13.0,0.25,0.5,2.0,1.0,1.0,1.0,1.0,0.25,0.16666666666666666,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,1.0,0.5,0.25,1.0,0.6639875,0.56895,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1905-200794-2246,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Mehmet Okur","Williams, Miles, Kirilenko, Millsap, Okur",101114-101139-1905-200794-2246,UTA,13.0,1,,,,,,,,,,,1.0,,1.0,1.0,,,,,1.0,,110.76923076923076,13.0,13.0,1.0,,3.0,3.0,3.0,,,,,,,,1.0,3.0,,,3.0,1.5,,,,,,,1.0,,,3.0,3.0,3.0,,1.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1905-2246-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Mehmet Okur, Carlos Boozer","Williams, Miles, Kirilenko, Okur, Boozer",101114-101139-1905-2246-2430,UTA,915.0,4,4.0,2.0,7.0,5.0,4.0,0.2916666666666667,0.16666666666666666,0.1111111111111111,0.8333333333333334,23.657142857142855,31.0,31.0,23.0,62.0,,,7.0,10.0,23.0,,97.57377049180327,12.903225806451612,12.451612903225806,0.7419354838709677,15.0,3.0,5.0,36.0,33.0,6.0,2.0,1.0,6.0,5.0,6.0,6.0,8.0,3.0,1.0,31.0,0.6428571428571429,0.3333333333333333,0.75,0.5384615384615384,,16.612903225806452,16.032258064516128,0.1111111111111111,0.15,16.0,1.0,23.0,23.0,1.0,0.6052631578947368,0.6388888888888888,4.0,9.0,13.0,3.0,3.0,11.0,17.0,1.0,5.0,18.0,4.0,9.0,12.0,7.0,27.0,,3.0,5.0,3.0,,,0.8181818181818182,0.9,0.6470588235294118,0.6458333333333334,0.625,,0.3,,0.5416666666666666,0.6923076923076923,0.6923076923076923,0.7777777777777778,0.125,0.16666666666666666,0.5655916666666666,0.574225,0.1388888888888889,,,1.0,2.0,7.0,11.0,1.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,3.0,8.0,13.0,2.0,9.0,2.0,3.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,6.0,2.0,1.0,0.42857142857142855,0.4,0.42857142857142855,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.6111111111111112,0.5,0.2,0.5,1.0,0.8,1.0,0.2,0.1,0.08333333333333333,0.5,0.5,1.0,0.08333333333333333,0.5,0.5,1.0,0.75,0.75,1.0,0.6666666666666666,0.5,0.6111111111111112,0.6363636363636364,1.0,0.75,0.4829333333333334,3.4058823529411764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1905-2430-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Carlos Boozer, Kyle Korver","Williams, Miles, Kirilenko, Boozer, Korver",101114-101139-1905-2430-2594,UTA,12.0,1,,,,,,,,,,,2.0,2.0,2.0,4.0,,,1.0,1.0,2.0,,480.0,1.5,1.5,1.0,,1.0,4.0,4.0,3.0,,,,,,,2.0,4.0,,2.0,4.0,1.0,,,1.0,,4.5,4.5,,,2.0,4.0,4.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-200758-2246-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Mehmet Okur, Carlos Boozer","Williams, Miles, Brewer, Okur, Boozer",101114-101139-200758-2246-2430,UTA,91.0,1,,,,,,,,,0.5,,3.0,3.0,,6.0,,,1.0,1.0,,,94.94505494505495,10.0,10.0,,2.0,2.0,,4.0,2.0,1.0,1.0,,1.0,,,,,,,4.0,1.0,1.0,0.5,0.5,,20.333333333333332,20.0,,,,,,,,,,,1.0,1.0,,,2.0,2.0,,,2.0,2.0,1.0,1.0,,2.0,,,1.0,,,,0.5,0.5,1.0,1.0,,,,,0.5,1.0,1.0,,,,0.50355,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-200758-2246-2594,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Mehmet Okur, Kyle Korver","Williams, Miles, Brewer, Okur, Korver",101114-101139-200758-2246-2594,UTA,22.0,1,,,,,,,,,,,2.0,2.0,2.0,4.0,,,,,2.0,,261.8181818181818,4.5,4.5,1.0,,-3.0,2.0,2.0,5.0,,,,,,,1.0,2.0,,1.0,2.0,1.0,,,,,6.5,6.5,,,2.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
