EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,SecondChanceTurnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG2APctBlocked,AtRimPctBlocked,OffFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,LongMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,FG3A,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,AssistPoints,DefTwoPtRebounds,SelfOReb,BadPassSteals,Loose Ball Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,FG3APct,DefTwoPtReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,Avg3ptShotDistance,PenaltyArc3FGA,PenaltyFG3A,FTDefRebounds,LiveBallTurnovers,BadPassTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefAtRimReboundPct,BlocksRecoveredPct,PenaltyArc3Frequency,SecondChanceFtPoints,LongMidRangeAssists,LostBallTurnovers,LongMidRangePctAssisted,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,Corner3Assists,BlockedLongMidRange,NonShootingPenaltyNonTakeFouls,PenaltyFg3Pct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,LostBallOutOfBoundsTurnovers,Travels,DefensiveGoaltends,OffThreePtRebounds,3SecondViolations,OffThreePtReboundPct,OffArc3ReboundPct,HeaveAttempts,BadPassOutOfBoundsTurnovers,Technical Free Throw Trips,DefCorner3ReboundPct,PenaltyArc3FGM,StepOutOfBoundsTurnovers,Clear Path Fouls,Offensive Fouls,BlockedShortMidRange,OffensiveGoaltends,LongMidRangePctBlocked,OffCorner3ReboundPct,SecondChanceAtRimPctAssisted,PenaltyArc3Accuracy,Defensive 3 Seconds Violations,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,PtsUnassisted3s,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,team_id,year,season,team_vs
101131-101161-1497-1888-201155,1610612765,"Jason Maxiell, Amir Johnson, Chauncey Billups, Richard Hamilton, Rodney Stuckey","Maxiell, Johnson, Billups, Hamilton, Stuckey",101131-101161-1497-1888-201155,DET,176.0,1,3.0,7.0,7.0,7.0,3.0,4.0,14.0,2.0,6.0,2.0,4.0,2.0,6.0,1.0,2.0,7.0,5.0,9.0,9.0,2.0,4.0,4.0,2.0,7.0,5.0,9.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,6.0,2.0,1.0,5.0,9.0,7.0,1.0,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,0.5,0.2857142857142857,0.45,0.5,0.45,0.14285714285714285,0.16666666666666666,1.0,0.8,1.0,1.0,0.8,0.75,1.0,1.0,114.54545454545455,10.142857142857142,15.0,8.0,15.0,0.8571428571428571,0.3333333333333333,0.4,0.14285714285714285,1.0,0.5,0.8571428571428571,0.3333333333333333,0.8571428571428571,0.4927142857142857,0.482925,0.4927142857142857,0.2222222222222222,0.2222222222222222,0.4444444444444444,1.0,2.2142857142857144,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-1888-201155-201167,1610612765,"Jason Maxiell, Amir Johnson, Richard Hamilton, Rodney Stuckey, Arron Afflalo","Maxiell, Johnson, Hamilton, Stuckey, Afflalo",101131-101161-1888-201155-201167,DET,431.0,1,7.0,12.0,12.0,2.0,2.0,2.0,24.0,3.0,4.0,1.0,1.0,2.0,2.0,2.0,6.0,10.0,2.0,17.0,12.0,1.0,1.0,5.0,2.0,3.0,,4.0,8.0,2.0,,2.0,,,3.0,2.0,5.0,1.0,,,,,,,2.0,2.0,2.0,1.0,,12.0,4.0,2.0,,0.6,1.0,0.6666666666666666,0.5769230769230769,1.25,0.6666666666666666,0.6071428571428571,1.25,0.6666666666666666,,,,0.5,,0.6,0.3333333333333333,1.0,,,80.18561484918793,15.833333333333334,20.083333333333332,15.0,19.5,0.3076923076923077,0.75,0.75,0.15384615384615385,0.5,1.0,0.6666666666666666,1.0,0.5384615384615384,0.4877576923076923,0.579925,0.5849666666666666,0.07142857142857142,0.09090909090909091,0.29411764705882354,0.23529411764705882,7.56,0.16666666666666666,5.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.4,1.0,0.3333333333333333,1.0,0.3333333333333333,0.23076923076923078,0.75,0.5,1.0,1.0,0.16666666666666666,0.3333333333333333,0.3076923076923077,0.5,0.5,0.5,0.5,0.5,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,0.5,1.0,1.0,0.3333333333333333,25.866666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-101161-201155-201167-2553,1610612765,"Jason Maxiell, Amir Johnson, Rodney Stuckey, Arron Afflalo, Jarvis Hayes","Maxiell, Johnson, Stuckey, Afflalo, Hayes",101131-101161-201155-201167-2553,DET,910.0,4,15.0,32.0,30.0,27.0,19.0,5.0,62.0,5.0,10.0,2.0,2.0,2.0,6.0,9.0,8.0,22.0,11.0,27.0,31.0,2.0,4.0,4.0,4.0,15.0,10.0,18.0,12.0,4.0,3.0,3.0,2.0,3.0,10.0,5.0,15.0,3.0,2.0,2.0,5.0,1.0,5.0,5.0,7.0,10.0,15.0,7.0,1.0,23.0,18.0,27.0,1.0,0.36363636363636365,0.5,0.26666666666666666,0.34782608695652173,0.5,0.25,0.45,0.4,0.42857142857142855,0.13636363636363635,0.2,1.0,0.21428571428571427,1.0,0.75,0.21428571428571427,0.4,0.14285714285714285,1.0,98.10989010989012,13.96875,15.433333333333334,12.90625,14.3,0.43478260869565216,0.5,0.625,0.391304347826087,0.5,1.0,0.375,0.3333333333333333,0.4782608695652174,0.48767173913043477,0.489325,0.473340625,0.2413793103448276,0.25,0.14814814814814814,0.6666666666666666,8.659090909090908,0.84375,-4.0,1.0,3.0,2.0,,1.0,,,,1.0,,,4.0,,1.0,,2.0,,2.0,,2.0,,4.0,6.0,1.0,1.0,1.0,0.25,0.3333333333333333,,,,,0.043478260869565216,0.6666666666666666,,0.5,1.0,0.09090909090909091,0.4,0.13043478260869565,0.3333333333333333,0.5,,0.2222222222222222,0.2222222222222222,0.043478260869565216,,,,,,,,27.7,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.3333333333333333,0.6,0.3333333333333333,0.5,0.5,0.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-201155-686,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Rodney Stuckey, Antonio McDyess","Maxiell, Billups, Hamilton, Stuckey, McDyess",101131-1497-1888-201155-686,DET,438.0,3,7.0,12.0,11.0,5.0,4.0,1.0,23.0,1.0,2.0,,,1.0,1.0,3.0,4.0,7.0,3.0,14.0,12.0,,,1.0,2.0,3.0,3.0,7.0,6.0,,,2.0,,2.0,3.0,2.0,5.0,1.0,1.0,,2.0,,,,,5.0,7.0,2.0,2.0,13.0,7.0,5.0,2.0,0.5714285714285714,,0.6666666666666666,0.55,,0.5,0.5384615384615384,0.25,0.5833333333333334,,,,0.6666666666666666,1.0,0.75,0.4,1.0,,1.0,75.61643835616438,18.666666666666668,19.454545454545453,17.583333333333332,18.363636363636363,0.2,0.5,0.5,0.3,,,0.25,1.0,0.5,0.455065,,0.4648625,0.18181818181818182,0.25,0.07142857142857142,0.5,11.114285714285714,0.4166666666666667,2.0,1.0,2.0,2.0,1.0,3.0,,,1.0,3.0,,,2.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,,,5.0,1.0,,,,0.25,0.25,1.0,0.3333333333333333,,0.3333333333333333,0.3,0.5,1.0,,1.0,,,0.2,0.5,0.5,,0.6666666666666666,0.6666666666666666,0.3,0.3333333333333333,0.3333333333333333,1.0,,,,0.3333333333333333,25.566666666666666,1.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,,,,0.25,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-201155-689,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Rodney Stuckey, Theo Ratliff","Maxiell, Billups, Hamilton, Stuckey, Ratliff",101131-1497-1888-201155-689,DET,109.0,1,2.0,4.0,5.0,4.0,5.0,,9.0,,,,,,,1.0,,1.0,2.0,5.0,6.0,,,,,1.0,2.0,5.0,,,,,,,,,,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,2.0,1.0,,5.0,5.0,4.0,,,,,0.75,,0.75,0.8333333333333334,,0.8333333333333334,,,,,,,,,,,118.89908256880734,15.5,9.4,15.5,9.0,,,,0.5,,,,,0.5,0.48175,,0.48175,0.3333333333333333,0.5,,1.0,16.3,1.0,-1.0,,,,,,,,1.0,1.0,,,,3.0,,,,1.0,1.0,,,,3.0,,,,,,,1.0,1.0,,1.0,0.5,,,,,,,,,,,,,,,,,,,,,23.0,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-201155-739,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Rodney Stuckey, Rasheed Wallace","Maxiell, Billups, Hamilton, Stuckey, Wallace",101131-1497-1888-201155-739,DET,34.0,1,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,42.35294117647059,,13.0,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-201167-686,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Arron Afflalo, Antonio McDyess","Maxiell, Billups, Hamilton, Afflalo, McDyess",101131-1497-1888-201167-686,DET,111.0,1,2.0,3.0,3.0,2.0,,,6.0,1.0,1.0,,,,,,1.0,1.0,1.0,3.0,4.0,,,,,,,,2.0,,,,,,,,,1.0,1.0,2.0,2.0,,2.0,,1.0,2.0,1.0,1.0,,3.0,,2.0,,1.0,,,1.0,,,1.5,,,,,,,,,,,,,77.83783783783784,15.666666666666666,21.333333333333332,15.666666666666666,21.333333333333332,1.0,1.0,1.0,,,,,,1.0,0.5636,,,1.0,1.0,,,,0.6666666666666666,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-201167-739,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Arron Afflalo, Rasheed Wallace","Maxiell, Billups, Hamilton, Afflalo, Wallace",101131-1497-1888-201167-739,DET,162.0,1,3.0,4.0,5.0,4.0,,,9.0,2.0,2.0,,,2.0,2.0,,2.0,2.0,3.0,7.0,9.0,,,,2.0,2.0,3.0,7.0,4.0,,,,,1.0,1.0,,1.0,,,1.0,1.0,,1.0,,,2.0,3.0,,2.0,7.0,7.0,4.0,2.0,1.0,,1.0,1.0,,1.0,0.875,,0.875,,,,,1.0,0.5,,,,1.0,80.0,18.0,18.0,18.0,14.4,1.0,1.0,1.0,,,,1.0,1.0,1.0,0.6242,,0.6242,,,,1.0,,1.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-2419-686,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Tayshaun Prince, Antonio McDyess","Maxiell, Billups, Hamilton, Prince, McDyess",101131-1497-1888-2419-686,DET,1014.0,6,17.0,29.0,31.0,17.0,3.0,6.0,60.0,5.0,9.0,1.0,2.0,2.0,4.0,4.0,8.0,19.0,10.0,26.0,35.0,2.0,5.0,6.0,3.0,10.0,7.0,13.0,6.0,2.0,1.0,4.0,1.0,1.0,7.0,7.0,14.0,4.0,2.0,1.0,7.0,,5.0,5.0,8.0,12.0,17.0,5.0,4.0,20.0,13.0,17.0,4.0,0.42105263157894735,0.4,0.3,0.36363636363636365,0.4,0.3,0.43333333333333335,0.42857142857142855,0.40625,0.05263157894736842,,0.3333333333333333,0.36363636363636365,0.5,0.6,0.42857142857142855,0.75,,1.0,85.20710059171599,17.379310344827587,16.451612903225808,16.17241379310345,15.419354838709678,0.4090909090909091,0.5555555555555556,0.5555555555555556,0.18181818181818182,0.4,0.5,0.4,0.5,0.5454545454545454,0.5234659090909091,0.4700333333333333,0.49347,0.19230769230769232,0.21739130434782608,0.23076923076923078,0.5,7.06842105263158,0.5862068965517241,-9.0,2.0,6.0,1.0,,3.0,,,,3.0,,,10.0,,3.0,,5.0,,5.0,,3.0,1.0,10.0,5.0,,2.0,1.0,0.625,0.7142857142857143,,,,,0.13636363636363635,0.625,0.25,1.0,0.5,,0.6,0.2727272727272727,0.3333333333333333,0.4,0.5,0.25,0.25,0.13636363636363635,,,,,,,,24.3,,,1.0,6.0,4.0,,1.0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.8571428571428571,1.0,1.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
101131-1497-1888-2419-689,1610612765,"Jason Maxiell, Chauncey Billups, Richard Hamilton, Tayshaun Prince, Theo Ratliff","Maxiell, Billups, Hamilton, Prince, Ratliff",101131-1497-1888-2419-689,DET,467.0,4,8.0,16.0,16.0,11.0,4.0,2.0,32.0,2.0,4.0,1.0,1.0,2.0,4.0,2.0,3.0,8.0,2.0,11.0,14.0,1.0,1.0,2.0,3.0,8.0,1.0,7.0,2.0,2.0,,2.0,,1.0,6.0,2.0,8.0,2.0,,2.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,1.0,,9.0,7.0,11.0,,0.375,1.0,0.375,0.3,1.0,0.25,0.3125,1.0,0.25,,,,0.4,1.0,0.8333333333333334,0.2,0.5,,,98.67237687366168,15.0625,14.125,15.0,13.9375,0.26666666666666666,0.5,0.5,0.13333333333333333,1.0,1.0,0.3333333333333333,0.5,0.7333333333333333,0.5024714285714286,0.5887,0.5011545454545454,0.0625,0.1111111111111111,0.18181818181818182,0.6363636363636364,6.95,0.6875,-3.0,,2.0,1.0,,5.0,,,1.0,7.0,,,4.0,3.0,4.0,,2.0,1.0,3.0,,1.0,,7.0,4.0,,2.0,,0.6666666666666666,1.0,1.0,0.14285714285714285,,0.16666666666666666,0.4666666666666667,0.8,0.5,1.0,0.5,,0.5,0.13333333333333333,,,,0.5,0.5,0.3333333333333333,,,,,,,,29.185714285714287,3.0,4.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,0.3333333333333333,1.0,1.0,,0.25,,1.0,1.0,1.0,1.0,2.0,,1.0,,1.0,,,,0.13333333333333333,0.5,0.5,1.0,0.08333333333333333,,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612765,2008,2007-08,True
