EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyDefPoss,TotalPoss,Pace,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,Minutes,PlusMinus,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,Steals,BadPassSteals,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,PenaltyOffPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,HeaveAttempts,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,EfgPct,PenaltyEfgPct,PenaltyTsPct,FG3APct,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsUnassisted3s,OffTwoPtRebounds,DefThreePtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,Loose Ball Fouls,SecondChanceTsPct,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,SecondChanceAtRimFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,SecondChanceFG2M,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,TwoPtAssists,AtRimAssists,LongMidRangeAssists,OffThreePtRebounds,DefTwoPtRebounds,FTDefRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Offensive Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,DefFTReboundPct,DefTwoPtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefCorner3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Fg2aBlocked,StepOutOfBoundsTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,SecondChanceArc3FGA,SecondChanceFG3A,Offensive Fouls Drawn,Blocked2s,BlockedLongMidRange,Blocks,RecoveredBlocks,ShortMidRangePctBlocked,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Frequency,FTOffRebounds,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,BlockedAtRim,NonShootingPenaltyNonTakeFoulsDrawn,OffFTReboundPct,LostBallOutOfBoundsTurnovers,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,ShortMidRangeAssists,Blocked3s,BlockedCorner3,BlockedShortMidRange,OffCorner3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,Travels,SecondChanceFg3Pct,LongMidRangePctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BlockedArc3,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,team_id,year,season,team_vs
101114-101139-1723-1905-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Mehmet Okur","Williams, Miles, Harpring, Kirilenko, Okur",101114-101139-1723-1905-2246,UTA,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1723-1905-2594,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Kyle Korver","Williams, Miles, Harpring, Kirilenko, Korver",101114-101139-1723-1905-2594,UTA,4.0,1,1.0,1.0,1.0,2.0,720.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1723-200794-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Mehmet Okur","Williams, Miles, Harpring, Millsap, Okur",101114-101139-1723-200794-2246,UTA,64.0,1,3.0,3.0,,6.0,135.0,12.0,12.0,1.0,-1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.5,9.333333333333334,9.333333333333334,1.0,0.3421,0.5,0.5,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1723-2246-2260,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Jarron Collins","Williams, Miles, Harpring, Okur, Collins",101114-101139-1723-2246-2260,UTA,23.0,1,2.0,1.0,1.0,3.0,187.82608695652172,,,,1.0,,,,3.0,2.0,,,,1.0,,,,3.0,0.75,11.5,11.5,,0.35235,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,0.5,0.5,1.0,0.75,0.75,0.75,1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,0.35235,1.0,33.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1723-2246-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Mehmet Okur, Carlos Boozer","Williams, Miles, Harpring, Okur, Boozer",101114-101139-1723-2246-2430,UTA,87.0,2,3.0,4.0,1.0,7.0,115.86206896551724,11.25,11.25,1.0,-2.0,1.0,2.0,1.0,4.0,6.0,,,1.0,2.0,1.0,2.0,1.0,3.0,0.5,14.0,13.0,0.3333333333333333,0.5338999999999999,0.25,0.3333333333333333,5.6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,1.0,1.0,,,,,3.0,2.0,1.0,,1.0,1.0,1.0,0.5,1.5,1.5,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,1.0,0.6666666666666666,1.0,0.6213,0.75,24.3,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.5931,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1905-200794-2246,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Paul Millsap, Mehmet Okur","Williams, Miles, Kirilenko, Millsap, Okur",101114-101139-1905-200794-2246,UTA,13.0,1,,1.0,1.0,1.0,110.76923076923076,13.0,13.0,,-3.0,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,,,,1.0,,1.0,,,,63.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1905-2246-2430,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Mehmet Okur, Carlos Boozer","Williams, Miles, Kirilenko, Okur, Boozer",101114-101139-1905-2246-2430,UTA,915.0,4,31.0,31.0,23.0,62.0,97.57377049180327,12.903225806451612,12.451612903225806,15.0,-3.0,1.0,18.0,10.0,33.0,36.0,2.0,1.0,3.0,6.0,6.0,10.0,5.0,27.0,0.55,16.612903225806452,16.032258064516128,0.04,0.5329875000000001,0.16666666666666666,0.21739130434782608,6.811111111111111,16.0,1.0,7.0,,4.0,1.0,7.0,,4.0,16.0,3.0,1.0,6.0,1.0,1.0,7.0,1.0,15.0,16.0,16.0,1.0,1.0,0.14285714285714285,,0.16666666666666666,0.46,0.35714285714285715,0.47058823529411764,0.28,0.28,0.14285714285714285,0.14285714285714285,1.0,0.2857142857142857,,0.72,0.16666666666666666,0.5148807692307693,0.48484848484848486,28.214285714285715,0.5161290322580645,5.0,11.0,5.0,5.0,2.0,6.0,,2.0,4.0,8.0,6.0,14.0,,5.0,3.0,9.0,4.0,,0.5,0.5555555555555556,0.25,1.0,0.7,0.46153846153846156,0.2,1.0,1.0,,0.44,1.0,0.61925,0.18181818181818182,6.0,2.0,4.0,6.0,4.0,6.0,10.0,2.0,5.0,10.0,6.0,12.0,8.0,2.0,6.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,0.6,0.6666666666666666,0.5555555555555556,0.4,0.5,0.4,1.0,0.5,0.8,0.8,0.5,1.0,1.0,0.5454545454545454,0.5454545454545454,0.5,0.24,0.6666666666666666,0.6666666666666666,0.75,0.4,0.42857142857142855,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-1905-2430-2594,1610612762,"Deron Williams, CJ Miles, Andrei Kirilenko, Carlos Boozer, Kyle Korver","Williams, Miles, Kirilenko, Boozer, Korver",101114-101139-1905-2430-2594,UTA,12.0,1,2.0,2.0,2.0,4.0,480.0,1.5,1.5,,-1.0,,,,3.0,4.0,,,,2.0,,,,3.0,0.75,4.5,4.5,,0.3468,,,,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,,,2.0,1.0,,,,,3.0,2.0,2.0,,0.5,0.5,0.5,0.75,0.75,0.75,1.0,1.0,0.5,0.5,,1.0,0.5,1.0,0.5,0.3468,1.0,24.55,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-200758-2246-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Mehmet Okur, Carlos Boozer","Williams, Miles, Brewer, Okur, Boozer",101114-101139-200758-2246-2430,UTA,91.0,1,3.0,3.0,,6.0,94.94505494505495,10.0,10.0,2.0,-2.0,2.0,3.0,,2.0,4.0,1.0,,,,,,,,0.3333333333333333,20.333333333333332,20.0,0.6666666666666666,0.41406666666666664,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,1.0,,,1.0,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,0.5,,,0.5,,1.0,,0.5,,,0.4597,1.0,,,,,,1.0,1.0,1.0,,,,,2.0,2.0,,,,,,,1.0,,1.0,,,,,0.3333333333333333,1.0,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
101114-101139-200758-2246-2594,1610612762,"Deron Williams, CJ Miles, Ronnie Brewer, Mehmet Okur, Kyle Korver","Williams, Miles, Brewer, Okur, Korver",101114-101139-200758-2246-2594,UTA,22.0,1,2.0,2.0,2.0,4.0,261.8181818181818,4.5,4.5,,3.0,,1.0,,5.0,2.0,,,,1.0,,,,5.0,1.25,6.5,6.5,,0.54135,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,1.0,1.0,1.0,1.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.25,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.54135,1.0,27.3,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,False
