EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG3M,PenaltyFG3A,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,OffThreePtRebounds,OffTwoPtRebounds,FTOffRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,Offensive Fouls Drawn,FTA,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG3APct,OffFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg3ptShotDistance,Fg2aBlocked,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FG2APctBlocked,LongMidRangePctBlocked,DefAtRimReboundPct,BlocksRecoveredPct,FtPoints,HeaveAttempts,TwoPtShootingFoulsDrawn,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,LiveBallTurnoverPct,Travels,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceFtPoints,PenaltyFtPoints,PtsUnassisted3s,FTDefRebounds,BadPassSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,SecondChanceTurnovers,2pt And 1 Free Throw Trips,AtRimPctBlocked,DefFTReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Loose Ball Fouls,ShortMidRangePctBlocked,Corner3FGM,Corner3FGA,Corner3Assists,NonShootingPenaltyNonTakeFouls,DefShortMidRangeReboundPct,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,LostBallOutOfBoundsTurnovers,BlockedShortMidRange,DefCorner3ReboundPct,OffCorner3ReboundPct,DefensiveGoaltends,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Blocked3s,BlockedArc3,SecondChanceCorner3FGM,SecondChanceCorner3FGA,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Technical Free Throw Trips,3SecondViolations,Defensive 3 Seconds Violations,BlockedLongMidRange,OffensiveGoaltends,HeaveMakes,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,BlockedCorner3,Corner3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
101150-101183-1563-200760-201152,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Rodney Carney, Thaddeus Young","Williams, Randolph, Ollie, Carney, Young",101150-101183-1563-200760-201152,PHI,160.0,1,3.0,-1.0,4.0,4.0,4.0,8.0,1.0,1.0,3.0,3.0,4.0,4.0,8.0,9.0,4.0,4.0,8.0,6.0,2.0,3.0,3.0,1.0,2.0,6.0,8.0,8.0,4.0,0.75,0.75,1.0,1.0,1.0,1.0,1.0,1.0,72.0,27.0,13.0,27.0,10.0,0.25,1.0,1.0,1.0,0.75,1.0,1.0,0.6666666666666666,0.292175,0.292175,1.0,18.05,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-1563-200760-201160,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Rodney Carney, Jason Smith","Williams, Randolph, Ollie, Carney, Smith",101150-101183-1563-200760-201160,PHI,323.0,1,5.0,9.0,12.0,12.0,9.0,24.0,1.0,2.0,2.0,3.0,6.0,10.0,18.0,9.0,5.0,9.0,16.0,6.0,6.0,3.0,5.0,,1.0,12.0,10.0,16.0,9.0,0.5,0.6,0.6,0.5555555555555556,0.6923076923076923,0.6666666666666666,0.6428571428571429,0.6153846153846154,106.99690402476779,11.916666666666666,15.0,11.083333333333334,15.0,0.15384615384615385,0.5,0.5,,0.23076923076923078,0.6666666666666666,0.6666666666666666,0.5,0.526826923076923,0.5386541666666667,0.8888888888888888,7.81,0.75,1.0,3.0,3.0,5.0,1.0,2.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,8.0,2.0,3.0,6.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.23076923076923078,0.5,1.0,0.5,1.0,1.0,1.0,0.6,0.5,1.0,1.0,1.0,1.0,0.2,0.38461538461538464,0.6,0.6,0.6666666666666666,0.23076923076923078,0.6666666666666666,0.6666666666666666,1.0,0.5,0.5,0.5,1.0,1.0,0.4166666666666667,0.6,0.25,0.6666666666666666,0.6153846153846154,0.6666666666666666,0.6021666666666666,0.4444444444444444,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-1563-201152-201160,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Thaddeus Young, Jason Smith","Williams, Randolph, Ollie, Young, Smith",101150-101183-1563-201152-201160,PHI,82.0,1,1.0,4.0,3.0,4.0,3.0,7.0,,1.0,1.0,2.0,2.0,4.0,4.0,,2.0,4.0,4.0,2.0,2.0,1.0,1.0,,,2.0,4.0,4.0,3.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,122.92682926829268,10.0,13.0,9.0,13.0,0.25,,,,0.5,0.5,1.0,,0.44285,0.44285,1.0,10.075,1.0,4.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,1.0,,,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,,1.0,0.5,,1.0,,1.0,,,0.25,1.0,1.0,1.0,,,,,,,,,,0.25,1.0,,,0.25,,0.3981,,,1.0,1.0,1.0,1.0,1.0,0.25,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-1563-201160-2584,1610612755,"Lou Williams, Shavlik Randolph, Kevin Ollie, Jason Smith, Willie Green","Williams, Randolph, Ollie, Smith, Green",101150-101183-1563-201160-2584,PHI,137.0,1,2.0,3.0,4.0,4.0,2.0,8.0,1.0,1.0,,,2.0,2.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,,,2.0,3.0,2.0,2.0,0.5,0.5,1.0,1.0,0.4,0.25,0.4166666666666667,0.25,84.08759124087592,6.5,27.75,5.5,26.5,0.2,1.0,1.0,,,,,,0.503925,0.45449999999999996,0.4,4.8,0.5,4.0,1.0,1.0,1.0,,,,,,3.0,,,,3.0,,3.0,1.0,1.0,,,2.0,,3.0,,,2.0,,,,1.0,1.0,,,3.0,,3.0,1.0,4.0,,,,,,,,,1.0,,,2.0,,,,,,,,1.0,1.0,1.0,0.6,,,,0.75,0.5,0.75,0.5,,,0.5,,0.75,,0.2,1.0,1.0,1.0,0.6,,,,,,,,,,,0.75,,0.8,,,0.4,42.53333333333333,,,,,,,,,,1.0,1.0,1.0,0.16666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-1889-200760-201152,1610612755,"Lou Williams, Shavlik Randolph, Andre Miller, Rodney Carney, Thaddeus Young","Williams, Randolph, Miller, Carney, Young",101150-101183-1889-200760-201152,PHI,43.0,1,1.0,,2.0,2.0,2.0,4.0,,,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,,2.0,,,,,,2.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,133.95348837209303,9.5,12.0,9.5,12.0,,,,,1.0,1.0,1.0,,0.3915,0.3915,1.0,15.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,0.5,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-1889-2223-2738,1610612755,"Lou Williams, Shavlik Randolph, Andre Miller, Samuel Dalembert, Andre Iguodala","Williams, Randolph, Miller, Dalembert, Iguodala",101150-101183-1889-2223-2738,PHI,10.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-200760-200811-2584,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Lou Amundson, Willie Green","Williams, Randolph, Carney, Amundson, Green",101150-101183-200760-200811-2584,PHI,119.0,1,2.0,-3.0,3.0,2.0,,5.0,,2.0,,,1.0,5.0,2.0,5.0,,,,2.0,,1.0,1.0,,,2.0,,,,1.0,1.0,0.2,,0.16666666666666666,,0.16666666666666666,,60.50420168067227,27.0,19.0,19.0,19.0,0.3333333333333333,,,,,,,,0.4979166666666666,,,3.2,,2.0,2.0,1.0,3.0,1.0,2.0,,,,1.0,,1.0,,,,1.0,1.0,3.0,,1.0,2.0,,,,,1.0,,,,1.0,1.0,3.0,,,,,4.0,4.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.3333333333333333,0.25,0.25,0.16666666666666666,,,0.75,,1.0,,0.8,1.0,,1.0,,,0.2,0.5,0.3333333333333333,0.3333333333333333,1.0,0.16666666666666666,,,,0.5,0.5,0.25,,,,,,,0.6666666666666666,,0.5391333333333334,1.0,27.1,,,,,,,,,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-200760-201152-201160,1610612755,"Lou Williams, Shavlik Randolph, Rodney Carney, Thaddeus Young, Jason Smith","Williams, Randolph, Carney, Young, Smith",101150-101183-200760-201152-201160,PHI,536.0,2,9.0,-5.0,16.0,18.0,5.0,34.0,1.0,2.0,1.0,4.0,4.0,11.0,19.0,24.0,2.0,5.0,7.0,2.0,6.0,1.0,2.0,,,5.0,16.0,7.0,5.0,0.25,0.3333333333333333,0.36363636363636365,0.4,0.4666666666666667,0.3333333333333333,0.5277777777777778,0.4375,91.34328358208955,14.5,16.88888888888889,13.4375,14.444444444444445,0.13333333333333333,0.5,0.5,,0.26666666666666666,0.25,0.25,,0.52143,0.6274833333333333,0.3684210526315789,7.654545454545455,0.3125,9.0,3.0,2.0,5.0,,1.0,2.0,4.0,2.0,4.0,,,,1.0,2.0,4.0,1.0,2.0,,,3.0,,1.0,3.0,2.0,4.0,2.0,1.0,1.0,1.0,,5.0,,,4.0,5.0,5.0,10.0,1.0,1.0,,2.0,3.0,2.0,3.0,,7.0,,,7.0,1.0,1.0,0.5,0.5,,,0.5,0.5,0.5,0.5,0.26666666666666666,,0.8,0.7142857142857143,,,0.5,0.5555555555555556,1.0,0.6666666666666666,,,,0.125,0.3333333333333333,0.4,0.5,0.5,0.26666666666666666,0.5,0.5,0.5,0.5,,,,,0.6666666666666666,0.5,0.16666666666666666,,0.6,0.5,0.5792,0.15789473684210525,25.925,1.0,2.0,2.0,2.0,2.0,0.09090909090909091,,1.0,1.0,5.0,,3.0,0.17647058823529413,0.23076923076923078,1.0,,,0.3333333333333333,,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-201152-2584-2738,1610612755,"Lou Williams, Shavlik Randolph, Thaddeus Young, Willie Green, Andre Iguodala","Williams, Randolph, Young, Green, Iguodala",101150-101183-201152-2584-2738,PHI,5.0,1,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,288.0,5.0,,5.0,,,,,,,,,,0.2511,0.2511,,,1.0,,1.0,,,,,,,,2.0,,1.0,,2.0,,2.0,,,,1.0,,,2.0,,,2.0,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,,,,,1.0,,1.0,,,,28.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
101150-101183-2584-2594-2738,1610612755,"Lou Williams, Shavlik Randolph, Willie Green, Kyle Korver, Andre Iguodala","Williams, Randolph, Green, Korver, Iguodala",101150-101183-2584-2594-2738,PHI,23.0,1,,2.0,1.0,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,125.21739130434781,20.0,3.0,20.0,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2008,2007-08,False
