EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,LongMidRangeFGA,FG2A,OpponentPoints,PenaltyFG2A,DefTwoPtRebounds,DefRebounds,Rebounds,DeadBallTurnovers,Turnovers,PenaltyTurnovers,PenaltyOffPossExcludingTakeFouls,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,PenaltyAtRimFrequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg2ptShotDistance,PenaltyOffPossPct,SecondChanceOffPoss,AtRimFGM,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,ShortMidRangeFGA,LongMidRangeFGM,Arc3FGA,FG2M,FG3A,FtPoints,Points,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,NonHeaveArc3FGA,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,OffRebounds,Steals,LostBallSteals,LiveBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,ShortMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,Arc3FGM,FG3M,PenaltyFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,DefThreePtRebounds,FTDefRebounds,BadPassSteals,BadPassTurnovers,Offensive Fouls,Defensive 3 Seconds Violations,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,DefThreePtReboundPct,OffCorner3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyCorner3Frequency,NonHeaveArc3Accuracy,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangeAssists,Loose Ball Fouls Drawn,ShortMidRangePctAssisted,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Technical Free Throw Trips,BlockedAtRim,DefensiveGoaltends,PenaltyArc3FGA,LongMidRangeAssists,BadPassOutOfBoundsTurnovers,Offensive Fouls Drawn,ShortMidRangePctBlocked,LongMidRangePctAssisted,PenaltyArc3Frequency,SecondChanceCorner3FGA,SecondChanceFG3A,SecondChanceCorner3Frequency,PtsUnassisted3s,BlockedLongMidRange,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceArc3FGA,FTOffRebounds,Travels,Loose Ball Fouls,OffFTReboundPct,SecondChanceArc3Frequency,Corner3FGM,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,PenaltyFG3M,Corner3Assists,SelfOReb,NonShootingPenaltyNonTakeFouls,SecondChanceFg3Pct,PenaltyFg3Pct,SelfORebPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,LongMidRangePctBlocked,OffLongMidRangeReboundPct,3SecondViolations,PenaltyCorner3FGM,ThreePtShootingFoulsDrawn,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffensiveGoaltends,HeaveAttempts,Blocked3s,BlockedArc3,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,3pt And 1 Free Throw Trips,team_id,year,season,team_vs
101126-101135-1744-200776-2410,1610612752,"Nate Robinson, David Lee, Jerome James, Mardy Collins, Fred Jones","Robinson, Lee, James, Collins, Jones",101126-101135-1744-200776-2410,NYK,108.0,1,2.0,-4.0,3.0,4.0,3.0,4.0,7.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,93.33333333333333,23.666666666666668,9.25,23.666666666666668,9.25,0.5,0.5,0.5,0.5,0.46345,0.46345,11.55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-201043,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Randolph Morris","Robinson, Lee, Balkman, Collins, Morris",101126-101135-200764-200776-201043,NYK,274.0,2,5.0,5.0,8.0,8.0,3.0,2.0,16.0,4.0,1.0,1.0,7.0,8.0,2.0,2.0,2.0,6.0,,1.0,,3.0,1.0,1.0,,84.08759124087592,18.5,15.75,17.25,15.75,0.5,0.125,0.5,0.625,0.49174375,0.49045,4.357142857142857,0.375,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,13.0,1.0,2.0,3.0,5.0,1.0,2.0,4.0,2.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,1.0,1.0,1.0,1.0,8.0,4.0,0.25,0.3333333333333333,0.5714285714285714,0.5,0.5,0.5,0.5,0.5,0.65,0.8333333333333334,0.6666666666666666,0.125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.3333333333333333,0.25,1.0,1.0,0.125,1.0,0.5,1.0,0.55775,0.3,0.3333333333333333,0.38461538461538464,0.3076923076923077,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-201163,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Wilson Chandler","Robinson, Lee, Balkman, Collins, Chandler",101126-101135-200764-200776-201163,NYK,482.0,2,8.0,-3.0,15.0,16.0,8.0,9.0,31.0,1.0,1.0,1.0,3.0,18.0,2.0,1.0,5.0,6.0,1.0,4.0,4.0,8.0,0.3333333333333333,0.6666666666666666,,92.61410788381743,13.0,17.9375,12.933333333333334,17.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,0.7777777777777778,0.5371611111111112,0.5397166666666667,9.0,0.5333333333333333,1.0,1.0,,,1.0,1.0,1.0,3.0,3.0,6.0,6.0,15.0,,,1.0,1.0,2.0,3.0,7.0,2.0,4.0,,3.0,1.0,2.0,1.0,5.0,1.0,,1.0,1.0,,3.0,,,4.0,7.0,4.0,7.0,1.0,4.0,,,,,14.0,7.0,0.3333333333333333,0.3333333333333333,1.0,,1.0,0.5,,0.6666666666666666,0.625,0.5,0.875,0.6666666666666666,0.75,,0.2,0.2,,,,,,1.0,1.0,1.0,0.1111111111111111,1.0,1.0,0.3333333333333333,,,1.0,,0.3333333333333333,0.6666666666666666,0.06666666666666667,0.4666666666666667,23.983333333333334,1.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-2037,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Jamal Crawford","Robinson, Lee, Balkman, Collins, Crawford",101126-101135-200764-200776-2037,NYK,131.0,1,2.0,-6.0,3.0,4.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,,76.94656488549619,24.0,14.75,24.0,14.75,0.5,0.5,1.0,0.5,0.4102,0.4162,7.4,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-2047,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Quentin Richardson","Robinson, Lee, Balkman, Collins, Richardson",101126-101135-200764-200776-2047,NYK,103.0,1,2.0,-3.0,5.0,5.0,,,10.0,1.0,,,2.0,5.0,,1.0,1.0,1.0,,1.0,,,1.0,1.0,1.0,139.80582524271844,13.6,7.0,13.6,7.0,0.25,,,0.75,0.4881875,,4.65,,,,,,,1.0,,1.0,1.0,2.0,,2.0,,,,,,,,2.0,,,1.0,1.0,1.0,,2.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,2.0,,1.0,1.0,0.5,,,0.25,,,0.25,,,0.5,1.0,,,,,,,,,,,,0.25,,,0.25,,,,,,,,,25.9,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,1.0,0.25,,,,,,1.0,0.5,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-2407,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Jared Jeffries","Robinson, Lee, Balkman, Collins, Jeffries",101126-101135-200764-200776-2407,NYK,239.0,2,4.0,2.0,7.0,6.0,,,13.0,3.0,,1.0,4.0,5.0,,3.0,3.0,5.0,1.0,2.0,,,1.0,1.0,1.0,78.32635983263599,16.571428571428573,20.5,14.428571428571429,20.5,0.5,0.16666666666666666,,0.8333333333333334,0.5118333333333334,,3.875,,2.0,2.0,,,,,,1.0,2.0,2.0,3.0,7.0,,,,,,,,2.0,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,2.0,,,1.0,,2.0,1.0,1.0,2.0,3.0,1.0,2.0,,,,,7.0,,0.5,0.5,0.5,,,0.3333333333333333,,,0.5,,,0.3333333333333333,0.5,,1.0,0.5,,,1.0,,,0.6666666666666666,0.6666666666666666,0.5,,,,0.16666666666666666,,,,,0.2857142857142857,0.4,,,24.05,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,0.16666666666666666,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-2410,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Fred Jones","Robinson, Lee, Balkman, Collins, Jones",101126-101135-200764-200776-2410,NYK,800.0,3,13.0,15.0,23.0,25.0,,,48.0,8.0,,6.0,15.0,21.0,,11.0,13.0,14.0,1.0,2.0,,,1.0,0.8,1.0,86.39999999999999,15.565217391304348,17.68,15.565217391304348,17.16,0.38095238095238093,0.2857142857142857,,0.6666666666666666,0.5132261904761904,,7.7,,,7.0,,,,1.0,4.0,5.0,12.0,6.0,6.0,36.0,,,,,,,,6.0,18.0,,5.0,3.0,5.0,3.0,12.0,,1.0,1.0,,,1.0,1.0,,1.0,2.0,6.0,7.0,2.0,4.0,4.0,1.0,4.0,4.0,36.0,,0.25,0.25,0.8,,,0.7142857142857143,,,0.7608695652173914,,,0.2857142857142857,0.5,0.3333333333333333,,0.14285714285714285,1.0,,,1.0,1.0,0.875,1.0,0.42857142857142855,0.047619047619047616,0.6666666666666666,0.6666666666666666,0.23809523809523808,,,,,0.17391304347826086,0.23529411764705882,,,24.933333333333334,1.0,1.0,,2.0,2.0,,6.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,,1.0,0.5,,1.0,1.0,0.047619047619047616,0.4,0.4,1.0,,0.4,1.0,0.06666666666666667,0.125,,,,,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-200776-990,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Mardy Collins, Malik Rose","Robinson, Lee, Balkman, Collins, Rose",101126-101135-200764-200776-990,NYK,258.0,1,4.0,,8.0,9.0,8.0,9.0,17.0,,,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,8.0,0.6666666666666666,0.6666666666666666,,94.88372093023256,12.25,17.77777777777778,12.25,16.22222222222222,,0.25,,0.5,0.4331,0.4331,13.35,1.0,,,,,,1.0,1.0,2.0,1.0,2.0,,2.0,,,,,1.0,,2.0,2.0,,,2.0,1.0,1.0,,2.0,,,,2.0,2.0,2.0,,,1.0,1.0,2.0,2.0,,1.0,,,,,2.0,2.0,1.0,1.0,0.5,,0.5,0.25,,0.25,0.2,,0.2,0.5,0.6666666666666666,,,,,,,1.0,,,,,0.25,1.0,1.0,0.5,,,,,0.2,0.3333333333333333,,1.0,24.95,,,,,,2.0,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,1.0,0.5,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-201043-201163,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Randolph Morris, Wilson Chandler","Robinson, Lee, Balkman, Morris, Chandler",101126-101135-200764-201043-201163,NYK,56.0,1,1.0,5.0,3.0,2.0,,,5.0,1.0,,,1.0,,,1.0,2.0,2.0,,,,,1.0,1.0,,128.57142857142856,5.666666666666667,19.5,5.666666666666667,19.5,1.0,,,1.0,0.6348,,,,,1.0,,,,,,,1.0,,3.0,5.0,,,,,,,,2.0,,,,1.0,1.0,1.0,2.0,,,,,,,,,,,2.0,4.0,,2.0,1.0,1.0,1.0,1.0,5.0,,1.0,1.0,1.0,,,1.0,,,0.8333333333333334,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
101126-101135-200764-201043-2037,1610612752,"Nate Robinson, David Lee, Renaldo Balkman, Randolph Morris, Jamal Crawford","Robinson, Lee, Balkman, Morris, Crawford",101126-101135-200764-201043-2037,NYK,23.0,1,,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,,1.0,1.0,1.0,62.60869565217391,,11.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2008,2007-08,True
