EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,Arc3FGA,FG2M,FG2A,FG3A,Points,OpponentPoints,PtsUnassisted2s,NonHeaveArc3FGA,ShootingFouls,Fouls,FoulsDrawn,FirstChancePoints,Fg2Pct,EfgPct,TsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,AtRimFGA,LongMidRangeFGA,Fg2aBlocked,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,AtRimFrequency,LongMidRangeFrequency,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsAssisted2s,PtsPutbacks,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,LostBallOutOfBoundsTurnovers,Turnovers,PenaltyTurnovers,FTA,TwoPtShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,LongMidRangeFGM,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,OffThreePtRebounds,Steals,BadPassSteals,DefensiveGoaltends,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PtsUnassisted3s,LongMidRangeAssists,FTDefRebounds,LostBallSteals,Loose Ball Fouls,2pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawnPct,Corner3FGM,Corner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,Offensive Fouls,DefShortMidRangeReboundPct,PenaltyCorner3FGA,ShortMidRangeAssists,SecondChanceTurnovers,OffensiveGoaltends,ShortMidRangePctAssisted,PenaltyCorner3Frequency,NonShootingPenaltyNonTakeFouls,DefCorner3ReboundPct,BadPassOutOfBoundsTurnovers,Travels,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,OffAtRimReboundPct,SelfOReb,SelfORebPct,Loose Ball Fouls Drawn,LostBallTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,PenaltyCorner3FGM,FTOffRebounds,BlockedShortMidRange,3SecondViolations,OffFTReboundPct,SecondChanceAtRimPctAssisted,PenaltyCorner3Accuracy,HeaveAttempts,BlockedLongMidRange,Fg3aBlocked,Defensive 3 Seconds Violations,FG3APctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3pt And 1 Free Throw Trips,Corner3PctBlocked,StepOutOfBoundsTurnovers,HeaveMakes,Blocked3s,BlockedArc3,LongMidRangePctBlocked,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101108-1517-1763-200756-200790,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Hilton Armstrong, Marcus Vinicius","Paul, Jackson, Bowen, Armstrong, Vinicius",101108-1517-1763-200756-200790,NOH,70.0,1,1.0,-4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,2.0,3.0,2.0,1.0,0.5,0.5,0.5,82.28571428571428,19.0,16.0,19.0,13.5,0.5,1.0,1.0,0.5,0.5,0.466925,9.9,26.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200756-2050,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Hilton Armstrong, Morris Peterson","Paul, Jackson, Bowen, Armstrong, Peterson",101108-1517-1763-200756-2050,NOH,132.0,1,2.0,-2.0,3.0,2.0,5.0,,1.0,,,3.0,,,2.0,,,,2.0,1.0,,,,,,54.54545454545454,23.333333333333332,31.0,23.333333333333332,31.0,0.3333333333333333,,,,0.3333333333333333,0.38599999999999995,9.166666666666666,,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200756-2446,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Hilton Armstrong, Rasual Butler","Paul, Jackson, Bowen, Armstrong, Butler",101108-1517-1763-200756-2446,NOH,218.0,4,4.0,,7.0,6.0,13.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,6.0,2.0,1.0,2.0,3.0,1.0,4.0,0.5,0.4,0.5,0.2,85.87155963302753,18.714285714285715,14.5,18.571428571428573,14.5,0.2,1.0,1.0,0.2,0.6,0.39459,5.725,25.2,2.0,1.0,,,,,0.4,0.2,5.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,5.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,0.2554,0.352575,0.16666666666666666,0.2,0.3333333333333333,0.6666666666666666,0.7142857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200756-2561,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Hilton Armstrong, David West","Paul, Jackson, Bowen, Armstrong, West",101108-1517-1763-200756-2561,NOH,307.0,3,5.0,5.0,8.0,8.0,16.0,1.0,1.0,4.0,3.0,4.0,4.0,16.0,11.0,6.0,4.0,1.0,2.0,1.0,13.0,0.75,0.9375,0.8888888888888888,0.5,75.04885993485343,19.75,18.625,17.0,17.375,0.125,1.0,1.0,0.5,0.625,0.444125,10.35,26.4,1.0,2.0,,,,,0.125,0.25,,,1.0,1.0,,,1.0,,,3.0,,,,,,,3.0,,9.0,,1.0,1.0,1.0,2.0,,,,,,,2.0,1.0,,,,,,,1.5,,1.5,,,0.5,,0.3333333333333333,0.5,,,1.0,1.0,1.0,,,,,,0.1111111111111111,0.2,0.1875,,,1.0,3.0,1.0,1.0,3.0,1.0,1.0,9.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,0.75,1.0,1.0,0.5,0.5,0.75,0.75,1.0,1.0,1.0,1.0,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200756-978,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Hilton Armstrong, Peja Stojakovic","Paul, Jackson, Bowen, Armstrong, Stojakovic",101108-1517-1763-200756-978,NOH,529.0,6,9.0,9.0,18.0,20.0,38.0,1.0,2.0,4.0,8.0,10.0,4.0,29.0,20.0,10.0,4.0,4.0,6.0,7.0,24.0,0.8,0.6785714285714286,0.7631578947368421,0.2857142857142857,103.44045368620039,13.38888888888889,14.4,13.38888888888889,13.75,0.14285714285714285,0.5,1.0,0.2857142857142857,0.5714285714285714,0.49233214285714283,8.74,25.225,4.0,4.0,1.0,0.1,,0.5,0.2857142857142857,0.2857142857142857,8.0,4.0,2.0,4.0,1.0,1.0,10.0,1.0,1.0,5.0,3.0,3.0,16.0,6.0,2.0,3.0,3.0,1.0,6.0,1.0,4.0,5.0,2.0,7.0,1.0,1.0,1.0,,2.0,2.0,11.0,5.0,16.0,8.0,0.375,0.42857142857142855,1.0,1.0,1.0,0.9,1.25,1.0,0.5,0.5714285714285714,0.5,0.4444444444444444,0.4,,0.6666666666666666,0.6666666666666666,1.0,1.0,0.25,0.2,1.0,0.6448,0.43457,0.3157894736842105,0.35714285714285715,0.1724137931034483,0.5517241379310345,0.4444444444444444,3.0,1.0,,,1.0,,,,1.0,,,1.0,4.0,3.0,,,0.25,,0.25,0.3333333333333333,0.3333333333333333,0.75,0.75,0.25,0.25,,,,,0.25,1.0,1.0,1.0,2.0,3.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.4,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200790-2199,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Marcus Vinicius, Tyson Chandler","Paul, Jackson, Bowen, Vinicius, Chandler",101108-1517-1763-200790-2199,NOH,38.0,1,1.0,1.0,1.0,1.0,2.0,,,,,,1.0,3.0,2.0,,,1.0,1.0,,3.0,,1.5,1.5,1.0,75.78947368421053,16.0,22.0,16.0,22.0,,,,,1.0,0.5934,,23.3,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-200790-2561,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Marcus Vinicius, David West","Paul, Jackson, Bowen, Vinicius, West",101108-1517-1763-200790-2561,NOH,65.0,1,1.0,3.0,2.0,1.0,3.0,,,1.0,,1.0,2.0,3.0,,,1.0,,,,3.0,,0.5,0.5,0.6666666666666666,66.46153846153847,23.5,18.0,23.0,11.0,,,,0.3333333333333333,1.0,0.5690833333333333,,24.4,1.0,,,,,,0.3333333333333333,,,1.0,1.0,,,,,,1.0,,,,,,,,1.0,,3.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,1.0,,,3.0,,1.0,,1.0,,,,1.0,0.5,,0.5,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-2199-2408,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Tyson Chandler, Melvin Ely","Paul, Jackson, Bowen, Chandler, Ely",101108-1517-1763-2199-2408,NOH,114.0,1,2.0,3.0,3.0,3.0,6.0,,,1.0,,1.0,1.0,3.0,,,1.0,,1.0,,3.0,,0.75,0.75,0.5,75.78947368421053,18.0,20.0,18.0,13.666666666666666,,,,0.5,1.0,0.5218,,24.7,1.0,,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,3.0,,2.0,2.0,,2.0,,,1.0,,1.0,,,,,,,,,,,,,,,0.6666666666666666,,0.6666666666666666,,,,0.6666666666666666,,,,,,,,,,,,,,1.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-2199-2446,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Tyson Chandler, Rasual Butler","Paul, Jackson, Bowen, Chandler, Butler",101108-1517-1763-2199-2446,NOH,89.0,2,1.0,-1.0,3.0,4.0,7.0,,,,1.0,2.0,,2.0,3.0,,,2.0,3.0,,2.0,0.5,0.5,0.5,,113.25842696629213,21.333333333333332,6.25,21.333333333333332,6.0,,,,,0.5,0.38925,9.75,,1.0,1.0,,,,,0.5,0.5,2.0,2.0,,1.0,1.0,1.0,,,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,2.0,,2.0,,,1.0,,1.0,1.0,,,2.0,2.0,1.0,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,,,1.0,,1.0,1.0,1.0,1.0,1.0,,0.4499,,,,1.0,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
101108-1517-1763-2199-2561,1610612740,"Chris Paul, Bobby Jackson, Ryan Bowen, Tyson Chandler, David West","Paul, Jackson, Bowen, Chandler, West",101108-1517-1763-2199-2561,NOH,121.0,5,2.0,1.0,2.0,3.0,5.0,,,,1.0,2.0,,3.0,2.0,,,,,3.0,3.0,0.5,0.5,0.75,,59.50413223140496,35.5,16.666666666666668,35.5,16.666666666666668,,,,,1.0,0.53625,,,2.0,,1.0,0.5,0.5,,1.0,,,,,1.0,,,1.0,,,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,0.5,1.0,1.0,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612740,2008,2007-08,False
