EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,Steals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG3APct,LiveBallTurnoverPct,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,Avg3ptShotDistance,SecondChanceArc3FGA,SecondChanceFG3A,BadPassSteals,DeadBallTurnovers,Travels,DefLongMidRangeReboundPct,SecondChanceArc3Frequency,Corner3FGM,Corner3FGA,Corner3Assists,ShortMidRangeAssists,DefThreePtRebounds,DefThreePtReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyDefPoss,Fg2aBlocked,Offensive Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,PenaltyOffPoss,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,LostBallTurnovers,PenaltyTurnovers,BlockedLongMidRange,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,PenaltyEfgPct,PenaltyTsPct,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,BlockedAtRim,NonShootingPenaltyNonTakeFouls,LongMidRangeFGM,OffThreePtRebounds,Loose Ball Fouls,Offensive Fouls,OffThreePtReboundPct,OffArc3ReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,PenaltyAtRimFGM,PenaltyFG2M,PenaltyFg2Pct,PenaltyAtRimAccuracy,PenaltyCorner3FGA,SelfOReb,SelfORebPct,PenaltyCorner3Frequency,OffShortMidRangeReboundPct,Fg3aBlocked,FTOffRebounds,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,FG3APctBlocked,Corner3PctBlocked,OffFTReboundPct,SecondChanceTurnovers,SecondChanceCorner3FGA,DefCorner3ReboundPct,SecondChanceCorner3Frequency,LongMidRangePctBlocked,HeaveAttempts,LongMidRangeAssists,LongMidRangePctAssisted,ShortMidRangePctBlocked,SecondChanceAtRimPctAssisted,Defensive 3 Seconds Violations,LostBallOutOfBoundsTurnovers,OffCorner3ReboundPct,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,PenaltyCorner3FGM,PenaltyCorner3Accuracy,SecondChanceCorner3FGM,SecondChanceFG3M,StepOutOfBoundsTurnovers,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,team_id,year,season,team_vs
101129-101236-1503-1517-201171,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Bobby Jackson, Carl Landry","Head, Hayes, McGrady, Jackson, Landry",101129-101236-1503-1517-201171,HOU,231.0,1,4.0,8.0,7.0,7.0,2.0,14.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,6.0,1.0,1.0,3.0,12.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,2.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,0.3333333333333333,0.5,1.0,1.0,1.0,0.5,1.0,0.6428571428571429,1.0,0.6875,1.0,0.14285714285714285,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,87.27272727272727,1.0,20.142857142857142,12.857142857142858,18.142857142857142,12.857142857142858,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,0.14285714285714285,1.0,1.0,0.2857142857142857,0.14285714285714285,1.0,1.0,1.0,1.0,1.0,0.5714285714285714,1.0,0.4741,0.5724,0.125,0.14285714285714285,0.3333333333333333,6.833333333333333,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-1503-201166-201171,1610612745,"Luther Head, Chuck Hayes, Tracy McGrady, Aaron Brooks, Carl Landry","Head, Hayes, McGrady, Brooks, Landry",101129-101236-1503-201166-201171,HOU,200.0,1,3.0,5.0,7.0,6.0,1.0,13.0,3.0,4.0,,1.0,,,1.0,,1.0,3.0,5.0,,1.0,3.0,9.0,4.0,,1.0,,,4.0,2.0,,,1.0,,2.0,,2.0,,2.0,4.0,2.0,2.0,,2.0,2.0,4.0,1.0,,,,1.0,1.0,2.0,3.0,1.0,4.0,,2.0,1.0,1.0,1.0,1.0,9.0,0.6666666666666666,0.6666666666666666,,,,0.6,,0.5,,0.5625,,0.16666666666666666,,,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,,1.0,93.6,1.0,12.714285714285714,18.5,9.714285714285714,18.5,0.6666666666666666,0.75,0.75,0.6666666666666666,,,,0.16666666666666666,0.16666666666666666,,,,0.5,,0.8333333333333334,,0.5799416666666667,0.549575,0.25,0.2857142857142857,,4.5200000000000005,25.8,1.0,1.0,1.0,1.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-1517-201171-2203,1610612745,"Luther Head, Chuck Hayes, Bobby Jackson, Carl Landry, Shane Battier","Head, Hayes, Jackson, Landry, Battier",101129-101236-1517-201171-2203,HOU,259.0,1,4.0,5.0,8.0,8.0,,16.0,1.0,2.0,,,1.0,2.0,,,,2.0,4.0,1.0,1.0,2.0,9.0,4.0,,,,,2.0,2.0,3.0,,,,1.0,1.0,2.0,,,5.0,,2.0,,4.0,,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,1.0,9.0,0.5,0.5,1.0,1.0,1.0,0.5,,0.7,,0.75,,0.2,0.5,,0.6666666666666666,,0.8,,,,,1.0,88.95752895752896,1.0,15.375,17.0,15.375,16.25,0.4,0.5,0.5,,0.4,0.5,0.5,,,,,,,,0.6,,0.51493,,0.16666666666666666,0.2,,4.3,23.5,,,,1.0,1.0,0.5,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.2,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-1517-2203-2449,1610612745,"Luther Head, Chuck Hayes, Bobby Jackson, Shane Battier, Luis Scola","Head, Hayes, Jackson, Battier, Scola",101129-101236-1517-2203-2449,HOU,70.0,1,1.0,2.0,2.0,3.0,1.0,5.0,1.0,4.0,1.0,2.0,,,,,,1.0,4.0,,,,2.0,,1.0,2.0,,2.0,,2.0,,2.0,,,,,,,,,2.0,,1.0,1.0,2.0,3.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,0.25,0.5,0.25,0.5,0.25,0.5,,,1.0,,0.6666666666666666,,0.6666666666666666,0.6666666666666666,,,,102.85714285714285,,18.0,11.333333333333334,15.0,11.333333333333334,1.0,0.25,0.3333333333333333,,,,,,,,,,1.0,0.5,1.0,,0.5984,0.63185,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,3.0,1.0,1.0,0.25,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-200779-200839-201166,1610612745,"Luther Head, Chuck Hayes, Steve Novak, Mike Harris, Aaron Brooks","Head, Hayes, Novak, Harris, Brooks",101129-101236-200779-200839-201166,HOU,183.0,1,3.0,1.0,7.0,6.0,,13.0,,1.0,,,,,,1.0,3.0,,1.0,1.0,3.0,3.0,6.0,5.0,,,,,,,,,3.0,1.0,,,,,,,,2.0,,4.0,,4.0,,,1.0,,1.0,,,2.0,,4.0,,2.0,1.0,,1.0,1.0,6.0,,,,0.3333333333333333,0.3333333333333333,,,0.375,,0.5,,0.75,1.0,,1.0,,1.0,,,,,1.0,102.29508196721312,1.0,9.428571428571429,19.5,9.428571428571429,19.5,0.25,,,,,,,,0.75,0.3333333333333333,0.3333333333333333,,,,1.0,0.3333333333333333,0.495925,,0.3333333333333333,0.6666666666666666,,,25.633333333333336,,,,,,1.0,,,,,,2.0,1.0,1.0,,,,,,6.0,,,,,7.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0,6.0,3.0,1.0,1.0,1.0,6.0,7.0,0.3333333333333333,0.375,0.5,0.25,0.75,0.3333333333333333,0.495925,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-201166-201171-2203,1610612745,"Luther Head, Chuck Hayes, Aaron Brooks, Carl Landry, Shane Battier","Head, Hayes, Brooks, Landry, Battier",101129-101236-201166-201171-2203,HOU,130.0,1,2.0,-1.0,4.0,3.0,,7.0,2.0,3.0,,,,,,,,2.0,3.0,,,1.0,5.0,6.0,,,,,2.0,2.0,,,,,1.0,,1.0,,1.0,2.0,,,,,,,,,,,1.0,,,1.0,,1.0,,1.0,,,,,5.0,0.5,0.5,,,,0.6666666666666666,,0.6666666666666666,,0.8333333333333334,,,,,,,,,,,,,77.53846153846155,,16.75,21.0,16.75,17.333333333333332,1.0,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,1.0,,0.5592333333333334,,0.3333333333333333,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-101236-201166-2203-2449,1610612745,"Luther Head, Chuck Hayes, Aaron Brooks, Shane Battier, Luis Scola","Head, Hayes, Brooks, Battier, Scola",101129-101236-201166-2203-2449,HOU,204.0,1,3.0,-6.0,5.0,6.0,,11.0,1.0,2.0,,,,,,,2.0,1.0,2.0,,2.0,1.0,3.0,9.0,,,,,,2.0,,,2.0,,,,,,,,,1.0,,2.0,,2.0,,,1.0,,1.0,1.0,3.0,1.0,,2.0,,1.0,1.0,,1.0,,3.0,,,,,,0.5,,0.25,,0.3,,0.5,1.0,,0.3333333333333333,,0.5,,,,,,77.64705882352942,,20.0,17.333333333333332,20.0,16.5,0.5,0.5,0.5,,,,,,0.5,,,,,,1.0,,0.54295,,0.2,0.3333333333333333,,,24.4,,,,,,1.0,,,,,,1.0,1.0,1.0,,,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-1503-1517-201166-2203,1610612745,"Luther Head, Tracy McGrady, Bobby Jackson, Aaron Brooks, Shane Battier","Head, McGrady, Jackson, Brooks, Battier",101129-1503-1517-201166-2203,HOU,2.0,1,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,0.3033,,,,,,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,0.3033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-1503-1517-201171-2449,1610612745,"Luther Head, Tracy McGrady, Bobby Jackson, Carl Landry, Luis Scola","Head, McGrady, Jackson, Landry, Scola",101129-1503-1517-201171-2449,HOU,305.0,3,5.0,6.0,10.0,10.0,3.0,20.0,2.0,5.0,1.0,2.0,1.0,1.0,2.0,,1.0,4.0,8.0,,2.0,3.0,11.0,5.0,2.0,3.0,,4.0,,8.0,,,1.0,,,,,,,,2.0,4.0,,4.0,3.0,7.0,2.0,,,,1.0,2.0,5.0,5.0,,4.0,,2.0,1.0,,1.0,1.0,7.0,,,,,,0.5,0.6666666666666666,0.4,0.6666666666666666,0.4583333333333333,0.6666666666666666,0.2,,,0.8,0.5,0.8,0.5,0.6666666666666666,,1.0,0.5,94.42622950819673,1.0,15.0,15.5,13.9,15.0,0.5,0.4,0.5,,0.1,1.0,1.0,0.2,0.1,,,,0.6666666666666666,0.5,0.7,,0.5466,0.62745,0.16666666666666666,0.2,0.36363636363636365,5.15,24.25,,,2.0,1.0,,1.0,,,1.0,,,,,,,0.1,,,,,1.0,1.0,0.125,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
101129-1503-1517-2203-2449,1610612745,"Luther Head, Tracy McGrady, Bobby Jackson, Shane Battier, Luis Scola","Head, McGrady, Jackson, Battier, Scola",101129-1503-1517-2203-2449,HOU,20.0,2,,-1.0,2.0,2.0,,4.0,1.0,1.0,,,,,,,2.0,1.0,1.0,,2.0,,2.0,3.0,,,,,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,1.0,,0.3333333333333333,,0.3333333333333333,,0.6666666666666666,,,,,,,,,,,288.0,,7.0,3.0,7.0,3.0,0.3333333333333333,1.0,1.0,,,,,,0.6666666666666666,,,,,,1.0,,0.4763,,,,,,32.25,,,,,,,,,,,,,,,,,,,,2.0,,,,,2.0,1.0,,2.0,1.0,,2.0,,2.0,,,,,2.0,2.0,,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,,0.4763,1.0,1.0,,,,2.0,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612745,2008,2007-08,False
