EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,FG2A,FtPoints,Points,OpponentPoints,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,TsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg2ptShotDistance,SecondChanceOffPoss,AtRimFGA,SecondChanceAtRimFGA,ShortMidRangeFGM,FG2M,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsUnassisted2s,PtsPutbacks,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,AtRimFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceAtRimFrequency,AtRimFG3AFrequency,SecondChanceShotQualityAvg,SecondChancePointsPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,SecondChanceFtPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,OffThreePtRebounds,DefThreePtRebounds,Travels,PenaltyTurnovers,Offensive Fouls,Loose Ball Fouls Drawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,DefensiveGoaltends,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,DefThreePtReboundPct,OffThreePtReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Steals,LostBallSteals,Corner3FGA,PenaltyCorner3FGA,PtsUnassisted3s,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Loose Ball Fouls,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,LiveBallTurnoverPct,OffCorner3ReboundPct,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceAtRimFGM,SecondChanceCorner3FGA,SecondChanceFG3A,FTDefRebounds,SecondChanceTurnovers,BlockedLongMidRange,LongMidRangePctBlocked,DefFTReboundPct,OffLongMidRangeReboundPct,DefCorner3ReboundPct,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,Technical Free Throw Trips,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,FTOffRebounds,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,BlockedShortMidRange,3SecondViolations,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceArc3FGA,SecondChanceFG3M,ThreePtShootingFoulsDrawn,SecondChanceFg3Pct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceArc3Frequency,ThreePtShootingFoulsDrawnPct,SecondChanceArc3FGM,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,HeaveAttempts,Corner3PctBlocked,HeaveMakes,3pt And 1 Free Throw Trips,OffensiveGoaltends,Clear Path Fouls,team_id,year,season,team_vs
101154-1498-1712-200762-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Oleksiy Pecherov, Roger Mason Jr.","Blatche, Daniels, Jamison, Pecherov, Mason Jr.",101154-1498-1712-200762-2427,WAS,55.0,1,1.0,-1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,0.25,78.54545454545455,19.0,17.0,19.0,17.0,1.0,0.3726,0.5,0.5,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201156-201187,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Dominic McGuire","Blatche, Daniels, Jamison, Young, McGuire",101154-1498-1712-201156-201187,WAS,129.0,1,2.0,-1.0,4.0,4.0,8.0,2.0,3.0,4.0,6.0,7.0,2.0,4.0,2.0,4.0,0.6,89.30232558139535,14.5,17.75,13.25,17.75,0.6666666666666666,0.47869999999999996,0.4,0.4,5.3,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.5,0.3333333333333333,0.50795,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201156-2052,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, DeShawn Stevenson","Blatche, Daniels, Jamison, Young, Stevenson",101154-1498-1712-201156-2052,WAS,348.0,4,6.0,-3.0,14.0,12.0,26.0,,4.0,8.0,18.0,21.0,7.0,12.0,3.0,17.0,0.6923076923076923,107.58620689655173,15.357142857142858,11.083333333333334,15.357142857142858,11.083333333333334,,0.4688142857142857,0.3,0.42857142857142855,13.775,1.0,1.0,,,2.0,,,1.0,2.0,,,2.0,3.0,1.0,4.0,,,2.0,2.0,3.0,4.0,0.5,,0.7142857142857143,,0.5,1.0,,1.0,0.3333333333333333,,,,,0.14285714285714285,,,,0.5714285714285714,,0.05555555555555555,8.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,10.0,2.0,6.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,10.0,8.0,3.0,0.5,0.5,1.0,0.6666666666666666,0.5,0.6666666666666666,0.5,0.625,0.625,0.42857142857142855,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.3333333333333333,0.3333333333333333,0.42857142857142855,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,0.5,0.5,0.6666666666666666,0.51265,0.5555555555555556,25.133333333333336,0.5714285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201156-2217,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Brendan Haywood","Blatche, Daniels, Jamison, Young, Haywood",101154-1498-1712-201156-2217,WAS,147.0,1,2.0,-4.0,5.0,4.0,9.0,,2.0,2.0,4.0,8.0,2.0,2.0,1.0,4.0,0.5,88.16326530612244,13.4,20.0,13.4,18.5,,0.55375,0.25,0.3333333333333333,9.1,,1.0,,,1.0,,,,2.0,,,,,,,,1.0,1.0,1.0,2.0,2.0,0.5,,0.3333333333333333,,,,,,,,,,,0.3333333333333333,,,,0.6666666666666666,,,,3.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,1.0,1.0,,0.3333333333333333,,,0.3333333333333333,,,,,,,,,,,24.8,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201156-2406,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Caron Butler","Blatche, Daniels, Jamison, Young, Butler",101154-1498-1712-201156-2406,WAS,1159.0,9,19.0,3.0,36.0,41.0,77.0,3.0,17.0,6.0,41.0,38.0,7.0,9.0,4.0,37.0,0.6833333333333333,95.66867989646246,13.527777777777779,16.390243902439025,13.11111111111111,15.658536585365853,0.11538461538461539,0.5079461538461538,0.13793103448275862,0.2,9.0,2.0,8.0,,2.0,13.0,1.0,1.0,4.0,4.0,,,17.0,18.0,1.0,19.0,,1.0,2.0,7.0,7.0,12.0,0.7647058823529411,1.0,0.6730769230769231,1.0,1.0,0.7391304347826086,,0.75,0.1111111111111111,,,0.7142857142857143,,0.3076923076923077,0.6666666666666666,1.0,,0.6538461538461539,0.3967,0.0975609756097561,29.0,28.0,6.0,6.0,8.0,5.0,6.0,3.0,8.0,3.0,7.0,3.0,9.0,2.0,12.0,16.0,3.0,8.0,5.0,38.0,22.0,6.0,8.0,3.0,11.0,2.0,13.0,2.0,4.0,28.0,1.0,1.0,,4.0,1.0,1.0,1.0,,,,,1.0,38.0,29.0,1.0,0.8461538461538461,0.8461538461538461,0.6666666666666666,0.3333333333333333,0.375,0.3333333333333333,0.75,0.6875,0.7037037037037037,0.34615384615384615,1.0,0.2,,0.6,0.8181818181818182,1.0,,0.75,0.8571428571428571,0.6666666666666666,0.23076923076923078,0.8333333333333334,0.8333333333333334,0.3076923076923077,0.375,0.375,0.6666666666666666,0.3333333333333333,0.75,0.2916666666666667,0.42857142857142855,0.375,0.5128375,0.926829268292683,25.77777777777778,0.8055555555555556,2.0,,1.0,1.0,3.0,2.0,2.0,5.0,2.0,5.0,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.11764705882352941,0.125,0.3333333333333333,0.7142857142857143,1.0,1.0,1.0,0.038461538461538464,0.041666666666666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201156-2443,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Nick Young, Darius Songaila","Blatche, Daniels, Jamison, Young, Songaila",101154-1498-1712-201156-2443,WAS,1553.0,9,26.0,-2.0,53.0,49.0,102.0,4.0,31.0,10.0,42.0,44.0,11.0,12.0,6.0,38.0,0.44680851063829785,94.57823567289118,14.830188679245284,15.653061224489797,14.30188679245283,14.489795918367347,0.0975609756097561,0.513875,0.1276595744680851,0.16216216216216217,7.967741935483871,5.0,16.0,3.0,1.0,10.0,1.0,4.0,4.0,4.0,,8.0,5.0,14.0,8.0,22.0,1.0,,6.0,13.0,7.0,13.0,0.3225806451612903,0.25,0.3902439024390244,0.2,0.3333333333333333,0.35714285714285715,0.38095238095238093,0.45454545454545453,0.3076923076923077,0.4,0.6666666666666666,0.25,0.05263157894736842,0.3902439024390244,0.25,0.25,0.6,0.6341463414634146,0.57003,0.09523809523809523,16.0,19.0,6.0,2.0,8.0,3.0,11.0,4.0,9.0,2.0,4.0,4.0,10.0,2.0,2.0,10.0,2.0,4.0,5.0,15.0,16.0,12.0,9.0,4.0,8.0,4.0,12.0,4.0,5.0,28.0,,5.0,1.0,1.0,4.0,,,1.0,,1.0,,,15.0,16.0,,0.8,0.8,1.0,0.4,0.5,0.4,0.2,0.35714285714285715,0.4411764705882353,0.24390243902439024,0.625,,,0.4,0.4,0.5714285714285714,,0.375,0.5454545454545454,0.8333333333333334,0.2682926829268293,0.2727272727272727,0.3333333333333333,0.21951219512195122,0.4444444444444444,0.4444444444444444,1.0,0.5714285714285714,0.25,0.2857142857142857,0.5,0.4444444444444444,0.5352423076923076,0.35714285714285715,26.389999999999997,0.3018867924528302,9.0,2.0,1.0,,,7.0,1.0,2.0,7.0,7.0,3.0,4.0,2.0,,,,,0.22580645161290322,0.3125,,0.5384615384615384,,1.0,0.6666666666666666,0.024390243902439025,,1.0,1.0,1.0,4.0,2.0,1.0,0.18181818181818182,1.0,0.25,1.0,0.3333333333333333,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201187-2052,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Dominic McGuire, DeShawn Stevenson","Blatche, Daniels, Jamison, McGuire, Stevenson",101154-1498-1712-201187-2052,WAS,997.0,7,17.0,19.0,29.0,29.0,58.0,4.0,16.0,3.0,37.0,18.0,4.0,5.0,2.0,37.0,0.75,83.77131394182547,13.551724137931034,20.82758620689655,13.551724137931034,17.93103448275862,0.18181818181818182,0.5098818181818182,0.08333333333333333,0.1111111111111111,7.675,,7.0,,2.0,11.0,,,,8.0,,,9.0,13.0,,13.0,,1.0,2.0,6.0,3.0,9.0,0.6875,,0.7727272727272727,,,0.47368421052631576,,0.5416666666666666,,,,0.8,,0.3181818181818182,0.5,0.5,,0.5909090909090909,,,9.0,3.0,6.0,1.0,2.0,3.0,5.0,3.0,5.0,1.0,2.0,4.0,6.0,,2.0,3.0,2.0,3.0,2.0,12.0,14.0,12.0,5.0,3.0,7.0,4.0,11.0,3.0,4.0,26.0,,4.0,,2.0,,,,,,,,,12.0,9.0,,0.6363636363636364,0.6363636363636364,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.8333333333333334,0.8571428571428571,0.2727272727272727,0.8,,,0.2222222222222222,0.6,0.75,,0.8571428571428571,0.8571428571428571,0.6666666666666666,0.22727272727272727,0.6,0.6,0.22727272727272727,0.6,0.6,1.0,0.3333333333333333,0.5,0.3333333333333333,0.5,0.6,0.48361666666666664,0.32432432432432434,25.0,0.3103448275862069,3.0,1.0,1.0,1.0,,,1.0,2.0,2.0,4.0,4.0,,1.0,,,,,,,,0.6666666666666666,,0.5,0.6666666666666666,0.045454545454545456,0.16666666666666666,,,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-201187-2427,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, Dominic McGuire, Roger Mason Jr.","Blatche, Daniels, Jamison, McGuire, Mason Jr.",101154-1498-1712-201187-2427,WAS,1234.0,8,21.0,2.0,38.0,37.0,75.0,7.0,21.0,11.0,42.0,40.0,13.0,18.0,9.0,33.0,0.5857142857142857,87.52025931928688,15.078947368421053,17.864864864864863,14.0,16.83783783783784,0.25925925925925924,0.4765870370370371,0.2571428571428571,0.3103448275862069,6.933333333333333,5.0,10.0,3.0,2.0,11.0,3.0,3.0,9.0,10.0,4.0,4.0,11.0,14.0,6.0,20.0,1.0,,9.0,11.0,5.0,10.0,0.5238095238095238,1.0,0.5740740740740741,0.75,0.75,0.7333333333333333,0.4,0.7,0.38461538461538464,0.5,0.4,0.8333333333333334,0.08333333333333333,0.37037037037037035,0.2857142857142857,0.3333333333333333,0.75,0.5925925925925926,0.5132375,0.21428571428571427,5.0,12.0,8.0,,,1.0,4.0,3.0,5.0,,1.0,3.0,6.0,3.0,,,,1.0,1.0,1.0,12.0,9.0,5.0,3.0,6.0,3.0,9.0,3.0,4.0,21.0,1.0,3.0,2.0,4.0,3.0,2.0,,2.0,1.0,2.0,1.0,,1.0,5.0,,0.5454545454545454,0.6666666666666666,1.0,0.5,,0.5,,,0.25,0.2222222222222222,0.6,0.3333333333333333,,0.5,1.0,0.6666666666666666,0.5,0.8,0.8,0.5,0.14814814814814814,0.25,0.25,0.18518518518518517,0.6,0.6,1.0,,,1.0,,0.6,0.40365,0.023809523809523808,25.05,0.13157894736842105,2.0,1.0,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,,1.0,,1.0,0.047619047619047616,,0.14285714285714285,0.18181818181818182,1.0,0.5,1.0,0.037037037037037035,,3.0,1.0,1.0,,,,,,0.3333333333333333,0.5,1.0,,0.25,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2052-2217,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Brendan Haywood","Blatche, Daniels, Jamison, Stevenson, Haywood",101154-1498-1712-2052-2217,WAS,11410.0,15,190.0,12.0,337.0,340.0,677.0,51.0,234.0,41.0,369.0,357.0,48.0,58.0,28.0,320.0,0.5542168674698795,85.44084136722174,16.13353115727003,17.56764705882353,15.15727002967359,16.66470588235294,0.16612377850162866,0.49685374592833875,0.08761329305135952,0.10894941634241245,10.518803418803419,37.0,75.0,14.0,21.0,116.0,19.0,35.0,49.0,94.0,10.0,29.0,101.0,130.0,48.0,178.0,3.0,2.0,20.0,55.0,30.0,61.0,0.49572649572649574,0.5428571428571428,0.5342019543973942,0.5116279069767442,0.5444444444444444,0.6824324324324325,0.24786324786324787,0.6939890710382514,0.30128205128205127,0.36,0.3,0.7115384615384616,0.022727272727272728,0.24429967426710097,0.4117647058823529,0.4772727272727273,0.32558139534883723,0.4820846905537459,0.4971465517241379,0.13279132791327913,42.0,24.0,50.0,6.0,9.0,45.0,108.0,19.0,51.0,4.0,10.0,32.0,73.0,5.0,15.0,30.0,5.0,13.0,6.0,51.0,138.0,87.0,51.0,19.0,69.0,29.0,98.0,16.0,31.0,225.0,18.0,26.0,5.0,1.0,7.0,2.0,1.0,17.0,14.0,17.0,11.0,2.0,51.0,42.0,1.0,0.5948275862068966,0.6216216216216216,0.90625,0.4383561643835616,0.38461538461538464,0.4383561643835616,0.5,0.5232558139534884,0.53125,0.23778501628664495,0.7428571428571429,0.46153846153846156,0.43333333333333335,0.6744186046511628,0.660377358490566,0.7575757575757576,0.6470588235294118,0.6666666666666666,0.847457627118644,0.62,0.3517915309446254,0.4166666666666667,0.4205607476635514,0.16612377850162866,0.37254901960784315,0.37254901960784315,0.8421052631578947,0.20930232558139536,0.6666666666666666,0.23255813953488372,0.4,0.37254901960784315,0.4800813953488372,0.13821138211382114,24.80958904109589,0.12462908011869436,23.0,12.0,22.0,3.0,9.0,24.0,13.0,25.0,11.0,35.0,22.0,13.0,4.0,5.0,5.0,,3.0,0.10256410256410256,0.21333333333333335,0.13725490196078433,0.6363636363636364,0.5555555555555556,0.6190476190476191,0.5555555555555556,0.07166123778501629,0.06976744186046512,10.0,4.0,8.0,3.0,2.0,1.0,0.009259259259259259,0.75,0.1774193548387097,0.5,0.7142857142857143,0.4,0.09302325581395349,13.0,1.0,13.0,2.0,0.5909090909090909,0.5909090909090909,1.0,0.3333333333333333,1.0,1.0,,2.0,1.0,0.125,2.0,4.0,2.0,1.0,0.25,0.5,1.0,0.09302325581395349,0.013513513513513514,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
101154-1498-1712-2052-2240,1610612764,"Andray Blatche, Antonio Daniels, Antawn Jamison, DeShawn Stevenson, Gilbert Arenas","Blatche, Daniels, Jamison, Stevenson, Arenas",101154-1498-1712-2052-2240,WAS,3.0,1,,,1.0,,1.0,,,,,,,,,,,480.0,3.0,,3.0,,,0.19965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,1.0,,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,1.0,,,0.19965,,28.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612764,2008,2007-08,True
