EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,AtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGA,PenaltyArc3FGA,FG2M,FG2A,FG3A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyPoints,PtsAssisted2s,NonHeaveArc3FGA,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,3SecondViolations,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,ShortMidRangeFGM,Corner3FGA,SecondChanceFtPoints,SecondChancePoints,PenaltyFtPoints,PtsUnassisted2s,HeaveAttempts,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,Steals,BadPassSteals,Offensive Fouls,Blocked2s,BlockedLongMidRange,Blocks,SecondChanceTsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,SecondChancePointsPct,AtRimFGM,Fg2aBlocked,AtRimAssists,Loose Ball Fouls Drawn,FG2APctBlocked,AtRimPctBlocked,OffLongMidRangeReboundPct,DefArc3ReboundPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceOffPoss,SecondChanceFG2M,SecondChanceFG2A,FTDefRebounds,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,Travels,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,BlockedAtRim,RecoveredBlocks,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceFg2Pct,SecondChanceEfgPct,ShortMidRangePctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceShotQualityAvg,Arc3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,FG3M,SecondChanceFG3M,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,ShortMidRangeAssists,OffThreePtRebounds,SelfOReb,LostBallOutOfBoundsTurnovers,Assisted3sPct,Fg3Pct,SecondChanceFg3Pct,NonHeaveFg3Pct,OffThreePtReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,SelfORebPct,ShortMidRangePctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,NonHeaveArc3Accuracy,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyCorner3FGA,PtsPutbacks,LostBallTurnovers,Offensive Fouls Drawn,OffShortMidRangeReboundPct,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,BadPassOutOfBoundsTurnovers,2pt And 1 Free Throw Trips,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,OffensiveGoaltends,PenaltyFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,PenaltyArc3FGM,PenaltyArc3Accuracy,DefensiveGoaltends,SecondChanceTurnovers,FTOffRebounds,StepOutOfBoundsTurnovers,Blocked3s,BlockedArc3,OffFTReboundPct,Technical Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedCorner3,team_id,year,season,team_vs
101106-101111-1913-2072-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Michael Ruffin, Michael Redd, Charlie Bell","Bogut, Villanueva, Ruffin, Redd, Bell",101106-101111-1913-2072-2294,MIL,158.0,1,3.0,-6.0,6.0,5.0,3.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,10.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.5,0.25,0.3333333333333333,0.4,0.3333333333333333,0.25,100.25316455696202,15.5,13.0,15.5,10.2,0.25,0.25,0.25,1.0,1.0,1.0,0.25,0.3333333333333333,0.3333333333333333,0.5,0.3866875,0.40724999999999995,0.2,0.25,0.5,6.633333333333333,25.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-1913-2294-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Michael Ruffin, Charlie Bell, Mo Williams","Bogut, Villanueva, Ruffin, Bell, Williams",101106-101111-1913-2294-2590,MIL,207.0,2,3.0,1.0,5.0,5.0,,4.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,4.0,2.0,1.0,5.0,4.0,,1.0,,1.0,2.0,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,2.0,2.0,1.0,,4.0,1.0,,1.0,0.5,0.5,0.5,,0.3333333333333333,,0.35714285714285715,0.25,0.3333333333333333,69.56521739130434,17.4,24.0,17.4,19.2,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,0.16666666666666666,1.0,,0.5,0.46624,0.5479,0.14285714285714285,0.2,0.2,12.275,33.7,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.5,1.0,0.4,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,0.16666666666666666,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-1913-2294-2767,1610612749,"Andrew Bogut, Charlie Villanueva, Michael Ruffin, Charlie Bell, Royal Ivey","Bogut, Villanueva, Ruffin, Bell, Ivey",101106-101111-1913-2294-2767,MIL,72.0,1,1.0,-1.0,2.0,2.0,,,4.0,2.0,,,,1.0,,,1.0,3.0,,,2.0,3.0,,,,,2.0,,1.0,1.0,,2.0,,,,,2.0,,,,2.0,,,,1.0,1.0,0.3333333333333333,,0.3333333333333333,,0.3333333333333333,,,80.0,24.5,11.5,24.5,11.5,0.6666666666666666,,0.3333333333333333,,,,,,,0.6666666666666666,0.5119333333333334,,,,,5.7,,,,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,0.5,1.0,1.0,0.5,,,,,,,,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-201196-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Ramon Sessions, Mo Williams","Bogut, Villanueva, Jianlian, Sessions, Williams",101106-101111-201146-201196-2590,MIL,53.0,1,1.0,,1.0,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,54.339622641509436,40.0,13.0,40.0,13.0,1.0,,,,,,,,,1.0,0.4893,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2072-2294,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Michael Redd, Charlie Bell","Bogut, Villanueva, Jianlian, Redd, Bell",101106-101111-201146-2072-2294,MIL,459.0,3,8.0,2.0,17.0,15.0,10.0,2.0,32.0,3.0,1.0,2.0,2.0,6.0,,,4.0,11.0,,3.0,11.0,9.0,1.0,7.0,,5.0,6.0,,3.0,3.0,1.0,6.0,1.0,3.0,4.0,6.0,3.0,6.0,2.0,,7.0,5.0,10.0,,0.75,0.75,0.36363636363636365,0.14285714285714285,0.36363636363636365,0.14285714285714285,0.39285714285714285,0.2777777777777778,,100.3921568627451,11.058823529411764,18.066666666666666,10.352941176470589,16.466666666666665,0.2727272727272727,0.18181818181818182,0.5454545454545454,0.3333333333333333,0.3333333333333333,0.5,,0.14285714285714285,,0.2727272727272727,0.4583,0.4237714285714286,0.15384615384615385,0.15384615384615385,0.45454545454545453,11.136363636363637,,0.5882352941176471,,,2.0,4.0,3.0,2.0,,2.0,4.0,5.0,10.0,2.0,12.0,2.0,1.0,,2.0,,2.0,1.0,0.7142857142857143,0.2857142857142857,1.0,0.8181818181818182,0.2857142857142857,,0.75,1.0,,,,0.36363636363636365,2.0,1.0,2.0,,0.09090909090909091,,0.5,1.0,0.6666666666666666,0.6666666666666666,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.3813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2072-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Michael Redd, Mo Williams","Bogut, Villanueva, Jianlian, Redd, Williams",101106-101111-201146-2072-2590,MIL,435.0,3,7.0,-11.0,12.0,14.0,3.0,9.0,26.0,3.0,1.0,1.0,,2.0,5.0,2.0,2.0,6.0,6.0,4.0,11.0,22.0,,1.0,2.0,1.0,2.0,5.0,1.0,2.0,,5.0,3.0,3.0,2.0,4.0,5.0,6.0,3.0,,5.0,1.0,3.0,,0.5,0.5,0.3333333333333333,,0.2916666666666667,,0.36666666666666664,0.125,0.5,86.06896551724138,18.083333333333332,15.571428571428571,16.083333333333332,15.214285714285714,0.25,0.08333333333333333,0.16666666666666666,,,,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.75,0.5335666666666666,0.5468666666666667,0.2,0.3333333333333333,0.09090909090909091,7.883333333333333,24.933333333333334,0.25,1.0,1.0,3.0,6.0,1.0,2.0,,3.0,,3.0,3.0,5.0,8.0,,,2.0,,,,0.75,1.0,0.75,,0.75,0.5555555555555556,0.5,,,1.0,1.0,0.08333333333333333,0.5454545454545454,1.0,,,2.0,,,1.0,,0.3333333333333333,0.3333333333333333,,3.0,,,,,,,,,,,,,,,0.75,,,,1.0,,0.5454,1.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.16666666666666666,0.5,0.16666666666666666,0.4,0.25,1.0,1.0,0.1111111111111111,1.0,0.2,0.2,1.0,1.0,0.5,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2294-2590,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Charlie Bell, Mo Williams","Bogut, Villanueva, Jianlian, Bell, Williams",101106-101111-201146-2294-2590,MIL,165.0,2,3.0,-1.0,4.0,5.0,3.0,,9.0,1.0,1.0,2.0,,,,,2.0,3.0,1.0,,4.0,5.0,2.0,3.0,1.0,4.0,2.0,,1.0,1.0,,2.0,,1.0,,,1.0,,,,2.0,4.0,3.0,,0.5,1.0,0.6666666666666666,0.6666666666666666,0.5,0.5,0.5,0.5,0.25,78.54545454545455,17.75,18.8,17.75,17.0,0.25,0.5,,,,,,0.25,,0.5,0.4942125,0.4942125,,,1.0,3.6999999999999997,22.8,0.75,1.0,1.0,,2.0,,2.0,,1.0,,2.0,2.0,1.0,3.0,,,,,,,1.0,1.0,1.0,,0.6666666666666666,0.5,,,,0.5,0.5,0.25,0.5,1.0,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,1.0,1.0,,1.0,,1.0,,0.5583,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2294-2767,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Charlie Bell, Royal Ivey","Bogut, Villanueva, Jianlian, Bell, Ivey",101106-101111-201146-2294-2767,MIL,38.0,1,1.0,4.0,2.0,2.0,,2.0,4.0,,,,1.0,1.0,,,1.0,1.0,,2.0,4.0,,,,,,2.0,,1.0,1.0,1.0,2.0,,1.0,,,1.0,2.0,1.0,,4.0,,,,1.0,1.0,1.0,,1.0,,1.0,,,151.57894736842107,10.5,8.5,10.5,2.0,,,1.0,1.0,1.0,1.0,,,,,0.3983,,0.5,0.5,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2590-2767,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Mo Williams, Royal Ivey","Bogut, Villanueva, Jianlian, Williams, Ivey",101106-101111-201146-2590-2767,MIL,289.0,2,5.0,1.0,8.0,9.0,3.0,,17.0,3.0,2.0,1.0,,2.0,1.0,,2.0,6.0,1.0,3.0,10.0,9.0,,3.0,,1.0,4.0,1.0,2.0,3.0,,7.0,,,,,3.0,6.0,3.0,,10.0,1.0,3.0,,1.0,1.0,0.3333333333333333,,0.5,,0.5,0.1,0.14285714285714285,84.70588235294117,19.375,14.88888888888889,19.25,14.0,0.42857142857142855,0.14285714285714285,0.2857142857142857,,,,0.14285714285714285,0.6666666666666666,,0.5714285714285714,0.4587642857142857,0.4675,0.3,0.3333333333333333,0.1,7.116666666666667,25.6,0.375,1.0,,,,1.0,,,1.0,,3.0,3.0,1.0,4.0,1.0,,,,,,,1.0,0.25,,0.6,0.25,0.5,,,1.0,1.0,,,1.0,,1.0,,,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,0.648,1.0,,,1.0,,,3.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,,1.0,,,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
101106-101111-201146-2590-2852,1610612749,"Andrew Bogut, Charlie Villanueva, Yi Jianlian, Mo Williams, Awvee Storey","Bogut, Villanueva, Jianlian, Williams, Storey",101106-101111-201146-2590-2852,MIL,109.0,1,2.0,4.0,2.0,3.0,,,5.0,,,1.0,,,1.0,,1.0,1.0,1.0,,5.0,1.0,,,,,,1.0,,1.0,,3.0,,,1.0,2.0,,,,,5.0,,,,,,1.0,,1.25,,1.25,,0.5,66.05504587155963,16.5,25.333333333333332,16.5,25.333333333333332,,0.5,,,,,0.5,,,0.5,0.3908,,,,,10.2,29.3,,1.0,,,,,2.0,,,1.0,1.0,2.0,,2.0,,,,,,,,1.0,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,3.0,1.0,1.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612749,2008,2007-08,True
