EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGM,ShortMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsUnassisted2s,LiveBallTurnovers,BadPassOutOfBoundsTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,Fouls,FirstChancePoints,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShotQualityAvg,Avg2ptShotDistance,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,PtsAssisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LostBallTurnovers,ShootingFouls,Assisted2sPct,NonPutbacksAssisted2sPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceOffPoss,AtRimFGM,AtRimFGA,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2A,SecondChanceFG3A,PtsAssisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,OffThreePtRebounds,FTDefRebounds,OffRebounds,Travels,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffArc3ReboundPct,OffCorner3ReboundPct,DefShortMidRangeReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Corner3Frequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceArc3Frequency,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,Avg3ptShotDistance,PenaltyOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyArc3FGA,SecondChanceFG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,Corner3Assists,OffTwoPtRebounds,LostBallSteals,LostBallOutOfBoundsTurnovers,Offensive Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,AtRimPctBlocked,OffTwoPtReboundPct,OffLongMidRangeReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3Frequency,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,SecondChancePointsPct,PenaltyPointsPct,PenaltyOffPossPct,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyArc3FGM,PtsUnassisted3s,AtRimAssists,SelfOReb,PenaltyTurnovers,Loose Ball Fouls Drawn,Offensive Fouls Drawn,BlockedShortMidRange,OffAtRimReboundPct,DefCorner3ReboundPct,SelfORebPct,AtRimPctAssisted,PenaltyArc3Accuracy,NonShootingPenaltyNonTakeFouls,FTOffRebounds,Loose Ball Fouls,2pt And 1 Free Throw Trips,OffFTReboundPct,SecondChanceTurnovers,Technical Free Throw Trips,OffShortMidRangeReboundPct,SecondChanceAtRimPctAssisted,SecondChanceArc3FGM,SecondChanceFG3M,DefensiveGoaltends,SecondChanceFg3Pct,SecondChanceArc3Accuracy,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,BlockedLongMidRange,LongMidRangePctBlocked,3SecondViolations,StepOutOfBoundsTurnovers,Defensive 3 Seconds Violations,SecondChanceArc3PctAssisted,Clear Path Fouls,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Blocked3s,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,BlockedArc3,HeaveMakes,Corner3PctBlocked,team_id,year,season,team_vs
101130-101153-1559-201145-2404,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Jeff Green, Chris Wilcox","Petro, Gelabale, Griffin, Green, Wilcox",101130-101153-1559-201145-2404,SEA,69.0,1,1.0,-2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,104.34782608695653,14.0,13.5,14.0,13.5,1.0,1.0,1.0,0.3871,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1559-201145-2557,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Jeff Green, Luke Ridnour","Petro, Gelabale, Griffin, Green, Ridnour",101130-101153-1559-201145-2557,SEA,209.0,1,3.0,2.0,6.0,7.0,13.0,1.0,2.0,3.0,5.0,6.0,4.0,2.0,1.0,,,,1.0,2.0,6.0,0.6,0.6,0.6,1.0,89.56937799043062,14.666666666666666,17.285714285714285,14.666666666666666,15.0,0.4,0.5,0.5,0.3835,13.6,1.0,2.0,3.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.5,0.75,1.0,1.0,0.5,1.0,0.6,0.6666666666666666,0.6666666666666666,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1559-2366-923,1610612760,"Johan Petro, Mickael Gelabale, Adrian Griffin, Mike Wilks, Donyell Marshall","Petro, Gelabale, Griffin, Wilks, Marshall",101130-101153-1559-2366-923,SEA,357.0,1,6.0,3.0,11.0,11.0,22.0,,2.0,4.0,7.0,13.0,10.0,4.0,,,,1.0,1.0,2.0,13.0,0.5714285714285714,0.5,0.5416666666666666,,88.73949579831933,15.363636363636363,17.09090909090909,13.636363636363637,17.09090909090909,0.18181818181818182,,,0.4434454545454546,12.799999999999999,6.0,3.0,4.0,4.0,2.0,3.0,,2.0,7.0,,5.0,6.0,8.0,,,,2.0,0.5,0.5,1.0,,1.0,1.0,1.0,,,0.36363636363636365,0.75,0.75,0.6666666666666666,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.36363636363636365,0.14285714285714285,0.5,1.0,0.6666666666666666,0.3333333333333333,0.5,1.0,1.0,1.0,0.09090909090909091,1.0,1.0,0.09090909090909091,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,0.5,0.45454545454545453,0.3333333333333333,0.08333333333333333,0.125,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-200754-201145,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Jeff Green","Petro, Gelabale, Szczerbiak, Sene, Green",101130-101153-1887-200754-201145,SEA,517.0,1,9.0,,18.0,18.0,36.0,1.0,2.0,4.0,8.0,19.0,19.0,4.0,3.0,,1.0,2.0,5.0,2.0,15.0,0.5,0.6363636363636364,0.6333333333333333,0.6,100.27079303675048,15.61111111111111,13.11111111111111,15.555555555555555,12.88888888888889,0.18181818181818182,0.5,0.5,0.47088636363636366,8.6375,,1.0,3.0,4.0,2.0,4.0,1.0,1.0,10.0,1.0,5.0,6.0,8.0,2.0,1.0,2.0,1.0,0.5,0.6666666666666666,0.7142857142857143,1.0,0.75,0.75,0.5,1.0,1.0,0.2727272727272727,0.3333333333333333,0.3333333333333333,1.0,2.0,2.0,3.0,1.0,1.0,2.0,,2.0,3.0,5.0,1.0,,6.0,2.0,1.0,1.0,2.0,1.0,1.0,,2.0,,4.0,8.0,3.0,,,,,1.0,0.6666666666666666,0.6666666666666666,0.2727272727272727,0.125,,,1.0,0.4,1.0,,1.0,,0.2727272727272727,0.6666666666666666,1.0,0.09090909090909091,0.18181818181818182,0.5,0.5,1.0,,0.5454545454545454,0.5,0.21428571428571427,0.2727272727272727,24.2,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,5.0,0.5,1.0,0.25,1.0,0.4166666666666667,1.0,0.5,0.3333333333333333,0.25,0.5,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,1.0,0.16666666666666666,1.0,0.16666666666666666,0.6182,0.4469,0.21052631578947367,0.3684210526315789,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-200754-2557,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Luke Ridnour","Petro, Gelabale, Szczerbiak, Sene, Ridnour",101130-101153-1887-200754-2557,SEA,129.0,1,2.0,-3.0,5.0,4.0,9.0,,,,1.0,2.0,5.0,,,,,,,,2.0,,,0.25,,100.46511627906978,12.0,17.25,12.0,17.25,,,,0.4353833333333333,19.2,4.0,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,0.3333333333333333,,,,,,,2.0,,,,,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,0.6666666666666666,,,,,,0.6666666666666666,,,,22.65,5.0,,,,,,,2.0,,,,,,1.0,,2.0,2.0,2.0,,,,1.0,,,1.0,2.0,5.0,,,,,,,0.25,,,,,,,,,,,0.6666666666666666,,,,0.4353833333333333,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-200754-2753,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Mouhamed Sene, Delonte West","Petro, Gelabale, Szczerbiak, Sene, West",101130-101153-1887-200754-2753,SEA,589.0,3,10.0,8.0,22.0,21.0,43.0,,,7.0,15.0,20.0,12.0,4.0,3.0,,2.0,,3.0,4.0,20.0,0.4666666666666667,0.4473684210526316,0.45454545454545453,1.0,105.12733446519525,10.636363636363637,16.904761904761905,10.045454545454545,14.142857142857142,,,,0.5073157894736842,8.806666666666667,21.0,3.0,7.0,10.0,5.0,5.0,,1.0,10.0,7.0,3.0,12.0,15.0,1.0,,1.0,4.0,0.7142857142857143,0.7142857142857143,0.3333333333333333,1.0,0.625,0.2,,1.0,,0.3684210526315789,0.42857142857142855,0.42857142857142855,0.3333333333333333,3.0,4.0,8.0,1.0,1.0,3.0,,1.0,4.0,3.0,3.0,,,3.0,1.0,1.0,,,1.0,2.0,3.0,,4.0,6.0,1.0,4.0,3.0,4.0,2.0,,0.25,0.25,0.21052631578947367,0.06666666666666667,,1.0,0.3333333333333333,0.3,0.5,,1.0,0.5,0.42105263157894735,0.5,0.5714285714285714,0.05263157894736842,0.15789473684210525,0.3333333333333333,0.3333333333333333,,,0.631578947368421,0.3333333333333333,0.05,0.0625,25.975,17.0,,1.0,4.0,7.0,,,1.0,2.0,,,,7.0,13.0,1.0,3.0,1.0,18.0,,,2.0,1.0,,,2.0,18.0,17.0,0.3333333333333333,,0.5384615384615384,,0.53125,,0.5,0.125,0.2857142857142857,,,,,0.3333333333333333,,0.4375,0.5714285714285714,0.0625,,0.125,0.4444333333333333,0.509465625,,0.9,0.7727272727272727,2.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,0.1111111111111111,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-201142-2555,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Kevin Durant, Nick Collison","Petro, Gelabale, Szczerbiak, Durant, Collison",101130-101153-1887-201142-2555,SEA,31.0,1,1.0,-2.0,1.0,1.0,2.0,,,,1.0,,2.0,,,,,,,1.0,,,,,,92.9032258064516,13.0,18.0,13.0,18.0,,,,0.4043,17.1,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.4043,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-201145-2248,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Earl Watson","Petro, Gelabale, Szczerbiak, Green, Watson",101130-101153-1887-201145-2248,SEA,448.0,1,7.0,1.0,18.0,18.0,36.0,2.0,3.0,5.0,9.0,17.0,16.0,6.0,1.0,,,3.0,4.0,3.0,17.0,0.5555555555555556,0.5555555555555556,0.6071428571428571,0.25,115.71428571428571,11.277777777777779,13.61111111111111,10.61111111111111,12.722222222222221,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.48500000000000004,4.411111111111111,,,1.0,4.0,2.0,2.0,,,4.0,3.0,4.0,8.0,9.0,,,1.0,1.0,0.4,0.4,0.8,1.0,0.875,0.5,1.0,1.0,,0.1111111111111111,,,,1.0,3.0,5.0,,,,,,,7.0,1.0,,,,,1.0,,,,1.0,1.0,1.0,7.0,11.0,4.0,1.0,,1.0,1.0,,,,,0.1111111111111111,,1.0,,,,,1.0,1.0,0.5555555555555556,0.6,0.75,,,,,,,0.5555555555555556,,0.3333333333333333,0.3333333333333333,,11.0,,1.0,2.0,4.0,,,,,,,,3.0,5.0,,,5.0,11.0,,,,,1.0,1.0,2.0,11.0,11.0,,,0.6,,0.6,,0.6111111111111112,0.2,,,,,,1.0,,0.8,0.5,,,,0.5055,0.50942,,0.6470588235294118,0.6111111111111112,2.0,,,2.0,,2.0,,1.0,1.0,,1.0,,0.6666666666666666,,,1.0,1.0,1.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-201145-2555,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Nick Collison","Petro, Gelabale, Szczerbiak, Green, Collison",101130-101153-1887-201145-2555,SEA,165.0,1,3.0,1.0,6.0,5.0,11.0,,1.0,1.0,3.0,5.0,4.0,,,,,1.0,1.0,1.0,5.0,0.3333333333333333,0.5,0.5,,96.0,14.5,15.6,14.5,15.0,0.2,,,0.46105999999999997,15.833333333333334,,1.0,2.0,2.0,1.0,2.0,,1.0,5.0,,3.0,3.0,3.0,,,,1.0,1.0,1.0,0.75,,0.75,0.5,1.0,,,0.4,0.5,0.5,1.0,,,,,1.0,2.0,,1.0,2.0,,,,3.0,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,1.0,0.5,0.5,0.4,,,,,,,,1.0,,,,,,0.4,0.5,0.5,1.0,,0.4,0.5,,,24.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
101130-101153-1887-201145-2753,1610612760,"Johan Petro, Mickael Gelabale, Wally Szczerbiak, Jeff Green, Delonte West","Petro, Gelabale, Szczerbiak, Green, West",101130-101153-1887-201145-2753,SEA,830.0,4,14.0,3.0,31.0,28.0,59.0,1.0,2.0,8.0,20.0,26.0,23.0,6.0,3.0,,2.0,3.0,6.0,3.0,26.0,0.4,0.4523809523809524,0.52,0.5,102.36144578313252,11.451612903225806,16.964285714285715,11.258064516129032,16.785714285714285,0.09523809523809523,0.5,0.5,0.4680119047619048,10.715,2.0,2.0,11.0,10.0,5.0,6.0,,2.0,13.0,7.0,11.0,18.0,19.0,,,1.0,1.0,0.625,0.625,0.9166666666666666,1.0,0.9473684210526315,0.8,1.0,1.0,,0.5238095238095238,0.18181818181818182,0.18181818181818182,1.0,1.0,5.0,7.0,,1.0,1.0,,1.0,1.0,7.0,1.0,,3.0,1.0,1.0,2.0,1.0,1.0,,,1.0,1.0,5.0,9.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.047619047619047616,0.1,,,,0.08333333333333333,,,1.0,1.0,0.3333333333333333,0.7142857142857143,1.0,,0.047619047619047616,1.0,1.0,1.0,,0.38095238095238093,1.0,0.2,0.20833333333333334,25.9,9.0,,,2.0,4.0,,,,,,,,4.0,7.0,,,2.0,10.0,,,1.0,,,1.0,,10.0,9.0,,,0.5714285714285714,,0.5714285714285714,,0.625,0.2857142857142857,0.08333333333333333,0.1111111111111111,,,,,,0.5714285714285714,0.5,,,,0.3957,0.4847142857142857,,0.38461538461538464,0.2903225806451613,,,,3.0,,1.0,,,,,1.0,,0.6,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612760,2008,2007-08,False
