EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,PenaltyFG2M,PenaltyFG2A,PenaltyPoints,PtsUnassisted2s,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,Rebounds,Fouls,FoulsDrawn,FTA,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,DefTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,Pace,BlocksRecoveredPct,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,ShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PlusMinus,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,Loose Ball Fouls,FG3APct,LiveBallTurnoverPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,Arc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,AtRimFG3AFrequency,Avg3ptShotDistance,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFtPoints,PtsAssisted2s,Fg2aBlocked,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Technical Free Throw Trips,BlockedShortMidRange,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,OffTwoPtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefLongMidRangeReboundPct,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceShotQualityAvg,SecondChancePointsPct,Arc3FGM,PenaltyArc3FGM,FG3M,PenaltyFG3M,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangeFGM,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted3s,PtsPutbacks,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,SelfOReb,Steals,BadPassSteals,DeadBallTurnovers,Travels,SecondChanceTurnovers,Loose Ball Fouls Drawn,SecondChanceFg3Pct,AtRimPctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,OffLongMidRangeReboundPct,LostBallSteals,LostBallTurnovers,FTOffRebounds,OffFTReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,SecondChanceFtPoints,FTDefRebounds,BadPassOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,DefensiveGoaltends,DefFTReboundPct,ThreePtShootingFoulsDrawnPct,OffCorner3ReboundPct,Offensive Fouls,Defensive 3 Seconds Violations,NonShootingPenaltyNonTakeFouls,BlockedLongMidRange,3SecondViolations,LostBallOutOfBoundsTurnovers,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,HeaveAttempts,LongMidRangePctBlocked,StepOutOfBoundsTurnovers,OffensiveGoaltends,Blocked3s,BlockedArc3,Corner3PctBlocked,3pt And 1 Free Throw Trips,BlockedCorner3,HeaveMakes,team_id,year,season,team_vs
101119-101123-101155-1720-2742,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Michael Doleac, Sebastian Telfair","McCants, Green, Gomes, Doleac, Telfair",101119-101123-101155-1720-2742,MIN,149.0,1,2.0,6.0,5.0,3.0,4.0,11.0,1.0,4.0,1.0,4.0,2.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,0.25,0.5,0.25,0.5,0.4,0.5,1.0,1.0,1.0,1.0,1.0,106.30872483221476,1.0,13.666666666666666,13.4,13.666666666666666,13.4,1.0,0.25,0.25,0.326675,0.3881,0.2,0.2,0.5,17.25,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-200751-200783,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Randy Foye, Craig Smith","McCants, Green, Gomes, Foye, Smith",101119-101123-101155-200751-200783,MIN,80.0,1,1.0,4.0,3.0,4.0,2.0,7.0,,,1.0,1.0,,2.0,4.0,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,2.0,,,,,,,,2.0,2.0,4.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,,0.5,,,126.0,,8.0,16.0,8.0,13.0,,,,0.4581,0.4581,,,1.0,,1.0,-2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,0.5,1.0,0.5,1.0,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-200783-201147,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Craig Smith, Corey Brewer","McCants, Green, Gomes, Smith, Brewer",101119-101123-101155-200783-201147,MIN,243.0,1,4.0,9.0,8.0,1.0,,17.0,,2.0,1.0,8.0,3.0,5.0,9.0,,,2.0,,,3.0,3.0,5.0,1.0,2.0,3.0,1.0,1.0,,1.0,,3.0,2.0,1.0,0.125,,0.1,,0.18181818181818182,1.0,0.6,,0.6,0.5,,100.74074074074075,,14.88888888888889,13.625,13.88888888888889,13.25,0.2,,,0.50293,,0.09090909090909091,0.1111111111111111,0.4,8.6625,0.1111111111111111,-4.0,1.0,3.0,,,2.0,,2.0,,2.0,,,,,1.0,,0.2,,0.5,0.3,0.3333333333333333,0.3333333333333333,0.2,,,,0.5,24.85,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.125,0.3333333333333333,0.2857142857142857,0.2222222222222222,0.6666666666666666,1.0,1.0,0.3,1.0,0.5,1.0,0.58895,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-200783-2742,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Craig Smith, Sebastian Telfair","McCants, Green, Gomes, Smith, Telfair",101119-101123-101155-200783-2742,MIN,1.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-201147-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Corey Brewer, Al Jefferson","McCants, Green, Gomes, Brewer, Jefferson",101119-101123-101155-201147-2744,MIN,164.0,1,3.0,5.0,4.0,5.0,4.0,9.0,,1.0,1.0,3.0,,5.0,4.0,1.0,3.0,5.0,2.0,,2.0,2.0,2.0,,,,,,,,,5.0,5.0,5.0,0.3333333333333333,0.3333333333333333,0.625,0.625,0.625,0.625,0.6666666666666666,,0.5,,,79.02439024390243,,13.6,24.0,13.6,19.5,0.25,,,0.535225,0.535225,,,1.0,7.3,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.25,1.0,1.0,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.75,25.3,,,,,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,0.5,,,,,,,,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-2060-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Marko Jaric, Al Jefferson","McCants, Green, Gomes, Jaric, Jefferson",101119-101123-101155-2060-2744,MIN,22.0,1,,1.0,2.0,1.0,2.0,3.0,,,,,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,,1.0,2.0,,,,,,1.0,1.0,1.0,,,,,0.5,0.5,1.0,,0.5,,,196.36363636363637,,2.0,10.0,2.0,9.0,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-101155-2742-2744,1610612750,"Rashad McCants, Gerald Green, Ryan Gomes, Sebastian Telfair, Al Jefferson","McCants, Green, Gomes, Telfair, Jefferson",101119-101123-101155-2742-2744,MIN,1208.0,6,20.0,37.0,39.0,22.0,7.0,76.0,2.0,5.0,11.0,24.0,10.0,47.0,43.0,6.0,11.0,32.0,6.0,3.0,13.0,16.0,21.0,9.0,10.0,13.0,1.0,3.0,2.0,3.0,2.0,40.0,32.0,22.0,0.4583333333333333,0.5454545454545454,0.5285714285714286,0.7058823529411765,0.5609756097560976,0.7272727272727273,0.9285714285714286,0.6,0.8421052631578947,0.8,0.5,90.59602649006622,0.6666666666666666,17.243243243243242,14.615384615384615,16.43243243243243,14.384615384615385,0.14285714285714285,0.4,0.4,0.49366857142857146,0.49509411764705885,0.027777777777777776,0.04,0.6808510638297872,5.829166666666667,0.5945945945945946,4.0,8.0,13.0,5.0,6.0,9.0,4.0,11.0,6.0,9.0,1.0,1.0,2.0,,6.0,,0.3142857142857143,0.5,1.0,0.37142857142857144,0.6153846153846154,0.6666666666666666,0.2571428571428571,0.35294117647058826,0.8333333333333334,0.23529411764705882,0.6857142857142857,24.854545454545452,5.0,2.0,2.0,6.0,2.0,2.0,7.0,8.0,16.0,1.0,8.0,12.0,5.0,28.0,3.0,5.0,1.0,1.0,0.7272727272727273,0.8888888888888888,1.0,1.1666666666666667,1.1666666666666667,0.041666666666666664,,0.23076923076923078,0.2631578947368421,0.4,1.0,0.625,0.17142857142857143,0.6666666666666666,1.0,,0.5615833333333333,0.14893617021276595,3.0,2.0,5.0,4.0,12.0,3.0,4.0,2.0,0.8,0.45454545454545453,0.6666666666666666,0.45454545454545453,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.3333333333333333,5.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.07692307692307693,0.3333333333333333,0.2,0.3333333333333333,1.0,0.1111111111111111,0.16666666666666666,0.16666666666666666,1.0,1.0,0.05714285714285714,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.11764705882352941,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-1761-2060-952,1610612750,"Rashad McCants, Gerald Green, Greg Buckner, Marko Jaric, Antoine Walker","McCants, Green, Buckner, Jaric, Walker",101119-101123-1761-2060-952,MIN,16.0,1,,1.0,,1.0,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,90.0,,15.0,,15.0,,,,,0.1426,0.1426,,,,3.2,1.0,,,1.0,,1.0,,,,,,,,1.0,1.0,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-200751-200783-952,1610612750,"Rashad McCants, Gerald Green, Randy Foye, Craig Smith, Antoine Walker","McCants, Green, Foye, Smith, Walker",101119-101123-200751-200783-952,MIN,170.0,1,3.0,5.0,5.0,,,10.0,1.0,2.0,2.0,4.0,2.0,6.0,6.0,,,,,,1.0,1.0,1.0,,4.0,2.0,1.0,,,,,6.0,,,0.5,,0.5,,0.625,,0.5,,0.5,0.5,,84.70588235294117,,18.6,15.4,18.6,15.4,0.5,0.5,0.5,0.413425,,0.25,0.25,,13.775,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,4.0,,2.0,2.0,,4.0,,,1.0,,1.0,1.0,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,0.5,0.5,1.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
101119-101123-200751-2744-952,1610612750,"Rashad McCants, Gerald Green, Randy Foye, Al Jefferson, Antoine Walker","McCants, Green, Foye, Jefferson, Walker",101119-101123-200751-2744-952,MIN,100.0,1,2.0,3.0,3.0,1.0,,6.0,,3.0,1.0,5.0,2.0,4.0,2.0,1.0,4.0,2.0,2.0,,1.0,1.0,4.0,,1.0,2.0,1.0,,,,,2.0,2.0,1.0,0.2,0.25,0.2,0.25,0.3333333333333333,0.25,1.0,,1.0,,,86.39999999999999,,19.666666666666668,13.666666666666666,18.333333333333332,13.666666666666666,0.6,,,0.46577999999999997,0.474925,0.16666666666666666,0.16666666666666666,0.5,10.940000000000001,0.3333333333333333,2.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,1.0,0.4,0.5,0.5,,0.5,0.5,,0.4,,1.0,1.0,2.0,,1.0,2.0,2.0,,,,,,,,3.0,3.0,,,,,0.5,0.5,0.5,,,0.75,0.75,,,,,1.0,0.5,,0.5399,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612750,2008,2007-08,True
