EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,FtPoints,Points,OpponentPoints,PenaltyFtPoints,PenaltyPoints,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,TsPct,PenaltyTsPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,PenaltyPointsPct,PenaltyOffPossPct,PlusMinus,PenaltyDefPoss,DefThreePtRebounds,DefRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,Turnovers,PenaltyTurnovers,LiveBallTurnoverPct,DefThreePtReboundPct,DefFGReboundPct,DefCorner3ReboundPct,Minutes,SecondChanceOffPoss,Corner3FGA,PenaltyCorner3FGA,FG3A,PenaltyFG3A,FTOffRebounds,OffRebounds,DeadBallTurnovers,LostBallTurnovers,SecondChanceTurnovers,Fouls,Offensive Fouls,FG3APct,OffFTReboundPct,Corner3Frequency,PenaltyCorner3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2M,FG2A,FG3M,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,LongMidRangeAssists,AssistPoints,OffThreePtRebounds,OffTwoPtRebounds,DefTwoPtRebounds,Steals,BadPassSteals,BadPassOutOfBoundsTurnovers,ShootingFouls,Loose Ball Fouls Drawn,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,RecoveredBlocks,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,OffLongMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,BlocksRecoveredPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,Avg2ptShotDistance,PenaltyAtRimFGM,PenaltyAtRimFGA,Corner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFG2M,PenaltyFG3M,Corner3Assists,FTDefRebounds,BlockedAtRim,SecondChanceFg3Pct,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,DefFTReboundPct,OffAtRimReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Accuracy,PenaltyArc3FGM,PenaltyArc3FGA,PtsUnassisted3s,LostBallSteals,Technical Free Throw Trips,DefensiveGoaltends,NonShootingPenaltyNonTakeFouls,SecondChanceAtRimPctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SelfOReb,Loose Ball Fouls,SelfORebPct,ShortMidRangeAssists,ShortMidRangePctAssisted,3SecondViolations,SecondChanceCorner3FGM,Fg3aBlocked,FG3APctBlocked,ShortMidRangePctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,OffCorner3ReboundPct,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,LostBallOutOfBoundsTurnovers,StepOutOfBoundsTurnovers,Travels,BlockedLongMidRange,HeaveAttempts,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,Corner3PctBlocked,HeaveMakes,team_id,year,season,team_vs
101114-101139-101179-1905-2246,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Andrei Kirilenko, Mehmet Okur","Williams, Miles, Price, Kirilenko, Okur",101114-101139-101179-1905-2246,UTA,28.0,1,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,154.28571428571428,5.0,18.0,5.0,18.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-101179-200758-2078,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Ronnie Brewer, Jason Hart","Williams, Miles, Price, Brewer, Hart",101114-101139-101179-200758-2078,UTA,12.0,1,3.0,1.0,3.0,4.0,2.0,2.0,,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,0.5,0.5,480.0,0.6666666666666666,10.0,0.6666666666666666,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-101179-200794-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Paul Millsap, Carlos Boozer","Williams, Miles, Price, Millsap, Boozer",101114-101139-101179-200794-2430,UTA,104.0,1,3.0,4.0,3.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.25,0.25,96.92307692307692,21.0,10.25,17.0,6.75,1.0,1.0,-5.0,,,,1.0,1.0,,2.0,2.0,0.5,,,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6354,0.6354,22.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-101179-2246-2430,1610612762,"Deron Williams, CJ Miles, Ronnie Price, Mehmet Okur, Carlos Boozer","Williams, Miles, Price, Okur, Boozer",101114-101139-101179-2246-2430,UTA,1122.0,1,33.0,33.0,8.0,66.0,7.0,34.0,52.0,5.0,5.0,8.0,8.0,3.0,28.0,5.0,8.0,3.0,0.5483870967741935,0.4166666666666667,84.70588235294117,16.87878787878788,17.12121212121212,16.666666666666668,16.818181818181817,0.14705882352941177,0.24242424242424243,-18.0,6.0,4.0,9.0,12.0,4.0,2.0,5.0,3.0,0.8,1.0,0.75,,19.0,3.0,1.0,1.0,9.0,1.0,,3.0,1.0,2.0,,4.0,,0.3333333333333333,,0.037037037037037035,0.3333333333333333,0.5185185185185185,0.5002037037037037,0.47783333333333333,24.922222222222224,4.0,5.0,2.0,2.0,1.0,3.0,4.0,10.0,3.0,8.0,9.0,18.0,3.0,2.0,2.0,2.0,6.0,2.0,4.0,14.0,9.0,2.0,8.0,3.0,1.0,2.0,3.0,5.0,3.0,1.0,1.0,13.0,1.0,2.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,1.0,0.2222222222222222,0.25,1.0,0.3333333333333333,0.3333333333333333,0.5,1.0,0.5,1.0,1.0,0.05555555555555555,0.2,0.625,0.2222222222222222,0.16666666666666666,0.2,0.5,0.16666666666666666,0.2,1.0,0.75,0.3333333333333333,1.0,0.5,0.18518518518518517,0.8,1.0,0.25,0.1111111111111111,0.3333333333333333,0.3333333333333333,0.37037037037037035,0.4,0.4,0.25,0.2962962962962963,0.375,0.375,1.0,1.0,1.0,0.375,0.54475,0.03571428571428571,0.05263157894736842,0.17647058823529413,12.433333333333334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-1905-200758,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Ronnie Brewer","Williams, Miles, Harpring, Kirilenko, Brewer",101114-101139-1723-1905-200758,UTA,1.0,1,1.0,,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1440.0,1.0,,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-1905-200794,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Paul Millsap","Williams, Miles, Harpring, Kirilenko, Millsap",101114-101139-1723-1905-200794,UTA,505.0,3,15.0,14.0,9.0,29.0,4.0,20.0,18.0,2.0,9.0,2.0,4.0,1.0,15.0,9.0,9.0,1.0,0.6666666666666666,0.75,82.6930693069307,15.533333333333333,19.428571428571427,13.333333333333334,17.5,0.45,0.6,2.0,8.0,,5.0,8.0,1.0,1.0,3.0,3.0,0.3333333333333333,,0.3076923076923077,,8.0,3.0,2.0,1.0,3.0,1.0,,3.0,2.0,,,5.0,1.0,0.23076923076923078,,0.15384615384615385,0.2,0.6153846153846154,0.5076884615384615,0.51159,23.599999999999998,3.0,5.0,,1.0,,1.0,2.0,4.0,1.0,1.0,5.0,10.0,2.0,,1.0,2.0,5.0,4.0,8.0,2.0,6.0,,1.0,1.0,1.0,4.0,2.0,6.0,1.0,3.0,1.0,14.0,,3.0,4.0,,,,4.0,,1.0,4.0,1.0,4.0,1.0,0.8,0.8,1.0,0.6666666666666666,0.6666666666666666,0.5,,0.6153846153846154,0.5,0.625,0.1,0.2,0.3076923076923077,0.75,,0.6,1.0,,,0.2857142857142857,,0.6666666666666666,,0.25,0.38461538461538464,0.6,0.75,1.0,0.07692307692307693,,,0.3076923076923077,0.5,0.5,0.5,0.07692307692307693,1.0,1.0,1.0,0.3333333333333333,,1.0,0.5845333333333333,0.07142857142857142,0.09090909090909091,0.25,7.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,0.5,1.0,0.5,0.7,1.0,1.0,0.5,0.5,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.4,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-1905-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Mehmet Okur","Williams, Miles, Harpring, Kirilenko, Okur",101114-101139-1723-1905-2246,UTA,79.0,1,3.0,2.0,,5.0,2.0,7.0,4.0,,,1.0,2.0,,7.0,,,,1.1666666666666667,,91.13924050632912,17.0,14.0,17.0,14.0,,,3.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,,,,,0.5,,0.5,,1.0,0.5509,,23.3,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,2.0,,3.0,,,,,1.0,1.0,2.0,,1.0,,5.0,,,,,,,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.25,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,,,,,,,,,,,,,,0.3333333333333333,0.5,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-1905-2430,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Andrei Kirilenko, Carlos Boozer","Williams, Miles, Harpring, Kirilenko, Boozer",101114-101139-1723-1905-2430,UTA,275.0,2,10.0,10.0,10.0,20.0,4.0,17.0,17.0,4.0,17.0,2.0,5.0,1.0,15.0,17.0,10.0,1.0,0.7272727272727273,0.7272727272727273,104.72727272727273,14.9,12.6,14.7,12.2,1.0,1.0,,6.0,,,1.0,,,,,,,,,5.0,1.0,1.0,1.0,3.0,3.0,,1.0,,,,3.0,,0.3333333333333333,,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.5277166666666667,0.5277166666666667,24.46666666666667,1.0,4.0,1.0,1.0,,,1.0,2.0,2.0,2.0,2.0,6.0,3.0,1.0,1.0,,2.0,6.0,2.0,2.0,3.0,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,,1.0,,2.0,,,,,1.0,1.0,,1.0,,0.5,0.5,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.7222222222222222,1.0,1.0,0.16666666666666666,0.25,,0.25,,0.25,,,,,,,,,0.4444444444444444,0.25,0.3333333333333333,1.0,,,,0.2222222222222222,0.5,0.5,,0.2222222222222222,1.0,1.0,0.5,1.0,1.0,1.0,0.7007,0.1,0.14285714285714285,0.11764705882352941,6.55,1.0,4.0,1.0,,1.0,,,,,2.0,3.0,,,1.0,,1.0,0.3333333333333333,0.7222222222222222,,0.3333333333333333,1.0,1.0,,,,,,0.4444444444444444,0.25,1.0,2.0,2.0,6.0,2.0,1.0,1.0,2.0,1.0,0.2222222222222222,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-200794-201178,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Kyrylo Fesenko","Williams, Miles, Harpring, Millsap, Fesenko",101114-101139-1723-200794-201178,UTA,96.0,1,3.0,4.0,,7.0,,6.0,6.0,,,1.0,,,6.0,,,,1.5,,105.0,14.333333333333334,13.25,14.333333333333334,13.25,,,,,,,,1.0,1.0,1.0,,1.0,,,,2.0,,1.0,,2.0,,,,,,,,,1.0,,0.5,,1.0,0.576075,,24.7,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,6.0,,1.0,1.0,,,2.0,2.0,1.0,,,6.0,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,1.0,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,1.0,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
101114-101139-1723-200794-2246,1610612762,"Deron Williams, CJ Miles, Matt Harpring, Paul Millsap, Mehmet Okur","Williams, Miles, Harpring, Millsap, Okur",101114-101139-1723-200794-2246,UTA,1086.0,7,36.0,33.0,2.0,69.0,6.0,43.0,40.0,,5.0,6.0,7.0,,36.0,5.0,2.0,,0.6515151515151515,1.25,91.49171270718232,14.13888888888889,17.484848484848484,13.083333333333334,17.09090909090909,0.11627906976744186,0.05555555555555555,3.0,,4.0,9.0,14.0,4.0,3.0,7.0,,0.5714285714285714,1.0,0.6666666666666666,,18.0,6.0,2.0,,8.0,1.0,,5.0,3.0,1.0,2.0,6.0,2.0,0.26666666666666666,,0.06666666666666667,,0.5666666666666667,0.5055666666666666,0.600725,24.5625,7.0,9.0,3.0,3.0,,3.0,4.0,10.0,3.0,6.0,11.0,22.0,5.0,3.0,4.0,1.0,7.0,1.0,14.0,8.0,15.0,4.0,6.0,3.0,1.0,7.0,5.0,12.0,3.0,4.0,3.0,29.0,1.0,4.0,4.0,3.0,1.0,,4.0,,4.0,,,,,0.6363636363636364,0.7777777777777778,1.0,0.625,0.625,0.5,0.75,0.6166666666666667,0.6,0.7,0.045454545454545456,0.1111111111111111,0.5,0.36363636363636365,0.3333333333333333,0.35714285714285715,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.6666666666666666,1.0,0.25,1.0,,0.3,0.7777777777777778,0.875,0.5714285714285714,0.1,,,0.3333333333333333,0.4,0.4,0.75,0.2,0.5,0.5,1.0,0.6,1.0,0.5,0.51665,0.12121212121212122,0.16,0.16279069767441862,9.64090909090909,1.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,1.0,1.0,1.25,1.0,1.0,1.0,1.0,1.0,,0.2,,,0.5,1.0,,1.0,1.0,,2.0,,,,0.3333333333333333,0.5,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612762,2008,2007-08,True
