EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,TotalPoss,LongMidRangeFGM,LongMidRangeFGA,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,FG2A,FG3M,FG3A,FtPoints,Points,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,DefTwoPtRebounds,DefRebounds,Rebounds,FoulsDrawn,FTA,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,Fg2Pct,PenaltyFg2Pct,EfgPct,PenaltyEfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,PenaltyShotQualityAvg,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyDefPoss,AtRimFGM,AtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,DefThreePtRebounds,Steals,LostBallSteals,TwoPtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,DefThreePtReboundPct,DefArc3ReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChanceOffPoss,SecondChanceArc3FGA,OpponentPoints,SecondChanceFG3A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,OffRebounds,Fouls,Assisted2sPct,NonPutbacksAssisted2sPct,OffTwoPtReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,AtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceShotQualityAvg,Corner3FGA,PenaltyCorner3FGA,FTDefRebounds,BadPassSteals,LiveBallTurnovers,LostBallTurnovers,Turnovers,PenaltyTurnovers,ShootingFouls,RecoveredBlocks,LiveBallTurnoverPct,DefFTReboundPct,DefCorner3ReboundPct,BlocksRecoveredPct,Corner3Frequency,PenaltyCorner3Frequency,SecondChanceFtPoints,SecondChancePoints,FTOffRebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,BlockedAtRim,SecondChanceTsPct,OffFTReboundPct,DefAtRimReboundPct,SecondChancePointsPct,2pt And 1 Free Throw Trips,ShortMidRangeFGA,SecondChanceFG2A,Fg2aBlocked,SelfOReb,Travels,Offensive Fouls,Blocked3s,BlockedArc3,NonShootingPenaltyNonTakeFouls,FG2APctBlocked,AtRimPctBlocked,SelfORebPct,ShortMidRangeFrequency,SecondChanceAtRimFGM,SecondChanceAtRimFGA,SecondChanceFG2M,PtsAssisted3s,PtsPutbacks,ThreePtAssists,Arc3Assists,LongMidRangeAssists,OffThreePtRebounds,BadPassTurnovers,StepOutOfBoundsTurnovers,Assisted3sPct,SecondChanceFg2Pct,SecondChanceEfgPct,OffThreePtReboundPct,OffAtRimReboundPct,OffArc3ReboundPct,LongMidRangePctAssisted,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,ShortMidRangeFGM,SecondChanceCorner3FGA,ShortMidRangeAssists,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,ShortMidRangePctBlocked,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,SecondChanceCorner3Frequency,HeaveAttempts,Loose Ball Fouls Drawn,Corner3FGM,PenaltyCorner3FGM,SecondChanceArc3FGM,SecondChanceFG3M,Corner3Assists,Loose Ball Fouls,Offensive Fouls Drawn,Technical Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceFg3Pct,LongMidRangePctBlocked,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,SecondChanceAtRimPctAssisted,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Accuracy,ThreePtShootingFoulsDrawnPct,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Corner3PctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,3SecondViolations,team_id,year,season,team_vs
101204-1800-1887-2484-693,1610612739,"Dwayne Jones, Damon Jones, Wally Szczerbiak, Devin Brown, Joe Smith","Jones, Jones, Szczerbiak, Brown, Smith",101204-1800-1887-2484-693,CLE,94.0,1,2.0,6.0,2.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.25,1.25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,76.59574468085107,22.0,16.666666666666668,22.0,16.666666666666668,0.5,1.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,0.45175,0.45175,1.0,17.0,25.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-1800-2484-2562-693,1610612739,"Dwayne Jones, Damon Jones, Devin Brown, Sasha Pavlovic, Joe Smith","Jones, Jones, Brown, Pavlovic, Smith",101204-1800-2484-2562-693,CLE,119.0,1,2.0,7.0,4.0,5.0,4.0,9.0,,,,,,,2.0,2.0,,,3.0,7.0,2.0,2.0,,,3.0,7.0,4.0,,,,,2.0,2.0,2.0,4.0,,7.0,7.0,4.0,,,,,1.0,1.0,1.0,1.0,0.875,0.875,,,0.6666666666666666,,,108.90756302521008,4.75,20.0,4.75,15.6,,,,,,,,,1.0,,0.85405,0.85405,1.0,0.65,,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-1800-2484-2753-693,1610612739,"Dwayne Jones, Damon Jones, Devin Brown, Delonte West, Joe Smith","Jones, Jones, Brown, West, Smith",101204-1800-2484-2753-693,CLE,98.0,1,2.0,2.0,3.0,2.0,,5.0,,1.0,,1.0,,,1.0,2.0,,1.0,2.0,4.0,,,,,,,,,1.0,,1.0,1.0,2.0,1.0,2.0,,4.0,,,,,,,0.5,,0.3333333333333333,,0.5,,0.3333333333333333,1.0,1.0,1.0,,73.46938775510205,14.666666666666666,27.0,12.666666666666666,27.0,0.3333333333333333,,,0.3333333333333333,,,,,0.6666666666666666,,0.6176,,,8.45,25.1,,,1.0,1.0,,,,,,1.0,,,,,,0.3333333333333333,1.0,1.0,,,0.25,0.3333333333333333,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.6099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-1800-2484-2760-2873,1610612739,"Dwayne Jones, Damon Jones, Devin Brown, Anderson Varejao, Billy Thomas","Jones, Jones, Brown, Varejao, Thomas",101204-1800-2484-2760-2873,CLE,257.0,1,4.0,-1.0,9.0,10.0,9.0,19.0,1.0,3.0,,,,,2.0,5.0,,1.0,2.0,6.0,2.0,5.0,,1.0,2.0,6.0,2.0,,,,1.0,4.0,4.0,2.0,4.0,1.0,6.0,6.0,9.0,1.0,,,,0.4,0.4,0.3333333333333333,0.3333333333333333,0.375,0.375,0.16666666666666666,1.0,0.5,1.0,,106.4591439688716,13.11111111111111,13.9,13.11111111111111,11.8,0.5,0.3333333333333333,0.3333333333333333,,,,,,0.5,,0.4923666666666667,0.4923666666666667,1.0,11.84,24.2,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,1.0,0.4,,0.3333333333333333,0.5,0.5,0.3333333333333333,0.5,0.14285714285714285,0.16666666666666666,,,7.0,,2.0,1.0,1.0,1.0,2.0,,,1.0,0.5,0.5,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.16666666666666666,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-1800-2484-2873-693,1610612739,"Dwayne Jones, Damon Jones, Devin Brown, Billy Thomas, Joe Smith","Jones, Jones, Brown, Thomas, Smith",101204-1800-2484-2873-693,CLE,226.0,2,4.0,-3.0,9.0,8.0,8.0,17.0,,2.0,,1.0,,1.0,,2.0,,1.0,7.0,7.0,,2.0,,1.0,5.0,5.0,,,1.0,,1.0,2.0,3.0,5.0,10.0,1.0,6.0,5.0,8.0,1.0,,,,,,,,0.4375,0.35714285714285715,0.3333333333333333,0.5,0.6666666666666666,,,108.31858407079646,10.444444444444445,16.5,10.222222222222221,15.625,0.6666666666666666,,,0.3333333333333333,,,0.3333333333333333,,0.3333333333333333,,0.3727666666666667,0.3727666666666667,0.7142857142857143,15.25,26.0,0.8888888888888888,,,,,,1.0,,,4.0,1.0,,1.0,1.0,1.0,,,,,,0.5714285714285714,0.6666666666666666,1.0,,10.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.3333333333333333,1.0,0.14285714285714285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-1887-2484-2753-693,1610612739,"Dwayne Jones, Wally Szczerbiak, Devin Brown, Delonte West, Joe Smith","Jones, Szczerbiak, Brown, West, Smith",101204-1887-2484-2753-693,CLE,64.0,1,1.0,2.0,3.0,2.0,3.0,5.0,,,,,,,1.0,1.0,,,4.0,6.0,1.0,1.0,,,4.0,6.0,2.0,,,,,,,3.0,5.0,2.0,6.0,6.0,3.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,112.5,9.666666666666666,17.5,9.666666666666666,17.5,,,,,,,,,1.0,,0.7955,0.7955,1.0,0.1,,1.0,,1.0,1.0,1.0,1.0,,,,1.0,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,4.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
101204-200789-2484-2562-693,1610612739,"Dwayne Jones, Daniel Gibson, Devin Brown, Sasha Pavlovic, Joe Smith","Jones, Gibson, Brown, Pavlovic, Smith",101204-200789-2484-2562-693,CLE,344.0,2,6.0,-8.0,12.0,14.0,12.0,26.0,,5.0,,1.0,,1.0,1.0,9.0,,1.0,3.0,5.0,1.0,9.0,,1.0,3.0,5.0,,,1.0,,4.0,5.0,7.0,2.0,4.0,,5.0,5.0,12.0,,,,,0.1111111111111111,0.1111111111111111,0.1,0.1,0.20833333333333334,0.20833333333333334,0.1,0.8,0.7142857142857143,1.0,1.0,108.83720930232558,14.333333333333334,12.285714285714286,13.166666666666666,12.285714285714286,0.5,,,0.1,,,0.1,,0.3,,0.469285,0.469285,1.0,12.455555555555556,24.7,1.0,14.0,1.0,2.0,1.0,2.0,1.0,,,2.0,,,1.0,0.5,0.5,0.2,0.5,1.0,0.2,0.5,0.16666666666666666,0.18181818181818182,2.0,,13.0,,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,0.25,0.2222222222222222,0.4,1.0,,0.36455,,,,,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1111111111111111,0.5,0.25,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
1112-1800-2544-2753-2760,1610612739,"Ben Wallace, Damon Jones, LeBron James, Delonte West, Anderson Varejao","Wallace, Jones, James, West, Varejao",1112-1800-2544-2753-2760,CLE,4.0,1,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,360.0,4.0,,4.0,,,,,1.0,,,1.0,,1.0,,0.2928,0.2928,,,25.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
1112-1887-200789-2484-2544,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, Devin Brown, LeBron James","Wallace, Szczerbiak, Gibson, Brown, James",1112-1887-200789-2484-2544,CLE,49.0,1,1.0,,2.0,2.0,,4.0,,1.0,,,,,,1.0,,,2.0,2.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,1.0,2.0,,,,,,,,,,,0.5,,,,,,,117.55102040816327,20.0,4.5,20.0,4.5,1.0,,,,,,,,,,0.4152,,,20.1,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
1112-1887-200789-2544-2760,1610612739,"Ben Wallace, Wally Szczerbiak, Daniel Gibson, LeBron James, Anderson Varejao","Wallace, Szczerbiak, Gibson, James, Varejao",1112-1887-200789-2544-2760,CLE,277.0,3,5.0,5.0,11.0,10.0,2.0,21.0,1.0,3.0,1.0,2.0,,,4.0,7.0,1.0,2.0,2.0,13.0,1.0,1.0,,,,2.0,4.0,,2.0,1.0,3.0,5.0,8.0,1.0,2.0,,9.0,2.0,2.0,,0.5,,0.5,0.5714285714285714,1.0,0.6111111111111112,1.0,0.65,1.0,0.2222222222222222,1.0,0.8,1.0,,109.16967509025272,9.636363636363637,17.1,9.272727272727273,16.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.5,0.5,,,0.6666666666666666,0.5,0.5870388888888889,0.8485,0.15384615384615385,9.385714285714286,24.9,0.18181818181818182,4.0,3.0,4.0,1.0,1.0,1.0,,,1.0,2.0,,2.0,0.5,,0.4444444444444444,0.75,1.0,1.0,1.0,0.1,0.125,2.0,,8.0,,4.0,2.0,3.0,1.0,7.0,2.0,3.0,3.0,0.5,1.0,0.6666666666666666,0.75,0.5,0.3333333333333333,,0.6808,,,1.0,,2.0,,3.0,,3.0,2.0,0.6666666666666666,1.0,1.0,1.0,,,,4.0,,,1.0,2.0,1.0,,1.0,0.3076923076923077,,,2.0,1.0,,,,,,,0.14285714285714285,0.25,,,2.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612739,2008,2007-08,True
