EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2A,PtsAssisted2s,TwoPtAssists,Assists,AtRimAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FirstChancePoints,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,LongMidRangeFrequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGM,PenaltyAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,Arc3FGA,SecondChanceArc3FGA,PenaltyArc3FGA,FG3M,FG3A,FtPoints,SecondChanceFG2M,SecondChanceFG3A,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted2s,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,DefThreePtRebounds,FTDefRebounds,SelfOReb,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Travels,PenaltyTurnovers,ShootingFouls,Fouls,Loose Ball Fouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,BlockedShortMidRange,Blocks,RecoveredBlocks,Defensive 3 Seconds Violations,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,PenaltyFg2Pct,SecondChanceEfgPct,PenaltyEfgPct,SecondChanceTsPct,PenaltyTsPct,FG3APct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,DefFTReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,SelfORebPct,BlocksRecoveredPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,PenaltyCorner3FGM,PenaltyCorner3FGA,PenaltyFG3M,LostBallOutOfBoundsTurnovers,3SecondViolations,PenaltyFg3Pct,ShortMidRangePctBlocked,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyArc3FGM,SecondChanceTurnovers,Offensive Fouls Drawn,PenaltyArc3Accuracy,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,FTOffRebounds,OffFTReboundPct,Offensive Fouls,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceFG3M,PtsUnassisted3s,BlockedLongMidRange,SecondChanceFg3Pct,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,OffCorner3ReboundPct,SecondChanceArc3FGM,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,Loose Ball Fouls Drawn,HeaveAttempts,3pt And 1 Free Throw Trips,Blocked3s,BlockedArc3,DefensiveGoaltends,Technical Free Throw Trips,StepOutOfBoundsTurnovers,LongMidRangePctBlocked,BlockedCorner3,OffensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Corner3PctBlocked,Arc3PctBlocked,Clear Path Fouls,team_id,year,season,team_vs
1501-1510-1749-201174-2624,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Nick Fazekas, Quinton Ross","Thomas, Knight, Mobley, Fazekas, Ross",1501-1510-1749-201174-2624,LAC,43.0,1,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,0.5,0.5,1.0,,1.0,1.0,,,1.0,66.97674418604652,13.0,30.0,12.0,30.0,0.5,1.0,1.0,,,1.0,0.589225,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,2.0,1.0,1.0,1.0,,2.0,2.0,,2.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,1.0,1.0,1.0,0.5,1.0,0.5,0.5,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,1.0,1.0,,,0.5,1.0,0.5,,0.589225,,,1.0,1.0,25.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-208-2549,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Sam Cassell, Chris Kaman","Thomas, Knight, Mobley, Cassell, Kaman",1501-1510-1749-208-2549,LAC,147.0,1,2.0,2.0,5.0,5.0,1.0,10.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,,3.0,4.0,,4.0,,,,4.0,0.5,0.5,0.5,0.4,0.4,1.0,,1.0,,,,1.0,97.95918367346938,14.6,14.8,13.8,14.8,0.2,1.0,1.0,1.0,0.4,0.4,0.42386999999999997,0.3582,11.1,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,1.0,,,,,,1.0,,,,0.2,1.0,1.0,,,,,,,,,0.2,,,,,,,,,,,,,,,,,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-208-2694,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Sam Cassell, Josh Powell","Thomas, Knight, Mobley, Cassell, Powell",1501-1510-1749-208-2694,LAC,381.0,1,6.0,9.0,12.0,11.0,,23.0,1.0,2.0,1.0,5.0,8.0,17.0,8.0,,8.0,4.0,4.0,1.0,8.0,,3.0,5.0,,5.0,,,,17.0,0.8,0.8,0.625,0.5555555555555556,0.7083333333333334,1.0,,1.0,,,,1.0,86.92913385826772,17.25,15.818181818181818,17.25,15.818181818181818,0.2222222222222222,0.5,1.0,1.0,0.1111111111111111,0.3333333333333333,0.45633333333333337,,9.0375,4.0,8.0,,,,1.0,3.0,5.0,1.0,,1.0,,,,,,1.0,7.0,,,,,3.0,4.0,,,6.0,2.0,,,,,1.0,,,,3.0,,,2.0,,,1.0,,1.0,,,,,,,3.0,1.0,4.0,7.0,1.0,3.0,1.0,1.0,1.0,,1.0,1.0,,6.0,4.0,,,,,,,0.75,,0.75,,0.75,0.1111111111111111,0.125,0.5,,,1.0,,,,,1.0,1.0,,,1.0,0.5555555555555556,0.6,0.6,1.0,1.0,1.0,,0.1111111111111111,,,,,,,,,,,,0.25,,,,0.438175,0.2727272727272727,0.3,,0.35294117647058826,22.8,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2424-2549,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Dan Dickau, Chris Kaman","Thomas, Knight, Mobley, Dickau, Kaman",1501-1510-1749-2424-2549,LAC,93.0,1,2.0,2.0,2.0,1.0,1.0,3.0,,,,1.0,1.0,2.0,,1.0,,,,,,,1.0,1.0,1.0,2.0,,,,,,,1.0,0.3333333333333333,0.3333333333333333,0.5,,0.5,0.5,,,,46.45161290322581,31.0,31.0,22.5,30.0,,,,,,0.6666666666666666,0.3899333333333333,,5.5,,,,,,,1.0,1.0,,,,,2.0,,,,2.0,,1.0,,,2.0,,,,,,2.0,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,1.0,,0.6666666666666666,,,,,,0.5,,,0.5,1.0,,,,,0.3333333333333333,1.0,1.0,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,1.0,,26.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2424-2624,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Dan Dickau, Quinton Ross","Thomas, Knight, Mobley, Dickau, Ross",1501-1510-1749-2424-2624,LAC,1.0,1,,2.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,2.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2470-2624,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Smush Parker, Quinton Ross","Thomas, Knight, Mobley, Parker, Ross",1501-1510-1749-2470-2624,LAC,1.0,1,,3.0,1.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,3.0,,,,,1.5,,,,,,,,1440.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0,,,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,3.0,1.0,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2470-2694,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Smush Parker, Josh Powell","Thomas, Knight, Mobley, Parker, Powell",1501-1510-1749-2470-2694,LAC,242.0,1,4.0,-6.0,7.0,8.0,,15.0,,,2.0,,3.0,5.0,11.0,,,,1.0,,3.0,,1.0,2.0,,2.0,,1.0,1.0,5.0,,,,0.3,0.35714285714285715,1.0,,1.0,,,,1.0,89.25619834710744,16.714285714285715,15.625,16.714285714285715,15.625,,,,,0.4,0.4,0.44771,,15.466666666666667,7.0,5.0,,,,,,1.0,,,,1.0,2.0,,2.0,1.0,2.0,2.0,,,,,,3.0,2.0,2.0,5.0,,3.0,,2.0,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,3.0,6.0,,2.0,4.0,,1.0,1.0,,,,,,,5.0,7.0,1.0,1.0,1.0,0.5,0.5,,,,0.3,,0.35714285714285715,0.4,,,,,1.0,,,,,,1.0,,,,0.2,,,,,,,,,,,0.4,0.5,0.5,1.0,,,,,,,0.4,0.5,0.44771,0.16666666666666666,0.25,,1.0,26.75,1.0,,,1.0,,,0.5,,,,1.0,,,0.5,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2499-2549,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Richie Frahm, Chris Kaman","Thomas, Knight, Mobley, Frahm, Kaman",1501-1510-1749-2499-2549,LAC,108.0,1,2.0,-2.0,1.0,2.0,1.0,3.0,,1.0,1.0,,2.0,,2.0,,,,,,,2.0,1.0,1.0,2.0,3.0,,,,,,,,,,1.0,1.0,1.0,0.6666666666666666,1.0,,1.0,40.0,61.0,23.5,53.0,23.5,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.4691,0.5766,8.55,,2.0,,,,,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,,0.3333333333333333,,,,,,,,,,,,,0.3333333333333333,,,,,,,1.0,,,,,0.2947,0.25,0.3333333333333333,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2549-2624,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Chris Kaman, Quinton Ross","Thomas, Knight, Mobley, Kaman, Ross",1501-1510-1749-2549-2624,LAC,591.0,7,10.0,14.0,21.0,20.0,5.0,41.0,4.0,9.0,3.0,8.0,16.0,29.0,15.0,3.0,6.0,3.0,4.0,2.0,9.0,4.0,4.0,5.0,4.0,9.0,,,2.0,25.0,0.375,0.42857142857142855,0.5,0.5588235294117647,0.6590909090909091,0.8,0.5,0.8,0.5,0.5,0.6666666666666666,1.0,99.8984771573604,13.0,15.9,11.80952380952381,15.4,0.5294117647058824,0.4444444444444444,0.5714285714285714,0.5,0.17647058823529413,0.5882352941176471,0.5023617647058823,0.37786666666666663,5.4125,16.0,14.0,,1.0,2.0,6.0,3.0,4.0,1.0,1.0,1.0,,,,,1.0,1.0,10.0,2.0,,,4.0,5.0,12.0,1.0,7.0,20.0,10.0,3.0,2.0,,,3.0,1.0,,1.0,1.0,,,,1.0,,3.0,2.0,1.0,2.0,1.0,1.0,,2.0,,2.0,,9.0,12.0,2.0,4.0,3.0,,,,,,1.0,20.0,16.0,1.0,3.0,1.0,1.0,1.0,0.6666666666666666,0.4166666666666667,0.6666666666666666,0.5,0.6666666666666666,0.5882352941176471,0.058823529411764705,0.1875,0.2222222222222222,1.0,1.0,,,0.4,1.0,,,,,,,0.23529411764705882,0.75,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,,0.058823529411764705,1.0,1.0,1.0,,,,,0.3333333333333333,,,,0.46153846153846156,0.3333333333333333,,,0.4911346153846154,0.21052631578947367,0.2222222222222222,0.13793103448275862,0.6896551724137931,23.3,0.7619047619047619,1.0,1.0,1.0,,,1.0,0.25,0.07692307692307693,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1749-2624-2694,1610612746,"Tim Thomas, Brevin Knight, Cuttino Mobley, Quinton Ross, Josh Powell","Thomas, Knight, Mobley, Ross, Powell",1501-1510-1749-2624-2694,LAC,623.0,6,10.0,6.0,22.0,19.0,1.0,41.0,5.0,8.0,2.0,8.0,14.0,23.0,17.0,1.0,8.0,4.0,4.0,4.0,8.0,1.0,6.0,9.0,1.0,10.0,1.0,3.0,5.0,21.0,0.5,0.5714285714285714,0.5714285714285714,0.6333333333333333,0.6388888888888888,0.75,0.16666666666666666,0.7272727272727273,0.16666666666666666,,1.0,0.6666666666666666,94.76725521669343,13.272727272727273,17.42105263157895,13.272727272727273,17.0,0.5333333333333333,0.625,0.625,0.8,0.13333333333333333,0.6,0.5346166666666666,0.639,5.364285714285714,11.0,1.0,1.0,1.0,3.0,5.0,2.0,4.0,1.0,,,1.0,1.0,,,1.0,1.0,4.0,1.0,,,2.0,4.0,8.0,,1.0,9.0,8.0,,2.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,1.0,1.0,,2.0,2.0,,1.0,3.0,2.0,2.0,,5.0,7.0,1.0,3.0,1.0,,,,,,,9.0,11.0,,1.0,,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.06666666666666667,,,0.4,1.0,0.6666666666666666,,0.3333333333333333,,,1.0,0.6666666666666666,,0.16666666666666666,,0.26666666666666666,0.5,0.5,,0.5,0.5,,,,,,0.06666666666666667,1.0,1.0,,1.0,1.0,,,0.625,0.6,,1.0,0.5432125,0.17647058823529413,0.1875,0.08695652173913043,0.391304347826087,24.6,0.5,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-201174,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Nick Fazekas","Thomas, Knight, Maggette, Thornton, Fazekas",1501-1510-1894-201154-201174,LAC,285.0,1,5.0,-6.0,8.0,8.0,1.0,16.0,1.0,2.0,2.0,1.0,6.0,3.0,9.0,1.0,,,,,,3.0,2.0,2.0,4.0,6.0,,2.0,4.0,2.0,,,0.16666666666666666,0.125,0.16666666666666666,1.0,0.6,1.0,0.6666666666666666,0.5,,1.0,80.84210526315789,21.25,14.375,18.375,14.375,0.25,0.5,1.0,,0.25,0.5,0.4740875,0.57285,11.216666666666667,,,,1.0,,,,2.0,,,,,2.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,,,,,,2.0,,,2.0,,1.0,,,,,,1.0,,,,1.0,,1.0,2.0,2.0,,,,1.0,4.0,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,0.16666666666666666,,0.25,0.16666666666666666,0.5,0.5,,,1.0,1.0,0.5,1.0,,,,,,0.25,,,,,,,,,,,0.25,,,,0.5,,,0.5,,,,,,0.1111111111111111,0.14285714285714285,0.3333333333333333,,28.8,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-208,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Sam Cassell","Thomas, Knight, Maggette, Thornton, Cassell",1501-1510-1894-201154-208,LAC,95.0,1,2.0,4.0,4.0,4.0,,8.0,,1.0,1.0,1.0,2.0,7.0,3.0,,2.0,1.0,2.0,,5.0,,,1.0,,1.0,,,,7.0,1.0,1.0,0.5,0.8333333333333334,0.875,,,,,,,,121.26315789473685,15.25,8.5,15.25,8.5,0.3333333333333333,,,,0.3333333333333333,0.6666666666666666,0.5565166666666667,,9.0,4.0,3.0,,,,1.0,,,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,2.0,7.0,,3.0,,1.0,1.0,,1.0,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,,7.0,4.0,,,1.0,1.0,1.0,,0.5,,0.8333333333333334,,0.875,0.3333333333333333,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,0.3333333333333333,1.0,1.0,1.0,,,,,0.3333333333333333,,0.3333333333333333,1.0,0.5565166666666667,0.25,0.3333333333333333,,1.0,24.9,1.0,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-2424,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Dan Dickau","Thomas, Knight, Maggette, Thornton, Dickau",1501-1510-1894-201154-2424,LAC,54.0,1,1.0,2.0,1.0,1.0,,2.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,2.0,,,1.0,0.5,0.5,,,,,,,,53.33333333333333,20.0,34.0,20.0,11.0,0.5,1.0,1.0,,,1.0,0.4918,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-2549,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Chris Kaman","Thomas, Knight, Maggette, Thornton, Kaman",1501-1510-1894-201154-2549,LAC,1616.0,6,27.0,-3.0,47.0,48.0,8.0,95.0,8.0,11.0,14.0,16.0,35.0,46.0,49.0,5.0,14.0,7.0,8.0,6.0,17.0,4.0,16.0,20.0,8.0,28.0,,2.0,5.0,35.0,0.4375,0.4375,0.45714285714285713,0.4166666666666667,0.45098039215686275,0.7619047619047619,0.21052631578947367,0.8,0.24,0.1111111111111111,0.6666666666666666,0.8461538461538461,84.65346534653466,17.829787234042552,16.208333333333332,16.085106382978722,15.458333333333334,0.2619047619047619,0.7272727272727273,0.8,0.75,0.3333333333333333,0.42857142857142855,0.47457023809523813,0.46268333333333334,9.865714285714287,6.0,13.0,1.0,1.0,1.0,1.0,3.0,10.0,5.0,1.0,3.0,,4.0,1.0,1.0,1.0,7.0,11.0,4.0,2.0,,11.0,1.0,4.0,1.0,3.0,5.0,18.0,3.0,,4.0,,1.0,1.0,,1.0,,1.0,2.0,4.0,,1.0,3.0,2.0,1.0,3.0,1.0,2.0,,,8.0,12.0,,13.0,18.0,,7.0,2.0,1.0,1.0,,1.0,,2.0,5.0,6.0,,2.0,1.0,0.14285714285714285,0.14285714285714285,0.8,0.25,0.7857142857142857,0.2,0.7857142857142857,0.3125,0.16666666666666666,0.02857142857142857,0.09090909090909091,0.6,,1.0,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.25,0.6,1.0,,0.041666666666666664,,0.23809523809523808,0.3,0.3,,0.35714285714285715,0.35714285714285715,0.2,0.07142857142857142,0.3333333333333333,0.3333333333333333,1.0,0.09523809523809523,,,,0.14285714285714285,1.0,1.0,0.14285714285714285,0.2,1.0,0.2,,0.47318,0.14285714285714285,0.16666666666666666,0.2391304347826087,0.10869565217391304,24.5,0.1276595744680851,,,,,,,,,,,1.0,,,,,2.0,1.0,,1.0,1.0,1.0,,,0.5,0.14285714285714285,1.0,1.0,0.5,,,,,,,,,,,1.0,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-2624,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Quinton Ross","Thomas, Knight, Maggette, Thornton, Ross",1501-1510-1894-201154-2624,LAC,574.0,4,10.0,-4.0,18.0,19.0,,37.0,2.0,2.0,4.0,5.0,8.0,17.0,21.0,,2.0,1.0,2.0,,5.0,,4.0,6.0,,6.0,1.0,3.0,5.0,17.0,0.2,0.2,0.625,0.65,0.6538461538461539,0.4444444444444444,,0.5,,,0.75,0.3333333333333333,92.82229965156795,14.333333333333334,16.63157894736842,14.333333333333334,16.210526315789473,0.2,1.0,1.0,,0.4,0.4,0.43709499999999996,,10.275,5.0,5.0,,,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,,1.0,1.0,2.0,4.0,,,,,2.0,3.0,1.0,1.0,8.0,8.0,3.0,,2.0,1.0,,1.0,1.0,,,1.0,,1.0,1.0,,2.0,2.0,,2.0,,2.0,1.0,,5.0,7.0,,4.0,6.0,,3.0,,4.0,2.0,2.0,4.0,1.0,,8.0,5.0,,,1.0,0.5,0.5,,0.6666666666666666,,0.875,,0.8,0.2,,,0.4,1.0,1.0,,,,,,1.0,,,0.25,0.2,0.5,0.5,,0.5,0.5,0.5,,,,,0.2,0.5,0.5,1.0,,,,,0.25,1.0,0.25,0.5,0.44335,0.23076923076923078,0.2727272727272727,,0.47058823529411764,26.0,0.2777777777777778,,,1.0,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201154-2694,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Al Thornton, Josh Powell","Thomas, Knight, Maggette, Thornton, Powell",1501-1510-1894-201154-2694,LAC,711.0,5,12.0,-2.0,22.0,23.0,4.0,45.0,4.0,8.0,7.0,6.0,16.0,23.0,25.0,3.0,8.0,4.0,6.0,3.0,14.0,2.0,7.0,8.0,4.0,12.0,,2.0,2.0,18.0,0.6666666666666666,0.8,0.375,0.4090909090909091,0.46,0.6363636363636364,0.25,0.6363636363636364,0.3333333333333333,0.4,,1.0,91.13924050632912,15.909090909090908,15.695652173913043,15.409090909090908,14.91304347826087,0.36363636363636365,0.5,0.8,0.75,0.3181818181818182,0.6363636363636364,0.5055977272727273,0.5643,8.68125,15.0,11.0,1.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,,2.0,2.0,6.0,5.0,1.0,1.0,,5.0,5.0,13.0,3.0,4.0,17.0,4.0,6.0,2.0,4.0,1.0,3.0,2.0,1.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,1.0,2.0,,4.0,6.0,,3.0,,1.0,,1.0,1.0,,,17.0,15.0,,,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.38461538461538464,0.625,0.40625,0.625,0.4722222222222222,0.2727272727272727,0.1875,0.375,,0.5,,0.5,,,0.6666666666666666,0.3333333333333333,,,,,0.045454545454545456,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,,0.09090909090909091,0.5,0.5,1.0,0.18181818181818182,0.25,0.25,1.0,0.75,0.3333333333333333,,,0.375,0.5,0.125,0.25,0.484575,0.12,0.15789473684210525,0.21739130434782608,0.7391304347826086,24.866666666666664,0.6818181818181818,1.0,1.0,1.0,,,0.3333333333333333,,0.0625,1.0,,,1.0,,,,,,,1.0,1.0,1.0,,,1.0,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
1501-1510-1894-201174-2624,1610612746,"Tim Thomas, Brevin Knight, Corey Maggette, Nick Fazekas, Quinton Ross","Thomas, Knight, Maggette, Fazekas, Ross",1501-1510-1894-201174-2624,LAC,10.0,1,,2.0,1.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,144.0,10.0,,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,1.0,,,,,,,,2.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612746,2008,2007-08,True
