EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,SecondChanceOffPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Arc3FGA,SecondChanceArc3FGA,FG2A,FG3A,SecondChanceFG3A,NonHeaveArc3FGA,Fg2aBlocked,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,Fouls,Offensive Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FG3APct,FG2APctBlocked,ShortMidRangePctBlocked,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffShortMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Arc3Frequency,SecondChanceArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PlusMinus,ShortMidRangeFGM,Arc3FGM,FG2M,FG3M,FtPoints,Points,OpponentPoints,PtsUnassisted2s,PtsAssisted3s,NonHeaveArc3FGM,ThreePtAssists,Assists,Arc3Assists,AssistPoints,LiveBallTurnovers,LostBallTurnovers,Offensive Fouls Drawn,FTA,TwoPtShootingFoulsDrawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,Fg2Pct,EfgPct,TsPct,LiveBallTurnoverPct,DefLongMidRangeReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,NonHeaveArc3Accuracy,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyOffPoss,PenaltyDefPoss,AtRimFGA,SecondChanceAtRimFGA,PenaltyAtRimFGA,PenaltyArc3FGA,SecondChanceFG2A,PenaltyFG2A,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,Steals,BadPassSteals,BadPassTurnovers,PenaltyTurnovers,ShootingFouls,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,PenaltyTsPct,AtRimPctBlocked,OffLongMidRangeReboundPct,DefAtRimReboundPct,AtRimFrequency,SecondChanceAtRimFrequency,PenaltyAtRimFrequency,PenaltyArc3Frequency,PenaltyShotQualityAvg,PenaltyPointsPct,PenaltyOffPossPct,Corner3FGA,LostBallSteals,Corner3Frequency,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,LongMidRangeFGM,SecondChanceFtPoints,SecondChancePoints,PtsAssisted2s,TwoPtAssists,LongMidRangeAssists,FTDefRebounds,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceTsPct,LongMidRangePctBlocked,DefFTReboundPct,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChancePointsPct,AtRimFGM,SecondChanceAtRimFGM,SecondChanceFG2M,AtRimAssists,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,SecondChanceFg2Pct,SecondChanceEfgPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,SecondChanceAtRimAccuracy,PenaltyAtRimFGM,PenaltyFG2M,PtsPutbacks,SecondChanceTurnovers,2pt And 1 Free Throw Trips,NonShootingPenaltyNonTakeFouls,PenaltyFg2Pct,PenaltyEfgPct,OffAtRimReboundPct,PenaltyAtRimAccuracy,ShortMidRangeAssists,ShortMidRangePctAssisted,OffThreePtRebounds,StepOutOfBoundsTurnovers,Travels,BlockedShortMidRange,OffThreePtReboundPct,OffCorner3ReboundPct,DefCorner3ReboundPct,SelfOReb,Loose Ball Fouls,Technical Free Throw Trips,SelfORebPct,SecondChanceCorner3FGA,PenaltyCorner3FGA,OffArc3ReboundPct,SecondChanceCorner3Frequency,PenaltyCorner3Frequency,Corner3FGM,PenaltyArc3FGM,PenaltyFG3M,PtsUnassisted3s,Corner3Assists,PenaltyFg3Pct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyArc3Accuracy,SecondChanceArc3FGM,SecondChanceFG3M,FTOffRebounds,SecondChanceFg3Pct,OffFTReboundPct,SecondChanceArc3Accuracy,BlockedLongMidRange,3SecondViolations,ThreePtShootingFoulsDrawn,Blocked3s,BlockedArc3,ThreePtShootingFoulsDrawnPct,3pt And 1 Free Throw Trips,Defensive 3 Seconds Violations,SecondChanceAtRimPctAssisted,SecondChanceArc3PctAssisted,HeaveAttempts,Fg3aBlocked,LostBallOutOfBoundsTurnovers,FG3APctBlocked,Arc3PctBlocked,PenaltyCorner3FGM,PenaltyCorner3Accuracy,Corner3PctBlocked,DefensiveGoaltends,SecondChanceCorner3FGM,Clear Path Fouls,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,BlockedCorner3,OffensiveGoaltends,team_id,year,season,team_vs
101124-200752-200768-200784-2200,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Bobby Jones, Pau Gasol","Warrick, Gay, Lowry, Jones, Gasol",101124-200752-200768-200784-2200,MEM,113.0,2,2.0,4.0,3.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,89.20353982300885,13.5,19.666666666666668,11.5,19.666666666666668,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.43375,0.50205,11.95,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200784-2434,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Bobby Jones, Juan Carlos Navarro","Warrick, Gay, Lowry, Jones, Carlos Navarro",101124-200752-200768-200784-2434,MEM,167.0,1,3.0,6.0,6.0,,12.0,1.0,,2.0,,1.0,2.0,,2.0,,,,1.0,1.0,,1.0,,,1.0,,,6.0,,0.6666666666666666,,,1.0,,,1.0,,,,,103.47305389221557,16.166666666666668,11.666666666666666,16.166666666666668,11.666666666666666,0.3333333333333333,,0.6666666666666666,,0.6666666666666666,0.47628333333333334,,11.1,26.25,2.0,1.0,1.0,1.0,1.0,3.0,8.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,8.0,1.0,0.5,0.5,1.0,0.8333333333333334,0.8,1.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.4,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200784-2545,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Bobby Jones, Darko Milicic","Warrick, Gay, Lowry, Jones, Milicic",101124-200752-200768-200784-2545,MEM,288.0,2,5.0,10.0,9.0,1.0,19.0,1.0,4.0,2.0,,7.0,2.0,,2.0,1.0,1.0,1.0,2.0,3.0,1.0,4.0,,,1.0,2.0,,4.0,,0.2222222222222222,0.14285714285714285,,0.5,0.14285714285714285,1.0,0.6,0.125,,,1.0,95.0,16.2,14.0,14.2,12.222222222222221,0.1111111111111111,0.4444444444444444,0.2222222222222222,,0.4444444444444444,0.425725,0.4071,12.257142857142856,33.5,-5.0,,,,,2.0,2.0,7.0,,,,,,,,1.0,,2.0,2.0,1.0,2.0,,,,,,0.1,1.0,0.3333333333333333,,,,,,,0.1,0.125,9.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,9.0,0.1111111111111111,0.5,0.25,1.0,0.2222222222222222,1.0,0.25,0.25,0.43594285714285713,1.0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200814-2031,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Tarence Kinsey, Stromile Swift","Warrick, Gay, Lowry, Kinsey, Swift",101124-200752-200768-200814-2031,MEM,95.0,2,2.0,4.0,4.0,,8.0,1.0,,,,1.0,1.0,,,,,,2.0,2.0,,2.0,,,2.0,,,1.0,1.0,0.5,,,1.0,,,1.0,,,,,121.26315789473685,17.25,6.5,17.25,6.5,0.5,,,,0.5,0.467525,,7.5,23.8,-2.0,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200814-2034,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Tarence Kinsey, Mike Miller","Warrick, Gay, Lowry, Kinsey, Miller",101124-200752-200768-200814-2034,MEM,21.0,1,,2.0,2.0,,4.0,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,0.5,0.5,,,,0.5,274.2857142857143,1.5,9.0,1.5,8.0,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,2.0,,2.0,,,,,,1.0,,,,,,,,,,,2.0,2.0,,,,,,,,2.0,2.0,,,,1.0,,2.0,2.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200814-2200,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Tarence Kinsey, Pau Gasol","Warrick, Gay, Lowry, Kinsey, Gasol",101124-200752-200768-200814-2200,MEM,134.0,2,2.0,4.0,4.0,1.0,8.0,,3.0,1.0,,3.0,1.0,,1.0,1.0,1.0,,2.0,3.0,1.0,4.0,,,,1.0,,1.0,1.0,0.25,0.3333333333333333,,0.6666666666666666,0.5,,0.6666666666666666,0.3333333333333333,,,,85.97014925373134,17.0,16.5,17.0,16.0,,0.75,0.25,,0.25,0.41535,,18.166666666666668,25.3,1.0,,,1.0,,2.0,4.0,3.0,,,,,1.0,,2.0,,,,2.0,,2.0,,,,0.3333333333333333,0.25,0.4,,1.0,,,,,,,,,1.0,1.0,,,,,,1.0,,2.0,2.0,,,,,1.0,2.0,1.0,0.5,,0.5,,,,,,0.4191,0.5,0.25,,,,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333,0.5,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200814-2418,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Tarence Kinsey, Casey Jacobsen","Warrick, Gay, Lowry, Kinsey, Jacobsen",101124-200752-200768-200814-2418,MEM,353.0,1,6.0,9.0,9.0,1.0,18.0,1.0,3.0,2.0,,7.0,2.0,,2.0,,1.0,2.0,4.0,6.0,1.0,7.0,,1.0,1.0,1.0,,1.0,,0.2222222222222222,,,1.0,0.3333333333333333,1.0,1.0,0.25,1.0,,1.0,73.42776203966005,17.88888888888889,21.333333333333332,16.555555555555557,21.333333333333332,0.1111111111111111,0.3333333333333333,0.2222222222222222,,0.5555555555555556,0.47751666666666664,0.5308,8.114285714285714,25.55,7.0,,1.0,4.0,1.0,,11.0,4.0,4.0,3.0,1.0,1.0,3.0,1.0,7.0,,,,,,9.0,1.0,0.5,0.5,0.5714285714285714,0.6111111111111112,0.6111111111111112,,1.0,,,0.5,0.5,1.0,0.5,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,0.3333333333333333,1.0,,,,,,,,,,,1.0,,2.0,4.0,2.0,1.0,,0.5,0.5,1.0,,,0.3333333333333333,0.3333333333333333,1.0,0.18181818181818182,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-200814-2545,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Tarence Kinsey, Darko Milicic","Warrick, Gay, Lowry, Kinsey, Milicic",101124-200752-200768-200814-2545,MEM,419.0,2,7.0,14.0,15.0,3.0,29.0,2.0,5.0,1.0,,14.0,1.0,,1.0,2.0,4.0,,3.0,3.0,4.0,7.0,,1.0,3.0,4.0,,4.0,,0.06666666666666667,0.14285714285714285,,0.6,0.8,,0.6,0.6666666666666666,1.0,0.5,,99.66587112171838,13.214285714285714,15.6,12.142857142857142,15.533333333333333,0.13333333333333333,0.3333333333333333,0.06666666666666667,,0.5333333333333333,0.5397933333333333,0.6512666666666667,8.385714285714286,26.6,3.0,1.0,,9.0,,1.0,19.0,16.0,10.0,,,,4.0,,8.0,2.0,1.0,2.0,1.0,1.0,15.0,,,,0.6428571428571429,0.6,0.6333333333333333,0.6666666666666666,1.0,0.5,0.5,,,,,0.06666666666666667,0.07142857142857142,5.0,8.0,7.0,3.0,2.0,,3.0,6.0,,1.0,9.0,2.0,,1.0,,2.0,9.0,5.0,0.75,0.14285714285714285,0.6666666666666666,,0.4666666666666667,1.0,0.3333333333333333,,0.5176666666666666,0.47368421052631576,0.35714285714285715,,2.0,,,,2.0,,4.0,8.0,4.0,2.0,,0.4444444444444444,0.5714285714285714,0.6666666666666666,0.2,,0.4,0.5,1.0,0.21052631578947367,6.0,2.0,2.0,2.0,,,,,0.6666666666666666,0.6666666666666666,,0.8571428571428571,1.0,0.3333333333333333,0.6666666666666666,2.0,4.0,4.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-201144-201159,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Mike Conley, Javaris Crittenton","Warrick, Gay, Lowry, Conley, Crittenton",101124-200752-200768-201144-201159,MEM,49.0,1,1.0,2.0,2.0,,4.0,1.0,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,117.55102040816327,12.0,12.5,12.0,12.5,1.0,,,,,0.4045,,12.5,,1.0,1.0,,1.0,,1.0,3.0,2.0,,,,,1.0,,2.0,,,1.0,2.0,1.0,3.0,,,,1.0,1.0,0.75,,,1.0,1.0,,,,,0.5,0.5,1.0,2.0,,,,,,1.0,,,2.0,,,,,,2.0,1.0,1.0,,,,,,,,0.4045,0.6666666666666666,0.5,,,,,,,,,2.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
101124-200752-200768-201144-2034,1610612763,"Hakim Warrick, Rudy Gay, Kyle Lowry, Mike Conley, Mike Miller","Warrick, Gay, Lowry, Conley, Miller",101124-200752-200768-201144-2034,MEM,1549.0,3,26.0,54.0,56.0,2.0,110.0,11.0,4.0,7.0,,35.0,8.0,,7.0,5.0,2.0,6.0,11.0,20.0,3.0,23.0,,4.0,9.0,9.0,1.0,8.0,,0.18604651162790697,0.14285714285714285,0.2727272727272727,0.55,0.1,0.75,0.6071428571428571,0.1111111111111111,0.1111111111111111,0.5714285714285714,0.7142857142857143,102.25952227243383,14.962962962962964,13.232142857142858,14.925925925925926,12.5,0.2558139534883721,0.09302325581395349,0.16279069767441862,,0.6511627906976745,0.4839476744186047,0.664,5.522857142857143,26.125,-17.0,2.0,1.0,15.0,1.0,7.0,40.0,57.0,16.0,3.0,1.0,1.0,8.0,1.0,17.0,5.0,2.0,1.0,12.0,5.0,36.0,1.0,0.125,0.125,0.42857142857142855,0.38372093023255816,0.40816326530612246,0.5555555555555556,0.6,0.18181818181818182,0.25,0.14285714285714285,0.14285714285714285,1.0,0.14285714285714285,0.10416666666666667,0.125,7.0,9.0,20.0,1.0,3.0,2.0,1.0,3.0,2.0,1.0,7.0,7.0,6.0,3.0,1.0,7.0,7.0,7.0,0.5833333333333334,0.1,,0.5,0.46511627906976744,1.0,0.6,0.4,0.48109,0.175,0.12962962962962962,1.0,1.0,0.023255813953488372,1.0,1.0,1.0,2.0,4.0,14.0,7.0,,3.0,0.4666666666666667,0.5,1.0,,1.0,0.25,0.25,,0.1,12.0,1.0,1.0,6.0,3.0,2.0,3.0,1.0,1.0,1.0,0.3333333333333333,0.6,0.6666666666666666,0.5,1.0,3.0,3.0,2.0,,,,1.0,0.6,0.125,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612763,2008,2007-08,False
