EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,OffPoss,PenaltyOffPoss,TotalPoss,Arc3FGA,PenaltyArc3FGA,FG3A,PenaltyFG3A,NonHeaveArc3FGA,PenaltyOffPossExcludingTakeFouls,FG3APct,Pace,SecondsPerPossOff,SecondsExcludingORebsPerPossOff,Arc3Frequency,PenaltyArc3Frequency,AtRimFG3AFrequency,ShotQualityAvg,PenaltyShotQualityAvg,Avg3ptShotDistance,PenaltyOffPossPct,Minutes,PlusMinus,DefPoss,PenaltyDefPoss,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,PtsAssisted2s,HeaveAttempts,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,FTDefRebounds,DefRebounds,Rebounds,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,EfgPct,TsPct,DefFTReboundPct,SecondsPerPossDef,SecondsExcludingORebsPerPossDef,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Avg2ptShotDistance,AtRimFGM,AtRimFGA,ShortMidRangeFGA,PtsUnassisted2s,AtRimAssists,DefTwoPtRebounds,Steals,LostBallSteals,FoulsDrawn,Charge Fouls Drawn,DefTwoPtReboundPct,DefFGReboundPct,DefShortMidRangeReboundPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeFrequency,SecondChanceOffPoss,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,Corner3FGM,Corner3FGA,Arc3FGM,FG3M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted3s,PtsPutbacks,NonHeaveArc3FGM,Fg2aBlocked,ThreePtAssists,Arc3Assists,Corner3Assists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,OffRebounds,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,Offensive Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,LiveBallTurnoverPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyAtRimFGM,PenaltyAtRimFGA,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,SecondChanceArc3FGA,SecondChanceFG3A,PenaltyFG2M,PenaltyFG2A,PenaltyFG3M,PenaltyFtPoints,PenaltyPoints,BadPassSteals,DeadBallTurnovers,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,PenaltyPointsExcludingTakeFouls,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,OffCorner3ReboundPct,SecondChanceCorner3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyPointsPct,SecondChanceArc3FGM,PenaltyArc3FGM,SecondChanceFG3M,SecondChanceFtPoints,FTOffRebounds,StepOutOfBoundsTurnovers,SecondChanceTurnovers,Charge Fouls,Loose Ball Fouls,Loose Ball Fouls Drawn,BlockedShortMidRange,RecoveredBlocks,SecondChanceFg3Pct,OffFTReboundPct,OffLongMidRangeReboundPct,BlocksRecoveredPct,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyArc3Accuracy,ShortMidRangeAssists,NonShootingFoulsDrawn,NonShootingPenaltyNonTakeFoulsDrawn,ShortMidRangePctAssisted,SelfOReb,ThreePtShootingFoulsDrawn,SelfORebPct,ThreePtShootingFoulsDrawnPct,ShortMidRangePctBlocked,LongMidRangePctBlocked,BadPassOutOfBoundsTurnovers,Travels,OffensiveGoaltends,3SecondViolations,SecondChanceAtRimPctAssisted,PtsUnassisted3s,LostBallOutOfBoundsTurnovers,BlockingFouls,BlockedLongMidRange,DefensiveGoaltends,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,BlockingFoulsDrawn,Corner3PctBlocked,Blocked3s,BlockedCorner3,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,Clear Path Fouls,HeaveMakes,3pt And 1 Free Throw Trips,BlockedArc3,team_id,year,season,team_vs
1710-2544-2547-2548-436,1610612748,"Mike Bibby, LeBron James, Chris Bosh, Dwyane Wade, Juwan Howard","Bibby, James, Bosh, Wade, Howard",1710-2544-2547-2548-436,MIA,119.0,2,4.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,4.0,0.5,96.80672268907563,8.75,8.75,0.5,0.5,0.5,0.484725,0.484725,24.7,1.0,2.0,7.0,4.0,2.0,,,1.0,1.0,9.0,2.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,,9.0,,1.0,1.0,1.0,1.25,1.125,,21.0,18.75,,,,,7.0,,,1.0,,,1.0,1.0,1.0,3.0,,1.0,0.5,,,,,,0.5,,,,1.0,,,1.0,1.0,4.0,,,,,,1.0,,,,,,,,,,,,,,1.0,4.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,,1.0,,0.3333333333333333,0.5,,,,,,,,,1.0,1.0,1.0,4.0,9.0,,,,,,9.0,1.0,1.0,1.25,1.125,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2547-2548-956,1610612748,"Mike Bibby, LeBron James, Chris Bosh, Dwyane Wade, Erick Dampier","Bibby, James, Bosh, Wade, Dampier",1710-2544-2547-2548-956,MIA,6904.0,12,219.0,10.0,436.0,31.0,1.0,38.0,2.0,31.0,10.0,0.19387755102040816,90.9385863267671,15.831050228310502,15.228310502283104,0.15816326530612246,0.16666666666666666,0.5204081632653061,0.5206507653061224,0.5619500000000001,24.573684210526313,0.045662100456621,115.0,-40.0,217.0,14.0,21.0,50.0,77.0,158.0,232.0,272.0,82.0,,41.0,54.0,10.0,121.0,3.0,59.0,85.0,42.0,207.0,1.0,0.5324675324675324,0.5540540540540541,0.4873417721518987,0.5,0.5203619909502263,1.0,15.838709677419354,15.423963133640553,0.25510204081632654,0.42,0.42,0.47619047619047616,8.60253164556962,34.0,64.0,44.0,72.0,18.0,43.0,21.0,8.0,39.0,1.0,0.7678571428571429,0.7368421052631579,0.8181818181818182,0.32653061224489793,0.53125,0.6296296296296297,0.5294117647058824,0.22448979591836735,24.0,6.0,11.0,22.0,4.0,7.0,10.0,14.0,36.0,8.0,20.0,25.0,39.0,6.0,10.0,13.0,13.0,9.0,4.0,4.0,22.0,13.0,26.0,11.0,10.0,1.0,24.0,25.0,3.0,53.0,1.0,23.0,8.0,6.0,8.0,0.9285714285714286,0.3684210526315789,0.3684210526315789,0.4,0.5,0.5,0.08227848101265822,0.15625,0.4583333333333333,0.2716049382716049,0.65,0.16666666666666666,0.24761904761904763,0.3,0.2727272727272727,0.19047619047619047,0.7222222222222222,0.7777777777777778,0.7857142857142857,0.3333333333333333,0.5,0.5365853658536586,0.03571428571428571,0.5714285714285714,0.5714285714285714,1.0,0.3225806451612903,0.3225806451612903,0.9,0.5,0.5454545454545454,0.3225806451612903,0.5231142857142858,0.10550458715596331,0.12777777777777777,0.10775862068965517,1.0,2.0,,1.0,1.0,2.0,2.0,2.0,4.0,1.0,4.0,11.0,13.0,13.0,2.0,1.0,2.0,11.0,0.5,0.5,0.5833333333333334,0.6111111111111112,,,0.09090909090909091,0.3333333333333333,0.5,0.16666666666666666,1.0,0.04741379310344827,2.0,,2.0,3.0,,1.0,1.0,,,2.0,2.0,7.0,1.0,,0.2413793103448276,0.875,1.0,1.0,,13.0,3.0,2.0,0.5909090909090909,2.0,,0.021739130434782608,,0.06818181818181818,,3.0,2.0,,2.0,,3.0,4.0,2.0,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2547-2548-980,1610612748,"Mike Bibby, LeBron James, Chris Bosh, Dwyane Wade, Zydrunas Ilgauskas","Bibby, James, Bosh, Wade, Ilgauskas",1710-2544-2547-2548-980,MIA,2893.0,7,86.0,14.0,174.0,8.0,2.0,14.0,5.0,8.0,14.0,0.16666666666666666,86.60905634289665,16.77906976744186,15.976744186046512,0.09523809523809523,0.14285714285714285,0.5357142857142857,0.5088476190476191,0.4471178571428571,24.957142857142856,0.16279069767441862,48.0,-9.0,88.0,17.0,12.0,29.0,32.0,70.0,90.0,99.0,40.0,,20.0,23.0,9.0,49.0,,26.0,41.0,21.0,80.0,2.0,0.625,0.6896551724137931,0.45714285714285713,0.43452380952380953,0.46774193548387094,,16.477272727272727,15.738636363636363,0.34523809523809523,0.41379310344827586,0.41379310344827586,0.75,9.721428571428572,16.0,31.0,10.0,24.0,9.0,20.0,10.0,4.0,17.0,,0.5882352941176471,0.65,0.7142857142857143,0.36904761904761907,0.5161290322580645,0.5925925925925926,0.5625,0.11904761904761904,12.0,3.0,6.0,4.0,2.0,6.0,1.0,3.0,17.0,4.0,9.0,10.0,9.0,6.0,1.0,4.0,3.0,1.0,2.0,3.0,12.0,6.0,15.0,5.0,3.0,2.0,8.0,15.0,2.0,24.0,3.0,10.0,2.0,1.0,2.0,1.0,0.21428571428571427,0.21428571428571427,0.4444444444444444,0.3333333333333333,0.35714285714285715,0.05714285714285714,0.12903225806451613,0.625,0.3157894736842105,1.0,0.2727272727272727,0.30612244897959184,0.6,,0.14285714285714285,0.6,0.5294117647058824,1.0,1.0,0.4,0.4,0.07142857142857142,0.3333333333333333,0.4,1.0,0.125,0.125,1.0,0.5,0.5,0.125,0.5421772727272727,0.10989010989010989,0.12987012987012986,0.1111111111111111,1.0,4.0,2.0,1.0,3.0,1.0,3.0,2.0,9.0,2.0,5.0,15.0,6.0,3.0,2.0,,3.0,15.0,0.4,0.2222222222222222,0.35714285714285715,0.4411764705882353,0.5,0.16666666666666666,0.08333333333333333,0.2857142857142857,0.25,0.21428571428571427,0.3333333333333333,0.16666666666666666,,1.0,,2.0,,,1.0,,2.0,1.0,,2.0,,,0.17647058823529413,1.0,,,0.5,2.0,2.0,2.0,0.5,4.0,,0.09090909090909091,,,,1.0,,,,,,1.0,,1.0,,1.0,0.07142857142857142,,,,0.16666666666666666,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2547-2592-956,1610612748,"Mike Bibby, LeBron James, Chris Bosh, James Jones, Erick Dampier","Bibby, James, Bosh, Jones, Dampier",1710-2544-2547-2592-956,MIA,949.0,2,25.0,,51.0,3.0,,8.0,,3.0,,0.2857142857142857,77.38672286617492,18.8,17.64,0.10714285714285714,,0.75,0.5488517857142857,0.5547,24.125,,16.0,5.0,26.0,,1.0,2.0,11.0,20.0,31.0,26.0,8.0,,4.0,6.0,1.0,14.0,,9.0,15.0,4.0,22.0,,0.36363636363636365,0.4444444444444444,0.55,0.5,0.5166666666666667,,18.423076923076923,17.96153846153846,0.07142857142857142,0.5,0.5,1.0,4.7,7.0,13.0,5.0,14.0,2.0,5.0,6.0,1.0,2.0,,0.625,0.75,0.5,0.4642857142857143,0.5384615384615384,0.7,0.2857142857142857,0.17857142857142858,5.0,3.0,4.0,3.0,1.0,5.0,1.0,2.0,3.0,4.0,5.0,9.0,6.0,4.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,6.0,,,,3.0,1.0,,4.0,,1.0,2.0,2.0,2.0,1.0,0.25,0.25,0.8,0.8,0.75,0.15,0.23076923076923078,,0.4444444444444444,1.0,0.4,0.42857142857142855,0.5,0.5,1.0,0.6666666666666666,,1.0,1.0,0.6,0.6,0.17857142857142858,0.2,0.2,1.0,0.3333333333333333,0.3333333333333333,1.0,0.8,0.75,0.3333333333333333,0.565525,0.034482758620689655,0.047619047619047616,0.2903225806451613,,1.0,,,,,,,1.0,,1.0,1.0,5.0,3.0,,1.0,,1.0,,,,0.25,0.25,,,1.0,,,,0.03225806451612903,,,,1.0,,,,,1.0,,,1.0,,,,0.5,,,,1.0,1.0,1.0,0.3333333333333333,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2547-2592-980,1610612748,"Mike Bibby, LeBron James, Chris Bosh, James Jones, Zydrunas Ilgauskas","Bibby, James, Bosh, Jones, Ilgauskas",1710-2544-2547-2592-980,MIA,59.0,1,2.0,2.0,4.0,,,1.0,1.0,,2.0,0.5,97.6271186440678,11.0,11.0,,,0.5,0.493,0.493,22.3,1.0,1.0,,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,1.0,1.0,1.0,2.0,,1.0,1.0,,2.0,,1.0,1.0,1.0,0.5,0.5,,18.5,18.5,0.5,1.0,1.0,1.0,19.2,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,2.0,,,,,,2.0,,1.0,0.5,0.5,,,,,,0.5,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2548-2592-436,1610612748,"Mike Bibby, LeBron James, Dwyane Wade, James Jones, Juwan Howard","Bibby, James, Wade, Jones, Howard",1710-2544-2548-2592-436,MIA,206.0,1,5.0,5.0,11.0,1.0,1.0,1.0,1.0,1.0,5.0,0.2,76.89320388349515,15.8,11.0,0.2,0.2,0.8,0.55495,0.55495,24.4,1.0,3.0,5.0,6.0,6.0,1.0,1.0,3.0,4.0,10.0,5.0,4.0,,2.0,2.0,,4.0,,2.0,3.0,1.0,7.0,1.0,0.6666666666666666,0.6666666666666666,0.75,0.9,0.8333333333333334,,21.166666666666668,19.166666666666668,0.2,1.0,1.0,,5.975,2.0,3.0,,2.0,2.0,1.0,,,1.0,,0.3333333333333333,0.5,1.0,0.6,0.6666666666666666,1.0,1.0,,1.0,,,,,,1.0,1.0,1.0,,,3.0,,,1.0,1.0,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,1.0,1.0,,1.5,1.5,0.25,0.3333333333333333,,,1.0,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,1.0,0.41025,,,0.3,2.0,3.0,,,,1.0,1.0,3.0,4.0,1.0,1.0,10.0,,,,,,10.0,1.0,0.75,0.9,0.8333333333333334,,,1.0,0.6,0.6666666666666666,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2548-2592-956,1610612748,"Mike Bibby, LeBron James, Dwyane Wade, James Jones, Erick Dampier","Bibby, James, Wade, Jones, Dampier",1710-2544-2548-2592-956,MIA,74.0,1,2.0,,5.0,,,,,,,,97.29729729729729,17.5,17.5,,,0.6666666666666666,0.5087333333333334,,,,1.0,-5.0,3.0,3.0,,1.0,1.0,3.0,2.0,7.0,,,,,,,,,1.0,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,13.0,13.0,0.3333333333333333,,,,8.033333333333333,1.0,2.0,,2.0,,,,,,,,,,0.6666666666666666,0.5,0.5,,,1.0,1.0,1.0,,,,,,,1.0,1.0,2.0,,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,0.5,,,0.5,1.0,,,,,,,,,,,,,,,,1.0,1.0,,0.6779,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2548-2592-980,1610612748,"Mike Bibby, LeBron James, Dwyane Wade, James Jones, Zydrunas Ilgauskas","Bibby, James, Wade, Jones, Ilgauskas",1710-2544-2548-2592-980,MIA,125.0,2,3.0,,6.0,,,,,,,,69.11999999999999,15.666666666666666,14.666666666666666,,,0.75,0.557025,,,,2.0,1.0,3.0,1.0,,,3.0,4.0,6.0,5.0,4.0,,2.0,2.0,,4.0,,1.0,2.0,2.0,4.0,,0.6666666666666666,0.6666666666666666,0.75,0.75,0.75,,26.0,26.0,,,,,2.925,2.0,3.0,1.0,2.0,2.0,,,,,,,1.0,,0.75,0.6666666666666666,0.6666666666666666,1.0,0.25,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,0.4684,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2548-436-980,1610612748,"Mike Bibby, LeBron James, Dwyane Wade, Juwan Howard, Zydrunas Ilgauskas","Bibby, James, Wade, Howard, Ilgauskas",1710-2544-2548-436-980,MIA,359.0,3,11.0,5.0,22.0,2.0,2.0,3.0,2.0,2.0,5.0,0.3333333333333333,88.24512534818942,19.454545454545453,19.09090909090909,0.2222222222222222,0.3333333333333333,0.5555555555555556,0.4965777777777778,0.46848333333333336,24.400000000000002,0.45454545454545453,6.0,-1.0,11.0,,1.0,3.0,4.0,6.0,14.0,15.0,4.0,,2.0,4.0,1.0,10.0,,1.0,2.0,1.0,12.0,,0.5,0.5,0.6666666666666666,0.7777777777777778,0.7777777777777778,,13.181818181818182,12.909090909090908,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,12.583333333333334,2.0,2.0,1.0,4.0,1.0,1.0,2.0,,4.0,,0.25,0.25,,0.2222222222222222,1.0,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,1.0,1.0,2.0,6.0,,1.0,,2.0,1.0,1.0,1.0,,,1.0,2.0,1.0,1.0,3.0,,1.0,,,,,,,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,1.0,,,0.6666666666666666,,,1.0,0.3333333333333333,,,1.0,0.5,,,,1.0,1.0,0.1111111111111111,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,,,,0.14285714285714285,1.0,1.0,,,,,,2.0,4.0,1.0,,7.0,2.0,1.0,,,,7.0,0.5,0.5,0.5833333333333334,0.5833333333333334,,,,0.16666666666666666,1.0,,,0.5,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
1710-2544-2592-436-980,1610612748,"Mike Bibby, LeBron James, James Jones, Juwan Howard, Zydrunas Ilgauskas","Bibby, James, Jones, Howard, Ilgauskas",1710-2544-2592-436-980,MIA,98.0,2,3.0,,6.0,,,1.0,,,,0.5,88.16326530612245,14.0,14.0,,,0.5,0.50925,,23.4,,2.0,5.0,3.0,2.0,,,1.0,1.0,7.0,2.0,2.0,,1.0,2.0,,5.0,,2.0,2.0,1.0,7.0,1.0,1.0,1.0,1.0,1.25,1.1666666666666667,,18.666666666666668,18.666666666666668,,,,,5.2,,,1.0,,,1.0,,,1.0,,1.0,1.0,,,,,,0.5,,,,1.0,1.0,1.0,,1.0,2.0,,,,3.0,,,,1.0,,1.0,,,1.0,,,,,,,,2.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,1.0,,1.0,1.0,1.0,0.5,1.0,1.0,1.0,,,,,,,,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1610612748,2011,2010-11,True
1710-2548-2592-436-980,1610612748,"Mike Bibby, Dwyane Wade, James Jones, Juwan Howard, Zydrunas Ilgauskas","Bibby, Wade, Jones, Howard, Ilgauskas",1710-2548-2592-436-980,MIA,143.0,1,5.0,5.0,9.0,1.0,1.0,2.0,2.0,1.0,5.0,0.5,90.62937062937063,13.2,11.0,0.25,0.25,1.0,0.6167125,0.6167125,24.3,1.0,2.0,3.0,4.0,,,,1.0,2.0,9.0,6.0,,,,2.0,,6.0,,,1.0,,6.0,,,,0.5,1.0,0.9,,19.25,19.25,,,,,2.0,1.0,2.0,,2.0,,,1.0,,1.0,,,,,0.5,0.5,0.5,,,1.0,,,,1.0,1.0,1.0,2.0,1.0,,,3.0,6.0,,1.0,,2.0,1.0,1.0,,,,1.0,,,,,,,2.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.5,1.5,,,,,,,,,,,,,,,,,0.25,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.57675,,,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,9.0,1.0,,,,,9.0,1.0,0.5,1.0,0.9,,1.0,,0.5,0.5,0.25,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,1.0,1.0,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1610612748,2011,2010-11,True
201202-201596-2034-2067-2544,1610612748,"Joel Anthony, Mario Chalmers, Mike Miller, Eddie House, LeBron James","Anthony, Chalmers, Miller, House, James",201202-201596-2034-2067-2544,MIA,905.0,4,29.0,15.0,58.0,5.0,2.0,7.0,2.0,5.0,15.0,0.23333333333333334,92.28729281767956,14.172413793103448,13.551724137931034,0.16666666666666666,0.14285714285714285,0.6333333333333333,0.49157,0.5045499999999999,24.857142857142858,0.5172413793103449,15.0,-3.0,29.0,3.0,3.0,6.0,9.0,23.0,35.0,38.0,10.0,,5.0,8.0,3.0,19.0,,9.0,15.0,3.0,27.0,1.0,0.5555555555555556,0.7142857142857143,0.391304347826087,0.45,0.5,,17.03448275862069,14.758620689655173,0.2,0.5,0.5,1.0,8.23913043478261,6.0,12.0,5.0,8.0,2.0,3.0,1.0,1.0,9.0,,0.375,0.5625,,0.4,0.5,0.6,0.3333333333333333,0.16666666666666666,7.0,3.0,4.0,,,2.0,3.0,3.0,8.0,4.0,7.0,8.0,9.0,4.0,3.0,2.0,3.0,3.0,,2.0,4.0,6.0,6.0,1.0,1.0,,1.0,,3.0,10.0,,3.0,1.0,1.0,1.0,1.0,0.42857142857142855,0.42857142857142855,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.08695652173913043,0.16666666666666666,1.0,0.2857142857142857,0.75,0.5,0.3333333333333333,0.5,0.2,0.5,0.5,0.5,0.8333333333333334,0.5,,,0.06666666666666667,,,,0.6,0.6,1.0,0.5714285714285714,0.75,0.6,0.46528,0.09090909090909091,0.11538461538461539,0.22857142857142856,4.0,7.0,,,,,,5.0,12.0,1.0,4.0,17.0,,,1.0,,,17.0,0.5,0.4166666666666667,0.4642857142857143,0.53125,0.5,,,0.5,0.5714285714285714,,,0.4857142857142857,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
201202-201596-2034-2067-2547,1610612748,"Joel Anthony, Mario Chalmers, Mike Miller, Eddie House, Chris Bosh","Anthony, Chalmers, Miller, House, Bosh",201202-201596-2034-2067-2547,MIA,435.0,2,12.0,,22.0,4.0,,7.0,,4.0,,0.4117647058823529,72.82758620689656,22.0,18.666666666666668,0.23529411764705882,,0.8235294117647058,0.5517176470588235,,24.442857142857143,,7.0,8.0,10.0,,,1.0,4.0,10.0,16.0,8.0,4.0,,2.0,4.0,,10.0,,5.0,13.0,1.0,9.0,,0.5,0.6666666666666666,0.4,0.4117647058823529,0.42105263157894735,,17.1,17.0,0.058823529411764705,,,,5.68,3.0,7.0,2.0,4.0,1.0,4.0,1.0,,4.0,,0.8,0.8333333333333334,0.6666666666666666,0.4117647058823529,0.42857142857142855,0.5,0.3333333333333333,0.11764705882352941,4.0,2.0,4.0,1.0,,3.0,2.0,2.0,2.0,3.0,5.0,7.0,6.0,2.0,2.0,1.0,2.0,2.0,,4.0,4.0,1.0,8.0,,,,1.0,1.0,,5.0,1.0,3.0,,,,1.0,0.2857142857142857,0.2857142857142857,0.6,0.375,0.4375,0.1,0.14285714285714285,,0.6666666666666666,1.0,0.8,0.7272727272727273,0.75,1.0,1.0,,1.0,1.0,,0.5,0.5,0.17647058823529413,,,,0.5,0.5,1.0,0.5,0.5,0.5,0.56889,0.15789473684210525,0.25,0.4375,,,2.0,,,1.0,3.0,,,,,,1.0,1.0,,,,,,,,,0.6666666666666666,0.25,0.125,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1610612748,2011,2010-11,True
201202-201596-2034-2067-2548,1610612748,"Joel Anthony, Mario Chalmers, Mike Miller, Eddie House, Dwyane Wade","Anthony, Chalmers, Miller, House, Wade",201202-201596-2034-2067-2548,MIA,173.0,1,6.0,6.0,12.0,,,1.0,1.0,,6.0,0.16666666666666666,99.88439306358381,14.5,14.166666666666666,,,0.5,0.478975,0.478975,23.6,1.0,3.0,-2.0,6.0,,1.0,1.0,2.0,5.0,9.0,11.0,,,,,,,,2.0,4.0,,6.0,,,,0.4,0.5833333333333334,0.6428571428571429,,14.333333333333334,14.333333333333334,0.16666666666666666,1.0,1.0,,7.540000000000001,1.0,2.0,2.0,4.0,,,,,2.0,,,1.0,,0.3333333333333333,0.5,0.5,,0.3333333333333333,1.0,,1.0,,1.0,1.0,,1.0,2.0,,1.0,3.0,,,,1.0,,,,,2.0,2.0,2.0,1.0,1.0,,1.0,,,3.0,1.0,1.0,,,,,1.0,1.0,,0.75,0.75,0.2,,1.0,0.6666666666666666,1.0,,0.6666666666666666,1.0,0.5,,,,1.0,1.0,,,0.16666666666666666,1.0,1.0,,,,,0.5,,,0.616775,0.16666666666666666,0.2,0.3333333333333333,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,5.0,1.0,2.0,9.0,,,1.0,,,9.0,1.0,0.4,0.5833333333333334,0.6428571428571429,,0.5,,0.3333333333333333,0.5,0.16666666666666666,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,0.5,,,,,,,3.0,,,,,,,,,,,,,1.0,1.0,,,,,,1610612748,2011,2010-11,True
