EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,FtPoints,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PenaltyFG2M,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsAssisted2s,PtsUnassisted2s,TwoPtAssists,Assists,ShortMidRangeAssists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Travels,Turnovers,PenaltyTurnovers,ShootingFouls,Fouls,FoulsDrawn,Loose Ball Fouls Drawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,NonShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,PenaltyFg2Pct,EfgPct,SecondChanceEfgPct,PenaltyEfgPct,TsPct,SecondChanceTsPct,PenaltyTsPct,LiveBallTurnoverPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,DefArc3ReboundPct,DefCorner3ReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyPointsPct,Avg2ptShotDistance,PenaltyOffPossPct,PenaltyAtRimFGA,Arc3FGA,SecondChanceArc3FGA,FG3A,SecondChanceFG3A,SecondChanceFtPoints,NonHeaveArc3FGA,Fg2aBlocked,AtRimAssists,SelfOReb,BadPassOutOfBoundsTurnovers,SecondChanceTurnovers,Offensive Fouls Drawn,Technical Free Throw Trips,3SecondViolations,FG3APct,FG2APctBlocked,AtRimPctBlocked,OffAtRimReboundPct,DefShortMidRangeReboundPct,SelfORebPct,AtRimPctAssisted,Arc3Frequency,SecondChanceArc3Frequency,PenaltyAtRimFrequency,Avg3ptShotDistance,Blocked2s,BlockedLongMidRange,Blocks,SecondChanceAtRimFGM,SecondChanceAtRimFGA,Arc3FGM,FG3M,PtsUnassisted3s,NonHeaveArc3FGM,FTDefRebounds,Steals,BadPassSteals,LostBallSteals,LostBallOutOfBoundsTurnovers,LostBallTurnovers,Offensive Fouls,BlockedAtRim,RecoveredBlocks,Fg3Pct,NonHeaveFg3Pct,DefFTReboundPct,OffShortMidRangeReboundPct,BlocksRecoveredPct,Arc3Accuracy,UnblockedArc3Accuracy,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,NonHeaveArc3Accuracy,Corner3FGA,PenaltyCorner3FGA,PenaltyFG3A,Fg3aBlocked,BlockingFouls,Loose Ball Fouls,FG3APctBlocked,Corner3PctBlocked,Corner3Frequency,PenaltyCorner3Frequency,PenaltyAtRimFGM,SecondChanceArc3FGM,PenaltyArc3FGM,PenaltyArc3FGA,SecondChanceFG3M,PenaltyFG3M,PtsAssisted3s,ThreePtAssists,Arc3Assists,Defensive 3 Seconds Violations,Assisted3sPct,SecondChanceFg3Pct,PenaltyFg3Pct,Arc3PctAssisted,SecondChanceArc3Accuracy,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,Corner3FGM,PenaltyCorner3FGM,PtsPutbacks,Corner3Assists,OffThreePtRebounds,ShortMidRangePctBlocked,OffThreePtReboundPct,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,SecondChanceAtRimPctAssisted,Charge Fouls Drawn,3pt And 1 Free Throw Trips,ThreePtShootingFoulsDrawn,BlockedShortMidRange,ThreePtShootingFoulsDrawnPct,Charge Fouls,OffCorner3ReboundPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,HeaveAttempts,LongMidRangePctBlocked,Arc3PctBlocked,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceArc3PctAssisted,BlockingFoulsDrawn,DefensiveGoaltends,OffensiveGoaltends,Blocked3s,BlockedArc3,BlockedCorner3,Clear Path Fouls,team_id,year,season,team_vs
101150-1499-1882-201152-201950,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Jrue Holiday","Williams, Battie, Brand, Young, Holiday",101150-1499-1882-201152-201950,PHI,472.0,3,8.0,-2.0,15.0,14.0,12.0,9.0,2.0,29.0,1.0,1.0,1.0,3.0,2.0,5.0,4.0,9.0,5.0,13.0,15.0,1.0,1.0,2.0,2.0,7.0,4.0,8.0,4.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,6.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,1.0,7.0,1.0,2.0,2.0,11.0,8.0,12.0,1.0,2.0,0.5,0.5,0.4444444444444444,1.0,0.2857142857142857,0.4444444444444444,1.0,0.2857142857142857,0.5416666666666666,1.0,0.4,0.5,0.6666666666666666,0.2,1.0,0.8571428571428571,0.2,0.3333333333333333,1.0,0.5,1.0,1.0,88.47457627118645,12.866666666666667,19.928571428571427,12.333333333333334,18.857142857142858,0.1111111111111111,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.5555555555555556,0.4,0.4,0.5,0.1111111111111111,0.39799999999999996,0.417,0.39930000000000004,0.2,0.2,0.15384615384615385,0.6153846153846154,13.288888888888888,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201152-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Evan Turner","Williams, Battie, Brand, Young, Turner",101150-1499-1882-201152-202323,PHI,564.0,4,9.0,-4.0,17.0,16.0,1.0,4.0,3.0,33.0,3.0,5.0,,4.0,1.0,3.0,4.0,12.0,5.0,13.0,17.0,,,2.0,,1.0,,,4.0,4.0,2.0,2.0,,,4.0,3.0,2.0,6.0,8.0,3.0,11.0,,,3.0,,3.0,1.0,2.0,2.0,4.0,1.0,6.0,1.0,2.0,1.0,11.0,,1.0,,,0.5,0.5,0.3333333333333333,,,0.2857142857142857,,,0.375,0.5,,,0.75,0.375,1.0,0.8,0.3,0.5,1.0,0.6,1.0,,84.25531914893617,17.176470588235293,17.0,15.352941176470589,15.6875,0.35714285714285715,0.6,0.75,0.2857142857142857,,,,0.21428571428571427,0.3333333333333333,0.3333333333333333,,0.5,0.5138928571428572,0.591,0.6185,0.13333333333333333,0.15384615384615385,0.15384615384615385,,8.416666666666666,0.058823529411764705,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.14285714285714285,0.08333333333333333,0.2,1.0,1.0,0.1111111111111111,0.6666666666666666,0.14285714285714285,1.0,1.0,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201152-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Thaddeus Young, Andre Iguodala","Williams, Battie, Brand, Young, Iguodala",101150-1499-1882-201152-2738,PHI,299.0,3,5.0,-6.0,7.0,8.0,1.0,4.0,,15.0,1.0,1.0,,,1.0,4.0,2.0,5.0,,4.0,10.0,,,,1.0,1.0,,2.0,4.0,,2.0,2.0,,1.0,4.0,,1.0,1.0,2.0,,2.0,,,2.0,,2.0,,1.0,2.0,1.0,,1.0,1.0,1.0,,4.0,2.0,1.0,,,1.0,1.0,0.4,,1.0,0.3333333333333333,,1.0,0.3333333333333333,,1.0,,0.3333333333333333,,1.0,0.5,,,,0.3333333333333333,1.0,,72.24080267558529,19.857142857142858,20.0,19.857142857142858,17.875,0.16666666666666666,1.0,1.0,,,,,0.6666666666666666,0.25,0.25,1.0,0.3333333333333333,0.44065,,0.3691,0.16666666666666666,0.2,,0.5,15.059999999999999,0.14285714285714285,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,1.0,0.16666666666666666,,,,,,1.0,0.16666666666666666,,,25.9,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201950-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Evan Turner","Williams, Battie, Brand, Holiday, Turner",101150-1499-1882-201950-202323,PHI,945.0,6,16.0,3.0,30.0,31.0,10.0,17.0,7.0,61.0,5.0,7.0,1.0,6.0,2.0,10.0,8.0,23.0,7.0,26.0,23.0,4.0,6.0,10.0,2.0,8.0,2.0,6.0,6.0,10.0,3.0,3.0,,2.0,6.0,7.0,6.0,8.0,17.0,7.0,24.0,2.0,1.0,5.0,,7.0,4.0,3.0,5.0,4.0,,8.0,,3.0,1.0,16.0,6.0,10.0,,1.0,0.375,0.375,0.34782608695652173,0.6666666666666666,0.25,0.36538461538461536,0.6666666666666666,0.25,0.43333333333333335,0.7142857142857143,0.3333333333333333,0.2857142857142857,0.8,0.4666666666666667,0.75,0.7777777777777778,0.4117647058823529,0.5,0.6666666666666666,1.0,0.6666666666666666,1.0,92.95238095238095,15.866666666666667,15.129032258064516,14.7,14.741935483870968,0.2692307692307692,0.7142857142857143,0.7142857142857143,0.23076923076923078,0.16666666666666666,0.16666666666666666,,0.38461538461538464,0.2,0.2,1.0,0.38461538461538464,0.46626346153846154,0.4478166666666667,0.4411125,0.10344827586206896,0.11538461538461539,0.38461538461538464,0.23076923076923078,10.3,0.3333333333333333,1.0,3.0,,3.0,,2.0,3.0,,1.0,2.0,,,,,1.0,0.11538461538461539,,,0.5,0.75,0.11764705882352941,0.2,0.11538461538461539,,0.125,26.333333333333332,1.0,,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,5.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.4,1.0,0.3333333333333333,0.3333333333333333,0.5,0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201950-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Andre Iguodala","Williams, Battie, Brand, Holiday, Iguodala",101150-1499-1882-201950-2738,PHI,772.0,5,13.0,-9.0,22.0,20.0,4.0,8.0,2.0,42.0,,2.0,1.0,5.0,4.0,9.0,5.0,16.0,5.0,15.0,24.0,,3.0,1.0,,4.0,3.0,3.0,6.0,4.0,3.0,3.0,1.0,2.0,6.0,4.0,3.0,5.0,8.0,4.0,12.0,1.0,,2.0,,3.0,,6.0,9.0,5.0,1.0,6.0,,2.0,1.0,14.0,3.0,4.0,1.0,1.0,0.6,0.6,0.3125,,,0.25,,,0.32608695652173914,0.125,0.21428571428571427,0.3333333333333333,0.625,0.36363636363636365,1.0,0.7272727272727273,0.26666666666666666,0.2,0.3333333333333333,0.75,1.0,1.0,78.34196891191709,20.09090909090909,16.5,18.136363636363637,16.45,0.1,,,0.25,0.2,0.2,1.0,0.45,0.4444444444444444,0.4444444444444444,0.5,0.3,0.45246000000000003,0.4903,0.46697,0.09090909090909091,0.1111111111111111,0.06666666666666667,0.2,12.9875,0.18181818181818182,1.0,2.0,,4.0,,1.0,2.0,,,,,,,,1.0,0.2,,,0.5,1.0,,,0.1,,0.2,23.85,2.0,1.0,2.0,,1.0,,,,,,,,,1.0,1.0,,1.0,1.0,,,,0.5,0.5,,,0.3333333333333333,,,2.0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201950-2804,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jrue Holiday, Andres Nocioni","Williams, Battie, Brand, Holiday, Nocioni",101150-1499-1882-201950-2804,PHI,584.0,2,10.0,-9.0,19.0,18.0,12.0,12.0,1.0,37.0,1.0,1.0,3.0,6.0,4.0,5.0,8.0,12.0,3.0,25.0,34.0,,,3.0,5.0,7.0,1.0,17.0,12.0,4.0,6.0,7.0,2.0,4.0,15.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,,1.0,1.0,7.0,8.0,2.0,,4.0,,1.0,1.0,22.0,17.0,12.0,1.0,1.0,0.75,0.75,0.6666666666666666,,0.7142857142857143,0.6470588235294118,1.5,0.7272727272727273,0.6578947368421053,1.5,0.7083333333333334,1.0,0.5,0.25,0.5,0.5,0.14285714285714285,,,1.0,,1.0,91.23287671232877,16.57894736842105,14.944444444444445,16.105263157894736,14.38888888888889,0.058823529411764705,1.0,1.0,0.35294117647058826,0.5,0.5,0.6666666666666666,0.29411764705882354,0.8,0.8,1.0,0.35294117647058826,0.4562176470588235,0.60015,0.4817272727272728,0.05555555555555555,0.07692307692307693,0.12,0.68,12.4,0.631578947368421,1.0,4.0,1.0,5.0,1.0,,4.0,,,,,,,,,0.29411764705882354,,,,,,,0.23529411764705882,1.0,0.09090909090909091,24.740000000000002,1.0,,1.0,,,2.0,2.0,3.0,2.0,,1.0,1.0,,,,,1.0,,0.4,0.4,,0.3333333333333333,,0.5,0.5,,,0.5,1.0,1.0,4.0,,,,,,0.058823529411764705,0.09090909090909091,1.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.2727272727272727,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201975-202323,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Evan Turner","Williams, Battie, Brand, Meeks, Turner",101150-1499-1882-201975-202323,PHI,317.0,4,5.0,4.0,8.0,9.0,1.0,2.0,,17.0,,,,2.0,2.0,2.0,2.0,4.0,4.0,11.0,7.0,,,,,,,,2.0,2.0,1.0,1.0,,1.0,2.0,,1.0,3.0,4.0,,4.0,,,1.0,,1.0,1.0,1.0,2.0,2.0,,4.0,,2.0,,11.0,,1.0,,,0.5,0.5,0.5,,,0.7,,,0.7857142857142857,,,,1.0,,0.5,0.8,,,,1.0,0.5,,77.22397476340694,14.125,22.666666666666668,14.125,22.0,,,,0.4,,,,0.4,1.0,1.0,0.5,0.2,0.44477,,,0.2857142857142857,0.3333333333333333,,,11.225,0.125,,1.0,,1.0,,,1.0,,,,1.0,,,,,0.2,,,,1.0,,,0.2,,,25.2,,,,,,1.0,1.0,3.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201975-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Andre Iguodala","Williams, Battie, Brand, Meeks, Iguodala",101150-1499-1882-201975-2738,PHI,612.0,7,10.0,-4.0,21.0,21.0,12.0,12.0,1.0,42.0,2.0,4.0,1.0,2.0,4.0,6.0,7.0,12.0,4.0,24.0,28.0,1.0,1.0,2.0,4.0,7.0,2.0,16.0,2.0,12.0,1.0,3.0,,1.0,8.0,1.0,,3.0,3.0,2.0,5.0,2.0,,2.0,,4.0,2.0,3.0,7.0,5.0,,4.0,1.0,1.0,1.0,22.0,16.0,12.0,1.0,,0.14285714285714285,0.16666666666666666,0.5833333333333334,1.0,0.5714285714285714,0.5555555555555556,1.0,0.6363636363636364,0.6052631578947368,1.0,0.6818181818181818,0.5,1.0,0.2,,0.75,0.2222222222222222,,1.0,1.0,,,98.82352941176471,16.666666666666668,12.476190476190476,16.095238095238095,11.857142857142858,0.2222222222222222,0.5,1.0,0.1111111111111111,0.5,1.0,,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.25,0.5555555555555556,0.4793,0.7159,0.49659545454545456,0.05555555555555555,0.08333333333333333,0.08333333333333333,0.6666666666666666,11.049999999999999,0.5714285714285714,3.0,3.0,,6.0,,,3.0,3.0,,,1.0,,1.0,1.0,,0.3333333333333333,0.25,0.5,0.5,,,,0.16666666666666666,,0.2727272727272727,25.05,,,,1.0,1.0,1.0,2.0,,1.0,,3.0,3.0,,,2.0,1.0,,,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,3.0,2.0,4.0,,,,,,0.16666666666666666,0.18181818181818182,2.0,,1.0,2.0,,2.0,6.0,2.0,1.0,,1.0,,0.5,1.0,,0.6666666666666666,0.18181818181818182,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.25,0.5,0.3333333333333333,0.3333333333333333,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-201975-2804,1610612755,"Lou Williams, Tony Battie, Elton Brand, Jodie Meeks, Andres Nocioni","Williams, Battie, Brand, Meeks, Nocioni",101150-1499-1882-201975-2804,PHI,122.0,2,2.0,-5.0,3.0,4.0,,,1.0,7.0,,,,2.0,,,,2.0,,,5.0,,,,,,,,,,,,,,,1.0,,2.0,2.0,1.0,3.0,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,0.5,,1.0,0.3333333333333333,,,1.0,,,82.62295081967214,24.0,12.5,24.0,12.5,,,,0.6666666666666666,,,,,,,,0.3333333333333333,0.4522833333333333,,,,,,,9.05,,,1.0,,1.0,,,1.0,,,,1.0,1.0,,,,0.3333333333333333,,,,,,,0.3333333333333333,,,24.4,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
101150-1499-1882-202323-2738,1610612755,"Lou Williams, Tony Battie, Elton Brand, Evan Turner, Andre Iguodala","Williams, Battie, Brand, Turner, Iguodala",101150-1499-1882-202323-2738,PHI,2.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612755,2011,2010-11,False
