EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,TotalPoss,ShortMidRangeFGA,LongMidRangeFGA,Corner3FGM,Corner3FGA,FG2A,FG3M,FG3A,Points,OpponentPoints,PtsAssisted3s,ThreePtAssists,Assists,Corner3Assists,AssistPoints,DefTwoPtRebounds,DefRebounds,Rebounds,Steals,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,DeadBallTurnovers,Turnovers,ShootingFouls,Fouls,Charge Fouls,FoulsDrawn,Charge Fouls Drawn,FirstChancePoints,Assisted3sPct,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,FG3APct,LiveBallTurnoverPct,DefTwoPtReboundPct,DefFGReboundPct,DefLongMidRangeReboundPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,ShortMidRangeFrequency,LongMidRangeFrequency,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,AtRimFG3AFrequency,ShotQualityAvg,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,PenaltyAtRimFGA,ShortMidRangeFGM,LongMidRangeFGM,Arc3FGM,Arc3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,FG2M,FtPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChanceFG3M,SecondChanceFG3A,SecondChancePoints,PenaltyFG2A,PtsAssisted2s,PtsUnassisted2s,NonHeaveArc3FGA,NonHeaveArc3FGM,Fg2aBlocked,TwoPtAssists,Arc3Assists,AtRimAssists,ShortMidRangeAssists,OffThreePtRebounds,OffTwoPtRebounds,DefThreePtRebounds,FTDefRebounds,OffRebounds,SelfOReb,Clear Path Fouls,Offensive Fouls,BlockingFoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,PenaltyOffPossExcludingTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,SecondChanceFg3Pct,Fg2Pct,SecondChanceFg2Pct,SecondChanceEfgPct,SecondChanceTsPct,FG2APctBlocked,ShortMidRangePctBlocked,DefFTReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,OffThreePtReboundPct,OffFGReboundPct,OffAtRimReboundPct,OffLongMidRangeReboundPct,OffCorner3ReboundPct,DefArc3ReboundPct,SelfORebPct,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceAtRimPctAssisted,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyAtRimFrequency,NonHeaveArc3Accuracy,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,SecondChancePointsPct,PenaltyOffPossPct,PenaltyAtRimFGM,PenaltyArc3FGM,PenaltyArc3FGA,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PenaltyFtPoints,PenaltyPoints,PtsPutbacks,FTOffRebounds,LostBallSteals,BadPassOutOfBoundsTurnovers,LostBallTurnovers,PenaltyTurnovers,Loose Ball Fouls,NonShootingFoulsDrawn,PenaltyPointsExcludingTakeFouls,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,PenaltyFg3Pct,PenaltyFg2Pct,PenaltyEfgPct,PenaltyTsPct,AtRimPctBlocked,OffFTReboundPct,DefAtRimReboundPct,DefCorner3ReboundPct,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,PenaltyPointsPct,SecondChanceCorner3FGM,SecondChanceCorner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,PtsUnassisted3s,LongMidRangeAssists,Technical Free Throw Trips,DefShortMidRangeReboundPct,LongMidRangePctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,Travels,SecondChanceFtPoints,BlockingFouls,ThreePtShootingFoulsDrawn,Blocked2s,BlockedShortMidRange,Blocks,OffShortMidRangeReboundPct,OffArc3ReboundPct,ThreePtShootingFoulsDrawnPct,BlockedAtRim,RecoveredBlocks,Defensive 3 Seconds Violations,LongMidRangePctBlocked,BlocksRecoveredPct,Offensive Fouls Drawn,DefensiveGoaltends,HeaveAttempts,Fg3aBlocked,Blocked3s,BlockedArc3,FG3APctBlocked,Arc3PctBlocked,Loose Ball Fouls Drawn,LostBallOutOfBoundsTurnovers,SecondChanceTurnovers,BlockedLongMidRange,3SecondViolations,StepOutOfBoundsTurnovers,3pt And 1 Free Throw Trips,OffensiveGoaltends,BlockedCorner3,team_id,year,season,team_vs
101112-101124-101162-201162-201609,1610612756,"Channing Frye, Hakim Warrick, Marcin Gortat, Jared Dudley, Goran Dragic","Frye, Warrick, Gortat, Dudley, Dragic",101112-101124-101162-201162-201609,PHX,285.0,1,5.0,-1.0,8.0,8.0,16.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,6.0,7.0,6.0,2.0,2.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,1.0,1.0,6.0,1.0,0.6666666666666666,0.6666666666666666,0.6,0.6,0.6,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,80.84210526315789,19.0,16.625,19.0,15.75,0.2,0.2,0.6,0.6666666666666666,0.6666666666666666,1.0,0.6,0.51717,11.2,23.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-201162-201609,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Jared Dudley, Goran Dragic","Frye, Warrick, Carter, Dudley, Dragic",101112-101124-1713-201162-201609,PHX,602.0,5,10.0,13.0,19.0,17.0,36.0,3.0,3.0,,3.0,14.0,2.0,5.0,24.0,11.0,6.0,2.0,5.0,,12.0,6.0,11.0,15.0,,,1.0,1.0,2.0,3.0,2.0,6.0,,4.0,,17.0,1.0,0.4,0.4,0.5263157894736842,0.5714285714285714,0.2631578947368421,0.3333333333333333,1.0,0.8333333333333334,1.0,86.11295681063123,15.736842105263158,17.823529411764707,14.842105263157896,17.235294117647058,0.15789473684210525,0.15789473684210525,0.15789473684210525,,,,0.6842105263157895,0.5422710526315789,6.242857142857143,24.0,1.0,2.0,4.0,5.0,8.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,4.0,2.0,3.0,1.0,1.0,7.0,1.0,6.0,8.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,1.0,0.42857142857142855,0.42857142857142855,1.0,0.5,0.6666666666666666,0.875,0.875,0.14285714285714285,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4444444444444444,0.5,0.5,0.6666666666666666,0.8,0.14285714285714285,0.42105263157894735,0.625,0.625,0.4,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333,0.10526315789473684,1.0,1.0,1.0,0.75,0.6666666666666666,0.5,0.25,1.0,1.0,1.0,1.0,0.5671333333333334,0.5378,0.14285714285714285,0.1875,0.2916666666666667,0.05263157894736842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-201162-202220,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Jared Dudley, Zabian Dowdell","Frye, Warrick, Carter, Dudley, Dowdell",101112-101124-1713-201162-202220,PHX,35.0,1,1.0,3.0,2.0,1.0,3.0,,,,,2.0,,,5.0,2.0,,,,,,,,,,,,,,,,,,1.0,,5.0,,,,1.0,1.25,,,,,,123.42857142857142,5.5,24.0,5.5,24.0,,,,,,,1.0,0.56665,2.15,,,1.0,,2.0,2.0,,,,,,,,,,2.0,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-201162-959,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Jared Dudley, Steve Nash","Frye, Warrick, Carter, Dudley, Nash",101112-101124-1713-201162-959,PHX,826.0,4,14.0,-7.0,29.0,31.0,60.0,5.0,5.0,1.0,1.0,19.0,3.0,7.0,33.0,40.0,9.0,3.0,7.0,1.0,17.0,4.0,10.0,15.0,2.0,1.0,2.0,1.0,3.0,5.0,5.0,11.0,2.0,5.0,1.0,27.0,1.0,0.42857142857142855,0.42857142857142855,0.5576923076923077,0.5892857142857143,0.2692307692307692,0.4,0.5714285714285714,0.75,0.75,104.60048426150121,13.689655172413794,13.838709677419354,13.310344827586206,12.870967741935484,0.19230769230769232,0.19230769230769232,0.038461538461538464,1.0,1.0,1.0,0.6153846153846154,0.5426076923076922,7.915789473684211,24.900000000000002,10.0,19.0,2.0,5.0,9.0,3.0,5.0,4.0,4.0,1.0,2.0,6.0,,,10.0,4.0,3.0,5.0,,,6.0,6.0,8.0,12.0,6.0,2.0,2.0,4.0,2.0,2.0,2.0,,4.0,5.0,1.0,5.0,1.0,,,,5.0,1.0,2.0,10.0,0.4,0.5,,0.5263157894736842,0.6,0.6,0.6,0.10526315789473684,,1.0,0.4444444444444444,1.0,,0.3076923076923077,1.0,,,1.0,0.09090909090909091,0.34615384615384615,0.5555555555555556,0.7142857142857143,0.4,0.8,0.8,0.5,0.2,0.2,0.23076923076923078,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.3333333333333333,,,,0.4444444444444444,0.3333333333333333,0.62924,0.5591,0.07407407407407407,0.1,0.18181818181818182,0.3448275862068966,2.0,1.0,3.0,2.0,1.0,3.0,2.0,9.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,9.0,2.0,1.0,0.3333333333333333,0.3333333333333333,0.3888888888888889,0.45,0.2222222222222222,1.0,0.5,1.0,0.5,0.3333333333333333,0.3333333333333333,0.2727272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-201166-2735,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Aaron Brooks, Josh Childress","Frye, Warrick, Carter, Brooks, Childress",101112-101124-1713-201166-2735,PHX,936.0,2,16.0,-7.0,31.0,31.0,62.0,6.0,10.0,1.0,2.0,22.0,2.0,5.0,35.0,42.0,3.0,1.0,9.0,1.0,19.0,4.0,8.0,11.0,3.0,,3.0,3.0,,3.0,4.0,6.0,,6.0,1.0,30.0,0.5,0.4,0.4,0.5185185185185185,0.5483870967741935,0.18518518518518517,1.0,1.0,0.8,1.0,95.38461538461539,16.0,14.193548387096774,15.419354838709678,14.0,0.2222222222222222,0.37037037037037035,0.07407407407407407,0.5,0.5,1.0,0.4074074074074074,0.45696851851851855,11.254545454545454,24.240000000000002,10.0,18.0,2.0,5.0,6.0,1.0,1.0,3.0,3.0,3.0,1.0,3.0,,,11.0,7.0,1.0,1.0,1.0,1.0,5.0,9.0,16.0,6.0,3.0,1.0,,8.0,,4.0,1.0,,3.0,4.0,,3.0,,,,,9.0,,4.0,10.0,0.7272727272727273,0.8,1.0,0.5,1.0,1.25,1.25,,,,0.2727272727272727,0.6666666666666666,,0.21428571428571427,,0.42857142857142855,,0.6666666666666666,,0.2222222222222222,0.8333333333333334,0.8333333333333334,0.8,0.5,0.5,0.3333333333333333,0.3,0.3,0.1111111111111111,0.3333333333333333,0.3333333333333333,,0.5,1.0,,,,,0.3,0.3333333333333333,0.502775,0.454525,0.12903225806451613,0.15384615384615385,0.14285714285714285,0.3225806451612903,2.0,,,6.0,1.0,1.0,,15.0,2.0,,3.0,,,1.0,1.0,,15.0,2.0,,1.0,0.6666666666666666,0.75,0.75,,,1.0,0.6666666666666666,0.6666666666666666,,,0.42857142857142855,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.5,1.0,1.0,0.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-201609-255,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Goran Dragic, Grant Hill","Frye, Warrick, Carter, Dragic, Hill",101112-101124-1713-201609-255,PHX,59.0,2,1.0,-2.0,1.0,2.0,3.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,73.22033898305085,33.0,13.0,33.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-2554-959,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Mickael Pietrus, Steve Nash","Frye, Warrick, Carter, Pietrus, Nash",101112-101124-1713-2554-959,PHX,37.0,1,1.0,,1.0,1.0,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1.0,0.5,1.0,77.83783783783784,15.0,22.0,15.0,18.0,,,,,,,1.0,0.354,,26.3,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,0.354,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-255-959,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Grant Hill, Steve Nash","Frye, Warrick, Carter, Hill, Nash",101112-101124-1713-255-959,PHX,1026.0,6,17.0,-1.0,32.0,30.0,62.0,8.0,7.0,2.0,4.0,24.0,4.0,9.0,39.0,40.0,12.0,4.0,9.0,2.0,22.0,6.0,8.0,13.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,9.0,,6.0,,32.0,1.0,0.4444444444444444,0.4444444444444444,0.5151515151515151,0.5571428571428572,0.2727272727272727,0.5,0.5,0.5333333333333333,0.75,87.01754385964911,16.34375,16.766666666666666,15.125,14.8,0.24242424242424243,0.21212121212121213,0.12121212121212122,0.5,0.5,1.0,0.5454545454545454,0.5087530303030303,7.454166666666667,24.311111111111114,11.0,12.0,5.0,5.0,9.0,,,4.0,2.0,4.0,2.0,5.0,,,11.0,5.0,2.0,3.0,,1.0,7.0,8.0,10.0,12.0,5.0,2.0,,5.0,2.0,2.0,,2.0,3.0,2.0,,5.0,1.0,,,,6.0,1.0,1.0,11.0,0.45454545454545453,0.45454545454545453,,0.4583333333333333,0.6666666666666666,0.5,0.7,,,,0.23076923076923078,0.6666666666666666,0.4,0.2777777777777778,0.25,,0.5,1.0,0.05555555555555555,0.2727272727272727,0.5555555555555556,0.5555555555555556,0.4,0.25,0.25,,0.5714285714285714,0.5714285714285714,0.15151515151515152,0.4,0.4,1.0,,,,,,,0.4,0.4,0.4468666666666667,0.527705,0.058823529411764705,0.041666666666666664,0.1794871794871795,0.34375,2.0,,1.0,5.0,,2.0,1.0,11.0,,,1.0,1.0,,1.0,2.0,1.0,11.0,3.0,1.0,,0.625,0.5,0.5,,,,,0.5,0.1,,0.28205128205128205,,1.0,,1.0,,3.0,,0.5,0.75,0.25,,,0.1,,,3.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.1,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-1713-2735-959,1610612756,"Channing Frye, Hakim Warrick, Vince Carter, Josh Childress, Steve Nash","Frye, Warrick, Carter, Childress, Nash",101112-101124-1713-2735-959,PHX,559.0,4,9.0,2.0,19.0,17.0,36.0,2.0,7.0,,,13.0,,3.0,23.0,21.0,,,6.0,,12.0,3.0,5.0,8.0,3.0,1.0,,,1.0,1.0,1.0,7.0,,6.0,,21.0,,,,0.4375,0.5476190476190477,0.1875,,0.75,0.625,0.6666666666666666,92.73703041144901,14.052631578947368,17.176470588235293,12.842105263157896,15.941176470588236,0.125,0.4375,,,,,0.4375,0.53174375,11.169230769230769,25.133333333333336,14.0,13.0,3.0,3.0,4.0,,1.0,3.0,1.0,3.0,,3.0,,1.0,7.0,9.0,1.0,2.0,,1.0,2.0,10.0,12.0,2.0,3.0,,1.0,6.0,,3.0,1.0,1.0,2.0,2.0,,3.0,,,1.0,,10.0,,4.0,14.0,0.8571428571428571,0.8571428571428571,,0.5384615384615384,0.5,0.3333333333333333,0.3333333333333333,0.07692307692307693,,,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,,0.25,,,,0.25,0.75,0.75,1.0,0.5,0.5,1.0,0.42857142857142855,0.5,0.1875,,,,0.3333333333333333,,,0.3333333333333333,,,0.25,,0.5005000000000001,0.5214,0.2,0.23529411764705882,0.08695652173913043,0.7368421052631579,2.0,,2.0,6.0,,2.0,7.0,19.0,,,2.0,,,,1.0,1.0,19.0,1.0,1.0,,0.6,0.5,0.59375,,,1.0,1.0,0.6666666666666666,0.16666666666666666,,0.8260869565217391,,,,,,2.0,,,0.6666666666666666,,,,,,,,,,1.0,,1.0,1.0,0.3333333333333333,,1.0,1.0,1.0,0.14285714285714285,1.0,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
101112-101124-201162-201166-202081,1610612756,"Channing Frye, Hakim Warrick, Jared Dudley, Aaron Brooks, Garret Siler","Frye, Warrick, Dudley, Brooks, Siler",101112-101124-201162-201166-202081,PHX,,1,,,,1.0,1.0,,,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612756,2011,2010-11,True
