EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,OffPoss,DefPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGM,AtRimFGA,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGA,LongMidRangeFGM,LongMidRangeFGA,FG2M,FG2A,Points,OpponentPoints,SecondChanceFG2M,SecondChanceFG2A,SecondChancePoints,PtsAssisted2s,PtsUnassisted2s,PtsPutbacks,Fg2aBlocked,TwoPtAssists,Assists,LongMidRangeAssists,AssistPoints,OffTwoPtRebounds,DefTwoPtRebounds,FTDefRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Fouls,FirstChancePoints,NonShootingPenaltyNonTakeFouls,Assisted2sPct,NonPutbacksAssisted2sPct,Fg2Pct,SecondChanceFg2Pct,EfgPct,SecondChanceEfgPct,TsPct,SecondChanceTsPct,FG2APctBlocked,AtRimPctBlocked,DefFTReboundPct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefFGReboundPct,OffFGReboundPct,OffAtRimReboundPct,DefShortMidRangeReboundPct,DefLongMidRangeReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,AtRimAccuracy,UnblockedAtRimAccuracy,ShortMidRangeFrequency,LongMidRangeFrequency,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,AtRimFG3AFrequency,ShotQualityAvg,SecondChanceShotQualityAvg,SecondChancePointsPct,Avg2ptShotDistance,PlusMinus,PenaltyOffPoss,Arc3FGM,Arc3FGA,PenaltyArc3FGM,PenaltyArc3FGA,FG3M,FG3A,FtPoints,PenaltyFG3M,PenaltyFG3A,PenaltyPoints,PtsAssisted3s,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,ThreePtAssists,Arc3Assists,AtRimAssists,Steals,BadPassSteals,LostBallSteals,LiveBallTurnovers,BadPassTurnovers,LostBallTurnovers,Turnovers,ShootingFouls,FoulsDrawn,FTA,2pt And 1 Free Throw Trips,TwoPtShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Assisted3sPct,Fg3Pct,PenaltyFg3Pct,NonHeaveFg3Pct,PenaltyEfgPct,PenaltyTsPct,FG3APct,LiveBallTurnoverPct,DefAtRimReboundPct,BlocksRecoveredPct,AtRimPctAssisted,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,Arc3PctAssisted,PenaltyArc3Frequency,PenaltyArc3Accuracy,NonHeaveArc3Accuracy,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg3ptShotDistance,PenaltyOffPossPct,Corner3FGM,Corner3FGA,PenaltyCorner3FGM,PenaltyCorner3FGA,Corner3Assists,Corner3Frequency,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Frequency,PenaltyCorner3Accuracy,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyFG2M,PenaltyFG2A,PenaltyFg2Pct,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,ShortMidRangeFGM,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG3M,SecondChanceFG3A,PenaltyFtPoints,OffThreePtRebounds,DefThreePtRebounds,Loose Ball Fouls,NonShootingFoulsDrawn,SecondChanceFg3Pct,DefThreePtReboundPct,OffThreePtReboundPct,OffShortMidRangeReboundPct,OffArc3ReboundPct,DefArc3ReboundPct,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Travels,SecondChanceTurnovers,Offensive Fouls Drawn,BlockedShortMidRange,DefCorner3ReboundPct,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,ShortMidRangePctBlocked,OffLongMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeAssists,PenaltyTurnovers,Offensive Fouls,Technical Free Throw Trips,ShortMidRangePctAssisted,SecondChanceCorner3FGA,SecondChanceFtPoints,HeaveAttempts,BlockingFouls,Charge Fouls,Charge Fouls Drawn,BlockingFoulsDrawn,BlockedLongMidRange,NonShootingPenaltyNonTakeFoulsDrawn,SecondChanceAtRimPctAssisted,SecondChanceCorner3Frequency,SecondChanceCorner3FGM,SecondChanceCorner3Accuracy,DefensiveGoaltends,3SecondViolations,FTOffRebounds,StepOutOfBoundsTurnovers,OffFTReboundPct,SecondChanceCorner3PctAssisted,Fg3aBlocked,FG3APctBlocked,Arc3PctBlocked,Defensive 3 Seconds Violations,LongMidRangePctBlocked,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,Corner3PctBlocked,Blocked3s,BlockedArc3,OffensiveGoaltends,Clear Path Fouls,3pt And 1 Free Throw Trips,HeaveMakes,team_id,year,season,team_vs
101109-1733-201163-201167-2403,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Arron Afflalo, Nene","Felton, Harrington, Chandler, Afflalo, Nene",101109-1733-201163-201167-2403,DEN,134.0,1,2.0,5.0,5.0,2.0,1.0,10.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,4.0,4.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0,2.0,1.0,0.5,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.3333333333333333,1.0,0.16666666666666666,0.3333333333333333,1.0,1.0,0.25,1.0,0.25,0.5,1.0,1.0,0.3333333333333333,107.46268656716417,14.0,12.8,13.6,12.8,0.5,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.5,0.5,1.0,1.0,1.0,0.5,0.5104,0.5257,0.5,9.016666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201568-2403,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Danilo Gallinari, Nene","Felton, Harrington, Chandler, Gallinari, Nene",101109-1733-201163-201568-2403,DEN,243.0,2,4.0,9.0,8.0,,,17.0,1.0,1.0,,,1.0,,1.0,1.0,3.0,11.0,8.0,,,,2.0,,,,1.0,2.0,,5.0,,3.0,,3.0,,3.0,,1.0,11.0,,1.0,1.0,0.3333333333333333,,0.6666666666666666,,0.7857142857142857,,,,,1.0,,1.0,,,1.0,1.0,,100.74074074074075,10.444444444444445,18.625,10.444444444444445,18.625,0.16666666666666666,1.0,1.0,0.16666666666666666,0.16666666666666666,,,,,,0.6666666666666666,0.559275,,,12.266666666666666,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,0.5,0.6666666666666666,1.0,0.6666666666666666,1.5,1.5,0.5,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,0.5,1.0,1.0,0.6666666666666666,0.59445,0.2857142857142857,0.5,0.2727272727272727,25.366666666666664,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201568-2747,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Danilo Gallinari, JR Smith","Felton, Harrington, Chandler, Gallinari, Smith",101109-1733-201163-201568-2747,DEN,48.0,1,1.0,2.0,2.0,2.0,,4.0,,,,,,,,,,3.0,2.0,,,,,,,,,1.0,,3.0,,,,,,,,1.0,3.0,,,,,,1.5,,1.5,,,,,,,,,,,,,120.0,9.5,14.5,9.5,14.5,,,,,,,,,,,1.0,0.5676,,,,1.0,2.0,,,,,1.0,1.0,,1.0,1.0,3.0,3.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,3.0,2.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,,,,,,,,,,,,0.5676,,,1.0,22.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201814-201951,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Gary Forbes, Ty Lawson","Felton, Harrington, Chandler, Forbes, Lawson",101109-1733-201163-201814-201951,DEN,10.0,1,,2.0,1.0,1.0,,3.0,1.0,1.0,,,1.0,,,1.0,2.0,2.0,1.0,,,,,2.0,,,,,,,,,,,,,,1.0,2.0,,,,0.5,,0.5,,0.5,,,,,,,,,,,,,432.0,4.0,2.0,4.0,2.0,0.5,1.0,1.0,0.5,,,,,,,0.5,0.5026,,,4.95,1.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,,,0.5,0.5,,,,,,,,,,,,,0.5026,,,1.0,,1.0,,,,,,,,,,,,1.0,1.0,1.0,2.0,0.5,0.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201951-2030,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Ty Lawson, Kenyon Martin","Felton, Harrington, Chandler, Lawson, Martin",101109-1733-201163-201951-2030,DEN,248.0,1,4.0,8.0,7.0,7.0,4.0,15.0,1.0,5.0,1.0,2.0,3.0,,1.0,2.0,9.0,8.0,7.0,2.0,3.0,7.0,,4.0,2.0,2.0,,1.0,,3.0,3.0,1.0,,3.0,4.0,7.0,,2.0,1.0,1.0,,,0.2222222222222222,0.6666666666666666,0.3181818181818182,0.875,0.3333333333333333,0.875,0.2222222222222222,0.4,,0.3333333333333333,0.42857142857142855,0.5,0.5,0.5,,1.0,,87.09677419354838,18.375,14.428571428571429,16.0,13.571428571428571,0.45454545454545453,0.2,0.3333333333333333,0.2727272727272727,0.09090909090909091,,,,0.5,0.5,0.6363636363636364,0.4727318181818182,0.5033666666666666,0.875,6.477777777777778,1.0,8.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,8.0,3.0,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,1.0,2.0,,,1.0,1.0,1.0,,7.0,7.0,1.0,0.5,0.5,0.5,0.3181818181818182,0.3333333333333333,0.18181818181818182,,,,,0.18181818181818182,0.5,0.5,1.0,0.18181818181818182,0.5,0.5,0.4727318181818182,,,1.0,25.25,1.0,,,,,,,,,,,,1.0,5.0,2.0,9.0,0.2222222222222222,0.45454545454545453,0.2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.25,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201951-2403,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Ty Lawson, Nene","Felton, Harrington, Chandler, Lawson, Nene",101109-1733-201163-201951-2403,DEN,365.0,3,6.0,13.0,12.0,,2.0,25.0,4.0,6.0,,,1.0,,2.0,4.0,9.0,11.0,11.0,,,,6.0,2.0,,1.0,3.0,3.0,,6.0,1.0,3.0,,4.0,3.0,7.0,,,11.0,,0.75,0.75,0.4444444444444444,,0.3333333333333333,,0.4230769230769231,,0.1111111111111111,0.16666666666666666,,0.75,0.25,0.8,0.42857142857142855,0.5,0.5,1.0,,98.63013698630138,15.23076923076923,13.916666666666666,14.076923076923077,13.416666666666666,0.5,0.6666666666666666,0.8,0.08333333333333333,0.16666666666666666,,,,,,0.75,0.5793208333333334,0.5403,,5.888888888888889,,,,3.0,,,,3.0,3.0,,,,,,3.0,,,,3.0,1.0,,1.0,1.0,,1.0,4.0,,3.0,3.0,1.0,2.0,1.0,,1.0,,,,,,,,,,0.25,0.25,,,0.75,0.25,,,,,,,,0.15384615384615385,0.2,,25.666666666666668,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,2.0,1.0,,,,1.0,0.6666666666666666,,0.6666666666666666,,,,1.0,,,1.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-201951-2747,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Ty Lawson, JR Smith","Felton, Harrington, Chandler, Lawson, Smith",101109-1733-201163-201951-2747,DEN,564.0,4,9.0,16.0,16.0,,3.0,32.0,4.0,4.0,1.0,1.0,2.0,,3.0,5.0,9.0,16.0,19.0,1.0,2.0,2.0,4.0,6.0,,1.0,2.0,3.0,,7.0,2.0,3.0,2.0,7.0,4.0,11.0,1.0,7.0,14.0,,0.4,0.4,0.5555555555555556,0.5,0.43333333333333335,0.5,0.5,0.5,0.1111111111111111,,1.0,0.375,0.5,0.5,0.4444444444444444,,,0.5,0.125,81.70212765957446,16.125,19.125,13.75,17.25,0.26666666666666666,1.0,1.0,0.13333333333333333,0.2,,,,0.5,1.0,0.6666666666666666,0.5378266666666666,0.2675,0.125,8.566666666666666,-3.0,,1.0,3.0,,,1.0,6.0,3.0,,,,3.0,,3.0,1.0,1.0,1.0,2.0,,,,2.0,2.0,,4.0,4.0,7.0,4.0,2.0,3.0,1.0,,1.0,,,,1.0,0.16666666666666666,,0.16666666666666666,,,0.4,0.5,0.5,,0.5,0.2,0.3333333333333333,0.3333333333333333,1.0,,,0.3333333333333333,,0.1875,0.3,,24.066666666666666,,,3.0,,,,0.2,,,,,,,,,,,,,1.0,,,,,,2.0,2.0,,,,1.0,0.4,,,1.0,0.5,1.0,,,,,2.0,1.0,2.0,,1.0,,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-202389-2747,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Timofey Mozgov, JR Smith","Felton, Harrington, Chandler, Mozgov, Smith",101109-1733-201163-202389-2747,DEN,40.0,1,1.0,1.0,1.0,,1.0,2.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,1.0,,1.0,,1.0,,,,,72.0,36.0,4.0,21.0,,,,,,1.0,,,,,,,0.3831,,,22.8,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-2030-2747,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Kenyon Martin, JR Smith","Felton, Harrington, Chandler, Martin, Smith",101109-1733-201163-2030-2747,DEN,432.0,3,7.0,16.0,15.0,4.0,1.0,31.0,1.0,4.0,,,2.0,1.0,2.0,4.0,8.0,15.0,15.0,,,,4.0,4.0,,2.0,2.0,4.0,,10.0,1.0,4.0,1.0,7.0,1.0,8.0,,4.0,15.0,,0.5,0.5,0.5,,0.5384615384615384,,0.5384615384615384,,0.25,0.5,1.0,1.0,0.25,0.75,0.16666666666666666,0.3333333333333333,1.0,1.0,,103.33333333333333,13.4375,14.466666666666667,12.5625,13.733333333333333,0.3076923076923077,0.25,0.5,0.15384615384615385,0.15384615384615385,0.5,0.5,,,,0.6923076923076923,0.51335,,,7.8625,,11.0,,3.0,,2.0,2.0,5.0,1.0,1.0,3.0,9.0,6.0,,3.0,,2.0,,1.0,1.0,1.0,,3.0,2.0,1.0,4.0,2.0,2.0,1.0,,,,,,,9.0,11.0,1.0,0.4,0.3333333333333333,0.4,0.6428571428571429,0.6428571428571429,0.38461538461538464,0.75,,,1.0,0.23076923076923078,,,,0.2857142857142857,,,0.4581571428571429,,,0.6,24.919999999999998,0.6875,2.0,2.0,1.0,1.0,2.0,0.15384615384615385,1.0,1.0,1.0,0.14285714285714285,1.0,1.0,1.0,3.0,4.0,0.75,0.14285714285714285,1.0,2.0,,,,,,,2.0,1.0,,,0.5,,,,0.5,1.0,1.0,,,,,1.0,,1.0,,,,,,,,,1.0,4.0,1.0,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
101109-1733-201163-2365-2747,1610612743,"Raymond Felton, Al Harrington, Wilson Chandler, Chris Andersen, JR Smith","Felton, Harrington, Chandler, Andersen, Smith",101109-1733-201163-2365-2747,DEN,3463.0,12,58.0,103.0,105.0,21.0,17.0,208.0,21.0,34.0,6.0,11.0,6.0,15.0,32.0,37.0,72.0,127.0,115.0,7.0,13.0,19.0,34.0,40.0,8.0,3.0,17.0,20.0,4.0,43.0,18.0,27.0,3.0,38.0,22.0,60.0,5.0,18.0,108.0,,0.4594594594594595,0.5151515151515151,0.5138888888888888,0.5384615384615384,0.5212765957446809,0.4117647058823529,0.5625,0.4318181818181818,0.041666666666666664,0.058823529411764705,1.0,0.675,0.5294117647058824,0.6730769230769231,0.46808510638297873,0.6666666666666666,0.5454545454545454,0.8888888888888888,0.11363636363636363,86.49148137453075,16.339805825242717,16.952380952380953,15.242718446601941,16.571428571428573,0.3617021276595745,0.6176470588235294,0.65625,0.06382978723404255,0.3404255319148936,0.46875,0.46875,0.26666666666666666,0.6470588235294118,0.5454545454545454,0.5957446808510638,0.5067618279569892,0.5632884615384616,0.14960629921259844,9.75138888888889,12.0,23.0,6.0,14.0,1.0,3.0,8.0,22.0,29.0,1.0,4.0,30.0,9.0,15.0,13.0,6.0,3.0,2.0,13.0,3.0,2.0,1.0,10.0,5.0,5.0,15.0,13.0,30.0,39.0,1.0,17.0,5.0,4.0,5.0,2.0,30.0,23.0,0.375,0.36363636363636365,0.25,0.38095238095238093,0.41304347826086957,0.5,0.23404255319148937,0.6666666666666666,0.45454545454545453,0.4,0.6190476190476191,0.14893617021276595,0.42857142857142855,0.42857142857142855,0.3333333333333333,0.13043478260869565,0.3333333333333333,0.46153846153846156,0.4830847826086957,0.15454545454545454,0.19318181818181818,0.23622047244094488,25.577272727272728,0.22330097087378642,2.0,8.0,,1.0,1.0,0.0851063829787234,0.25,0.25,0.5,0.043478260869565216,,4.0,8.0,8.0,19.0,0.42105263157894735,0.34782608695652173,0.5,1.0,,3.0,,4.0,11.0,4.0,8.0,,2.0,,0.6666666666666666,0.3076923076923077,0.8,0.2857142857142857,0.7,0.16666666666666666,0.2,0.17647058823529413,,,3.0,5.0,,,,,0.5,,3.0,0.16666666666666666,0.35294117647058826,0.3333333333333333,,1.0,1.0,2.0,,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.3333333333333333,0.058823529411764705,,,,,,,,,,,,,,,,,,,,,,,1610612743,2011,2010-11,False
