EntityId,TeamId,Name,ShortName,RowId,TeamAbbreviation,SecondsPlayed,GamesPlayed,Minutes,PlusMinus,OffPoss,DefPoss,PenaltyOffPoss,PenaltyDefPoss,SecondChanceOffPoss,TotalPoss,AtRimFGA,LongMidRangeFGA,Arc3FGM,Arc3FGA,FG2A,FG3M,FG3A,FtPoints,Points,OpponentPoints,SecondChanceFG2A,PenaltyFG2A,PenaltyFtPoints,PenaltyPoints,PtsUnassisted3s,NonHeaveArc3FGA,NonHeaveArc3FGM,OffTwoPtRebounds,DefThreePtRebounds,DefTwoPtRebounds,DefRebounds,OffRebounds,Rebounds,SelfOReb,Steals,LostBallSteals,BadPassOutOfBoundsTurnovers,DeadBallTurnovers,Turnovers,FoulsDrawn,FTA,Technical Free Throw Trips,TwoPtShootingFoulsDrawn,FirstChancePoints,PenaltyPointsExcludingTakeFouls,PenaltyOffPossExcludingTakeFouls,Fg3Pct,NonHeaveFg3Pct,EfgPct,TsPct,PenaltyTsPct,FG3APct,DefTwoPtReboundPct,OffTwoPtReboundPct,DefThreePtReboundPct,DefFGReboundPct,OffFGReboundPct,OffLongMidRangeReboundPct,DefShortMidRangeReboundPct,DefArc3ReboundPct,SelfORebPct,Pace,SecondsPerPossOff,SecondsPerPossDef,SecondsExcludingORebsPerPossOff,SecondsExcludingORebsPerPossDef,AtRimFrequency,LongMidRangeFrequency,Arc3Frequency,Arc3Accuracy,UnblockedArc3Accuracy,AtRimFG3AFrequency,NonHeaveArc3Accuracy,ShotQualityAvg,SecondChanceShotQualityAvg,PenaltyShotQualityAvg,ShootingFoulsDrawnPct,TwoPtShootingFoulsDrawnPct,PenaltyPointsPct,Avg2ptShotDistance,Avg3ptShotDistance,PenaltyOffPossPct,AtRimFGM,PenaltyAtRimFGM,PenaltyAtRimFGA,PenaltyArc3FGM,PenaltyArc3FGA,FG2M,SecondChanceFtPoints,SecondChancePoints,PenaltyFG2M,PenaltyFG3M,PenaltyFG3A,PtsAssisted2s,PtsAssisted3s,TwoPtAssists,ThreePtAssists,Assists,Arc3Assists,AtRimAssists,AssistPoints,FTOffRebounds,FTDefRebounds,BadPassSteals,LiveBallTurnovers,BadPassTurnovers,PenaltyTurnovers,Fouls,NonShootingFoulsDrawn,Blocked2s,BlockedAtRim,Blocks,RecoveredBlocks,NonShootingPenaltyNonTakeFouls,NonShootingPenaltyNonTakeFoulsDrawn,Assisted2sPct,NonPutbacksAssisted2sPct,Assisted3sPct,PenaltyFg3Pct,Fg2Pct,PenaltyFg2Pct,PenaltyEfgPct,SecondChanceTsPct,LiveBallTurnoverPct,DefFTReboundPct,OffFTReboundPct,DefAtRimReboundPct,DefLongMidRangeReboundPct,BlocksRecoveredPct,AtRimAccuracy,UnblockedAtRimAccuracy,AtRimPctAssisted,Arc3PctAssisted,PenaltyAtRimFrequency,PenaltyAtRimAccuracy,PenaltyArc3Frequency,PenaltyArc3Accuracy,SecondChancePointsPct,SecondChanceAtRimFGM,SecondChanceAtRimFGA,ShortMidRangeFGM,ShortMidRangeFGA,LongMidRangeFGM,Corner3FGA,PenaltyCorner3FGA,SecondChanceArc3FGM,SecondChanceArc3FGA,SecondChanceFG2M,SecondChanceFG3M,SecondChanceFG3A,PtsUnassisted2s,PtsPutbacks,HeaveAttempts,Fg2aBlocked,ShortMidRangeAssists,LongMidRangeAssists,OffThreePtRebounds,LostBallTurnovers,SecondChanceTurnovers,ShootingFouls,Loose Ball Fouls,Charge Fouls Drawn,Offensive Fouls Drawn,2pt And 1 Free Throw Trips,SecondChanceFg3Pct,SecondChanceFg2Pct,SecondChanceEfgPct,FG2APctBlocked,AtRimPctBlocked,ShortMidRangePctBlocked,OffThreePtReboundPct,OffAtRimReboundPct,OffShortMidRangeReboundPct,OffCorner3ReboundPct,ShortMidRangeFrequency,ShortMidRangeAccuracy,UnblockedShortMidRangeAccuracy,ShortMidRangePctAssisted,LongMidRangeAccuracy,UnblockedLongMidRangeAccuracy,LongMidRangePctAssisted,Corner3Frequency,SecondChanceAtRimFrequency,SecondChanceAtRimAccuracy,SecondChanceArc3Frequency,SecondChanceArc3Accuracy,SecondChanceArc3PctAssisted,PenaltyCorner3Frequency,Corner3FGM,PenaltyCorner3FGM,Corner3Assists,3SecondViolations,OffArc3ReboundPct,Corner3Accuracy,UnblockedCorner3Accuracy,Corner3PctAssisted,PenaltyCorner3Accuracy,BlockedShortMidRange,SecondChanceAtRimPctAssisted,Charge Fouls,Travels,Offensive Fouls,BlockingFoulsDrawn,DefCorner3ReboundPct,BlockedLongMidRange,Defensive 3 Seconds Violations,SecondChanceCorner3FGM,SecondChanceCorner3FGA,LostBallOutOfBoundsTurnovers,Loose Ball Fouls Drawn,SecondChanceCorner3Frequency,SecondChanceCorner3Accuracy,SecondChanceCorner3PctAssisted,StepOutOfBoundsTurnovers,ThreePtShootingFoulsDrawn,ThreePtShootingFoulsDrawnPct,BlockingFouls,DefensiveGoaltends,Blocked3s,BlockedCorner3,Fg3aBlocked,OffensiveGoaltends,FG3APctBlocked,LongMidRangePctBlocked,Arc3PctBlocked,BlockedArc3,3pt And 1 Free Throw Trips,Clear Path Fouls,Corner3PctBlocked,team_id,year,season,team_vs
101109-201163-201611-201962-2405,1610612752,"Raymond Felton, Wilson Chandler, Henry Walker, Toney Douglas, Amar'e Stoudemire","Felton, Chandler, Walker, Douglas, Stoudemire",101109-201163-201611-201962-2405,NYK,1301.0,9,22.0,4.0,44.0,46.0,20.0,28.0,7.0,90.0,19.0,7.0,1.0,3.0,34.0,3.0,5.0,12.0,53.0,49.0,5.0,13.0,7.0,27.0,6.0,3.0,1.0,9.0,7.0,11.0,19.0,10.0,29.0,,4.0,2.0,2.0,4.0,9.0,9.0,13.0,1.0,3.0,47.0,27.0,20.0,0.6,0.6,0.5256410256410257,0.5777777777777777,0.675,0.1282051282051282,0.7857142857142857,0.5,0.875,0.8181818181818182,0.5,0.2,0.5714285714285714,1.0,,99.61568024596464,13.818181818181818,15.065217391304348,13.272727272727273,13.41304347826087,0.48717948717948717,0.1794871794871795,0.07692307692307693,0.3333333333333333,0.3333333333333333,0.6153846153846154,0.3333333333333333,0.48424102564102567,0.56594,0.4696,0.07142857142857142,0.08108108108108109,0.5094339622641509,6.985294117647059,25.48,0.45454545454545453,12.0,6.0,9.0,1.0,2.0,16.0,2.0,6.0,7.0,2.0,3.0,16.0,3.0,8.0,1.0,9.0,,5.0,19.0,,1.0,2.0,5.0,4.0,4.0,11.0,3.0,2.0,,4.0,3.0,1.0,3.0,0.5,0.5333333333333333,0.3333333333333333,0.6666666666666666,0.47058823529411764,0.5384615384615384,0.625,0.5,0.5555555555555556,0.5,,1.0,1.0,0.75,0.631578947368421,0.75,0.4166666666666667,,0.5625,0.6666666666666666,0.125,0.5,0.11320754716981132,2.0,5.0,2.0,8.0,2.0,2.0,1.0,,,2.0,,,16.0,2.0,,4.0,1.0,2.0,1.0,1.0,3.0,6.0,,,,,,0.4,0.4,0.11764705882352941,0.15789473684210525,0.125,0.5,0.8571428571428571,0.3333333333333333,,0.20512820512820512,0.25,0.2857142857142857,0.5,0.2857142857142857,0.2857142857142857,1.0,0.05128205128205128,1.0,0.4,,,,0.0625,2.0,1.0,1.0,,0.5,1.0,1.0,0.5,1.0,2.0,0.5,,,1.0,,0.6666666666666666,,,,,,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,1610612752,2011,2010-11,True
101109-201163-201611-202361-202389,1610612752,"Raymond Felton, Wilson Chandler, Henry Walker, Landry Fields, Timofey Mozgov","Felton, Chandler, Walker, Fields, Mozgov",101109-201163-201611-202361-202389,NYK,102.0,1,2.0,2.0,5.0,5.0,,5.0,1.0,10.0,1.0,1.0,,2.0,4.0,,2.0,,2.0,,1.0,,,,,2.0,,1.0,2.0,,2.0,2.0,4.0,1.0,,,,1.0,1.0,1.0,,,,2.0,,,,,0.16666666666666666,0.16666666666666666,,0.3333333333333333,,0.5,1.0,1.0,0.5,,,1.0,0.25,141.1764705882353,11.6,8.8,10.0,8.8,0.16666666666666666,0.16666666666666666,0.3333333333333333,,,0.5,,0.49110000000000004,,,,,,8.975,26.5,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,2.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,0.5,1.0,,,0.3333333333333333,,,,1.0,1.0,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201163-201611-202361-2405,1610612752,"Raymond Felton, Wilson Chandler, Henry Walker, Landry Fields, Amar'e Stoudemire","Felton, Chandler, Walker, Fields, Stoudemire",101109-201163-201611-202361-2405,NYK,1064.0,8,18.0,6.0,36.0,38.0,4.0,20.0,3.0,74.0,11.0,6.0,3.0,6.0,25.0,6.0,9.0,6.0,52.0,46.0,2.0,2.0,2.0,7.0,3.0,6.0,3.0,1.0,6.0,7.0,13.0,2.0,15.0,,2.0,1.0,1.0,1.0,2.0,7.0,7.0,,3.0,48.0,5.0,3.0,0.6666666666666666,0.6666666666666666,0.6764705882352942,0.7027027027027027,0.875,0.2647058823529412,0.5384615384615384,0.09090909090909091,1.0,0.6842105263157895,0.14285714285714285,0.25,0.25,1.0,,100.15037593984962,14.666666666666666,14.105263157894736,14.166666666666666,13.552631578947368,0.3235294117647059,0.17647058823529413,0.17647058823529413,0.5,0.5,0.5882352941176471,0.5,0.5250426470588235,0.5175,0.66775,0.08333333333333333,0.1111111111111111,0.1346153846153846,7.888,24.333333333333332,0.1111111111111111,7.0,1.0,2.0,,,14.0,2.0,4.0,1.0,1.0,1.0,12.0,15.0,6.0,5.0,11.0,2.0,3.0,27.0,,,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,1.0,1.0,,0.42857142857142855,0.42857142857142855,0.8333333333333334,1.0,0.56,0.5,0.8333333333333334,0.6666666666666666,0.5,,,0.6666666666666666,0.6666666666666666,0.5,0.6363636363636364,0.7,0.42857142857142855,0.6666666666666666,0.6666666666666666,0.5,,,0.07692307692307693,1.0,1.0,5.0,8.0,2.0,3.0,1.0,,,1.0,,,16.0,,,1.0,2.0,1.0,1.0,,,4.0,,,1.0,1.0,,0.5,0.5,0.04,0.09090909090909091,,0.3333333333333333,,,,0.23529411764705882,0.625,0.625,0.4,0.3333333333333333,0.3333333333333333,0.5,0.08823529411764706,0.5,1.0,,,,0.3333333333333333,3.0,1.0,3.0,,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201163-201962-202361-202389,1610612752,"Raymond Felton, Wilson Chandler, Toney Douglas, Landry Fields, Timofey Mozgov","Felton, Chandler, Douglas, Fields, Mozgov",101109-201163-201962-202361-202389,NYK,401.0,3,7.0,4.0,11.0,12.0,7.0,2.0,4.0,23.0,7.0,3.0,,,11.0,,1.0,1.0,11.0,7.0,3.0,6.0,1.0,3.0,,,,3.0,4.0,3.0,7.0,3.0,10.0,1.0,2.0,1.0,,1.0,1.0,2.0,2.0,,1.0,5.0,3.0,7.0,,,0.4166666666666667,0.4230769230769231,0.1875,0.08333333333333333,0.75,0.5,1.0,0.875,0.42857142857142855,0.3333333333333333,,1.0,0.14285714285714285,82.5935162094763,15.545454545454545,19.166666666666668,14.0,18.916666666666668,0.5833333333333334,0.25,,,,0.6666666666666666,,0.5534791666666666,0.6441,0.5026214285714286,0.07692307692307693,0.08333333333333333,0.2727272727272727,6.363636363636363,22.8,0.6363636363636364,4.0,1.0,3.0,,,5.0,,6.0,1.0,,1.0,6.0,,3.0,,3.0,,3.0,6.0,,,1.0,,,1.0,,,,,,,,,0.6,1.0,,,0.45454545454545453,0.16666666666666666,0.14285714285714285,1.0,,,,0.5,1.0,,0.5714285714285714,0.5714285714285714,0.75,,0.42857142857142855,0.3333333333333333,,,0.5454545454545454,2.0,2.0,1.0,1.0,,1.0,1.0,,,3.0,,,4.0,4.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,0.6666666666666666,,,0.08333333333333333,1.0,1.0,,,,,0.08333333333333333,0.6666666666666666,1.0,,,,0.14285714285714285,,,,,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201163-201962-202361-2405,1610612752,"Raymond Felton, Wilson Chandler, Toney Douglas, Landry Fields, Amar'e Stoudemire","Felton, Chandler, Douglas, Fields, Stoudemire",101109-201163-201962-202361-2405,NYK,4344.0,16,72.0,-20.0,145.0,149.0,36.0,55.0,14.0,294.0,40.0,27.0,9.0,26.0,93.0,12.0,31.0,31.0,151.0,171.0,13.0,20.0,12.0,35.0,3.0,26.0,9.0,16.0,22.0,30.0,55.0,18.0,73.0,2.0,10.0,6.0,2.0,10.0,20.0,28.0,40.0,1.0,16.0,143.0,32.0,34.0,0.3870967741935484,0.3870967741935484,0.4838709677419355,0.528169014084507,0.5,0.25,0.625,0.3137254901960784,0.8148148148148148,0.6933333333333334,0.2571428571428571,0.16666666666666666,0.5789473684210527,0.7619047619047619,0.03508771929824561,97.4585635359116,15.186206896551724,14.375838926174497,14.620689655172415,13.53020134228188,0.3225806451612903,0.21774193548387097,0.20967741935483872,0.34615384615384615,0.34615384615384615,0.5725806451612904,0.34615384615384615,0.5038290322580645,0.5001230769230769,0.4636444444444444,0.11678832116788321,0.1509433962264151,0.23178807947019867,7.91505376344086,25.009677419354837,0.2482758620689655,21.0,1.0,5.0,2.0,6.0,42.0,2.0,8.0,7.0,3.0,7.0,34.0,33.0,17.0,11.0,28.0,8.0,10.0,67.0,,3.0,4.0,10.0,8.0,8.0,28.0,5.0,3.0,1.0,4.0,3.0,1.0,3.0,0.40476190476190477,0.4358974358974359,0.9166666666666666,0.42857142857142855,0.45161290322580644,0.35,0.42592592592592593,0.25,0.5,1.0,,0.5263157894736842,0.9,0.75,0.525,0.6774193548387096,0.47619047619047616,0.8888888888888888,0.18518518518518517,0.2,0.2222222222222222,0.3333333333333333,0.052980132450331126,1.0,6.0,6.0,26.0,15.0,5.0,1.0,,2.0,3.0,,2.0,50.0,6.0,,13.0,,7.0,2.0,2.0,1.0,18.0,1.0,,2.0,3.0,,0.23076923076923078,0.2,0.13978494623655913,0.225,0.15384615384615385,0.10526315789473684,0.3157894736842105,0.4,,0.20967741935483872,0.23076923076923078,0.2727272727272727,,0.5555555555555556,0.5555555555555556,0.4666666666666667,0.04032258064516129,0.4,0.16666666666666666,0.13333333333333333,,,0.037037037037037035,3.0,1.0,3.0,1.0,0.11764705882352941,0.6,0.6,1.0,1.0,2.0,,,1.0,5.0,1.0,1.0,,,,,,2.0,,,,1.0,,,1.0,,1.0,,,,,,,1.0,,,,1610612752,2011,2010-11,True
101109-201163-201962-202389-2405,1610612752,"Raymond Felton, Wilson Chandler, Toney Douglas, Timofey Mozgov, Amar'e Stoudemire","Felton, Chandler, Douglas, Mozgov, Stoudemire",101109-201163-201962-202389-2405,NYK,673.0,6,11.0,11.0,26.0,24.0,7.0,7.0,3.0,50.0,7.0,5.0,2.0,3.0,18.0,2.0,3.0,8.0,30.0,19.0,3.0,3.0,3.0,10.0,,3.0,2.0,5.0,1.0,9.0,10.0,5.0,15.0,1.0,6.0,2.0,,2.0,5.0,6.0,11.0,,5.0,28.0,10.0,7.0,0.6666666666666666,0.6666666666666666,0.5238095238095238,0.5769230769230769,0.8333333333333334,0.14285714285714285,0.8181818181818182,0.5,0.3333333333333333,0.7142857142857143,0.45454545454545453,0.75,0.8,,0.1,106.98365527488856,12.76923076923077,14.208333333333334,11.884615384615385,13.708333333333334,0.3333333333333333,0.23809523809523808,0.14285714285714285,0.6666666666666666,0.6666666666666666,0.47619047619047616,0.6666666666666666,0.510395238095238,0.5076666666666666,0.600475,0.2,0.22727272727272727,0.3333333333333333,8.399999999999999,26.0,0.2692307692307692,7.0,2.0,2.0,1.0,1.0,8.0,,2.0,2.0,1.0,1.0,10.0,6.0,5.0,2.0,7.0,2.0,4.0,16.0,,,4.0,3.0,2.0,2.0,6.0,1.0,,,,,,1.0,0.625,0.7142857142857143,1.0,1.0,0.4444444444444444,0.6666666666666666,0.875,0.25,0.6,,,0.75,1.0,,1.0,1.0,0.5714285714285714,1.0,0.5,1.0,0.25,1.0,0.06666666666666667,1.0,1.0,,6.0,1.0,,,,,1.0,,,6.0,2.0,,1.0,,1.0,,1.0,1.0,3.0,,,,1.0,,0.3333333333333333,0.3333333333333333,0.05555555555555555,,0.16666666666666666,,,0.3333333333333333,,0.2857142857142857,,,,0.2,0.2,1.0,,0.3333333333333333,1.0,,,,,,,,,,,,,,,,1.0,,,,0.5,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201163-202361-202389-2405,1610612752,"Raymond Felton, Wilson Chandler, Landry Fields, Timofey Mozgov, Amar'e Stoudemire","Felton, Chandler, Fields, Mozgov, Stoudemire",101109-201163-202361-202389-2405,NYK,773.0,5,13.0,14.0,28.0,27.0,5.0,7.0,7.0,55.0,16.0,9.0,,,28.0,,,9.0,37.0,23.0,7.0,4.0,2.0,6.0,,,,7.0,5.0,6.0,12.0,8.0,20.0,2.0,2.0,1.0,1.0,1.0,3.0,7.0,9.0,,4.0,27.0,6.0,5.0,,,0.5,0.578125,0.6,,0.8571428571428571,0.5,1.0,0.9166666666666666,0.5,0.25,1.0,1.0,0.2,102.45795601552393,13.178571428571429,14.962962962962964,11.285714285714286,14.851851851851851,0.5714285714285714,0.32142857142857145,,,,0.5714285714285714,,0.5552464285714286,0.5715857142857143,0.42155,0.12903225806451613,0.12903225806451613,0.16216216216216217,7.064285714285715,,0.17857142857142858,7.0,,,,,14.0,,10.0,2.0,,,14.0,,7.0,,7.0,,3.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,,1.0,,0.5,0.5384615384615384,,,0.5,0.5,0.5,0.7142857142857143,0.6666666666666666,1.0,0.5,,1.0,,0.4375,0.5833333333333334,0.42857142857142855,,,,,,0.2702702702702703,3.0,5.0,2.0,3.0,5.0,,,,,5.0,,,14.0,2.0,,4.0,1.0,3.0,,,,2.0,,,1.0,1.0,,0.7142857142857143,0.7142857142857143,0.14285714285714285,0.25,,,0.5555555555555556,1.0,,0.10714285714285714,0.6666666666666666,0.6666666666666666,0.5,0.5555555555555556,0.5555555555555556,0.6,,0.7142857142857143,0.6,,,,,,,,,,,,,,,0.3333333333333333,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201568-201576-201611-2405,1610612752,"Raymond Felton, Danilo Gallinari, Anthony Randolph, Henry Walker, Amar'e Stoudemire","Felton, Gallinari, Randolph, Walker, Stoudemire",101109-201568-201576-201611-2405,NYK,55.0,1,1.0,2.0,1.0,2.0,1.0,,,3.0,,1.0,,,1.0,,,,2.0,,,1.0,,2.0,,,,,,,,,,,,,,,,1.0,,,,2.0,2.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,78.54545454545455,19.0,18.0,19.0,18.0,,1.0,,,,,,0.3896,,0.3896,,,1.0,15.2,,1.0,,,,,,1.0,,,1.0,,,2.0,,1.0,,1.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201568-201576-202361-2405,1610612752,"Raymond Felton, Danilo Gallinari, Anthony Randolph, Landry Fields, Amar'e Stoudemire","Felton, Gallinari, Randolph, Fields, Stoudemire",101109-201568-201576-202361-2405,NYK,377.0,2,6.0,-2.0,14.0,14.0,5.0,9.0,,28.0,6.0,5.0,,2.0,11.0,,3.0,1.0,17.0,19.0,,3.0,1.0,7.0,,1.0,,,2.0,2.0,5.0,,5.0,,,,,,,2.0,2.0,,,17.0,7.0,5.0,,,0.5714285714285714,0.5666666666666667,0.5833333333333334,0.21428571428571427,1.0,,1.0,1.0,,,,1.0,,106.94960212201592,15.928571428571429,11.0,15.928571428571429,11.0,0.42857142857142855,0.35714285714285715,0.14285714285714285,,,0.6428571428571429,,0.5980615384615384,,0.5292875,,,0.4117647058823529,7.963636363636363,30.96666666666667,0.35714285714285715,4.0,1.0,1.0,,1.0,8.0,,,3.0,,2.0,8.0,,4.0,,4.0,,2.0,8.0,,1.0,,,,,3.0,1.0,,,,,,1.0,0.5,0.5,,,0.7272727272727273,1.0,0.6,,,1.0,,1.0,1.0,,0.6666666666666666,0.6666666666666666,0.5,,0.2,1.0,0.2,,,,,,,4.0,1.0,1.0,,,,,,8.0,,1.0,,,2.0,,,,3.0,,,,,,,,,,,,,,,,,,,0.8,0.8,0.5,0.07142857142857142,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.3333333333333333,,0.5,,,,,1610612752,2011,2010-11,True
101109-201568-201576-202389-2427,1610612752,"Raymond Felton, Danilo Gallinari, Anthony Randolph, Timofey Mozgov, Roger Mason Jr.","Felton, Gallinari, Randolph, Mozgov, Mason Jr.",101109-201568-201576-202389-2427,NYK,74.0,1,1.0,3.0,3.0,3.0,,,,6.0,,,1.0,1.0,1.0,1.0,1.0,,3.0,,,,,,,1.0,1.0,,,2.0,2.0,,2.0,,1.0,1.0,,1.0,1.0,,,,,3.0,,,1.0,1.0,0.75,0.75,,0.5,1.0,,,1.0,,,,,,116.75675675675676,11.666666666666666,13.0,11.666666666666666,13.0,,,0.5,1.0,1.0,0.5,1.0,0.503975,,,,,,6.9,26.0,,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,3.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201568-201611-201962-202361,1610612752,"Raymond Felton, Danilo Gallinari, Henry Walker, Toney Douglas, Landry Fields","Felton, Gallinari, Walker, Douglas, Fields",101109-201568-201611-201962-202361,NYK,65.0,1,1.0,,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,,,3.0,,,,2.0,2.0,1.0,3.0,,2.0,,,,1.0,1.0,,1.0,1.0,2.0,,,,,1.0,1.0,,,,,2.0,2.0,2.0,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,0.5,1.0,1.0,0.5,1.0,,1.0,,88.61538461538463,19.5,13.0,14.5,13.0,0.3333333333333333,0.3333333333333333,,,,0.3333333333333333,,0.42660000000000003,0.3916,0.42660000000000003,,,1.0,11.299999999999999,,1.0,1.0,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,,,,,1.0,1.0,,,0.3333333333333333,1.0,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201568-201611-201962-2405,1610612752,"Raymond Felton, Danilo Gallinari, Henry Walker, Toney Douglas, Amar'e Stoudemire","Felton, Gallinari, Walker, Douglas, Stoudemire",101109-201568-201611-201962-2405,NYK,173.0,1,3.0,-1.0,5.0,6.0,2.0,2.0,,11.0,3.0,,,1.0,3.0,,1.0,,6.0,7.0,,1.0,,2.0,,1.0,,,,2.0,2.0,,2.0,,,,,,1.0,1.0,,,,6.0,2.0,2.0,,,0.75,0.75,0.5,0.25,1.0,,,1.0,,,1.0,,,91.5606936416185,15.6,15.833333333333334,15.6,15.833333333333334,0.75,,0.25,,,1.0,,0.476,,0.4455,,,0.3333333333333333,2.8333333333333335,27.0,0.4,3.0,1.0,1.0,,1.0,3.0,,,1.0,,1.0,4.0,,2.0,,2.0,,2.0,4.0,,,,1.0,,,,,,,,,,,0.6666666666666666,0.6666666666666666,,,1.0,1.0,0.5,,1.0,,,,,,1.0,1.0,0.6666666666666666,,0.5,1.0,0.5,,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
101109-201568-201611-202361-202389,1610612752,"Raymond Felton, Danilo Gallinari, Henry Walker, Landry Fields, Timofey Mozgov","Felton, Gallinari, Walker, Fields, Mozgov",101109-201568-201611-202361-202389,NYK,53.0,2,1.0,-5.0,2.0,2.0,2.0,2.0,,4.0,2.0,,,,2.0,,,,,5.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,108.67924528301887,13.0,13.5,13.0,13.5,1.0,,,,,1.0,,0.5648,,0.5648,,,,1.7,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1610612752,2011,2010-11,True
